No,Kode,SatuanPendidikan,NPSN,Status,JumlahPeserta,Bindo,Bing,Math,Fisika,Kimia,Biologi,Rata,KdProv,KdKota,KdSekolah,Tahun,Provinsi,Kabupaten
1,2701001,SMA NEGERI 1 KOTA TERNATE,60200723,N,215,65.64,50.86,35.76,36.33,50.11,44.22,0.0,27,1,1,2017,MALUKU UTARA,KOTA TERNATE
2,2701002,SMA NEGERI 2 KOTA TERNATE,60200722,N,180,54.48,38.34,28.92,34.55,44.17,34.58,0.0,27,1,2,2017,MALUKU UTARA,KOTA TERNATE
3,2701003,SMA NEGERI 3 KOTA TERNATE,60200721,N,91,52.02,35.78,26.48,31.67,52.5,37.87,0.0,27,1,3,2017,MALUKU UTARA,KOTA TERNATE
4,2701004,SMA NEGERI 4 KOTA TERNATE,60200720,N,155,58.19,39.48,29.37,38.75,46.17,36.61,0.0,27,1,4,2017,MALUKU UTARA,KOTA TERNATE
5,2701005,SMA NEGERI 5 KOTA  TERNATE,60200796,N,117,55.4,37.33,36.18,31.59,40.5,38.28,0.0,27,1,5,2017,MALUKU UTARA,KOTA TERNATE
6,2701006,SMA NEGERI 10 KOTA TERNATE,60200727,N,111,54.29,38.34,28.0,36.5,35.0,32.16,0.0,27,1,6,2017,MALUKU UTARA,KOTA TERNATE
7,2701007,SMA MUHAMMADIYAH KOTA TERNATE,60200728,S,43,45.67,28.74,26.86,0.0,37.5,30.48,0.0,27,1,7,2017,MALUKU UTARA,KOTA TERNATE
8,2701008,SMA ALKHAIRAT KOTA TERNATE,60200711,S,20,47.2,31.3,27.5,27.5,26.39,30.0,0.0,27,1,8,2017,MALUKU UTARA,KOTA TERNATE
9,2701009,SMA ISLAM KOTA TERNATE,60200709,S,42,58.29,39.29,26.96,0.0,31.88,39.21,0.0,27,1,9,2017,MALUKU UTARA,KOTA TERNATE
10,2701010,SMA NEGERI 11 KOTA TERNATE,60202499,N,15,48.27,32.67,22.0,0.0,0.0,26.5,0.0,27,1,10,2017,MALUKU UTARA,KOTA TERNATE
11,2701011,SMA NEGERI 6 KOTA TERNATE,60200783,N,20,41.8,29.2,24.0,22.81,48.75,29.38,0.0,27,1,11,2017,MALUKU UTARA,KOTA TERNATE
12,2701012,SMA NEGERI 9 KOTA TERNATE,60202502,N,27,43.78,45.11,61.39,0.0,0.0,46.94,0.0,27,1,12,2017,MALUKU UTARA,KOTA TERNATE
13,2701013,SMA NEGERI 7 KOTA TERNATE,60200782,N,21,60.0,36.29,32.98,40.0,60.0,38.03,0.0,27,1,13,2017,MALUKU UTARA,KOTA TERNATE
14,2701014,SMA AL-IRSYAD KOTA TERNATE,60203813,S,5,57.2,31.2,20.0,0.0,0.0,29.5,0.0,27,1,14,2017,MALUKU UTARA,KOTA TERNATE
15,2701015,SMA NEGERI 8 KOTA TERNATE,60202317,N,61,76.92,65.67,44.75,74.58,58.33,58.32,0.0,27,1,15,2017,MALUKU UTARA,KOTA TERNATE
16,2701016,SMA ISLAM TERPADU NURUL HASAN KOTA TERNATE,60202572,S,21,64.0,47.33,25.71,20.0,35.96,38.21,0.0,27,1,16,2017,MALUKU UTARA,KOTA TERNATE
17,2701017,SMA IT ALBINA KOTA TERNATE,60203607,S,11,46.55,32.36,20.68,0.0,0.0,26.59,0.0,27,1,17,2017,MALUKU UTARA,KOTA TERNATE
18,2701021,SMA KATOLIK BINTANG LAUT KOTA TERNATE,69759245,S,22,59.18,48.64,20.45,0.0,0.0,34.77,0.0,27,1,21,2017,MALUKU UTARA,KOTA TERNATE
19,2701022,SMA MAFAKATI KOTA TERNATE,69786503,S,10,33.8,52.0,17.25,0.0,0.0,35.0,0.0,27,1,22,2017,MALUKU UTARA,KOTA TERNATE
20,2701301,MA NEGERI 1 TERNATE,60205623,N,43,60.84,40.84,28.78,31.25,44.38,40.95,0.0,27,1,301,2017,MALUKU UTARA,KOTA TERNATE
21,2701302,MA SWASTA ALKHAIRAAT KOTA TERNATE,60205622,S,34,58.65,28.53,52.21,40.5,51.88,57.1,0.0,27,1,302,2017,MALUKU UTARA,KOTA TERNATE
22,2701303,MAS DARUL ULUM SASA,60200827,S,39,60.21,57.18,62.69,35.0,57.5,47.16,0.0,27,1,303,2017,MALUKU UTARA,KOTA TERNATE
23,2701304,MA PENGEMBANGAN BULA,60205620,S,26,56.38,54.85,62.21,0.0,0.0,46.63,0.0,27,1,304,2017,MALUKU UTARA,KOTA TERNATE
24,2701305,MAS ULUL AL-BAAB TERNATE,60205621,S,7,45.43,28.29,25.0,0.0,0.0,28.21,0.0,27,1,305,2017,MALUKU UTARA,KOTA TERNATE
25,2701307,MA DARUL KHAIRAAT  TAFAMUTU,60205619,S,22,50.82,61.09,35.91,0.0,0.0,65.45,0.0,27,1,307,2017,MALUKU UTARA,KOTA TERNATE
26,2702001,SMA NEGERI 1 TIDORE KEPULAUAN,60200951,N,79,64.61,65.67,57.31,0.0,63.33,58.36,0.0,27,2,1,2017,MALUKU UTARA,KOTA TIDORE KEPULAUAN
27,2702002,SMA NEGERI 2 TIDORE KEPULAUAN,60200950,N,22,55.09,56.91,44.66,35.0,50.28,51.25,0.0,27,2,2,2017,MALUKU UTARA,KOTA TIDORE KEPULAUAN
28,2702003,SMA NEGERI 3 TIDORE KEPULAUAN,60200949,N,68,65.74,57.29,51.8,39.25,53.21,47.75,0.0,27,2,3,2017,MALUKU UTARA,KOTA TIDORE KEPULAUAN
29,2702004,SMA NEGERI 6 TIDORE KEPULAUAN,60202074,N,20,51.5,37.8,26.75,32.5,41.67,34.06,0.0,27,2,4,2017,MALUKU UTARA,KOTA TIDORE KEPULAUAN
30,2702005,SMA NEGERI 4 TIDORE KEPULAUAN,60200952,N,17,60.12,51.53,51.32,25.0,33.75,41.46,0.0,27,2,5,2017,MALUKU UTARA,KOTA TIDORE KEPULAUAN
31,2702006,SMA NEGERI 11 TIDORE KEPULAUAN,60203598,N,23,52.96,38.17,50.0,27.0,0.0,33.19,0.0,27,2,6,2017,MALUKU UTARA,KOTA TIDORE KEPULAUAN
32,2702007,SMA NEGERI 7 TIDORE KEPULAUAN,60202071,N,16,74.38,75.13,77.81,0.0,69.46,82.5,0.0,27,2,7,2017,MALUKU UTARA,KOTA TIDORE KEPULAUAN
33,2702008,SMA NEGERI 5 TIDORE KEPULAUAN,60202073,N,43,64.93,56.33,34.94,0.0,0.0,68.08,0.0,27,2,8,2017,MALUKU UTARA,KOTA TIDORE KEPULAUAN
34,2702009,SMA NEGERI 8 TIDORE KEPULAUAN,60202075,N,28,46.14,76.07,62.5,0.0,53.21,0.0,0.0,27,2,9,2017,MALUKU UTARA,KOTA TIDORE KEPULAUAN
35,2702010,SMA MUHAMMADIYAH 2 KOTA TIDORE KEPULAUAN,60203595,S,13,47.23,51.69,23.27,0.0,0.0,53.46,0.0,27,2,10,2017,MALUKU UTARA,KOTA TIDORE KEPULAUAN
36,2702011,SMA NEGERI 9 TIDORE KEPULAUAN,60200953,N,37,61.3,54.97,42.5,0.0,42.5,32.15,0.0,27,2,11,2017,MALUKU UTARA,KOTA TIDORE KEPULAUAN
37,2702012,SMA SITI AISYAH BUKULASA,60202363,S,10,51.2,56.8,59.5,0.0,0.0,63.5,0.0,27,2,12,2017,MALUKU UTARA,KOTA TIDORE KEPULAUAN
38,2702013,SMA MUHAMMADIYAH 1 TIDORE,60202072,S,19,56.95,60.63,60.26,40.36,69.17,80.28,0.0,27,2,13,2017,MALUKU UTARA,KOTA TIDORE KEPULAUAN
39,2702014,SMA NEGERI 10 TIDORE KEPULAUAN,60202076,N,38,57.63,61.21,34.08,33.75,51.25,49.42,0.0,27,2,14,2017,MALUKU UTARA,KOTA TIDORE KEPULAUAN
40,2702015,SMA MUHAMMADIYAH 3 TIDORE,60203596,S,10,80.4,39.0,83.25,0.0,0.0,50.0,0.0,27,2,15,2017,MALUKU UTARA,KOTA TIDORE KEPULAUAN
41,2702016,SMA MUHAMMADIYAH 4 TIDORE,60203597,S,11,66.36,63.09,55.45,0.0,0.0,61.36,0.0,27,2,16,2017,MALUKU UTARA,KOTA TIDORE KEPULAUAN
42,2702017,SMA YASMU SOFIFI,60203599,S,7,48.57,45.14,62.5,0.0,0.0,37.86,0.0,27,2,17,2017,MALUKU UTARA,KOTA TIDORE KEPULAUAN
43,2702018,SMA NEGERI 12 TIDORE KEPULAUAN,60203675,N,19,72.95,75.16,65.92,20.0,71.67,70.83,0.0,27,2,18,2017,MALUKU UTARA,KOTA TIDORE KEPULAUAN
44,2702020,SMA PERKASA MAIDI,69830665,N,13,83.69,39.23,85.58,0.0,70.0,40.91,0.0,27,2,20,2017,MALUKU UTARA,KOTA TIDORE KEPULAUAN
45,2702301,MA NEGERI 1 TIDORE,60205625,N,20,59.2,34.2,40.25,0.0,0.0,42.38,0.0,27,2,301,2017,MALUKU UTARA,KOTA TIDORE KEPULAUAN
46,2702302,MA SWASTA GURAPING,60728955,S,18,59.33,53.11,41.39,21.67,54.0,55.5,0.0,27,2,302,2017,MALUKU UTARA,KOTA TIDORE KEPULAUAN
47,2702303,MA SWASTA HARISUL KHAIRAAT OME,60205627,S,41,60.54,63.12,49.63,0.0,40.0,63.14,0.0,27,2,303,2017,MALUKU UTARA,KOTA TIDORE KEPULAUAN
48,2702304,MA SWASTA DOWORA,60205626,S,15,64.67,63.2,50.5,0.0,0.0,52.67,0.0,27,2,304,2017,MALUKU UTARA,KOTA TIDORE KEPULAUAN
49,2702305,MA SWASTA  MAREKU,60728930,S,49,64.57,68.86,78.98,76.43,73.75,62.25,0.0,27,2,305,2017,MALUKU UTARA,KOTA TIDORE KEPULAUAN
50,2702306,MAS NURUL JIHAD TULUI,60205624,S,16,65.25,46.25,40.94,43.75,28.13,39.25,0.0,27,2,306,2017,MALUKU UTARA,KOTA TIDORE KEPULAUAN
51,2702307,MAS AL-MAARIF NORAMAAKE,69881536,S,5,49.6,36.8,34.0,18.75,45.0,47.5,0.0,27,2,307,2017,MALUKU UTARA,KOTA TIDORE KEPULAUAN
52,2702308,MAS AS-SYIFA WAMA,69881537,S,22,63.45,67.36,78.86,0.0,0.0,61.59,0.0,27,2,308,2017,MALUKU UTARA,KOTA TIDORE KEPULAUAN
53,2702309,MAS RISALATUL HUDA,60201104,S,10,61.4,37.6,46.25,0.0,0.0,33.5,0.0,27,2,309,2017,MALUKU UTARA,KOTA TIDORE KEPULAUAN
54,2703001,SMA NEGERI 1 HALMAHERA BARAT,60202793,N,93,60.04,36.02,28.47,31.43,34.38,36.89,0.0,27,3,1,2017,MALUKU UTARA,KABUPATEN HALMAHERA BARAT
55,2703002,SMA SWASTA ISLAM JAILOLO,60202787,S,25,45.44,24.88,27.3,36.39,50.63,33.96,0.0,27,3,2,2017,MALUKU UTARA,KABUPATEN HALMAHERA BARAT
56,2703003,SMA NEGERI 7 HALMAHERA BARAT,60203637,N,66,51.48,34.94,44.89,0.0,0.0,33.41,0.0,27,3,3,2017,MALUKU UTARA,KABUPATEN HALMAHERA BARAT
57,2703004,SMA NEGERI 3 HALMAHERA BARAT,60201995,N,23,48.78,62.43,32.83,0.0,0.0,58.15,0.0,27,3,4,2017,MALUKU UTARA,KABUPATEN HALMAHERA BARAT
58,2703005,SMA AGAPE SAHU,60201988,S,20,55.0,40.5,41.25,21.25,70.0,44.69,0.0,27,3,5,2017,MALUKU UTARA,KABUPATEN HALMAHERA BARAT
59,2703006,SMA NEGERI 2 HALMAHERA BARAT,60202792,N,78,39.82,42.41,29.52,36.25,42.19,54.38,0.0,27,3,6,2017,MALUKU UTARA,KABUPATEN HALMAHERA BARAT
60,2703007,SMA AMPERA IBU,60201989,S,11,46.0,27.64,21.36,23.5,27.5,26.25,0.0,27,3,7,2017,MALUKU UTARA,KABUPATEN HALMAHERA BARAT
61,2703008,SMA KRISTEN DIAN HALMAHERA,60202788,S,52,50.88,53.23,28.94,36.61,33.17,29.46,0.0,27,3,8,2017,MALUKU UTARA,KABUPATEN HALMAHERA BARAT
62,2703009,SMA NEGERI 4 HALMAHERA BARAT,60201994,N,41,62.44,59.66,61.59,22.75,46.88,43.61,0.0,27,3,9,2017,MALUKU UTARA,KABUPATEN HALMAHERA BARAT
63,2703010,SMA OIKUMENE MAHANAIM,60202791,S,6,64.67,54.33,25.42,0.0,0.0,61.25,0.0,27,3,10,2017,MALUKU UTARA,KABUPATEN HALMAHERA BARAT
64,2703011,SMA KRISTEN EBEN HAEZER IBU,60202790,S,31,59.35,55.23,29.68,0.0,0.0,49.52,0.0,27,3,11,2017,MALUKU UTARA,KABUPATEN HALMAHERA BARAT
65,2703012,SMA NEGERI 5 HALMAHERA BARAT,60203640,N,24,46.08,49.08,34.58,35.21,0.0,0.0,0.0,27,3,12,2017,MALUKU UTARA,KABUPATEN HALMAHERA BARAT
66,2703013,SMA NEGERI 8 HALMAHERA BARAT,60201993,N,18,38.0,34.33,20.14,0.0,0.0,26.39,0.0,27,3,13,2017,MALUKU UTARA,KABUPATEN HALMAHERA BARAT
67,2703014,SMA NEGERI 6 HALMAHERA BARAT,60203631,N,36,51.67,34.06,31.39,0.0,0.0,54.79,0.0,27,3,14,2017,MALUKU UTARA,KABUPATEN HALMAHERA BARAT
68,2703015,SMA NEGERI 10 HALMAHERA BARAT,60202786,S,23,49.39,72.09,70.22,0.0,0.0,51.52,0.0,27,3,15,2017,MALUKU UTARA,KABUPATEN HALMAHERA BARAT
69,2703016,SMA NUSANTARA JAILOLO,60203630,S,10,36.6,27.6,20.5,27.5,0.0,27.19,0.0,27,3,16,2017,MALUKU UTARA,KABUPATEN HALMAHERA BARAT
70,2703301,MA   MUHAMMADIYAH PABOS,60205741,S,43,49.53,50.51,63.66,29.17,21.56,67.75,0.0,27,3,301,2017,MALUKU UTARA,KABUPATEN HALMAHERA BARAT
71,2703302,MA ALKHAIRAAT SIDANGOLI,60205743,S,18,38.78,39.44,52.5,32.5,0.0,32.94,0.0,27,3,302,2017,MALUKU UTARA,KABUPATEN HALMAHERA BARAT
72,2703303,MA IBNU KHALDUN BOBANEIGO,60205744,S,20,49.8,38.0,33.75,35.56,27.0,42.92,0.0,27,3,303,2017,MALUKU UTARA,KABUPATEN HALMAHERA BARAT
73,2703304,MA JAILOLO,60205742,S,15,46.27,66.67,34.0,28.5,50.0,50.63,0.0,27,3,304,2017,MALUKU UTARA,KABUPATEN HALMAHERA BARAT
74,2703305,MAS AL-MUZAKARAH,69788207,S,9,58.22,59.11,23.06,16.25,60.0,35.5,0.0,27,3,305,2017,MALUKU UTARA,KABUPATEN HALMAHERA BARAT
75,2704001,SMA NEGERI 4 HALMAHERA UTARA,60201926,N,54,54.3,33.37,27.13,31.04,41.0,33.04,0.0,27,4,1,2017,MALUKU UTARA,KABUPATEN HALMAHERA UTARA
76,2704002,SMA NEGERI 3 HALMAHERA UTARA,60200293,N,56,46.86,28.04,25.04,0.0,0.0,29.82,0.0,27,4,2,2017,MALUKU UTARA,KABUPATEN HALMAHERA UTARA
77,2704003,SMA NEGERI 1 HALMAHERA UTARA,60200296,N,190,53.22,34.41,23.18,28.13,32.39,28.94,0.0,27,4,3,2017,MALUKU UTARA,KABUPATEN HALMAHERA UTARA
78,2704004,SMA KRISTEN TOBELO,60201922,S,42,62.43,43.33,32.86,33.93,42.5,36.84,0.0,27,4,4,2017,MALUKU UTARA,KABUPATEN HALMAHERA UTARA
79,2704005,SMA MUHAMMADIYAH TOBELO,60201925,S,12,44.83,29.17,21.67,0.0,0.0,28.96,0.0,27,4,5,2017,MALUKU UTARA,KABUPATEN HALMAHERA UTARA
80,2704007,SMA NEGERI 9 HALMAHERA UTARA,60201930,N,14,47.29,57.0,27.5,0.0,0.0,32.14,0.0,27,4,7,2017,MALUKU UTARA,KABUPATEN HALMAHERA UTARA
81,2704008,SMA NEGERI 2 HALMAHERA UTARA,60200292,N,33,55.7,41.09,36.59,0.0,0.0,42.65,0.0,27,4,8,2017,MALUKU UTARA,KABUPATEN HALMAHERA UTARA
82,2704009,SMA NEGERI 6 HALMAHERA UTARA,60201918,N,109,49.14,29.21,28.44,33.61,31.25,30.97,0.0,27,4,9,2017,MALUKU UTARA,KABUPATEN HALMAHERA UTARA
83,2704010,SMA NEGERI 8 HALMAHERA UTARA,69822815,N,24,48.25,42.58,24.27,21.25,0.0,0.0,0.0,27,4,10,2017,MALUKU UTARA,KABUPATEN HALMAHERA UTARA
84,2704012,SMA NEGERI 7 HALMAHERA UTARA,60724601,N,17,36.0,69.76,29.12,0.0,0.0,55.15,0.0,27,4,12,2017,MALUKU UTARA,KABUPATEN HALMAHERA UTARA
85,2704013,SMA BPD TOBELO SELATAN,60724613,S,13,40.15,47.08,20.0,20.58,0.0,0.0,0.0,27,4,13,2017,MALUKU UTARA,KABUPATEN HALMAHERA UTARA
86,2704015,SMA MUHAMMADIYAH GALELA,60201924,S,6,47.67,53.67,38.33,28.75,40.0,40.0,0.0,27,4,15,2017,MALUKU UTARA,KABUPATEN HALMAHERA UTARA
87,2704016,SMA MERAH PUTIH KEC. GALELA BARAT,60201923,S,11,33.27,47.82,30.45,40.0,0.0,36.0,0.0,27,4,16,2017,MALUKU UTARA,KABUPATEN HALMAHERA UTARA
88,2704018,SMA NEGERI 5 HALMAHERA UTARA,60201927,N,109,42.77,26.94,20.23,0.0,0.0,30.64,0.0,27,4,18,2017,MALUKU UTARA,KABUPATEN HALMAHERA UTARA
89,2704020,SMA KRISTEN NEHEMIA GALELA,60201921,S,17,46.24,53.65,36.76,0.0,35.0,55.67,0.0,27,4,20,2017,MALUKU UTARA,KABUPATEN HALMAHERA UTARA
90,2704021,SMA NEGERI 11 HALMAHERA UTARA,60202874,N,26,43.15,31.0,26.83,37.5,36.25,43.91,0.0,27,4,21,2017,MALUKU UTARA,KABUPATEN HALMAHERA UTARA
91,2704022,SMA NEGERI 12 HALMAHERA UTARA,69893375,N,17,44.47,53.06,25.88,0.0,0.0,32.94,0.0,27,4,22,2017,MALUKU UTARA,KABUPATEN HALMAHERA UTARA
92,2704301,MA NEGERI 2 HALMAHERA UTARA,60205594,N,36,53.67,53.28,67.78,0.0,0.0,31.11,0.0,27,4,301,2017,MALUKU UTARA,KABUPATEN HALMAHERA UTARA
93,2704302,MA NEGERI 1 HALMAHERA UTARA,60205591,N,55,70.4,65.45,46.41,64.79,0.0,73.43,0.0,27,4,302,2017,MALUKU UTARA,KABUPATEN HALMAHERA UTARA
94,2704303,MAS AL-KHAIRAT TOLONUO,60205603,S,16,56.13,45.88,72.5,0.0,0.0,29.22,0.0,27,4,303,2017,MALUKU UTARA,KABUPATEN HALMAHERA UTARA
95,2704308,MAS ALKHAIRAAT TOBELO,60205601,S,22,51.73,61.09,46.48,30.0,0.0,45.5,0.0,27,4,308,2017,MALUKU UTARA,KABUPATEN HALMAHERA UTARA
96,2704309,MA MUHAMMADIYAH,60205590,S,12,59.33,38.17,34.38,0.0,0.0,43.75,0.0,27,4,309,2017,MALUKU UTARA,KABUPATEN HALMAHERA UTARA
97,2704311,MA PORIMOI GURUA,60205602,S,3,57.33,52.0,20.0,0.0,0.0,30.83,0.0,27,4,311,2017,MALUKU UTARA,KABUPATEN HALMAHERA UTARA
