No,Kode,SatuanPendidikan,NPSN,Status,JumlahPeserta,Bindo,Bing,Math,Fisika,Kimia,Biologi,Rata,KdProv,KdKota,KdSekolah,Tahun,Provinsi,Kabupaten
1,1401001,SMA NEGERI 1 PALANGKA RAYA,30203479,N,198,67.79,47.09,29.33,28.86,36.88,39.22,0.0,14,1,1,2016,KALIMANTAN TENGAH,KOTA PALANGKA RAYA
2,1401002,SMA NEGERI 2 PALANGKA RAYA,30203478,N,196,71.15,61.81,44.57,42.27,55.69,52.5,0.0,14,1,2,2016,KALIMANTAN TENGAH,KOTA PALANGKA RAYA
3,1401003,SMA NEGERI 3 PALANGKA RAYA,30203477,N,127,61.7,38.6,25.61,25.61,30.61,36.91,0.0,14,1,3,2016,KALIMANTAN TENGAH,KOTA PALANGKA RAYA
4,1401004,SMA NEGERI 4 PALANGKA RAYA,30203488,N,185,59.05,35.31,23.77,25.89,26.85,34.04,0.0,14,1,4,2016,KALIMANTAN TENGAH,KOTA PALANGKA RAYA
5,1401005,SMA NEGERI 5 PALANGKA RAYA,30203489,N,71,66.96,44.62,33.63,36.55,41.37,50.49,0.0,14,1,5,2016,KALIMANTAN TENGAH,KOTA PALANGKA RAYA
6,1401006,SMA NEGERI 6 PALANGKA RAYA,30203500,N,48,62.58,37.21,21.98,29.84,35.05,36.2,0.0,14,1,6,2016,KALIMANTAN TENGAH,KOTA PALANGKA RAYA
7,1401007,SMA GARUDA PALANGKA RAYA,30203403,S,11,57.82,30.73,33.86,42.27,32.5,57.5,0.0,14,1,7,2016,KALIMANTAN TENGAH,KOTA PALANGKA RAYA
8,1401008,SMA ISEN MULANG PALANGKA RAYA,30203402,S,19,56.53,52.21,36.97,40.66,51.45,41.18,0.0,14,1,8,2016,KALIMANTAN TENGAH,KOTA PALANGKA RAYA
9,1401009,SMA KARYA PALANGKA RAYA,30203401,S,6,48.67,32.0,22.08,20.0,27.5,31.25,0.0,14,1,9,2016,KALIMANTAN TENGAH,KOTA PALANGKA RAYA
10,1401010,SMA KATHOLIK PALANGKA RAYA,30203412,S,19,65.16,46.84,21.71,24.61,30.53,39.74,0.0,14,1,10,2016,KALIMANTAN TENGAH,KOTA PALANGKA RAYA
11,1401011,SMA KRISTEN PALANGKA RAYA,30203501,S,22,58.0,36.82,24.89,21.59,25.45,30.57,0.0,14,1,11,2016,KALIMANTAN TENGAH,KOTA PALANGKA RAYA
12,1401012,SMA MUHAMMADIYAH 1 PALANGKA RAYA,30203487,S,56,60.29,35.68,23.62,27.59,29.69,41.56,0.0,14,1,12,2016,KALIMANTAN TENGAH,KOTA PALANGKA RAYA
13,1401013,SMA MUHAMMADIYAH 2 PALANGKA RAYA,30203486,S,13,60.31,34.77,21.35,35.96,25.58,35.0,0.0,14,1,13,2016,KALIMANTAN TENGAH,KOTA PALANGKA RAYA
14,1401014,SMA NU PALANGKA RAYA,30203485,S,7,46.57,57.71,31.79,20.71,24.29,33.57,0.0,14,1,14,2016,KALIMANTAN TENGAH,KOTA PALANGKA RAYA
15,1401015,SMA NUSANTARA PALANGKA RAYA,30203484,S,28,62.79,36.43,24.91,28.48,27.32,38.93,0.0,14,1,15,2016,KALIMANTAN TENGAH,KOTA PALANGKA RAYA
16,1401016,SMA PANANTIRING TANGKILING,30203483,S,12,48.33,31.0,25.42,36.67,27.29,27.29,0.0,14,1,16,2016,KALIMANTAN TENGAH,KOTA PALANGKA RAYA
17,1401017,SMA PERINTIS BUKIT PINANG,30203482,S,8,51.0,33.75,24.06,21.56,28.75,31.56,0.0,14,1,17,2016,KALIMANTAN TENGAH,KOTA PALANGKA RAYA
18,1401018,SMA PGRI 1 PALANGKA RAYA,30203481,S,7,53.14,28.29,20.36,22.14,23.57,28.93,0.0,14,1,18,2016,KALIMANTAN TENGAH,KOTA PALANGKA RAYA
19,1401019,SMA PGRI 2 PALANGKA RAYA,30203706,S,11,52.18,32.36,29.32,23.18,31.14,31.82,0.0,14,1,19,2016,KALIMANTAN TENGAH,KOTA PALANGKA RAYA
20,1401020,SMA PURNAMA PALANGKA RAYA,30203480,S,13,54.15,30.31,20.0,17.5,24.42,29.62,0.0,14,1,20,2016,KALIMANTAN TENGAH,KOTA PALANGKA RAYA
21,1401022,MA  NEGERI MODEL PALANGKA RAYA,60729880,N,138,68.61,47.48,29.51,32.99,40.34,48.7,0.0,14,1,22,2016,KALIMANTAN TENGAH,KOTA PALANGKA RAYA
22,1401024,MA  DARUL ULUM,30208955,S,17,62.35,33.76,21.18,25.0,33.24,37.5,0.0,14,1,24,2016,KALIMANTAN TENGAH,KOTA PALANGKA RAYA
23,1401025,MA  HIDAYATUL INSAN PALANGKA RAYA,30203538,S,14,55.14,34.71,22.5,21.43,27.5,28.93,0.0,14,1,25,2016,KALIMANTAN TENGAH,KOTA PALANGKA RAYA
24,1401027,MA  MUSLIMAT NU,30203745,S,26,59.69,30.69,28.08,20.0,28.56,29.13,0.0,14,1,27,2016,KALIMANTAN TENGAH,KOTA PALANGKA RAYA
25,1401028,SMA BINA CITA UTAMA PALANGKA RAYA,30203404,S,5,60.8,60.4,31.0,19.0,39.5,34.5,0.0,14,1,28,2016,KALIMANTAN TENGAH,KOTA PALANGKA RAYA
26,1401032,SMA NEGERI 7 PALANGKA RAYA,30204386,N,17,50.24,34.94,22.94,20.29,25.88,29.41,0.0,14,1,32,2016,KALIMANTAN TENGAH,KOTA PALANGKA RAYA
27,1401033,SMA NEGERI 8 PALANGKA RAYA,30205406,N,6,60.33,54.33,29.17,27.08,57.92,45.83,0.0,14,1,33,2016,KALIMANTAN TENGAH,KOTA PALANGKA RAYA
28,1402001,SMA NEGERI 1 PANGKALAN BUN,30201848,N,96,74.31,63.31,55.73,54.74,56.07,64.82,0.0,14,2,1,2016,KALIMANTAN TENGAH,KABUPATEN KOTAWARINGIN BARAT
29,1402002,SMA NEGERI 2 PANGKALAN BUN,30201847,N,95,61.68,39.52,24.47,23.05,28.37,34.92,0.0,14,2,2,2016,KALIMANTAN TENGAH,KABUPATEN KOTAWARINGIN BARAT
30,1402003,SMA NEGERI 3 PANGKALAN BUN,30201846,N,61,66.33,45.18,27.42,28.57,40.53,44.43,0.0,14,2,3,2016,KALIMANTAN TENGAH,KABUPATEN KOTAWARINGIN BARAT
31,1402004,SMA NEGERI 1 KUMAI,30201849,N,76,64.42,40.0,24.77,25.69,32.96,37.86,0.0,14,2,4,2016,KALIMANTAN TENGAH,KABUPATEN KOTAWARINGIN BARAT
32,1402005,SMA NEGERI 2 KUMAI,30203686,N,49,68.37,39.39,29.39,27.55,30.46,39.85,0.0,14,2,5,2016,KALIMANTAN TENGAH,KABUPATEN KOTAWARINGIN BARAT
33,1402006,SMA NEGERI 1 PANGKALAN LADA,30203685,N,53,66.79,49.43,36.04,46.08,53.4,62.59,0.0,14,2,6,2016,KALIMANTAN TENGAH,KABUPATEN KOTAWARINGIN BARAT
34,1402007,SMA NEGERI 1 KOTAWARINGIN LAMA,30201850,N,25,62.0,38.8,25.7,24.1,36.5,41.9,0.0,14,2,7,2016,KALIMANTAN TENGAH,KABUPATEN KOTAWARINGIN BARAT
35,1402008,SMA NEGERI 1 PANGKALAN BANTENG,30203696,N,45,64.04,38.62,29.28,23.17,33.22,36.83,0.0,14,2,8,2016,KALIMANTAN TENGAH,KABUPATEN KOTAWARINGIN BARAT
36,1402010,SMA ABDI PANGKALAN BUN,30203672,S,10,66.0,41.6,23.5,21.5,28.25,38.5,0.0,14,2,10,2016,KALIMANTAN TENGAH,KABUPATEN KOTAWARINGIN BARAT
38,1402013,MA  NEGERI PANGKALAN BUN,30201927,N,48,65.08,37.25,23.44,22.81,31.93,34.84,0.0,14,2,13,2016,KALIMANTAN TENGAH,KABUPATEN KOTAWARINGIN BARAT
39,1402017,SMA ISLAM AL-HASYIMIYYAH,69758960,S,25,57.28,41.76,26.4,21.7,30.2,34.0,0.0,14,2,17,2016,KALIMANTAN TENGAH,KABUPATEN KOTAWARINGIN BARAT
40,1403001,SMA NEGERI 1 SAMPIT,30201459,N,140,70.86,64.29,56.93,55.71,50.82,68.2,0.0,14,3,1,2016,KALIMANTAN TENGAH,KABUPATEN KOTAWARINGIN TIMUR
41,1403002,SMA NEGERI 2 SAMPIT,30201460,N,165,65.52,50.91,34.56,33.89,36.47,50.17,0.0,14,3,2,2016,KALIMANTAN TENGAH,KABUPATEN KOTAWARINGIN TIMUR
42,1403003,SMA NEGERI 3 SAMPIT,30201462,N,131,64.06,45.56,40.53,40.27,33.91,54.05,0.0,14,3,3,2016,KALIMANTAN TENGAH,KABUPATEN KOTAWARINGIN TIMUR
43,1403004,SMA NEGERI 4 SAMPIT,30201448,N,47,58.64,38.47,23.51,21.86,26.7,35.74,0.0,14,3,4,2016,KALIMANTAN TENGAH,KABUPATEN KOTAWARINGIN TIMUR
44,1403005,SMA NEGERI 1 MENTAYA HILIR SELATAN,30201454,N,82,62.78,36.02,33.93,46.59,43.93,35.21,0.0,14,3,5,2016,KALIMANTAN TENGAH,KABUPATEN KOTAWARINGIN TIMUR
45,1403006,SMA NEGERI 1 KOTA BESI,30203802,N,31,64.97,42.39,29.19,31.29,33.71,42.34,0.0,14,3,6,2016,KALIMANTAN TENGAH,KABUPATEN KOTAWARINGIN TIMUR
