No,Kode,SatuanPendidikan,NPSN,Status,JumlahPeserta,Bindo,Bing,Math,Fisika,Kimia,Biologi,Rata,KdProv,KdKota,KdSekolah,Tahun,Provinsi,Kabupaten
1,7010001,SMA NEGERI 1 MEDAN,10210873,N,498,75.61,76.23,48.89,50.07,60.09,60.21,64.89,7,1,0,2019,SUMATERA UTARA,KOTA MEDAN
2,7010002,SMA NEGERI 2 MEDAN,10210853,N,537,68.67,56.57,35.69,37.79,41.4,44.38,50.9,7,1,0,2019,SUMATERA UTARA,KOTA MEDAN
3,7010003,SMA NEGERI 3 MEDAN,10210856,N,610,72.77,64.27,44.21,53.24,54.44,53.66,58.74,7,1,0,2019,SUMATERA UTARA,KOTA MEDAN
4,7010004,SMA NEGERI 4 MEDAN,10210857,N,454,66.09,58.53,38.35,50.0,48.25,47.86,52.77,7,1,0,2019,SUMATERA UTARA,KOTA MEDAN
5,7010005,SMA NEGERI 5 MEDAN,10210858,N,455,70.76,58.13,41.93,43.37,62.09,52.29,55.8,7,1,0,2019,SUMATERA UTARA,KOTA MEDAN
6,7010006,SMA NEGERI 6 MEDAN,10210859,N,154,68.09,52.25,37.47,43.44,46.25,50.4,51.79,7,1,0,2019,SUMATERA UTARA,KOTA MEDAN
7,7010007,SMA NEGERI 7 MEDAN,10210860,N,262,67.1,50.32,36.55,37.42,42.82,46.03,49.54,7,1,0,2019,SUMATERA UTARA,KOTA MEDAN
8,7010008,SMA NEGERI 8 MEDAN,10210861,N,178,66.91,47.91,40.38,44.47,46.14,50.15,51.13,7,1,0,2019,SUMATERA UTARA,KOTA MEDAN
9,7010009,SMA NEGERI 9 MEDAN,10210862,N,186,58.49,41.24,32.78,32.34,49.64,40.2,43.28,7,1,0,2019,SUMATERA UTARA,KOTA MEDAN
10,7010010,SMA NEGERI 10 MEDAN,10210874,N,148,59.92,43.49,32.55,32.19,40.77,46.06,45.1,7,1,1,2019,SUMATERA UTARA,KOTA MEDAN
11,7010011,SMA NEGERI 11 MEDAN,10210875,N,250,66.54,60.86,46.66,45.89,41.88,55.88,57.09,7,1,1,2019,SUMATERA UTARA,KOTA MEDAN
12,7010012,SMA NEGERI 12 MEDAN,10210876,N,238,65.74,50.79,39.62,44.0,44.75,49.83,51.25,7,1,1,2019,SUMATERA UTARA,KOTA MEDAN
13,7010013,SMA NEGERI 13 MEDAN,10210877,N,383,66.72,49.35,36.21,37.93,58.5,45.55,49.27,7,1,1,2019,SUMATERA UTARA,KOTA MEDAN
14,7010014,SMA NEGERI 14 MEDAN,10210865,N,184,64.53,46.83,36.37,42.5,43.33,46.22,48.38,7,1,1,2019,SUMATERA UTARA,KOTA MEDAN
15,7010015,SMA NEGERI 15 MEDAN,10210864,N,266,66.34,52.02,37.77,36.48,52.39,48.18,50.96,7,1,1,2019,SUMATERA UTARA,KOTA MEDAN
