No,Kode,SatuanPendidikan,NPSN,Status,JumlahPeserta,Bindo,Bing,Math,Fisika,Kimia,Biologi,Rata,KdProv,KdKota,KdSekolah,Tahun,Provinsi,Kabupaten
1,1801001,SMA NEGERI  1 PALU,40203524,N,270,65.31,63.91,54.49,58.38,38.44,55.1,0.0,18,1,1,2015,SULAWESI TENGAH,KOTA PALU
2,1801003,SMA NEGERI 3 PALU,40203612,N,226,66.41,58.46,49.44,49.52,36.15,47.87,0.0,18,1,3,2015,SULAWESI TENGAH,KOTA PALU
3,1801004,SMA NEGERI 5 PALU,40203610,N,107,63.7,52.01,27.15,46.79,25.89,45.1,0.0,18,1,4,2015,SULAWESI TENGAH,KOTA PALU
4,1801005,SMA KARYA BHAKTI MAMBORO,40203518,S,19,53.17,27.32,19.08,35.86,23.55,38.0,0.0,18,1,5,2015,SULAWESI TENGAH,KOTA PALU
5,1801006,SMA NEGERI 7 PALU,40203608,N,103,61.35,54.92,64.95,48.84,32.99,46.86,0.0,18,1,6,2015,SULAWESI TENGAH,KOTA PALU
6,1801007,SMA NEGERI 9 PALU,40203875,N,40,57.97,51.1,45.0,51.69,51.44,55.8,0.0,18,1,7,2015,SULAWESI TENGAH,KOTA PALU
7,1801008,SMA KRISTEN BALA KESELAMATAN PALU,40203515,S,59,65.3,60.08,45.59,47.28,26.61,49.01,0.0,18,1,8,2015,SULAWESI TENGAH,KOTA PALU
8,1801009,SMA GKST PALU,40203514,S,9,70.24,54.54,32.22,46.76,30.28,48.98,0.0,18,1,9,2015,SULAWESI TENGAH,KOTA PALU
9,1801010,SMA MUHAMMADIYAH I PALU,40203512,S,21,64.09,40.93,28.93,36.66,26.79,26.07,0.0,18,1,10,2015,SULAWESI TENGAH,KOTA PALU
10,1801011,SMA ADVENT PALU,40203522,S,13,59.81,42.56,21.54,22.35,22.12,31.02,0.0,18,1,11,2015,SULAWESI TENGAH,KOTA PALU
11,1801012,SMA NEGERI 2 PALU,40203631,N,226,70.21,63.64,50.85,51.29,30.07,50.67,0.0,18,1,12,2015,SULAWESI TENGAH,KOTA PALU
12,1801013,SMA NEGERI 4 PALU,40203611,N,211,60.99,53.81,46.56,47.28,28.86,47.73,0.0,18,1,13,2015,SULAWESI TENGAH,KOTA PALU
13,1801015,SMA PGRI 2 PALU,40203510,S,17,53.41,37.01,25.15,43.64,27.65,40.05,0.0,18,1,15,2015,SULAWESI TENGAH,KOTA PALU
14,1801016,SMA NEGERI 6 PALU,40203609,N,43,55.37,55.29,52.62,46.76,35.12,48.49,0.0,18,1,16,2015,SULAWESI TENGAH,KOTA PALU
15,1801017,SMA NEGERI 8 PALU,40203607,N,19,63.77,54.75,47.76,45.43,23.68,47.19,0.0,18,1,17,2015,SULAWESI TENGAH,KOTA PALU
16,1801018,SMA ALKHAIRAAT PALU,40203521,S,32,63.51,52.11,26.17,50.91,23.83,34.58,0.0,18,1,18,2015,SULAWESI TENGAH,KOTA PALU
17,1801019,SMA SWADAYA PALU,40203509,S,9,57.91,36.61,19.17,32.04,26.94,30.51,0.0,18,1,19,2015,SULAWESI TENGAH,KOTA PALU
18,1801020,SMA KARUNA DIPA PALU,40203519,S,43,70.51,68.15,49.88,44.66,34.42,49.75,0.0,18,1,20,2015,SULAWESI TENGAH,KOTA PALU
19,1801021,SMA KATOLIK SANTO ANDREAS PALU,40203516,S,41,72.74,61.95,52.74,53.41,36.4,53.08,0.0,18,1,21,2015,SULAWESI TENGAH,KOTA PALU
20,1801022,SMA GPID PALU,40203513,S,14,60.61,57.59,22.86,45.05,27.68,47.14,0.0,18,1,22,2015,SULAWESI TENGAH,KOTA PALU
21,1801023,SMA NEGERI MODEL TERPADU MADANI PALU,40203776,N,101,76.41,74.91,55.37,71.09,48.59,55.81,0.0,18,1,23,2015,SULAWESI TENGAH,KOTA PALU
22,1801024,MA NEGERI 2 MODEL PALU,40203685,N,101,70.53,63.34,38.86,57.07,33.69,51.31,0.0,18,1,24,2015,SULAWESI TENGAH,KOTA PALU
23,1801029,MA NEGERI 1 PALU,40209851,N,90,56.36,51.0,36.86,46.74,28.72,47.87,0.0,18,1,29,2015,SULAWESI TENGAH,KOTA PALU
24,1801032,MA ALKHAIRAAT PUSAT PALU,40209853,S,53,67.29,49.03,31.13,43.63,27.74,35.34,0.0,18,1,32,2015,SULAWESI TENGAH,KOTA PALU
25,1801035,SMA AL-AZHAR,69756117,S,110,76.2,85.36,78.09,92.24,72.77,79.18,0.0,18,1,35,2015,SULAWESI TENGAH,KOTA PALU
26,1801036,SMA LABSCHOOL UNTAD,69770323,S,72,70.67,64.68,53.02,51.25,36.35,55.29,0.0,18,1,36,2015,SULAWESI TENGAH,KOTA PALU
27,1802001,SMA NEGERI 1 BANAWA,40200725,N,73,55.43,58.91,51.58,53.03,31.27,49.22,0.0,18,2,1,2015,SULAWESI TENGAH,KABUPATEN DONGGALA
28,1802002,SMA NEGERI 1 BANAWA TENGAH,40200728,N,57,58.43,58.38,49.17,54.96,29.56,44.87,0.0,18,2,2,2015,SULAWESI TENGAH,KABUPATEN DONGGALA
29,1802003,SMA NEGERI 1 RIO PAKAVA,40204387,N,45,63.11,59.04,32.33,33.73,32.22,27.12,0.0,18,2,3,2015,SULAWESI TENGAH,KABUPATEN DONGGALA
30,1802004,SMA NEGERI 1 SINDUE,40200726,N,99,62.89,68.34,46.69,35.45,44.72,42.73,0.0,18,2,4,2015,SULAWESI TENGAH,KABUPATEN DONGGALA
31,1802005,SMA NEGERI 1 SIRENJA,40200727,N,87,67.42,57.75,51.9,43.31,40.2,43.99,0.0,18,2,5,2015,SULAWESI TENGAH,KABUPATEN DONGGALA
32,1802006,SMA NEGERI 1 BALAESANG,40200737,N,59,63.53,62.21,43.39,44.94,26.99,35.9,0.0,18,2,6,2015,SULAWESI TENGAH,KABUPATEN DONGGALA
33,1802007,SMA NEGERI 2 BALAESANG,40204412,N,63,60.39,55.22,49.88,40.13,39.09,48.58,0.0,18,2,7,2015,SULAWESI TENGAH,KABUPATEN DONGGALA
34,1802008,SMA NEGERI 1 DAMPELAS,40200723,N,66,67.93,51.7,22.5,49.96,28.86,36.74,0.0,18,2,8,2015,SULAWESI TENGAH,KABUPATEN DONGGALA
35,1802009,SMA NEGERI 2 DAMPELAS,40200735,N,55,65.16,61.87,21.23,49.2,23.27,46.85,0.0,18,2,9,2015,SULAWESI TENGAH,KABUPATEN DONGGALA
36,1802010,SMA NEGERI 1 SOJOL,40203841,N,85,67.84,63.84,46.0,46.03,41.85,40.68,0.0,18,2,10,2015,SULAWESI TENGAH,KABUPATEN DONGGALA
37,1802013,MA ALKHAIRAAT  MALENI,,S,58,42.62,52.28,40.65,46.46,23.84,35.63,0.0,18,2,13,2015,SULAWESI TENGAH,KABUPATEN DONGGALA
38,1802014,MA SYEKH LOKIYA TOWALE,,S,22,36.98,43.21,38.75,32.45,21.59,23.49,0.0,18,2,14,2015,SULAWESI TENGAH,KABUPATEN DONGGALA
39,1802016,MA NURUL KHAIRAAT SURUMANA,,S,28,51.76,43.14,24.73,27.37,21.7,35.54,0.0,18,2,16,2015,SULAWESI TENGAH,KABUPATEN DONGGALA
40,1802023,MA AL KHAIRAAT KOLA-KOLA,40206527,S,22,40.02,41.69,29.32,44.61,21.14,35.94,0.0,18,2,23,2015,SULAWESI TENGAH,KABUPATEN DONGGALA
41,1802024,SMA NEGERI 1 SINDUE TOMBUSABORA,40806618,N,33,53.34,54.88,32.35,31.13,27.12,35.88,0.0,18,2,24,2015,SULAWESI TENGAH,KABUPATEN DONGGALA
42,1803001,SMA NEGERI 1 POSO,40201359,N,87,70.92,60.67,27.76,42.26,31.61,43.56,0.0,18,3,1,2015,SULAWESI TENGAH,KABUPATEN POSO
43,1803002,SMA NEGERI 2 POSO,40201357,N,60,72.17,62.05,50.29,68.56,38.38,54.42,0.0,18,3,2,2015,SULAWESI TENGAH,KABUPATEN POSO
44,1803003,SMA NEGERI 3 POSO,40201356,N,118,72.21,60.78,46.23,47.61,35.97,54.58,0.0,18,3,3,2015,SULAWESI TENGAH,KABUPATEN POSO
45,1803004,SMA NEGERI 4 POSO,40201355,N,21,71.8,63.5,27.26,47.28,36.55,45.78,0.0,18,3,4,2015,SULAWESI TENGAH,KABUPATEN POSO
46,1803005,SMA NEGERI 1 POSO PESISIR UTARA,40201358,N,73,70.23,59.34,23.53,44.86,32.74,39.48,0.0,18,3,5,2015,SULAWESI TENGAH,KABUPATEN POSO
47,1803006,SMA NEGERI 1 LORE UTARA,40201327,N,68,71.94,51.98,40.33,62.93,78.31,48.73,0.0,18,3,6,2015,SULAWESI TENGAH,KABUPATEN POSO
48,1803008,SMA NEGERI 1 POSO PESISIR SELATAN,40204272,N,18,69.76,45.08,48.06,48.96,40.42,54.0,0.0,18,3,8,2015,SULAWESI TENGAH,KABUPATEN POSO
49,1803009,SMA NEGERI 1 LAGE,40204271,N,44,66.4,55.0,25.23,34.61,27.16,35.61,0.0,18,3,9,2015,SULAWESI TENGAH,KABUPATEN POSO
50,1803010,SMA NEGERI 1 PAMONA UTARA,40201343,N,32,66.75,53.58,21.64,41.26,29.61,31.44,0.0,18,3,10,2015,SULAWESI TENGAH,KABUPATEN POSO
51,1803011,SMA NEGERI 1 PAMONA SELATAN,40201326,N,40,74.45,52.65,59.69,72.33,53.31,57.41,0.0,18,3,11,2015,SULAWESI TENGAH,KABUPATEN POSO
52,1803012,SMA NEGERI 1 PAMONA TIMUR,40201342,N,20,67.21,46.66,24.38,45.7,25.88,42.87,0.0,18,3,12,2015,SULAWESI TENGAH,KABUPATEN POSO
53,1803013,SMA NEGERI 1 LORE SELATAN,40201328,N,31,79.0,67.81,65.16,45.7,50.56,44.85,0.0,18,3,13,2015,SULAWESI TENGAH,KABUPATEN POSO
54,1803014,SMA GKST 1 TENTENA,40201332,S,35,71.36,52.6,27.0,43.63,30.64,37.17,0.0,18,3,14,2015,SULAWESI TENGAH,KABUPATEN POSO
55,1803015,SMA GKST 2 TENTENA,40201331,S,61,70.52,54.75,26.84,33.91,27.13,42.34,0.0,18,3,15,2015,SULAWESI TENGAH,KABUPATEN POSO
56,1803016,SMA NEGERI 1 PAMONA BARAT,40203907,N,20,74.39,56.27,23.38,30.59,29.5,36.42,0.0,18,3,16,2015,SULAWESI TENGAH,KABUPATEN POSO
57,1803017,SMA NEGERI 2 PAMONA SELATAN,40203908,N,23,69.7,64.18,58.48,82.49,45.76,65.87,0.0,18,3,17,2015,SULAWESI TENGAH,KABUPATEN POSO
58,1803018,MAN POSO PESISIR,40201428,N,15,72.08,58.63,51.17,53.51,35.83,47.42,0.0,18,3,18,2015,SULAWESI TENGAH,KABUPATEN POSO
59,1803021,MA AL-IKHLAS PAMONA SELATAN,40209689,S,15,85.33,60.55,59.33,81.16,56.83,66.28,0.0,18,3,21,2015,SULAWESI TENGAH,KABUPATEN POSO
60,1804008,SMAN 1 WITA PONDA,40202639,N,69,69.71,60.21,39.57,53.05,35.58,53.45,0.0,18,4,8,2015,SULAWESI TENGAH,KABUPATEN MOROWALI
61,1804009,SMAN 1 BUMI RAYA,40202641,N,32,63.4,57.56,36.09,47.14,32.11,45.46,0.0,18,4,9,2015,SULAWESI TENGAH,KABUPATEN MOROWALI
62,1804010,SMAN 1 BUNGKU TENGAH,40202642,N,140,69.48,52.19,40.59,51.45,37.59,53.17,0.0,18,4,10,2015,SULAWESI TENGAH,KABUPATEN MOROWALI
63,1804011,SMA ALKHAIRAAT KOLONO,40202646,S,20,74.79,53.81,76.88,50.27,28.38,28.47,0.0,18,4,11,2015,SULAWESI TENGAH,KABUPATEN MOROWALI
64,1804012,SMA BHALDA BUNGKU,40204541,S,41,52.11,39.38,31.95,36.59,23.9,29.81,0.0,18,4,12,2015,SULAWESI TENGAH,KABUPATEN MOROWALI
65,1804013,SMAN 1 BUNGKU SELATAN,40202650,N,68,69.82,60.7,47.87,65.74,59.82,75.04,0.0,18,4,13,2015,SULAWESI TENGAH,KABUPATEN MOROWALI
66,1804014,SMAN 1 BAHODOPI,40202649,N,17,68.25,43.29,42.94,48.67,44.26,48.7,0.0,18,4,14,2015,SULAWESI TENGAH,KABUPATEN MOROWALI
