No,Kode,SatuanPendidikan,NPSN,Status,JumlahPeserta,Bindo,Bing,Math,Fisika,Kimia,Biologi,Rata,KdProv,KdKota,KdSekolah,Tahun,Provinsi,Kabupaten
1,1401001,SMA NEGERI 1 PALANGKA RAYA,30203479,N,193,74.64,49.4,25.95,31.57,34.65,36.91,0.0,14,1,1,2015,KALIMANTAN TENGAH,KOTA PALANGKA RAYA
2,1401002,SMA NEGERI 2 PALANGKA RAYA,30203478,N,194,80.25,67.88,41.51,56.32,50.73,59.78,0.0,14,1,2,2015,KALIMANTAN TENGAH,KOTA PALANGKA RAYA
3,1401003,SMA NEGERI 3 PALANGKA RAYA,30203477,N,102,73.91,45.9,24.73,32.12,33.75,40.68,0.0,14,1,3,2015,KALIMANTAN TENGAH,KOTA PALANGKA RAYA
4,1401004,SMA NEGERI 4 PALANGKA RAYA,30203488,N,158,73.23,45.58,24.26,27.2,29.7,36.68,0.0,14,1,4,2015,KALIMANTAN TENGAH,KOTA PALANGKA RAYA
5,1401005,SMA NEGERI 5 PALANGKA RAYA,30203489,N,84,77.81,55.77,46.9,55.77,43.42,59.13,0.0,14,1,5,2015,KALIMANTAN TENGAH,KOTA PALANGKA RAYA
6,1401006,SMA NEGERI 6 PALANGKA RAYA,30203500,N,44,72.83,41.13,24.32,30.78,28.41,32.61,0.0,14,1,6,2015,KALIMANTAN TENGAH,KOTA PALANGKA RAYA
7,1401007,SMA GARUDA PALANGKA RAYA,30203403,S,17,64.76,54.16,24.65,40.85,30.29,40.84,0.0,14,1,7,2015,KALIMANTAN TENGAH,KOTA PALANGKA RAYA
8,1401008,SMA ISEN MULANG PALANGKA RAYA,30203402,S,19,79.77,70.52,64.62,52.19,61.58,71.05,0.0,14,1,8,2015,KALIMANTAN TENGAH,KOTA PALANGKA RAYA
9,1401009,SMA KARYA PALANGKA RAYA,30203401,S,8,83.25,72.76,43.59,57.85,61.25,73.44,0.0,14,1,9,2015,KALIMANTAN TENGAH,KOTA PALANGKA RAYA
10,1401010,SMA KATHOLIK PALANGKA RAYA,30203412,S,24,76.72,46.43,23.25,27.45,28.75,33.55,0.0,14,1,10,2015,KALIMANTAN TENGAH,KOTA PALANGKA RAYA
11,1401011,SMA KRISTEN PALANGKA RAYA,30203501,S,53,67.62,38.99,21.95,24.66,28.82,30.48,0.0,14,1,11,2015,KALIMANTAN TENGAH,KOTA PALANGKA RAYA
12,1401012,SMA MUHAMMADIYAH 1 PALANGKA RAYA,30203487,S,47,71.33,42.69,22.97,25.97,29.26,35.17,0.0,14,1,12,2015,KALIMANTAN TENGAH,KOTA PALANGKA RAYA
13,1401014,SMA NU PALANGKA RAYA,30203485,S,10,71.37,44.87,25.71,25.25,31.0,31.05,0.0,14,1,14,2015,KALIMANTAN TENGAH,KOTA PALANGKA RAYA
14,1401015,SMA NUSANTARA PALANGKA RAYA,30203484,S,28,66.48,34.64,19.68,24.94,26.43,30.29,0.0,14,1,15,2015,KALIMANTAN TENGAH,KOTA PALANGKA RAYA
15,1401016,SMA PANANTIRING TANGKILING,30203483,S,20,55.31,40.21,25.49,24.68,41.75,32.33,0.0,14,1,16,2015,KALIMANTAN TENGAH,KOTA PALANGKA RAYA
16,1401017,SMA PERINTIS BUKIT PINANG,30203482,S,8,73.78,46.43,28.46,27.66,31.25,32.5,0.0,14,1,17,2015,KALIMANTAN TENGAH,KOTA PALANGKA RAYA
17,1401018,SMA PGRI 1 PALANGKA RAYA,30203481,S,7,68.81,36.47,24.57,27.87,27.14,24.96,0.0,14,1,18,2015,KALIMANTAN TENGAH,KOTA PALANGKA RAYA
18,1401020,SMA PURNAMA PALANGKA RAYA,30203480,S,8,52.23,37.35,21.14,27.06,22.19,30.25,0.0,14,1,20,2015,KALIMANTAN TENGAH,KOTA PALANGKA RAYA
19,1401022,MA  NEGERI MODEL PALANGKA RAYA,,N,135,74.25,57.05,31.61,45.52,47.93,50.8,0.0,14,1,22,2015,KALIMANTAN TENGAH,KOTA PALANGKA RAYA
20,1401024,MA  DARUL ULUM,,S,16,73.74,42.04,24.69,24.56,24.69,31.27,0.0,14,1,24,2015,KALIMANTAN TENGAH,KOTA PALANGKA RAYA
21,1401027,MA  MUSLIMAT NU,,S,29,71.05,36.59,22.0,24.59,28.02,29.97,0.0,14,1,27,2015,KALIMANTAN TENGAH,KOTA PALANGKA RAYA
