No,Kode,SatuanPendidikan,NPSN,Status,JumlahPeserta,Bindo,Bing,Math,Fisika,Kimia,Biologi,Rata,KdProv,KdKota,KdSekolah,Tahun,Provinsi,Kabupaten
1,2401001,SMA NEGERI 1 KUPANG,50304931,N,319,65.07,56.64,34.87,44.73,32.78,52.5,0.0,24,1,1,2017,NUSA TENGGARA TIMUR,KOTA KUPANG
2,2401002,SMA NEGERI 2 KUPANG,50304930,N,283,60.09,43.84,22.35,30.5,45.25,40.03,0.0,24,1,2,2017,NUSA TENGGARA TIMUR,KOTA KUPANG
3,2401003,SMA NEGERI 3 KUPANG,50305119,N,371,72.77,56.87,40.83,43.31,57.44,50.36,0.0,24,1,3,2017,NUSA TENGGARA TIMUR,KOTA KUPANG
4,2401004,SMA NEGERI 4 KUPANG,50305120,N,209,61.88,37.42,22.92,26.83,34.73,31.48,0.0,24,1,4,2017,NUSA TENGGARA TIMUR,KOTA KUPANG
5,2401005,SMA NEGERI 5 KUPANG,50304947,N,206,57.87,34.92,21.58,27.69,28.06,32.02,0.0,24,1,5,2017,NUSA TENGGARA TIMUR,KOTA KUPANG
6,2401006,SMA NEGERI 6 KUPANG,50304946,N,129,59.13,35.98,21.72,29.17,32.95,33.01,0.0,24,1,6,2017,NUSA TENGGARA TIMUR,KOTA KUPANG
7,2401007,SMA NEGERI 7 KUPANG,50304945,N,124,50.42,31.4,19.78,29.5,27.5,31.56,0.0,24,1,7,2017,NUSA TENGGARA TIMUR,KOTA KUPANG
8,2401008,SMA KATOLIK GIOVANNI KUPANG,50304948,S,141,74.09,57.8,44.1,43.79,55.92,56.1,0.0,24,1,8,2017,NUSA TENGGARA TIMUR,KOTA KUPANG
9,2401009,SMA KRISTEN 1 KUPANG,50305262,S,24,53.0,50.17,20.21,22.83,0.0,34.44,0.0,24,1,9,2017,NUSA TENGGARA TIMUR,KOTA KUPANG
10,2401010,SMA MUHAMMADIYAH KUPANG,50304935,S,22,55.55,51.55,37.73,57.0,20.0,68.59,0.0,24,1,10,2017,NUSA TENGGARA TIMUR,KOTA KUPANG
11,2401011,SMA SWASTA DIAKUI PGRI KUPANG,50304934,S,26,45.0,32.23,19.33,25.0,25.25,27.5,0.0,24,1,11,2017,NUSA TENGGARA TIMUR,KOTA KUPANG
12,2401012,SMA SWASTA DIAKUI SEMINARI ST. RAFAEL,50304933,S,9,80.67,49.33,60.83,0.0,0.0,70.56,0.0,24,1,12,2017,NUSA TENGGARA TIMUR,KOTA KUPANG
13,2401015,SMA SWASTA DIAKUI BERINGIN KUPANG,50304949,S,14,47.57,34.71,20.54,27.5,27.5,30.45,0.0,24,1,15,2017,NUSA TENGGARA TIMUR,KOTA KUPANG
14,2401016,SMA KATOLIK SINT CAROLUS,50304937,S,33,59.03,30.91,20.38,24.58,35.0,30.48,0.0,24,1,16,2017,NUSA TENGGARA TIMUR,KOTA KUPANG
15,2401017,SMA KI HADJAR DEWANTORO,50304936,S,14,46.43,28.29,20.36,0.0,0.0,28.39,0.0,24,1,17,2017,NUSA TENGGARA TIMUR,KOTA KUPANG
16,2401018,MADRASAH ALIYAH NEGERI KUPANG,50222658,N,56,72.25,43.5,37.95,38.21,46.82,43.82,0.0,24,1,18,2017,NUSA TENGGARA TIMUR,KOTA KUPANG
17,2401020,SMA KRISTEN MERCUSUAR KUPANG,50305118,S,49,68.49,81.31,83.78,62.95,71.25,73.7,0.0,24,1,20,2017,NUSA TENGGARA TIMUR,KOTA KUPANG
18,2401021,SMA NEGERI 8 KUPANG,50305121,N,60,53.2,33.73,19.17,23.54,27.0,41.71,0.0,24,1,21,2017,NUSA TENGGARA TIMUR,KOTA KUPANG
19,2401022,SMA NEGERI 9 KUPANG,50304943,N,88,50.89,31.82,20.51,28.57,23.37,29.78,0.0,24,1,22,2017,NUSA TENGGARA TIMUR,KOTA KUPANG
20,2401024,SMA SWASTA SUDIRMAN KUPANG,50305384,S,22,50.0,28.64,19.43,19.0,21.79,30.0,0.0,24,1,24,2017,NUSA TENGGARA TIMUR,KOTA KUPANG
21,2401026,SMA NUSA CENDANA INTERNATIONAL PLUS,50306082,S,11,64.36,53.27,39.09,0.0,0.0,50.68,0.0,24,1,26,2017,NUSA TENGGARA TIMUR,KOTA KUPANG
22,2401027,SMA  KRISTEN TUNAS  BANGSA  KUPANG,50308460,S,13,68.31,70.62,47.88,0.0,49.58,44.29,0.0,24,1,27,2017,NUSA TENGGARA TIMUR,KOTA KUPANG
23,2401030,SMA NEGERI 10 KUPANG,50306170,N,24,59.08,36.67,24.48,25.83,0.0,29.17,0.0,24,1,30,2017,NUSA TENGGARA TIMUR,KOTA KUPANG
24,2401031,SMA SWASTA TUNAS HARAPAN,50309006,S,29,41.79,30.0,19.91,25.31,20.5,27.19,0.0,24,1,31,2017,NUSA TENGGARA TIMUR,KOTA KUPANG
25,2401032,SMA NEGERI 11 KUPANG,60702920,N,24,59.5,34.75,22.08,24.5,27.14,32.92,0.0,24,1,32,2017,NUSA TENGGARA TIMUR,KOTA KUPANG
26,2401033,SMA TIMPOLMAS,69752273,S,3,60.67,46.67,28.33,22.5,0.0,35.0,0.0,24,1,33,2017,NUSA TENGGARA TIMUR,KOTA KUPANG
27,2401034,SMA PLUS OLAHRAGA NUSA TIMOR,69763284,S,10,42.6,26.0,18.5,20.0,20.0,32.5,0.0,24,1,34,2017,NUSA TENGGARA TIMUR,KOTA KUPANG
28,2401035,SMA KRISTEN 2 KUPANG,69767796,S,27,70.96,62.15,44.35,42.68,57.5,47.05,0.0,24,1,35,2017,NUSA TENGGARA TIMUR,KOTA KUPANG
29,2401041,SMA NEGERI 12 KUPANG,69892401,N,12,50.67,38.83,30.63,0.0,0.0,51.46,0.0,24,1,41,2017,NUSA TENGGARA TIMUR,KOTA KUPANG
30,2401043,SMA KRISTEN CITRA BANGSA,69896535,N,6,69.67,46.33,22.92,0.0,36.67,34.17,0.0,24,1,43,2017,NUSA TENGGARA TIMUR,KOTA KUPANG
31,2402001,SMA NEGERI 1 KUPANG BARAT,50300272,N,81,56.94,32.79,20.83,28.86,52.5,30.22,0.0,24,2,1,2017,NUSA TENGGARA TIMUR,KABUPATEN KUPANG
32,2402002,SMA NEGERI 1 KUPANG TENGAH,50300273,N,81,48.1,30.69,18.09,27.38,23.41,30.5,0.0,24,2,2,2017,NUSA TENGGARA TIMUR,KABUPATEN KUPANG
33,2402003,SMA NEGERI 1 KUPANG TIMUR,50300274,N,94,55.64,51.68,32.63,41.96,50.0,58.01,0.0,24,2,3,2017,NUSA TENGGARA TIMUR,KABUPATEN KUPANG
34,2402004,SMA NEGERI 1 AMARASI,50300269,N,44,49.55,31.64,20.17,22.5,27.5,30.13,0.0,24,2,4,2017,NUSA TENGGARA TIMUR,KABUPATEN KUPANG
35,2402005,SMA NEGERI 1 AMARASI BARAT,50300270,N,45,56.89,43.69,21.56,25.68,0.0,27.94,0.0,24,2,5,2017,NUSA TENGGARA TIMUR,KABUPATEN KUPANG
36,2402006,SMA SWASTA ADVENT NUSRA,50300243,S,18,64.44,52.44,22.5,20.0,0.0,38.13,0.0,24,2,6,2017,NUSA TENGGARA TIMUR,KABUPATEN KUPANG
37,2402007,SMA SWASTA IKARASI OEKABITI,50309764,S,16,47.38,33.88,14.22,0.0,0.0,31.41,0.0,24,2,7,2017,NUSA TENGGARA TIMUR,KABUPATEN KUPANG
38,2402008,SMA SWASTA KRISTEN TARUS,50300258,S,24,53.5,33.17,19.06,0.0,24.38,28.75,0.0,24,2,8,2017,NUSA TENGGARA TIMUR,KABUPATEN KUPANG
39,2402009,SMA SWASTA ADVENT PONAIN,50300260,S,10,50.0,42.0,33.25,0.0,0.0,33.25,0.0,24,2,9,2017,NUSA TENGGARA TIMUR,KABUPATEN KUPANG
40,2402011,SMA NEGERI 1 AMFOANG UTARA,50300271,N,33,45.27,42.12,38.33,42.5,51.56,45.65,0.0,24,2,11,2017,NUSA TENGGARA TIMUR,KABUPATEN KUPANG
41,2402013,SMA NEGERI 2 KUPANG TIMUR,50300259,N,81,54.64,49.7,38.18,48.52,0.0,55.42,0.0,24,2,13,2017,NUSA TENGGARA TIMUR,KABUPATEN KUPANG
