No,Kode,SatuanPendidikan,NPSN,Status,JumlahPeserta,Bindo,Bing,Math,Fisika,Kimia,Biologi,Rata,KdProv,KdKota,KdSekolah,Tahun,Provinsi,Kabupaten
1,1901001,SMA NEGERI 1 MAKASSAR,40312010,N,324,68.36,63.02,41.5,44.61,58.62,40.96,0.0,19,1,1,2017,SULAWESI SELATAN,KOTA MAKASSAR
2,1901002,SMA HAMRAWATI PLUS COMPUTER DIAKUI MAKASSAR,40307364,S,25,35.2,38.24,24.8,0.0,0.0,49.1,0.0,19,1,2,2017,SULAWESI SELATAN,KOTA MAKASSAR
3,1901003,SMA COKROAMINOTO MAKASSAR,40311932,S,16,43.38,33.0,26.25,0.0,0.0,28.13,0.0,19,1,3,2017,SULAWESI SELATAN,KOTA MAKASSAR
4,1901004,SMA ABDI PEMBANGUNAN MAKASSAR,40313821,S,59,35.76,36.24,20.64,0.0,0.0,54.45,0.0,19,1,4,2017,SULAWESI SELATAN,KOTA MAKASSAR
5,1901006,SMA BAWAKARAENG MAKASSAR,40311931,S,30,37.07,29.4,23.25,0.0,0.0,22.08,0.0,19,1,6,2017,SULAWESI SELATAN,KOTA MAKASSAR
6,1901007,SMA NEGERI 2 MAKASSAR,40311889,N,278,68.93,69.12,40.01,49.7,51.92,51.11,0.0,19,1,7,2017,SULAWESI SELATAN,KOTA MAKASSAR
7,1901008,SMA DIAN HARAPAN MAKASSAR,40310211,S,54,77.78,87.22,53.33,53.21,46.35,58.13,0.0,19,1,8,2017,SULAWESI SELATAN,KOTA MAKASSAR
8,1901010,SMA FRATER MAKASSAR TERAKREDITASI A,40307236,S,92,72.22,56.5,44.43,41.52,43.13,47.18,0.0,19,1,10,2017,SULAWESI SELATAN,KOTA MAKASSAR
9,1901011,SMA MUHAMMADIYAH UNISMUH,40310217,S,11,61.64,52.36,40.91,55.0,0.0,58.61,0.0,19,1,11,2017,SULAWESI SELATAN,KOTA MAKASSAR
10,1901012,SMA NEGERI 3 MAKASSAR,40311891,N,247,69.0,61.05,39.78,39.33,56.59,49.75,0.0,19,1,12,2017,SULAWESI SELATAN,KOTA MAKASSAR
11,1901013,SMA LPP UMI TERAKREDITASI,40311942,S,30,56.6,40.8,28.58,0.0,36.79,30.65,0.0,19,1,13,2017,SULAWESI SELATAN,KOTA MAKASSAR
12,1901015,SMA JAYA NEGARA MAKASSAR,40313586,S,138,35.99,32.1,22.25,0.0,0.0,28.26,0.0,19,1,15,2017,SULAWESI SELATAN,KOTA MAKASSAR
13,1901016,SMA MULIA BHAKTI,40313775,S,14,66.14,77.71,24.82,0.0,0.0,46.07,0.0,19,1,16,2017,SULAWESI SELATAN,KOTA MAKASSAR
14,1901017,SMA NEGERI 4 MAKASSAR,40311892,N,237,61.19,44.29,31.87,36.22,45.0,42.79,0.0,19,1,17,2017,SULAWESI SELATAN,KOTA MAKASSAR
15,1901018,SMA HANG TUAH MAKASSAR,40311937,S,58,51.72,33.52,25.86,32.5,32.5,34.39,0.0,19,1,18,2017,SULAWESI SELATAN,KOTA MAKASSAR
16,1901019,SMA MUHAMMADIYAH 7 MAKASSAR,40307362,S,10,65.6,42.0,30.0,43.75,40.0,30.0,0.0,19,1,19,2017,SULAWESI SELATAN,KOTA MAKASSAR
17,1901021,SMA DATUK RIBANDANG MAKASSAR,40311934,S,43,59.07,77.49,52.44,50.76,0.0,71.88,0.0,19,1,21,2017,SULAWESI SELATAN,KOTA MAKASSAR
18,1901023,SMA NEGERI 5 MAKASSAR,40307392,N,280,75.44,76.26,51.21,54.01,65.21,61.83,0.0,19,1,23,2017,SULAWESI SELATAN,KOTA MAKASSAR
19,1901024,SMA AMANNA GAPPA MAKASSAR,40313381,S,9,41.78,42.44,19.44,0.0,0.0,23.33,0.0,19,1,24,2017,SULAWESI SELATAN,KOTA MAKASSAR
20,1901025,SMA WAHYU MAKASSAR,40307359,S,20,51.3,57.4,24.88,0.0,0.0,48.63,0.0,19,1,25,2017,SULAWESI SELATAN,KOTA MAKASSAR
21,1901026,SMA HARAPAN BHAKTI MAKASSAR,40310212,S,26,38.77,36.85,20.67,0.0,0.0,23.27,0.0,19,1,26,2017,SULAWESI SELATAN,KOTA MAKASSAR
22,1901027,SMA SARIBUANA MAKASSAR,40307355,S,29,49.03,34.64,30.09,0.0,0.0,30.98,0.0,19,1,27,2017,SULAWESI SELATAN,KOTA MAKASSAR
23,1901028,SMA RAMA SEJAHTERA MAKASSAR,40307353,S,23,46.0,27.04,25.33,27.0,24.17,31.17,0.0,19,1,28,2017,SULAWESI SELATAN,KOTA MAKASSAR
24,1901029,SMA NEGERI 6 MAKASSAR,40311893,N,173,63.58,50.6,32.66,42.21,29.38,42.5,0.0,19,1,29,2017,SULAWESI SELATAN,KOTA MAKASSAR
25,1901030,SMA UMMUL MUKMININ MAKASSAR,40311958,S,92,69.52,59.22,39.51,39.32,58.5,44.96,0.0,19,1,30,2017,SULAWESI SELATAN,KOTA MAKASSAR
26,1901031,SMA DIRGANTARA MAKASSAR,40311936,S,17,40.59,34.82,21.62,0.0,0.0,25.0,0.0,19,1,31,2017,SULAWESI SELATAN,KOTA MAKASSAR
27,1901032,SMA KRISTEN ELIM DISAMAKAN MAKASSAR,40311939,S,61,72.2,49.51,32.34,0.0,0.0,43.44,0.0,19,1,32,2017,SULAWESI SELATAN,KOTA MAKASSAR
28,1901033,SMA KIHAJAR DEWANTARA MAKASSAR,40307371,S,64,32.82,26.31,23.33,0.0,0.0,22.42,0.0,19,1,33,2017,SULAWESI SELATAN,KOTA MAKASSAR
29,1901034,SMA NEGERI 8 MAKASSAR,40314020,N,207,65.66,47.28,30.91,37.62,55.0,40.84,0.0,19,1,34,2017,SULAWESI SELATAN,KOTA MAKASSAR
30,1901035,SMA MAKASSAR RAYA,40311943,S,75,45.44,65.15,44.9,0.0,0.0,36.3,0.0,19,1,35,2017,SULAWESI SELATAN,KOTA MAKASSAR
