No,Kode,SatuanPendidikan,NPSN,Status,JumlahPeserta,Bindo,Bing,Math,Fisika,Kimia,Biologi,Rata,KdProv,KdKota,KdSekolah,Tahun,Provinsi,Kabupaten
1,3401001,SMA NEGERI 1 TANJUNG SELOR,30402594,N,100,70.52,49.06,36.25,35.2,40.98,53.13,0.0,34,1,1,2016,KALIMANTAN UTARA,KABUPATEN BULUNGAN
2,3401002,SMA NEGERI 1 TANJUNG PALAS,30402593,N,90,61.38,31.64,25.33,24.17,29.17,32.08,0.0,34,1,2,2016,KALIMANTAN UTARA,KABUPATEN BULUNGAN
3,3401003,SMA NEGERI 1 TANJUNG PALAS BARAT,30402590,N,31,60.84,56.39,54.52,68.55,62.82,59.6,0.0,34,1,3,2016,KALIMANTAN UTARA,KABUPATEN BULUNGAN
4,3401004,SMA NEGERI 1 BUNYU,30402591,N,39,62.31,44.72,34.17,34.36,38.91,52.63,0.0,34,1,4,2016,KALIMANTAN UTARA,KABUPATEN BULUNGAN
5,3401005,SMA AGAPE TANJUNG SELOR,30402586,S,23,55.65,28.09,21.3,21.52,26.63,32.07,0.0,34,1,5,2016,KALIMANTAN UTARA,KABUPATEN BULUNGAN
6,3401007,SMA NEGERI 1 PESO,30402595,N,15,68.27,50.8,65.83,58.0,69.0,51.5,0.0,34,1,7,2016,KALIMANTAN UTARA,KABUPATEN BULUNGAN
7,3401009,SMA NEGERI 1 TANJUNG PALAS TIMUR,30405599,N,5,60.4,33.6,20.5,32.5,37.0,39.5,0.0,34,1,9,2016,KALIMANTAN UTARA,KABUPATEN BULUNGAN
8,3401011,MA NEGERI TANJUNG SELOR,30402585,N,16,64.0,33.25,27.81,27.03,34.69,35.31,0.0,34,1,11,2016,KALIMANTAN UTARA,KABUPATEN BULUNGAN
9,3401013,SMA NEGERI 1 SEKATAK,30405703,N,17,61.76,44.35,25.44,24.26,28.09,40.15,0.0,34,1,13,2016,KALIMANTAN UTARA,KABUPATEN BULUNGAN
10,3401014,SMA NEGERI 1 TANJUNG PALAS UTARA,30405705,N,19,63.16,31.47,25.53,22.76,31.18,36.05,0.0,34,1,14,2016,KALIMANTAN UTARA,KABUPATEN BULUNGAN
11,3401015,SMA SALIMBATU TANJUNG PALAS TENGAH,30407807,S,8,57.0,32.5,24.06,19.69,24.38,30.31,0.0,34,1,15,2016,KALIMANTAN UTARA,KABUPATEN BULUNGAN
12,3401017,SMA NEGERI 2 TANJUNG SELOR,69799872,N,21,57.9,40.76,22.38,21.9,25.95,31.19,0.0,34,1,17,2016,KALIMANTAN UTARA,KABUPATEN BULUNGAN
13,3402001,SMA NEGERI 1 TARAKAN,30401697,N,168,73.36,60.42,49.58,51.01,53.45,59.46,0.0,34,2,1,2016,KALIMANTAN UTARA,KOTA TARAKAN
14,3402002,SMA NEGERI 2 TARAKAN,30401710,N,147,68.54,44.6,37.82,36.48,41.43,52.86,0.0,34,2,2,2016,KALIMANTAN UTARA,KOTA TARAKAN
