No,Kode,SatuanPendidikan,NPSN,Status,JumlahPeserta,Bindo,Bing,Math,Fisika,Kimia,Biologi,Rata,KdProv,KdKota,KdSekolah,Tahun,Provinsi,Kabupaten
1,2301001,SMA NEGERI 1 MATARAM,50204503,N,316,79.72,76.4,63.82,65.74,65.99,77.19,0.0,23,1,1,2018,NUSA TENGGARA BARAT,KOTA MATARAM
2,2301002,SMA NW MATARAM,50204489,S,24,56.42,36.42,23.02,0.0,0.0,37.6,0.0,23,1,2,2018,NUSA TENGGARA BARAT,KOTA MATARAM
3,2301003,SMA MUHAMMADIYAH MATARAM,50204491,S,17,60.59,40.94,24.12,37.5,0.0,39.22,0.0,23,1,3,2018,NUSA TENGGARA BARAT,KOTA MATARAM
4,2301004,SMA NEGERI 2 MATARAM,50204517,N,354,72.2,64.62,36.72,46.95,46.65,52.89,0.0,23,1,4,2018,NUSA TENGGARA BARAT,KOTA MATARAM
5,2301007,SMA HANGTUAH MATARAM,50204497,S,19,63.79,43.47,21.97,23.75,0.0,34.12,0.0,23,1,7,2018,NUSA TENGGARA BARAT,KOTA MATARAM
6,2301008,SMA NEGERI 7 MATARAM,50204513,N,247,67.21,52.96,29.93,34.38,39.03,40.56,0.0,23,1,8,2018,NUSA TENGGARA BARAT,KOTA MATARAM
7,2301009,SMA NEGERI 3 MATARAM,50204512,N,257,74.19,64.36,39.44,44.08,47.84,48.22,0.0,23,1,9,2018,NUSA TENGGARA BARAT,KOTA MATARAM
8,2301012,SMA NEGERI 6 MATARAM,50204514,N,156,70.01,52.88,33.75,41.5,42.8,44.26,0.0,23,1,12,2018,NUSA TENGGARA BARAT,KOTA MATARAM
9,2301013,SMA NEGERI 4 MATARAM,50204516,N,138,69.58,54.54,36.21,40.67,43.44,44.88,0.0,23,1,13,2018,NUSA TENGGARA BARAT,KOTA MATARAM
10,2301016,SMA DARUL FALAH PAGUTAN,50204499,S,21,67.43,41.71,23.81,30.94,37.5,41.0,0.0,23,1,16,2018,NUSA TENGGARA BARAT,KOTA MATARAM
11,2301017,SMAK KESUMA CAKRANEGARA,50204494,S,84,77.02,74.26,43.99,45.0,53.64,58.65,0.0,23,1,17,2018,NUSA TENGGARA BARAT,KOTA MATARAM
