No,Kode,SatuanPendidikan,NPSN,Status,JumlahPeserta,Bindo,Bing,Math,Fisika,Kimia,Biologi,Rata,KdProv,KdKota,KdSekolah,Tahun,Provinsi,Kabupaten
1,3001001,SMA NEGERI 1 KOTA SERANG,20605093,N,182,82.41,76.58,61.62,75.54,73.27,75.0,0.0,30,1,1,2015,BANTEN,KOTA SERANG
2,3001002,SMA NEGERI 2 KOTA SERANG,20605103,N,320,77.61,70.74,55.25,60.3,63.31,59.96,0.0,30,1,2,2015,BANTEN,KOTA SERANG
3,3001003,SMA NEGERI 3 KOTA SERANG,20605094,N,232,73.31,67.64,49.43,57.86,59.45,55.38,0.0,30,1,3,2015,BANTEN,KOTA SERANG
4,3001004,SMA NEGERI 4 KOTA SERANG,20605106,N,96,73.26,67.88,49.45,59.07,62.06,55.74,0.0,30,1,4,2015,BANTEN,KOTA SERANG
5,3001005,SMA NEGERI 5 KOTA SERANG,20605327,N,133,70.68,54.81,51.18,55.66,57.5,56.32,0.0,30,1,5,2015,BANTEN,KOTA SERANG
6,3001006,SMA NEGERI 6 KOTA SERANG,20607979,N,81,70.14,68.46,49.19,57.44,60.37,55.46,0.0,30,1,6,2015,BANTEN,KOTA SERANG
7,3001008,SMA MARDIYUANA SERANG,20605357,S,25,76.09,71.44,53.02,57.86,60.0,58.18,0.0,30,1,8,2015,BANTEN,KOTA SERANG
8,3001010,SMA PGRI 1 SERANG,20605363,S,14,62.82,39.03,24.63,25.05,25.89,31.75,0.0,30,1,10,2015,BANTEN,KOTA SERANG
9,3001012,SMA PRISMA SERANG,20605347,S,63,73.86,67.86,52.96,57.41,61.59,56.46,0.0,30,1,12,2015,BANTEN,KOTA SERANG
10,3001013,SMA INFORMATIKA SERANG,20605432,S,19,64.23,58.18,27.13,53.21,35.53,46.43,0.0,30,1,13,2015,BANTEN,KOTA SERANG
11,3001014,SMA NURUL ISLAM SERANG,20605362,S,12,52.31,51.88,22.45,57.07,54.79,56.86,0.0,30,1,14,2015,BANTEN,KOTA SERANG
12,3001016,SMA AL - MUBAROK,20605321,S,46,62.57,37.01,21.71,23.22,26.25,29.07,0.0,30,1,16,2015,BANTEN,KOTA SERANG
13,3001020,SMA DAARURRAHMAN WALANTAKA,20607910,S,27,57.21,43.27,65.81,32.59,44.81,38.76,0.0,30,1,20,2015,BANTEN,KOTA SERANG
14,3001022,SMA MAULANA YUSUF SERANG,20613488,S,25,58.2,35.73,22.52,22.4,26.3,26.79,0.0,30,1,22,2015,BANTEN,KOTA SERANG
15,3001027,MA NEGERI 1 SERANG,20623274,N,64,71.98,57.36,45.58,55.47,48.83,54.55,0.0,30,1,27,2015,BANTEN,KOTA SERANG
