No,Kode,SatuanPendidikan,NPSN,Status,JumlahPeserta,Bindo,Bing,Math,Fisika,Kimia,Biologi,Rata,KdProv,KdKota,KdSekolah,Tahun,Provinsi,Kabupaten
1,2001001,SMA  NEGERI  1  KENDARI,40402619,N,265,84.55,78.58,91.8,85.51,85.42,87.89,0.0,20,1,1,2015,SULAWESI TENGGARA,KOTA KENDARI
2,2001002,SMA  NEGERI  9  KENDARI,40403136,N,163,68.78,73.3,79.57,82.63,68.42,77.03,0.0,20,1,2,2015,SULAWESI TENGGARA,KOTA KENDARI
3,2001003,SMA PGRI KENDARI,40402621,S,2,63.05,47.95,25.0,65.85,26.25,81.95,0.0,20,1,3,2015,SULAWESI TENGGARA,KOTA KENDARI
4,2001004,SMA SEJAHTERA KENDARI,40402620,S,13,78.72,60.33,78.27,76.1,81.35,78.51,0.0,20,1,4,2015,SULAWESI TENGGARA,KOTA KENDARI
5,2001005,SMA  NEGERI  3  KENDARI,40402617,N,99,75.59,73.26,76.84,75.85,79.47,81.18,0.0,20,1,5,2015,SULAWESI TENGGARA,KOTA KENDARI
6,2001006,SMA SWASTA DDI KENDARI,40402558,S,30,72.15,69.47,83.83,74.01,75.08,83.27,0.0,20,1,6,2015,SULAWESI TENGGARA,KOTA KENDARI
7,2001007,SMA SWASTA MUHAMMADIYAH KENDARI,40402635,S,25,61.4,65.21,62.5,72.77,37.3,63.38,0.0,20,1,7,2015,SULAWESI TENGGARA,KOTA KENDARI
8,2001008,SMA  NEGERI  4  KENDARI,40402616,N,347,81.77,75.51,85.53,79.58,79.06,82.5,0.0,20,1,8,2015,SULAWESI TENGGARA,KOTA KENDARI
9,2001009,SMA OIKUMENE KENDARI,40402622,S,20,60.07,74.0,92.25,76.36,81.75,84.33,0.0,20,1,9,2015,SULAWESI TENGGARA,KOTA KENDARI
10,2001011,SMA NEGERI 5 KENDARI,40402615,N,210,71.08,72.65,76.37,75.7,70.48,77.64,0.0,20,1,11,2015,SULAWESI TENGGARA,KOTA KENDARI
11,2001012,SMA IDHATA KENDARI,40402556,S,28,59.38,63.38,73.21,73.34,77.95,83.5,0.0,20,1,12,2015,SULAWESI TENGGARA,KOTA KENDARI
12,2001014,SMA ILMIAH KENDARI,40402554,S,33,69.47,59.67,88.41,71.5,76.59,81.78,0.0,20,1,14,2015,SULAWESI TENGGARA,KOTA KENDARI
13,2001015,SMA NEGERI 7 KENDARI,40402623,N,60,63.14,69.87,67.21,68.49,53.29,76.96,0.0,20,1,15,2015,SULAWESI TENGGARA,KOTA KENDARI
14,2001016,SMA NEGERI 6 KENDARI,40402614,N,118,74.55,72.35,85.19,78.26,77.92,80.81,0.0,20,1,16,2015,SULAWESI TENGGARA,KOTA KENDARI
15,2001017,SMA ALJABAR KENDARI,69822768,S,8,58.55,54.08,89.69,70.68,77.19,80.21,0.0,20,1,17,2015,SULAWESI TENGGARA,KOTA KENDARI
16,2001018,SMA NEGERI 2 KENDARI,40402618,N,253,75.52,80.79,79.72,78.73,70.11,80.82,0.0,20,1,18,2015,SULAWESI TENGGARA,KOTA KENDARI
17,2001019,SMA NEGERI 8 KENDARI,40402624,N,59,67.13,67.54,74.28,85.87,65.81,41.74,0.0,20,1,19,2015,SULAWESI TENGGARA,KOTA KENDARI
18,2001021,SMA  KARTIKA XX-2 KENDARI,40402589,S,128,75.14,81.32,76.25,78.93,76.17,72.62,0.0,20,1,21,2015,SULAWESI TENGGARA,KOTA KENDARI
19,2001022,SMA SATRIA KENDARI,40403135,S,18,60.18,77.29,84.72,76.58,48.89,83.08,0.0,20,1,22,2015,SULAWESI TENGGARA,KOTA KENDARI
20,2001023,SMA HASRATI KENDARI,40402557,S,6,61.82,80.35,75.83,75.35,51.25,28.43,0.0,20,1,23,2015,SULAWESI TENGGARA,KOTA KENDARI
21,2001024,MAN 1 KENDARI,40405909,N,112,73.94,67.43,73.79,75.45,62.86,71.42,0.0,20,1,24,2015,SULAWESI TENGGARA,KOTA KENDARI
22,2001025,MA PESRI KENDARI,60729400,S,15,87.36,70.21,91.83,68.06,80.17,82.79,0.0,20,1,25,2015,SULAWESI TENGGARA,KOTA KENDARI
23,2001026,MA  DDI LABIBIA,40404107,S,10,68.99,46.75,21.5,70.57,26.25,41.34,0.0,20,1,26,2015,SULAWESI TENGGARA,KOTA KENDARI
