No,Kode,SatuanPendidikan,NPSN,Status,JumlahPeserta,Bindo,Bing,Math,Fisika,Kimia,Biologi,Rata,KdProv,KdKota,KdSekolah,Tahun,Provinsi,Kabupaten
1,1601001,SMA NEGERI 1 SAMARINDA,30401066,N,289,78.6,76.88,49.35,51.79,66.86,59.87,0.0,16,1,1,2017,KALIMANTAN TIMUR,KOTA SAMARINDA
2,1601002,SMA NEGERI 2 SAMARINDA,30401059,N,246,78.8,76.54,44.7,46.05,71.06,58.58,0.0,16,1,2,2017,KALIMANTAN TIMUR,KOTA SAMARINDA
3,1601003,SMA NEGERI 3 SAMARINDA,30401058,N,258,78.59,75.91,50.52,52.57,71.78,56.01,0.0,16,1,3,2017,KALIMANTAN TIMUR,KOTA SAMARINDA
4,1601004,SMA NEGERI 4 SAMARINDA,30401050,N,223,71.64,52.72,32.99,34.65,41.59,41.51,0.0,16,1,4,2017,KALIMANTAN TIMUR,KOTA SAMARINDA
5,1601005,SMA NEGERI 5 SAMARINDA,30401051,N,179,76.96,68.39,39.73,41.99,45.99,47.39,0.0,16,1,5,2017,KALIMANTAN TIMUR,KOTA SAMARINDA
6,1601006,SMA NEGERI 6 SAMARINDA,30401052,N,106,74.34,56.87,36.56,46.54,55.57,45.65,0.0,16,1,6,2017,KALIMANTAN TIMUR,KOTA SAMARINDA
7,1601007,SMA NEGERI 7 SAMARINDA,30401053,N,153,71.58,51.18,31.18,35.75,44.33,45.99,0.0,16,1,7,2017,KALIMANTAN TIMUR,KOTA SAMARINDA
8,1601008,SMA NEGERI 8 SAMARINDA,30401054,N,119,79.14,69.53,42.73,49.72,58.58,50.23,0.0,16,1,8,2017,KALIMANTAN TIMUR,KOTA SAMARINDA
9,1601009,SMA NEGERI 9 SAMARINDA,30401055,N,63,62.29,40.76,25.12,22.5,55.83,29.49,0.0,16,1,9,2017,KALIMANTAN TIMUR,KOTA SAMARINDA
10,1601010,SMA NEGERI 10 SAMARINDA,30401067,N,244,80.43,79.97,55.83,59.95,64.09,59.65,0.0,16,1,10,2017,KALIMANTAN TIMUR,KOTA SAMARINDA
11,1601011,SMA NEGERI 11 SAMARINDA,30401068,N,106,73.91,53.19,34.43,39.67,48.17,45.1,0.0,16,1,11,2017,KALIMANTAN TIMUR,KOTA SAMARINDA
12,1601012,SMA NEGERI 12 SAMARINDA,30401060,N,14,72.14,46.29,32.68,57.5,0.0,42.69,0.0,16,1,12,2017,KALIMANTAN TIMUR,KOTA SAMARINDA
13,1601013,SMA NEGERI 13 SAMARINDA,30404267,N,33,66.36,43.03,23.94,37.5,36.94,33.88,0.0,16,1,13,2017,KALIMANTAN TIMUR,KOTA SAMARINDA
14,1601014,SMA NEGERI 14 SAMARINDA,30404268,N,36,69.72,46.83,29.44,35.0,40.0,34.83,0.0,16,1,14,2017,KALIMANTAN TIMUR,KOTA SAMARINDA
