No,Kode,SatuanPendidikan,NPSN,Status,JumlahPeserta,Bindo,Bing,Math,Fisika,Kimia,Biologi,Rata,KdProv,KdKota,KdSekolah,Tahun,Provinsi,Kabupaten
1,101001,SMA NEGERI 68,20100199,N,182,82.6,78.87,69.3,66.03,79.31,77.85,0.0,1,1,1,2018,DKI JAKARTA,KOTA ADMINISTRASI JAKARTA PUSAT
2,101002,SMA FRANSISKUS I,20100489,S,9,74.22,66.22,35.0,37.5,39.17,45.0,0.0,1,1,2,2018,DKI JAKARTA,KOTA ADMINISTRASI JAKARTA PUSAT
3,101003,SMA MUHAMMADIYAH 16,20100183,S,27,56.0,44.81,24.17,27.5,30.0,32.14,0.0,1,1,3,2018,DKI JAKARTA,KOTA ADMINISTRASI JAKARTA PUSAT
4,101004,SMA MUHAMMADIYAH I,20100195,S,35,69.49,56.0,28.36,34.22,32.5,40.0,0.0,1,1,4,2018,DKI JAKARTA,KOTA ADMINISTRASI JAKARTA PUSAT
5,101006,SMA PERGURUAN ADVENT SALEMBA,20100175,S,23,77.74,71.3,47.5,47.08,37.5,59.75,0.0,1,1,6,2018,DKI JAKARTA,KOTA ADMINISTRASI JAKARTA PUSAT
6,101007,SMA PERGURUAN ADVENT I,20108498,S,45,69.38,67.2,35.11,39.64,40.0,47.38,0.0,1,1,7,2018,DKI JAKARTA,KOTA ADMINISTRASI JAKARTA PUSAT
7,101008,SMA PSKD 1,20100490,S,12,74.83,66.5,31.46,34.17,0.0,42.92,0.0,1,1,8,2018,DKI JAKARTA,KOTA ADMINISTRASI JAKARTA PUSAT
8,101009,SMA PSKD 3,20100483,S,7,66.0,64.86,27.5,35.83,0.0,30.63,0.0,1,1,9,2018,DKI JAKARTA,KOTA ADMINISTRASI JAKARTA PUSAT
9,101012,SMA NEGERI 5,20100210,N,144,77.82,71.22,50.75,48.35,63.67,59.5,0.0,1,1,12,2018,DKI JAKARTA,KOTA ADMINISTRASI JAKARTA PUSAT
10,101013,SMA NEGERI 27,20100223,N,108,75.13,66.89,43.33,46.96,56.25,52.39,0.0,1,1,13,2018,DKI JAKARTA,KOTA ADMINISTRASI JAKARTA PUSAT
11,101014,SMA NEGERI 30,20100224,N,139,79.7,74.17,57.01,50.28,62.14,60.81,0.0,1,1,14,2018,DKI JAKARTA,KOTA ADMINISTRASI JAKARTA PUSAT
12,101015,SMA NEGERI 77,20100201,N,108,83.37,79.48,75.63,66.35,70.1,73.35,0.0,1,1,15,2018,DKI JAKARTA,KOTA ADMINISTRASI JAKARTA PUSAT
13,101020,SMA KRISTEN KANAAN,20100189,S,39,76.46,75.74,49.94,51.88,76.25,64.8,0.0,1,1,20,2018,DKI JAKARTA,KOTA ADMINISTRASI JAKARTA PUSAT
14,101021,SMA KARTINI 1,20100185,S,29,63.93,58.69,28.1,30.0,22.5,39.17,0.0,1,1,21,2018,DKI JAKARTA,KOTA ADMINISTRASI JAKARTA PUSAT
15,101022,SMA KRISTEN 3 BPK PENABUR,20100187,S,137,83.87,79.75,82.97,77.92,85.96,77.99,0.0,1,1,22,2018,DKI JAKARTA,KOTA ADMINISTRASI JAKARTA PUSAT
16,101025,SMA MUHAMMADIYAH 2,20100182,S,40,62.6,52.05,29.31,30.0,41.25,39.9,0.0,1,1,25,2018,DKI JAKARTA,KOTA ADMINISTRASI JAKARTA PUSAT
17,101026,SMA PASKALIS,20100173,S,20,68.7,65.1,42.0,50.0,0.0,57.5,0.0,1,1,26,2018,DKI JAKARTA,KOTA ADMINISTRASI JAKARTA PUSAT
18,101027,SMA PERGURUAN KSATRYA,20100193,S,25,70.64,50.24,32.2,32.92,43.33,45.47,0.0,1,1,27,2018,DKI JAKARTA,KOTA ADMINISTRASI JAKARTA PUSAT
19,101032,SMA TAMAN MADYA 1,20100181,S,30,67.47,52.27,29.58,36.94,49.17,56.81,0.0,1,1,32,2018,DKI JAKARTA,KOTA ADMINISTRASI JAKARTA PUSAT
