No,Kode,SatuanPendidikan,NPSN,Status,JumlahPeserta,Bindo,Bing,Math,Fisika,Kimia,Biologi,Rata,KdProv,KdKota,KdSekolah,Tahun,Provinsi,Kabupaten
1,3301001,SMA NEGERI 1 MANOKWARI,60400133,N,310,62.64,45.92,32.27,39.11,47.02,38.91,0.0,33,1,1,2017,PAPUA BARAT,KABUPATEN MANOKWARI
2,3301002,SMA ST. PAULUS MANOKWARI,60400139,S,10,50.2,34.2,21.25,0.0,0.0,31.0,0.0,33,1,2,2017,PAPUA BARAT,KABUPATEN MANOKWARI
3,3301003,SMA YABT MANOKWARI,60401551,S,44,55.41,61.23,51.7,0.0,0.0,37.95,0.0,33,1,3,2017,PAPUA BARAT,KABUPATEN MANOKWARI
4,3301004,SMA YPK IMANUEL PASIR PUTIH,60402064,S,20,64.3,58.9,51.0,0.0,0.0,39.63,0.0,33,1,4,2017,PAPUA BARAT,KABUPATEN MANOKWARI
5,3301005,SMA NEGERI 2 MANOKWARI,60400131,N,156,62.32,46.03,29.95,36.25,20.0,44.15,0.0,33,1,5,2017,PAPUA BARAT,KABUPATEN MANOKWARI
6,3301006,SMA OIKUMENE MANOKWARI,60400136,S,81,46.77,47.11,37.47,58.33,38.61,42.5,0.0,33,1,6,2017,PAPUA BARAT,KABUPATEN MANOKWARI
7,3301007,SMA YAPIS MANOKWARI,60401552,S,34,56.06,34.47,21.84,20.0,0.0,37.5,0.0,33,1,7,2017,PAPUA BARAT,KABUPATEN MANOKWARI
8,3301008,SMA ADVENT MANOKWARI,60401549,S,18,44.11,52.89,20.28,0.0,0.0,47.78,0.0,33,1,8,2017,PAPUA BARAT,KABUPATEN MANOKWARI
9,3301009,SMA YPPGI WOSI MANOKWARI,60402063,S,8,48.0,33.75,19.69,0.0,0.0,47.19,0.0,33,1,9,2017,PAPUA BARAT,KABUPATEN MANOKWARI
10,3301010,SMA NEGERI 1 PRAFI,60400132,N,107,63.46,60.13,59.35,73.33,57.22,72.95,0.0,33,1,10,2017,PAPUA BARAT,KABUPATEN MANOKWARI
11,3301012,MA NEGERI PRAFI,11003342,N,46,63.52,45.48,31.85,40.39,0.0,39.82,0.0,33,1,12,2017,PAPUA BARAT,KABUPATEN MANOKWARI
12,3301013,SMA NEGERI 1 WARMARE,60403426,N,24,58.33,72.5,61.46,0.0,0.0,67.08,0.0,33,1,13,2017,PAPUA BARAT,KABUPATEN MANOKWARI
13,3301014,SMA BINA TARUNA MASNI,60400108,S,53,70.0,64.0,61.7,0.0,0.0,58.68,0.0,33,1,14,2017,PAPUA BARAT,KABUPATEN MANOKWARI
14,3301018,SMA NEGERI 3 MANOKWARI,69856650,N,10,78.0,57.4,34.75,0.0,0.0,65.0,0.0,33,1,18,2017,PAPUA BARAT,KABUPATEN MANOKWARI
15,3301020,SMA KATHOLIK VILLANOVA,60403908,S,21,62.76,40.38,26.07,26.79,32.92,41.56,0.0,33,1,20,2017,PAPUA BARAT,KABUPATEN MANOKWARI
16,3302001,SMA NEGERI 1 SORONG,60400378,N,169,53.91,40.76,27.72,31.91,34.09,35.83,0.0,33,2,1,2017,PAPUA BARAT,KOTA SORONG
17,3302002,SMA PGRI SORONG,60400313,S,14,45.29,63.43,58.93,53.5,59.17,52.08,0.0,33,2,2,2017,PAPUA BARAT,KOTA SORONG
18,3302003,SMA AMPERA SORONG,60400318,S,23,69.13,64.52,64.13,0.0,27.5,53.64,0.0,33,2,3,2017,PAPUA BARAT,KOTA SORONG
19,3302004,SMA NEGERI 4 DUM SORONG,60400315,N,11,52.73,44.0,42.95,0.0,0.0,35.68,0.0,33,2,4,2017,PAPUA BARAT,KOTA SORONG
20,3302005,SMA YPK 1 EBENHAEZER KOTA SORONG,60403645,S,28,55.14,56.64,47.32,52.5,0.0,53.7,0.0,33,2,5,2017,PAPUA BARAT,KOTA SORONG
21,3302006,SMA NEGERI 2 SORONG,60400377,N,146,64.15,47.63,32.41,39.29,45.54,36.47,0.0,33,2,6,2017,PAPUA BARAT,KOTA SORONG
22,3302007,SMA YPPKK MORIA SORONG,60403705,S,24,61.75,32.92,34.06,45.5,0.0,43.39,0.0,33,2,7,2017,PAPUA BARAT,KOTA SORONG
23,3302008,SMA PAPUA KOTA SORONG,60400314,S,43,41.77,39.07,22.5,0.0,0.0,29.48,0.0,33,2,8,2017,PAPUA BARAT,KOTA SORONG
24,3302009,SMA AVEROS KOTA SORONG,60403474,S,86,77.33,67.91,49.53,53.9,52.98,58.39,0.0,33,2,9,2017,PAPUA BARAT,KOTA SORONG
25,3302010,SMA YPPK AGUSTINUS KOTA SORONG,60403712,S,59,70.92,72.78,44.49,55.44,73.75,57.86,0.0,33,2,10,2017,PAPUA BARAT,KOTA SORONG
26,3302011,SMA MUHAMMADIYAH AL-AMIN SORONG,60402040,S,11,52.91,36.18,26.14,30.0,35.0,33.33,0.0,33,2,11,2017,PAPUA BARAT,KOTA SORONG
27,3302012,SMA ADVENT SORONG,60400319,S,21,51.14,66.0,56.43,0.0,54.64,0.0,0.0,33,2,12,2017,PAPUA BARAT,KOTA SORONG
28,3302013,SMA NEGERI 3 KOTA SORONG,60403707,N,294,57.54,48.6,32.19,36.87,59.61,41.05,0.0,33,2,13,2017,PAPUA BARAT,KOTA SORONG
29,3302014,SMA ISLAM GUPPI KOTA SORONG,60400317,S,11,68.18,69.09,51.82,0.0,76.25,34.0,0.0,33,2,14,2017,PAPUA BARAT,KOTA SORONG
30,3302015,SMA ABT SORONG,60400310,S,22,33.36,26.55,22.05,0.0,0.0,35.0,0.0,33,2,15,2017,PAPUA BARAT,KOTA SORONG
31,3302016,SMA YPK 2 KOTA SORONG,60400346,S,26,45.92,30.08,26.15,37.5,31.25,33.59,0.0,33,2,16,2017,PAPUA BARAT,KOTA SORONG
32,3302017,MADRASAH ALIYAH NEGERI MODEL SORONG,60702895,N,101,68.26,51.33,33.71,35.75,40.28,40.37,0.0,33,2,17,2017,PAPUA BARAT,KOTA SORONG
33,3302018,MADRASAH ALIYAH INSAN KAMIL,60728193,S,12,46.67,41.17,29.79,0.0,0.0,34.79,0.0,33,2,18,2017,PAPUA BARAT,KOTA SORONG
34,3302020,SMA YPP SILOAM KOTA SORONG,69849633,S,25,34.64,31.04,21.6,0.0,0.0,37.2,0.0,33,2,20,2017,PAPUA BARAT,KOTA SORONG
35,3302022,SMA USDATARA KOTA SORONG,69878251,S,9,35.78,35.33,25.56,0.0,0.0,48.33,0.0,33,2,22,2017,PAPUA BARAT,KOTA SORONG
36,3303001,SMA NEGERI 2 KABUPATEN SORONG,60401366,N,148,61.81,42.09,35.34,45.32,44.29,42.18,0.0,33,3,1,2017,PAPUA BARAT,KABUPATEN SORONG
37,3303002,SMA NEGERI 5 KABUPATEN SORONG,60403396,N,20,70.0,58.0,64.75,0.0,0.0,71.5,0.0,33,3,2,2017,PAPUA BARAT,KABUPATEN SORONG
38,3303003,SMA NEGERI 1 KABUPATEN SORONG,60401367,N,42,63.19,46.52,30.3,41.25,53.25,46.92,0.0,33,3,3,2017,PAPUA BARAT,KABUPATEN SORONG
39,3303004,SMA NEGERI 4 KABUPATEN SORONG,60403364,N,20,47.0,37.1,21.88,56.67,50.96,32.5,0.0,33,3,4,2017,PAPUA BARAT,KABUPATEN SORONG
40,3303005,SMA NEGERI 6 KABUPATEN SORONG,60403402,N,17,71.65,68.35,37.5,0.0,0.0,52.79,0.0,33,3,5,2017,PAPUA BARAT,KABUPATEN SORONG
41,3303006,SMA NEGERI 3 KABUPATEN SORONG,60403403,N,14,64.0,67.43,71.43,57.5,73.75,72.19,0.0,33,3,6,2017,PAPUA BARAT,KABUPATEN SORONG
42,3303007,SMA YPK BETHEL KABUPATEN SORONG,60403397,S,32,52.31,67.19,43.28,0.0,0.0,65.7,0.0,33,3,7,2017,PAPUA BARAT,KABUPATEN SORONG
43,3303009,SMA KEGURUAN KABUPATEN SORONG,60403487,S,22,42.27,65.82,69.55,55.0,71.25,69.21,0.0,33,3,9,2017,PAPUA BARAT,KABUPATEN SORONG
44,3303011,SMA GUPPI SALAWATI KABUPATEN SORONG,60403398,S,23,64.17,62.0,54.78,0.0,63.33,68.0,0.0,33,3,11,2017,PAPUA BARAT,KABUPATEN SORONG
45,3303012,SMA MUHAMMADIYAH AIMAS KABUPATEN SORONG,60401365,S,18,66.0,61.89,66.67,0.0,0.0,65.56,0.0,33,3,12,2017,PAPUA BARAT,KABUPATEN SORONG
