No,Kode,SatuanPendidikan,NPSN,Status,JumlahPeserta,Bindo,Bing,Math,Fisika,Kimia,Biologi,Rata,KdProv,KdKota,KdSekolah,Tahun,Provinsi,Kabupaten
1,501001,SMA NEGERI 1 SURABAYA,20532242,N,212,76.93,71.63,72.95,70.96,68.14,78.95,0.0,5,1,1,2016,JAWA TIMUR,KOTA SURABAYA
2,501003,SMA NEGERI 2 SURABAYA,20532230,N,305,77.72,75.66,79.91,76.98,73.2,82.34,0.0,5,1,3,2016,JAWA TIMUR,KOTA SURABAYA
3,501004,SMA YP TRISILA,20532117,S,14,66.71,49.86,30.36,37.14,42.68,46.25,0.0,5,1,4,2016,JAWA TIMUR,KOTA SURABAYA
4,501005,SMA NEGERI 3 SURABAYA,20532235,N,287,66.7,51.72,46.87,45.18,46.77,60.1,0.0,5,1,5,2016,JAWA TIMUR,KOTA SURABAYA
5,501007,SMA MUHAMADIYAH 7 SURABAYA,20532154,S,34,64.53,43.29,39.49,35.74,36.32,53.16,0.0,5,1,7,2016,JAWA TIMUR,KOTA SURABAYA
6,501008,SMA PGRI - 3 SURABAYA,20532104,S,17,60.82,37.76,28.82,25.88,25.59,37.94,0.0,5,1,8,2016,JAWA TIMUR,KOTA SURABAYA
7,501009,SMA NEGERI 4 SURABAYA,20532247,N,233,67.7,58.15,49.06,51.06,45.59,64.86,0.0,5,1,9,2016,JAWA TIMUR,KOTA SURABAYA
8,501013,SMA KERTAJAYA,20532142,S,14,50.57,31.0,22.14,26.43,24.29,31.61,0.0,5,1,13,2016,JAWA TIMUR,KOTA SURABAYA
9,501014,SMA KRISTEN YBPK-1,20532152,S,22,60.27,43.64,33.07,41.93,35.57,49.32,0.0,5,1,14,2016,JAWA TIMUR,KOTA SURABAYA
10,501015,SMA NEGERI 5 SURABAYA,20532248,N,321,79.45,77.09,83.21,80.47,76.89,80.95,0.0,5,1,15,2016,JAWA TIMUR,KOTA SURABAYA
11,501016,SMA ATMA WIDYA SURABAYA,20532382,S,12,46.5,32.0,14.79,19.79,29.17,30.21,0.0,5,1,16,2016,JAWA TIMUR,KOTA SURABAYA
12,501018,SMA GRACIA,20532405,S,11,66.91,54.73,41.14,37.73,36.14,47.73,0.0,5,1,18,2016,JAWA TIMUR,KOTA SURABAYA
13,501019,SMA NEGERI 6 SURABAYA,20532260,N,232,76.36,71.13,71.12,69.77,66.81,77.83,0.0,5,1,19,2016,JAWA TIMUR,KOTA SURABAYA
14,501022,SMA NEGERI 7 SURABAYA,20532261,N,219,67.8,57.0,49.87,43.6,47.26,60.18,0.0,5,1,22,2016,JAWA TIMUR,KOTA SURABAYA
15,501023,SMA MARDI SIWI,20532169,S,22,49.09,32.64,29.2,26.02,25.34,32.16,0.0,5,1,23,2016,JAWA TIMUR,KOTA SURABAYA
16,501025,SMA MUHAMMADIYAH 1,20532171,S,75,63.01,44.37,35.57,36.23,36.67,50.9,0.0,5,1,25,2016,JAWA TIMUR,KOTA SURABAYA
17,501026,SMA NEGERI 8 SURABAYA,20532262,N,291,69.33,52.28,49.77,44.06,51.46,59.52,0.0,5,1,26,2016,JAWA TIMUR,KOTA SURABAYA
18,501028,SMA AL-IRSYAD,20532366,S,36,63.83,48.83,35.0,35.97,47.36,54.72,0.0,5,1,28,2016,JAWA TIMUR,KOTA SURABAYA
