KODE,NAMA PROVINSI,BAHASA INDONESIA,BAHASA INGGRIS,MATEMATIKA,EKONOMI,SOSIOLOGI,GEOGRAFI,RERATA NILAI,Tahun,Status
15,KALIMANTAN SELATAN,-1.8200000000000003,-12.099999999999994,-7.75,-2.740000000000002,-1.6200000000000045,8.219999999999999,-3.229999999999997,2015-2017,S
16,KALIMANTAN TIMUR,-3.230000000000004,-2.0,-6.68,4.089999999999996,0.5899999999999963,12.030000000000001,0.0,2015-2017,S
17,SULAWESI UTARA,-7.959999999999994,-15.560000000000002,-20.009999999999998,-9.630000000000003,-5.5,1.5600000000000023,-9.329999999999998,2015-2017,S
18,SULAWESI TENGAH,-4.080000000000005,-4.82,-2.719999999999999,0.25,0.39000000000000057,7.350000000000001,-0.5600000000000023,2015-2017,S
19,SULAWESI SELATAN,-12.18,-14.880000000000003,-30.049999999999997,-18.08,-4.039999999999999,-3.8399999999999963,-13.800000000000004,2015-2017,S
20,SULAWESI TENGGARA,-4.729999999999997,-0.9299999999999997,-5.090000000000003,-7.899999999999999,-4.549999999999997,5.090000000000003,-2.0700000000000003,2015-2017,S
21,MALUKU,-5.350000000000001,0.75,0.9399999999999977,8.739999999999995,-4.039999999999999,11.89,1.0900000000000034,2015-2017,S
22,BALI,-9.049999999999997,-29.86,-38.129999999999995,-18.450000000000003,-16.989999999999995,-13.490000000000002,-21.569999999999993,2015-2017,S
23,NUSA TENGGARA BARAT,-7.420000000000002,-5.469999999999999,-12.150000000000002,-8.5,-2.1300000000000026,1.6400000000000006,-5.82,2015-2017,S
24,NUSA TENGGARA TIMUR,-3.5700000000000003,-5.8700000000000045,-0.5800000000000018,9.39,-0.22999999999999687,9.939999999999998,0.1700000000000017,2015-2017,S
25,PAPUA,-5.350000000000001,-6.409999999999997,-7.770000000000003,0.769999999999996,-6.289999999999999,5.619999999999997,-3.989999999999995,2015-2017,S
26,BENGKULU,-2.8100000000000023,-17.17,-5.709999999999997,9.330000000000005,7.410000000000004,7.300000000000004,-1.9500000000000028,2015-2017,S
27,MALUKU UTARA,-7.93,-5.090000000000003,-7.8799999999999955,-2.3100000000000023,-6.270000000000003,4.32,-3.9399999999999977,2015-2017,S
28,BANGKA BELITUNG,-2.440000000000005,-6.590000000000003,6.490000000000002,16.269999999999996,9.719999999999999,11.350000000000001,4.140000000000001,2015-2017,S
29,GORONTALO,-3.3000000000000043,-18.160000000000004,-8.879999999999995,-7.579999999999998,-2.3100000000000023,3.3800000000000026,-6.450000000000003,2015-2017,S
30,BANTEN,-8.309999999999995,-15.339999999999996,-12.750000000000004,-0.45999999999999375,-0.5,-6.07,-7.920000000000002,2015-2017,S
31,KEPULAUAN RIAU,-5.480000000000004,-6.140000000000001,-0.35999999999999943,14.519999999999996,4.280000000000001,4.32,1.7399999999999949,2015-2017,S
32,SULAWESI BARAT,-11.479999999999997,-11.71,-15.880000000000003,-8.18,-14.079999999999998,-8.730000000000004,-11.21,2015-2017,S
33,PAPUA BARAT,-13.409999999999997,-6.369999999999997,-13.299999999999997,-4.850000000000001,-11.799999999999997,1.009999999999998,-8.93,2015-2017,S
34,KALIMANTAN UTARA,0.7000000000000028,-6.300000000000004,2.1099999999999994,9.32,4.93,6.979999999999997,2.4000000000000057,2015-2017,S
1,DKI JAKARTA,-2.9200000000000017,-7.539999999999999,-12.669999999999995,-4.68,-5.169999999999995,-0.4299999999999997,-6.479999999999997,2015-2018,S
2,JAWA BARAT,-10.230000000000004,-13.829999999999998,-26.419999999999998,-5.630000000000003,0.14999999999999858,-6.630000000000003,-11.46,2015-2018,S
3,JAWA TENGAH,-4.659999999999997,-8.480000000000004,-9.89,-5.719999999999999,-2.219999999999999,8.43,-5.219999999999999,2015-2018,S
4,DI YOGYAKARTA,-4.6299999999999955,0.14000000000000057,-4.579999999999998,10.659999999999997,5.919999999999995,8.350000000000001,1.4600000000000009,2015-2018,S
5,JAWA TIMUR,-9.479999999999997,-22.690000000000005,-28.68,-11.949999999999996,-16.370000000000005,-2.4299999999999997,-16.190000000000005,2015-2018,S
6,ACEH,-14.04,-28.03,-32.67,-16.9,-13.509999999999998,-17.019999999999996,-20.619999999999997,2015-2018,S
7,SUMATERA UTARA,-23.64,-30.200000000000003,-41.629999999999995,-25.880000000000003,-21.109999999999992,-11.630000000000003,-26.239999999999995,2015-2018,S
8,SUMATERA BARAT,-8.969999999999992,-7.399999999999999,-32.75,-10.79,-7.0,5.390000000000001,-11.440000000000005,2015-2018,S
9,RIAU,-8.079999999999998,-13.54,-15.469999999999999,-1.7899999999999991,-6.329999999999998,2.3599999999999994,-7.910000000000004,2015-2018,S
10,JAMBI,-9.579999999999998,-12.100000000000001,-16.049999999999997,-0.4399999999999977,-7.1299999999999955,-4.030000000000001,-9.740000000000002,2015-2018,S
11,SUMATERA SELATAN,-17.249999999999993,-23.290000000000006,-35.449999999999996,-16.240000000000002,-17.1,-16.71,-21.650000000000006,2015-2018,S
12,LAMPUNG,-10.770000000000003,-17.529999999999994,-20.36,-6.280000000000001,0.6899999999999977,-2.520000000000003,-10.350000000000001,2015-2018,S
13,KALIMANTAN BARAT,-12.270000000000003,-23.720000000000006,-24.52,-10.870000000000005,-12.079999999999998,-6.729999999999997,-16.0,2015-2018,S
14,KALIMANTAN TENGAH,-11.009999999999991,-10.5,-11.579999999999998,3.489999999999995,-1.4600000000000009,-4.560000000000002,-6.419999999999995,2015-2018,S
15,KALIMANTAN SELATAN,-2.3999999999999986,-12.649999999999999,-10.639999999999997,-1.9600000000000009,-3.1400000000000006,5.670000000000002,-4.539999999999999,2015-2018,S
16,KALIMANTAN TIMUR,-4.430000000000007,-5.359999999999999,-10.439999999999998,1.5599999999999952,-4.43,3.5700000000000003,-3.509999999999998,2015-2018,S
17,SULAWESI UTARA,-8.739999999999995,-23.17,-25.069999999999997,-12.579999999999998,-11.07,-4.659999999999997,-13.899999999999999,2015-2018,S
18,SULAWESI TENGAH,-4.670000000000002,-12.61,-5.949999999999999,0.6600000000000037,-2.6099999999999994,3.75,-4.090000000000003,2015-2018,S
19,SULAWESI SELATAN,-11.43,-25.869999999999997,-34.8,-22.299999999999997,-8.029999999999994,-7.409999999999997,-18.439999999999998,2015-2018,S
20,SULAWESI TENGGARA,-5.659999999999997,-18.1,-10.759999999999998,-7.960000000000001,-13.719999999999999,2.5900000000000034,-9.479999999999997,2015-2018,S
21,MALUKU,1.3900000000000006,2.4399999999999977,4.089999999999996,10.349999999999994,-2.279999999999994,14.879999999999995,4.520000000000003,2015-2018,S
22,BALI,-9.839999999999996,-31.739999999999995,-39.099999999999994,-19.950000000000003,-21.299999999999997,-14.89,-23.339999999999996,2015-2018,S
23,NUSA TENGGARA BARAT,-5.030000000000001,-11.409999999999997,-16.35,-7.640000000000001,-4.960000000000001,-3.270000000000003,-8.420000000000002,2015-2018,S
24,NUSA TENGGARA TIMUR,-1.0399999999999991,-4.980000000000004,1.0700000000000003,8.43,-1.9200000000000017,9.409999999999997,1.1000000000000014,2015-2018,S
25,PAPUA,-2.8200000000000003,-8.560000000000002,-8.79,2.6199999999999974,-8.809999999999995,2.1799999999999997,-4.579999999999998,2015-2018,S
26,BENGKULU,-2.970000000000006,-13.579999999999998,-4.029999999999998,4.68,8.43,9.650000000000006,-0.5600000000000023,2015-2018,S
27,MALUKU UTARA,-5.609999999999999,-5.329999999999998,-7.229999999999997,2.1699999999999946,-8.240000000000002,2.3299999999999983,-3.530000000000001,2015-2018,S
28,BANGKA BELITUNG,-3.960000000000001,-0.8999999999999986,1.2000000000000028,16.059999999999995,7.369999999999997,7.730000000000004,3.25,2015-2018,S
29,GORONTALO,-6.100000000000001,-20.64,-15.869999999999997,-10.130000000000003,-5.560000000000002,1.0600000000000023,-10.32,2015-2018,S
30,BANTEN,-9.25,-12.29,-14.520000000000003,-1.1199999999999974,-2.0600000000000023,-3.8500000000000014,-7.970000000000006,2015-2018,S
31,KEPULAUAN RIAU,-6.739999999999995,-3.8299999999999983,-5.859999999999999,13.25,3.289999999999999,7.089999999999996,0.6400000000000006,2015-2018,S
32,SULAWESI BARAT,-11.619999999999997,-16.44,-16.35,-5.350000000000001,-13.86,-5.960000000000001,-12.270000000000003,2015-2018,S
33,PAPUA BARAT,-10.020000000000003,-11.219999999999999,-16.5,-7.560000000000002,-16.559999999999995,-4.829999999999998,-11.32,2015-2018,S
34,KALIMANTAN UTARA,-1.6799999999999997,-4.399999999999999,-0.28000000000000114,8.280000000000001,2.230000000000004,6.609999999999999,1.0900000000000034,2015-2018,S
1,DKI JAKARTA,-1.2900000000000063,-5.340000000000003,-11.64,-1.259999999999998,-4.8799999999999955,-0.39000000000000057,-5.039999999999999,2015-2019,S
2,JAWA BARAT,-9.57,-10.980000000000004,-23.189999999999998,-0.6899999999999977,0.3399999999999963,-6.960000000000001,-9.580000000000005,2015-2019,S
3,JAWA TENGAH,-3.1099999999999994,-6.660000000000004,-7.280000000000001,0.2700000000000031,-2.3599999999999994,7.280000000000001,-3.6099999999999994,2015-2019,S
4,DI YOGYAKARTA,-2.3299999999999983,1.5399999999999991,-1.5,18.849999999999994,5.859999999999999,9.470000000000006,3.6099999999999994,2015-2019,S
5,JAWA TIMUR,-10.059999999999995,-20.29,-26.08,-8.269999999999996,-16.78000000000001,-1.6000000000000014,-14.969999999999999,2015-2019,S
6,ACEH,-15.61,-23.619999999999997,-29.200000000000003,-14.160000000000004,-14.509999999999998,-14.71,-18.939999999999998,2015-2019,S
7,SUMATERA UTARA,-25.479999999999997,-29.28,-41.059999999999995,-21.240000000000002,-21.97999999999999,-16.010000000000005,-26.459999999999994,2015-2019,S
8,SUMATERA BARAT,-9.389999999999993,-4.079999999999998,-29.89,-6.800000000000004,-7.080000000000005,4.829999999999998,-9.900000000000006,2015-2019,S
9,RIAU,-11.509999999999998,-16.699999999999996,-19.990000000000002,-5.530000000000001,-9.619999999999997,-1.2800000000000011,-11.54,2015-2019,S
10,JAMBI,-10.809999999999995,-11.979999999999997,-17.59,-1.5700000000000003,-8.659999999999997,-7.890000000000001,-10.909999999999997,2015-2019,S
11,SUMATERA SELATAN,-18.359999999999992,-21.260000000000005,-35.3,-15.360000000000007,-16.79,-16.759999999999998,-21.22,2015-2019,S
12,LAMPUNG,-10.340000000000003,-13.769999999999996,-17.159999999999997,-0.5800000000000054,0.7399999999999949,-2.6500000000000057,-8.329999999999998,2015-2019,S
13,KALIMANTAN BARAT,-12.07,-19.85,-21.11,-6.920000000000002,-11.18,-5.219999999999999,-13.729999999999997,2015-2019,S
14,KALIMANTAN TENGAH,-12.139999999999993,-10.0,-12.280000000000001,3.3299999999999983,-0.6700000000000017,-2.1600000000000037,-6.409999999999997,2015-2019,S
15,KALIMANTAN SELATAN,-0.9099999999999966,-11.399999999999999,-9.419999999999995,5.490000000000002,-1.5600000000000023,8.370000000000005,-2.8900000000000006,2015-2019,S
16,KALIMANTAN TIMUR,-2.6400000000000077,-5.390000000000001,-12.310000000000002,2.8999999999999986,-3.5799999999999983,4.020000000000003,-3.3299999999999983,2015-2019,S
17,SULAWESI UTARA,-8.389999999999993,-19.269999999999996,-22.409999999999997,-6.020000000000003,-7.890000000000001,-1.7199999999999989,-11.219999999999999,2015-2019,S
18,SULAWESI TENGAH,-6.440000000000005,-9.160000000000004,-4.189999999999998,3.710000000000001,-0.9399999999999977,4.100000000000001,-2.9299999999999997,2015-2019,S
19,SULAWESI SELATAN,-12.68,-23.1,-32.83,-16.85,-6.859999999999999,-6.600000000000001,-17.160000000000004,2015-2019,S
20,SULAWESI TENGGARA,-11.600000000000001,-20.0,-22.44,-15.199999999999996,-13.969999999999999,-5.43,-15.119999999999997,2015-2019,S
21,MALUKU,-12.089999999999996,-9.940000000000005,-11.130000000000003,-1.3599999999999994,-12.82,3.539999999999999,-8.5,2015-2019,S
22,BALI,-8.089999999999996,-31.659999999999997,-38.12,-12.14,-18.919999999999995,-14.799999999999997,-21.989999999999995,2015-2019,S
23,NUSA TENGGARA BARAT,-5.550000000000004,-6.729999999999997,-13.840000000000003,-1.9100000000000037,-2.440000000000005,-2.0,-6.149999999999999,2015-2019,S
24,NUSA TENGGARA TIMUR,-1.4200000000000017,-3.520000000000003,0.28999999999999915,12.300000000000004,-1.5700000000000003,7.490000000000002,1.2299999999999969,2015-2019,S
25,PAPUA,-9.189999999999998,-7.869999999999997,-11.71,-2.8999999999999986,-9.649999999999999,2.969999999999999,-7.089999999999996,2015-2019,S
26,BENGKULU,-2.4200000000000017,-9.71,-0.8099999999999987,13.350000000000001,8.719999999999999,8.690000000000005,1.5799999999999983,2015-2019,S
27,MALUKU UTARA,-12.89,-8.950000000000003,-17.5,-2.0600000000000023,-12.64,-0.7100000000000009,-9.660000000000004,2015-2019,S
28,BANGKA BELITUNG,-2.690000000000005,0.8500000000000014,3.020000000000003,16.409999999999997,7.009999999999998,9.5,4.5,2015-2019,S
29,GORONTALO,-5.420000000000002,-16.35,-13.419999999999998,-5.240000000000002,-5.910000000000004,-1.9499999999999957,-8.54,2015-2019,S
30,BANTEN,-9.329999999999998,-7.789999999999999,-11.330000000000005,3.970000000000006,-1.7800000000000011,-2.3500000000000014,-5.75,2015-2019,S
31,KEPULAUAN RIAU,-3.950000000000003,-1.990000000000002,-5.439999999999998,16.159999999999997,4.269999999999996,3.3699999999999974,1.8900000000000006,2015-2019,S
32,SULAWESI BARAT,-10.199999999999996,-11.170000000000002,-15.770000000000003,-1.8699999999999974,-12.369999999999997,-2.969999999999999,-9.96,2015-2019,S
33,PAPUA BARAT,-17.18,-14.86,-24.47,-6.770000000000003,-22.54,-10.509999999999998,-17.25,2015-2019,S
34,KALIMANTAN UTARA,0.490000000000002,0.36999999999999744,2.349999999999998,11.79,3.6600000000000037,7.57,3.8400000000000034,2015-2019,S
1,DKI JAKARTA,4.109999999999999,0.29999999999999716,-1.490000000000002,6.780000000000001,7.57,-4.140000000000001,0.9600000000000009,2016-2017,S
2,JAWA BARAT,-2.0600000000000023,-4.240000000000002,-12.82,-6.789999999999999,2.0500000000000043,-10.14,-6.210000000000001,2016-2017,S
3,JAWA TENGAH,1.1800000000000068,-7.259999999999998,-6.100000000000001,2.9200000000000017,2.8999999999999986,-6.280000000000001,-4.109999999999999,2016-2017,S
4,DI YOGYAKARTA,3.219999999999999,1.6900000000000048,4.57,11.509999999999998,11.160000000000004,1.2700000000000031,3.710000000000001,2016-2017,S
5,JAWA TIMUR,-1.740000000000002,-14.590000000000003,-15.200000000000003,-11.670000000000002,1.8600000000000065,-7.030000000000001,-9.07,2016-2017,S
6,ACEH,-3.210000000000001,-14.21,-16.270000000000003,-23.32,-5.159999999999997,-16.939999999999998,-12.469999999999999,2016-2017,S
7,SUMATERA UTARA,-5.300000000000004,-10.43,-21.769999999999996,-19.380000000000003,2.4100000000000037,-16.4,-11.600000000000009,2016-2017,S
8,SUMATERA BARAT,2.1199999999999974,-1.1499999999999986,-7.299999999999997,-2.010000000000005,3.1199999999999974,-6.939999999999998,-2.229999999999997,2016-2017,S
9,RIAU,0.13000000000000256,-4.57,-6.759999999999998,-6.339999999999996,5.560000000000002,-7.530000000000001,-3.2099999999999937,2016-2017,S
10,JAMBI,-0.04999999999999716,0.22999999999999687,2.8800000000000026,2.25,5.519999999999996,-6.020000000000003,1.1600000000000037,2016-2017,S
11,SUMATERA SELATAN,-0.990000000000002,-9.760000000000005,-11.36,-2.960000000000001,1.2999999999999972,-8.549999999999997,-6.189999999999998,2016-2017,S
12,LAMPUNG,0.5,-5.900000000000006,-6.1200000000000045,-3.8599999999999994,4.020000000000003,-9.0,-4.109999999999999,2016-2017,S
13,KALIMANTAN BARAT,-2.6599999999999966,-13.04,-20.979999999999997,-13.270000000000003,-1.1299999999999955,-16.619999999999997,-12.280000000000001,2016-2017,S
14,KALIMANTAN TENGAH,1.9500000000000028,-1.3900000000000006,-2.760000000000005,1.9899999999999949,4.740000000000002,-4.010000000000005,-0.529999999999994,2016-2017,S
15,KALIMANTAN SELATAN,4.25,1.220000000000006,-3.8400000000000034,1.4299999999999997,4.170000000000002,1.6599999999999966,1.220000000000006,2016-2017,S
16,KALIMANTAN TIMUR,4.160000000000004,7.399999999999999,2.25,6.140000000000001,6.559999999999995,8.780000000000001,5.079999999999998,2016-2017,S
17,SULAWESI UTARA,-0.44999999999999574,-1.970000000000006,-8.530000000000001,-6.330000000000005,1.9399999999999977,1.4099999999999966,-2.1299999999999955,2016-2017,S
18,SULAWESI TENGAH,2.1699999999999946,2.6700000000000017,-2.6000000000000014,-2.1200000000000045,1.259999999999998,3.1799999999999997,0.8099999999999952,2016-2017,S
19,SULAWESI SELATAN,0.8900000000000006,4.219999999999999,-15.399999999999999,-4.689999999999998,-1.5100000000000051,-1.519999999999996,-2.960000000000001,2016-2017,S
20,SULAWESI TENGGARA,3.1000000000000014,13.07,3.5700000000000003,-1.5600000000000023,4.100000000000001,5.5,5.579999999999998,2016-2017,S
21,MALUKU,-6.660000000000004,6.75,-1.259999999999998,7.279999999999994,5.780000000000001,3.4299999999999997,1.490000000000002,2016-2017,S
22,BALI,3.719999999999999,3.490000000000002,-12.079999999999998,1.8399999999999963,1.009999999999998,-2.0400000000000063,-1.25,2016-2017,S
23,NUSA TENGGARA BARAT,-5.359999999999999,-0.14000000000000057,-14.690000000000001,-13.379999999999995,-2.9200000000000017,0.07000000000000028,-6.219999999999999,2016-2017,S
24,NUSA TENGGARA TIMUR,2.0700000000000003,3.8099999999999987,1.4599999999999973,7.189999999999998,3.240000000000002,5.170000000000002,2.480000000000004,2016-2017,S
25,PAPUA,-3.4200000000000017,3.260000000000005,2.8000000000000007,8.719999999999999,7.3799999999999955,4.539999999999999,3.1200000000000045,2016-2017,S
26,BENGKULU,-0.8699999999999974,-5.469999999999999,-1.3900000000000006,7.260000000000005,4.170000000000002,-0.5399999999999991,-1.1500000000000057,2016-2017,S
27,MALUKU UTARA,-5.359999999999999,4.479999999999997,2.1500000000000057,2.030000000000001,8.280000000000001,0.8800000000000026,2.3300000000000054,2016-2017,S
28,BANGKA BELITUNG,4.229999999999997,-3.280000000000001,6.810000000000002,12.829999999999998,10.990000000000002,3.9399999999999977,4.259999999999998,2016-2017,S
29,GORONTALO,-0.030000000000001137,-0.9200000000000017,0.10999999999999943,0.3500000000000014,2.3399999999999963,2.8299999999999983,0.46999999999999886,2016-2017,S
30,BANTEN,0.6200000000000045,-7.759999999999998,-7.529999999999998,-3.509999999999998,3.1199999999999974,-7.640000000000001,-4.469999999999999,2016-2017,S
31,KEPULAUAN RIAU,2.8499999999999943,3.1099999999999994,4.170000000000002,10.409999999999997,9.630000000000003,-4.25,4.199999999999996,2016-2017,S
32,SULAWESI BARAT,0.9200000000000017,0.6199999999999974,-4.450000000000003,-3.1099999999999994,-0.4200000000000017,-1.4300000000000068,-0.8500000000000014,2016-2017,S
33,PAPUA BARAT,-9.909999999999997,2.0600000000000023,-9.11,0.0899999999999963,4.530000000000001,-2.3200000000000003,-3.25,2016-2017,S
34,KALIMANTAN UTARA,5.100000000000001,2.729999999999997,4.010000000000002,6.240000000000002,8.799999999999997,2.5899999999999963,4.359999999999999,2016-2017,S
1,DKI JAKARTA,3.0,5.240000000000002,-7.369999999999997,2.0899999999999963,6.390000000000001,-3.5900000000000034,0.05000000000000426,2016-2018,S
2,JAWA BARAT,-5.310000000000002,-4.3799999999999955,-22.12,-10.020000000000003,-2.1999999999999957,-11.080000000000005,-10.21,2016-2018,S
3,JAWA TENGAH,0.09000000000000341,-3.5700000000000003,-10.719999999999999,-2.5600000000000023,0.19000000000000483,-6.18,-5.25,2016-2018,S
4,DI YOGYAKARTA,1.6599999999999966,6.700000000000003,-2.3599999999999994,5.079999999999998,7.969999999999999,-0.240000000000002,1.9500000000000028,2016-2018,S
5,JAWA TIMUR,-2.6300000000000026,-12.800000000000004,-21.340000000000003,-14.729999999999997,-1.3499999999999943,-8.120000000000005,-11.080000000000005,2016-2018,S
