KODE,NAMA PROVINSI,BAHASA INDONESIA,BAHASA INGGRIS,MATEMATIKA,EKONOMI,SOSIOLOGI,GEOGRAFI,RERATA NILAI,Tahun,Status
6,ACEH,-17.950000000000003,-32.419999999999995,-36.29,-17.39,-15.329999999999998,-18.64,-23.549999999999997,2015-2018,NS
7,SUMATERA UTARA,-22.04,-30.189999999999998,-39.66,-24.269999999999996,-18.86999999999999,-12.100000000000001,-25.099999999999994,2015-2018,NS
8,SUMATERA BARAT,-8.519999999999996,-8.209999999999994,-36.06999999999999,-10.469999999999999,-7.479999999999997,3.9200000000000017,-12.469999999999999,2015-2018,NS
9,RIAU,-10.009999999999998,-20.28,-23.810000000000002,-9.149999999999999,-9.61,-1.1099999999999994,-13.290000000000006,2015-2018,NS
10,JAMBI,-10.060000000000002,-16.43,-19.3,-6.32,-8.030000000000001,-5.25,-12.079999999999998,2015-2018,NS
11,SUMATERA SELATAN,-16.999999999999993,-24.03,-34.92999999999999,-16.96,-15.719999999999999,-15.439999999999998,-21.479999999999997,2015-2018,NS
12,LAMPUNG,-9.189999999999998,-18.060000000000002,-21.889999999999997,-5.580000000000005,1.3299999999999983,-2.1000000000000014,-10.329999999999998,2015-2018,NS
13,KALIMANTAN BARAT,-12.289999999999992,-24.659999999999997,-25.22,-11.25,-11.96,-6.909999999999997,-16.47,2015-2018,NS
14,KALIMANTAN TENGAH,-11.779999999999994,-13.240000000000002,-14.689999999999998,-1.6199999999999974,-2.1099999999999994,-5.239999999999995,-8.729999999999997,2015-2018,NS
15,KALIMANTAN SELATAN,-4.109999999999992,-18.67,-17.310000000000002,-6.170000000000002,-8.380000000000003,3.979999999999997,-9.25,2015-2018,NS
16,KALIMANTAN TIMUR,-5.57,-8.57,-13.969999999999999,0.10999999999999943,-6.850000000000001,2.969999999999999,-5.8600000000000065,2015-2018,NS
17,SULAWESI UTARA,-10.799999999999997,-26.720000000000006,-31.8,-18.15,-14.229999999999997,-8.939999999999998,-18.32,2015-2018,NS
18,SULAWESI TENGAH,-5.769999999999996,-16.47,-9.470000000000002,-1.4799999999999969,-4.740000000000002,1.9000000000000057,-6.810000000000002,2015-2018,NS
19,SULAWESI SELATAN,-12.61,-28.650000000000006,-37.8,-22.43,-8.29,-8.93,-20.35,2015-2018,NS
20,SULAWESI TENGGARA,-6.990000000000002,-20.300000000000004,-15.25,-9.86,-12.229999999999997,1.1599999999999966,-11.509999999999998,2015-2018,NS
21,MALUKU,-0.30000000000000426,-0.9600000000000009,-0.259999999999998,7.990000000000002,-2.5800000000000054,13.61,2.260000000000005,2015-2018,NS
22,BALI,-10.54,-33.92,-39.4,-24.03,-22.020000000000003,-15.909999999999997,-24.57,2015-2018,NS
23,NUSA TENGGARA BARAT,-3.9199999999999946,-13.480000000000004,-17.31,-6.399999999999999,-5.230000000000004,-2.8999999999999986,-8.86,2015-2018,NS
24,NUSA TENGGARA TIMUR,-2.5799999999999983,-7.530000000000001,-0.8299999999999983,6.6299999999999955,-3.539999999999999,7.43,-0.740000000000002,2015-2018,NS
25,PAPUA,-3.1300000000000026,-7.8799999999999955,-7.590000000000003,2.5900000000000034,-8.920000000000002,4.780000000000001,-3.8500000000000014,2015-2018,NS
26,BENGKULU,-3.1899999999999977,-15.940000000000005,-3.6799999999999997,6.939999999999998,6.710000000000001,9.07,-1.25,2015-2018,NS
27,MALUKU UTARA,-8.439999999999998,-8.040000000000006,-16.990000000000002,-3.4099999999999966,-13.409999999999997,2.530000000000001,-8.149999999999999,2015-2018,NS
28,BANGKA BELITUNG,-4.319999999999993,-3.970000000000006,-2.9299999999999997,11.160000000000004,5.509999999999998,9.0,1.1599999999999966,2015-2018,NS
29,GORONTALO,-11.0,-25.439999999999998,-18.529999999999998,-12.329999999999998,-10.64,-1.5399999999999991,-14.389999999999993,2015-2018,NS
30,BANTEN,-8.259999999999991,-13.380000000000003,-16.43,-0.18999999999999773,-2.239999999999995,-2.200000000000003,-7.969999999999999,2015-2018,NS
31,KEPULAUAN RIAU,-7.530000000000001,-5.689999999999998,-6.07,10.61,2.1799999999999997,5.090000000000003,-1.25,2015-2018,NS
32,SULAWESI BARAT,-12.920000000000002,-18.729999999999997,-19.410000000000004,-9.689999999999998,-14.909999999999997,-6.030000000000001,-14.449999999999996,2015-2018,NS
33,PAPUA BARAT,-11.579999999999998,-11.61,-15.0,-6.939999999999998,-16.519999999999996,-1.0200000000000031,-10.810000000000002,2015-2018,NS
34,KALIMANTAN UTARA,-4.390000000000001,-7.159999999999997,-4.219999999999999,7.440000000000005,-1.269999999999996,7.6299999999999955,-1.4100000000000037,2015-2018,NS
1,DKI JAKARTA,1.25,-3.8799999999999955,-10.14,-0.8799999999999955,-3.930000000000007,0.6700000000000017,-3.8900000000000006,2015-2019,NS
2,JAWA BARAT,-8.329999999999998,-10.5,-23.309999999999995,-0.9600000000000009,0.8299999999999983,-6.490000000000002,-9.290000000000006,2015-2019,NS
3,JAWA TENGAH,-1.5999999999999943,-5.829999999999998,-10.100000000000001,1.0900000000000034,-3.3999999999999986,8.760000000000005,-3.680000000000007,2015-2019,NS
4,DI YOGYAKARTA,-1.2000000000000028,0.6799999999999997,-6.089999999999996,18.11,5.280000000000001,9.18,2.5900000000000034,2015-2019,NS
5,JAWA TIMUR,-7.560000000000002,-20.57,-27.1,-5.660000000000004,-15.859999999999992,-0.21999999999999886,-14.380000000000003,2015-2019,NS
6,ACEH,-19.189999999999998,-27.709999999999994,-32.92,-13.969999999999999,-16.1,-17.21,-21.700000000000003,2015-2019,NS
7,SUMATERA UTARA,-23.439999999999998,-28.28,-38.24999999999999,-19.309999999999995,-19.729999999999997,-13.659999999999997,-24.58,2015-2019,NS
8,SUMATERA BARAT,-7.949999999999996,-5.609999999999999,-33.129999999999995,-5.43,-8.009999999999998,5.25,-10.740000000000002,2015-2019,NS
9,RIAU,-11.379999999999995,-20.08,-23.810000000000002,-8.909999999999997,-11.090000000000003,-3.1899999999999977,-13.920000000000002,2015-2019,NS
10,JAMBI,-10.480000000000004,-13.939999999999998,-18.06,-3.6499999999999986,-8.670000000000002,-5.980000000000004,-11.299999999999997,2015-2019,NS
11,SUMATERA SELATAN,-17.519999999999996,-20.659999999999997,-33.19,-13.379999999999995,-15.39,-14.86,-20.08,2015-2019,NS
12,LAMPUNG,-8.689999999999998,-14.57,-18.859999999999996,-0.5100000000000051,1.4499999999999957,-1.9200000000000017,-8.399999999999999,2015-2019,NS
13,KALIMANTAN BARAT,-12.089999999999996,-21.189999999999998,-21.979999999999997,-7.850000000000001,-11.600000000000001,-5.399999999999999,-14.43,2015-2019,NS
14,KALIMANTAN TENGAH,-12.029999999999994,-10.310000000000002,-12.679999999999996,1.8300000000000054,-1.529999999999994,-2.289999999999999,-7.109999999999999,2015-2019,NS
15,KALIMANTAN SELATAN,-2.059999999999988,-18.160000000000004,-16.950000000000003,1.1599999999999966,-6.740000000000002,5.490000000000002,-7.8799999999999955,2015-2019,NS
16,KALIMANTAN TIMUR,-3.490000000000002,-8.799999999999997,-15.029999999999994,2.9299999999999997,-5.759999999999998,2.719999999999999,-5.410000000000004,2015-2019,NS
17,SULAWESI UTARA,-11.549999999999997,-23.710000000000008,-29.46,-12.25,-11.699999999999996,-7.0,-16.379999999999995,2015-2019,NS
18,SULAWESI TENGAH,-6.460000000000001,-12.770000000000003,-7.25,2.8600000000000065,-2.8100000000000023,2.5900000000000034,-5.07,2015-2019,NS
19,SULAWESI SELATAN,-13.18,-25.690000000000005,-35.650000000000006,-16.619999999999997,-7.450000000000003,-8.43,-18.83,2015-2019,NS
20,SULAWESI TENGGARA,-9.96,-20.4,-20.979999999999997,-10.46,-12.229999999999997,-3.3300000000000054,-14.020000000000003,2015-2019,NS
21,MALUKU,-13.93,-13.909999999999997,-18.509999999999998,-3.289999999999999,-15.07,0.9500000000000028,-12.019999999999996,2015-2019,NS
22,BALI,-8.480000000000004,-34.51,-40.22,-15.409999999999997,-20.310000000000002,-15.329999999999998,-23.72,2015-2019,NS
23,NUSA TENGGARA BARAT,-3.5999999999999943,-9.130000000000003,-15.099999999999998,0.30000000000000426,-2.710000000000001,-0.75,-6.409999999999997,2015-2019,NS
24,NUSA TENGGARA TIMUR,-3.3299999999999983,-6.740000000000002,-2.4499999999999993,8.409999999999997,-3.5900000000000034,5.579999999999998,-1.2000000000000028,2015-2019,NS
25,PAPUA,-8.130000000000003,-7.119999999999997,-10.230000000000004,-1.8699999999999974,-9.689999999999998,5.82,-5.829999999999998,2015-2019,NS
26,BENGKULU,-2.270000000000003,-12.190000000000005,-0.5799999999999983,13.079999999999998,6.670000000000002,9.11,0.8500000000000014,2015-2019,NS
27,MALUKU UTARA,-18.339999999999996,-13.620000000000005,-27.750000000000004,-7.269999999999996,-16.409999999999997,-4.359999999999999,-15.719999999999999,2015-2019,NS
28,BANGKA BELITUNG,-2.739999999999995,-1.4299999999999997,-0.3399999999999963,16.330000000000005,4.890000000000001,10.189999999999998,3.0,2015-2019,NS
29,GORONTALO,-9.32,-20.43,-16.06,-6.439999999999998,-9.689999999999998,-2.989999999999995,-11.879999999999995,2015-2019,NS
30,BANTEN,-7.949999999999996,-9.469999999999999,-13.43,5.539999999999999,-1.769999999999996,-0.9500000000000028,-5.800000000000004,2015-2019,NS
31,KEPULAUAN RIAU,-6.270000000000003,-5.579999999999998,-4.890000000000001,10.829999999999998,0.8500000000000014,1.9300000000000068,-1.0,2015-2019,NS
32,SULAWESI BARAT,-11.07,-14.759999999999998,-18.500000000000004,-5.32,-12.490000000000002,-5.720000000000006,-12.229999999999997,2015-2019,NS
33,PAPUA BARAT,-16.79,-13.25,-21.08,-7.289999999999999,-18.589999999999996,-7.640000000000001,-14.810000000000002,2015-2019,NS
34,KALIMANTAN UTARA,-0.9400000000000048,-2.6199999999999974,-1.5599999999999987,12.940000000000005,1.230000000000004,8.829999999999998,1.9299999999999997,2015-2019,NS
1,DKI JAKARTA,6.359999999999999,3.25,2.25,8.719999999999999,10.469999999999992,-1.1799999999999926,3.760000000000005,2016-2017,NS
2,JAWA BARAT,-1.8900000000000006,-5.32,-15.049999999999997,-6.43,3.059999999999995,-9.949999999999996,-6.970000000000006,2016-2017,NS
3,JAWA TENGAH,1.980000000000004,-6.280000000000001,-6.649999999999999,3.530000000000001,4.030000000000001,-6.8700000000000045,-3.8299999999999983,2016-2017,NS
4,DI YOGYAKARTA,4.099999999999994,2.049999999999997,4.169999999999995,11.119999999999997,11.200000000000003,0.8599999999999994,3.6199999999999974,2016-2017,NS
5,JAWA TIMUR,-0.5799999999999983,-14.260000000000005,-16.85,-9.54,2.980000000000004,-6.840000000000003,-9.079999999999998,2016-2017,NS
6,ACEH,-2.769999999999996,-12.310000000000002,-10.840000000000003,-14.89,-0.8099999999999952,-12.18,-9.36,2016-2017,NS
7,SUMATERA UTARA,-5.590000000000003,-10.349999999999994,-20.369999999999997,-17.68,1.5899999999999963,-15.479999999999997,-11.339999999999996,2016-2017,NS
8,SUMATERA BARAT,2.6000000000000014,1.019999999999996,-2.8800000000000026,-0.20000000000000284,5.559999999999995,-6.770000000000003,-0.3500000000000014,2016-2017,NS
9,RIAU,-0.7600000000000051,-8.29,-12.259999999999998,-10.439999999999998,4.149999999999999,-8.819999999999993,-6.6200000000000045,2016-2017,NS
10,JAMBI,-0.1700000000000017,-1.2700000000000031,-0.4399999999999977,3.240000000000002,6.010000000000005,-5.32,-0.30999999999999517,2016-2017,NS
11,SUMATERA SELATAN,-1.3299999999999983,-9.280000000000001,-10.259999999999998,-2.8400000000000034,1.9600000000000009,-8.770000000000003,-6.009999999999998,2016-2017,NS
12,LAMPUNG,0.5,-7.740000000000002,-8.229999999999997,-4.829999999999998,4.310000000000002,-9.82,-5.350000000000001,2016-2017,NS
13,KALIMANTAN BARAT,-2.1899999999999977,-14.719999999999999,-23.57,-15.14,-1.6300000000000026,-16.309999999999995,-13.530000000000001,2016-2017,NS
14,KALIMANTAN TENGAH,0.9000000000000057,-2.0700000000000003,-2.0500000000000043,0.22999999999999687,5.699999999999996,-5.220000000000006,-1.1099999999999994,2016-2017,NS
15,KALIMANTAN SELATAN,2.9100000000000037,-0.6899999999999977,-6.140000000000001,1.1300000000000026,3.5500000000000043,-0.3999999999999986,-0.9499999999999957,2016-2017,NS
16,KALIMANTAN TIMUR,3.490000000000002,5.780000000000001,-1.1400000000000006,5.469999999999999,5.920000000000002,3.4499999999999957,2.950000000000003,2016-2017,NS
17,SULAWESI UTARA,-2.289999999999999,-5.450000000000003,-13.029999999999994,-6.93,-0.060000000000002274,-1.1099999999999994,-5.210000000000001,2016-2017,NS
18,SULAWESI TENGAH,2.6799999999999997,2.4299999999999997,-2.7300000000000004,0.27999999999999403,1.6799999999999997,1.8900000000000006,0.6400000000000006,2016-2017,NS
19,SULAWESI SELATAN,0.3499999999999943,0.0,-17.65,-6.799999999999997,-0.75,-1.0200000000000031,-4.780000000000001,2016-2017,NS
20,SULAWESI TENGGARA,2.460000000000001,11.530000000000001,3.0500000000000043,0.9600000000000009,4.189999999999998,4.910000000000004,5.040000000000006,2016-2017,NS
21,MALUKU,-5.970000000000006,6.420000000000002,-3.469999999999999,7.099999999999994,5.579999999999998,2.8999999999999986,1.1400000000000006,2016-2017,NS
22,BALI,2.559999999999995,2.3200000000000003,-12.990000000000002,-0.5900000000000034,0.5300000000000011,-3.700000000000003,-2.5900000000000034,2016-2017,NS
23,NUSA TENGGARA BARAT,-3.740000000000002,-2.1000000000000014,-15.09,-7.949999999999996,-2.730000000000004,-1.8500000000000014,-6.520000000000003,2016-2017,NS
24,NUSA TENGGARA TIMUR,1.3599999999999994,2.5,0.3000000000000007,4.520000000000003,2.270000000000003,4.100000000000001,1.3999999999999986,2016-2017,NS
25,PAPUA,-4.049999999999997,2.700000000000003,1.8000000000000043,5.580000000000005,6.809999999999995,1.4699999999999989,2.0899999999999963,2016-2017,NS
26,BENGKULU,-0.03999999999999915,-8.170000000000002,-2.049999999999997,4.089999999999996,6.359999999999999,-2.3499999999999943,-1.8900000000000006,2016-2017,NS
27,MALUKU UTARA,-6.710000000000001,1.8499999999999943,-5.780000000000001,2.239999999999995,7.0,-3.010000000000005,-1.2600000000000051,2016-2017,NS
28,BANGKA BELITUNG,4.169999999999995,-1.8999999999999986,5.939999999999998,11.54,11.07,2.8300000000000054,3.6499999999999986,2016-2017,NS
29,GORONTALO,-2.1400000000000006,-1.2700000000000031,-3.3400000000000034,1.759999999999998,2.8399999999999963,1.7600000000000051,-1.2100000000000009,2016-2017,NS
30,BANTEN,0.9299999999999997,-7.420000000000002,-5.990000000000002,-1.8500000000000014,4.93,-5.759999999999998,-3.5600000000000023,2016-2017,NS
31,KEPULAUAN RIAU,1.3599999999999994,0.9299999999999997,3.480000000000004,7.07,8.75,-5.979999999999997,2.0700000000000003,2016-2017,NS
32,SULAWESI BARAT,0.8400000000000034,-0.8399999999999963,-5.32,-1.2000000000000028,1.1999999999999957,-0.9099999999999966,-1.1799999999999997,2016-2017,NS
33,PAPUA BARAT,-7.990000000000002,2.970000000000006,-4.339999999999996,2.769999999999996,5.119999999999997,-3.469999999999999,-1.3999999999999986,2016-2017,NS
34,KALIMANTAN UTARA,4.020000000000003,-0.6000000000000014,1.5800000000000018,6.719999999999999,5.940000000000005,3.9000000000000057,2.3800000000000026,2016-2017,NS
1,DKI JAKARTA,4.909999999999997,7.579999999999998,-5.359999999999999,3.4399999999999977,8.129999999999995,-0.6699999999999875,1.980000000000004,2016-2018,NS
2,JAWA BARAT,-3.960000000000001,-3.210000000000001,-22.189999999999998,-10.030000000000001,-1.1799999999999997,-10.369999999999997,-9.560000000000002,2016-2018,NS
3,JAWA TENGAH,2.030000000000001,-1.0399999999999991,-11.909999999999997,-2.020000000000003,1.2000000000000028,-5.380000000000003,-4.43,2016-2018,NS
