KODE,NAMA PROVINSI,BAHASA INDONESIA,BAHASA INGGRIS,MATEMATIKA,KOMPETENSI,RERATA NILAI,Tahun,Status
4,DI YOGYAKARTA,1.289999999999992,2.700000000000003,-4.239999999999995,-27.980000000000004,-7.049999999999997,2017-2018,NS
5,JAWA TIMUR,-0.75,0.8399999999999963,-3.3200000000000003,-30.849999999999994,-8.520000000000003,2017-2018,NS
6,ACEH,-1.3099999999999952,-0.6000000000000014,-1.6799999999999997,-33.84,-9.36,2017-2018,NS
7,SUMATERA UTARA,-3.039999999999999,-3.75,-7.890000000000001,-34.629999999999995,-12.329999999999998,2017-2018,NS
8,SUMATERA BARAT,1.0499999999999972,2.0899999999999963,-1.230000000000004,-30.92000000000001,-7.25,2017-2018,NS
9,RIAU,-0.7800000000000011,0.5399999999999991,-3.3699999999999974,-32.13,-8.93,2017-2018,NS
10,JAMBI,-0.9499999999999957,0.5100000000000051,-1.6900000000000013,-31.490000000000002,-8.400000000000006,2017-2018,NS
11,SUMATERA SELATAN,-1.5700000000000003,0.5,-1.8399999999999999,-33.46,-9.090000000000003,2017-2018,NS
12,LAMPUNG,-0.6199999999999974,0.6799999999999997,-1.6300000000000026,-31.410000000000004,-8.25,2017-2018,NS
13,KALIMANTAN BARAT,-0.3500000000000014,1.2999999999999972,-1.3499999999999979,-29.809999999999995,-7.549999999999997,2017-2018,NS
14,KALIMANTAN TENGAH,-0.9500000000000028,0.10000000000000142,-3.2500000000000036,-30.47,-8.64,2017-2018,NS
15,KALIMANTAN SELATAN,1.039999999999992,-0.1599999999999966,-1.7199999999999989,-14.71,-3.8900000000000006,2017-2018,NS
16,KALIMANTAN TIMUR,0.8199999999999932,-0.1699999999999946,-2.229999999999997,-30.61,-8.04,2017-2018,NS
17,SULAWESI UTARA,-0.3100000000000023,-4.939999999999998,-3.140000000000004,-33.28,-10.410000000000004,2017-2018,NS
18,SULAWESI TENGAH,-0.46999999999999886,-3.210000000000001,-1.8200000000000003,-33.12,-9.659999999999997,2017-2018,NS
19,SULAWESI SELATAN,-1.4400000000000048,-3.75,-2.359999999999996,-37.769999999999996,-11.329999999999998,2017-2018,NS
20,SULAWESI TENGGARA,-1.6499999999999986,-8.550000000000004,-9.090000000000003,-33.35,-13.159999999999997,2017-2018,NS
21,MALUKU,1.2099999999999937,-4.8700000000000045,-5.719999999999999,-30.52000000000001,-9.969999999999999,2017-2018,NS
22,BALI,1.6399999999999935,-1.480000000000004,-1.5600000000000023,-28.490000000000002,-7.469999999999999,2017-2018,NS
23,NUSA TENGGARA BARAT,0.5999999999999943,-2.9499999999999957,-0.4499999999999993,-34.769999999999996,-9.39,2017-2018,NS
24,NUSA TENGGARA TIMUR,2.75,-3.3699999999999974,-1.4400000000000013,-32.879999999999995,-8.730000000000004,2017-2018,NS
25,PAPUA,2.8699999999999974,-3.1999999999999957,-2.460000000000001,-30.510000000000005,-8.32,2017-2018,NS
26,BENGKULU,-0.3299999999999983,0.12999999999999545,-1.2100000000000009,-28.869999999999997,-7.57,2017-2018,NS
27,MALUKU UTARA,4.6299999999999955,-1.6099999999999994,0.8699999999999974,-32.14,-7.060000000000002,2017-2018,NS
28,BANGKA BELITUNG,0.7700000000000102,1.6899999999999977,-3.009999999999998,-30.0,-7.640000000000001,2017-2018,NS
29,GORONTALO,-1.9699999999999989,-1.2199999999999989,-3.120000000000001,-35.46,-10.439999999999998,2017-2018,NS
30,BANTEN,-1.1700000000000017,0.7199999999999989,-1.3099999999999987,-32.739999999999995,-8.629999999999995,2017-2018,NS
31,KEPULAUAN RIAU,0.4099999999999966,3.0600000000000023,-1.2000000000000028,-29.38000000000001,-6.770000000000003,2017-2018,NS
32,SULAWESI BARAT,1.2099999999999937,-1.1199999999999974,-1.3100000000000023,-32.47,-8.43,2017-2018,NS
33,PAPUA BARAT,-0.0899999999999963,-4.439999999999998,-5.670000000000002,-31.32,-10.379999999999995,2017-2018,NS
34,KALIMANTAN UTARA,0.20000000000000284,2.8599999999999994,-0.9899999999999984,-31.35,-7.32,2017-2018,NS
1,DKI JAKARTA,2.8500000000000085,2.9399999999999977,0.45999999999999375,-27.939999999999998,-5.420000000000002,2017-2019,NS
2,JAWA BARAT,1.470000000000006,2.8200000000000003,0.10999999999999943,-29.839999999999996,-6.359999999999999,2017-2019,NS
3,JAWA TENGAH,2.3500000000000085,1.6699999999999946,-4.170000000000002,-26.619999999999997,-6.690000000000005,2017-2019,NS
4,DI YOGYAKARTA,3.9599999999999937,2.0600000000000023,-5.1399999999999935,-26.870000000000005,-6.490000000000002,2017-2019,NS
5,JAWA TIMUR,2.200000000000003,2.1799999999999997,-1.2899999999999991,-29.139999999999993,-6.509999999999998,2017-2019,NS
6,ACEH,0.5300000000000011,2.010000000000005,1.129999999999999,-31.610000000000007,-6.990000000000002,2017-2019,NS
7,SUMATERA UTARA,-2.0,-2.1500000000000057,-4.869999999999997,-33.25999999999999,-10.57,2017-2019,NS
8,SUMATERA BARAT,2.3400000000000034,3.3999999999999986,0.5,-29.210000000000008,-5.740000000000002,2017-2019,NS
9,RIAU,0.9699999999999989,1.8299999999999983,-1.5599999999999952,-31.159999999999997,-7.479999999999997,2017-2019,NS
10,JAMBI,0.5100000000000051,2.4100000000000037,0.6699999999999982,-30.6,-6.75,2017-2019,NS
11,SUMATERA SELATAN,0.05999999999999517,2.719999999999999,0.9400000000000013,-32.519999999999996,-7.200000000000003,2017-2019,NS
12,LAMPUNG,1.5700000000000074,2.8299999999999983,0.9600000000000009,-29.930000000000007,-6.140000000000001,2017-2019,NS
13,KALIMANTAN BARAT,1.3900000000000006,2.8900000000000006,0.9600000000000009,-28.429999999999993,-5.799999999999997,2017-2019,NS
14,KALIMANTAN TENGAH,0.8999999999999986,1.9099999999999966,-0.990000000000002,-28.86,-6.759999999999998,2017-2019,NS
15,KALIMANTAN SELATAN,2.539999999999992,1.4399999999999977,-1.8000000000000043,-14.57,-3.1000000000000014,2017-2019,NS
16,KALIMANTAN TIMUR,1.3699999999999903,-0.28999999999999915,-3.3399999999999963,-30.019999999999996,-8.07,2017-2019,NS
17,SULAWESI UTARA,1.3500000000000014,-3.259999999999998,-2.5100000000000016,-30.990000000000002,-8.850000000000001,2017-2019,NS
18,SULAWESI TENGAH,0.04999999999999716,-1.5100000000000051,-1.1700000000000017,-32.31999999999999,-8.740000000000002,2017-2019,NS
19,SULAWESI SELATAN,-1.1799999999999997,-2.6700000000000017,-2.5299999999999976,-36.55,-10.729999999999997,2017-2019,NS
20,SULAWESI TENGGARA,-0.990000000000002,-8.399999999999999,-10.280000000000005,-32.65,-13.079999999999998,2017-2019,NS
21,MALUKU,0.6899999999999977,-8.170000000000002,-8.850000000000001,-35.56000000000001,-12.969999999999999,2017-2019,NS
22,BALI,3.770000000000003,-0.5900000000000034,-0.7899999999999991,-25.189999999999998,-5.700000000000003,2017-2019,NS
23,NUSA TENGGARA BARAT,1.5499999999999972,-0.17999999999999972,0.5800000000000018,-31.449999999999996,-7.369999999999997,2017-2019,NS
24,NUSA TENGGARA TIMUR,1.25,-3.019999999999996,-1.5899999999999999,-30.979999999999997,-8.579999999999998,2017-2019,NS
25,PAPUA,2.6499999999999986,-4.640000000000001,-3.4100000000000037,-31.050000000000004,-9.110000000000007,2017-2019,NS
26,BENGKULU,1.1900000000000048,2.539999999999999,1.3299999999999983,-27.599999999999994,-5.640000000000001,2017-2019,NS
27,MALUKU UTARA,1.4799999999999969,-4.8899999999999935,-4.219999999999999,-35.06,-10.670000000000002,2017-2019,NS
28,BANGKA BELITUNG,3.5600000000000023,3.479999999999997,-0.10999999999999943,-28.060000000000002,-5.280000000000001,2017-2019,NS
29,GORONTALO,0.020000000000003126,2.6299999999999955,-0.5899999999999999,-32.629999999999995,-7.6399999999999935,2017-2019,NS
30,BANTEN,1.2199999999999989,2.9299999999999997,1.3299999999999983,-31.139999999999993,-6.419999999999995,2017-2019,NS
31,KEPULAUAN RIAU,2.719999999999999,2.440000000000005,-1.7000000000000028,-29.080000000000005,-6.399999999999999,2017-2019,NS
32,SULAWESI BARAT,1.2199999999999989,-1.6299999999999955,-0.8900000000000006,-33.03,-8.589999999999996,2017-2019,NS
33,PAPUA BARAT,1.6600000000000037,-3.4099999999999966,-3.0600000000000023,-29.130000000000003,-8.479999999999997,2017-2019,NS
34,KALIMANTAN UTARA,1.720000000000006,5.1200000000000045,0.9400000000000013,-28.909999999999997,-5.280000000000001,2017-2019,NS
1,DKI JAKARTA,1.8500000000000085,0.6499999999999986,0.8699999999999974,0.39000000000000057,0.9399999999999977,2018-2019,NS
2,JAWA BARAT,2.1799999999999997,1.6999999999999957,2.4800000000000004,1.6899999999999977,2.010000000000005,2018-2019,NS
3,JAWA TENGAH,2.25,0.22999999999999687,0.4100000000000037,1.1399999999999935,1.009999999999998,2018-2019,NS
4,DI YOGYAKARTA,2.6700000000000017,-0.6400000000000006,-0.8999999999999986,1.1099999999999994,0.5599999999999952,2018-2019,NS
5,JAWA TIMUR,2.950000000000003,1.3400000000000034,2.030000000000001,1.7100000000000009,2.010000000000005,2018-2019,NS
6,ACEH,1.8399999999999963,2.6100000000000065,2.8099999999999987,2.229999999999997,2.3699999999999974,2018-2019,NS
7,SUMATERA UTARA,1.0399999999999991,1.5999999999999943,3.020000000000003,1.3700000000000045,1.759999999999998,2018-2019,NS
8,SUMATERA BARAT,1.2900000000000063,1.3100000000000023,1.730000000000004,1.7100000000000009,1.509999999999998,2018-2019,NS
9,RIAU,1.75,1.2899999999999991,1.8100000000000023,0.970000000000006,1.4500000000000028,2018-2019,NS
10,JAMBI,1.4600000000000009,1.8999999999999986,2.3599999999999994,0.8900000000000006,1.6500000000000057,2018-2019,NS
11,SUMATERA SELATAN,1.6299999999999955,2.219999999999999,2.780000000000001,0.9400000000000048,1.8900000000000006,2018-2019,NS
12,LAMPUNG,2.190000000000005,2.1499999999999986,2.5900000000000034,1.4799999999999969,2.1099999999999994,2018-2019,NS
13,KALIMANTAN BARAT,1.740000000000002,1.5900000000000034,2.3099999999999987,1.3800000000000026,1.75,2018-2019,NS
14,KALIMANTAN TENGAH,1.8500000000000014,1.8099999999999952,2.2600000000000016,1.6099999999999994,1.8800000000000026,2018-2019,NS
15,KALIMANTAN SELATAN,1.5,1.5999999999999943,-0.0800000000000054,0.14000000000000057,0.7899999999999991,2018-2019,NS
16,KALIMANTAN TIMUR,0.5499999999999972,-0.12000000000000455,-1.1099999999999994,0.5900000000000034,-0.030000000000001137,2018-2019,NS
17,SULAWESI UTARA,1.6600000000000037,1.6799999999999997,0.6300000000000026,2.289999999999999,1.5600000000000023,2018-2019,NS
18,SULAWESI TENGAH,0.519999999999996,1.6999999999999957,0.6499999999999986,0.8000000000000043,0.9199999999999946,2018-2019,NS
19,SULAWESI SELATAN,0.2600000000000051,1.0799999999999983,-0.1700000000000017,1.2199999999999989,0.6000000000000014,2018-2019,NS
20,SULAWESI TENGGARA,0.6599999999999966,0.15000000000000568,-1.1900000000000013,0.7000000000000028,0.0799999999999983,2018-2019,NS
21,MALUKU,-0.519999999999996,-3.299999999999997,-3.1300000000000026,-5.039999999999999,-3.0,2018-2019,NS
22,BALI,2.1300000000000097,0.8900000000000006,0.7700000000000031,3.3000000000000043,1.769999999999996,2018-2019,NS
23,NUSA TENGGARA BARAT,0.9500000000000028,2.769999999999996,1.0300000000000011,3.3200000000000003,2.020000000000003,2018-2019,NS
24,NUSA TENGGARA TIMUR,-1.5,0.3500000000000014,-0.14999999999999858,1.8999999999999986,0.15000000000000568,2018-2019,NS
25,PAPUA,-0.21999999999999886,-1.4400000000000048,-0.9500000000000028,-0.5399999999999991,-0.7900000000000063,2018-2019,NS
26,BENGKULU,1.5200000000000031,2.4100000000000037,2.539999999999999,1.2700000000000031,1.9299999999999997,2018-2019,NS
27,MALUKU UTARA,-3.1499999999999986,-3.279999999999994,-5.089999999999996,-2.9200000000000017,-3.6099999999999994,2018-2019,NS
28,BANGKA BELITUNG,2.789999999999992,1.7899999999999991,2.8999999999999986,1.9399999999999977,2.3599999999999994,2018-2019,NS
29,GORONTALO,1.990000000000002,3.8499999999999943,2.530000000000001,2.8300000000000054,2.8000000000000043,2018-2019,NS
30,BANTEN,2.3900000000000006,2.210000000000001,2.639999999999997,1.6000000000000014,2.210000000000001,2018-2019,NS
31,KEPULAUAN RIAU,2.3100000000000023,-0.6199999999999974,-0.5,0.30000000000000426,0.37000000000000455,2018-2019,NS
32,SULAWESI BARAT,0.010000000000005116,-0.509999999999998,0.4200000000000017,-0.5600000000000023,-0.1599999999999966,2018-2019,NS
33,PAPUA BARAT,1.75,1.0300000000000011,2.6099999999999994,2.1899999999999977,1.8999999999999986,2018-2019,NS
34,KALIMANTAN UTARA,1.5200000000000031,2.260000000000005,1.9299999999999997,2.440000000000005,2.039999999999999,2018-2019,NS
