KODE,NAMA PROVINSI,BAHASA INDONESIA,BAHASA INGGRIS,MATEMATIKA,FISIKA,KIMIA,BIOLOGI,RERATA NILAI,Tahun,Status
17,SULAWESI UTARA,-8.230000000000004,-23.6,-38.64,-36.79,-19.160000000000004,-25.549999999999997,-23.609999999999992,2015-2018,N
18,SULAWESI TENGAH,-4.750000000000007,-13.46,-14.069999999999997,-12.730000000000004,6.349999999999994,-5.390000000000001,-6.200000000000003,2015-2018,N
19,SULAWESI SELATAN,-12.089999999999996,-22.92,-39.57000000000001,-42.519999999999996,-8.829999999999998,-34.08,-25.389999999999993,2015-2018,N
20,SULAWESI TENGGARA,-7.549999999999997,-20.03,-30.630000000000003,-28.729999999999997,-11.5,-17.419999999999995,-18.9,2015-2018,N
21,MALUKU,-2.839999999999989,-2.210000000000001,-3.270000000000003,-6.669999999999995,8.689999999999998,-2.210000000000001,-0.6300000000000026,2015-2018,N
22,BALI,-10.310000000000002,-21.189999999999998,-33.81,-31.630000000000003,-21.980000000000004,-20.540000000000006,-22.110000000000007,2015-2018,N
23,NUSA TENGGARA BARAT,-2.979999999999997,-12.729999999999997,-26.27,-24.03,-1.0599999999999952,-11.57,-12.079999999999998,2015-2018,N
24,NUSA TENGGARA TIMUR,-4.769999999999996,-10.149999999999999,-8.400000000000002,-6.3799999999999955,9.14,-3.3699999999999974,-2.990000000000002,2015-2018,N
25,PAPUA,-5.810000000000002,-6.340000000000003,-9.699999999999996,-2.75,5.18,-6.699999999999996,-4.280000000000001,2015-2018,N
26,BENGKULU,-4.709999999999994,-13.950000000000003,-5.93,-24.369999999999997,0.5200000000000031,-15.89,-9.169999999999995,2015-2018,N
27,MALUKU UTARA,-11.030000000000001,-8.339999999999996,-19.14,-14.369999999999997,-3.8599999999999994,-13.729999999999997,-11.010000000000005,2015-2018,N
28,BANGKA BELITUNG,-4.409999999999997,-2.4099999999999966,-0.17999999999999972,0.10000000000000142,2.5500000000000043,2.0,1.4499999999999957,2015-2018,N
29,GORONTALO,-10.630000000000003,-24.919999999999995,-25.439999999999998,-21.58,-7.470000000000006,-15.14,-16.47,2015-2018,N
30,BANTEN,-5.139999999999986,-9.54,-13.600000000000001,-17.269999999999996,-6.57,-9.599999999999994,-8.43,2015-2018,N
31,KEPULAUAN RIAU,-7.22999999999999,-4.600000000000001,-2.3200000000000003,-12.439999999999998,-1.0399999999999991,-4.079999999999998,-3.25,2015-2018,N
32,SULAWESI BARAT,-7.769999999999996,-16.020000000000003,-20.46,-16.409999999999997,-1.8900000000000006,-11.29,-11.480000000000004,2015-2018,N
33,PAPUA BARAT,-11.300000000000004,-11.86,-23.259999999999998,-13.5,-11.989999999999995,-21.559999999999995,-15.060000000000002,2015-2018,N
34,KALIMANTAN UTARA,-4.709999999999994,-6.859999999999999,-2.870000000000001,-3.210000000000001,2.6299999999999955,0.7000000000000028,-0.4299999999999997,2015-2018,N
1,DKI JAKARTA,1.25,1.3899999999999864,-13.040000000000006,-19.879999999999995,-9.600000000000001,-6.459999999999994,-5.590000000000003,2015-2019,N
2,JAWA BARAT,-3.809999999999988,-6.3799999999999955,-15.329999999999998,-25.060000000000002,-9.719999999999999,-13.959999999999994,-10.269999999999996,2015-2019,N
3,JAWA TENGAH,0.4200000000000017,-2.6899999999999977,-6.509999999999998,-10.280000000000001,1.3400000000000034,-2.490000000000002,-1.6499999999999986,2015-2019,N
4,DI YOGYAKARTA,0.4900000000000091,3.289999999999992,-0.990000000000002,-7.140000000000001,1.1400000000000006,-0.519999999999996,1.4099999999999966,2015-2019,N
5,JAWA TIMUR,-1.7399999999999949,-14.820000000000007,-25.259999999999998,-26.619999999999997,-8.060000000000002,-13.450000000000003,-13.060000000000002,2015-2019,N
6,ACEH,-17.179999999999993,-28.660000000000004,-32.79,-32.01,-30.080000000000005,-25.230000000000004,-26.590000000000003,2015-2019,N
7,SUMATERA UTARA,-18.110000000000007,-25.770000000000003,-34.24999999999999,-37.54,-30.760000000000005,-24.080000000000005,-26.800000000000004,2015-2019,N
8,SUMATERA BARAT,-3.489999999999995,-3.6099999999999994,-17.380000000000003,-27.980000000000004,-16.57999999999999,-14.950000000000003,-12.600000000000001,2015-2019,N
9,RIAU,-8.230000000000004,-17.910000000000004,-30.939999999999998,-36.38,-24.020000000000003,-20.060000000000002,-21.040000000000006,2015-2019,N
10,JAMBI,-6.800000000000011,-13.329999999999998,-15.010000000000005,-13.43,-11.980000000000004,-11.75,-10.54,2015-2019,N
11,SUMATERA SELATAN,-11.929999999999993,-19.18,-32.14,-33.64,-21.260000000000005,-17.64,-20.990000000000002,2015-2019,N
12,LAMPUNG,-4.609999999999999,-12.399999999999999,-13.61,-7.530000000000001,-2.539999999999999,-14.29,-7.309999999999995,2015-2019,N
13,KALIMANTAN BARAT,-7.039999999999992,-17.310000000000002,-15.770000000000003,-12.549999999999997,-11.020000000000003,-6.710000000000001,-9.899999999999999,2015-2019,N
14,KALIMANTAN TENGAH,-7.140000000000001,-7.699999999999996,-8.780000000000001,-7.770000000000003,-4.32,-2.8999999999999986,-4.32,2015-2019,N
15,KALIMANTAN SELATAN,-0.05999999999998806,-18.57,-30.370000000000005,-26.239999999999995,-8.439999999999998,-8.580000000000005,-13.200000000000003,2015-2019,N
16,KALIMANTAN TIMUR,-0.6599999999999966,-9.069999999999993,-12.909999999999997,-11.310000000000002,-4.659999999999997,-1.4899999999999949,-4.299999999999997,2015-2019,N
17,SULAWESI UTARA,-8.290000000000006,-24.950000000000003,-34.160000000000004,-35.839999999999996,-23.010000000000005,-20.849999999999994,-22.07999999999999,2015-2019,N
18,SULAWESI TENGAH,-3.980000000000004,-14.620000000000005,-9.949999999999996,-11.450000000000003,3.529999999999994,-2.780000000000001,-4.800000000000004,2015-2019,N
19,SULAWESI SELATAN,-11.269999999999996,-24.690000000000005,-36.59,-41.16,-12.350000000000001,-32.74999999999999,-24.689999999999998,2015-2019,N
20,SULAWESI TENGGARA,-6.409999999999997,-21.520000000000003,-32.440000000000005,-30.489999999999995,-14.630000000000003,-18.619999999999997,-19.810000000000002,2015-2019,N
21,MALUKU,-11.43999999999999,-15.93,-19.65,-14.869999999999997,-11.96,-10.29,-12.900000000000006,2015-2019,N
22,BALI,-8.480000000000004,-26.630000000000003,-40.160000000000004,-38.050000000000004,-26.000000000000007,-26.790000000000006,-26.090000000000003,2015-2019,N
23,NUSA TENGGARA BARAT,-1.4299999999999926,-12.75,-22.939999999999998,-20.93,-2.059999999999995,-6.710000000000001,-9.899999999999999,2015-2019,N
24,NUSA TENGGARA TIMUR,-4.1399999999999935,-12.009999999999998,-7.600000000000001,-7.199999999999996,4.539999999999999,1.3100000000000023,-2.6199999999999974,2015-2019,N
25,PAPUA,-6.600000000000001,-5.729999999999997,-8.239999999999995,-1.4899999999999949,-3.3200000000000003,-2.6099999999999994,-3.5,2015-2019,N
26,BENGKULU,-2.8499999999999943,-13.480000000000004,-2.240000000000002,-22.489999999999995,0.990000000000002,-12.43,-6.899999999999999,2015-2019,N
27,MALUKU UTARA,-15.86,-13.61,-23.1,-13.649999999999999,-11.149999999999999,-11.469999999999999,-14.190000000000005,2015-2019,N
28,BANGKA BELITUNG,-0.9899999999999949,-1.6599999999999966,2.719999999999999,2.8399999999999963,2.240000000000002,4.170000000000002,3.729999999999997,2015-2019,N
29,GORONTALO,-7.5,-22.679999999999993,-21.989999999999995,-17.86,-8.590000000000003,-12.689999999999998,-13.68,2015-2019,N
30,BANTEN,-3.6599999999999966,-8.57,-10.590000000000003,-14.39,-5.630000000000003,-7.119999999999997,-6.479999999999997,2015-2019,N
31,KEPULAUAN RIAU,-3.549999999999997,-4.18,-1.1799999999999997,-11.600000000000001,2.059999999999995,-4.600000000000001,-1.730000000000004,2015-2019,N
32,SULAWESI BARAT,-4.909999999999997,-16.68,-17.71,-14.509999999999998,-5.490000000000002,-6.539999999999999,-9.36,2015-2019,N
33,PAPUA BARAT,-12.050000000000004,-12.32,-21.5,-15.780000000000001,-12.349999999999994,-17.009999999999998,-14.240000000000002,2015-2019,N
34,KALIMANTAN UTARA,1.980000000000004,-3.5700000000000003,2.219999999999999,-1.3399999999999963,6.039999999999999,8.010000000000005,4.850000000000001,2015-2019,N
1,DKI JAKARTA,7.510000000000005,4.090000000000003,-6.970000000000006,-2.490000000000002,3.1400000000000006,-6.260000000000005,1.6799999999999926,2016-2017,N
2,JAWA BARAT,4.839999999999989,-2.9499999999999957,-17.699999999999996,-8.600000000000001,-3.0,-11.089999999999996,-5.380000000000003,2016-2017,N
3,JAWA TENGAH,5.929999999999993,0.030000000000001137,-8.420000000000002,-0.7899999999999991,3.25,-5.809999999999995,-0.11999999999999744,2016-2017,N
4,DI YOGYAKARTA,6.559999999999988,5.119999999999997,-0.36999999999999744,5.770000000000003,6.380000000000003,1.3999999999999986,5.519999999999996,2016-2017,N
5,JAWA TIMUR,4.820000000000007,-6.960000000000001,-18.440000000000005,-10.229999999999997,-2.5,-12.410000000000004,-6.780000000000001,2016-2017,N
6,ACEH,0.5799999999999983,-11.07,-12.240000000000002,-13.979999999999997,-2.490000000000002,-13.530000000000001,-7.600000000000001,2016-2017,N
7,SUMATERA UTARA,-3.1099999999999994,-8.799999999999997,-13.569999999999993,-20.379999999999995,-21.28,-13.950000000000003,-12.009999999999998,2016-2017,N
8,SUMATERA BARAT,5.170000000000002,4.859999999999999,0.740000000000002,-4.6299999999999955,-0.7899999999999991,-0.9200000000000017,1.7000000000000028,2016-2017,N
9,RIAU,2.219999999999999,-6.300000000000004,-18.409999999999997,-16.75,-8.549999999999997,-14.030000000000001,-8.86,2016-2017,N
10,JAMBI,3.1899999999999977,0.9399999999999977,-4.18,4.689999999999998,5.039999999999999,-4.409999999999997,1.6300000000000026,2016-2017,N
11,SUMATERA SELATAN,1.460000000000008,-7.759999999999998,-14.259999999999998,-7.699999999999996,-1.0600000000000023,-9.68,-5.240000000000002,2016-2017,N
12,LAMPUNG,3.4599999999999937,-6.100000000000001,-13.129999999999995,-10.340000000000003,-1.3400000000000034,-11.620000000000005,-4.899999999999999,2016-2017,N
13,KALIMANTAN BARAT,1.8900000000000006,-10.450000000000003,-17.55,-14.880000000000003,-12.839999999999996,-13.719999999999999,-9.889999999999993,2016-2017,N
14,KALIMANTAN TENGAH,2.9299999999999926,-0.9600000000000009,-1.9600000000000009,2.799999999999997,5.090000000000003,-1.5300000000000011,2.4299999999999997,2016-2017,N
15,KALIMANTAN SELATAN,3.910000000000011,1.7199999999999989,-11.649999999999999,-6.490000000000002,-1.3699999999999974,-11.940000000000005,-2.3299999999999983,2016-2017,N
16,KALIMANTAN TIMUR,5.209999999999994,8.600000000000001,-4.359999999999999,5.039999999999999,4.869999999999997,-6.930000000000007,4.109999999999999,2016-2017,N
17,SULAWESI UTARA,0.9600000000000009,-3.969999999999999,-21.240000000000002,-16.15,-11.36,-16.9,-9.939999999999998,2016-2017,N
18,SULAWESI TENGAH,4.490000000000002,3.039999999999999,-3.039999999999999,-8.449999999999996,5.739999999999995,-4.590000000000003,1.1000000000000014,2016-2017,N
19,SULAWESI SELATAN,2.030000000000001,-0.39000000000000057,-22.089999999999996,-22.049999999999997,1.8099999999999952,-10.229999999999997,-7.789999999999999,2016-2017,N
20,SULAWESI TENGGARA,3.6600000000000037,14.179999999999993,9.0,-5.470000000000006,17.64,3.25,6.460000000000001,2016-2017,N
21,MALUKU,-4.970000000000006,7.920000000000002,-0.7800000000000011,-2.3599999999999994,3.6400000000000006,0.12000000000000455,1.6000000000000014,2016-2017,N
22,BALI,3.3999999999999915,4.030000000000001,-14.39,-17.549999999999997,-8.240000000000009,-13.860000000000007,-6.030000000000001,2016-2017,N
23,NUSA TENGGARA BARAT,2.1400000000000006,0.5799999999999983,-9.82,-1.8800000000000026,9.54,-7.439999999999998,-0.44999999999999574,2016-2017,N
24,NUSA TENGGARA TIMUR,0.740000000000002,2.3599999999999994,-2.440000000000005,1.740000000000002,4.699999999999996,0.509999999999998,2.3699999999999974,2016-2017,N
25,PAPUA,-3.6400000000000006,5.270000000000003,-1.6199999999999974,7.6100000000000065,4.549999999999997,-0.9099999999999966,2.490000000000002,2016-2017,N
26,BENGKULU,2.9200000000000017,-6.979999999999997,-4.740000000000002,-2.710000000000001,7.339999999999996,-4.75,-0.5900000000000034,2016-2017,N
27,MALUKU UTARA,-5.509999999999998,0.5300000000000011,-7.57,-5.449999999999996,-4.670000000000002,-9.68,-4.32,2016-2017,N
28,BANGKA BELITUNG,6.900000000000006,1.6700000000000017,1.9500000000000028,10.57,11.0,2.3200000000000003,6.600000000000001,2016-2017,N
29,GORONTALO,3.219999999999999,-1.4600000000000009,-5.649999999999999,2.6700000000000017,1.1499999999999986,-6.090000000000003,0.1700000000000017,2016-2017,N
30,BANTEN,4.969999999999999,-1.6300000000000026,-4.640000000000001,3.0700000000000003,3.9000000000000057,-5.600000000000001,1.1900000000000048,2016-2017,N
31,KEPULAUAN RIAU,4.1499999999999915,3.039999999999999,0.490000000000002,5.170000000000002,3.460000000000001,-3.6899999999999977,3.8100000000000023,2016-2017,N
32,SULAWESI BARAT,3.549999999999997,-3.1500000000000057,-8.989999999999998,-3.8499999999999943,4.839999999999996,-5.020000000000003,-1.230000000000004,2016-2017,N
33,PAPUA BARAT,-4.919999999999995,1.230000000000004,-5.829999999999998,-2.3900000000000006,-1.1299999999999955,-6.5,-2.1899999999999977,2016-2017,N
34,KALIMANTAN UTARA,5.420000000000002,-0.240000000000002,-1.4600000000000009,2.1799999999999997,8.480000000000004,-1.1299999999999955,3.539999999999999,2016-2017,N
1,DKI JAKARTA,5.359999999999999,7.430000000000007,-9.190000000000005,-6.350000000000001,1.5799999999999983,-3.780000000000001,1.2999999999999972,2016-2018,N
2,JAWA BARAT,2.4599999999999937,1.5200000000000031,-21.46,-13.620000000000005,-6.509999999999998,-11.159999999999997,-6.189999999999998,2016-2018,N
