KODE,NAMA PROVINSI,BAHASA INDONESIA,BAHASA INGGRIS,MATEMATIKA,FISIKA,KIMIA,BIOLOGI,RERATA NILAI,Tahun,Status
14,KALIMANTAN TENGAH,-8.920000000000002,-8.439999999999998,-12.420000000000002,-8.61,-4.869999999999997,-5.940000000000005,-6.349999999999994,2015-2018,NS
15,KALIMANTAN SELATAN,-3.280000000000001,-14.619999999999997,-30.370000000000005,-28.050000000000004,-5.009999999999998,-10.07,-13.189999999999998,2015-2018,NS
16,KALIMANTAN TIMUR,-4.030000000000001,-6.250000000000007,-11.920000000000002,-13.29,-1.3200000000000003,-2.8699999999999974,-4.380000000000003,2015-2018,NS
17,SULAWESI UTARA,-8.36,-22.379999999999995,-36.26,-34.010000000000005,-15.990000000000002,-23.97,-22.099999999999994,2015-2018,NS
18,SULAWESI TENGAH,-4.200000000000003,-12.64,-13.150000000000002,-12.229999999999997,7.8700000000000045,-4.669999999999995,-5.459999999999994,2015-2018,NS
19,SULAWESI SELATAN,-12.179999999999993,-22.700000000000003,-38.67999999999999,-41.550000000000004,-7.030000000000001,-34.550000000000004,-25.179999999999993,2015-2018,NS
20,SULAWESI TENGGARA,-7.3600000000000065,-20.080000000000005,-30.159999999999997,-28.129999999999995,-10.350000000000001,-17.669999999999995,-18.6,2015-2018,NS
21,MALUKU,-2.5,-1.8799999999999955,-2.5600000000000023,-6.519999999999996,9.71,-1.5900000000000034,-0.17999999999999972,2015-2018,NS
22,BALI,-10.120000000000005,-21.11,-34.51,-34.300000000000004,-22.129999999999995,-21.509999999999998,-22.479999999999997,2015-2018,NS
23,NUSA TENGGARA BARAT,-3.230000000000004,-12.079999999999998,-24.39,-21.160000000000004,0.07000000000000028,-9.71,-10.920000000000002,2015-2018,NS
24,NUSA TENGGARA TIMUR,-3.530000000000001,-7.780000000000001,-5.829999999999998,-4.189999999999998,10.219999999999999,-1.1300000000000026,-1.0100000000000051,2015-2018,NS
25,PAPUA,-5.520000000000003,-6.030000000000001,-9.309999999999999,-2.6400000000000006,3.9100000000000037,-5.899999999999999,-3.969999999999999,2015-2018,NS
26,BENGKULU,-4.679999999999993,-13.909999999999997,-5.68,-23.479999999999997,0.7899999999999991,-15.829999999999998,-9.0,2015-2018,NS
27,MALUKU UTARA,-9.389999999999993,-7.8700000000000045,-17.410000000000004,-13.259999999999998,-3.270000000000003,-11.96,-9.780000000000001,2015-2018,NS
28,BANGKA BELITUNG,-4.239999999999995,-2.0600000000000023,0.3999999999999986,1.5300000000000011,4.489999999999995,2.770000000000003,2.1899999999999977,2015-2018,NS
29,GORONTALO,-9.89,-24.25999999999999,-24.32,-20.93,-6.240000000000002,-15.36,-15.75,2015-2018,NS
30,BANTEN,-5.72999999999999,-9.669999999999995,-14.309999999999995,-14.07,-5.210000000000001,-10.990000000000002,-8.75,2015-2018,NS
31,KEPULAUAN RIAU,-6.6200000000000045,-3.969999999999999,-1.2100000000000009,-10.270000000000003,0.25,-3.75,-2.4099999999999966,2015-2018,NS
32,SULAWESI BARAT,-7.32,-15.479999999999997,-19.340000000000003,-15.079999999999998,-0.7800000000000011,-10.700000000000003,-10.759999999999998,2015-2018,NS
33,PAPUA BARAT,-11.199999999999996,-11.149999999999999,-22.480000000000004,-13.86,-12.21,-20.47,-14.630000000000003,2015-2018,NS
34,KALIMANTAN UTARA,-4.569999999999993,-6.82,-2.7600000000000016,-2.1400000000000006,3.6300000000000026,2.5800000000000054,0.21000000000000085,2015-2018,NS
1,DKI JAKARTA,-0.01999999999999602,-0.1599999999999966,-12.789999999999992,-18.680000000000007,-8.780000000000001,-7.690000000000005,-6.089999999999989,2015-2019,NS
2,JAWA BARAT,-4.570000000000007,-6.590000000000003,-15.079999999999998,-22.749999999999993,-8.719999999999999,-13.61,-10.020000000000003,2015-2019,NS
3,JAWA TENGAH,-0.07000000000000739,-2.980000000000004,-5.68,-8.690000000000005,3.1499999999999986,-2.3799999999999955,-1.2100000000000009,2015-2019,NS
4,DI YOGYAKARTA,-0.060000000000002274,2.8299999999999983,-0.9500000000000028,-5.890000000000001,2.200000000000003,-0.6599999999999966,1.7399999999999949,2015-2019,NS
5,JAWA TIMUR,-2.8900000000000006,-15.500000000000007,-24.629999999999995,-24.61,-6.539999999999999,-13.910000000000004,-13.090000000000003,2015-2019,NS
6,ACEH,-16.53,-28.28,-32.32000000000001,-31.710000000000008,-28.879999999999995,-25.019999999999996,-26.099999999999994,2015-2019,NS
7,SUMATERA UTARA,-19.660000000000004,-26.65,-35.470000000000006,-37.440000000000005,-30.630000000000003,-25.859999999999992,-28.190000000000005,2015-2019,NS
8,SUMATERA BARAT,-3.719999999999999,-3.200000000000003,-17.17,-28.609999999999992,-16.46,-14.86,-12.540000000000006,2015-2019,NS
9,RIAU,-8.0,-16.89,-29.21,-33.11,-22.169999999999995,-19.330000000000005,-19.729999999999997,2015-2019,NS
10,JAMBI,-6.659999999999997,-12.949999999999996,-14.920000000000002,-12.529999999999994,-12.189999999999998,-11.61,-10.279999999999994,2015-2019,NS
11,SUMATERA SELATAN,-12.189999999999998,-18.959999999999994,-32.33,-33.59,-20.590000000000003,-17.740000000000002,-21.139999999999993,2015-2019,NS
12,LAMPUNG,-4.969999999999999,-12.660000000000004,-13.729999999999997,-7.380000000000003,-2.6500000000000057,-14.129999999999995,-7.5,2015-2019,NS
13,KALIMANTAN BARAT,-6.810000000000002,-16.47,-15.280000000000001,-11.280000000000001,-9.769999999999996,-6.43,-9.369999999999997,2015-2019,NS
14,KALIMANTAN TENGAH,-7.070000000000007,-7.259999999999998,-7.75,-6.549999999999997,-3.3999999999999986,-2.25,-3.6099999999999994,2015-2019,NS
15,KALIMANTAN SELATAN,0.3100000000000023,-17.47,-29.300000000000004,-25.610000000000007,-6.93,-7.270000000000003,-12.18,2015-2019,NS
16,KALIMANTAN TIMUR,-0.38000000000000966,-8.600000000000009,-12.160000000000004,-10.060000000000002,-3.6300000000000026,-0.990000000000002,-3.75,2015-2019,NS
17,SULAWESI UTARA,-8.229999999999997,-23.679999999999993,-31.879999999999995,-32.980000000000004,-20.33,-19.1,-20.519999999999996,2015-2019,NS
18,SULAWESI TENGAH,-3.3999999999999986,-13.759999999999998,-9.200000000000003,-10.57,5.68,-2.0,-4.049999999999997,2015-2019,NS
19,SULAWESI SELATAN,-11.61999999999999,-23.990000000000002,-35.35999999999999,-40.03,-10.0,-32.49,-24.169999999999995,2015-2019,NS
20,SULAWESI TENGGARA,-6.710000000000008,-21.700000000000003,-32.49,-29.989999999999995,-14.510000000000005,-18.919999999999995,-19.86,2015-2019,NS
21,MALUKU,-11.089999999999996,-15.119999999999997,-18.17,-14.149999999999999,-11.280000000000001,-9.300000000000004,-12.049999999999997,2015-2019,NS
22,BALI,-7.940000000000012,-26.11,-39.66,-38.11000000000001,-26.409999999999997,-27.049999999999997,-25.75999999999999,2015-2019,NS
23,NUSA TENGGARA BARAT,-2.0700000000000003,-11.469999999999999,-20.630000000000003,-18.010000000000005,-1.3100000000000023,-4.549999999999997,-8.530000000000001,2015-2019,NS
24,NUSA TENGGARA TIMUR,-3.030000000000001,-9.660000000000004,-4.859999999999999,-4.779999999999994,6.219999999999999,3.3999999999999986,-0.6099999999999994,2015-2019,NS
25,PAPUA,-6.900000000000006,-5.229999999999997,-7.270000000000003,-0.8699999999999974,-2.8499999999999943,-1.2899999999999991,-2.9599999999999937,2015-2019,NS
26,BENGKULU,-2.789999999999992,-13.25,-1.740000000000002,-21.43,1.25,-12.229999999999997,-6.589999999999996,2015-2019,NS
27,MALUKU UTARA,-14.589999999999996,-13.300000000000004,-21.759999999999998,-12.829999999999998,-11.410000000000004,-10.400000000000006,-13.32,2015-2019,NS
28,BANGKA BELITUNG,-0.9299999999999926,-1.3700000000000045,3.559999999999995,4.480000000000004,4.43,5.0,4.519999999999996,2015-2019,NS
29,GORONTALO,-7.040000000000006,-22.159999999999997,-20.72,-17.229999999999997,-7.270000000000003,-12.920000000000002,-13.019999999999996,2015-2019,NS
30,BANTEN,-3.839999999999989,-7.769999999999996,-10.869999999999997,-11.090000000000003,-4.090000000000003,-7.170000000000002,-6.130000000000003,2015-2019,NS
31,KEPULAUAN RIAU,-3.0200000000000102,-2.8900000000000006,-0.21000000000000085,-8.620000000000005,3.1099999999999994,-3.940000000000005,-0.7099999999999937,2015-2019,NS
32,SULAWESI BARAT,-4.539999999999999,-15.649999999999999,-16.560000000000002,-13.089999999999996,-4.57,-5.770000000000003,-8.480000000000004,2015-2019,NS
33,PAPUA BARAT,-12.279999999999994,-11.950000000000003,-21.57,-14.469999999999999,-11.979999999999997,-16.309999999999995,-14.14,2015-2019,NS
34,KALIMANTAN UTARA,1.4000000000000057,-3.740000000000002,2.269999999999996,-0.7899999999999991,6.689999999999998,8.550000000000004,4.960000000000001,2015-2019,NS
1,DKI JAKARTA,7.1200000000000045,3.979999999999997,-6.419999999999995,-1.9600000000000009,1.2800000000000011,-7.0,1.259999999999991,2016-2017,NS
2,JAWA BARAT,4.200000000000003,-2.8299999999999983,-16.92,-7.219999999999999,-3.6899999999999977,-10.920000000000002,-5.279999999999994,2016-2017,NS
3,JAWA TENGAH,5.449999999999989,-0.8999999999999986,-8.590000000000003,0.28000000000000114,3.730000000000004,-6.609999999999999,-0.39000000000000057,2016-2017,NS
4,DI YOGYAKARTA,6.480000000000004,5.240000000000002,0.03999999999999915,6.899999999999999,7.660000000000004,1.1499999999999986,6.020000000000003,2016-2017,NS
5,JAWA TIMUR,3.960000000000008,-8.29,-17.6,-8.150000000000006,-1.8500000000000014,-13.229999999999997,-6.919999999999995,2016-2017,NS
6,ACEH,0.6999999999999957,-10.969999999999999,-12.5,-14.54,-3.270000000000003,-13.93,-7.759999999999998,2016-2017,NS
7,SUMATERA UTARA,-3.190000000000012,-8.869999999999997,-12.950000000000003,-19.489999999999995,-21.96,-14.200000000000003,-12.29,2016-2017,NS
8,SUMATERA BARAT,5.079999999999998,4.359999999999999,-0.1699999999999946,-5.5,-1.8399999999999963,-1.0900000000000034,1.1499999999999986,2016-2017,NS
9,RIAU,2.3799999999999955,-5.589999999999996,-16.47,-14.439999999999998,-7.229999999999997,-13.11,-7.760000000000005,2016-2017,NS
10,JAMBI,3.259999999999991,1.3299999999999983,-3.3700000000000045,5.789999999999999,5.200000000000003,-4.380000000000003,2.039999999999999,2016-2017,NS
11,SUMATERA SELATAN,1.4100000000000037,-7.869999999999997,-14.350000000000001,-7.239999999999995,-0.00999999999999801,-9.799999999999997,-5.200000000000003,2016-2017,NS
12,LAMPUNG,3.1400000000000006,-6.549999999999997,-13.430000000000007,-10.399999999999999,-1.4399999999999977,-12.04,-5.210000000000001,2016-2017,NS
13,KALIMANTAN BARAT,2.009999999999991,-9.699999999999996,-16.300000000000004,-13.43,-11.130000000000003,-13.280000000000001,-9.009999999999998,2016-2017,NS
14,KALIMANTAN TENGAH,2.8900000000000006,-1.0899999999999963,-2.0500000000000043,2.6999999999999957,4.759999999999998,-1.5999999999999943,2.460000000000001,2016-2017,NS
15,KALIMANTAN SELATAN,4.199999999999989,1.9199999999999946,-11.530000000000001,-6.0,-1.1000000000000014,-11.690000000000005,-2.0900000000000034,2016-2017,NS
16,KALIMANTAN TIMUR,5.459999999999994,8.800000000000004,-3.730000000000004,5.850000000000001,5.280000000000001,-6.43,4.539999999999999,2016-2017,NS
17,SULAWESI UTARA,1.2700000000000031,-1.8999999999999986,-19.0,-14.18,-8.29,-15.270000000000003,-8.119999999999997,2016-2017,NS
18,SULAWESI TENGAH,4.249999999999993,3.3300000000000054,-3.0900000000000034,-7.449999999999996,6.350000000000001,-4.75,1.1700000000000017,2016-2017,NS
19,SULAWESI SELATAN,1.5600000000000023,0.3500000000000014,-21.97,-20.200000000000003,1.4399999999999977,-10.61,-7.579999999999998,2016-2017,NS
20,SULAWESI TENGGARA,3.490000000000002,13.96,9.060000000000002,-5.07,16.72,2.950000000000003,6.280000000000001,2016-2017,NS
21,MALUKU,-5.359999999999999,7.710000000000001,-0.5399999999999991,-3.1499999999999986,3.989999999999995,0.14000000000000057,1.4799999999999969,2016-2017,NS
22,BALI,3.289999999999992,4.32,-13.730000000000004,-17.95000000000001,-7.579999999999998,-13.730000000000004,-5.719999999999992,2016-2017,NS
23,NUSA TENGGARA BARAT,1.4299999999999997,0.730000000000004,-8.8,-1.220000000000006,9.39,-6.420000000000002,-0.14000000000000057,2016-2017,NS
24,NUSA TENGGARA TIMUR,1.2000000000000028,3.3299999999999983,-1.3500000000000014,3.6999999999999957,4.8700000000000045,1.3299999999999983,3.3300000000000054,2016-2017,NS
25,PAPUA,-3.770000000000003,4.849999999999994,-1.3100000000000023,6.740000000000002,4.269999999999996,-0.7800000000000011,2.4299999999999997,2016-2017,NS
26,BENGKULU,2.8400000000000034,-6.630000000000003,-4.399999999999999,-2.3599999999999994,7.530000000000001,-4.6399999999999935,-0.38000000000000256,2016-2017,NS
27,MALUKU UTARA,-4.910000000000004,2.5700000000000003,-5.469999999999999,-6.310000000000002,-4.600000000000001,-7.479999999999997,-2.9299999999999997,2016-2017,NS
28,BANGKA BELITUNG,6.740000000000009,1.3300000000000054,2.3900000000000006,11.099999999999994,11.199999999999996,2.1499999999999986,6.659999999999997,2016-2017,NS
29,GORONTALO,3.2900000000000063,-0.8499999999999943,-5.049999999999997,3.789999999999999,2.25,-5.75,0.5799999999999983,2016-2017,NS
30,BANTEN,4.099999999999994,-2.210000000000001,-6.060000000000002,4.080000000000005,4.3700000000000045,-6.730000000000004,0.30000000000000426,2016-2017,NS
31,KEPULAUAN RIAU,3.9299999999999926,3.6099999999999994,0.75,5.649999999999999,3.219999999999999,-2.969999999999999,4.1200000000000045,2016-2017,NS
32,SULAWESI BARAT,3.280000000000001,-2.5400000000000063,-8.309999999999999,-2.8500000000000014,5.289999999999999,-5.1200000000000045,-1.0599999999999952,2016-2017,NS
33,PAPUA BARAT,-5.3700000000000045,1.8900000000000006,-6.899999999999999,-3.1600000000000037,-0.6899999999999977,-6.399999999999999,-2.6799999999999997,2016-2017,NS
34,KALIMANTAN UTARA,5.1499999999999915,-0.240000000000002,-1.3399999999999963,3.039999999999999,8.36,-1.0399999999999991,3.6599999999999966,2016-2017,NS
1,DKI JAKARTA,4.929999999999993,6.8600000000000065,-9.009999999999998,-6.460000000000001,0.0800000000000054,-4.530000000000001,0.6400000000000006,2016-2018,NS
