,No,Kode,SatuanPendidikan,NPSN,Status,JumlahPeserta,Bindo,Bing,Math,Ekonomi,Sosiologi,Geografi,Rata,KdProv,KdKota,KdSekolah,Tahun,provinsi,Provinsi,Kabupaten
91073,80,3307013,SMA PERSIAPAN WARWANAI,60404142,N,19,55.51,22.65,95.75,84.74,56.32,51.05,0.0,33,7,13,2015,PAPUA BARAT,PAPUA BARAT,KABUPATEN RAJA AMPAT
91072,79,3307012,SMA PERSIAPAN URBINASOPEN,60404139,N,15,86.82,81.45,93.79,59.67,73.47,72.53,0.0,33,7,12,2015,PAPUA BARAT,PAPUA BARAT,KABUPATEN RAJA AMPAT
891,268,103216,SMA KRISTEN 8 PENABUR,20177805,S,2,85.55,90.8,93.75,73.75,70.65,74.8,0.0,1,3,216,2015,DKI JAKARTA,DKI JAKARTA,KOTA ADMINISTRASI JAKARTA BARAT
66029,192,1710030,MAS BIHARUL ULUM LIKUPANG,40105192,S,8,40.41,34.61,93.33,63.36,48.03,57.5,0.0,17,10,30,2015,SULAWESI UTARA,SULAWESI UTARA,KABUPATEN MINAHASA UTARA
51524,73,1101076,SMA PATRA MANDIRI 1 PALEMBANG,10609710.0,S,59,84.75,70.76,92.62,60.25,80.36,72.51,0.0,11,1,76,2015,SUMATERA SELATAN,SUMATERA SELATAN,KOTA PALEMBANG
84132,132,2708008,SMA NEGERI  1  MANGOLI  BARAT,60202239,N,20,82.41,74.31,92.43,72.25,79.7,54.1,0.0,27,8,8,2015,MALUKU UTARA,MALUKU UTARA,KABUPATEN KEPULAUAN SULA
67891,63,1901076,SMA BONERATE MAKASSAR,40307219,S,14,82.02,66.17,92.04,65.34,56.33,67.71,0.0,19,1,76,2015,SULAWESI SELATAN,SULAWESI SELATAN,KOTA MAKASSAR
67858,30,1901037,SMA TAMAN SISWA MAKASSAR,40313916,S,17,73.09,67.09,91.96,64.37,57.02,65.88,0.0,19,1,37,2015,SULAWESI SELATAN,SULAWESI SELATAN,KOTA MAKASSAR
20894,1,401001,SMA NEGERI 3 YOGYAKARTA,20403178,N,14,88.91,83.44,91.92,71.43,78.89,77.03,0.0,4,1,1,2015,DI YOGYAKARTA,DI YOGYAKARTA,KOTA YOGYAKARTA
43598,1003,729005,SMA NEGERI 1 SIHAPAS BARUMUN,10207065.0,N,29,82.27,58.17,91.87,77.16,73.27,68.35,0.0,7,29,5,2015,SUMATERA UTARA,SUMATERA UTARA,KABUPATEN PADANGLAWAS
68836,204,1905010,MA NEGERI PANGKEP,40300745,N,60,63.7,70.78,91.81,64.85,56.85,65.73,0.0,19,5,10,2015,SULAWESI SELATAN,SULAWESI SELATAN,KABUPATEN PANGKAJENE KEPULAUAN
33790,2306,536043,SMA DARUL HIDAYAH,69734439.0,S,13,61.23,74.73,91.78,69.18,76.02,64.77,0.0,5,36,43,2015,JAWA TIMUR,JAWA TIMUR,KABUPATEN SAMPANG
70958,615,1918022,SMA NEGERI 1 BARANTI,40315297,N,30,85.16,66.85,91.63,64.83,59.14,60.8,0.0,19,18,22,2015,SULAWESI SELATAN,SULAWESI SELATAN,KABUPATEN SIDENRENG RAPPANG
51512,61,1101063,SMA MUHAMMADIYAH 3 PALEMBANG,10609660.0,S,14,83.97,85.33,91.54,73.75,81.62,74.57,0.0,11,1,63,2015,SUMATERA SELATAN,SUMATERA SELATAN,KOTA PALEMBANG
67932,104,1901129,MA PESANTREN IMMIM MAKASSAR,40320483,S,20,83.93,67.23,91.52,65.07,57.52,65.1,0.0,19,1,129,2015,SULAWESI SELATAN,SULAWESI SELATAN,KOTA MAKASSAR
65159,46,1701054,MAS AL MUHAJIRIN MANADO,40105190.0,S,3,51.4,76.03,91.5,57.93,68.43,18.67,0.0,17,1,54,2015,SULAWESI UTARA,SULAWESI UTARA,KOTA MANADO
70078,446,1911027,SMA NEGERI 1 SAJOANGING,40314692,N,25,76.93,77.87,91.44,66.18,68.26,55.68,0.0,19,11,27,2015,SULAWESI SELATAN,SULAWESI SELATAN,KABUPATEN WAJO
71087,633,1919018,SMA PESANTREN DARUL FALAH ENREKANG,40313184,S,5,39.12,66.64,91.4,66.06,63.26,59.2,0.0,19,19,18,2015,SULAWESI SELATAN,SULAWESI SELATAN,KABUPATEN ENREKANG
51564,113,1101501,MAN 2 PALEMBANG,10508051.0,N,116,85.97,83.48,91.4,72.5,80.34,73.59,0.0,11,1,501,2015,SUMATERA SELATAN,SUMATERA SELATAN,KOTA PALEMBANG
51522,71,1101074,SMA NUSA BANGSA PALEMBANG,10609673.0,S,9,87.61,83.73,91.36,73.89,82.23,74.44,0.0,11,1,74,2015,SUMATERA SELATAN,SUMATERA SELATAN,KOTA PALEMBANG
67873,45,1901057,SMA KRISTEN SOLEMAN MAKASSAR,40311941,S,7,84.41,67.51,91.33,64.21,64.9,70.0,0.0,19,1,57,2015,SULAWESI SELATAN,SULAWESI SELATAN,KOTA MAKASSAR
67917,89,1901107,SMA YP PGRI 3 MAKASSAR,40311954,S,19,82.16,65.51,91.33,56.58,56.59,66.11,0.0,19,1,107,2015,SULAWESI SELATAN,SULAWESI SELATAN,KOTA MAKASSAR
34589,2559,537625,MA. AL - FALAH,20584681.0,S,7,74.64,62.73,91.26,45.86,76.67,54.29,0.0,5,37,625,2015,JAWA TIMUR,JAWA TIMUR,KABUPATEN SUMENEP
64316,101,1604027,SMA AL-MUNAWWAROH TENGGARONG,30405318.0,S,11,75.0,73.18,91.25,78.58,78.29,56.55,0.0,16,4,27,2015,KALIMANTAN TIMUR,KALIMANTAN TIMUR,KABUPATEN KUTAI KARTANEGARA
67893,65,1901078,SMA TRIDHARMA MKGR DIAKUI MAKASSAR,40311956,S,36,68.41,67.03,91.22,65.84,59.79,67.0,0.0,19,1,78,2015,SULAWESI SELATAN,SULAWESI SELATAN,KOTA MAKASSAR
83889,84,2705009,SMA NEGERI 1 OBI,60201662,N,67,81.56,62.86,91.17,42.05,66.57,61.4,0.0,27,5,9,2015,MALUKU UTARA,MALUKU UTARA,KABUPATEN HALMAHERA SELATAN
67863,35,1901045,SMA NAHDIYAT MAKASSAR,40313197,S,31,75.65,66.15,91.09,64.63,56.96,64.26,0.0,19,1,45,2015,SULAWESI SELATAN,SULAWESI SELATAN,KOTA MAKASSAR
70957,614,1918021,SMA NEGERI 1 PANCALAUTANG,40313291,N,68,84.62,66.59,91.09,65.21,57.2,66.29,0.0,19,18,21,2015,SULAWESI SELATAN,SULAWESI SELATAN,KABUPATEN SIDENRENG RAPPANG
54110,570,1112519,MA PP.DARUL FALAH,10648967.0,S,27,78.78,65.6,91.04,66.2,75.04,71.33,0.0,11,12,519,2015,SUMATERA SELATAN,SUMATERA SELATAN,KABUPATEN OGAN ILIR
70192,457,1912010,SMA NEGERI 1 MARIORIAWA,40303650,N,72,52.15,61.58,91.0,65.28,60.09,64.97,0.0,19,12,10,2015,SULAWESI SELATAN,SULAWESI SELATAN,KABUPATEN SOPPENG
51454,3,1101003,SMAN 3 PALEMBANG,10603844.0,N,78,87.12,83.98,90.96,74.52,80.78,73.92,0.0,11,1,3,2015,SUMATERA SELATAN,SUMATERA SELATAN,KOTA PALEMBANG
85078,69,2905007,MAN INSAN CENDEKIA,60728785,N,27,84.15,80.89,90.93,76.11,83.56,73.63,0.0,29,5,7,2015,GORONTALO,GORONTALO,KABUPATEN BONE BOLANGO
70948,605,1918012,MA YMPI RAPPANG,40319623,S,42,58.25,66.6,90.9,64.27,58.96,50.67,0.0,19,18,12,2015,SULAWESI SELATAN,SULAWESI SELATAN,KABUPATEN SIDENRENG RAPPANG
53692,460,1111002,SMAN 1 BANYUASIN II,10602505.0,N,56,50.81,71.25,90.89,68.62,80.43,33.46,0.0,11,11,2,2015,SUMATERA SELATAN,SUMATERA SELATAN,KABUPATEN BANYUASIN
67924,96,1901117,MAS DDI GUSUNG,40320489,S,33,80.25,66.67,90.87,65.38,57.97,66.12,0.0,19,1,117,2015,SULAWESI SELATAN,SULAWESI SELATAN,KOTA MAKASSAR
