,No,Kode,SatuanPendidikan,NPSN,Status,JumlahPeserta,Bindo,Bing,Math,Ekonomi,Sosiologi,Geografi,Rata,KdProv,KdKota,KdSekolah,Tahun,provinsi,Provinsi,Kabupaten
8488,1122,2130194,SMA IC MAGNETSCHOOL,69901004,S,1,94.0,88.0,47.5,0.0,86.0,0.0,78.88,2,13,19,2019,JAWA BARAT,JAWA BARAT,KABUPATEN BOGOR
1400,278,1030221,SMA SAINT JOHNS SCHOOL,20177837,S,1,94.0,100.0,75.0,0.0,86.0,0.0,88.75,1,3,22,2019,DKI JAKARTA,DKI JAKARTA,KOTA ADMINISTRASI JAKARTA BARAT
21085,1,4010001,SMA NEGERI 3 YOGYAKARTA,20403178,N,14,91.29,86.71,88.75,87.5,82.25,0.0,87.81,4,1,0,2019,DI YOGYAKARTA,DI YOGYAKARTA,KOTA YOGYAKARTA
21098,14,4010015,SMA NEGERI 1 YOGYAKARTA,20403174,N,22,91.18,86.73,78.3,86.79,87.0,87.67,85.82,4,1,1,2019,DI YOGYAKARTA,DI YOGYAKARTA,KOTA YOGYAKARTA
25733,710,5140001,SMA NEGERI 1 BOJONEGORO,20504500,N,55,90.44,81.75,70.23,80.83,80.86,82.67,80.89,5,14,0,2019,JAWA TIMUR,JAWA TIMUR,KABUPATEN BOJONEGORO
21690,126,4040023,SMA NEGERI 1 GODEAN,20401146,N,62,90.39,84.0,74.07,82.31,79.74,82.77,82.48,4,4,2,2019,DI YOGYAKARTA,DI YOGYAKARTA,KABUPATEN SLEMAN
82594,209,25250002,SMA  YPPGI  SINAK,69822807,S,1,90.0,54.0,57.5,0.0,66.0,0.0,66.88,25,25,0,2019,PAPUA,PAPUA,KABUPATEN PUNCAK
70046,452,19100067,SMA ISLAM ATHIRAH BONE,69765089,S,20,89.4,68.2,52.75,87.08,82.86,81.14,73.47,19,10,6,2019,SULAWESI SELATAN,SULAWESI SELATAN,KABUPATEN BONE
21118,34,4010042,SMA NEGERI 8 YOGYAKARTA,20403161,N,30,89.07,85.67,81.17,87.13,82.0,82.86,85.38,4,1,4,2019,DI YOGYAKARTA,DI YOGYAKARTA,KOTA YOGYAKARTA
1977,371,1040105,SMA ISLAM AL-AZHAR SYIFA BUDI,20107276,S,2,89.0,89.0,53.75,0.0,74.0,0.0,76.44,1,4,10,2019,DKI JAKARTA,DKI JAKARTA,KOTA ADMINISTRASI JAKARTA SELATAN
22840,147,5020001,SMA NEGERI 1 MALANG,20533660,N,35,88.97,83.09,65.07,83.29,70.86,83.56,79.5,5,2,0,2019,JAWA TIMUR,JAWA TIMUR,KOTA MALANG
16320,447,3130001,SMA NEGERI 1 PURWOREJO,20306202,N,64,88.66,81.91,75.7,85.66,81.64,85.33,82.45,3,13,0,2019,JAWA TENGAH,JAWA TENGAH,KABUPATEN PURWOREJO
