,No,Kode,SatuanPendidikan,NPSN,Status,JumlahPeserta,Bindo,Bing,Math,Fisika,Kimia,Biologi,Rata,KdProv,KdKota,KdSekolah,Tahun,Provinsi,Kabupaten
53817,248,1030232,SMA NATIONALHIGH JAKARTA SCHOOL,69883577,S,1,64.0,96.0,52.5,52.5,0.0,0.0,66.25,1,3,23,2019,DKI JAKARTA,KOTA ADMINISTRASI JAKARTA BARAT
53927,358,1040216,SMA ACG SCHOOL JAKARTA,69921926,S,3,52.67,95.33,38.33,37.5,0.0,45.0,56.59,1,4,21,2019,DKI JAKARTA,KOTA ADMINISTRASI JAKARTA SELATAN
53818,249,1030233,SMA KRISTEN TUNAS BANGSA,69966984,S,8,81.75,95.0,77.19,94.38,70.0,65.0,83.72,1,3,23,2019,DKI JAKARTA,KOTA ADMINISTRASI JAKARTA BARAT
53760,191,1030070,SMAK IPEKA INTEGRATED CHRISTIAN SCHOOL,20104423,S,9,85.33,94.89,78.06,88.13,75.0,88.13,86.24,1,3,7,2019,DKI JAKARTA,KOTA ADMINISTRASI JAKARTA BARAT
53702,133,1020232,SMA SIS PIK,20109561,S,4,72.0,94.5,50.63,57.5,67.5,47.5,68.66,1,2,23,2019,DKI JAKARTA,KOTA ADMINISTRASI JAKARTA UTARA
54290,237,2030115,SMA UNITY SCHOOL,69873998,S,7,90.0,94.29,66.43,82.5,77.5,79.17,82.59,2,3,11,2019,JAWA BARAT,KOTA BEKASI
54686,633,2110041,SMA CAHAYA BANGSA CLASSICAL SCHOOL,20274847,S,24,86.92,94.0,75.42,79.17,69.38,86.25,84.06,2,11,4,2019,JAWA BARAT,KABUPATEN BANDUNG BARAT
65517,29,22010044,SMA GANDHI MEMORIAL INTERCONTINENTAL SCHOOL,69772975,S,1,74.0,94.0,45.0,0.0,35.0,0.0,62.0,22,1,4,2019,BALI,KOTA DENPASAR
53819,250,1030234,SMA KAIROS GRACIA,69931693,S,21,81.52,93.81,69.17,50.36,73.04,0.0,77.5,1,3,23,2019,DKI JAKARTA,KOTA ADMINISTRASI JAKARTA BARAT
53804,235,1030216,SMA KRISTEN 8 PENABUR,20177805,S,28,86.71,93.79,81.79,86.72,79.06,82.5,86.56,1,3,21,2019,DKI JAKARTA,KOTA ADMINISTRASI JAKARTA BARAT
53707,138,1020239,SMA JAC,69968321,S,7,83.43,93.71,56.07,57.5,60.0,55.63,72.5,1,2,23,2019,DKI JAKARTA,KOTA ADMINISTRASI JAKARTA UTARA
53619,50,1010082,SMA KRISTEN CALVIN,20112503,S,26,85.38,93.69,72.12,79.17,72.25,86.43,82.42,1,1,8,2019,DKI JAKARTA,KOTA ADMINISTRASI JAKARTA PUSAT
53597,28,1010048,SMA SANTA URSULA,20108383,S,111,88.02,93.68,87.66,90.58,86.34,91.25,89.78,1,1,4,2019,DKI JAKARTA,KOTA ADMINISTRASI JAKARTA PUSAT
67743,513,30080222,SMA KRISTEN CHARISMA GLOBAL SCHOOL,69954513,S,4,79.0,93.5,55.0,50.0,0.0,61.67,71.57,30,8,22,2019,BANTEN,KABUPATEN TANGERANG
54027,458,1050147,SMA ACS JAKARTA,20107232,S,27,67.78,93.48,60.56,57.22,68.75,64.06,71.34,1,5,14,2019,DKI JAKARTA,KOTA ADMINISTRASI JAKARTA TIMUR
55923,100,3020233,SMA KRISTEN PELITA NUSANTARA KASIH SURAKARTA,20340947,S,7,86.86,93.43,66.79,60.0,85.0,83.75,81.95,3,2,23,2019,JAWA TENGAH,KOTA SURAKARTA
53696,127,1020205,SMA KRISTEN PENABUR KELAPA GADING,20177804,S,54,82.56,93.41,82.55,88.33,80.26,91.0,86.07,1,2,20,2019,DKI JAKARTA,KOTA ADMINISTRASI JAKARTA UTARA
54035,466,1050159,SMA HIGHFIELD,69948835,S,10,84.4,93.4,80.5,81.0,76.88,85.0,84.52,1,5,15,2019,DKI JAKARTA,KOTA ADMINISTRASI JAKARTA TIMUR
67379,149,30040021,SMA SANTA URSULA BSD,20603376,S,43,88.84,93.35,90.76,92.22,95.83,89.21,91.09,30,4,2,2019,BANTEN,KOTA TANGERANG SELATAN
67433,203,30040197,SMA JAKARTA MULTICULTURAL SCHOOL,69877830,S,6,70.0,93.33,44.58,39.17,0.0,62.5,64.69,30,4,19,2019,BANTEN,KOTA TANGERANG SELATAN
53809,240,1030221,SMA SAINT JOHNS SCHOOL,20177837,S,3,88.67,93.33,65.0,72.5,80.0,72.5,80.5,1,3,22,2019,DKI JAKARTA,KOTA ADMINISTRASI JAKARTA BARAT
55966,143,3050207,SPK MOUNTAINVIEW CHRISTIAN SCHOOL,69892226,S,3,63.33,93.33,43.33,30.0,42.5,32.5,58.75,3,5,20,2019,JAWA TENGAH,KOTA SALATIGA
53716,147,1030008,SMA KRISTEN 1 PENABUR,20101306,S,246,88.26,93.32,90.58,95.2,88.13,89.87,90.98,1,3,0,2019,DKI JAKARTA,KOTA ADMINISTRASI JAKARTA BARAT
53908,339,1040120,SMA MENTARI INTERCULTURAL SCHOOL JAKARTA,69917278,S,18,77.33,93.22,48.89,50.0,50.83,66.0,68.51,1,4,12,2019,DKI JAKARTA,KOTA ADMINISTRASI JAKARTA SELATAN
67791,37,31020036,SMA GLOBAL INDO ASIA,11002185,S,15,80.93,93.2,56.5,53.33,66.39,50.83,72.83,31,2,3,2019,KEPULAUAN RIAU,KOTA BATAM
54032,463,1050155,SMA NEGERI UNGGULAN MOHAMMAD HUSNI THAMRIN,20109933,N,77,88.42,93.14,93.18,96.11,89.85,89.56,91.68,1,5,15,2019,DKI JAKARTA,KOTA ADMINISTRASI JAKARTA TIMUR
53659,90,1020049,SMA SAINT NICHOLAS,20100612,S,22,81.73,93.09,73.18,71.0,77.5,69.33,79.62,1,2,4,2019,DKI JAKARTA,KOTA ADMINISTRASI JAKARTA UTARA
53814,245,1030228,SMA SPRINGFIELD,69774557,S,11,78.55,93.09,76.36,65.83,83.75,78.33,80.13,1,3,22,2019,DKI JAKARTA,KOTA ADMINISTRASI JAKARTA BARAT
54694,641,2110053,"SMA MUTIARA NUSANTARA, KABUPATEN BANDUNG BARAT",69930027,S,2,80.0,93.0,47.5,0.0,46.25,0.0,66.69,2,11,5,2019,JAWA BARAT,KABUPATEN BANDUNG BARAT
53704,135,1020235,JAKARTA TAIPEI SCHOOL,69975652,S,4,57.5,93.0,44.38,43.75,0.0,48.75,60.29,1,2,23,2019,DKI JAKARTA,KOTA ADMINISTRASI JAKARTA UTARA
67438,208,30040202,SMA DEUTSCHE SCHULE JAKARTA,69888460,S,4,73.5,93.0,44.38,43.75,0.0,0.0,63.66,30,4,20,2019,BANTEN,KOTA TANGERANG SELATAN
53709,140,1020241,SMA BEACON ACADEMY JAKARTA,69977407,S,2,80.0,93.0,47.5,52.5,0.0,82.5,72.0,1,2,24,2019,DKI JAKARTA,KOTA ADMINISTRASI JAKARTA UTARA
67374,144,30040016,SMA SANTA LAURENSIA,20613520,S,165,85.38,92.98,80.15,80.49,80.51,88.79,85.63,30,4,1,2019,BANTEN,KOTA TANGERANG SELATAN
53683,114,1020090,SMA SAINT PETER,20107390,S,17,84.12,92.94,63.24,67.92,100.0,61.75,76.62,1,2,9,2019,DKI JAKARTA,KOTA ADMINISTRASI JAKARTA UTARA
53680,111,1020085,SMA MAHATMA GADING,20100604,S,27,85.56,92.81,78.43,80.23,85.0,80.18,84.34,1,2,8,2019,DKI JAKARTA,KOTA ADMINISTRASI JAKARTA UTARA
53822,253,1030237,SMA MENTARI GRAND SURYA,69965766,S,15,87.73,92.8,60.5,85.0,0.0,70.96,78.47,1,3,23,2019,DKI JAKARTA,KOTA ADMINISTRASI JAKARTA BARAT
53708,139,1020240,SMA MAHATMA GADING INTERCULTURAL SCHOOL,69889105,S,6,60.0,92.67,44.58,0.0,0.0,58.33,63.9,1,2,24,2019,DKI JAKARTA,KOTA ADMINISTRASI JAKARTA UTARA
53705,136,1020236,SMA SAINT PETER SCHOOL,69879021,S,3,70.67,92.67,48.33,0.0,60.0,52.5,67.29,1,2,23,2019,DKI JAKARTA,KOTA ADMINISTRASI JAKARTA UTARA
54459,406,2070071,SMA SPRINGFIELD,20229178,S,3,69.33,92.67,55.0,56.25,0.0,70.0,69.46,2,7,7,2019,JAWA BARAT,KOTA DEPOK
53685,116,1020092,SMA BINA TUNAS BANGSA,20107370,S,14,73.14,92.57,51.25,43.21,56.07,0.0,66.65,1,2,9,2019,DKI JAKARTA,KOTA ADMINISTRASI JAKARTA UTARA
53802,233,1030214,SMA GLOBAL SEVILLA PURI INDAH,20104410,S,7,78.29,92.57,64.29,42.5,0.0,85.5,77.09,1,3,21,2019,DKI JAKARTA,KOTA ADMINISTRASI JAKARTA BARAT
53698,129,1020208,SMA PELANGI KASIH,69755458,S,41,84.15,92.54,77.93,70.94,75.0,72.75,81.73,1,2,20,2019,DKI JAKARTA,KOTA ADMINISTRASI JAKARTA UTARA
53641,72,1020023,SMA KRISTEN 5 BPK PENABUR,20100601,S,168,86.6,92.51,79.66,90.29,84.79,84.36,86.42,1,2,2,2019,DKI JAKARTA,KOTA ADMINISTRASI JAKARTA UTARA
53907,338,1040119,RAFFLES CHRISTIAN SCHOOL,69904250,S,17,73.06,92.47,52.79,46.88,47.5,76.67,67.63,1,4,11,2019,DKI JAKARTA,KOTA ADMINISTRASI JAKARTA SELATAN
67378,148,30040020,SMA SAINT JOHNS CATHOLIC SCHOOL,20613806,S,54,84.67,92.44,72.31,74.04,86.14,82.17,82.61,30,4,2,2019,BANTEN,KOTA TANGERANG SELATAN
53898,329,1040104,SMA LABSCHOOL KEBAYORAN,20107313,S,161,87.27,92.43,86.65,86.81,82.69,85.71,87.95,1,4,10,2019,DKI JAKARTA,KOTA ADMINISTRASI JAKARTA SELATAN
65520,32,22010049,TAMAN RAMA INTERCULTURAL SCHOOL - SENIOR HIGH,69982305,S,5,70.8,92.4,55.0,0.0,67.5,52.5,70.68,22,1,4,2019,BALI,KOTA DENPASAR
