,No,Kode,SatuanPendidikan,NPSN,Status,JumlahPeserta,Bindo,Bing,Math,Ekonomi,Sosiologi,Geografi,Rata,KdProv,KdKota,KdSekolah,Tahun,provinsi,Provinsi,Kabupaten
2396,496,105136,SMA KRISTEN 7 BPK PENABUR,20103228,S,64,78.38,75.47,77.81,76.4,76.67,90.0,0.0,1,5,136,2017,DKI JAKARTA,DKI JAKARTA,KOTA ADMINISTRASI JAKARTA TIMUR
85102,73,2905007,MAN INSAN CENDEKIA GORONTALO,60728785,N,45,85.96,75.02,94.44,86.8,81.82,88.22,0.0,29,5,7,2017,GORONTALO,GORONTALO,KABUPATEN BONE BOLANGO
26506,940,516520,MA MA`ARIF 20 TARBIYATUL HUDA,69734240,S,13,66.77,35.08,31.15,50.0,55.5,88.0,0.0,5,16,520,2017,JAWA TIMUR,JAWA TIMUR,KABUPATEN LAMONGAN
7999,1078,213174,SMA SAMPOERNA,20271371,S,12,85.33,74.17,74.79,76.56,78.0,88.0,0.0,2,13,174,2017,JAWA BARAT,JAWA BARAT,KABUPATEN BOGOR
74459,192,2107015,SMA NEGERI SIWALALAT,69725963,S,16,57.75,59.38,80.31,77.5,80.0,86.5,0.0,21,7,15,2017,MALUKU,MALUKU,SERAM BAGIAN TIMUR
75005,5,2201007,SMA NEGERI 3 DENPASAR,50103125,N,37,76.65,79.89,49.12,57.32,77.62,86.0,0.0,22,1,7,2017,BALI,BALI,KOTA DENPASAR
64156,42,1602001,SMA NEGERI 1 BALIKPAPAN,30401491.0,N,82,75.98,74.12,57.9,61.19,67.79,85.6,0.0,16,2,1,2017,KALIMANTAN TIMUR,KALIMANTAN TIMUR,KOTA BALIKPAPAN
70488,542,1914017,MA DARUL QALAM,40320411,S,29,52.14,82.48,76.81,0.0,62.0,85.5,0.0,19,14,17,2017,SULAWESI SELATAN,SULAWESI SELATAN,KABUPATEN BULUKUMBA
24622,565,512526,MA AL MUSTHOFA,20584245,S,22,63.27,44.82,57.05,58.75,59.63,85.0,0.0,5,12,526,2017,JAWA TIMUR,JAWA TIMUR,KABUPATEN MOJOKERTO
86310,244,3004174,MA NEGERI INSAN CENDEKIA SERPONG,20623314,N,29,88.41,83.59,96.21,89.67,90.0,84.92,0.0,30,4,174,2017,BANTEN,BANTEN,KOTA TANGERANG SELATAN
21006,15,401015,SMA NEGERI 1 YOGYAKARTA,20403174,N,10,83.2,81.0,83.75,84.38,86.0,84.0,0.0,4,1,15,2017,DI YOGYAKARTA,DI YOGYAKARTA,KOTA YOGYAKARTA
15439,303,309708,MA PP DARUL QURRO,20362822,S,14,75.86,47.86,58.75,60.31,53.2,84.0,0.0,3,9,708,2017,JAWA TENGAH,JAWA TENGAH,KABUPATEN CILACAP
44201,10,801010,SMA NEGERI 10 PADANG,10303462.0,N,32,82.94,70.5,74.14,81.25,75.57,84.0,0.0,8,1,10,2017,SUMATERA BARAT,SUMATERA BARAT,KOTA PADANG
85614,56,3002008,SMA DHARMA PUTRA,20606508,S,73,70.19,55.4,45.21,61.47,64.06,84.0,0.0,30,2,8,2017,BANTEN,BANTEN,KOTA TANGERANG
25544,695,514001,SMA NEGERI 1 BOJONEGORO,20504500,N,54,86.11,77.48,79.77,75.1,84.57,83.82,0.0,5,14,1,2017,JAWA TIMUR,JAWA TIMUR,KABUPATEN BOJONEGORO
69921,443,1910056,SMA AL JAMEAH PATTUKU,40319179,S,21,79.24,81.43,82.26,0.0,0.0,83.43,0.0,19,10,56,2017,SULAWESI SELATAN,SULAWESI SELATAN,KABUPATEN BONE
82531,178,2522001,SMA NEGERI KELILA,60304512,N,17,71.76,78.0,84.56,74.06,68.67,83.33,0.0,25,22,1,2017,PAPUA,PAPUA,KABUPATEN MAMBERAMO TENGAH
39972,304,707006,MA NEGERI 2 PADANGSIDIMPUAN,10264758.0,N,43,70.09,52.65,68.72,55.63,68.79,83.33,0.0,7,7,6,2017,SUMATERA UTARA,SUMATERA UTARA,KOTA PADANGSIDIMPUAN
71133,682,1919023,SMA NEGERI 1 PASUI,40314179,N,26,47.15,77.46,50.38,0.0,64.59,83.33,0.0,19,19,23,2017,SULAWESI SELATAN,SULAWESI SELATAN,KABUPATEN ENREKANG
1684,311,104044,SMA ISLAM AL-AZHAR 1,20107304,S,34,85.18,81.82,83.31,78.28,80.13,83.33,0.0,1,4,44,2017,DKI JAKARTA,DKI JAKARTA,KOTA ADMINISTRASI JAKARTA SELATAN
82534,181,2522004,SMA NEGERI ILUGUA,69880590,N,9,64.89,70.0,68.61,0.0,64.8,83.0,0.0,25,22,4,2017,PAPUA,PAPUA,KABUPATEN MAMBERAMO TENGAH
12638,1969,224059,"SMA UNGGULAN AR-RAHMAN, KABUPATEN SUKABUMI",20258335,S,21,85.81,69.71,86.07,65.0,79.2,83.0,0.0,2,24,59,2017,JAWA BARAT,JAWA BARAT,KABUPATEN SUKABUMI
21217,49,402002,SMA NEGERI 1 BANTUL,20400405,N,33,88.18,75.27,83.33,83.13,82.15,83.0,0.0,4,2,2,2017,DI YOGYAKARTA,DI YOGYAKARTA,KABUPATEN BANTUL
69927,449,1910066,SMA NEGERI 1 PONRE,69754023,N,21,62.38,85.24,61.55,0.0,86.0,83.0,0.0,19,10,66,2017,SULAWESI SELATAN,SULAWESI SELATAN,KABUPATEN BONE
28872,1385,526001,SMA NEGERI 1 TRENGGALEK,20542500,N,102,79.33,67.78,65.93,77.0,78.42,82.8,0.0,5,26,1,2017,JAWA TIMUR,JAWA TIMUR,KABUPATEN TRENGGALEK
69928,450,1910067,SMA ISLAM ATHIRAH BONE,69765089,S,21,79.43,68.48,77.74,82.25,74.33,82.8,0.0,19,10,67,2017,SULAWESI SELATAN,SULAWESI SELATAN,KABUPATEN BONE
45702,332,814302,MA SWASTA MTI TANJUNG BARULAK,60728282.0,S,17,75.06,38.59,44.85,60.83,60.6,82.5,0.0,8,14,302,2017,SUMATERA BARAT,SUMATERA BARAT,KABUPATEN TANAH DATAR
72043,54,2003015,SMA NEGERI 1 WONGGEDUKU,40403665,N,96,68.85,69.56,65.68,73.61,76.33,82.36,0.0,20,3,15,2017,SULAWESI TENGGARA,SULAWESI TENGGARA,KABUPATEN KONAWE
63097,154,1505039,SMA GIBS,60725447.0,S,49,71.35,61.96,51.48,63.21,70.41,82.0,0.0,15,5,39,2017,KALIMANTAN SELATAN,KALIMANTAN SELATAN,KABUPATEN BARITO KUALA
42102,731,717002,SMA NEGERI 1 MATAULI PANDAN,10206580.0,N,50,79.84,74.28,75.4,76.67,75.67,82.0,0.0,7,17,2,2017,SUMATERA UTARA,SUMATERA UTARA,KABUPATEN TAPANULI TENGAH
64457,127,1604064,MA ASADIYAH MARANG KAYU,30315179.0,S,16,75.88,70.75,69.84,72.83,0.0,82.0,0.0,16,4,64,2017,KALIMANTAN TIMUR,KALIMANTAN TIMUR,KABUPATEN KUTAI KARTANEGARA
3014,6,201006,"SMA NEGERI 6 BANDUNG, KOTA BANDUNG",20219306,N,94,70.11,50.11,37.05,54.81,65.21,82.0,0.0,2,1,6,2017,JAWA BARAT,JAWA BARAT,KOTA BANDUNG
20788,1354,335009,SMA NEGERI 3 SLAWI,20325279,N,118,79.75,56.9,66.91,68.44,77.25,82.0,0.0,3,35,9,2017,JAWA TENGAH,JAWA TENGAH,KABUPATEN TEGAL
8076,1155,213570,"MA DARUL MARHAMAH, KABUPATEN BOGOR",20280140,S,16,74.25,53.5,50.31,60.83,68.67,82.0,0.0,2,13,570,2017,JAWA BARAT,JAWA BARAT,KABUPATEN BOGOR
75010,10,2201012,SMA KATOLIK  SANTO YOSEPH DENPASAR,50103181,S,153,74.58,76.05,53.79,69.51,70.43,82.0,0.0,22,1,12,2017,BALI,BALI,KOTA DENPASAR
89457,50,3102039,SMA KALLISTA,69774886,S,6,76.67,77.33,50.0,57.5,69.33,82.0,0.0,31,2,39,2017,KEPULAUAN RIAU,KEPULAUAN RIAU,KOTA BATAM
16537,506,315005,SMA NEGERI 1 WADASLINTANG,20306808,N,80,68.9,38.6,39.91,61.43,64.0,82.0,0.0,3,15,5,2017,JAWA TENGAH,JAWA TENGAH,KABUPATEN WONOSOBO
3745,176,203014,"SMA NEGERI 14 BEKASI, KOTA BEKASI",20231720,N,107,72.34,56.49,58.64,61.79,73.07,82.0,0.0,2,3,14,2017,JAWA BARAT,JAWA BARAT,KOTA BEKASI
86295,229,3004054,SMA KRISTEN PENABUR BINTARO JAYA,20615025,S,70,82.97,79.2,77.21,76.07,78.31,82.0,0.0,30,4,54,2017,BANTEN,BANTEN,KOTA TANGERANG SELATAN
157,29,101044,SMA KRISTEN KARUNIA,20100190,S,11,88.0,80.0,87.95,80.63,78.0,82.0,0.0,1,1,44,2017,DKI JAKARTA,DKI JAKARTA,KOTA ADMINISTRASI JAKARTA PUSAT
70125,477,1911021,SMA NEGERI 1 TAKKALALLA,40310826,N,55,48.55,51.31,47.45,31.06,59.6,81.71,0.0,19,11,21,2017,SULAWESI SELATAN,SULAWESI SELATAN,KABUPATEN WAJO
69889,411,1910015,SMA NEGERI 1 KAJUARA,40302664,N,79,50.43,62.56,42.41,55.54,59.55,81.67,0.0,19,10,15,2017,SULAWESI SELATAN,SULAWESI SELATAN,KABUPATEN BONE
73927,86,2103039,SMA MUHAMMADIYAH SEPA,60100349,S,24,58.92,52.75,78.33,72.5,60.67,81.67,0.0,21,3,39,2017,MALUKU,MALUKU,MALUKU TENGAH
2344,444,105057,SMA NEGERI 61,20103307,N,72,86.17,80.78,88.33,80.38,83.79,81.6,0.0,1,5,57,2017,DKI JAKARTA,DKI JAKARTA,KOTA ADMINISTRASI JAKARTA TIMUR
82533,180,2522003,SMA NEGERI ERAGAYAM,69880589,N,10,71.6,80.8,81.0,84.38,74.0,81.5,0.0,25,22,3,2017,PAPUA,PAPUA,KABUPATEN MAMBERAMO TENGAH
143,15,101022,SMA KRISTEN 3 BPK PENABUR,20100187,S,75,84.43,80.77,85.83,81.19,79.62,81.5,0.0,1,1,22,2017,DKI JAKARTA,DKI JAKARTA,KOTA ADMINISTRASI JAKARTA PUSAT
14825,159,306001,SMA NEGERI 1 MAGELANG,20327563,N,117,84.36,79.62,91.77,83.03,77.17,81.47,0.0,3,6,1,2017,JAWA TENGAH,JAWA TENGAH,KOTA MAGELANG
85100,71,2905005,SMA TERPADU WIRA BHAKTI,40500912,S,38,67.63,60.32,80.07,78.13,77.63,81.44,0.0,29,5,5,2017,GORONTALO,GORONTALO,KABUPATEN BONE BOLANGO
4200,277,204003,"SMA NEGERI 3 BOGOR, KOTA BOGOR",20220332,N,66,85.36,76.33,79.24,73.87,81.43,81.41,0.0,2,4,3,2017,JAWA BARAT,JAWA BARAT,KOTA BOGOR
70233,493,1912011,SMA NEGERI 3 WATANSOPPENG,40303665,N,64,53.78,54.16,57.15,51.1,78.0,81.39,0.0,19,12,11,2017,SULAWESI SELATAN,SULAWESI SELATAN,KABUPATEN SOPPENG
1692,319,104053,SMA NEGERI 8,20102568,N,35,87.43,84.74,90.0,85.1,0.0,81.33,0.0,1,4,53,2017,DKI JAKARTA,DKI JAKARTA,KOTA ADMINISTRASI JAKARTA SELATAN
1708,335,104077,SMA NEGERI 28,20107319,N,73,87.51,83.15,85.96,82.97,81.41,81.26,0.0,1,4,77,2017,DKI JAKARTA,DKI JAKARTA,KOTA ADMINISTRASI JAKARTA SELATAN
72472,140,2006011,SMA NEGERI 1 POMALAA,40401535,N,74,50.24,70.43,20.54,39.87,51.56,81.22,0.0,20,6,11,2017,SULAWESI TENGGARA,SULAWESI TENGGARA,KABUPATEN KOLAKA
567,134,102096,SMA KRISTEN 6 BPK PENABUR,20110335,S,50,84.44,81.96,89.45,82.26,76.71,81.2,0.0,1,2,96,2017,DKI JAKARTA,DKI JAKARTA,KOTA ADMINISTRASI JAKARTA UTARA
25959,790,515001,SMA NEGERI 1 TUBAN,20505009,N,63,84.1,70.03,77.02,75.89,79.69,81.2,0.0,5,15,1,2017,JAWA TIMUR,JAWA TIMUR,KABUPATEN TUBAN
2320,420,105027,SMA NEGERI 62,20103306,N,108,84.91,75.41,77.78,80.4,81.89,81.13,0.0,1,5,27,2017,DKI JAKARTA,DKI JAKARTA,KOTA ADMINISTRASI JAKARTA TIMUR
2338,438,105051,SMA NEGERI 12,20103285,N,107,83.31,77.48,82.87,75.76,80.34,81.1,0.0,1,5,51,2017,DKI JAKARTA,DKI JAKARTA,KOTA ADMINISTRASI JAKARTA TIMUR
15629,321,310004,SMA NEGERI 1 KEJOBONG,20303227,N,69,75.54,45.68,49.28,68.09,72.68,81.0,0.0,3,10,4,2017,JAWA TENGAH,JAWA TENGAH,KABUPATEN PURBALINGGA
45334,240,812001,SMA NEGERI 1 LUBUK ALUNG,10301790.0,N,54,68.85,39.15,45.51,55.94,68.91,81.0,0.0,8,12,1,2017,SUMATERA BARAT,SUMATERA BARAT,KABUPATEN PADANG PARIAMAN
16263,444,313002,SMA NEGERI 2 PURWOREJO,20306176,N,95,82.78,60.17,77.32,75.41,79.54,81.0,0.0,3,13,2,2017,JAWA TENGAH,JAWA TENGAH,KABUPATEN PURWOREJO
42383,796,720019,SMA SWASTA UNGGUL DEL,10263538.0,S,17,87.65,82.12,92.5,84.42,93.0,81.0,0.0,7,20,19,2017,SUMATERA UTARA,SUMATERA UTARA,KABUPATEN TOBA SAMOSIR
13180,2089,225013,"SMA NEGERI TANJUNGKERTA, KABUPATEN SUMEDANG",20208407,N,81,63.28,37.01,36.48,52.92,60.66,81.0,0.0,2,25,13,2017,JAWA BARAT,JAWA BARAT,KABUPATEN SUMEDANG
69878,400,1910003,SMA NEGERI 1 SIBULUE,40302669,N,122,69.49,83.67,63.03,55.25,84.28,80.83,0.0,19,10,3,2017,SULAWESI SELATAN,SULAWESI SELATAN,KABUPATEN BONE
7886,965,213020,"SMA NEGERI 1 CIBINONG, KABUPATEN BOGOR",20200885,N,72,79.42,66.53,51.84,63.16,76.4,80.67,0.0,2,13,20,2017,JAWA BARAT,JAWA BARAT,KABUPATEN BOGOR
81030,381,2416015,SMA NEGERI 2 KOMODO,50308980,N,54,54.15,61.04,70.93,67.5,78.29,80.67,0.0,24,16,15,2017,NUSA TENGGARA TIMUR,NUSA TENGGARA TIMUR,KABUPATEN MANGGARAI BARAT
16538,507,315006,SMA NEGERI 1 WONOSOBO,20306807,N,86,80.42,71.35,76.92,79.62,82.58,80.64,0.0,3,15,6,2017,JAWA TENGAH,JAWA TENGAH,KABUPATEN WONOSOBO
129,1,101001,SMA NEGERI 68,20100199,N,108,85.09,78.43,79.93,81.8,79.3,80.64,0.0,1,1,1,2017,DKI JAKARTA,DKI JAKARTA,KOTA ADMINISTRASI JAKARTA PUSAT
21591,146,404053,SMA NEGERI 1 PAKEM,20401127,N,64,83.59,66.66,76.21,72.68,83.23,80.58,0.0,4,4,53,2017,DI YOGYAKARTA,DI YOGYAKARTA,KABUPATEN SLEMAN
16674,525,316004,SMA NEGERI 1 BOYOLALI,20308449,N,65,84.43,76.34,85.69,83.37,80.42,80.52,0.0,3,16,4,2017,JAWA TENGAH,JAWA TENGAH,KABUPATEN BOYOLALI
23307,281,508005,SMA NEGERI 4 PROBOLINGGO,20536295,N,87,75.08,56.18,54.71,60.87,67.89,80.5,0.0,5,8,5,2017,JAWA TIMUR,JAWA TIMUR,KOTA PROBOLINGGO
22180,2,501003,SMA NEGERI 2 SURABAYA,20532230,N,74,82.16,79.05,71.62,78.33,78.28,80.44,0.0,5,1,3,2017,JAWA TIMUR,JAWA TIMUR,KOTA SURABAYA
4816,421,207044,"SMA ALMANAR AZHARI, KOTA DEPOK",20229141,S,12,70.5,58.17,49.38,54.5,72.0,80.4,0.0,2,7,44,2017,JAWA BARAT,JAWA BARAT,KOTA DEPOK
69909,431,1910039,SMA NEGERI 1 BONTOCANI,40310707,N,62,76.48,82.61,85.2,0.0,0.0,80.39,0.0,19,10,39,2017,SULAWESI SELATAN,SULAWESI SELATAN,KABUPATEN BONE
18101,816,324501,MA NEGERI 2 KUDUS,20363082,N,107,82.67,61.91,76.05,76.01,78.64,80.25,0.0,3,24,501,2017,JAWA TENGAH,JAWA TENGAH,KABUPATEN KUDUS
4199,276,204002,"SMA NEGERI 2 BOGOR, KOTA BOGOR",20238516,N,106,83.23,75.04,62.31,72.36,77.59,80.0,0.0,2,4,2,2017,JAWA BARAT,JAWA BARAT,KOTA BOGOR
61633,131,1405019,MA NEGERI BUNTOK,30200851.0,N,22,63.82,61.55,62.73,67.5,53.1,80.0,0.0,14,5,19,2017,KALIMANTAN TENGAH,KALIMANTAN TENGAH,KABUPATEN BARITO SELATAN
23231,273,507009,SMA BAYT AL - HIKMAH,69848985,S,25,74.08,46.88,37.3,70.0,67.55,80.0,0.0,5,7,9,2017,JAWA TIMUR,JAWA TIMUR,KOTA PASURUAN
51794,101,1101123,SMAN SUMATERA SELATAN,10648016.0,N,20,88.0,78.7,91.75,88.18,81.5,80.0,0.0,11,1,123,2017,SUMATERA SELATAN,SUMATERA SELATAN,KOTA PALEMBANG
69720,393,1909016,MA PUTRI DDI  MANGKOSO,40302288,S,26,59.69,55.08,44.23,45.75,63.17,80.0,0.0,19,9,16,2017,SULAWESI SELATAN,SULAWESI SELATAN,KABUPATEN BARRU
14965,175,307003,SMA NEGERI BATURADEN,20302172,N,128,71.59,47.2,45.35,54.64,67.61,80.0,0.0,3,7,3,2017,JAWA TENGAH,JAWA TENGAH,KABUPATEN BANYUMAS
36038,15,601022,MAN BANDA ACEH 1,10113769.0,N,66,64.97,46.58,39.77,55.61,64.13,80.0,0.0,6,1,22,2017,ACEH,ACEH,KOTA BANDA ACEH
2409,509,105159,SMA HIGHFIELD,69948835,S,7,80.57,85.71,69.29,72.5,78.4,80.0,0.0,1,5,159,2017,DKI JAKARTA,DKI JAKARTA,KOTA ADMINISTRASI JAKARTA TIMUR
7132,894,212086,"SMA YADIKA 8 TAMBUN SELATAN, KABUPATEN BEKASI",20238027,S,57,61.19,38.88,30.53,36.67,58.0,80.0,0.0,2,12,86,2017,JAWA BARAT,JAWA BARAT,KABUPATEN BEKASI
3077,69,201081,"SMA SANTA ANGELA , KOTA BANDUNG",20219266,S,57,82.84,76.81,78.25,78.59,79.22,80.0,0.0,2,1,81,2017,JAWA BARAT,JAWA BARAT,KOTA BANDUNG
72389,131,2005051,SMA NEGERI 2 SIOTAPINA,69734190,N,30,48.67,64.47,34.25,57.5,46.89,80.0,0.0,20,5,51,2017,SULAWESI TENGGARA,SULAWESI TENGGARA,KABUPATEN BUTON
21007,16,401017,SMA NEGERI 2 YOGYAKARTA,20403177,N,30,88.13,80.6,86.08,78.64,83.2,80.0,0.0,4,1,17,2017,DI YOGYAKARTA,DI YOGYAKARTA,KOTA YOGYAKARTA
63351,184,1508002,SMA NEGERI 2 BARABAI,30302136.0,N,124,62.97,44.87,33.81,57.0,61.26,80.0,0.0,15,8,2,2017,KALIMANTAN SELATAN,KALIMANTAN SELATAN,KABUPATEN HULU SUNGAI TENGAH
27438,1081,520001,SMA NEGERI 1 PONOROGO,20510150,N,94,74.72,61.02,50.64,77.5,74.45,80.0,0.0,5,20,1,2017,JAWA TIMUR,JAWA TIMUR,KABUPATEN PONOROGO
38857,36,701036,SMA SWASTA PELITA MEDAN,10261735.0,S,19,70.11,75.79,77.63,0.0,78.44,80.0,0.0,7,1,36,2017,SUMATERA UTARA,SUMATERA UTARA,KOTA MEDAN
1652,279,104003,SMA NEGERI 47,20102193,N,143,82.55,79.54,76.89,76.18,78.42,79.94,0.0,1,4,3,2017,DKI JAKARTA,DKI JAKARTA,KOTA ADMINISTRASI JAKARTA SELATAN
21025,34,401039,SMA NEGERI 5 YOGYAKARTA,20403180,N,68,85.35,77.65,84.63,82.42,86.29,79.93,0.0,4,1,39,2017,DI YOGYAKARTA,DI YOGYAKARTA,KOTA YOGYAKARTA
158,30,101048,SMA SANTA URSULA,20108383,S,70,86.86,83.17,90.93,83.88,79.67,79.65,0.0,1,1,48,2017,DKI JAKARTA,DKI JAKARTA,KOTA ADMINISTRASI JAKARTA PUSAT
64432,102,1604026,SMA YPK TENGGARONG,30405317.0,S,25,48.64,61.28,65.7,65.0,69.68,79.6,0.0,16,4,26,2017,KALIMANTAN TIMUR,KALIMANTAN TIMUR,KABUPATEN KUTAI KARTANEGARA
4198,275,204001,"SMA NEGERI 1 BOGOR, KOTA BOGOR",20220342,N,71,82.42,76.9,76.37,76.45,76.28,79.5,0.0,2,4,1,2017,JAWA BARAT,JAWA BARAT,KOTA BOGOR
14203,37,301222,SMA KOLESE LOYOLA,20328915,S,55,83.13,81.16,83.86,82.5,79.6,79.5,0.0,3,1,222,2017,JAWA TENGAH,JAWA TENGAH,KOTA SEMARANG
32120,1994,533001,SMA NEGERI 1 JEMBER,20523844,N,51,84.51,75.41,77.99,78.0,79.0,79.5,0.0,5,33,1,2017,JAWA TIMUR,JAWA TIMUR,KABUPATEN JEMBER
61630,128,1405016,MA SWASTA DARUL HUDA,30112203.0,S,18,66.67,69.22,77.36,0.0,0.0,79.44,0.0,14,5,16,2017,KALIMANTAN TENGAH,KALIMANTAN TENGAH,KABUPATEN BARITO SELATAN
71134,683,1919024,SMA NEGERI 1 BUNGIN,40314532,N,35,56.86,75.66,25.14,43.21,0.0,79.43,0.0,19,19,24,2017,SULAWESI SELATAN,SULAWESI SELATAN,KABUPATEN ENREKANG
8004,1083,213186,SMA KRISTEN PENABUR KOTA WISATA,69873999,S,68,81.71,78.15,66.95,70.2,75.13,79.38,0.0,2,13,186,2017,JAWA BARAT,JAWA BARAT,KABUPATEN BOGOR
22314,136,501506,MA UNGGULAN PP AMANATUL UMMAH,20580757,S,44,77.5,59.23,66.08,75.68,75.42,79.33,0.0,5,1,506,2017,JAWA TIMUR,JAWA TIMUR,KOTA SURABAYA
