,No,Kode,SatuanPendidikan,NPSN,Status,JumlahPeserta,Bindo,Bing,Math,Ekonomi,Sosiologi,Geografi,Rata,KdProv,KdKota,KdSekolah,Tahun,provinsi,Provinsi,Kabupaten
9121,1265,215019,"SMA BPK PENABUR, KABUPATEN CIANJUR",20203699,S,27,76.96,65.33,51.48,95.0,73.52,60.4,0.0,2,15,19,2017,JAWA BARAT,JAWA BARAT,KABUPATEN CIANJUR
35647,2733,538017,SMA NEGERI 1 BANGKALAN,20531146.0,N,97,63.36,57.42,47.14,92.5,66.23,61.84,0.0,5,38,17,2017,JAWA TIMUR,JAWA TIMUR,KABUPATEN BANGKALAN
1060,181,103036,SMA TRI RATNA,20101608,S,25,76.48,57.36,52.0,92.5,71.6,76.5,0.0,1,3,36,2017,DKI JAKARTA,DKI JAKARTA,KOTA ADMINISTRASI JAKARTA BARAT
31263,1854,531005,SMA NEGERI 2 BONDOWOSO,20521711,N,22,76.36,59.82,52.5,92.5,75.5,0.0,0.0,5,31,5,2017,JAWA TIMUR,JAWA TIMUR,KABUPATEN BONDOWOSO
20257,1258,332501,MA NEGERI 2 BREBES,20364965,N,67,64.84,34.36,31.08,90.0,60.1,58.48,0.0,3,32,501,2017,JAWA TENGAH,JAWA TENGAH,KABUPATEN BREBES
86310,244,3004174,MA NEGERI INSAN CENDEKIA SERPONG,20623314,N,29,88.41,83.59,96.21,89.67,90.0,84.92,0.0,30,4,174,2017,BANTEN,BANTEN,KOTA TANGERANG SELATAN
51794,101,1101123,SMAN SUMATERA SELATAN,10648016.0,N,20,88.0,78.7,91.75,88.18,81.5,80.0,0.0,11,1,123,2017,SUMATERA SELATAN,SUMATERA SELATAN,KOTA PALEMBANG
21038,47,401058,SMA ISLAM TERPADU ABU BAKAR,20404171,S,48,75.96,54.75,49.53,87.5,69.94,62.33,0.0,4,1,58,2017,DI YOGYAKARTA,DI YOGYAKARTA,KOTA YOGYAKARTA
18417,866,325213,SMA RIFAIYAH SUNDOLUHUR,20339014,S,19,77.89,54.32,61.58,87.5,69.88,0.0,0.0,3,25,213,2017,JAWA TENGAH,JAWA TENGAH,KABUPATEN PATI
21387,92,403002,SMA NEGERI 2 WATES,20402778,N,63,86.0,65.08,66.79,87.5,77.0,77.67,0.0,4,3,2,2017,DI YOGYAKARTA,DI YOGYAKARTA,KABUPATEN KULON PROGO
60786,445,1314050,SMA TUNAS BANGSA,30109656.0,S,10,80.6,84.0,78.75,87.5,74.67,0.0,0.0,13,14,50,2017,KALIMANTAN BARAT,KALIMANTAN BARAT,KABUPATEN KUBU RAYA
21027,36,401042,SMA NEGERI 8 YOGYAKARTA,20403161,N,18,83.11,81.44,90.97,87.14,0.0,74.55,0.0,4,1,42,2017,DI YOGYAKARTA,DI YOGYAKARTA,KOTA YOGYAKARTA
85102,73,2905007,MAN INSAN CENDEKIA GORONTALO,60728785,N,45,85.96,75.02,94.44,86.8,81.82,88.22,0.0,29,5,7,2017,GORONTALO,GORONTALO,KABUPATEN BONE BOLANGO
73944,103,2103056,SMA NEGERI NUSALAUT,60104032,N,34,66.12,73.53,69.78,86.44,73.0,72.0,0.0,21,3,56,2017,MALUKU,MALUKU,MALUKU TENGAH
74627,233,2108031,SMA NEGERI ELPAPUTIH,60103939,N,53,49.47,61.28,62.45,86.25,63.72,66.0,0.0,21,8,31,2017,MALUKU,MALUKU,SERAM BAGIAN BARAT
74468,201,2107103,MAN 2 SERAM BAGIAN TIMUR,60105466,N,45,68.49,77.2,82.83,86.15,57.83,69.1,0.0,21,7,103,2017,MALUKU,MALUKU,SERAM BAGIAN TIMUR
1090,211,103075,SMA KRISTEN 4 PENABUR,20101305,S,37,83.24,78.11,86.96,85.56,0.0,76.57,0.0,1,3,75,2017,DKI JAKARTA,DKI JAKARTA,KOTA ADMINISTRASI JAKARTA BARAT
1039,160,103008,SMA KRISTEN 1 BPK PENABUR,20101306,S,49,86.53,86.45,96.48,85.49,86.33,77.14,0.0,1,3,8,2017,DKI JAKARTA,DKI JAKARTA,KOTA ADMINISTRASI JAKARTA BARAT
1692,319,104053,SMA NEGERI 8,20102568,N,35,87.43,84.74,90.0,85.1,0.0,81.33,0.0,1,4,53,2017,DKI JAKARTA,DKI JAKARTA,KOTA ADMINISTRASI JAKARTA SELATAN
46029,392,817204,MA NEGERI KAJAI,10304033.0,N,23,62.52,32.87,28.59,85.0,48.4,46.0,0.0,8,17,204,2017,SUMATERA BARAT,SUMATERA BARAT,KABUPATEN PASAMAN BARAT
7928,1007,213077,"SMA SMART EKSELENSIA INDONESIA, KABUPATEN BOGOR",20231356,S,22,81.36,65.09,75.11,85.0,77.58,73.0,0.0,2,13,77,2017,JAWA BARAT,JAWA BARAT,KABUPATEN BOGOR
