,No,Kode,SatuanPendidikan,NPSN,Status,JumlahPeserta,Bindo,Bing,Math,Ekonomi,Sosiologi,Geografi,Rata,KdProv,KdKota,KdSekolah,Tahun,provinsi,Provinsi,Kabupaten
1143,264,103216,SMA KRISTEN 8 PENABUR,20177805,S,2,79.0,91.0,81.25,72.5,0.0,0.0,0.0,1,3,216,2017,DKI JAKARTA,DKI JAKARTA,KOTA ADMINISTRASI JAKARTA BARAT
89454,47,3102036,SMA GLOBAL INDO ASIA,11002185,S,5,81.2,88.4,58.5,57.5,66.0,0.0,0.0,31,2,36,2017,KEPULAUAN RIAU,KEPULAUAN RIAU,KOTA BATAM
69892,414,1910018,SMA NEGERI 1 KAHU,40302663,N,124,81.31,88.32,80.77,0.0,70.47,0.0,0.0,19,10,18,2017,SULAWESI SELATAN,SULAWESI SELATAN,KABUPATEN BONE
73078,263,2011002,SMA NEGERI 1 SAWA,40403971,N,29,79.45,87.86,80.0,65.63,81.39,71.0,0.0,20,11,2,2017,SULAWESI TENGGARA,SULAWESI TENGGARA,KABUPATEN KONAWE UTARA
70690,590,1915027,SMA ISLAM IBADURRAHMAN,40314677,S,14,46.29,87.29,26.07,0.0,38.0,0.0,0.0,19,15,27,2017,SULAWESI SELATAN,SULAWESI SELATAN,KABUPATEN SINJAI
86286,220,3004044,SMA GLOBAL JAYA,20613551,S,8,76.25,87.25,61.25,60.83,63.6,0.0,0.0,30,4,44,2017,BANTEN,BANTEN,KOTA TANGERANG SELATAN
69904,426,1910033,SMAN 1 PATIMPENG,40310710,N,76,78.29,87.21,80.13,0.0,70.18,0.0,0.0,19,10,33,2017,SULAWESI SELATAN,SULAWESI SELATAN,KABUPATEN BONE
1039,160,103008,SMA KRISTEN 1 BPK PENABUR,20101306,S,49,86.53,86.45,96.48,85.49,86.33,77.14,0.0,1,3,8,2017,DKI JAKARTA,DKI JAKARTA,KOTA ADMINISTRASI JAKARTA BARAT
74446,179,2107002,SMA NEGERI 1 SERAM TIMUR,60101667,N,63,66.51,86.32,82.34,63.33,75.6,68.38,0.0,21,7,2,2017,MALUKU,MALUKU,SERAM BAGIAN TIMUR
2409,509,105159,SMA HIGHFIELD,69948835,S,7,80.57,85.71,69.29,72.5,78.4,80.0,0.0,1,5,159,2017,DKI JAKARTA,DKI JAKARTA,KOTA ADMINISTRASI JAKARTA TIMUR
