,No,Kode,SatuanPendidikan,NPSN,Status,JumlahPeserta,Bindo,Bing,Math,Fisika,Kimia,Biologi,Rata,KdProv,KdKota,KdSekolah,Tahun,Provinsi,Kabupaten
54037,468,1050161,SMA CIKAL AMRI,69981381,S,4,76.0,92.0,61.25,100.0,67.5,55.0,75.44,1,5,16,2019,DKI JAKARTA,KOTA ADMINISTRASI JAKARTA TIMUR
65515,27,22010040,SMA DOREMI EXCELLENT SCHOOL,50105505,S,10,84.0,84.2,48.5,100.0,46.88,56.5,68.43,22,1,4,2019,BALI,KOTA DENPASAR
64266,118,19010156,SMA PLUS AL-ASHRI GLOBAL MANDIRI,40319035,S,14,75.43,70.29,48.04,100.0,50.5,52.81,62.28,19,1,15,2019,SULAWESI SELATAN,KOTA MAKASSAR
67211,68,29050007,MAN INSAN CENDEKIA GORONTALO,60728785,N,91,88.24,80.29,82.69,97.0,89.48,84.92,85.5,29,5,0,2019,GORONTALO,KABUPATEN BONE BOLANGO
55953,130,3040502,MA NEGERI INSAN CENDEKIA PEKALONGAN,69941723,N,68,87.47,84.18,85.04,96.8,90.45,87.38,87.13,3,4,50,2019,JAWA TENGAH,KOTA PEKALONGAN
54032,463,1050155,SMA NEGERI UNGGULAN MOHAMMAD HUSNI THAMRIN,20109933,N,77,88.42,93.14,93.18,96.11,89.85,89.56,91.68,1,5,15,2019,DKI JAKARTA,KOTA ADMINISTRASI JAKARTA TIMUR
53716,147,1030008,SMA KRISTEN 1 PENABUR,20101306,S,246,88.26,93.32,90.58,95.2,88.13,89.87,90.98,1,3,0,2019,DKI JAKARTA,KOTA ADMINISTRASI JAKARTA BARAT
66471,455,24200004,SMA SEMINARI PIUS XII KISOL,50308606,S,10,87.2,72.4,62.25,95.0,60.83,79.58,74.34,24,20,0,2019,NUSA TENGGARA TIMUR,KABUPATEN MANGGARAI TIMUR
53818,249,1030233,SMA KRISTEN TUNAS BANGSA,69966984,S,8,81.75,95.0,77.19,94.38,70.0,65.0,83.72,1,3,23,2019,DKI JAKARTA,KOTA ADMINISTRASI JAKARTA BARAT
67414,184,30040174,MA NEGERI INSAN CENDEKIA SERPONG,20623314,N,105,89.83,90.57,89.38,93.84,90.79,90.98,90.45,30,4,17,2019,BANTEN,KOTA TANGERANG SELATAN
