,No,Kode,SatuanPendidikan,NPSN,Status,JumlahPeserta,Bindo,Bing,Math,Ekonomi,Sosiologi,Geografi,Rata,KdProv,KdKota,KdSekolah,Tahun,provinsi,Provinsi,Kabupaten
2609,447,1050039,SMA NEGERI 81,20103301,N,72,86.69,89.92,80.07,91.38,80.0,83.2,85.79,1,5,3,2019,DKI JAKARTA,DKI JAKARTA,KOTA ADMINISTRASI JAKARTA TIMUR
1350,228,1030089,SMA NEGERI 78,20101588,N,80,86.95,88.85,76.03,91.21,80.9,79.27,84.01,1,3,8,2019,DKI JAKARTA,DKI JAKARTA,KOTA ADMINISTRASI JAKARTA BARAT
21304,47,4020002,SMA NEGERI 1 BANTUL,20400405,N,41,88.63,83.12,72.74,90.91,81.64,82.74,82.29,4,2,0,2019,DI YOGYAKARTA,DI YOGYAKARTA,KABUPATEN BANTUL
1976,370,1040104,SMA LABSCHOOL KEBAYORAN,20107313,S,96,85.69,90.77,74.22,90.76,81.05,83.7,83.98,1,4,10,2019,DKI JAKARTA,DKI JAKARTA,KOTA ADMINISTRASI JAKARTA SELATAN
283,30,1010048,SMA SANTA URSULA,20108383,S,76,87.63,91.53,84.41,90.15,80.4,84.0,87.5,1,1,4,2019,DKI JAKARTA,DKI JAKARTA,KOTA ADMINISTRASI JAKARTA PUSAT
268,15,1010022,SMA KRISTEN 3 BPK PENABUR,20100187,S,80,87.28,88.83,73.41,90.0,82.09,83.46,83.78,1,1,2,2019,DKI JAKARTA,DKI JAKARTA,KOTA ADMINISTRASI JAKARTA PUSAT
6254,686,2100569,"MA ISHLAHUL AMANAH PANGALENGAN, KABUPATEN BANDUNG",20279971,S,49,63.92,44.45,35.2,90.0,56.58,0.0,50.21,2,10,56,2019,JAWA BARAT,JAWA BARAT,KABUPATEN BANDUNG
59313,157,13040043,MAN INSAN CENDEKIA SAMBAS,69976449.0,N,7,84.29,68.0,46.79,90.0,88.0,80.5,70.84,13,4,4,2019,KALIMANTAN BARAT,KALIMANTAN BARAT,KABUPATEN SAMBAS
6266,698,2100583,"MA YPI CIKONENG, KABUPATEN BANDUNG",20279998,S,21,63.24,44.1,35.71,90.0,55.16,70.0,50.15,2,10,58,2019,JAWA BARAT,JAWA BARAT,KABUPATEN BANDUNG
1286,164,1030003,SMA BUNDA HATI KUDUS,20101332,S,63,76.1,79.14,51.11,90.0,70.65,66.77,68.85,1,3,0,2019,DKI JAKARTA,DKI JAKARTA,KOTA ADMINISTRASI JAKARTA BARAT
2679,517,1050151,SMA SEVILLA,20112284,S,2,74.0,89.0,63.75,90.0,58.0,0.0,75.19,1,5,15,2019,DKI JAKARTA,DKI JAKARTA,KOTA ADMINISTRASI JAKARTA TIMUR
3346,34,2010036,"SMA KRISTEN 2 BINA BAKTI, KOTA BANDUNG",20219729,S,7,87.43,90.86,79.29,90.0,0.0,69.6,83.25,2,1,3,2019,JAWA BARAT,JAWA BARAT,KOTA BANDUNG
293,40,1010060,SMA KANISIUS,20100170,S,63,87.11,90.06,77.34,89.69,84.36,83.5,85.53,1,1,6,2019,DKI JAKARTA,DKI JAKARTA,KOTA ADMINISTRASI JAKARTA PUSAT
16180,422,3120219,SMA SEMINARI MERTOYUDAN,20307643,S,25,86.88,77.84,66.0,89.5,80.93,84.4,78.52,3,12,21,2019,JAWA TENGAH,JAWA TENGAH,KABUPATEN MAGELANG
75501,111,22060044,SMA NEGERI BALI MANDARA,50105492,N,50,87.04,71.32,61.25,89.38,81.71,78.96,75.78,22,6,4,2019,BALI,BALI,KABUPATEN BULELENG
254,1,1010001,SMA NEGERI 68,20100199,N,108,87.78,89.2,73.94,88.81,81.0,84.29,84.06,1,1,0,2019,DKI JAKARTA,DKI JAKARTA,KOTA ADMINISTRASI JAKARTA PUSAT
86441,199,30040021,SMA SANTA URSULA BSD,20603376,S,83,87.06,91.42,84.88,88.77,84.74,84.46,87.64,30,4,2,2019,BANTEN,BANTEN,KOTA TANGERANG SELATAN
46628,36,9010039,SMA SWASTA WITAMA NASIONAL PLUS,10495030.0,S,23,83.39,84.43,63.7,88.75,76.0,0.0,77.16,9,1,3,2019,RIAU,RIAU,KOTA PEKANBARU
747,132,1020094,SMA IPEKA PLUIT,20107382,S,30,84.4,86.0,71.67,88.68,81.27,0.0,82.01,1,2,9,2019,DKI JAKARTA,DKI JAKARTA,KOTA ADMINISTRASI JAKARTA UTARA
3347,35,2010037,"SMA KRISTEN 1 BPK PENABUR, KOTA BANDUNG",20219730,S,50,87.4,88.52,85.1,88.36,83.67,84.0,87.01,2,1,3,2019,JAWA BARAT,JAWA BARAT,KOTA BANDUNG
3349,37,2010039,"SMA KRISTEN 3 BPK PENABUR, KOTA BANDUNG",20219715,S,32,77.69,73.44,48.59,88.33,82.67,70.85,68.33,2,1,3,2019,JAWA BARAT,JAWA BARAT,KOTA BANDUNG
1912,306,1040022,SMA NEGERI 34,20102214,N,106,87.87,89.85,76.46,88.1,80.0,82.67,84.73,1,4,2,2019,DKI JAKARTA,DKI JAKARTA,KOTA ADMINISTRASI JAKARTA SELATAN
42412,808,7200019,SMA SWASTA UNGGUL DEL,10263538.0,S,22,87.73,87.36,79.2,88.0,84.0,86.67,84.89,7,20,1,2019,SUMATERA UTARA,SUMATERA UTARA,KABUPATEN TOBA SAMOSIR
64291,80,16030015,SMA IT DAARUL HIKMAH BONTANG,69766189.0,S,26,82.69,62.15,51.63,87.5,71.0,74.22,67.63,16,3,1,2019,KALIMANTAN TIMUR,KALIMANTAN TIMUR,KOTA BONTANG
75219,51,22040002,SMA NEGERI 2 SEMARAPURA,50102365,N,29,77.86,56.69,50.78,87.5,70.45,67.0,64.27,22,4,0,2019,BALI,BALI,KABUPATEN KLUNGKUNG
83488,179,26100109,MAN INSAN CENDEKIA BENGKULU TENGAH,69978360,N,8,79.25,65.25,44.69,87.5,75.33,72.67,66.64,26,10,10,2019,BENGKULU,BENGKULU,KABUPATEN BENGKULU TENGAH
23429,310,5090010,SMA AL - IZZAH,69727602,S,39,81.69,74.62,70.19,87.5,80.29,78.0,77.06,5,9,1,2019,JAWA TIMUR,JAWA TIMUR,KOTA BATU
86512,270,30040207,SMA JAYA PLUS MONTESSORI SCHOOL,69962610,S,5,84.0,73.6,47.5,87.5,74.5,0.0,70.55,30,4,20,2019,BANTEN,BANTEN,KOTA TANGERANG SELATAN
22593,122,5010174,SMA ELYON CHRISTIAN HIGH SCHOOL,69874373,S,2,77.0,91.0,75.0,87.5,0.0,56.0,78.69,5,1,17,2019,JAWA TIMUR,JAWA TIMUR,KOTA SURABAYA
21085,1,4010001,SMA NEGERI 3 YOGYAKARTA,20403178,N,14,91.29,86.71,88.75,87.5,82.25,0.0,87.81,4,1,0,2019,DI YOGYAKARTA,DI YOGYAKARTA,KOTA YOGYAKARTA
86488,246,30040180,SMA ANDERSON SCHOOL,20616379,S,9,82.44,89.11,61.11,87.5,74.0,72.0,77.74,30,4,18,2019,BANTEN,BANTEN,KOTA TANGERANG SELATAN
59432,166,13050007,SMA NEGERI 1 TAYAN HILIR,30101945.0,N,133,55.1,38.44,29.14,87.5,52.45,46.0,43.81,13,5,0,2019,KALIMANTAN BARAT,KALIMANTAN BARAT,KABUPATEN SANGGAU
17010,597,3180200,SMA BERBUDI,20309735,S,20,64.1,42.7,35.63,87.5,52.13,74.0,49.9,3,18,20,2019,JAWA TENGAH,JAWA TENGAH,KABUPATEN KLATEN
75478,88,22060011,SMA NEGERI 3 SINGARAJA,50100286,N,105,64.4,42.36,30.29,87.5,56.25,36.0,48.35,22,6,1,2019,BALI,BALI,KABUPATEN BULELENG
2622,460,1050057,SMA NEGERI 61,20103307,N,70,86.2,87.54,74.57,87.39,82.82,82.33,83.11,1,5,5,2019,DKI JAKARTA,DKI JAKARTA,KOTA ADMINISTRASI JAKARTA TIMUR
16182,424,3120221,SMA TARUNA NUSANTARA MERTOYUDAN,20307641,S,84,80.19,78.6,54.05,87.19,73.0,75.0,71.95,3,12,22,2019,JAWA TENGAH,JAWA TENGAH,KABUPATEN MAGELANG
14853,162,3060001,SMA NEGERI 1 MAGELANG,20327563,N,118,88.32,85.58,78.31,87.17,82.0,86.42,84.53,3,6,0,2019,JAWA TENGAH,JAWA TENGAH,KOTA MAGELANG
21118,34,4010042,SMA NEGERI 8 YOGYAKARTA,20403161,N,30,89.07,85.67,81.17,87.13,82.0,82.86,85.38,4,1,4,2019,DI YOGYAKARTA,DI YOGYAKARTA,KOTA YOGYAKARTA
70046,452,19100067,SMA ISLAM ATHIRAH BONE,69765089,S,20,89.4,68.2,52.75,87.08,82.86,81.14,73.47,19,10,6,2019,SULAWESI SELATAN,SULAWESI SELATAN,KABUPATEN BONE
21098,14,4010015,SMA NEGERI 1 YOGYAKARTA,20403174,N,22,91.18,86.73,78.3,86.79,87.0,87.67,85.82,4,1,1,2019,DI YOGYAKARTA,DI YOGYAKARTA,KOTA YOGYAKARTA
301,48,1010073,SMA SANTA THERESIA,20100198,S,59,83.53,86.78,68.05,86.76,81.58,72.89,79.7,1,1,7,2019,DKI JAKARTA,DKI JAKARTA,KOTA ADMINISTRASI JAKARTA PUSAT
17270,643,3200006,SMA NEGERI 1 SUKOHARJO,20310417,N,125,87.9,79.15,75.24,86.64,80.61,83.44,81.25,3,20,0,2019,JAWA TENGAH,JAWA TENGAH,KABUPATEN SUKOHARJO
44484,73,8030001,SMA NEGERI 1 PADANG PANJANG,10303611.0,N,54,85.89,76.07,66.71,86.61,80.17,78.13,77.48,8,3,0,2019,SUMATERA BARAT,SUMATERA BARAT,KOTA PADANG PANJANG
718,103,1020053,SMA KRISTEN YUSUF,20100603,S,40,83.25,81.65,81.44,86.52,74.67,71.43,81.67,1,2,5,2019,DKI JAKARTA,DKI JAKARTA,KOTA ADMINISTRASI JAKARTA UTARA
14746,147,3040502,MA NEGERI INSAN CENDEKIA PEKALONGAN,69941723,N,19,84.53,72.21,69.74,86.5,78.57,83.14,77.21,3,4,50,2019,JAWA TENGAH,JAWA TENGAH,KOTA PEKALONGAN
2606,444,1050036,SMA NEGERI 48,20103314,N,107,87.01,86.45,68.64,86.5,82.0,83.47,81.4,1,5,3,2019,DKI JAKARTA,DKI JAKARTA,KOTA ADMINISTRASI JAKARTA TIMUR
1939,333,1040054,SMA NEGERI 26,20102218,N,108,84.54,86.85,61.34,86.5,78.65,76.08,78.34,1,4,5,2019,DKI JAKARTA,DKI JAKARTA,KOTA ADMINISTRASI JAKARTA SELATAN
16749,530,3160004,SMA NEGERI 1 BOYOLALI,20308449,N,70,88.49,81.31,78.14,86.43,82.88,85.54,83.31,3,16,0,2019,JAWA TENGAH,JAWA TENGAH,KABUPATEN BOYOLALI
22480,9,5010015,SMA NEGERI 5 SURABAYA,20532248,N,26,85.46,84.62,72.69,86.35,84.2,88.0,82.12,5,1,1,2019,JAWA TIMUR,JAWA TIMUR,KOTA SURABAYA
2577,415,1050001,SMA NEGERI  39,20103296,N,108,83.69,81.24,65.3,86.3,74.47,75.64,77.62,1,5,0,2019,DKI JAKARTA,DKI JAKARTA,KOTA ADMINISTRASI JAKARTA TIMUR
21116,32,4010039,SMA NEGERI 5 YOGYAKARTA,20403180,N,31,87.81,82.26,69.76,86.15,80.36,83.14,80.81,4,1,3,2019,DI YOGYAKARTA,DI YOGYAKARTA,KOTA YOGYAKARTA
22473,2,5010003,SMA NEGERI 2 SURABAYA,20532230,N,44,84.68,84.59,68.01,86.15,81.69,79.11,79.81,5,1,0,2019,JAWA TIMUR,JAWA TIMUR,KOTA SURABAYA
3381,69,2010081,"SMA SANTA ANGELA , KOTA BANDUNG",20219266,S,59,84.92,86.81,58.86,85.83,75.24,72.71,77.39,2,1,8,2019,JAWA BARAT,JAWA BARAT,KOTA BANDUNG
28589,1340,5240006,SMA KATOLIK SEMINARI GARUM,20549326,S,8,79.25,68.5,56.25,85.83,84.0,72.0,71.05,5,24,0,2019,JAWA TIMUR,JAWA TIMUR,KABUPATEN BLITAR
86471,229,30040054,SMA KRISTEN PENABUR BINTARO JAYA,20615025,S,72,83.47,83.83,60.9,85.71,76.92,76.71,76.49,30,4,5,2019,BANTEN,BANTEN,KOTA TANGERANG SELATAN
1954,348,1040077,SMA NEGERI 28,20107319,N,70,87.49,89.77,69.04,85.67,82.63,78.33,82.19,1,4,7,2019,DKI JAKARTA,DKI JAKARTA,KOTA ADMINISTRASI JAKARTA SELATAN
16320,447,3130001,SMA NEGERI 1 PURWOREJO,20306202,N,64,88.66,81.91,75.7,85.66,81.64,85.33,82.45,3,13,0,2019,JAWA TENGAH,JAWA TENGAH,KABUPATEN PURWOREJO
89075,665,30080009,SMA KRISTEN PENABUR GADING SERPONG,20603357,S,106,82.77,86.6,64.46,85.48,76.59,74.75,77.84,30,8,0,2019,BANTEN,BANTEN,KABUPATEN TANGERANG
14661,125,3030001,SMA NEGERI 1 TEGAL,20329847,N,85,84.71,75.98,67.71,85.47,77.38,79.95,77.1,3,3,0,2019,JAWA TENGAH,JAWA TENGAH,KOTA TEGAL
14736,137,3040001,SMA NEGERI 1 PEKALONGAN,20329517,N,65,86.95,84.71,73.73,85.39,79.64,81.6,81.94,3,4,0,2019,JAWA TENGAH,JAWA TENGAH,KOTA PEKALONGAN
21087,3,4010003,SMA NEGERI 6 YOGYAKARTA,20403171,N,49,88.0,84.78,71.58,85.39,83.58,80.0,81.96,4,1,0,2019,DI YOGYAKARTA,DI YOGYAKARTA,KOTA YOGYAKARTA
32425,2065,5330013,SMA NEGERI 4 JEMBER,20523826,N,72,78.72,68.94,46.6,85.36,76.0,70.63,67.09,5,33,1,2019,JAWA TIMUR,JAWA TIMUR,KABUPATEN JEMBER
15898,347,3110004,SMA NEGERI 1 KEBUMEN,20305010,N,69,88.06,78.96,71.78,85.31,81.68,84.43,80.57,3,11,0,2019,JAWA TENGAH,JAWA TENGAH,KABUPATEN KEBUMEN
749,134,1020096,SMA KRISTEN 6 BPK PENABUR,20110335,S,67,84.96,87.1,79.33,85.31,76.0,80.5,83.96,1,2,9,2019,DKI JAKARTA,DKI JAKARTA,KOTA ADMINISTRASI JAKARTA UTARA
22845,152,5020008,SMA NEGERI 3 MALANG,20533665,N,45,85.29,81.56,65.61,85.21,72.95,0.0,77.99,5,2,0,2019,JAWA TIMUR,JAWA TIMUR,KOTA MALANG
45757,328,8140015,SMA NEGERI 3 BATUSANGKAR,10307799.0,N,49,83.71,69.22,60.46,85.18,78.22,77.15,73.26,8,14,1,2019,SUMATERA BARAT,SUMATERA BARAT,KABUPATEN TANAH DATAR
17003,590,3180010,SMA NEGERI 1 KLATEN,20309676,N,49,86.0,77.22,66.28,85.15,77.35,88.0,77.45,3,18,1,2019,JAWA TENGAH,JAWA TENGAH,KABUPATEN KLATEN
41316,572,7120010,SMA SWASTA METHODIST BERASTAGI,10202004.0,S,38,62.84,48.42,43.75,85.0,47.2,54.67,51.39,7,12,1,2019,SUMATERA UTARA,SUMATERA UTARA,KABUPATEN KARO
48337,407,9070017,SMA SWASTA PLUS TARUNA ANDALAN,10496358.0,S,37,81.84,70.11,58.38,85.0,77.33,81.78,73.02,9,7,1,2019,RIAU,RIAU,KABUPATEN PELALAWAN
32415,2055,5330001,SMA NEGERI 1 JEMBER,20523844,N,36,81.72,75.17,58.96,85.0,76.08,72.0,73.39,5,33,0,2019,JAWA TIMUR,JAWA TIMUR,KABUPATEN JEMBER
24354,450,5110030,SMA NEGERI 1 KRIAN,20501784,N,96,80.58,68.9,46.25,85.0,76.0,81.93,69.34,5,11,3,2019,JAWA TIMUR,JAWA TIMUR,KABUPATEN SIDOARJO
39320,93,7010106,SMA SWASTA HANG KESTURI MEDAN,10210714.0,S,33,71.03,73.64,44.09,85.0,62.33,59.44,62.57,7,1,10,2019,SUMATERA UTARA,SUMATERA UTARA,KOTA MEDAN
3352,40,2010042,"SMA KRISTEN TRIMULIA, KOTA BANDUNG",20219792,S,22,80.36,87.0,62.05,85.0,70.29,69.67,75.22,2,1,4,2019,JAWA BARAT,JAWA BARAT,KOTA BANDUNG
77349,261,23050115,MA NURUSSALAM REAK,50222488,S,25,46.4,38.16,30.6,85.0,40.18,34.62,38.56,23,5,11,2019,NUSA TENGGARA BARAT,NUSA TENGGARA BARAT,KABUPATEN LOMBOK TENGAH
75081,16,22010023,SMA NEGERI 7 DENPASAR,50103120,N,119,74.03,65.5,43.8,85.0,66.86,75.0,62.73,22,1,2,2019,BALI,BALI,KOTA DENPASAR
71745,792,19240002,SMA NEGERI 1 TORAJA UTARA,40306544,N,31,73.16,50.52,32.26,85.0,60.72,67.5,54.78,19,24,0,2019,SULAWESI SELATAN,SULAWESI SELATAN,KABUPATEN TORAJA UTARA
89089,679,30080030,SMA ATISA DIPAMKARA,20613824,S,45,82.36,82.76,61.67,85.0,67.69,71.54,75.72,30,8,3,2019,BANTEN,BANTEN,KABUPATEN TANGERANG
68399,78,19010101,SMA GAMALIEL MAKASSAR,40307349,S,39,71.95,61.95,33.85,85.0,61.71,52.13,55.61,19,1,10,2019,SULAWESI SELATAN,SULAWESI SELATAN,KOTA MAKASSAR
15686,332,3100205,SMA MUHAMMADIYAH 1 PURBALINGGA,20303235,S,133,70.27,42.75,33.82,85.0,61.64,68.0,52.27,3,10,20,2019,JAWA TENGAH,JAWA TENGAH,KABUPATEN PURBALINGGA
13797,2271,2260030,"SMA PESANTREN CINTAWANA, KABUPATEN TASIKMALAYA",20210779,S,58,61.14,41.83,42.63,85.0,50.88,46.8,49.18,2,26,3,2019,JAWA BARAT,JAWA BARAT,KABUPATEN TASIKMALAYA
21674,110,4040002,SMA NEGERI 1 DEPOK,20401161,N,98,87.49,81.57,68.85,84.92,79.2,78.09,79.6,4,4,0,2019,DI YOGYAKARTA,DI YOGYAKARTA,KABUPATEN SLEMAN
21708,144,4040053,SMA NEGERI 1 PAKEM,20401127,N,63,88.0,79.49,64.17,84.72,81.29,79.22,78.17,4,4,5,2019,DI YOGYAKARTA,DI YOGYAKARTA,KABUPATEN SLEMAN
22472,1,5010001,SMA NEGERI 1 SURABAYA,20532242,N,25,84.64,80.8,66.8,84.64,79.71,84.36,78.85,5,1,0,2019,JAWA TIMUR,JAWA TIMUR,KOTA SURABAYA
86491,249,30040183,SMA ATHALIA,20616291,S,47,81.66,86.77,62.13,84.44,75.65,74.5,76.95,30,4,18,2019,BANTEN,BANTEN,KOTA TANGERANG SELATAN
1930,324,1040044,SMA ISLAM AL-AZHAR 1,20107304,S,41,84.68,88.1,56.04,84.38,78.62,82.29,77.3,1,4,4,2019,DKI JAKARTA,DKI JAKARTA,KOTA ADMINISTRASI JAKARTA SELATAN
81434,476,24200004,SMA SEMINARI PIUS XII KISOL,50308606,S,15,87.73,77.2,69.5,84.38,86.67,74.0,79.07,24,20,0,2019,NUSA TENGGARA TIMUR,NUSA TENGGARA TIMUR,KABUPATEN MANGGARAI TIMUR
21426,89,4030001,SMA NEGERI 1 WATES,20402794,N,65,87.66,79.26,63.69,84.38,80.19,77.67,77.9,4,3,0,2019,DI YOGYAKARTA,DI YOGYAKARTA,KABUPATEN KULON PROGO
23860,318,5100006,SMA NEGERI 1 MANYAR,20500477,N,100,71.76,61.64,42.53,84.38,54.59,67.65,60.51,5,10,0,2019,JAWA TIMUR,JAWA TIMUR,KABUPATEN GRESIK
1403,281,1030225,SMA NARADA,69754377,S,9,81.56,88.67,70.0,84.17,75.0,0.0,79.57,1,3,22,2019,DKI JAKARTA,DKI JAKARTA,KOTA ADMINISTRASI JAKARTA BARAT
