,No,Kode,SatuanPendidikan,NPSN,Status,JumlahPeserta,Bindo,Bing,Math,Fisika,Kimia,Biologi,Rata,KdProv,KdKota,KdSekolah,Tahun,Provinsi,Kabupaten
7585,405,1112021,SMA YP PUNCAK GEMILANG TANJUNG RAJA,10643835,S,22,77.85,67.99,77.55,97.16,76.7,58.1,0.0,11,12,21,2015,SUMATERA SELATAN,KABUPATEN OGAN ILIR
7558,378,1111042,SMA BINA MUDA,10646282,S,41,76.17,66.83,75.35,96.61,71.65,58.6,0.0,11,11,42,2015,SUMATERA SELATAN,KABUPATEN BANYUASIN
7582,402,1112016,SMA MUHAMMADIYAH TANJUNG RAJA,10643837,S,16,78.54,67.57,76.23,96.58,75.94,59.57,0.0,11,12,16,2015,SUMATERA SELATAN,KABUPATEN OGAN ILIR
7274,94,1101124,SMA HARAPAN PALEMBANG,10647806,S,8,71.73,67.68,82.98,96.15,74.06,59.34,0.0,11,1,124,2015,SUMATERA SELATAN,KOTA PALEMBANG
7251,71,1101091,SMA SHAILENDRA PALEMBANG,10609687,S,126,85.75,70.42,82.85,95.97,88.63,60.94,0.0,11,1,91,2015,SUMATERA SELATAN,KOTA PALEMBANG
7530,350,1111002,SMAN 1 BANYUASIN II,10602505,N,62,72.13,69.25,75.13,95.47,74.8,57.95,0.0,11,11,2,2015,SUMATERA SELATAN,KABUPATEN BANYUASIN
7257,77,1101098,SMA TELADAN PALEMBANG,10609695,S,5,76.46,68.26,75.66,95.4,74.5,59.6,0.0,11,1,98,2015,SUMATERA SELATAN,KOTA PALEMBANG
7262,82,1101104,SMA VETERAN PLAJU PALEMBANG,10609700,S,18,85.21,67.69,76.07,95.0,88.33,59.7,0.0,11,1,104,2015,SUMATERA SELATAN,KOTA PALEMBANG
7191,11,1101011,SMAN 11 PALEMBANG,10603849,N,158,79.61,68.75,78.86,94.87,76.19,59.85,0.0,11,1,11,2015,SUMATERA SELATAN,KOTA PALEMBANG
134,135,103008,SMA KRISTEN 1 BPK PENABUR,20101306,S,186,87.09,84.7,88.64,94.56,92.58,85.14,0.0,1,3,8,2015,DKI JAKARTA,KOTA ADMINISTRASI JAKARTA BARAT
10420,9,2201011,SMA NEGERI 4 DENPASAR,50103124,N,221,94.39,93.68,91.58,94.51,92.62,91.8,0.0,22,1,11,2015,BALI,KOTA DENPASAR
5270,118,701148,SMA SWASTA MAYJEN SUTOYO SM MEDAN,10210901,S,17,88.75,83.61,84.67,93.94,83.38,64.56,0.0,7,1,148,2015,SUMATERA UTARA,KOTA MEDAN
5324,172,701225,SMA SWASTA TP. MARDI LESTARI MEDAN,10257659,S,23,82.35,83.07,77.36,93.88,83.59,73.37,0.0,7,1,225,2015,SUMATERA UTARA,KOTA MEDAN
5252,100,701120,SMA SWASTA SUTAN OLOAN MEDAN,10210846,S,12,72.87,82.97,63.46,93.82,66.88,75.08,0.0,7,1,120,2015,SUMATERA UTARA,KOTA MEDAN
5949,797,718024,MA SWASTA DARUL MURSYID,10263672,S,47,87.89,86.21,95.14,93.73,85.0,74.44,0.0,7,18,24,2015,SUMATERA UTARA,KABUPATEN TAPANULI SELATAN
5250,98,701117,SMA SWASTA DHARMA JAYA MEDAN,10210729,S,8,91.34,83.5,78.66,93.6,84.69,64.63,0.0,7,1,117,2015,SUMATERA UTARA,KOTA MEDAN
5319,167,701218,SMA SWASTA AR-RAHMAN MEDAN,10210801,S,36,84.43,84.36,78.74,93.52,85.35,72.91,0.0,7,1,218,2015,SUMATERA UTARA,KOTA MEDAN
5254,102,701123,SMA SWASTA MARISI MEDAN,10210869,S,29,82.0,83.9,81.71,93.52,83.53,70.21,0.0,7,1,123,2015,SUMATERA UTARA,KOTA MEDAN
5224,72,701084,SMA SWASTA GAJAH MADA MEDAN,10257832,S,33,84.08,83.34,80.09,93.5,85.83,71.7,0.0,7,1,84,2015,SUMATERA UTARA,KOTA MEDAN
9403,126,1901162,SMA PLUS BUDI UTOMO MAKASSAR,69774525,S,22,56.66,76.7,77.27,93.48,58.86,80.62,0.0,19,1,162,2015,SULAWESI SELATAN,KOTA MAKASSAR
