,No,Kode,SatuanPendidikan,NPSN,Status,JumlahPeserta,Bindo,Bing,Math,Fisika,Kimia,Biologi,Rata,KdProv,KdKota,KdSekolah,Tahun,Provinsi,Kabupaten
63335,95,15040043,SMAN BANUA KALSEL,30315142,N,77,90.7,85.27,76.01,86.63,85.11,90.0,84.88,15,4,4,2019,KALIMANTAN SELATAN,KABUPATEN BANJAR
55969,146,3060001,SMA NEGERI 1 MAGELANG,20327563,N,177,90.02,86.54,74.29,76.03,83.01,82.6,83.09,3,6,0,2019,JAWA TENGAH,KOTA MAGELANG
54290,237,2030115,SMA UNITY SCHOOL,69873998,S,7,90.0,94.29,66.43,82.5,77.5,79.17,82.59,2,3,11,2019,JAWA BARAT,KOTA BEKASI
56890,1,4010001,SMA NEGERI 3 YOGYAKARTA,20403178,N,207,89.93,90.87,78.78,84.48,85.63,86.36,86.31,4,1,0,2019,DI YOGYAKARTA,KOTA YOGYAKARTA
67414,184,30040174,MA NEGERI INSAN CENDEKIA SERPONG,20623314,N,105,89.83,90.57,89.38,93.84,90.79,90.98,90.45,30,4,17,2019,BANTEN,KOTA TANGERANG SELATAN
57042,153,4050002,SMA 1 WONOSARI,20402126,N,118,89.51,80.32,67.92,67.14,71.21,83.56,78.36,4,5,0,2019,DI YOGYAKARTA,KABUPATEN GUNUNGKIDUL
56902,13,4010015,SMA NEGERI 1 YOGYAKARTA,20403174,N,265,89.49,88.58,81.61,84.49,79.66,84.34,85.63,4,1,1,2019,DI YOGYAKARTA,KOTA YOGYAKARTA
53838,269,1040022,SMA NEGERI 34,20102214,N,179,89.44,90.02,77.05,82.43,83.1,80.36,84.52,1,4,2,2019,DKI JAKARTA,KOTA ADMINISTRASI JAKARTA SELATAN
56931,42,4020002,SMA NEGERI 1 BANTUL,20400405,N,293,89.17,83.49,67.7,64.42,68.41,81.2,77.98,4,2,0,2019,DI YOGYAKARTA,KABUPATEN BANTUL
56149,326,3120008,SMA NEGERI 1 MUNTILAN,20307712,N,234,89.06,80.45,69.21,76.31,79.13,80.1,79.43,3,12,0,2019,JAWA TENGAH,KABUPATEN MAGELANG
