,No,Kode,SatuanPendidikan,NPSN,Status,JumlahPeserta,Bindo,Bing,Math,Fisika,Kimia,Biologi,Rata,KdProv,KdKota,KdSekolah,Tahun,Provinsi,Kabupaten
66036,20,24010026,SMA NUSA CENDANA INTERNATIONAL PLUS,50306082,S,12,75.5,65.33,41.04,61.25,100.0,61.94,61.72,24,1,2,2019,NUSA TENGGARA TIMUR,KOTA KUPANG
53811,242,1030223,SMA KANAAN GLOBAL SCHOOL,69757184,S,13,82.92,90.15,74.62,65.94,100.0,77.5,79.95,1,3,22,2019,DKI JAKARTA,KOTA ADMINISTRASI JAKARTA BARAT
53683,114,1020090,SMA SAINT PETER,20107390,S,17,84.12,92.94,63.24,67.92,100.0,61.75,76.62,1,2,9,2019,DKI JAKARTA,KOTA ADMINISTRASI JAKARTA UTARA
64712,564,19180023,MA NEGERI SIDENRENG RAPPANG,40319616,N,55,70.95,48.07,34.14,37.5,100.0,56.15,52.36,19,18,2,2019,SULAWESI SELATAN,KABUPATEN SIDENRENG RAPPANG
56550,727,3250742,MA THORIQOTUL ULUM,69725503,S,20,79.3,55.2,39.5,37.5,97.5,59.06,57.94,3,25,74,2019,JAWA TENGAH,KABUPATEN PATI
67379,149,30040021,SMA SANTA URSULA BSD,20603376,S,43,88.84,93.35,90.76,92.22,95.83,89.21,91.09,30,4,2,2019,BANTEN,KOTA TANGERANG SELATAN
57704,642,5150015,SMA NEGERI 1 RENGEL,20505013,N,175,75.07,54.86,48.76,0.0,95.0,67.82,61.67,5,15,1,2019,JAWA TIMUR,KABUPATEN TUBAN
58472,1410,5330544,MA AL MISRI,20580255,S,48,69.0,43.83,40.99,0.0,95.0,46.6,50.36,5,33,54,2019,JAWA TIMUR,KABUPATEN JEMBER
54230,177,2030041,"SMA PANGERAN JAYAKARTA, KOTA BEKASI",20223069,S,12,65.17,44.17,31.04,34.0,95.0,35.0,44.89,2,3,4,2019,JAWA BARAT,KOTA BEKASI
67722,492,30080174,SMA PAHOA,20616061,S,110,87.45,92.15,86.02,93.4,94.23,92.78,89.73,30,8,17,2019,BANTEN,KABUPATEN TANGERANG
64915,58,20030018,SMA NEGERI 1 AMONGGEDO,40404643,N,57,58.77,47.89,31.32,35.0,93.75,44.91,46.11,20,3,1,2019,SULAWESI TENGGARA,KABUPATEN KONAWE
54502,449,2090013,"SMA BPK PENABUR, TASIKMALAYA, KOTA TASIKMALAYA",20224551,S,42,83.57,82.43,66.55,71.45,92.5,67.0,75.85,2,9,1,2019,JAWA BARAT,KOTA TASIKMALAYA
66693,145,25100018,SMA KRISTEN SHINING STARS,69901119,S,6,81.67,82.0,52.5,70.0,92.5,53.13,69.67,25,10,1,2019,PAPUA,KABUPATEN MIMIKA
53789,220,1030127,SMA BUKIT SION,20104407,S,35,81.54,90.51,69.71,69.25,92.0,72.0,78.96,1,3,12,2019,DKI JAKARTA,KOTA ADMINISTRASI JAKARTA BARAT
65489,1,22010001,SMA NEGERI 1 DENPASAR,50103127,N,407,82.52,83.13,65.99,70.83,91.67,81.19,78.21,22,1,0,2019,BALI,KOTA DENPASAR
63924,18,18010020,SMA KARUNA DIPA PALU,40203519,S,15,79.2,69.07,45.17,73.75,91.25,64.55,65.69,18,1,2,2019,SULAWESI TENGAH,KOTA PALU
68052,85,33070004,SMA NEGERI 4 RAJA AMPAT,60403782,N,5,87.6,75.6,55.0,90.0,91.25,80.0,76.18,33,7,0,2019,PAPUA BARAT,KABUPATEN RAJA AMPAT
67414,184,30040174,MA NEGERI INSAN CENDEKIA SERPONG,20623314,N,105,89.83,90.57,89.38,93.84,90.79,90.98,90.45,30,4,17,2019,BANTEN,KOTA TANGERANG SELATAN
55953,130,3040502,MA NEGERI INSAN CENDEKIA PEKALONGAN,69941723,N,68,87.47,84.18,85.04,96.8,90.45,87.38,87.13,3,4,50,2019,JAWA TENGAH,KOTA PEKALONGAN
