,No,Kode,SatuanPendidikan,NPSN,Status,JumlahPeserta,Bindo,Bing,Math,Ekonomi,Sosiologi,Geografi,Rata,KdProv,KdKota,KdSekolah,Tahun,provinsi,Provinsi,Kabupaten
11527,1684,221516,"MA DARUL FALAH CIJATI, KABUPATEN MAJALENGKA",20277237,S,23,78.84,69.18,82.98,69.67,56.08,87.59,0.0,2,21,516,2015,JAWA BARAT,JAWA BARAT,KABUPATEN MAJALENGKA
11526,1683,221515,"MA DAARUL ULUUM PUI, KABUPATEN MAJALENGKA",20277236,S,28,78.2,71.32,75.37,73.21,60.08,84.5,0.0,2,21,515,2015,JAWA BARAT,JAWA BARAT,KABUPATEN MAJALENGKA
87333,485,3006108,MA NURUL YAQIN SINDANGRESMI,20601388,S,18,81.94,78.39,81.91,71.67,66.92,84.33,0.0,30,6,108,2015,BANTEN,BANTEN,KABUPATEN PANDEGLANG
87245,397,3006012,SMA ISLAM AL - BINA,20600441,S,15,83.84,79.03,83.34,32.67,68.12,83.49,0.0,30,6,12,2015,BANTEN,BANTEN,KABUPATEN PANDEGLANG
87253,405,3006020,SMA MATHLAUL ANWAR  MENES,20600439,S,116,82.36,78.73,83.13,69.98,67.73,83.37,0.0,30,6,20,2015,BANTEN,BANTEN,KABUPATEN PANDEGLANG
87292,444,3006064,MA DAAR EL - ULUM,20600975,S,40,83.1,77.94,81.64,70.81,65.32,83.34,0.0,30,6,64,2015,BANTEN,BANTEN,KABUPATEN PANDEGLANG
13305,2004,226012,"SMA NEGERI 1 SINGAPARNA, KABUPATEN TASIKMALAYA",20210740,N,143,77.62,85.51,76.52,69.55,58.37,83.23,0.0,2,26,12,2015,JAWA BARAT,JAWA BARAT,KABUPATEN TASIKMALAYA
74946,9,2201011,SMA NEGERI 4 DENPASAR,50103124,N,36,94.89,93.44,90.33,88.2,89.01,82.94,0.0,22,1,11,2015,BALI,BALI,KOTA DENPASAR
87307,459,3006079,MA DARUL IRFAN TENJOLAHANG,20618973,S,63,78.61,78.91,82.86,58.57,67.85,82.87,0.0,30,6,79,2015,BANTEN,BANTEN,KABUPATEN PANDEGLANG
87250,402,3006017,SMA NEGERI 9 PANDEGLANG,20600461,N,78,54.05,59.65,61.03,57.79,61.78,82.65,0.0,30,6,17,2015,BANTEN,BANTEN,KABUPATEN PANDEGLANG
5150,471,209002,"SMA NEGERI 2 TASIKMALAYA, KOTA TASIKMALAYA",20224510,N,150,82.97,74.88,78.9,66.45,66.87,82.45,0.0,2,9,2,2015,JAWA BARAT,JAWA BARAT,KOTA TASIKMALAYA
87283,435,3006054,MA AL - IHYA KADURONYOK PANDEGLANG,20600968,S,33,82.12,77.6,81.79,65.08,67.74,82.43,0.0,30,6,54,2015,BANTEN,BANTEN,KABUPATEN PANDEGLANG
91069,76,3307009,SMA NEGERI 6 RAJA AMPAT,60403784,N,7,61.9,65.81,72.23,43.57,60.29,82.29,0.0,33,7,9,2015,PAPUA BARAT,PAPUA BARAT,KABUPATEN RAJA AMPAT
2715,2,201002,"SMA NEGERI 2 BANDUNG, KOTA BANDUNG",20219254,N,99,81.59,75.49,74.96,68.36,61.45,82.23,0.0,2,1,2,2015,JAWA BARAT,JAWA BARAT,KOTA BANDUNG
49343,584,912018,SMA NEGERI 5 TEBING TINGGI,10400880.0,N,16,83.71,76.93,73.63,78.91,77.35,81.55,0.0,9,12,18,2015,RIAU,RIAU,KABUPATEN KEPULAUAN MERANTI
69783,387,1910020,SMA NEGERI 1 LIBURENG,40310709,N,63,87.73,55.75,81.62,71.21,36.1,81.49,0.0,19,10,20,2015,SULAWESI SELATAN,SULAWESI SELATAN,KABUPATEN BONE
87246,398,3006013,SMA ISLAM YANMU,20607665,S,23,80.08,69.86,71.7,33.59,62.6,81.46,0.0,30,6,13,2015,BANTEN,BANTEN,KABUPATEN PANDEGLANG
87248,400,3006015,SMA NEGERI 4 PANDEGLANG,20600466,N,115,82.03,77.64,81.94,33.85,65.71,81.12,0.0,30,6,15,2015,BANTEN,BANTEN,KABUPATEN PANDEGLANG
5153,474,209005,"SMA NEGERI 5 TASIKMALAYA, KOTA TASIKMALAYA",20224507,N,198,78.16,70.25,75.42,64.52,58.88,81.0,0.0,2,9,5,2015,JAWA BARAT,JAWA BARAT,KOTA TASIKMALAYA
36474,114,607020,SMA NEGERI 1 MUTIARA,10100559.0,N,145,87.71,82.78,72.67,68.45,57.46,80.93,0.0,6,7,20,2015,ACEH,ACEH,KABUPATEN PIDIE
87258,410,3006025,SMA BIDAYATUL HIDAYAH PANIMBANG,20600443,S,11,47.77,67.8,64.45,64.55,67.28,80.79,0.0,30,6,25,2015,BANTEN,BANTEN,KABUPATEN PANDEGLANG
66807,121,1805033,MA DARUL ULUM TOILI,40209826,S,45,81.55,82.3,69.29,79.37,55.6,80.67,0.0,18,5,33,2015,SULAWESI TENGAH,SULAWESI TENGAH,KABUPATEN BANGGAI
11525,1682,221514,"MA AN-NAWAWIYAH, KABUPATEN MAJALENGKA",20277231,S,51,79.05,73.07,78.12,69.07,53.91,80.56,0.0,2,21,514,2015,JAWA BARAT,JAWA BARAT,KABUPATEN MAJALENGKA
87256,408,3006023,SMA AT - TAAWUN TEGAL LEGA,20600445,S,64,80.4,78.6,82.23,70.86,67.4,80.42,0.0,30,6,23,2015,BANTEN,BANTEN,KABUPATEN PANDEGLANG
55516,101,1203027,SMA MAARIF 3 BUMINABUNG,10801957.0,S,17,78.7,81.24,57.82,57.5,73.78,80.21,0.0,12,3,27,2015,LAMPUNG,LAMPUNG,KABUPATEN LAMPUNG TENGAH
49335,576,912009,SMA NEGERI 2 RANGSANG BARAT,10495415.0,N,26,73.37,77.82,67.23,83.46,80.03,80.2,0.0,9,12,9,2015,RIAU,RIAU,KABUPATEN KEPULAUAN MERANTI
11284,1626,220022,"SMA ITUS JALAKSANA, KABUPATEN KUNINGAN",20247295,S,13,76.75,69.79,79.28,63.08,65.76,80.2,0.0,2,20,22,2015,JAWA BARAT,JAWA BARAT,KABUPATEN KUNINGAN
87240,392,3006005,SMA YPP PANDEGLANG,20600433,S,51,82.25,77.19,78.47,34.75,65.03,80.17,0.0,30,6,5,2015,BANTEN,BANTEN,KABUPATEN PANDEGLANG
87287,439,3006058,MA MALNU PUSAT MENES PANDEGLANG,20618971,S,165,74.2,78.13,81.54,70.83,67.03,80.13,0.0,30,6,58,2015,BANTEN,BANTEN,KABUPATEN PANDEGLANG
2724,11,201011,"SMA NEGERI 11 BANDUNG, KOTA BANDUNG",20219243,N,203,79.87,66.65,71.63,62.46,57.37,79.89,0.0,2,1,11,2015,JAWA BARAT,JAWA BARAT,KOTA BANDUNG
8933,1199,215019,"SMA BPK PENABUR, KABUPATEN CIANJUR",20203699,S,14,79.76,69.7,72.56,68.04,59.09,79.61,0.0,2,15,19,2015,JAWA BARAT,JAWA BARAT,KABUPATEN CIANJUR
2810,97,201114,"SMA YAS, KOTA BANDUNG",20219277,S,54,77.05,60.85,70.37,64.35,50.58,79.58,0.0,2,1,114,2015,JAWA BARAT,JAWA BARAT,KOTA BANDUNG
