,No,Kode,SatuanPendidikan,NPSN,Status,JumlahPeserta,Bindo,Bing,Math,Kompetensi,Rata,KdProv,KdKota,KdSekolah,Tahun,Provinsi,Kabupaten
18872,210,302207,SMK FARMASI NASIONAL SURAKARTA,20331830,S,162,87.6,71.4,84.75,93.81,"84,39",3,2,207,2015,JAWA TENGAH,KOTA SURAKARTA
59721,500,1914111,SMK NEGERI 7 BULUKUMBA,40314680,N,42,87.57,65.29,81.85,74.53,"77,31",19,14,111,2015,SULAWESI SELATAN,KABUPATEN BULUKUMBA
20686,768,311002,SMK NEGERI 1 KARANGANYAR,20330331,N,356,87.46,67.02,85.39,93.87,"83,44",3,11,2,2015,JAWA TENGAH,KABUPATEN KEBUMEN
21869,1146,316002,SMK NEGERI 1 BOYOLALI,20308466,N,347,87.41,70.83,77.26,92.24,"81,94",3,16,2,2015,JAWA TENGAH,KABUPATEN BOYOLALI
3599,68,201134,"SMK BPK PENABUR BANDUNG, KOTA BANDUNG",20247289,S,55,87.4,75.63,78.32,92.99,"83,59",2,1,134,2015,JAWA BARAT,KOTA BANDUNG
19657,506,307236,SMK TELKOM SANDHY PUTRA PURWOKERTO,20301902,S,257,87.4,78.17,85.5,86.3,"84,34",3,7,236,2015,JAWA TENGAH,KABUPATEN BANYUMAS
58288,78,1901148,SMK SARIBUANA MAKASSAR,40313412,S,19,87.36,70.53,76.97,70.54,"76,35",19,1,148,2015,SULAWESI SELATAN,KOTA MAKASSAR
5209,554,204108,"SMK SMAK BOGOR, KOTA BOGOR",20238524,N,297,87.34,82.51,84.13,83.42,"84,35",2,4,108,2015,JAWA BARAT,KOTA BOGOR
59185,328,1907104,SMK NEGERI 2 TAKALAR,40308585,N,263,87.33,90.22,91.56,83.3,"88,10",19,7,104,2015,SULAWESI SELATAN,KABUPATEN TAKALAR
59727,506,1914114,SMK MULIA ASRI BULUKUMBA,40318342,S,19,87.27,66.84,80.79,79.57,"78,62",19,14,114,2015,SULAWESI SELATAN,KABUPATEN BULUKUMBA
22930,1488,320001,SMK NEGERI 1 SUKOHARJO,20310436,N,283,87.25,71.81,81.78,91.7,"83,14",3,20,1,2015,JAWA TENGAH,KABUPATEN SUKOHARJO
62855,296,2209009,SMK PRSHANTI NILAYAM KUTA,50101620,S,359,87.22,90.25,77.33,83.24,"84,51",22,9,9,2015,BALI,KABUPATEN BADUNG
59731,510,1914116,SMK NEGERI 9 BULUKUMBA,40318394,N,25,87.18,65.36,73.5,84.35,"77,60",19,14,116,2015,SULAWESI SELATAN,KABUPATEN BULUKUMBA
59733,512,1914117,SMK ARKANIS BATANG BONTOTIRO,69725972,S,11,87.18,64.73,81.82,82.21,"78,99",19,14,117,2015,SULAWESI SELATAN,KABUPATEN BULUKUMBA
2674,1126,105197,SMK CARAKA NUSANTARA,20107208,S,24,87.16,68.16,73.23,86.43,"78,75",1,5,197,2015,DKI JAKARTA,KOTA ADMINISTRASI JAKARTA TIMUR
26657,2608,335004,SMK NEGERI  1 SLAWI,20325258,N,437,87.1,71.34,78.48,91.98,"82,23",3,35,4,2015,JAWA TENGAH,KABUPATEN TEGAL
20688,770,311003,SMK NEGERI 1 KEBUMEN,20330332,N,419,87.07,69.55,84.36,90.52,"82,88",3,11,3,2015,JAWA TENGAH,KABUPATEN KEBUMEN
19487,416,306215,SMK KESDAM IV DIPONEGORO,20337814,S,119,87.06,76.89,83.82,93.24,"85,25",3,6,215,2015,JAWA TENGAH,KOTA MAGELANG
27065,52,401132,SMK INDONESIA YOGYAKARTA,20407373,S,118,87.03,72.29,88.09,72.89,"80,08",4,1,132,2015,DI YOGYAKARTA,KOTA YOGYAKARTA
60003,586,1918108,SMK PRIMANEGARA SIDRAP,40315288,S,36,86.96,86.72,91.46,78.68,"85,96",19,18,108,2015,SULAWESI SELATAN,KABUPATEN SIDENRENG RAPPANG
18323,14,301007,SMK NEGERI  7 SEMARANG,20337604,N,527,86.94,80.93,82.44,81.64,"82,99",3,1,7,2015,JAWA TENGAH,KOTA SEMARANG
21317,970,313002,SMK NEGERI 2 PURWOREJO,20306186,N,377,86.9,69.06,80.94,91.83,"82,18",3,13,2,2015,JAWA TENGAH,KABUPATEN PURWOREJO
56583,120,1704010,SMKS KARISMA TOTABUAN KOTAMOBAGU,69727887,S,94,86.9,84.45,84.49,82.12,"84,49",17,4,10,2015,SULAWESI UTARA,KOTA KOTAMOBAGU
31476,1030,514110,SMK DARUL ULUM BAURENO,20504485,S,20,86.89,88.58,79.88,80.6,"83,99",5,14,110,2015,JAWA TIMUR,KABUPATEN BOJONEGORO
27717,244,404110,SMK NEGERI 1 TEMPEL,20401136,N,213,86.87,68.02,81.75,87.45,"81,02",4,4,110,2015,DI YOGYAKARTA,KABUPATEN SLEMAN
58282,72,1901145,SMK PANCA MARGA MAKASSAR,40311972,S,27,86.87,81.93,84.07,82.84,"83,93",19,1,145,2015,SULAWESI SELATAN,KOTA MAKASSAR
27486,154,403101,SMK NEGERI 1 PENGASIH,20402788,N,313,86.82,68.52,90.76,87.37,"83,37",4,3,101,2015,DI YOGYAKARTA,KABUPATEN KULON PROGO
58374,164,1901201,SMK HUSADA MANDIRI MAKASSAR,40320347,S,9,86.74,86.0,74.17,80.51,"81,86",19,1,201,2015,SULAWESI SELATAN,KOTA MAKASSAR
38241,3020,537124,SMK AR-RAUDLAH,20572249,S,10,86.68,88.01,94.0,73.78,"85,62",5,37,124,2015,JAWA TIMUR,KABUPATEN SUMENEP
61997,14,2201008,SMK NEGERI 2 DENPASAR,50103117,N,384,86.65,83.36,84.48,86.27,"85,19",22,1,8,2015,BALI,KOTA DENPASAR
2742,1194,105902,SMK CARAKA NUSANTARA,20103769,S,64,86.62,69.88,85.12,0.0,"60,41",1,5,902,2015,DKI JAKARTA,KOTA ADMINISTRASI JAKARTA TIMUR
21315,968,313001,SMK NEGERI 1 PURWOREJO,20306180,N,347,86.61,70.27,77.73,88.39,"80,75",3,13,1,2015,JAWA TENGAH,KABUPATEN PURWOREJO
19573,422,307001,SMK NEGERI 1 BANYUMAS,20302104,N,339,86.6,68.48,69.87,90.54,"78,87",3,7,1,2015,JAWA TENGAH,KABUPATEN BANYUMAS
58274,64,1901138,SMK YPLP PGRI 1 MAKASSAR,40307382,S,121,86.52,75.29,70.68,77.95,"77,61",19,1,138,2015,SULAWESI SELATAN,KOTA MAKASSAR
31508,1062,514127,SMK HIDAYATUL MUBTADIIEN,20504501,S,15,86.43,71.43,81.0,72.76,"77,91",5,14,127,2015,JAWA TIMUR,KABUPATEN BOJONEGORO
27202,66,402101,SMK NEGERI 1 BANTUL,20400416,N,441,86.34,74.21,88.71,87.52,"84,20",4,2,101,2015,DI YOGYAKARTA,KABUPATEN BANTUL
64632,54,2402009,SMK NEGERI 1 AMFOANG BARAT LAUT,69728761,N,27,86.32,55.41,46.85,85.36,"68,49",24,2,9,2015,NUSA TENGGARA TIMUR,KABUPATEN KUPANG
59251,354,1908107,SMK NEGERI 6 JENEPONTO,40312509,N,24,86.3,90.25,90.31,82.46,"87,33",19,8,107,2015,SULAWESI SELATAN,KABUPATEN JENEPONTO
25591,2298,331001,SMK NEGERI 1 BATANG,20322727,N,292,86.24,70.39,83.83,91.61,"83,02",3,31,1,2015,JAWA TENGAH,KABUPATEN BATANG
58344,134,1901185,SMK AMI MAKASSAR,40314694,S,13,86.22,79.69,83.85,81.5,"82,82",19,1,185,2015,SULAWESI SELATAN,KOTA MAKASSAR
61883,148,2110102,SMK NEGERI WAESAMA,60103374,N,29,86.21,64.28,80.26,74.9,"76,41",21,10,102,2015,MALUKU,BURU SELATAN
20136,596,309001,SMK NEGERI 1 CILACAP,20300744,N,442,86.15,69.53,81.44,91.38,"82,13",3,9,1,2015,JAWA TENGAH,KABUPATEN CILACAP
29263,322,503110,SMK BINA FARMA MADIUN,20539405,S,158,86.11,71.3,71.23,90.01,"79,66",5,3,110,2015,JAWA TIMUR,KOTA MADIUN
59719,498,1914110,SMK NEGERI 6 BULUKUMBA,40314690,N,32,86.1,80.19,87.81,79.15,"83,31",19,14,110,2015,SULAWESI SELATAN,KABUPATEN BULUKUMBA
42253,880,710152,SMK SWASTA AL-HIKMAH,69725097,S,16,86.09,79.29,78.91,81.17,"81,37",7,10,152,2015,SUMATERA UTARA,KABUPATEN LANGKAT
58242,32,1901120,SMK MUHAMMADIYAH 4 TALLO MAKASSAR,40307389,S,74,86.09,86.38,91.66,82.26,"86,60",19,1,120,2015,SULAWESI SELATAN,KOTA MAKASSAR
31462,1016,514103,SMK NEGERI 4 BOJONEGORO,20541267,N,274,86.04,84.37,86.54,85.27,"85,56",5,14,103,2015,JAWA TIMUR,KABUPATEN BOJONEGORO
31478,1032,514111,SMK MUHAMMADIYAH 2 SUMBERREJO,20504435,S,99,86.03,87.13,71.29,79.49,"80,99",5,14,111,2015,JAWA TIMUR,KABUPATEN BOJONEGORO
18858,196,302200,SMK ANALIS KESEHATAN NASIONAL SURAKARTA,20331829,S,119,85.99,71.1,79.47,91.49,"82,01",3,2,200,2015,JAWA TENGAH,KOTA SURAKARTA
59729,508,1914115,SMK AL-IRSYAD BULUKUMBA,40318369,S,15,85.98,64.67,77.0,89.93,"79,40",19,14,115,2015,SULAWESI SELATAN,KABUPATEN BULUKUMBA
58262,52,1901132,SMK MUHAMMADIYAH 1 BONTOALA MAKASSAR,40311962,S,43,85.97,82.84,68.08,77.63,"78,63",19,1,132,2015,SULAWESI SELATAN,KOTA MAKASSAR
59997,580,1918104,SMK - SPP NEGERI 1 KULO,40308938,N,83,85.96,86.24,91.54,74.56,"84,58",19,18,104,2015,SULAWESI SELATAN,KABUPATEN SIDENRENG RAPPANG
27739,266,404121,SMK NEGERI 1 GODEAN,20401137,N,249,85.92,69.83,83.96,85.68,"81,35",4,4,121,2015,DI YOGYAKARTA,KABUPATEN SLEMAN
2688,1140,105255,SMK NEGERI 26,20103787,N,363,85.9,82.9,84.73,88.89,"85,61",1,5,255,2015,DKI JAKARTA,KOTA ADMINISTRASI JAKARTA TIMUR
59267,370,1908115,SMK TUT WURI HANDAYANI PGRI BONTORAMBA,69786983,S,7,85.89,91.14,92.86,79.04,"87,23",19,8,115,2015,SULAWESI SELATAN,KABUPATEN JENEPONTO
60001,584,1918106,SMK HARAPAN BANGSA SIDRAP,40314674,S,50,85.86,84.8,90.05,85.43,"86,54",19,18,106,2015,SULAWESI SELATAN,KABUPATEN SIDENRENG RAPPANG
20684,766,311001,SMK NEGERI 1 GOMBONG,20330330,N,345,85.83,68.52,77.79,92.72,"81,22",3,11,1,2015,JAWA TENGAH,KABUPATEN KEBUMEN
59715,494,1914108,SMK MUHAMMADIYAH BULUKUMBA,40317588,S,57,85.82,66.42,79.82,87.21,"79,82",19,14,108,2015,SULAWESI SELATAN,KABUPATEN BULUKUMBA
59995,578,1918103,SMK NEGERI 1 WATANGPULU,40305473,N,120,85.82,85.12,91.0,76.02,"84,49",19,18,103,2015,SULAWESI SELATAN,KABUPATEN SIDENRENG RAPPANG
19453,382,306002,SMK NEGERI 2 MAGELANG,20327586,N,349,85.82,73.7,86.81,89.22,"83,89",3,6,2,2015,JAWA TENGAH,KOTA MAGELANG
65308,230,2411004,SMK WIDYA BHAKTI RUTENG,50303347,S,52,85.82,67.65,97.07,80.95,"82,87",24,11,4,2015,NUSA TENGGARA TIMUR,KABUPATEN MANGGARAI
23681,1724,323003,SMK NEGERI 3 JEPARA,20318318,N,427,85.8,67.95,79.13,90.3,"80,80",3,23,3,2015,JAWA TENGAH,KABUPATEN JEPARA
18483,174,301907,SMK NEGERI  7 SEMARANG,20337604,N,591,85.78,74.3,84.56,0.0,"61,16",3,1,907,2015,JAWA TENGAH,KOTA SEMARANG
21561,1048,314001,SMK NEGERI 1 TEMANGGUNG,20321425,N,400,85.76,69.22,74.33,83.18,"78,12",3,14,1,2015,JAWA TENGAH,KABUPATEN TEMANGGUNG
58833,210,1903101,SMK NEGERI 2 PAREPARE,40307702,N,369,85.76,77.78,90.6,74.88,"82,26",19,3,101,2015,SULAWESI SELATAN,KOTA PAREPARE
22312,1292,318003,SMK NEGERI 1 KLATEN,20309691,N,566,85.73,71.07,81.28,86.8,"81,22",3,18,3,2015,JAWA TENGAH,KABUPATEN KLATEN
27031,18,401110,SMK NEGERI 7 YOGYAKARTA,20403295,N,274,85.73,68.72,81.42,85.23,"80,28",4,1,110,2015,DI YOGYAKARTA,KOTA YOGYAKARTA
28042,338,405101,SMK NEGERI 1 WONOSARI,20402128,N,408,85.72,70.56,85.02,86.04,"81,84",4,5,101,2015,DI YOGYAKARTA,KABUPATEN GUNUNGKIDUL
1570,554,104020,SMK NEGERI 8,20102597,N,334,85.72,73.36,88.38,86.32,"83,45",1,4,20,2015,DKI JAKARTA,KOTA ADMINISTRASI JAKARTA SELATAN
2654,1106,105179,SMK SMAK DITKESAD,20109930,S,89,85.62,83.25,89.75,89.88,"87,13",1,5,179,2015,DKI JAKARTA,KOTA ADMINISTRASI JAKARTA TIMUR
43162,1126,715124,SMK SWASTA INDONESIA MEMBANGUN,10261712,S,53,85.57,64.8,94.39,79.16,"80,98",7,15,124,2015,SUMATERA UTARA,KABUPATEN LABUHANBATU
20506,714,310003,SMK NEGERI 1 PURBALINGGA,20303240,N,371,85.56,72.11,81.06,85.74,"81,12",3,10,3,2015,JAWA TENGAH,KABUPATEN PURBALINGGA
21705,1096,315002,SMK NEGERI 1 WONOSOBO,20306811,N,440,85.54,68.45,70.63,90.4,"78,76",3,15,2,2015,JAWA TENGAH,KABUPATEN WONOSOBO
5211,556,204109,"SMK ANALIS KIMIA YKPI BOGOR, KOTA BOGOR",20220340,S,84,85.45,74.55,77.23,81.95,"79,80",2,4,109,2015,JAWA BARAT,KOTA BOGOR
34486,2010,527166,SMK KEPANJEN,20517726,S,195,85.35,60.48,72.82,79.43,"74,52",5,27,166,2015,JAWA TIMUR,KABUPATEN MALANG
58218,8,1901106,SMK YPLP PGRI 2 MAKASSAR,40311982,S,21,85.31,87.9,87.98,80.04,"85,31",19,1,106,2015,SULAWESI SELATAN,KOTA MAKASSAR
26651,2602,335001,SMK NEGERI  1 ADIWERNA,20325261,N,489,85.28,68.0,80.61,83.36,"79,31",3,35,1,2015,JAWA TENGAH,KABUPATEN TEGAL
21385,1038,313231,SMK TI KARTIKA CENDEKIA PURWOREJO,20351611,S,53,85.26,62.28,69.25,87.54,"76,08",3,13,231,2015,JAWA TENGAH,KABUPATEN PURWOREJO
31468,1022,514106,SMK MIFTAHUL HUDA,20549271,S,37,85.25,81.16,62.16,66.56,"73,78",5,14,106,2015,JAWA TIMUR,KABUPATEN BOJONEGORO
42255,882,710153,SMK SWASTA TARBIYAH ISLAMIYAH HINAI KIRI,10263546,S,43,85.21,79.92,80.35,82.89,"82,09",7,10,153,2015,SUMATERA UTARA,KABUPATEN LANGKAT
57410,66,1802009,SMK NEGERI 1 TERPADU SINDUE,69758313,N,13,85.16,50.77,43.08,76.55,"63,89",18,2,9,2015,SULAWESI TENGAH,KABUPATEN DONGGALA
70973,878,3008005,SMK PASUNDAN TANGERANG,20603281,S,20,85.16,79.25,70.75,82.62,"79,45",30,8,5,2015,BANTEN,KABUPATEN TANGERANG
