No,Kode,Kabupaten,JumlahSekolah,JumlahPeserta,Bindo,Bing,Math,Kompetensi,Rata,Tahun,KdProv,Provinsi
1.0, 0101,KOTA ADMINISTRASI JAKARTA PUSAT,52,4404,64.65,60.26,41.65,86.44,"63,25",2015,1,DKI JAKARTA
2.0, 0101,KOTA ADMINISTRASI JAKARTA PUSAT,52,4404,80.57,80.07,79.65,82.54,"80,71",2015,1,DKI JAKARTA
3.0, 0102,KOTA ADMINISTRASI JAKARTA UTARA,69,6367,58.47,53.91,32.93,84.41,"57,43",2015,1,DKI JAKARTA
4.0, 0102,KOTA ADMINISTRASI JAKARTA UTARA,69,6367,81.85,80.81,80.67,83.04,"81,59",2015,1,DKI JAKARTA
5.0, 0103,KOTA ADMINISTRASI JAKARTA BARAT,109,10199,64.03,65.91,47.15,88.46,"66,39",2015,1,DKI JAKARTA
6.0, 0103,KOTA ADMINISTRASI JAKARTA BARAT,109,10199,83.69,83.01,82.46,84.37,"83,38",2015,1,DKI JAKARTA
7.0, 0104,KOTA ADMINISTRASI JAKARTA SELATAN,118,11651,64.0,61.39,37.85,86.36,"62,40",2015,1,DKI JAKARTA
8.0, 0104,KOTA ADMINISTRASI JAKARTA SELATAN,118,11651,80.26,78.76,77.99,81.35,"79,59",2015,1,DKI JAKARTA
9.0, 0105,KOTA ADMINISTRASI JAKARTA TIMUR,185,16873,64.56,64.12,44.66,86.14,"64,87",2015,1,DKI JAKARTA
10.0, 0105,KOTA ADMINISTRASI JAKARTA TIMUR,185,16873,83.03,82.13,81.89,83.69,"82,69",2015,1,DKI JAKARTA
11.0, 0106,KOTA ADM. KEP. SERIBU,0,0,0.0,0.0,0.0,0.0,0,2015,1,DKI JAKARTA
12.0, 0106,KOTA ADM. KEP. SERIBU,0,0,0.0,0.0,0.0,0.0,0,2015,1,DKI JAKARTA
1.0, 0101,KOTA ADMINISTRASI JAKARTA PUSAT,48,4411,67.89,53.03,38.73,79.53,"59,80",2016,1,DKI JAKARTA
2.0, 0102,KOTA ADMINISTRASI JAKARTA UTARA,69,6371,61.39,45.93,30.87,75.34,"53,38",2016,1,DKI JAKARTA
3.0, 0103,KOTA ADMINISTRASI JAKARTA BARAT,109,10728,65.53,49.51,34.21,82.44,"57,92",2016,1,DKI JAKARTA
4.0, 0104,KOTA ADMINISTRASI JAKARTA SELATAN,118,11728,67.28,53.26,38.37,77.63,"59,14",2016,1,DKI JAKARTA
5.0, 0105,KOTA ADMINISTRASI JAKARTA TIMUR,186,17184,66.48,53.89,38.63,79.93,"59,73",2016,1,DKI JAKARTA
6.0, 0106,KOTA ADM. KEP. SERIBU,0,0,0.0,0.0,0.0,0.0,0,2016,1,DKI JAKARTA
1.0, 0101,KOTA ADMINISTRASI JAKARTA PUSAT,47,4459,65.39,43.67,36.51,73.56,"54,78",2017,1,DKI JAKARTA
2.0, 0102,KOTA ADMINISTRASI JAKARTA UTARA,69,6619,62.12,37.41,31.62,71.17,"50,58",2017,1,DKI JAKARTA
3.0, 0103,KOTA ADMINISTRASI JAKARTA BARAT,106,11177,63.81,39.61,33.54,74.02,"52,75",2017,1,DKI JAKARTA
4.0, 0104,KOTA ADMINISTRASI JAKARTA SELATAN,115,11579,66.25,42.6,34.44,74.07,"54,34",2017,1,DKI JAKARTA
5.0, 0105,KOTA ADMINISTRASI JAKARTA TIMUR,184,16957,66.01,42.49,36.5,73.09,"54,52",2017,1,DKI JAKARTA
6.0, 0106,KAB. ADMINISTRASI KEP. SERIBU,0,0,0.0,0.0,0.0,0.0,0,2017,1,DKI JAKARTA
1.0, 0101,KOTA ADMINISTRASI JAKARTA PUSAT,47,4998,66.27,46.72,38.41,45.27,"49,17",2018,1,DKI JAKARTA
2.0, 0102,KOTA ADMINISTRASI JAKARTA UTARA,68,7190,63.45,40.34,32.15,39.9,"43,96",2018,1,DKI JAKARTA
3.0, 0103,KOTA ADMINISTRASI JAKARTA BARAT,107,12049,64.57,42.36,34.16,43.37,"46,12",2018,1,DKI JAKARTA
4.0, 0104,KOTA ADMINISTRASI JAKARTA SELATAN,113,12182,66.96,45.14,34.72,45.84,"48,17",2018,1,DKI JAKARTA
5.0, 0105,KOTA ADMINISTRASI JAKARTA TIMUR,181,17851,67.1,44.87,36.13,44.2,"48,08",2018,1,DKI JAKARTA
6.0, 0106,KAB. ADMINISTRASI KEP. SERIBU,0,0,0.0,0.0,0.0,0.0,0,2018,1,DKI JAKARTA
1.0, 0101,JAKARTA PUSAT,44,4605,68.62,47.88,39.18,46.29,"50,49",2019,1,DKI JAKARTA
2.0, 0102,JAKARTA UTARA,67,7356,65.16,41.87,33.7,41.0,"45,43",2019,1,DKI JAKARTA
3.0, 0103,JAKARTA BARAT,108,12743,66.23,43.19,34.91,43.17,"46,88",2019,1,DKI JAKARTA
4.0, 0104,JAKARTA SELATAN,114,12043,68.47,45.02,35.46,45.49,"48,61",2019,1,DKI JAKARTA
5.0, 0105,JAKARTA TIMUR,181,17850,68.59,45.61,36.54,44.21,"48,74",2019,1,DKI JAKARTA
6.0, 0106,KOTA ADM. KEP. SERIBU,0,0,0.0,0.0,0.0,0.0,0,2019,1,DKI JAKARTA
13.0, 0201,KOTA BANDUNG,110,10845,64.77,55.02,50.24,77.05,"61,77",2015,2,JAWA BARAT
14.0, 0201,KOTA BANDUNG,110,10845,83.34,82.26,82.11,84.39,"83,03",2015,2,JAWA BARAT
15.0, 0202,KOTA BANJAR,9,871,60.29,49.59,47.77,76.1,"58,44",2015,2,JAWA BARAT
16.0, 0202,KOTA BANJAR,9,871,82.36,80.83,80.48,82.65,"81,58",2015,2,JAWA BARAT
17.0, 0203,KOTA BEKASI,117,14956,62.64,53.11,49.28,77.7,"60,68",2015,2,JAWA BARAT
18.0, 0203,KOTA BEKASI,117,14956,82.62,81.64,81.16,83.63,"82,26",2015,2,JAWA BARAT
19.0, 0204,KOTA BOGOR,80,9697,61.67,48.66,34.59,79.3,"56,06",2015,2,JAWA BARAT
20.0, 0204,KOTA BOGOR,80,9697,82.72,81.71,81.04,83.13,"82,15",2015,2,JAWA BARAT
21.0, 0205,KOTA CIMAHI,20,3846,63.82,47.79,32.92,76.4,"55,23",2015,2,JAWA BARAT
22.0, 0205,KOTA CIMAHI,20,3846,79.89,78.06,77.54,81.25,"79,19",2015,2,JAWA BARAT
23.0, 0206,KOTA CIREBON,24,2170,60.52,42.63,31.06,77.05,"52,82",2015,2,JAWA BARAT
24.0, 0206,KOTA CIREBON,24,2170,80.53,79.56,79.37,82.27,"80,43",2015,2,JAWA BARAT
25.0, 0207,KOTA DEPOK,109,9100,62.8,51.31,35.15,79.34,"57,15",2015,2,JAWA BARAT
26.0, 0207,KOTA DEPOK,109,9100,84.93,84.05,83.74,86.31,"84,76",2015,2,JAWA BARAT
27.0, 0208,KOTA SUKABUMI,25,1826,59.72,45.29,30.19,78.94,"53,54",2015,2,JAWA BARAT
28.0, 0208,KOTA SUKABUMI,25,1826,83.17,81.91,82.63,83.96,"82,92",2015,2,JAWA BARAT
29.0, 0209,KOTA TASIKMALAYA,37,3644,65.69,62.02,59.23,77.95,"66,22",2015,2,JAWA BARAT
30.0, 0209,KOTA TASIKMALAYA,37,3644,83.64,80.98,81.23,83.32,"82,29",2015,2,JAWA BARAT
31.0, 0210,KABUPATEN BANDUNG,105,9443,63.71,53.32,48.92,76.91,"60,72",2015,2,JAWA BARAT
32.0, 0210,KABUPATEN BANDUNG,105,9443,82.0,80.46,79.96,81.9,"81,08",2015,2,JAWA BARAT
33.0, 0211,KABUPATEN BANDUNG BARAT,69,4691,61.39,54.0,50.21,77.53,"60,78",2015,2,JAWA BARAT
34.0, 0211,KABUPATEN BANDUNG BARAT,69,4691,83.57,81.6,81.63,83.57,"82,59",2015,2,JAWA BARAT
35.0, 0212,KABUPATEN BEKASI,119,10752,57.9,52.22,48.97,76.33,"58,86",2015,2,JAWA BARAT
36.0, 0212,KABUPATEN BEKASI,119,10752,84.37,83.23,82.99,84.65,"83,81",2015,2,JAWA BARAT
37.0, 0213,KABUPATEN BOGOR,277,24796,62.17,53.56,37.52,77.53,"57,70",2015,2,JAWA BARAT
38.0, 0213,KABUPATEN BOGOR,277,24796,83.92,82.8,82.58,84.36,"83,42",2015,2,JAWA BARAT
39.0, 0214,KABUPATEN CIAMIS,40,3131,64.33,52.91,49.85,75.97,"60,77",2015,2,JAWA BARAT
40.0, 0214,KABUPATEN CIAMIS,40,3131,83.47,81.73,81.78,83.51,"82,62",2015,2,JAWA BARAT
41.0, 0215,KABUPATEN CIANJUR,70,5822,67.1,66.43,63.97,76.02,"68,38",2015,2,JAWA BARAT
42.0, 0215,KABUPATEN CIANJUR,70,5822,85.03,83.94,83.75,85.17,"84,47",2015,2,JAWA BARAT
43.0, 0216,KABUPATEN CIREBON,78,10088,58.36,40.5,28.9,75.88,"50,91",2015,2,JAWA BARAT
44.0, 0216,KABUPATEN CIREBON,78,10088,82.91,81.71,81.74,83.73,"82,52",2015,2,JAWA BARAT
45.0, 0217,KABUPATEN GARUT,96,7651,59.65,50.5,48.97,78.02,"59,29",2015,2,JAWA BARAT
46.0, 0217,KABUPATEN GARUT,96,7651,82.51,80.92,81.07,83.03,"81,88",2015,2,JAWA BARAT
47.0, 0218,KABUPATEN INDRAMAYU,69,5776,54.47,41.57,28.77,75.46,"50,07",2015,2,JAWA BARAT
48.0, 0218,KABUPATEN INDRAMAYU,69,5776,85.18,84.31,84.09,85.25,"84,71",2015,2,JAWA BARAT
49.0, 0219,KABUPATEN KARAWANG,72,7661,50.97,37.27,25.11,75.99,"47,34",2015,2,JAWA BARAT
50.0, 0219,KABUPATEN KARAWANG,72,7661,82.61,81.56,81.48,82.11,"81,94",2015,2,JAWA BARAT
51.0, 0220,KABUPATEN KUNINGAN,26,4007,60.92,42.1,30.88,80.32,"53,56",2015,2,JAWA BARAT
52.0, 0220,KABUPATEN KUNINGAN,26,4007,81.98,80.68,80.53,83.84,"81,76",2015,2,JAWA BARAT
53.0, 0221,KABUPATEN MAJALENGKA,32,3092,61.29,43.23,29.88,77.22,"52,91",2015,2,JAWA BARAT
54.0, 0221,KABUPATEN MAJALENGKA,32,3092,82.94,80.46,80.29,83.26,"81,74",2015,2,JAWA BARAT
55.0, 0222,KABUPATEN PURWAKARTA,29,2552,58.16,50.66,47.64,75.17,"57,91",2015,2,JAWA BARAT
56.0, 0222,KABUPATEN PURWAKARTA,29,2552,83.2,82.59,82.38,84.12,"83,07",2015,2,JAWA BARAT
57.0, 0223,KABUPATEN SUBANG,65,5745,66.8,67.34,65.33,75.45,"68,73",2015,2,JAWA BARAT
58.0, 0223,KABUPATEN SUBANG,65,5745,83.89,82.64,82.64,83.39,"83,14",2015,2,JAWA BARAT
59.0, 0224,KABUPATEN SUKABUMI,113,7452,63.44,56.35,47.74,76.95,"61,12",2015,2,JAWA BARAT
60.0, 0224,KABUPATEN SUKABUMI,113,7452,84.15,83.03,82.67,84.01,"83,47",2015,2,JAWA BARAT
61.0, 0225,KABUPATEN SUMEDANG,59,4564,71.38,65.76,61.84,80.73,"69,93",2015,2,JAWA BARAT
62.0, 0225,KABUPATEN SUMEDANG,59,4564,84.7,83.88,84.34,86.45,"84,84",2015,2,JAWA BARAT
63.0, 0226,KABUPATEN TASIKMALAYA,79,6019,66.28,60.21,55.94,79.53,"65,49",2015,2,JAWA BARAT
64.0, 0226,KABUPATEN TASIKMALAYA,79,6019,83.95,82.93,82.85,84.03,"83,44",2015,2,JAWA BARAT
65.0, 0227,KABUPATEN PANGANDARAN,13,511,61.59,50.82,49.19,76.84,"59,61",2015,2,JAWA BARAT
66.0, 0227,KABUPATEN PANGANDARAN,13,511,82.94,81.37,81.6,83.43,"82,34",2015,2,JAWA BARAT
7.0, 0201,KOTA BANDUNG,109,11932,67.22,49.11,31.42,74.98,"55,68",2016,2,JAWA BARAT
8.0, 0202,KOTA BANJAR,9,730,65.96,48.2,26.61,75.43,"54,05",2016,2,JAWA BARAT
9.0, 0203,KOTA BEKASI,124,15168,67.11,52.1,40.38,77.22,"59,20",2016,2,JAWA BARAT
10.0, 0204,KOTA BOGOR,86,9258,68.7,57.69,53.78,76.86,"64,26",2016,2,JAWA BARAT
11.0, 0205,KOTA CIMAHI,21,4116,67.01,47.88,31.06,74.07,"55,01",2016,2,JAWA BARAT
12.0, 0206,KOTA CIREBON,25,1977,64.45,43.26,29.13,74.52,"52,84",2016,2,JAWA BARAT
13.0, 0207,KOTA DEPOK,117,9262,69.42,59.53,49.44,76.21,"63,65",2016,2,JAWA BARAT
14.0, 0208,KOTA SUKABUMI,26,1698,64.79,48.0,29.27,76.37,"54,61",2016,2,JAWA BARAT
15.0, 0209,KOTA TASIKMALAYA,38,3481,66.77,49.39,38.58,74.91,"57,41",2016,2,JAWA BARAT
16.0, 0210,KABUPATEN BANDUNG,112,9989,66.23,47.83,30.67,74.39,"54,78",2016,2,JAWA BARAT
17.0, 0211,KABUPATEN BANDUNG BARAT,74,4969,64.17,46.05,26.65,75.68,"53,14",2016,2,JAWA BARAT
18.0, 0212,KABUPATEN BEKASI,130,11218,63.2,49.35,35.25,75.68,"55,87",2016,2,JAWA BARAT
19.0, 0213,KABUPATEN BOGOR,303,26830,68.12,57.98,49.31,75.08,"62,62",2016,2,JAWA BARAT
20.0, 0214,KABUPATEN CIAMIS,42,3181,66.65,45.82,30.42,75.09,"54,50",2016,2,JAWA BARAT
21.0, 0215,KABUPATEN CIANJUR,81,5889,66.52,57.86,50.21,73.64,"62,06",2016,2,JAWA BARAT
22.0, 0216,KABUPATEN CIREBON,85,10546,64.58,48.07,35.56,76.42,"56,16",2016,2,JAWA BARAT
23.0, 0217,KABUPATEN GARUT,107,7411,62.8,43.02,28.39,73.72,"51,98",2016,2,JAWA BARAT
24.0, 0218,KABUPATEN INDRAMAYU,79,5771,59.64,42.21,27.27,74.39,"50,88",2016,2,JAWA BARAT
25.0, 0219,KABUPATEN KARAWANG,75,9734,58.62,42.37,28.73,72.3,"50,51",2016,2,JAWA BARAT
26.0, 0220,KABUPATEN KUNINGAN,27,3636,65.56,44.07,30.89,75.95,"54,12",2016,2,JAWA BARAT
27.0, 0221,KABUPATEN MAJALENGKA,36,2845,64.77,43.62,27.99,73.0,"52,35",2016,2,JAWA BARAT
28.0, 0222,KABUPATEN PURWAKARTA,32,2286,60.49,42.31,24.76,73.55,"50,28",2016,2,JAWA BARAT
29.0, 0223,KABUPATEN SUBANG,73,5739,62.55,49.88,39.33,72.31,"56,02",2016,2,JAWA BARAT
30.0, 0224,KABUPATEN SUKABUMI,123,7590,68.99,60.59,52.1,77.09,"64,69",2016,2,JAWA BARAT
31.0, 0225,KABUPATEN SUMEDANG,65,5012,65.88,60.55,56.64,78.22,"65,32",2016,2,JAWA BARAT
32.0, 0226,KABUPATEN TASIKMALAYA,86,6321,68.72,57.92,46.34,76.37,"62,34",2016,2,JAWA BARAT
33.0, 0227,KABUPATEN PANGANDARAN,15,560,65.25,45.23,29.04,75.09,"53,65",2016,2,JAWA BARAT
7.0, 0201,KOTA BANDUNG,109,10730,65.81,40.76,33.64,74.27,"53,62",2017,2,JAWA BARAT
8.0, 0202,KOTA BANJAR,9,687,63.01,34.49,31.47,71.89,"50,22",2017,2,JAWA BARAT
9.0, 0203,KOTA BEKASI,126,16370,62.8,37.4,31.51,72.38,"51,02",2017,2,JAWA BARAT
10.0, 0204,KOTA BOGOR,89,8914,64.92,39.53,33.59,73.26,"52,83",2017,2,JAWA BARAT
11.0, 0205,KOTA CIMAHI,21,3930,66.31,40.23,34.84,74.18,"53,89",2017,2,JAWA BARAT
12.0, 0206,KOTA CIREBON,25,1879,63.26,35.66,31.24,73.9,"51,02",2017,2,JAWA BARAT
13.0, 0207,KOTA DEPOK,121,9319,65.01,41.88,34.57,75.5,"54,24",2017,2,JAWA BARAT
14.0, 0208,KOTA SUKABUMI,28,1678,63.47,36.92,31.08,73.43,"51,23",2017,2,JAWA BARAT
15.0, 0209,KOTA TASIKMALAYA,40,3484,63.11,36.65,32.65,73.47,"51,47",2017,2,JAWA BARAT
16.0, 0210,KABUPATEN BANDUNG,113,10935,63.62,38.6,32.74,71.94,"51,73",2017,2,JAWA BARAT
17.0, 0211,KABUPATEN BANDUNG BARAT,76,5355,61.27,35.77,30.3,73.16,"50,13",2017,2,JAWA BARAT
18.0, 0212,KABUPATEN BEKASI,145,12108,59.01,36.56,32.54,69.87,"49,50",2017,2,JAWA BARAT
19.0, 0213,KABUPATEN BOGOR,323,28235,61.18,35.93,29.91,72.16,"49,80",2017,2,JAWA BARAT
20.0, 0214,KABUPATEN CIAMIS,47,3413,64.38,36.85,33.32,72.96,"51,88",2017,2,JAWA BARAT
21.0, 0215,KABUPATEN CIANJUR,108,6690,61.69,37.53,32.94,72.65,"51,20",2017,2,JAWA BARAT
22.0, 0216,KABUPATEN CIREBON,88,10918,61.06,33.5,30.87,71.1,"49,13",2017,2,JAWA BARAT
23.0, 0217,KABUPATEN GARUT,119,7776,60.55,34.37,30.49,71.19,"49,15",2017,2,JAWA BARAT
24.0, 0218,KABUPATEN INDRAMAYU,89,6711,57.93,32.79,29.3,71.02,"47,76",2017,2,JAWA BARAT
25.0, 0219,KABUPATEN KARAWANG,79,10453,58.2,33.86,30.32,68.84,"47,81",2017,2,JAWA BARAT
26.0, 0220,KABUPATEN KUNINGAN,28,3715,63.6,35.35,33.41,74.32,"51,67",2017,2,JAWA BARAT
27.0, 0221,KABUPATEN MAJALENGKA,38,3551,63.28,34.66,31.51,70.51,"49,99",2017,2,JAWA BARAT
28.0, 0222,KABUPATEN PURWAKARTA,36,1715,57.87,34.88,29.48,70.16,"48,10",2017,2,JAWA BARAT
29.0, 0223,KABUPATEN SUBANG,80,6362,59.86,35.5,31.11,71.39,"49,47",2017,2,JAWA BARAT
30.0, 0224,KABUPATEN SUKABUMI,131,8013,64.09,46.35,46.67,73.8,"57,73",2017,2,JAWA BARAT
31.0, 0225,KABUPATEN SUMEDANG,69,4480,62.95,36.74,31.24,72.42,"50,84",2017,2,JAWA BARAT
32.0, 0226,KABUPATEN TASIKMALAYA,95,6774,64.79,43.05,41.62,74.26,"55,93",2017,2,JAWA BARAT
33.0, 0227,KABUPATEN PANGANDARAN,19,843,62.38,33.9,29.97,71.27,"49,38",2017,2,JAWA BARAT
7.0, 0201,KOTA BANDUNG,107,10415,65.45,43.41,32.55,42.54,"45,99",2018,2,JAWA BARAT
8.0, 0202,KOTA BANJAR,11,855,62.33,37.14,29.57,40.18,"42,31",2018,2,JAWA BARAT
9.0, 0203,KOTA BEKASI,130,18001,63.62,40.83,31.24,39.46,"43,79",2018,2,JAWA BARAT
10.0, 0204,KOTA BOGOR,96,10685,64.54,41.22,32.67,42.88,"45,33",2018,2,JAWA BARAT
11.0, 0205,KOTA CIMAHI,21,4222,66.14,42.67,32.4,44.58,"46,45",2018,2,JAWA BARAT
12.0, 0206,KOTA CIREBON,26,2184,62.12,37.15,30.45,41.86,"42,90",2018,2,JAWA BARAT
13.0, 0207,KOTA DEPOK,122,10891,64.85,43.13,31.66,44.43,"46,02",2018,2,JAWA BARAT
14.0, 0208,KOTA SUKABUMI,28,1838,64.04,40.06,31.74,43.39,"44,81",2018,2,JAWA BARAT
15.0, 0209,KOTA TASIKMALAYA,46,3770,62.56,38.02,30.44,41.65,"43,17",2018,2,JAWA BARAT
16.0, 0210,KABUPATEN BANDUNG,116,13619,62.38,39.65,30.46,41.51,"43,50",2018,2,JAWA BARAT
17.0, 0211,KABUPATEN BANDUNG BARAT,86,6413,61.34,36.96,29.82,40.85,"42,24",2018,2,JAWA BARAT
18.0, 0212,KABUPATEN BEKASI,157,14502,58.42,36.57,29.34,34.88,"39,80",2018,2,JAWA BARAT
19.0, 0213,KABUPATEN BOGOR,333,33689,59.89,37.17,29.42,40.5,"41,75",2018,2,JAWA BARAT
20.0, 0214,KABUPATEN CIAMIS,54,3922,63.98,38.01,30.68,40.76,"43,36",2018,2,JAWA BARAT
21.0, 0215,KABUPATEN CIANJUR,129,8431,59.57,37.66,30.65,41.4,"42,32",2018,2,JAWA BARAT
22.0, 0216,KABUPATEN CIREBON,92,12011,60.16,35.09,29.32,38.02,"40,65",2018,2,JAWA BARAT
23.0, 0217,KABUPATEN GARUT,138,9508,60.19,35.52,29.65,40.18,"41,39",2018,2,JAWA BARAT
24.0, 0218,KABUPATEN INDRAMAYU,96,7786,57.38,34.18,28.49,35.94,"39,00",2018,2,JAWA BARAT
25.0, 0219,KABUPATEN KARAWANG,87,12202,56.37,34.54,29.1,35.04,"38,76",2018,2,JAWA BARAT
26.0, 0220,KABUPATEN KUNINGAN,30,4823,63.16,37.34,30.72,40.2,"42,86",2018,2,JAWA BARAT
27.0, 0221,KABUPATEN MAJALENGKA,39,3962,62.24,36.81,29.68,38.12,"41,71",2018,2,JAWA BARAT
28.0, 0222,KABUPATEN PURWAKARTA,36,1693,57.0,34.42,27.75,34.85,"38,51",2018,2,JAWA BARAT
29.0, 0223,KABUPATEN SUBANG,85,7637,58.83,35.64,29.12,36.92,"40,13",2018,2,JAWA BARAT
30.0, 0224,KABUPATEN SUKABUMI,137,9149,59.72,37.37,30.46,41.79,"42,34",2018,2,JAWA BARAT
31.0, 0225,KABUPATEN SUMEDANG,74,5023,61.41,36.89,29.04,39.46,"41,70",2018,2,JAWA BARAT
32.0, 0226,KABUPATEN TASIKMALAYA,106,7839,64.2,42.03,34.8,46.73,"46,94",2018,2,JAWA BARAT
33.0, 0227,KABUPATEN PANGANDARAN,22,1020,61.81,35.83,29.06,40.86,"41,89",2018,2,JAWA BARAT
7.0, 0201,KOTA BANDUNG,108,12202,68.84,45.17,34.85,45.25,"48,53",2019,2,JAWA BARAT
8.0, 0202,KOTA BANJAR,13,937,63.61,37.84,32.98,41.88,"44,08",2019,2,JAWA BARAT
9.0, 0203,KOTA BEKASI,129,16005,65.51,42.87,34.38,41.11,"45,97",2019,2,JAWA BARAT
10.0, 0204,KOTA BOGOR,98,10169,65.93,42.53,34.46,44.16,"46,77",2019,2,JAWA BARAT
11.0, 0205,KOTA CIMAHI,21,3860,68.78,43.87,35.19,46.1,"48,49",2019,2,JAWA BARAT
12.0, 0206,KOTA CIREBON,26,2339,65.03,39.05,32.91,43.64,"45,16",2019,2,JAWA BARAT
13.0, 0207,KOTA DEPOK,122,10725,66.73,44.39,33.92,44.84,"47,47",2019,2,JAWA BARAT
14.0, 0208,KOTA SUKABUMI,27,1793,67.28,42.55,34.21,46.3,"47,59",2019,2,JAWA BARAT
15.0, 0209,KOTA TASIKMALAYA,47,3632,64.16,39.77,33.12,43.87,"45,23",2019,2,JAWA BARAT
16.0, 0210,KABUPATEN BANDUNG,121,13708,64.42,41.61,33.45,43.89,"45,84",2019,2,JAWA BARAT
17.0, 0211,KABUPATEN BANDUNG BARAT,89,6732,63.51,39.24,32.14,42.59,"44,37",2019,2,JAWA BARAT
18.0, 0212,KABUPATEN BEKASI,164,13798,59.77,38.53,31.76,37.33,"41,85",2019,2,JAWA BARAT
19.0, 0213,KABUPATEN BOGOR,333,34584,62.22,39.52,31.92,41.92,"43,90",2019,2,JAWA BARAT
20.0, 0214,KABUPATEN CIAMIS,57,4321,66.14,39.16,33.2,42.03,"45,13",2019,2,JAWA BARAT
21.0, 0215,KABUPATEN CIANJUR,146,9664,60.91,39.17,32.86,42.19,"43,78",2019,2,JAWA BARAT
22.0, 0216,KABUPATEN CIREBON,99,11980,62.02,37.15,31.83,40.09,"42,77",2019,2,JAWA BARAT
23.0, 0217,KABUPATEN GARUT,152,10501,61.82,37.48,32.18,40.51,"43,00",2019,2,JAWA BARAT
24.0, 0218,KABUPATEN INDRAMAYU,112,7443,58.72,36.48,31.32,38.13,"41,16",2019,2,JAWA BARAT
25.0, 0219,KABUPATEN KARAWANG,91,11325,58.67,38.03,33.23,38.41,"42,09",2019,2,JAWA BARAT
26.0, 0220,KABUPATEN KUNINGAN,34,4425,65.72,39.62,33.39,43.12,"45,46",2019,2,JAWA BARAT
27.0, 0221,KABUPATEN MAJALENGKA,42,3640,64.36,38.59,32.51,40.82,"44,07",2019,2,JAWA BARAT
28.0, 0222,KABUPATEN PURWAKARTA,38,2252,60.5,38.05,30.9,38.5,"41,99",2019,2,JAWA BARAT
29.0, 0223,KABUPATEN SUBANG,90,7143,60.13,37.76,32.03,39.26,"42,30",2019,2,JAWA BARAT
30.0, 0224,KABUPATEN SUKABUMI,144,10215,60.95,38.28,32.88,41.65,"43,44",2019,2,JAWA BARAT
31.0, 0225,KABUPATEN SUMEDANG,80,5592,63.83,38.78,32.37,41.63,"44,15",2019,2,JAWA BARAT
32.0, 0226,KABUPATEN TASIKMALAYA,121,8815,65.05,42.75,37.82,46.1,"47,93",2019,2,JAWA BARAT
33.0, 0227,KABUPATEN PANGANDARAN,24,1156,63.18,37.22,32.28,40.46,"43,29",2019,2,JAWA BARAT
67.0, 0301,KOTA SEMARANG,76,6633,69.79,57.9,60.44,85.81,"68,49",2015,3,JAWA TENGAH
68.0, 0301,KOTA SEMARANG,76,6633,81.08,79.37,79.66,82.24,"80,59",2015,3,JAWA TENGAH
69.0, 0302,KOTA SURAKARTA,40,3949,71.69,53.69,45.91,85.69,"64,25",2015,3,JAWA TENGAH
70.0, 0302,KOTA SURAKARTA,40,3949,82.39,79.9,79.8,84.51,"81,65",2015,3,JAWA TENGAH
71.0, 0303,KOTA TEGAL,17,2102,71.32,59.88,65.03,85.92,"70,54",2015,3,JAWA TENGAH
72.0, 0303,KOTA TEGAL,17,2102,81.74,80.37,80.1,82.69,"81,23",2015,3,JAWA TENGAH
73.0, 0304,KOTA PEKALONGAN,9,1328,70.43,52.26,53.72,80.26,"64,17",2015,3,JAWA TENGAH
74.0, 0304,KOTA PEKALONGAN,9,1328,80.06,78.43,78.18,80.71,"79,35",2015,3,JAWA TENGAH
75.0, 0305,KOTA SALATIGA,16,1704,71.68,49.66,53.97,87.81,"65,78",2015,3,JAWA TENGAH
76.0, 0305,KOTA SALATIGA,16,1704,81.87,81.2,80.29,83.33,"81,67",2015,3,JAWA TENGAH
77.0, 0306,KOTA MAGELANG,18,1846,74.53,57.41,54.4,82.65,"67,25",2015,3,JAWA TENGAH
78.0, 0306,KOTA MAGELANG,18,1846,80.57,78.37,78.66,80.13,"79,43",2015,3,JAWA TENGAH
79.0, 0307,KABUPATEN BANYUMAS,58,9497,74.33,55.75,56.81,85.48,"68,09",2015,3,JAWA TENGAH
80.0, 0307,KABUPATEN BANYUMAS,58,9497,83.9,82.8,82.45,84.2,"83,34",2015,3,JAWA TENGAH
81.0, 0308,KABUPATEN BANJARNEGARA,15,3299,71.48,57.74,52.77,83.58,"66,39",2015,3,JAWA TENGAH
82.0, 0308,KABUPATEN BANJARNEGARA,15,3299,83.85,83.05,83.21,85.48,"83,90",2015,3,JAWA TENGAH
83.0, 0309,KABUPATEN CILACAP,50,8840,71.91,57.97,54.97,86.6,"67,86",2015,3,JAWA TENGAH
84.0, 0309,KABUPATEN CILACAP,50,8840,83.18,82.07,81.67,83.69,"82,65",2015,3,JAWA TENGAH
85.0, 0310,KABUPATEN PURBALINGGA,17,2872,73.35,54.36,56.07,81.62,"66,35",2015,3,JAWA TENGAH
86.0, 0310,KABUPATEN PURBALINGGA,17,2872,79.74,76.4,77.01,82.26,"78,85",2015,3,JAWA TENGAH
87.0, 0311,KABUPATEN KEBUMEN,52,8673,70.96,53.44,51.36,86.04,"65,45",2015,3,JAWA TENGAH
88.0, 0311,KABUPATEN KEBUMEN,52,8673,84.34,82.51,82.39,84.61,"83,46",2015,3,JAWA TENGAH
89.0, 0312,KABUPATEN MAGELANG,39,4432,73.42,52.61,59.47,81.53,"66,76",2015,3,JAWA TENGAH
