No,Kode,Kabupaten,JumlahSekolah,JumlahPeserta,Bindo,Bing,Math,Kompetensi,Rata,Tahun,KdProv,Provinsi
77.0, 0504,KOTA KEDIRI,23,3569,67.61,48.1,33.58,74.34,"55,91",2016,5,JAWA TIMUR
78.0, 0505,KOTA MOJOKERTO,9,1379,64.77,44.92,29.7,74.9,"53,57",2016,5,JAWA TIMUR
79.0, 0506,KOTA BLITAR,13,1290,68.83,49.37,35.58,73.61,"56,85",2016,5,JAWA TIMUR
80.0, 0507,KOTA PASURUAN,10,1157,62.08,48.97,34.48,72.75,"54,57",2016,5,JAWA TIMUR
81.0, 0508,KOTA PROBOLINGGO,15,930,62.44,47.14,34.39,75.16,"54,78",2016,5,JAWA TIMUR
82.0, 0509,KOTA BATU,10,609,70.67,51.09,37.65,77.66,"59,27",2016,5,JAWA TIMUR
83.0, 0510,KABUPATEN GRESIK,40,4101,65.8,49.36,35.15,73.81,"56,03",2016,5,JAWA TIMUR
84.0, 0511,KABUPATEN SIDOARJO,72,11048,67.73,58.66,41.67,77.09,"61,29",2016,5,JAWA TIMUR
85.0, 0512,KABUPATEN MOJOKERTO,50,3275,66.2,57.93,43.72,73.34,"60,30",2016,5,JAWA TIMUR
86.0, 0513,KABUPATEN JOMBANG,54,5856,67.61,50.48,35.39,77.23,"57,68",2016,5,JAWA TIMUR
87.0, 0514,KABUPATEN BOJONEGORO,32,1886,66.05,48.07,38.67,74.72,"56,88",2016,5,JAWA TIMUR
88.0, 0515,KABUPATEN TUBAN,17,1866,65.3,47.2,32.3,73.49,"54,57",2016,5,JAWA TIMUR
89.0, 0516,KABUPATEN LAMONGAN,58,4234,65.91,52.54,43.03,76.2,"59,42",2016,5,JAWA TIMUR
90.0, 0517,KABUPATEN MADIUN,17,1548,69.09,54.5,42.24,77.39,"60,81",2016,5,JAWA TIMUR
91.0, 0518,KABUPATEN NGAWI,23,2819,68.14,46.96,33.71,75.38,"56,05",2016,5,JAWA TIMUR
92.0, 0519,KABUPATEN MAGETAN,27,1832,68.24,51.34,36.62,75.28,"57,87",2016,5,JAWA TIMUR
93.0, 0520,KABUPATEN PONOROGO,31,3037,69.33,52.15,36.21,75.95,"58,41",2016,5,JAWA TIMUR
94.0, 0521,KABUPATEN PACITAN,13,797,69.65,48.55,33.02,74.11,"56,33",2016,5,JAWA TIMUR
95.0, 0522,KABUPATEN KEDIRI,40,3972,68.43,49.08,35.9,73.45,"56,72",2016,5,JAWA TIMUR
96.0, 0523,KABUPATEN NGANJUK,38,3606,64.91,44.94,30.49,73.54,"53,47",2016,5,JAWA TIMUR
97.0, 0524,KABUPATEN BLITAR,23,1554,73.5,53.82,44.63,77.21,"62,29",2016,5,JAWA TIMUR
98.0, 0525,KABUPATEN TULUNGAGUNG,18,2279,69.41,49.24,38.25,75.35,"58,06",2016,5,JAWA TIMUR
99.0, 0526,KABUPATEN TRENGGALEK,23,1970,69.0,50.73,34.58,76.2,"57,63",2016,5,JAWA TIMUR
100.0, 0527,KABUPATEN MALANG,103,8696,68.66,48.57,34.52,73.91,"56,42",2016,5,JAWA TIMUR
101.0, 0528,KABUPATEN PASURUAN,33,2874,71.4,63.75,53.26,75.41,"65,96",2016,5,JAWA TIMUR
102.0, 0529,KABUPATEN PROBOLINGGO,33,1352,60.59,44.72,28.86,72.49,"51,67",2016,5,JAWA TIMUR
103.0, 0530,KABUPATEN LUMAJANG,20,1266,65.25,47.08,32.43,73.5,"54,57",2016,5,JAWA TIMUR
104.0, 0531,KABUPATEN BONDOWOSO,28,621,58.94,39.03,25.69,69.27,"48,23",2016,5,JAWA TIMUR
105.0, 0532,KABUPATEN SITUBONDO,28,1648,58.24,48.55,28.97,73.76,"52,38",2016,5,JAWA TIMUR
106.0, 0533,KABUPATEN JEMBER,132,7745,64.5,44.32,30.14,71.27,"52,56",2016,5,JAWA TIMUR
107.0, 0534,KABUPATEN BANYUWANGI,49,6225,64.45,44.73,30.32,72.81,"53,08",2016,5,JAWA TIMUR
108.0, 0535,KABUPATEN PAMEKASAN,47,1380,62.34,47.91,56.17,71.79,"59,55",2016,5,JAWA TIMUR
109.0, 0536,KABUPATEN SAMPANG,45,962,60.61,47.97,51.53,67.11,"56,81",2016,5,JAWA TIMUR
110.0, 0537,KABUPATEN SUMENEP,34,634,65.85,64.32,51.34,70.56,"63,02",2016,5,JAWA TIMUR
111.0, 0538,KABUPATEN BANGKALAN,36,1184,68.92,66.88,57.09,74.98,"66,97",2016,5,JAWA TIMUR
74.0, 0501,KOTA SURABAYA,93,11550,64.22,40.34,34.27,72.82,"52,91",2017,5,JAWA TIMUR
75.0, 0502,KOTA MALANG,41,3213,69.28,45.78,42.56,75.98,"58,40",2017,5,JAWA TIMUR
76.0, 0503,KOTA MADIUN,25,1205,69.41,43.0,40.6,77.43,"57,61",2017,5,JAWA TIMUR
77.0, 0504,KOTA KEDIRI,23,3157,65.55,37.17,33.62,75.04,"52,85",2017,5,JAWA TIMUR
78.0, 0505,KOTA MOJOKERTO,9,1335,63.72,35.8,31.96,74.08,"51,39",2017,5,JAWA TIMUR
79.0, 0506,KOTA BLITAR,14,1279,67.6,39.21,36.58,73.13,"54,13",2017,5,JAWA TIMUR
80.0, 0507,KOTA PASURUAN,9,953,60.59,33.9,32.36,73.44,"50,07",2017,5,JAWA TIMUR
81.0, 0508,KOTA PROBOLINGGO,15,739,60.58,33.9,34.14,73.02,"50,41",2017,5,JAWA TIMUR
82.0, 0509,KOTA BATU,10,686,67.55,39.79,38.42,76.78,"55,64",2017,5,JAWA TIMUR
83.0, 0510,KABUPATEN GRESIK,45,4248,64.21,37.67,34.55,72.97,"52,35",2017,5,JAWA TIMUR
84.0, 0511,KABUPATEN SIDOARJO,72,10141,65.93,43.79,38.81,75.72,"56,06",2017,5,JAWA TIMUR
85.0, 0512,KABUPATEN MOJOKERTO,50,2905,61.41,37.14,33.83,72.01,"51,10",2017,5,JAWA TIMUR
86.0, 0513,KABUPATEN JOMBANG,56,5472,65.68,38.34,34.91,75.57,"53,63",2017,5,JAWA TIMUR
87.0, 0514,KABUPATEN BOJONEGORO,36,1913,62.69,36.06,33.55,73.0,"51,33",2017,5,JAWA TIMUR
88.0, 0515,KABUPATEN TUBAN,20,1902,64.56,36.19,34.22,73.19,"52,04",2017,5,JAWA TIMUR
89.0, 0516,KABUPATEN LAMONGAN,60,4323,62.93,37.44,33.91,73.4,"51,92",2017,5,JAWA TIMUR
90.0, 0517,KABUPATEN MADIUN,18,1226,66.0,39.06,37.17,76.67,"54,73",2017,5,JAWA TIMUR
91.0, 0518,KABUPATEN NGAWI,23,2582,66.33,36.85,35.24,75.16,"53,40",2017,5,JAWA TIMUR
92.0, 0519,KABUPATEN MAGETAN,28,1769,67.12,38.34,36.28,74.7,"54,11",2017,5,JAWA TIMUR
93.0, 0520,KABUPATEN PONOROGO,35,2806,68.48,41.0,36.94,76.18,"55,65",2017,5,JAWA TIMUR
94.0, 0521,KABUPATEN PACITAN,14,734,66.73,36.04,33.65,75.7,"53,03",2017,5,JAWA TIMUR
95.0, 0522,KABUPATEN KEDIRI,38,3610,67.31,38.55,37.03,74.23,"54,28",2017,5,JAWA TIMUR
96.0, 0523,KABUPATEN NGANJUK,40,3413,63.57,34.12,32.08,72.74,"50,63",2017,5,JAWA TIMUR
97.0, 0524,KABUPATEN BLITAR,24,1524,68.05,39.78,37.21,73.52,"54,64",2017,5,JAWA TIMUR
98.0, 0525,KABUPATEN TULUNGAGUNG,20,1771,66.76,37.91,36.43,74.51,"53,90",2017,5,JAWA TIMUR
99.0, 0526,KABUPATEN TRENGGALEK,24,1752,66.68,38.3,35.72,75.16,"53,97",2017,5,JAWA TIMUR
100.0, 0527,KABUPATEN MALANG,111,8522,67.42,40.02,37.76,75.36,"55,14",2017,5,JAWA TIMUR
101.0, 0528,KABUPATEN PASURUAN,34,2787,62.56,41.96,40.87,74.37,"54,94",2017,5,JAWA TIMUR
102.0, 0529,KABUPATEN PROBOLINGGO,35,1218,58.27,33.89,30.66,70.33,"48,29",2017,5,JAWA TIMUR
103.0, 0530,KABUPATEN LUMAJANG,23,1341,62.7,34.3,32.18,72.3,"50,37",2017,5,JAWA TIMUR
104.0, 0531,KABUPATEN BONDOWOSO,30,760,57.65,29.96,28.66,69.61,"46,47",2017,5,JAWA TIMUR
105.0, 0532,KABUPATEN SITUBONDO,29,1714,59.05,34.63,31.47,70.19,"48,84",2017,5,JAWA TIMUR
106.0, 0533,KABUPATEN JEMBER,141,7850,62.01,34.5,32.23,71.44,"50,05",2017,5,JAWA TIMUR
107.0, 0534,KABUPATEN BANYUWANGI,60,6460,63.76,35.72,31.72,72.79,"51,00",2017,5,JAWA TIMUR
108.0, 0535,KABUPATEN PAMEKASAN,60,1698,55.5,36.76,34.27,69.12,"48,91",2017,5,JAWA TIMUR
109.0, 0536,KABUPATEN SAMPANG,49,1150,50.71,31.93,28.98,66.29,"44,48",2017,5,JAWA TIMUR
110.0, 0537,KABUPATEN SUMENEP,36,736,54.96,35.81,30.98,67.57,"47,33",2017,5,JAWA TIMUR
111.0, 0538,KABUPATEN BANGKALAN,41,1273,56.35,34.84,34.72,70.55,"49,12",2017,5,JAWA TIMUR
74.0, 0501,KOTA SURABAYA,93,12667,63.37,41.66,32.47,42.04,"44,89",2018,5,JAWA TIMUR
75.0, 0502,KOTA MALANG,42,3419,70.36,48.91,39.21,46.14,"51,16",2018,5,JAWA TIMUR
76.0, 0503,KOTA MADIUN,25,953,68.32,44.33,36.15,46.19,"48,75",2018,5,JAWA TIMUR
77.0, 0504,KOTA KEDIRI,20,3333,66.7,39.86,32.19,44.98,"45,93",2018,5,JAWA TIMUR
78.0, 0505,KOTA MOJOKERTO,9,1544,63.61,38.45,30.07,38.37,"42,63",2018,5,JAWA TIMUR
79.0, 0506,KOTA BLITAR,14,1344,68.15,40.77,32.69,43.31,"46,23",2018,5,JAWA TIMUR
80.0, 0507,KOTA PASURUAN,10,1271,61.97,36.4,31.27,41.01,"42,66",2018,5,JAWA TIMUR
81.0, 0508,KOTA PROBOLINGGO,16,890,60.65,35.21,32.12,40.03,"42,00",2018,5,JAWA TIMUR
82.0, 0509,KOTA BATU,10,744,68.0,41.97,35.79,46.66,"48,11",2018,5,JAWA TIMUR
83.0, 0510,KABUPATEN GRESIK,49,4988,63.43,39.08,32.4,40.0,"43,73",2018,5,JAWA TIMUR
84.0, 0511,KABUPATEN SIDOARJO,73,11526,64.34,44.22,35.54,45.39,"47,37",2018,5,JAWA TIMUR
85.0, 0512,KABUPATEN MOJOKERTO,51,3595,59.5,37.35,31.01,38.7,"41,64",2018,5,JAWA TIMUR
86.0, 0513,KABUPATEN JOMBANG,57,6329,65.0,38.89,31.87,41.49,"44,31",2018,5,JAWA TIMUR
87.0, 0514,KABUPATEN BOJONEGORO,37,2260,61.33,36.19,31.64,39.47,"42,16",2018,5,JAWA TIMUR
88.0, 0515,KABUPATEN TUBAN,27,2397,63.27,36.61,30.89,39.1,"42,47",2018,5,JAWA TIMUR
89.0, 0516,KABUPATEN LAMONGAN,66,4774,61.99,39.02,32.34,41.14,"43,62",2018,5,JAWA TIMUR
90.0, 0517,KABUPATEN MADIUN,19,1392,65.98,41.24,35.04,43.31,"46,39",2018,5,JAWA TIMUR
91.0, 0518,KABUPATEN NGAWI,24,2660,65.85,38.19,32.27,40.85,"44,29",2018,5,JAWA TIMUR
92.0, 0519,KABUPATEN MAGETAN,27,1744,65.32,38.84,31.79,41.9,"44,46",2018,5,JAWA TIMUR
93.0, 0520,KABUPATEN PONOROGO,38,2524,67.81,41.22,33.19,43.52,"46,44",2018,5,JAWA TIMUR
94.0, 0521,KABUPATEN PACITAN,17,820,66.26,37.95,32.1,43.1,"44,85",2018,5,JAWA TIMUR
95.0, 0522,KABUPATEN KEDIRI,41,4375,66.34,39.26,33.14,43.39,"45,53",2018,5,JAWA TIMUR
96.0, 0523,KABUPATEN NGANJUK,43,4388,62.62,36.07,30.71,38.84,"42,06",2018,5,JAWA TIMUR
97.0, 0524,KABUPATEN BLITAR,25,1666,68.04,40.96,33.26,43.65,"46,48",2018,5,JAWA TIMUR
98.0, 0525,KABUPATEN TULUNGAGUNG,22,2018,67.01,40.11,35.29,44.91,"46,83",2018,5,JAWA TIMUR
99.0, 0526,KABUPATEN TRENGGALEK,27,2174,66.02,38.28,32.08,44.61,"45,25",2018,5,JAWA TIMUR
100.0, 0527,KABUPATEN MALANG,114,9685,66.76,41.21,34.76,44.57,"46,83",2018,5,JAWA TIMUR
101.0, 0528,KABUPATEN PASURUAN,36,3169,61.16,38.74,32.87,42.62,"43,85",2018,5,JAWA TIMUR
102.0, 0529,KABUPATEN PROBOLINGGO,37,1344,56.06,32.75,29.16,34.74,"38,18",2018,5,JAWA TIMUR
103.0, 0530,KABUPATEN LUMAJANG,24,1517,61.5,35.33,30.24,40.8,"41,97",2018,5,JAWA TIMUR
104.0, 0531,KABUPATEN BONDOWOSO,31,806,56.16,31.18,27.15,34.85,"37,34",2018,5,JAWA TIMUR
105.0, 0532,KABUPATEN SITUBONDO,31,1875,56.87,35.31,30.51,34.14,"39,21",2018,5,JAWA TIMUR
106.0, 0533,KABUPATEN JEMBER,152,8865,61.11,35.03,30.41,39.02,"41,39",2018,5,JAWA TIMUR
107.0, 0534,KABUPATEN BANYUWANGI,64,7332,62.49,36.5,30.49,41.2,"42,67",2018,5,JAWA TIMUR
108.0, 0535,KABUPATEN PAMEKASAN,73,2163,50.43,32.51,29.21,35.75,"36,98",2018,5,JAWA TIMUR
109.0, 0536,KABUPATEN SAMPANG,63,1561,47.0,32.05,28.32,31.73,"34,78",2018,5,JAWA TIMUR
110.0, 0537,KABUPATEN SUMENEP,45,859,53.05,34.93,29.68,36.28,"38,49",2018,5,JAWA TIMUR
111.0, 0538,KABUPATEN BANGKALAN,42,1475,55.28,37.53,32.46,40.33,"41,40",2018,5,JAWA TIMUR
74.0, 0501,KOTA SURABAYA,93,12371,65.18,41.19,33.57,41.01,"45,24",2019,5,JAWA TIMUR
75.0, 0502,KOTA MALANG,42,3393,73.43,49.2,39.99,50.24,"53,22",2019,5,JAWA TIMUR
76.0, 0503,KOTA MADIUN,25,941,70.5,44.58,36.37,46.23,"49,42",2019,5,JAWA TIMUR
77.0, 0504,KOTA KEDIRI,20,3554,69.4,40.75,33.67,45.52,"47,34",2019,5,JAWA TIMUR
78.0, 0505,KOTA MOJOKERTO,9,1370,66.35,39.06,32.5,39.12,"44,26",2019,5,JAWA TIMUR
79.0, 0506,KOTA BLITAR,14,1588,71.42,41.92,35.84,44.82,"48,50",2019,5,JAWA TIMUR
80.0, 0507,KOTA PASURUAN,9,1158,64.97,38.44,33.3,42.4,"44,78",2019,5,JAWA TIMUR
81.0, 0508,KOTA PROBOLINGGO,16,987,62.09,36.3,32.66,40.69,"42,94",2019,5,JAWA TIMUR
82.0, 0509,KOTA BATU,10,836,69.62,43.03,36.0,49.0,"49,41",2019,5,JAWA TIMUR
83.0, 0510,KABUPATEN GRESIK,48,5028,66.41,40.85,34.6,43.16,"46,26",2019,5,JAWA TIMUR
84.0, 0511,KABUPATEN SIDOARJO,75,11317,67.68,46.78,38.47,46.09,"49,76",2019,5,JAWA TIMUR
85.0, 0512,KABUPATEN MOJOKERTO,53,3893,61.83,40.42,35.31,41.36,"44,73",2019,5,JAWA TIMUR
86.0, 0513,KABUPATEN JOMBANG,56,6766,67.54,40.49,34.09,43.93,"46,51",2019,5,JAWA TIMUR
87.0, 0514,KABUPATEN BOJONEGORO,37,2214,62.56,38.94,34.02,41.67,"44,30",2019,5,JAWA TIMUR
88.0, 0515,KABUPATEN TUBAN,30,2434,65.43,38.73,33.8,41.02,"44,75",2019,5,JAWA TIMUR
89.0, 0516,KABUPATEN LAMONGAN,70,4671,63.52,40.39,35.13,41.57,"45,15",2019,5,JAWA TIMUR
90.0, 0517,KABUPATEN MADIUN,20,1224,67.77,42.25,36.53,44.8,"47,84",2019,5,JAWA TIMUR
91.0, 0518,KABUPATEN NGAWI,26,2454,68.11,39.31,33.88,42.78,"46,02",2019,5,JAWA TIMUR
92.0, 0519,KABUPATEN MAGETAN,26,1848,68.83,41.11,34.99,44.35,"47,32",2019,5,JAWA TIMUR
93.0, 0520,KABUPATEN PONOROGO,35,2605,71.77,42.7,35.69,46.32,"49,12",2019,5,JAWA TIMUR
94.0, 0521,KABUPATEN PACITAN,16,715,69.78,39.92,35.47,45.28,"47,61",2019,5,JAWA TIMUR
95.0, 0522,KABUPATEN KEDIRI,44,4476,69.3,40.49,34.83,43.18,"46,95",2019,5,JAWA TIMUR
96.0, 0523,KABUPATEN NGANJUK,44,4277,65.04,37.83,33.08,41.84,"44,45",2019,5,JAWA TIMUR
97.0, 0524,KABUPATEN BLITAR,26,1823,71.67,42.4,34.94,45.62,"48,66",2019,5,JAWA TIMUR
98.0, 0525,KABUPATEN TULUNGAGUNG,26,2200,70.59,42.03,36.57,45.79,"48,75",2019,5,JAWA TIMUR
99.0, 0526,KABUPATEN TRENGGALEK,29,2091,68.88,40.08,36.3,45.12,"47,60",2019,5,JAWA TIMUR
100.0, 0527,KABUPATEN MALANG,116,10331,69.29,42.09,36.26,45.27,"48,23",2019,5,JAWA TIMUR
101.0, 0528,KABUPATEN PASURUAN,43,3128,62.94,42.51,38.39,43.99,"46,96",2019,5,JAWA TIMUR
102.0, 0529,KABUPATEN PROBOLINGGO,40,1381,58.6,35.27,31.16,37.79,"40,71",2019,5,JAWA TIMUR
103.0, 0530,KABUPATEN LUMAJANG,26,1627,65.2,37.7,33.31,43.33,"44,89",2019,5,JAWA TIMUR
104.0, 0531,KABUPATEN BONDOWOSO,31,946,58.34,33.4,31.03,38.91,"40,42",2019,5,JAWA TIMUR
105.0, 0532,KABUPATEN SITUBONDO,32,2003,58.45,37.16,33.21,36.96,"41,45",2019,5,JAWA TIMUR
106.0, 0533,KABUPATEN JEMBER,156,9642,63.37,37.08,33.14,42.2,"43,95",2019,5,JAWA TIMUR
107.0, 0534,KABUPATEN BANYUWANGI,65,7685,65.08,38.37,32.72,42.23,"44,60",2019,5,JAWA TIMUR
108.0, 0535,KABUPATEN PAMEKASAN,75,2365,50.93,34.63,32.35,37.15,"38,77",2019,5,JAWA TIMUR
109.0, 0536,KABUPATEN SAMPANG,65,1873,48.59,34.52,31.99,34.36,"37,37",2019,5,JAWA TIMUR
110.0, 0537,KABUPATEN SUMENEP,54,930,54.73,37.09,33.35,39.79,"41,24",2019,5,JAWA TIMUR
111.0, 0538,KABUPATEN BANGKALAN,42,1660,55.82,38.67,34.43,40.26,"42,30",2019,5,JAWA TIMUR
223.0, 0601,KOTA BANDA ACEH,3,119,70.19,73.06,67.98,78.16,"72,35",2015,6,ACEH
224.0, 0601,KOTA BANDA ACEH,3,119,84.42,82.3,83.69,85.07,"83,87",2015,6,ACEH
225.0, 0602,KOTA SABANG,0,0,0.0,0.0,0.0,0.0,0,2015,6,ACEH
226.0, 0602,KOTA SABANG,0,0,0.0,0.0,0.0,0.0,0,2015,6,ACEH
227.0, 0603,KOTA LHOKSEUMAWE,2,70,51.5,55.71,47.0,71.52,"56,43",2015,6,ACEH
228.0, 0603,KOTA LHOKSEUMAWE,2,70,83.52,83.52,84.61,87.21,"84,72",2015,6,ACEH
229.0, 0604,KOTA LANGSA,3,56,43.2,36.49,21.39,71.09,"43,04",2015,6,ACEH
230.0, 0604,KOTA LANGSA,3,56,89.49,88.3,77.06,81.27,"84,03",2015,6,ACEH
231.0, 0605,KOTA SUBULUSSALAM,0,0,0.0,0.0,0.0,0.0,0,2015,6,ACEH
232.0, 0605,KOTA SUBULUSSALAM,0,0,0.0,0.0,0.0,0.0,0,2015,6,ACEH
233.0, 0606,KABUPATEN ACEH BESAR,1,13,56.77,44.58,25.77,71.73,"49,71",2015,6,ACEH
234.0, 0606,KABUPATEN ACEH BESAR,1,13,89.69,88.0,87.46,92.31,"89,37",2015,6,ACEH
235.0, 0607,KABUPATEN PIDIE,5,173,64.23,66.42,73.9,81.33,"71,47",2015,6,ACEH
236.0, 0607,KABUPATEN PIDIE,5,173,84.59,83.82,84.51,85.85,"84,69",2015,6,ACEH
237.0, 0608,KABUPATEN PIDIE JAYA,0,0,0.0,0.0,0.0,0.0,0,2015,6,ACEH
238.0, 0608,KABUPATEN PIDIE JAYA,0,0,0.0,0.0,0.0,0.0,0,2015,6,ACEH
239.0, 0609,KABUPATEN BIREUEN,3,86,48.91,41.47,23.43,79.57,"48,35",2015,6,ACEH
240.0, 0609,KABUPATEN BIREUEN,3,86,88.16,86.38,88.1,88.65,"87,82",2015,6,ACEH
241.0, 0610,KABUPATEN ACEH TENGAH,0,0,0.0,0.0,0.0,0.0,0,2015,6,ACEH
242.0, 0610,KABUPATEN ACEH TENGAH,0,0,0.0,0.0,0.0,0.0,0,2015,6,ACEH
243.0, 0611,KABUPATEN BENER MERIAH,1,13,57.57,40.97,41.73,75.38,"53,91",2015,6,ACEH
244.0, 0611,KABUPATEN BENER MERIAH,1,13,82.45,81.01,80.05,81.22,"81,18",2015,6,ACEH
245.0, 0612,KABUPATEN ACEH UTARA,6,157,72.16,72.31,57.15,83.3,"71,23",2015,6,ACEH
246.0, 0612,KABUPATEN ACEH UTARA,6,157,90.06,88.11,89.98,89.06,"89,30",2015,6,ACEH
247.0, 0613,KABUPATEN ACEH TIMUR,1,11,63.21,73.56,67.05,81.21,"71,26",2015,6,ACEH
248.0, 0613,KABUPATEN ACEH TIMUR,1,11,87.27,86.91,86.64,88.45,"87,32",2015,6,ACEH
249.0, 0614,KABUPATEN ACEH TAMIANG,3,109,53.78,37.75,25.27,71.84,"47,16",2015,6,ACEH
250.0, 0614,KABUPATEN ACEH TAMIANG,3,109,79.3,76.39,75.64,83.8,"78,78",2015,6,ACEH
251.0, 0615,KABUPATEN ACEH SINGKIL,0,0,0.0,0.0,0.0,0.0,0,2015,6,ACEH
252.0, 0615,KABUPATEN ACEH SINGKIL,0,0,0.0,0.0,0.0,0.0,0,2015,6,ACEH
253.0, 0616,KABUPATEN ACEH JAYA,1,17,38.02,78.98,28.09,72.34,"54,36",2015,6,ACEH
254.0, 0616,KABUPATEN ACEH JAYA,1,17,82.53,82.47,84.71,85.53,"83,81",2015,6,ACEH
255.0, 0617,KABUPATEN ACEH BARAT,1,8,39.0,44.49,34.06,74.28,"47,96",2015,6,ACEH
256.0, 0617,KABUPATEN ACEH BARAT,1,8,88.35,84.65,85.19,85.85,"86,01",2015,6,ACEH
257.0, 0618,KABUPATEN NAGAN RAYA,2,46,43.21,43.84,20.06,73.58,"45,17",2015,6,ACEH
258.0, 0618,KABUPATEN NAGAN RAYA,2,46,77.77,79.59,77.95,78.53,"78,46",2015,6,ACEH
259.0, 0619,KABUPATEN SIMEULUE,0,0,0.0,0.0,0.0,0.0,0,2015,6,ACEH
260.0, 0619,KABUPATEN SIMEULUE,0,0,0.0,0.0,0.0,0.0,0,2015,6,ACEH
261.0, 0620,KABUPATEN ACEH BARAT DAYA,0,0,0.0,0.0,0.0,0.0,0,2015,6,ACEH
262.0, 0620,KABUPATEN ACEH BARAT DAYA,0,0,0.0,0.0,0.0,0.0,0,2015,6,ACEH
263.0, 0621,KABUPATEN ACEH SELATAN,1,36,40.91,29.87,22.71,64.89,"39,60",2015,6,ACEH
264.0, 0621,KABUPATEN ACEH SELATAN,1,36,84.61,84.0,83.0,92.06,"85,92",2015,6,ACEH
265.0, 0622,KABUPATEN ACEH TENGGARA,6,129,37.82,48.51,31.37,73.09,"47,70",2015,6,ACEH
266.0, 0622,KABUPATEN ACEH TENGGARA,6,129,81.05,80.0,81.05,83.18,"81,32",2015,6,ACEH
267.0, 0623,KABUPATEN GAYO LUES,0,0,0.0,0.0,0.0,0.0,0,2015,6,ACEH
268.0, 0623,KABUPATEN GAYO LUES,0,0,0.0,0.0,0.0,0.0,0,2015,6,ACEH
112.0, 0601,KOTA BANDA ACEH,4,126,71.62,68.81,59.52,79.79,"69,94",2016,6,ACEH
113.0, 0602,KOTA SABANG,0,0,0.0,0.0,0.0,0.0,0,2016,6,ACEH
114.0, 0603,KOTA LHOKSEUMAWE,4,128,62.78,59.14,44.16,80.19,"61,57",2016,6,ACEH
115.0, 0604,KOTA LANGSA,3,52,53.23,37.58,22.17,63.48,"44,12",2016,6,ACEH
116.0, 0605,KOTA SUBULUSSALAM,0,0,0.0,0.0,0.0,0.0,0,2016,6,ACEH
117.0, 0606,KABUPATEN ACEH BESAR,2,42,66.29,57.71,36.49,76.29,"59,20",2016,6,ACEH
118.0, 0607,KABUPATEN PIDIE,5,178,43.82,40.03,25.49,71.79,"45,28",2016,6,ACEH
119.0, 0608,KABUPATEN PIDIE JAYA,1,4,53.5,48.0,43.13,70.08,"53,68",2016,6,ACEH
120.0, 0609,KABUPATEN BIREUEN,2,81,62.89,40.35,26.64,71.71,"50,40",2016,6,ACEH
121.0, 0610,KABUPATEN ACEH TENGAH,1,8,60.25,61.25,60.31,73.2,"63,75",2016,6,ACEH
122.0, 0611,KABUPATEN BENER MERIAH,0,0,0.0,0.0,0.0,0.0,0,2016,6,ACEH
123.0, 0612,KABUPATEN ACEH UTARA,7,146,65.48,77.22,68.49,83.79,"73,75",2016,6,ACEH
124.0, 0613,KABUPATEN ACEH TIMUR,1,3,50.0,42.0,26.67,74.57,"48,31",2016,6,ACEH
125.0, 0614,KABUPATEN ACEH TAMIANG,3,82,59.73,38.29,25.67,73.59,"49,32",2016,6,ACEH
126.0, 0615,KABUPATEN ACEH SINGKIL,0,0,0.0,0.0,0.0,0.0,0,2016,6,ACEH
127.0, 0616,KABUPATEN ACEH JAYA,1,11,60.55,57.27,44.77,78.1,"60,17",2016,6,ACEH
128.0, 0617,KABUPATEN ACEH BARAT,1,14,53.29,45.57,25.71,72.76,"49,33",2016,6,ACEH
129.0, 0618,KABUPATEN NAGAN RAYA,2,50,51.92,43.32,21.15,70.14,"46,63",2016,6,ACEH
130.0, 0619,KABUPATEN SIMEULUE,0,0,0.0,0.0,0.0,0.0,0,2016,6,ACEH
131.0, 0620,KABUPATEN ACEH BARAT DAYA,0,0,0.0,0.0,0.0,0.0,0,2016,6,ACEH
132.0, 0621,KABUPATEN ACEH SELATAN,1,47,44.38,34.13,21.12,69.16,"42,20",2016,6,ACEH
133.0, 0622,KABUPATEN ACEH TENGGARA,8,217,46.06,41.68,32.87,71.84,"48,11",2016,6,ACEH
134.0, 0623,KABUPATEN GAYO LUES,0,0,0.0,0.0,0.0,0.0,0,2016,6,ACEH
112.0, 0601,KOTA BANDA ACEH,4,143,65.36,55.54,50.82,73.86,"61,40",2017,6,ACEH
113.0, 0602,KOTA SABANG,0,0,0.0,0.0,0.0,0.0,0,2017,6,ACEH
114.0, 0603,KOTA LHOKSEUMAWE,5,92,58.28,38.8,36.5,75.7,"52,32",2017,6,ACEH
115.0, 0604,KOTA LANGSA,3,46,50.7,29.74,26.03,61.49,"41,99",2017,6,ACEH
116.0, 0605,KOTA SUBULUSSALAM,0,0,0.0,0.0,0.0,0.0,0,2017,6,ACEH
117.0, 0606,KABUPATEN ACEH BESAR,2,64,62.47,40.25,30.27,73.17,"51,54",2017,6,ACEH
118.0, 0607,KABUPATEN PIDIE,5,155,46.93,30.96,26.66,69.05,"43,40",2017,6,ACEH
119.0, 0608,KABUPATEN PIDIE JAYA,1,5,58.0,67.2,63.5,77.6,"66,58",2017,6,ACEH
120.0, 0609,KABUPATEN BIREUEN,3,130,60.28,33.18,27.07,67.9,"47,11",2017,6,ACEH
121.0, 0610,KABUPATEN ACEH TENGAH,1,10,64.8,34.8,34.75,78.54,"53,22",2017,6,ACEH
122.0, 0611,KABUPATEN BENER MERIAH,0,0,0.0,0.0,0.0,0.0,0,2017,6,ACEH
