No,Kode,Kabupaten,JumlahSekolah,JumlahPeserta,Bindo,Bing,Math,Kompetensi,Rata,Tahun,KdProv,Provinsi
370.0, 2109,KEPULAUAN ARU,1,73,48.93,28.16,25.07,30.68,"33,21",2018,21,MALUKU
371.0, 2110,BURU SELATAN,10,277,69.67,59.52,62.83,67.52,"64,89",2018,21,MALUKU
372.0, 2111,MALUKU BARAT DAYA,8,200,54.33,36.81,34.56,53.26,"44,74",2018,21,MALUKU
362.0, 2101,AMBON,10,1789,59.86,35.74,31.36,41.15,"42,03",2019,21,MALUKU
363.0, 2102,TUAL,3,174,46.39,30.46,28.63,36.87,"35,59",2019,21,MALUKU
364.0, 2103,MALUKU TENGAH,11,519,54.83,35.77,34.02,38.59,"40,80",2019,21,MALUKU
365.0, 2104,BURU,8,476,57.41,47.42,44.45,44.98,"48,57",2019,21,MALUKU
366.0, 2105,MALUKU TENGGARA,3,156,50.65,33.05,29.94,35.26,"37,23",2019,21,MALUKU
367.0, 2106,MALUKU TENGGARA BARAT,6,440,46.32,31.68,28.13,32.23,"34,59",2019,21,MALUKU
368.0, 2107,SERAM BAGIAN TIMUR,5,296,52.65,45.7,35.99,36.36,"42,68",2019,21,MALUKU
369.0, 2108,SERAM BAGIAN BARAT,11,526,55.78,40.61,37.46,43.25,"44,28",2019,21,MALUKU
370.0, 2109,KEPULAUAN ARU,2,113,51.22,33.63,28.83,33.85,"36,88",2019,21,MALUKU
371.0, 2110,BURU SELATAN,10,288,56.16,44.25,42.13,39.13,"45,42",2019,21,MALUKU
372.0, 2111,MALUKU BARAT DAYA,8,173,51.08,34.38,30.71,42.47,"39,66",2019,21,MALUKU
745.0, 2201,KOTA DENPASAR,5,2228,83.7,84.46,86.18,84.65,"84,75",2015,22,BALI
746.0, 2201,KOTA DENPASAR,5,2228,80.83,80.78,80.15,84.02,"81,45",2015,22,BALI
747.0, 2202,KABUPATEN GIANYAR,7,1835,76.65,81.61,77.53,82.34,"79,53",2015,22,BALI
748.0, 2202,KABUPATEN GIANYAR,7,1835,82.73,81.61,81.73,85.23,"82,83",2015,22,BALI
749.0, 2203,KABUPATEN BANGLI,9,1054,65.91,63.68,51.18,78.03,"64,70",2015,22,BALI
750.0, 2203,KABUPATEN BANGLI,9,1054,84.49,81.62,81.47,84.16,"82,94",2015,22,BALI
751.0, 2204,KABUPATEN KLUNGKUNG,2,592,72.66,78.02,70.84,83.82,"76,34",2015,22,BALI
752.0, 2204,KABUPATEN KLUNGKUNG,2,592,86.29,84.64,82.4,86.01,"84,84",2015,22,BALI
753.0, 2205,KABUPATEN KARANGASEM,3,884,69.94,74.64,66.37,79.06,"72,50",2015,22,BALI
754.0, 2205,KABUPATEN KARANGASEM,3,884,77.16,80.74,80.75,81.57,"80,06",2015,22,BALI
755.0, 2206,KABUPATEN BULELENG,9,2457,69.25,74.03,58.68,82.33,"71,07",2015,22,BALI
756.0, 2206,KABUPATEN BULELENG,9,2457,82.15,81.21,81.05,86.93,"82,84",2015,22,BALI
757.0, 2207,KABUPATEN JEMBRANA,4,950,69.77,65.96,50.86,77.59,"66,05",2015,22,BALI
758.0, 2207,KABUPATEN JEMBRANA,4,950,81.05,79.3,79.21,80.86,"80,11",2015,22,BALI
759.0, 2208,KABUPATEN TABANAN,3,669,75.31,76.06,72.27,80.55,"76,05",2015,22,BALI
760.0, 2208,KABUPATEN TABANAN,3,669,72.96,77.15,72.36,81.38,"75,96",2015,22,BALI
761.0, 2209,KABUPATEN BADUNG,2,451,76.23,85.65,78.49,82.22,"80,65",2015,22,BALI
762.0, 2209,KABUPATEN BADUNG,2,451,84.51,83.9,82.43,83.32,"83,54",2015,22,BALI
373.0, 2201,KOTA DENPASAR,5,2247,73.41,76.45,55.35,79.93,"71,29",2016,22,BALI
374.0, 2202,KABUPATEN GIANYAR,7,1749,61.98,68.11,46.63,79.55,"64,07",2016,22,BALI
375.0, 2203,KABUPATEN BANGLI,9,1093,58.33,48.97,33.93,75.2,"54,11",2016,22,BALI
376.0, 2204,KABUPATEN KLUNGKUNG,2,715,63.93,75.86,60.1,84.38,"71,07",2016,22,BALI
377.0, 2205,KABUPATEN KARANGASEM,4,1074,58.85,51.77,33.8,74.61,"54,76",2016,22,BALI
378.0, 2206,KABUPATEN BULELENG,9,2612,60.35,55.62,35.23,77.12,"57,08",2016,22,BALI
379.0, 2207,KABUPATEN JEMBRANA,5,1113,62.84,49.31,32.93,73.91,"54,75",2016,22,BALI
380.0, 2208,KABUPATEN TABANAN,3,756,67.88,53.13,36.83,74.42,"58,07",2016,22,BALI
381.0, 2209,KABUPATEN BADUNG,2,584,68.07,74.64,52.42,80.35,"68,87",2016,22,BALI
373.0, 2201,KOTA DENPASAR,5,2419,72.47,58.75,46.15,80.84,"64,55",2017,22,BALI
374.0, 2202,KABUPATEN GIANYAR,7,1973,63.63,44.25,34.01,76.69,"54,65",2017,22,BALI
375.0, 2203,KABUPATEN BANGLI,9,1080,60.53,41.59,32.94,77.42,"53,12",2017,22,BALI
376.0, 2204,KABUPATEN KLUNGKUNG,2,688,62.15,46.85,33.19,80.45,"55,66",2017,22,BALI
377.0, 2205,KABUPATEN KARANGASEM,4,1180,62.35,46.19,34.42,76.32,"54,82",2017,22,BALI
378.0, 2206,KABUPATEN BULELENG,10,2618,65.48,45.48,35.51,78.35,"56,21",2017,22,BALI
379.0, 2207,KABUPATEN JEMBRANA,5,1178,61.12,41.03,33.56,76.85,"53,14",2017,22,BALI
380.0, 2208,KABUPATEN TABANAN,3,826,63.51,41.41,33.54,74.76,"53,31",2017,22,BALI
381.0, 2209,KABUPATEN BADUNG,2,568,62.79,48.46,32.49,77.68,"55,36",2017,22,BALI
373.0, 2201,KOTA DENPASAR,5,2423,70.88,57.12,41.48,55.77,"56,31",2018,22,BALI
374.0, 2202,KABUPATEN GIANYAR,8,2050,63.97,44.97,34.41,52.43,"48,95",2018,22,BALI
375.0, 2203,KABUPATEN BANGLI,9,1304,62.08,39.37,31.11,48.91,"45,37",2018,22,BALI
376.0, 2204,KABUPATEN KLUNGKUNG,2,724,64.02,39.21,32.64,49.54,"46,35",2018,22,BALI
377.0, 2205,KABUPATEN KARANGASEM,5,1405,67.81,45.78,33.44,49.54,"49,14",2018,22,BALI
378.0, 2206,KABUPATEN BULELENG,12,3219,65.86,43.61,33.11,49.57,"48,04",2018,22,BALI
379.0, 2207,KABUPATEN JEMBRANA,5,1368,62.58,38.77,31.71,43.86,"44,23",2018,22,BALI
380.0, 2208,KABUPATEN TABANAN,3,1010,65.91,42.04,32.35,48.0,"47,08",2018,22,BALI
381.0, 2209,KABUPATEN BADUNG,2,605,64.05,49.38,33.16,45.77,"48,09",2018,22,BALI
373.0, 2201,KOTA DENPASAR,5,2381,73.38,56.54,39.5,59.92,"57,34",2019,22,BALI
374.0, 2202,KABUPATEN GIANYAR,8,2301,66.05,45.53,33.6,54.13,"49,83",2019,22,BALI
375.0, 2203,KABUPATEN BANGLI,9,1346,65.3,41.31,33.67,50.25,"47,63",2019,22,BALI
376.0, 2204,KABUPATEN KLUNGKUNG,2,837,64.69,40.44,33.21,50.35,"47,17",2019,22,BALI
377.0, 2205,KABUPATEN KARANGASEM,5,1567,67.69,43.27,33.81,52.4,"49,29",2019,22,BALI
378.0, 2206,KABUPATEN BULELENG,12,3553,67.4,44.8,34.27,51.77,"49,56",2019,22,BALI
379.0, 2207,KABUPATEN JEMBRANA,5,1126,66.41,42.1,34.21,47.36,"47,52",2019,22,BALI
380.0, 2208,KABUPATEN TABANAN,3,984,68.43,43.95,34.19,50.01,"49,15",2019,22,BALI
381.0, 2209,KABUPATEN BADUNG,2,678,67.15,50.24,33.26,51.61,"50,57",2019,22,BALI
763.0, 2301,KOTA MATARAM,10,2327,61.89,63.46,53.69,77.0,"64,01",2015,23,NUSA TENGGARA BARAT
764.0, 2301,KOTA MATARAM,10,2327,79.43,75.76,75.4,80.44,"77,76",2015,23,NUSA TENGGARA BARAT
765.0, 2302,KOTA BIMA,5,746,45.14,30.91,23.01,73.84,"43,23",2015,23,NUSA TENGGARA BARAT
766.0, 2302,KOTA BIMA,5,746,81.0,80.54,79.78,80.59,"80,48",2015,23,NUSA TENGGARA BARAT
767.0, 2303,KABUPATEN LOMBOK BARAT,13,1845,53.6,47.06,31.05,75.08,"51,70",2015,23,NUSA TENGGARA BARAT
768.0, 2303,KABUPATEN LOMBOK BARAT,13,1845,79.47,78.36,76.94,80.93,"78,93",2015,23,NUSA TENGGARA BARAT
769.0, 2304,KABUPATEN LOMBOK UTARA,4,634,55.33,43.01,29.07,73.77,"50,30",2015,23,NUSA TENGGARA BARAT
770.0, 2304,KABUPATEN LOMBOK UTARA,4,634,72.66,71.36,71.22,80.03,"73,82",2015,23,NUSA TENGGARA BARAT
771.0, 2305,KABUPATEN LOMBOK TENGAH,9,1340,56.59,40.08,31.65,75.13,"50,86",2015,23,NUSA TENGGARA BARAT
772.0, 2305,KABUPATEN LOMBOK TENGAH,9,1340,80.71,79.72,79.45,82.51,"80,60",2015,23,NUSA TENGGARA BARAT
773.0, 2306,KABUPATEN LOMBOK TIMUR,10,1983,56.88,57.46,50.87,75.84,"60,26",2015,23,NUSA TENGGARA BARAT
774.0, 2306,KABUPATEN LOMBOK TIMUR,10,1983,80.11,79.27,77.86,80.58,"79,46",2015,23,NUSA TENGGARA BARAT
775.0, 2307,KABUPATEN SUMBAWA BARAT,5,447,58.16,36.12,26.75,76.82,"49,46",2015,23,NUSA TENGGARA BARAT
776.0, 2307,KABUPATEN SUMBAWA BARAT,5,447,85.16,83.35,83.26,83.87,"83,91",2015,23,NUSA TENGGARA BARAT
777.0, 2308,KABUPATEN SUMBAWA,10,1514,57.45,42.37,28.21,78.61,"51,66",2015,23,NUSA TENGGARA BARAT
778.0, 2308,KABUPATEN SUMBAWA,10,1514,81.01,79.07,78.74,83.59,"80,60",2015,23,NUSA TENGGARA BARAT
779.0, 2309,KABUPATEN DOMPU,9,723,43.84,32.54,25.27,75.13,"44,20",2015,23,NUSA TENGGARA BARAT
780.0, 2309,KABUPATEN DOMPU,9,723,81.67,79.93,79.79,86.78,"82,04",2015,23,NUSA TENGGARA BARAT
781.0, 2310,KABUPATEN BIMA,10,724,42.1,38.45,29.43,76.69,"46,67",2015,23,NUSA TENGGARA BARAT
782.0, 2310,KABUPATEN BIMA,10,724,85.88,85.11,84.35,87.49,"85,71",2015,23,NUSA TENGGARA BARAT
382.0, 2301,KOTA MATARAM,10,2354,61.04,47.83,33.32,76.45,"54,66",2016,23,NUSA TENGGARA BARAT
383.0, 2302,KOTA BIMA,5,812,46.21,36.17,22.89,71.27,"44,14",2016,23,NUSA TENGGARA BARAT
384.0, 2303,KABUPATEN LOMBOK BARAT,14,2013,52.29,43.47,28.1,73.34,"49,30",2016,23,NUSA TENGGARA BARAT
385.0, 2304,KABUPATEN LOMBOK UTARA,5,613,51.28,43.55,24.85,75.2,"48,72",2016,23,NUSA TENGGARA BARAT
386.0, 2305,KABUPATEN LOMBOK TENGAH,9,1627,53.33,40.97,27.6,72.78,"48,67",2016,23,NUSA TENGGARA BARAT
387.0, 2306,KABUPATEN LOMBOK TIMUR,10,2043,53.49,41.98,29.95,72.04,"49,37",2016,23,NUSA TENGGARA BARAT
388.0, 2307,KABUPATEN SUMBAWA BARAT,5,405,55.56,41.17,25.44,75.5,"49,42",2016,23,NUSA TENGGARA BARAT
389.0, 2308,KABUPATEN SUMBAWA,10,1469,56.91,43.44,28.41,76.33,"51,27",2016,23,NUSA TENGGARA BARAT
390.0, 2309,KABUPATEN DOMPU,9,777,41.97,36.27,23.58,73.94,"43,94",2016,23,NUSA TENGGARA BARAT
391.0, 2310,KABUPATEN BIMA,10,689,40.81,35.36,23.86,69.5,"42,38",2016,23,NUSA TENGGARA BARAT
382.0, 2301,KOTA MATARAM,10,2410,62.68,40.35,32.18,73.53,"52,19",2017,23,NUSA TENGGARA BARAT
383.0, 2302,KOTA BIMA,5,832,50.53,32.72,25.68,68.22,"44,29",2017,23,NUSA TENGGARA BARAT
384.0, 2303,KABUPATEN LOMBOK BARAT,14,2011,56.56,36.7,29.47,70.76,"48,37",2017,23,NUSA TENGGARA BARAT
385.0, 2304,KABUPATEN LOMBOK UTARA,5,769,52.39,34.16,26.03,70.63,"45,80",2017,23,NUSA TENGGARA BARAT
386.0, 2305,KABUPATEN LOMBOK TENGAH,9,1732,56.07,36.66,28.68,71.2,"48,15",2017,23,NUSA TENGGARA BARAT
387.0, 2306,KABUPATEN LOMBOK TIMUR,10,2050,58.35,35.75,29.54,70.21,"48,46",2017,23,NUSA TENGGARA BARAT
388.0, 2307,KABUPATEN SUMBAWA BARAT,5,383,58.91,35.7,29.27,70.46,"48,59",2017,23,NUSA TENGGARA BARAT
389.0, 2308,KABUPATEN SUMBAWA,10,1474,58.38,35.88,30.61,73.17,"49,51",2017,23,NUSA TENGGARA BARAT
390.0, 2309,KABUPATEN DOMPU,9,852,46.77,33.34,26.06,71.05,"44,31",2017,23,NUSA TENGGARA BARAT
391.0, 2310,KABUPATEN BIMA,10,767,42.37,34.73,27.4,69.83,"43,58",2017,23,NUSA TENGGARA BARAT
382.0, 2301,KOTA MATARAM,10,2574,62.97,38.88,30.82,42.66,"43,83",2018,23,NUSA TENGGARA BARAT
383.0, 2302,KOTA BIMA,5,957,50.8,30.25,27.07,36.01,"36,03",2018,23,NUSA TENGGARA BARAT
384.0, 2303,KABUPATEN LOMBOK BARAT,14,2278,56.27,34.17,29.39,36.3,"39,03",2018,23,NUSA TENGGARA BARAT
385.0, 2304,KABUPATEN LOMBOK UTARA,5,733,54.47,31.82,26.44,35.93,"37,17",2018,23,NUSA TENGGARA BARAT
386.0, 2305,KABUPATEN LOMBOK TENGAH,10,1832,56.22,33.16,28.23,37.32,"38,73",2018,23,NUSA TENGGARA BARAT
387.0, 2306,KABUPATEN LOMBOK TIMUR,10,2156,58.71,32.45,29.2,34.74,"38,78",2018,23,NUSA TENGGARA BARAT
388.0, 2307,KABUPATEN SUMBAWA BARAT,5,440,58.8,35.52,29.13,35.57,"39,76",2018,23,NUSA TENGGARA BARAT
389.0, 2308,KABUPATEN SUMBAWA,10,1655,59.77,34.49,29.68,37.88,"40,46",2018,23,NUSA TENGGARA BARAT
390.0, 2309,KABUPATEN DOMPU,9,896,48.54,30.78,28.94,32.01,"35,07",2018,23,NUSA TENGGARA BARAT
391.0, 2310,KABUPATEN BIMA,10,848,45.42,28.41,26.87,30.57,"32,82",2018,23,NUSA TENGGARA BARAT
382.0, 2301,KOTA MATARAM,10,2774,64.57,40.78,32.05,44.43,"45,46",2019,23,NUSA TENGGARA BARAT
383.0, 2302,KOTA BIMA,5,1040,51.29,33.48,28.06,37.34,"37,54",2019,23,NUSA TENGGARA BARAT
384.0, 2303,KABUPATEN LOMBOK BARAT,14,2265,57.49,36.33,29.79,40.07,"40,92",2019,23,NUSA TENGGARA BARAT
385.0, 2304,KABUPATEN LOMBOK UTARA,5,798,55.24,35.41,28.53,40.58,"39,94",2019,23,NUSA TENGGARA BARAT
386.0, 2305,KABUPATEN LOMBOK TENGAH,11,1984,57.22,36.28,29.41,40.77,"40,92",2019,23,NUSA TENGGARA BARAT
387.0, 2306,KABUPATEN LOMBOK TIMUR,10,2258,58.91,35.69,29.48,38.51,"40,65",2019,23,NUSA TENGGARA BARAT
388.0, 2307,KABUPATEN SUMBAWA BARAT,5,484,60.41,36.24,29.81,38.56,"41,26",2019,23,NUSA TENGGARA BARAT
389.0, 2308,KABUPATEN SUMBAWA,10,1711,61.64,37.13,30.53,41.58,"42,72",2019,23,NUSA TENGGARA BARAT
390.0, 2309,KABUPATEN DOMPU,9,894,48.35,33.2,28.98,35.68,"36,55",2019,23,NUSA TENGGARA BARAT
391.0, 2310,KABUPATEN BIMA,11,709,44.97,31.9,27.45,35.11,"34,86",2019,23,NUSA TENGGARA BARAT
783.0, 2401,KOTA KUPANG,7,1587,57.35,52.68,37.92,78.74,"56,67",2015,24,NUSA TENGGARA TIMUR
784.0, 2401,KOTA KUPANG,7,1587,77.22,76.75,75.38,79.84,"77,30",2015,24,NUSA TENGGARA TIMUR
785.0, 2402,KABUPATEN KUPANG,9,352,51.13,51.95,32.78,75.91,"52,94",2015,24,NUSA TENGGARA TIMUR
786.0, 2402,KABUPATEN KUPANG,9,352,84.06,83.64,83.06,84.24,"83,75",2015,24,NUSA TENGGARA TIMUR
787.0, 2403,KABUPATEN TTS,9,500,52.3,39.74,32.97,77.31,"50,58",2015,24,NUSA TENGGARA TIMUR
788.0, 2403,KABUPATEN TTS,9,500,80.24,80.07,78.93,82.25,"80,37",2015,24,NUSA TENGGARA TIMUR
789.0, 2404,KABUPATEN TTU,5,240,50.5,47.23,35.58,73.46,"51,69",2015,24,NUSA TENGGARA TIMUR
790.0, 2404,KABUPATEN TTU,5,240,86.17,86.33,85.31,85.5,"85,83",2015,24,NUSA TENGGARA TIMUR
791.0, 2405,KABUPATEN BELU,4,291,54.45,45.49,29.38,73.96,"50,82",2015,24,NUSA TENGGARA TIMUR
792.0, 2405,KABUPATEN BELU,4,291,78.97,77.47,76.84,80.86,"78,54",2015,24,NUSA TENGGARA TIMUR
793.0, 2406,KABUPATEN ALOR,13,831,51.92,44.93,30.46,78.72,"51,51",2015,24,NUSA TENGGARA TIMUR
794.0, 2406,KABUPATEN ALOR,13,831,82.1,81.38,81.23,83.31,"82,01",2015,24,NUSA TENGGARA TIMUR
795.0, 2407,KABUPATEN FLORES TIMUR,4,334,59.11,38.6,29.5,79.09,"51,58",2015,24,NUSA TENGGARA TIMUR
796.0, 2407,KABUPATEN FLORES TIMUR,4,334,72.39,69.28,68.16,82.57,"73,10",2015,24,NUSA TENGGARA TIMUR
797.0, 2408,KABUPATEN SIKKA,3,377,59.25,34.4,26.39,82.28,"50,58",2015,24,NUSA TENGGARA TIMUR
798.0, 2408,KABUPATEN SIKKA,3,377,80.34,79.23,79.3,79.07,"79,49",2015,24,NUSA TENGGARA TIMUR
799.0, 2409,KABUPATEN ENDE,3,833,57.28,35.26,28.09,81.74,"50,59",2015,24,NUSA TENGGARA TIMUR
800.0, 2409,KABUPATEN ENDE,3,833,83.34,80.54,80.46,85.93,"82,57",2015,24,NUSA TENGGARA TIMUR
801.0, 2410,KABUPATEN NGADA,3,110,53.23,40.2,23.57,73.85,"47,71",2015,24,NUSA TENGGARA TIMUR
802.0, 2410,KABUPATEN NGADA,3,110,81.03,78.0,77.5,84.84,"80,34",2015,24,NUSA TENGGARA TIMUR
803.0, 2411,KABUPATEN MANGGARAI,1,50,58.13,71.76,33.1,86.66,"62,41",2015,24,NUSA TENGGARA TIMUR
804.0, 2411,KABUPATEN MANGGARAI,1,50,85.16,84.97,82.26,88.73,"85,28",2015,24,NUSA TENGGARA TIMUR
805.0, 2412,KABUPATEN SUMBA TIMUR,6,768,45.7,34.29,23.56,71.59,"43,79",2015,24,NUSA TENGGARA TIMUR
806.0, 2412,KABUPATEN SUMBA TIMUR,6,768,77.14,75.83,74.19,80.38,"76,89",2015,24,NUSA TENGGARA TIMUR
807.0, 2413,KABUPATEN SUMBA BARAT,4,477,49.38,37.1,33.68,72.91,"48,27",2015,24,NUSA TENGGARA TIMUR
808.0, 2413,KABUPATEN SUMBA BARAT,4,477,83.15,82.25,82.29,83.3,"82,75",2015,24,NUSA TENGGARA TIMUR
809.0, 2414,KABUAPTEN LEMBATA,4,177,63.77,43.28,29.66,78.8,"53,88",2015,24,NUSA TENGGARA TIMUR
810.0, 2414,KABUAPTEN LEMBATA,4,177,83.11,81.12,81.88,83.96,"82,52",2015,24,NUSA TENGGARA TIMUR
811.0, 2415,KABUPATEN ROTE NDAO,4,224,62.46,64.83,48.87,82.83,"64,75",2015,24,NUSA TENGGARA TIMUR
812.0, 2415,KABUPATEN ROTE NDAO,4,224,84.03,82.33,81.78,83.64,"82,95",2015,24,NUSA TENGGARA TIMUR
813.0, 2416,KABUPATEN MANGGARAI BARAT,3,398,62.9,46.7,35.04,78.57,"55,80",2015,24,NUSA TENGGARA TIMUR
814.0, 2416,KABUPATEN MANGGARAI BARAT,3,398,80.71,80.34,79.95,81.31,"80,58",2015,24,NUSA TENGGARA TIMUR
815.0, 2417,KABUPATEN NAGEKEO,2,234,56.9,34.27,24.19,81.41,"49,19",2015,24,NUSA TENGGARA TIMUR
816.0, 2417,KABUPATEN NAGEKEO,2,234,75.93,74.34,73.52,80.74,"76,13",2015,24,NUSA TENGGARA TIMUR
817.0, 2418,KABUPATEN SUMBA TENGAH,2,342,43.44,35.35,22.64,70.13,"42,89",2015,24,NUSA TENGGARA TIMUR
818.0, 2418,KABUPATEN SUMBA TENGAH,2,342,85.57,85.57,84.95,86.12,"85,55",2015,24,NUSA TENGGARA TIMUR
819.0, 2419,KABUPATEN SUMBA BARAT DAYA,3,618,56.75,55.68,53.6,77.42,"60,86",2015,24,NUSA TENGGARA TIMUR
820.0, 2419,KABUPATEN SUMBA BARAT DAYA,3,618,83.71,83.06,83.03,85.37,"83,79",2015,24,NUSA TENGGARA TIMUR
821.0, 2420,KABUPATEN MANGARAI TIMUR,3,236,63.03,58.42,56.71,73.41,"62,89",2015,24,NUSA TENGGARA TIMUR
822.0, 2420,KABUPATEN MANGARAI TIMUR,3,236,81.06,80.44,80.11,82.75,"81,09",2015,24,NUSA TENGGARA TIMUR
823.0, 2421,KABUPATEN SABU RAIJUA,1,134,44.21,29.19,21.57,80.39,"43,84",2015,24,NUSA TENGGARA TIMUR
824.0, 2421,KABUPATEN SABU RAIJUA,1,134,79.22,78.25,77.18,81.4,"79,01",2015,24,NUSA TENGGARA TIMUR
825.0, 2422,KABUPATEN MALAKA,4,248,65.84,54.72,60.65,83.23,"66,11",2015,24,NUSA TENGGARA TIMUR
826.0, 2422,KABUPATEN MALAKA,4,248,81.93,80.03,78.25,87.87,"82,02",2015,24,NUSA TENGGARA TIMUR
392.0, 2401,KOTA KUPANG,7,1625,58.94,52.55,41.28,72.61,"56,35",2016,24,NUSA TENGGARA TIMUR
393.0, 2402,KABUPATEN KUPANG,10,402,48.14,45.2,30.37,74.03,"49,44",2016,24,NUSA TENGGARA TIMUR
394.0, 2403,KABUPATEN TTS,9,527,51.03,50.14,35.21,71.95,"52,08",2016,24,NUSA TENGGARA TIMUR
395.0, 2404,KABUPATEN TTU,5,284,49.66,47.87,49.49,76.94,"55,99",2016,24,NUSA TENGGARA TIMUR
396.0, 2405,KABUPATEN BELU,4,370,53.89,41.43,27.1,0.0,"30,61",2016,24,NUSA TENGGARA TIMUR
397.0, 2406,KABUPATEN ALOR,14,697,48.25,50.61,31.97,72.36,"50,80",2016,24,NUSA TENGGARA TIMUR
398.0, 2407,KABUPATEN FLORES TIMUR,5,439,55.51,42.37,30.85,70.75,"49,87",2016,24,NUSA TENGGARA TIMUR
399.0, 2408,KABUPATEN SIKKA,3,384,56.04,40.84,26.49,71.65,"48,76",2016,24,NUSA TENGGARA TIMUR
400.0, 2409,KABUPATEN ENDE,3,919,55.97,40.53,26.39,70.17,"48,27",2016,24,NUSA TENGGARA TIMUR
401.0, 2410,KABUPATEN NGADA,3,93,54.58,53.57,43.15,77.05,"57,09",2016,24,NUSA TENGGARA TIMUR
402.0, 2411,KABUPATEN MANGGARAI,1,62,61.26,57.03,52.06,76.86,"61,80",2016,24,NUSA TENGGARA TIMUR
403.0, 2412,KABUPATEN SUMBA TIMUR,7,821,44.06,40.9,25.45,69.26,"44,92",2016,24,NUSA TENGGARA TIMUR
404.0, 2413,KABUPATEN SUMBA BARAT,6,667,48.27,43.32,33.22,72.41,"49,31",2016,24,NUSA TENGGARA TIMUR
405.0, 2414,KABUAPTEN LEMBATA,4,171,57.22,50.35,29.72,74.68,"52,99",2016,24,NUSA TENGGARA TIMUR
406.0, 2415,KABUPATEN ROTE NDAO,4,149,52.45,44.95,39.11,73.59,"52,53",2016,24,NUSA TENGGARA TIMUR
407.0, 2416,KABUPATEN MANGGARAI BARAT,3,565,56.37,49.41,32.18,70.04,"52,00",2016,24,NUSA TENGGARA TIMUR
408.0, 2417,KABUPATEN NAGEKEO,3,242,61.22,49.98,45.92,77.73,"58,71",2016,24,NUSA TENGGARA TIMUR
409.0, 2418,KABUPATEN SUMBA TENGAH,2,355,43.96,47.39,26.49,70.29,"47,03",2016,24,NUSA TENGGARA TIMUR
410.0, 2419,KABUPATEN SUMBA BARAT DAYA,4,552,49.58,48.84,40.44,74.95,"53,45",2016,24,NUSA TENGGARA TIMUR
411.0, 2420,KABUPATEN MANGGARAI TIMUR,6,402,60.6,57.33,42.27,71.05,"57,81",2016,24,NUSA TENGGARA TIMUR
412.0, 2421,KABUPATEN SABU RAIJUA,2,156,52.18,50.26,46.37,80.39,"57,30",2016,24,NUSA TENGGARA TIMUR
413.0, 2422,KABUPATEN MALAKA,4,253,48.64,41.04,30.29,74.37,"48,59",2016,24,NUSA TENGGARA TIMUR
392.0, 2401,KOTA KUPANG,8,1841,60.25,40.47,33.03,72.58,"51,58",2017,24,NUSA TENGGARA TIMUR
393.0, 2402,KABUPATEN KUPANG,13,408,50.55,35.81,30.38,73.43,"47,54",2017,24,NUSA TENGGARA TIMUR
394.0, 2403,KABUPATEN TTS,10,557,55.4,43.33,41.16,73.21,"53,28",2017,24,NUSA TENGGARA TIMUR
395.0, 2404,KABUPATEN TTU,8,354,48.13,36.54,27.4,70.91,"45,75",2017,24,NUSA TENGGARA TIMUR
396.0, 2405,KABUPATEN BELU,5,409,53.15,41.5,34.59,71.05,"50,07",2017,24,NUSA TENGGARA TIMUR
397.0, 2406,KABUPATEN ALOR,13,621,50.87,45.25,35.17,74.3,"51,40",2017,24,NUSA TENGGARA TIMUR
398.0, 2407,KABUPATEN FLORES TIMUR,6,443,58.72,36.99,34.85,71.32,"50,47",2017,24,NUSA TENGGARA TIMUR
399.0, 2408,KABUPATEN SIKKA,4,463,57.91,36.22,27.64,74.19,"48,99",2017,24,NUSA TENGGARA TIMUR
400.0, 2409,KABUPATEN ENDE,6,928,59.38,35.13,29.4,69.74,"48,41",2017,24,NUSA TENGGARA TIMUR
401.0, 2410,KABUPATEN NGADA,4,158,52.19,44.09,32.69,74.2,"50,79",2017,24,NUSA TENGGARA TIMUR
402.0, 2411,KABUPATEN MANGGARAI,1,173,52.17,33.69,25.69,71.56,"45,78",2017,24,NUSA TENGGARA TIMUR
403.0, 2412,KABUPATEN SUMBA TIMUR,7,709,43.85,32.58,22.0,67.88,"41,58",2017,24,NUSA TENGGARA TIMUR
404.0, 2413,KABUPATEN SUMBA BARAT,6,592,43.26,33.69,26.76,69.41,"43,28",2017,24,NUSA TENGGARA TIMUR
405.0, 2414,KABUPATEN LEMBATA,5,189,64.12,40.55,40.13,74.38,"54,80",2017,24,NUSA TENGGARA TIMUR
406.0, 2415,KABUPATEN ROTE NDAO,4,173,54.0,48.55,34.28,72.96,"52,45",2017,24,NUSA TENGGARA TIMUR
407.0, 2416,KABUPATEN MANGGARAI BARAT,7,681,59.53,45.61,38.11,72.45,"53,93",2017,24,NUSA TENGGARA TIMUR
408.0, 2417,KABUPATEN NAGEKEO,3,249,60.88,40.4,34.77,76.16,"53,05",2017,24,NUSA TENGGARA TIMUR
409.0, 2418,KABUPATEN SUMBA TENGAH,2,338,44.9,31.18,30.56,72.64,"44,82",2017,24,NUSA TENGGARA TIMUR
410.0, 2419,KABUPATEN SUMBA BARAT DAYA,7,594,47.52,46.34,35.96,71.56,"50,35",2017,24,NUSA TENGGARA TIMUR
411.0, 2420,KABUPATEN MANGGARAI TIMUR,9,409,61.25,51.35,49.15,74.77,"59,13",2017,24,NUSA TENGGARA TIMUR
412.0, 2421,KABUPATEN SABU RAIJUA,2,158,42.38,28.1,22.22,68.78,"40,37",2017,24,NUSA TENGGARA TIMUR
