No,Kode,Kabupaten,JumlahSekolah,JumlahPeserta,Bindo,Bing,Math,Kompetensi,Rata,Tahun,KdProv,Provinsi_x,Provinsi_y,Provinsi
301.0, 1709,KABUPATEN MINAHASA SELATAN,17,1310,51.52,34.28,28.6,36.01,"37,60",2018,17,SULAWESI UTARA,SULAWESI UTARA,SULAWESI UTARA
302.0, 1710,KABUPATEN MINAHASA UTARA,14,1065,55.16,37.58,28.79,38.68,"40,05",2018,17,SULAWESI UTARA,SULAWESI UTARA,SULAWESI UTARA
303.0, 1711,KABUPATEN KEP. SITARO,6,323,52.88,34.12,28.27,33.51,"37,20",2018,17,SULAWESI UTARA,SULAWESI UTARA,SULAWESI UTARA
304.0, 1712,KABUPATEN MINAHASA TENGGARA,5,525,52.34,32.95,27.88,36.83,"37,50",2018,17,SULAWESI UTARA,SULAWESI UTARA,SULAWESI UTARA
305.0, 1713,KABUPATEN BOLMONG UTARA,4,276,55.15,32.82,29.29,35.91,"38,29",2018,17,SULAWESI UTARA,SULAWESI UTARA,SULAWESI UTARA
306.0, 1714,KABUPATEN BOLMONG TIMUR,9,410,51.99,34.86,28.12,36.65,"37,91",2018,17,SULAWESI UTARA,SULAWESI UTARA,SULAWESI UTARA
307.0, 1715,KABUPATEN BOLMONG SELATAN,4,240,52.97,29.62,27.96,36.56,"36,78",2018,17,SULAWESI UTARA,SULAWESI UTARA,SULAWESI UTARA
293.0, 1701,KOTA MANADO,36,3236,57.4,39.69,29.61,39.68,"41,60",2019,17,SULAWESI UTARA,SULAWESI UTARA,SULAWESI UTARA
294.0, 1702,KOTA BITUNG,15,1545,52.86,38.77,30.51,39.84,"40,50",2019,17,SULAWESI UTARA,SULAWESI UTARA,SULAWESI UTARA
295.0, 1703,KOTA TOMOHON,7,859,64.4,45.35,30.88,43.62,"46,06",2019,17,SULAWESI UTARA,SULAWESI UTARA,SULAWESI UTARA
296.0, 1704,KOTA KOTAMOBAGU,10,1505,55.95,35.64,28.42,36.39,"39,10",2019,17,SULAWESI UTARA,SULAWESI UTARA,SULAWESI UTARA
297.0, 1705,KABUPATEN KEPULAUAN TALAUD,10,216,56.21,36.77,29.89,38.35,"40,31",2019,17,SULAWESI UTARA,SULAWESI UTARA,SULAWESI UTARA
298.0, 1706,KABUPATEN KEPULAUAN SANGIHE,8,720,60.88,37.56,30.81,41.64,"42,72",2019,17,SULAWESI UTARA,SULAWESI UTARA,SULAWESI UTARA
299.0, 1707,KABUPATEN MINAHASA,19,1478,57.9,39.59,30.02,39.97,"41,87",2019,17,SULAWESI UTARA,SULAWESI UTARA,SULAWESI UTARA
300.0, 1708,KABUPATEN BOLAANG MONGONDOW,16,685,52.72,36.39,29.22,37.99,"39,08",2019,17,SULAWESI UTARA,SULAWESI UTARA,SULAWESI UTARA
301.0, 1709,KABUPATEN MINAHASA SELATAN,17,1259,52.76,35.99,30.17,37.06,"39,00",2019,17,SULAWESI UTARA,SULAWESI UTARA,SULAWESI UTARA
302.0, 1710,KABUPATEN MINAHASA UTARA,16,1078,57.94,41.17,30.25,40.76,"42,53",2019,17,SULAWESI UTARA,SULAWESI UTARA,SULAWESI UTARA
303.0, 1711,KABUPATEN KEP. SITARO,6,441,56.23,36.81,29.53,37.85,"40,11",2019,17,SULAWESI UTARA,SULAWESI UTARA,SULAWESI UTARA
304.0, 1712,KABUPATEN MINAHASA TENGGARA,6,603,52.82,36.47,28.14,38.42,"38,96",2019,17,SULAWESI UTARA,SULAWESI UTARA,SULAWESI UTARA
305.0, 1713,KABUPATEN BOLMONG UTARA,4,305,54.59,35.57,30.49,35.91,"39,14",2019,17,SULAWESI UTARA,SULAWESI UTARA,SULAWESI UTARA
306.0, 1714,KABUPATEN BOLMONG TIMUR,9,370,54.52,35.66,29.35,35.86,"38,85",2019,17,SULAWESI UTARA,SULAWESI UTARA,SULAWESI UTARA
307.0, 1715,KABUPATEN BOLMONG SELATAN,4,251,51.64,33.44,28.18,34.77,"37,01",2019,17,SULAWESI UTARA,SULAWESI UTARA,SULAWESI UTARA
615.0, 1801,KOTA PALU,24,2555,58.34,44.86,28.84,73.84,"51,47",2015,18,SULAWESI TENGAH,SULAWESI TENGAH,SULAWESI TENGAH
616.0, 1801,KOTA PALU,24,2555,82.95,81.38,80.68,83.27,"82,07",2015,18,SULAWESI TENGAH,SULAWESI TENGAH,SULAWESI TENGAH
617.0, 1802,KABUPATEN DONGGALA,12,785,60.69,48.25,48.28,73.95,"57,79",2015,18,SULAWESI TENGAH,SULAWESI TENGAH,SULAWESI TENGAH
618.0, 1802,KABUPATEN DONGGALA,12,785,83.5,81.73,81.32,83.0,"82,39",2015,18,SULAWESI TENGAH,SULAWESI TENGAH,SULAWESI TENGAH
619.0, 1803,KABUPATEN POSO,13,824,56.95,39.42,27.33,73.44,"49,29",2015,18,SULAWESI TENGAH,SULAWESI TENGAH,SULAWESI TENGAH
620.0, 1803,KABUPATEN POSO,13,824,84.95,83.37,82.17,84.57,"83,77",2015,18,SULAWESI TENGAH,SULAWESI TENGAH,SULAWESI TENGAH
621.0, 1804,KABUPATEN MOROWALI,5,298,59.25,43.04,35.96,73.38,"52,91",2015,18,SULAWESI TENGAH,SULAWESI TENGAH,SULAWESI TENGAH
622.0, 1804,KABUPATEN MOROWALI,5,298,82.02,82.72,79.66,83.88,"82,07",2015,18,SULAWESI TENGAH,SULAWESI TENGAH,SULAWESI TENGAH
623.0, 1805,KABUPATEN BANGGAI,20,1026,59.48,53.76,50.62,74.85,"59,68",2015,18,SULAWESI TENGAH,SULAWESI TENGAH,SULAWESI TENGAH
624.0, 1805,KABUPATEN BANGGAI,20,1026,80.47,78.55,79.41,81.84,"80,07",2015,18,SULAWESI TENGAH,SULAWESI TENGAH,SULAWESI TENGAH
625.0, 1806,KABUPATEN BANGGAI KEPULAUAN,8,337,68.88,61.64,58.0,76.34,"66,22",2015,18,SULAWESI TENGAH,SULAWESI TENGAH,SULAWESI TENGAH
626.0, 1806,KABUPATEN BANGGAI KEPULAUAN,8,337,85.44,82.2,81.86,84.13,"83,41",2015,18,SULAWESI TENGAH,SULAWESI TENGAH,SULAWESI TENGAH
627.0, 1807,KABUPATEN TOLITOLI,14,818,55.77,43.77,34.09,75.15,"52,20",2015,18,SULAWESI TENGAH,SULAWESI TENGAH,SULAWESI TENGAH
628.0, 1807,KABUPATEN TOLITOLI,14,818,83.8,83.54,82.6,86.01,"83,99",2015,18,SULAWESI TENGAH,SULAWESI TENGAH,SULAWESI TENGAH
629.0, 1808,KABUPATEN BUOL,7,579,49.81,33.94,25.35,71.77,"45,22",2015,18,SULAWESI TENGAH,SULAWESI TENGAH,SULAWESI TENGAH
630.0, 1808,KABUPATEN BUOL,7,579,82.56,81.29,79.48,83.12,"81,61",2015,18,SULAWESI TENGAH,SULAWESI TENGAH,SULAWESI TENGAH
631.0, 1809,KABUPATEN PARIGI MOUTONG,17,847,50.82,38.64,29.78,75.45,"48,67",2015,18,SULAWESI TENGAH,SULAWESI TENGAH,SULAWESI TENGAH
632.0, 1809,KABUPATEN PARIGI MOUTONG,17,847,83.93,82.74,82.71,84.96,"83,59",2015,18,SULAWESI TENGAH,SULAWESI TENGAH,SULAWESI TENGAH
633.0, 1810,KABUPATEN TOJO UNA-UNA,7,484,58.2,38.95,26.36,73.08,"49,15",2015,18,SULAWESI TENGAH,SULAWESI TENGAH,SULAWESI TENGAH
634.0, 1810,KABUPATEN TOJO UNA-UNA,7,484,83.75,82.34,81.27,83.16,"82,63",2015,18,SULAWESI TENGAH,SULAWESI TENGAH,SULAWESI TENGAH
635.0, 1811,KABUPATEN SIGI,7,488,53.41,37.76,32.4,78.8,"50,59",2015,18,SULAWESI TENGAH,SULAWESI TENGAH,SULAWESI TENGAH
636.0, 1811,KABUPATEN SIGI,7,488,84.27,82.1,81.77,85.84,"83,50",2015,18,SULAWESI TENGAH,SULAWESI TENGAH,SULAWESI TENGAH
637.0, 1812,KABUPATEN BANGGAI LAUT,6,262,70.79,58.87,62.49,79.07,"67,81",2015,18,SULAWESI TENGAH,SULAWESI TENGAH,SULAWESI TENGAH
638.0, 1812,KABUPATEN BANGGAI LAUT,6,262,82.34,83.04,79.07,82.51,"81,74",2015,18,SULAWESI TENGAH,SULAWESI TENGAH,SULAWESI TENGAH
639.0, 1813,KABUPATEN MOROWALI UTARA,4,330,59.56,40.55,27.99,72.34,"50,11",2015,18,SULAWESI TENGAH,SULAWESI TENGAH,SULAWESI TENGAH
640.0, 1813,KABUPATEN MOROWALI UTARA,4,330,79.69,79.39,77.52,80.79,"79,35",2015,18,SULAWESI TENGAH,SULAWESI TENGAH,SULAWESI TENGAH
308.0, 1801,KOTA PALU,25,2557,57.4,47.04,30.02,72.31,"51,69",2016,18,SULAWESI TENGAH,SULAWESI TENGAH,SULAWESI TENGAH
309.0, 1802,KABUPATEN DONGGALA,13,826,55.72,49.82,36.36,72.32,"53,56",2016,18,SULAWESI TENGAH,SULAWESI TENGAH,SULAWESI TENGAH
310.0, 1803,KABUPATEN POSO,15,901,56.44,45.18,30.48,72.99,"51,27",2016,18,SULAWESI TENGAH,SULAWESI TENGAH,SULAWESI TENGAH
311.0, 1804,KABUPATEN MOROWALI,7,365,59.11,51.12,33.35,69.82,"53,35",2016,18,SULAWESI TENGAH,SULAWESI TENGAH,SULAWESI TENGAH
312.0, 1805,KABUPATEN BANGGAI,22,1196,57.0,55.41,38.23,73.98,"56,16",2016,18,SULAWESI TENGAH,SULAWESI TENGAH,SULAWESI TENGAH
313.0, 1806,KABUPATEN BANGGAI KEPULAUAN,12,391,65.17,62.77,55.72,72.63,"64,07",2016,18,SULAWESI TENGAH,SULAWESI TENGAH,SULAWESI TENGAH
314.0, 1807,KABUPATEN TOLITOLI,15,932,55.03,45.05,31.08,71.43,"50,65",2016,18,SULAWESI TENGAH,SULAWESI TENGAH,SULAWESI TENGAH
315.0, 1808,KABUPATEN BUOL,7,662,51.27,37.74,27.28,69.29,"46,40",2016,18,SULAWESI TENGAH,SULAWESI TENGAH,SULAWESI TENGAH
316.0, 1809,KABUPATEN PARIGI MOUTONG,19,897,50.43,44.65,28.84,71.14,"48,77",2016,18,SULAWESI TENGAH,SULAWESI TENGAH,SULAWESI TENGAH
317.0, 1810,KABUPATEN TOJO UNA-UNA,7,557,55.36,44.17,28.36,71.0,"49,72",2016,18,SULAWESI TENGAH,SULAWESI TENGAH,SULAWESI TENGAH
318.0, 1811,KABUPATEN SIGI,8,429,49.64,38.56,26.04,76.15,"47,60",2016,18,SULAWESI TENGAH,SULAWESI TENGAH,SULAWESI TENGAH
319.0, 1812,KABUPATEN BANGGAI LAUT,6,254,69.72,75.39,66.07,79.17,"72,59",2016,18,SULAWESI TENGAH,SULAWESI TENGAH,SULAWESI TENGAH
320.0, 1813,KABUPATEN MOROWALI UTARA,5,351,56.59,48.45,27.61,70.93,"50,90",2016,18,SULAWESI TENGAH,SULAWESI TENGAH,SULAWESI TENGAH
308.0, 1801,KOTA PALU,25,2598,60.51,39.43,31.09,72.93,"50,99",2017,18,SULAWESI TENGAH,SULAWESI TENGAH,SULAWESI TENGAH
309.0, 1802,KABUPATEN DONGGALA,13,830,54.01,35.98,29.82,71.9,"47,93",2017,18,SULAWESI TENGAH,SULAWESI TENGAH,SULAWESI TENGAH
310.0, 1803,KABUPATEN POSO,16,908,58.72,36.42,29.7,70.91,"48,94",2017,18,SULAWESI TENGAH,SULAWESI TENGAH,SULAWESI TENGAH
311.0, 1804,KABUPATEN MOROWALI,8,378,59.13,40.16,33.66,71.62,"51,14",2017,18,SULAWESI TENGAH,SULAWESI TENGAH,SULAWESI TENGAH
312.0, 1805,KABUPATEN BANGGAI,24,1367,59.11,41.03,34.73,71.56,"51,61",2017,18,SULAWESI TENGAH,SULAWESI TENGAH,SULAWESI TENGAH
313.0, 1806,KABUPATEN BANGGAI KEPULAUAN,13,469,60.81,49.06,43.73,72.59,"56,55",2017,18,SULAWESI TENGAH,SULAWESI TENGAH,SULAWESI TENGAH
314.0, 1807,KABUPATEN TOLITOLI,15,1005,56.42,35.83,31.36,70.95,"48,64",2017,18,SULAWESI TENGAH,SULAWESI TENGAH,SULAWESI TENGAH
315.0, 1808,KABUPATEN BUOL,8,633,54.14,35.27,29.02,69.52,"46,99",2017,18,SULAWESI TENGAH,SULAWESI TENGAH,SULAWESI TENGAH
316.0, 1809,KABUPATEN PARIGI MOUTONG,19,956,54.02,36.44,27.62,70.5,"47,15",2017,18,SULAWESI TENGAH,SULAWESI TENGAH,SULAWESI TENGAH
317.0, 1810,KABUPATEN TOJO UNA-UNA,7,502,57.51,35.93,31.51,70.25,"48,80",2017,18,SULAWESI TENGAH,SULAWESI TENGAH,SULAWESI TENGAH
318.0, 1811,KABUPATEN SIGI,9,504,52.05,33.44,26.9,71.05,"45,86",2017,18,SULAWESI TENGAH,SULAWESI TENGAH,SULAWESI TENGAH
319.0, 1812,KABUPATEN BANGGAI LAUT,6,246,62.53,42.57,40.24,76.08,"55,36",2017,18,SULAWESI TENGAH,SULAWESI TENGAH,SULAWESI TENGAH
320.0, 1813,KABUPATEN MOROWALI UTARA,5,391,59.27,35.46,28.5,71.6,"48,71",2017,18,SULAWESI TENGAH,SULAWESI TENGAH,SULAWESI TENGAH
308.0, 1801,KOTA PALU,26,3048,58.57,37.08,29.91,40.86,"41,61",2018,18,SULAWESI TENGAH,SULAWESI TENGAH,SULAWESI TENGAH
309.0, 1802,KABUPATEN DONGGALA,13,893,55.28,33.23,28.95,37.26,"38,68",2018,18,SULAWESI TENGAH,SULAWESI TENGAH,SULAWESI TENGAH
310.0, 1803,KABUPATEN POSO,15,1123,59.04,33.95,29.44,36.24,"39,67",2018,18,SULAWESI TENGAH,SULAWESI TENGAH,SULAWESI TENGAH
311.0, 1804,KABUPATEN MOROWALI,8,439,59.01,34.1,28.82,38.08,"40,00",2018,18,SULAWESI TENGAH,SULAWESI TENGAH,SULAWESI TENGAH
312.0, 1805,KABUPATEN BANGGAI,24,1561,57.85,35.81,30.24,38.71,"40,65",2018,18,SULAWESI TENGAH,SULAWESI TENGAH,SULAWESI TENGAH
313.0, 1806,KABUPATEN BANGGAI KEPULAUAN,13,509,57.6,42.82,36.76,44.91,"45,52",2018,18,SULAWESI TENGAH,SULAWESI TENGAH,SULAWESI TENGAH
314.0, 1807,KABUPATEN TOLITOLI,15,1099,55.52,33.27,28.9,36.91,"38,65",2018,18,SULAWESI TENGAH,SULAWESI TENGAH,SULAWESI TENGAH
315.0, 1808,KABUPATEN BUOL,9,840,54.97,32.08,28.28,38.55,"38,47",2018,18,SULAWESI TENGAH,SULAWESI TENGAH,SULAWESI TENGAH
316.0, 1809,KABUPATEN PARIGI MOUTONG,19,1152,55.25,32.6,30.19,36.88,"38,73",2018,18,SULAWESI TENGAH,SULAWESI TENGAH,SULAWESI TENGAH
317.0, 1810,KABUPATEN TOJO UNA-UNA,7,595,59.41,35.54,29.74,37.1,"40,45",2018,18,SULAWESI TENGAH,SULAWESI TENGAH,SULAWESI TENGAH
318.0, 1811,KABUPATEN SIGI,9,542,53.38,29.99,26.74,33.5,"35,90",2018,18,SULAWESI TENGAH,SULAWESI TENGAH,SULAWESI TENGAH
319.0, 1812,KABUPATEN BANGGAI LAUT,7,354,58.23,40.06,29.69,40.38,"42,09",2018,18,SULAWESI TENGAH,SULAWESI TENGAH,SULAWESI TENGAH
320.0, 1813,KABUPATEN MOROWALI UTARA,7,440,59.88,33.22,27.9,38.45,"39,86",2018,18,SULAWESI TENGAH,SULAWESI TENGAH,SULAWESI TENGAH
308.0, 1801,KOTA PALU,26,3126,59.97,38.43,30.36,40.77,"42,38",2019,18,SULAWESI TENGAH,SULAWESI TENGAH,SULAWESI TENGAH
309.0, 1802,KABUPATEN DONGGALA,13,933,53.34,34.85,29.15,37.62,"38,74",2019,18,SULAWESI TENGAH,SULAWESI TENGAH,SULAWESI TENGAH
310.0, 1803,KABUPATEN POSO,16,1191,60.95,36.7,30.18,39.45,"41,82",2019,18,SULAWESI TENGAH,SULAWESI TENGAH,SULAWESI TENGAH
311.0, 1804,KABUPATEN MOROWALI,9,513,59.41,38.18,31.79,39.49,"42,22",2019,18,SULAWESI TENGAH,SULAWESI TENGAH,SULAWESI TENGAH
312.0, 1805,KABUPATEN BANGGAI,24,1678,58.17,37.2,30.22,39.26,"41,21",2019,18,SULAWESI TENGAH,SULAWESI TENGAH,SULAWESI TENGAH
313.0, 1806,KABUPATEN BANGGAI KEPULAUAN,15,793,55.88,37.95,34.23,41.09,"42,29",2019,18,SULAWESI TENGAH,SULAWESI TENGAH,SULAWESI TENGAH
314.0, 1807,KABUPATEN TOLI-TOLI,14,1210,55.57,34.78,29.65,38.77,"39,69",2019,18,SULAWESI TENGAH,SULAWESI TENGAH,SULAWESI TENGAH
315.0, 1808,KABUPATEN BUOL,9,785,55.35,34.83,28.38,39.01,"39,39",2019,18,SULAWESI TENGAH,SULAWESI TENGAH,SULAWESI TENGAH
316.0, 1809,KABUPATEN PARIGI MOUTONG,20,1204,55.83,37.02,31.39,39.28,"40,88",2019,18,SULAWESI TENGAH,SULAWESI TENGAH,SULAWESI TENGAH
317.0, 1810,KABUPATEN TOJO UNA-UNA,7,767,60.33,36.4,30.23,38.94,"41,48",2019,18,SULAWESI TENGAH,SULAWESI TENGAH,SULAWESI TENGAH
318.0, 1811,KABUPATEN SIGI,11,587,53.24,33.7,28.99,36.35,"38,07",2019,18,SULAWESI TENGAH,SULAWESI TENGAH,SULAWESI TENGAH
319.0, 1812,KABUPATEN BANGGAI LAUT,8,413,57.09,34.48,29.13,36.91,"39,40",2019,18,SULAWESI TENGAH,SULAWESI TENGAH,SULAWESI TENGAH
320.0, 1813,KABUPATEN MOROWALI UTARA,7,547,61.77,36.64,30.48,38.96,"41,96",2019,18,SULAWESI TENGAH,SULAWESI TENGAH,SULAWESI TENGAH
641.0, 1901,KOTA MAKASSAR,86,8414,69.15,68.34,62.93,77.37,"69,45",2015,19,SULAWESI SELATAN,SULAWESI SELATAN,SULAWESI SELATAN
642.0, 1901,KOTA MAKASSAR,86,8414,83.9,83.32,82.62,84.43,"83,57",2015,19,SULAWESI SELATAN,SULAWESI SELATAN,SULAWESI SELATAN
643.0, 1902,KOTA PALOPO,17,1672,50.29,59.05,45.77,74.8,"57,48",2015,19,SULAWESI SELATAN,SULAWESI SELATAN,SULAWESI SELATAN
644.0, 1902,KOTA PALOPO,17,1672,84.83,83.24,84.05,86.7,"84,71",2015,19,SULAWESI SELATAN,SULAWESI SELATAN,SULAWESI SELATAN
645.0, 1903,KOTA PAREPARE,13,1197,74.93,67.86,65.42,74.81,"70,76",2015,19,SULAWESI SELATAN,SULAWESI SELATAN,SULAWESI SELATAN
646.0, 1903,KOTA PAREPARE,13,1197,84.28,81.38,81.66,84.25,"82,89",2015,19,SULAWESI SELATAN,SULAWESI SELATAN,SULAWESI SELATAN
647.0, 1904,KABUPATEN MAROS,18,938,75.03,74.02,68.65,75.67,"73,34",2015,19,SULAWESI SELATAN,SULAWESI SELATAN,SULAWESI SELATAN
648.0, 1904,KABUPATEN MAROS,18,938,85.49,85.74,84.62,86.51,"85,59",2015,19,SULAWESI SELATAN,SULAWESI SELATAN,SULAWESI SELATAN
649.0, 1905,KABUPATEN PANGKAJENE KEPULAUAN,11,1575,56.33,57.74,43.37,78.22,"58,92",2015,19,SULAWESI SELATAN,SULAWESI SELATAN,SULAWESI SELATAN
650.0, 1905,KABUPATEN PANGKAJENE KEPULAUAN,11,1575,86.09,85.41,85.86,85.19,"85,64",2015,19,SULAWESI SELATAN,SULAWESI SELATAN,SULAWESI SELATAN
651.0, 1906,KABUPATEN GOWA,14,2596,61.89,72.81,57.97,78.47,"67,79",2015,19,SULAWESI SELATAN,SULAWESI SELATAN,SULAWESI SELATAN
652.0, 1906,KABUPATEN GOWA,14,2596,84.78,83.1,82.89,85.67,"84,11",2015,19,SULAWESI SELATAN,SULAWESI SELATAN,SULAWESI SELATAN
653.0, 1907,KABUPATEN TAKALAR,10,1006,75.71,88.55,87.54,82.87,"83,67",2015,19,SULAWESI SELATAN,SULAWESI SELATAN,SULAWESI SELATAN
654.0, 1907,KABUPATEN TAKALAR,10,1006,84.08,82.7,83.32,86.42,"84,13",2015,19,SULAWESI SELATAN,SULAWESI SELATAN,SULAWESI SELATAN
655.0, 1908,KABUPATEN JENEPONTO,15,1154,74.68,82.79,82.19,81.03,"80,17",2015,19,SULAWESI SELATAN,SULAWESI SELATAN,SULAWESI SELATAN
656.0, 1908,KABUPATEN JENEPONTO,15,1154,86.62,85.93,85.16,87.3,"86,25",2015,19,SULAWESI SELATAN,SULAWESI SELATAN,SULAWESI SELATAN
657.0, 1909,KABUPATEN BARRU,5,700,56.95,61.52,43.78,75.69,"59,49",2015,19,SULAWESI SELATAN,SULAWESI SELATAN,SULAWESI SELATAN
658.0, 1909,KABUPATEN BARRU,5,700,82.97,82.66,80.98,85.86,"83,12",2015,19,SULAWESI SELATAN,SULAWESI SELATAN,SULAWESI SELATAN
659.0, 1910,KABUPATEN BONE,18,1382,62.63,53.77,46.36,77.47,"60,06",2015,19,SULAWESI SELATAN,SULAWESI SELATAN,SULAWESI SELATAN
660.0, 1910,KABUPATEN BONE,18,1382,87.7,86.45,85.21,86.37,"86,43",2015,19,SULAWESI SELATAN,SULAWESI SELATAN,SULAWESI SELATAN
661.0, 1911,KABUPATEN WAJO,10,741,66.79,67.12,71.1,79.14,"71,04",2015,19,SULAWESI SELATAN,SULAWESI SELATAN,SULAWESI SELATAN
662.0, 1911,KABUPATEN WAJO,10,741,87.73,86.33,85.86,88.35,"87,07",2015,19,SULAWESI SELATAN,SULAWESI SELATAN,SULAWESI SELATAN
663.0, 1912,KABUPATEN SOPPENG,12,1097,64.77,74.36,56.11,77.54,"68,20",2015,19,SULAWESI SELATAN,SULAWESI SELATAN,SULAWESI SELATAN
664.0, 1912,KABUPATEN SOPPENG,12,1097,85.24,83.85,82.65,85.62,"84,34",2015,19,SULAWESI SELATAN,SULAWESI SELATAN,SULAWESI SELATAN
665.0, 1913,KABUPATEN BANTAENG,10,660,74.58,80.0,73.18,79.3,"76,77",2015,19,SULAWESI SELATAN,SULAWESI SELATAN,SULAWESI SELATAN
666.0, 1913,KABUPATEN BANTAENG,10,660,86.65,84.17,84.0,86.2,"85,26",2015,19,SULAWESI SELATAN,SULAWESI SELATAN,SULAWESI SELATAN
667.0, 1914,KABUPATEN BULUKUMBA,17,931,77.4,72.77,71.06,81.23,"75,62",2015,19,SULAWESI SELATAN,SULAWESI SELATAN,SULAWESI SELATAN
668.0, 1914,KABUPATEN BULUKUMBA,17,931,86.82,84.91,85.07,87.75,"86,14",2015,19,SULAWESI SELATAN,SULAWESI SELATAN,SULAWESI SELATAN
669.0, 1915,KABUPATEN SINJAI,8,703,67.38,75.97,46.6,78.16,"67,03",2015,19,SULAWESI SELATAN,SULAWESI SELATAN,SULAWESI SELATAN
670.0, 1915,KABUPATEN SINJAI,8,703,85.59,85.41,84.93,88.66,"86,15",2015,19,SULAWESI SELATAN,SULAWESI SELATAN,SULAWESI SELATAN
671.0, 1916,KABUPATEN SELAYAR,7,444,60.96,46.04,46.34,78.36,"57,93",2015,19,SULAWESI SELATAN,SULAWESI SELATAN,SULAWESI SELATAN
672.0, 1916,KABUPATEN SELAYAR,7,444,84.11,81.66,81.17,85.95,"83,22",2015,19,SULAWESI SELATAN,SULAWESI SELATAN,SULAWESI SELATAN
673.0, 1917,KABUPATEN PINRANG,14,2186,53.85,50.89,34.07,76.79,"53,90",2015,19,SULAWESI SELATAN,SULAWESI SELATAN,SULAWESI SELATAN
674.0, 1917,KABUPATEN PINRANG,14,2186,87.8,87.27,86.37,88.45,"87,47",2015,19,SULAWESI SELATAN,SULAWESI SELATAN,SULAWESI SELATAN
675.0, 1918,KABUPATEN SIDENRENG RAPPANG,8,911,80.91,83.16,67.62,79.53,"77,81",2015,19,SULAWESI SELATAN,SULAWESI SELATAN,SULAWESI SELATAN
676.0, 1918,KABUPATEN SIDENRENG RAPPANG,8,911,82.6,81.76,81.89,85.74,"83,00",2015,19,SULAWESI SELATAN,SULAWESI SELATAN,SULAWESI SELATAN
677.0, 1919,KABUPATEN ENREKANG,7,984,66.31,76.71,71.44,80.13,"73,65",2015,19,SULAWESI SELATAN,SULAWESI SELATAN,SULAWESI SELATAN
678.0, 1919,KABUPATEN ENREKANG,7,984,83.53,82.98,83.54,85.44,"83,87",2015,19,SULAWESI SELATAN,SULAWESI SELATAN,SULAWESI SELATAN
679.0, 1920,KABUPATEN LUWU,22,1536,50.01,55.94,50.37,77.45,"58,44",2015,19,SULAWESI SELATAN,SULAWESI SELATAN,SULAWESI SELATAN
680.0, 1920,KABUPATEN LUWU,22,1536,86.85,86.19,85.76,87.67,"86,62",2015,19,SULAWESI SELATAN,SULAWESI SELATAN,SULAWESI SELATAN
681.0, 1921,KABUPATEN LUWU UTARA,5,924,60.12,60.61,53.77,76.56,"62,77",2015,19,SULAWESI SELATAN,SULAWESI SELATAN,SULAWESI SELATAN
682.0, 1921,KABUPATEN LUWU UTARA,5,924,85.31,83.94,85.57,85.32,"85,04",2015,19,SULAWESI SELATAN,SULAWESI SELATAN,SULAWESI SELATAN
683.0, 1922,KABUPATEN TANA TORAJA,28,2152,53.8,61.73,57.23,76.67,"62,36",2015,19,SULAWESI SELATAN,SULAWESI SELATAN,SULAWESI SELATAN
684.0, 1922,KABUPATEN TANA TORAJA,28,2152,85.61,85.2,84.81,85.59,"85,30",2015,19,SULAWESI SELATAN,SULAWESI SELATAN,SULAWESI SELATAN
685.0, 1923,KABUPATEN LUWU TIMUR,3,584,58.89,50.03,32.68,82.85,"56,11",2015,19,SULAWESI SELATAN,SULAWESI SELATAN,SULAWESI SELATAN
686.0, 1923,KABUPATEN LUWU TIMUR,3,584,87.51,87.92,87.43,88.18,"87,76",2015,19,SULAWESI SELATAN,SULAWESI SELATAN,SULAWESI SELATAN
687.0, 1924,KABUPATEN TORAJA UTARA,23,2129,50.16,49.73,34.91,78.52,"53,33",2015,19,SULAWESI SELATAN,SULAWESI SELATAN,SULAWESI SELATAN
688.0, 1924,KABUPATEN TORAJA UTARA,23,2129,87.1,86.48,86.01,86.86,"86,61",2015,19,SULAWESI SELATAN,SULAWESI SELATAN,SULAWESI SELATAN
321.0, 1901,KOTA MAKASSAR,85,8444,59.58,57.23,42.63,75.32,"58,69",2016,19,SULAWESI SELATAN,SULAWESI SELATAN,SULAWESI SELATAN
322.0, 1902,KOTA PALOPO,17,1566,53.37,46.24,32.85,73.61,"51,52",2016,19,SULAWESI SELATAN,SULAWESI SELATAN,SULAWESI SELATAN
323.0, 1903,KOTA PAREPARE,13,1035,54.49,43.84,29.3,71.54,"49,79",2016,19,SULAWESI SELATAN,SULAWESI SELATAN,SULAWESI SELATAN
324.0, 1904,KABUPATEN MAROS,19,833,57.89,55.77,42.1,75.57,"57,83",2016,19,SULAWESI SELATAN,SULAWESI SELATAN,SULAWESI SELATAN
325.0, 1905,KABUPATEN PANGKAJENE KEPULAUAN,10,1542,56.9,41.88,28.73,75.5,"50,75",2016,19,SULAWESI SELATAN,SULAWESI SELATAN,SULAWESI SELATAN
326.0, 1906,KABUPATEN GOWA,14,2248,54.6,56.28,49.37,75.47,"58,93",2016,19,SULAWESI SELATAN,SULAWESI SELATAN,SULAWESI SELATAN
327.0, 1907,KABUPATEN TAKALAR,10,1060,59.08,67.72,62.59,76.17,"66,39",2016,19,SULAWESI SELATAN,SULAWESI SELATAN,SULAWESI SELATAN
328.0, 1908,KABUPATEN JENEPONTO,17,1322,47.91,48.42,41.32,74.05,"52,93",2016,19,SULAWESI SELATAN,SULAWESI SELATAN,SULAWESI SELATAN
