No,Kode,Kabupaten,JumlahSekolah,JumlahPeserta,Bindo,Bing,Math,Ekonomi,Sosiologi,Geografi,Rata,Tahun,KdProv,Provinsi
407.0, 2416,KABUPATEN MANGGARAI BARAT,26,1262,54.96,44.61,41.52,45.15,54.28,52.43,48.47,2017,24,NUSA TENGGARA TIMUR
408.0, 2417,KABUPATEN NAGEKEO,13,1120,53.76,33.2,28.48,43.22,48.67,45.8,40.72,2017,24,NUSA TENGGARA TIMUR
409.0, 2418,KABUPATEN SUMBA TENGAH,4,332,42.32,27.32,22.03,32.88,38.25,36.98,32.22,2017,24,NUSA TENGGARA TIMUR
410.0, 2419,KABUPATEN SUMBA BARAT DAYA,13,1155,39.03,45.25,29.22,35.74,43.72,37.4,38.55,2017,24,NUSA TENGGARA TIMUR
411.0, 2420,KABUPATEN MANGARAI TIMUR,46,1803,55.63,48.39,43.84,49.49,56.97,54.29,50.67,2017,24,NUSA TENGGARA TIMUR
412.0, 2421,KABUPATEN SABU RAIJUA,7,650,40.23,28.01,23.17,31.97,36.15,37.32,31.89,2017,24,NUSA TENGGARA TIMUR
413.0, 2422,KABUPATEN MALAKA,25,1654,39.46,30.38,23.65,32.99,36.85,36.41,32.42,2017,24,NUSA TENGGARA TIMUR
392.0, 2401,KOTA KUPANG,33,2521,52.55,35.92,28.42,37.82,43.89,39.12,39.47,2018,24,NUSA TENGGARA TIMUR
393.0, 2402,KABUPATEN KUPANG,59,2422,45.94,32.97,31.92,39.3,38.74,37.22,37.3,2018,24,NUSA TENGGARA TIMUR
394.0, 2403,KABUPATEN T T S,36,1978,53.69,44.63,44.64,49.25,45.97,52.83,48.14,2018,24,NUSA TENGGARA TIMUR
395.0, 2404,KABUPATEN T T U,29,1581,50.97,34.42,29.17,39.52,43.04,37.9,38.74,2018,24,NUSA TENGGARA TIMUR
396.0, 2405,KABUPATEN BELU,22,1793,51.41,33.57,30.83,42.45,43.93,42.24,39.74,2018,24,NUSA TENGGARA TIMUR
397.0, 2406,KABUPATEN ALOR,31,1108,47.97,34.73,29.37,38.64,40.26,39.52,37.96,2018,24,NUSA TENGGARA TIMUR
398.0, 2407,KABUPATEN FLORES TIMUR,30,1487,56.07,35.0,30.98,43.6,47.7,45.08,41.96,2018,24,NUSA TENGGARA TIMUR
399.0, 2408,KABUPATEN SIKKA,24,1858,58.32,36.37,30.87,45.48,49.3,46.26,43.25,2018,24,NUSA TENGGARA TIMUR
400.0, 2409,KABUPATEN ENDE,27,1660,56.12,33.03,28.34,40.67,44.53,43.61,40.25,2018,24,NUSA TENGGARA TIMUR
401.0, 2410,KABUPATEN NGADA,11,1228,61.05,38.42,34.14,47.66,51.35,48.58,45.79,2018,24,NUSA TENGGARA TIMUR
402.0, 2411,KABUPATEN MANGGARAI,28,3041,53.5,35.87,29.91,42.41,46.42,44.12,41.12,2018,24,NUSA TENGGARA TIMUR
403.0, 2412,KABUPATEN SUMBA TIMUR,21,2118,47.84,31.76,28.8,38.92,41.64,37.19,36.98,2018,24,NUSA TENGGARA TIMUR
404.0, 2413,KABUPATEN SUMBA BARAT,9,894,45.18,30.79,27.74,42.16,37.07,35.32,35.27,2018,24,NUSA TENGGARA TIMUR
405.0, 2414,KABUPATEN LEMBATA,13,799,58.69,35.6,30.33,42.68,50.36,45.68,42.9,2018,24,NUSA TENGGARA TIMUR
406.0, 2415,KABUPATEN ROTE NDAO,10,812,48.46,35.61,29.69,37.23,43.82,40.87,38.99,2018,24,NUSA TENGGARA TIMUR
407.0, 2416,KABUPATEN MANGGARAI BARAT,26,1549,57.26,45.92,41.65,47.87,54.17,50.38,49.1,2018,24,NUSA TENGGARA TIMUR
408.0, 2417,KABUPATEN NAGEKEO,13,997,58.2,34.34,31.03,42.71,48.59,44.24,42.32,2018,24,NUSA TENGGARA TIMUR
409.0, 2418,KABUPATEN SUMBA TENGAH,4,374,45.5,31.48,27.57,36.54,37.21,35.43,35.22,2018,24,NUSA TENGGARA TIMUR
410.0, 2419,KABUPATEN SUMBA BARAT DAYA,20,1591,39.9,39.53,34.36,39.57,44.25,35.54,38.37,2018,24,NUSA TENGGARA TIMUR
411.0, 2420,KABUPATEN MANGGARAI TIMUR,49,2010,55.54,45.31,40.68,52.36,49.81,50.52,48.02,2018,24,NUSA TENGGARA TIMUR
412.0, 2421,KABUPATEN SABU RAIJUA,7,634,40.63,30.31,29.37,34.98,34.9,32.79,33.66,2018,24,NUSA TENGGARA TIMUR
413.0, 2422,KABUPATEN MALAKA,24,1439,41.95,30.97,28.57,34.13,37.4,34.83,34.42,2018,24,NUSA TENGGARA TIMUR
392.0, 2401,KOTA KUPANG,37,2404,53.95,39.4,30.31,45.49,46.66,40.53,42.13,2019,24,NUSA TENGGARA TIMUR
393.0, 2402,KABUPATEN KUPANG,58,2375,45.88,35.47,30.67,38.37,40.86,36.18,37.69,2019,24,NUSA TENGGARA TIMUR
394.0, 2403,KABUPATEN T T S,36,2120,40.57,36.52,30.1,39.58,39.89,36.11,36.42,2019,24,NUSA TENGGARA TIMUR
395.0, 2404,KABUPATEN T T U,30,1708,51.8,37.04,29.52,44.33,44.08,40.22,40.27,2019,24,NUSA TENGGARA TIMUR
396.0, 2405,KABUPATEN BELU,23,1748,53.48,37.4,33.11,45.71,45.01,42.82,42.09,2019,24,NUSA TENGGARA TIMUR
397.0, 2406,KABUPATEN ALOR,33,1123,44.38,34.99,28.48,38.25,41.45,36.78,36.92,2019,24,NUSA TENGGARA TIMUR
398.0, 2407,KABUPATEN FLORES TIMUR,31,1504,58.25,36.22,28.93,44.63,48.04,44.64,42.36,2019,24,NUSA TENGGARA TIMUR
399.0, 2408,KABUPATEN SIKKA,25,1766,60.37,37.69,30.62,49.84,51.35,46.87,44.51,2019,24,NUSA TENGGARA TIMUR
400.0, 2409,KABUPATEN ENDE,27,1726,58.96,38.25,30.78,51.36,47.93,47.9,44.12,2019,24,NUSA TENGGARA TIMUR
401.0, 2410,KABUPATEN NGADA,15,1268,64.8,40.57,33.13,55.67,54.33,49.79,47.81,2019,24,NUSA TENGGARA TIMUR
402.0, 2411,KABUPATEN MANGGARAI,28,2888,53.47,37.98,30.83,47.96,46.2,44.03,42.08,2019,24,NUSA TENGGARA TIMUR
403.0, 2412,KABUPATEN SUMBA TIMUR,22,2075,45.16,30.1,24.01,35.73,38.09,32.17,33.65,2019,24,NUSA TENGGARA TIMUR
404.0, 2413,KABUPATEN SUMBA BARAT,9,959,45.22,34.48,27.87,44.61,38.64,37.53,36.72,2019,24,NUSA TENGGARA TIMUR
405.0, 2414,KABUPATEN LEMBATA,15,686,58.31,36.27,29.9,45.51,49.16,43.33,42.79,2019,24,NUSA TENGGARA TIMUR
406.0, 2415,KABUPATEN ROTE NDAO,10,860,46.94,37.09,32.36,43.5,44.23,38.98,39.76,2019,24,NUSA TENGGARA TIMUR
407.0, 2416,KABUPATEN MANGGARAI BARAT,30,1655,55.11,43.95,37.65,46.89,51.11,47.17,46.41,2019,24,NUSA TENGGARA TIMUR
408.0, 2417,KABUPATEN NAGEKEO,17,877,59.5,39.03,31.48,49.82,49.94,46.13,44.69,2019,24,NUSA TENGGARA TIMUR
409.0, 2418,KABUPATEN SUMBA TENGAH,4,394,41.79,30.56,25.77,33.15,34.51,32.95,32.98,2019,24,NUSA TENGGARA TIMUR
410.0, 2419,KABUPATEN SUMBA BARAT DAYA,22,1652,39.78,34.16,29.2,34.95,39.36,32.52,34.75,2019,24,NUSA TENGGARA TIMUR
411.0, 2420,KABUPATEN MANGGARAI TIMUR,51,2216,54.15,43.15,36.42,50.37,48.43,48.1,45.61,2019,24,NUSA TENGGARA TIMUR
412.0, 2421,KABUPATEN SABU RAIJUA,7,634,40.67,33.67,27.51,35.82,37.15,35.59,34.56,2019,24,NUSA TENGGARA TIMUR
413.0, 2422,KABUPATEN MALAKA,26,1439,39.94,31.97,26.71,35.22,34.45,31.57,33.13,2019,24,NUSA TENGGARA TIMUR
414.0, 2501,KOTA JAYAPURA,19,1315,60.15,58.28,66.86,65.78,68.66,42.76,60.42,2015,25,PAPUA
415.0, 2502,KABUPATEN JAYAPURA,15,729,45.96,37.52,35.64,37.1,45.2,33.73,39.19,2015,25,PAPUA
416.0, 2503,KABUPATEN BIAK NUMFOR,17,710,47.79,35.33,28.96,28.32,41.6,32.96,35.83,2015,25,PAPUA
417.0, 2504,KABUPATEN KEPULAUAN YAPEN,5,390,38.91,30.77,19.3,24.29,32.72,25.35,28.56,2015,25,PAPUA
418.0, 2505,KABUPATEN MERAUKE,16,876,53.95,32.34,26.93,29.73,44.92,34.65,37.09,2015,25,PAPUA
419.0, 2506,KABUPATEN JAYAWIJAYA,12,766,67.13,63.09,69.32,55.84,60.66,54.48,61.75,2015,25,PAPUA
420.0, 2507,KABUPATEN NABIRE,18,709,47.56,38.66,23.63,28.8,38.59,30.0,34.54,2015,25,PAPUA
421.0, 2508,KABUPATEN PANIAI,7,204,37.95,31.93,34.64,26.26,30.56,23.7,30.84,2015,25,PAPUA
422.0, 2509,KABUPATEN PUNCAK JAYA,2,102,58.83,50.72,56.09,59.22,60.69,47.16,55.45,2015,25,PAPUA
423.0, 2510,KABUPATEN MIMIKA,12,460,56.54,35.62,27.47,30.71,45.71,35.74,38.63,2015,25,PAPUA
424.0, 2511,KABUPATEN KEEROM,8,189,56.14,57.05,50.63,59.86,60.74,37.86,53.71,2015,25,PAPUA
425.0, 2512,KABUPATEN SARMI,4,181,56.19,41.5,45.25,40.28,45.15,38.88,44.54,2015,25,PAPUA
426.0, 2513,KABUPATEN SUPIORI,6,132,47.16,44.35,33.48,34.85,53.26,42.06,42.53,2015,25,PAPUA
427.0, 2514,KABUPATEN WAROPEN,2,52,54.94,39.38,55.03,48.37,67.66,39.08,50.74,2015,25,PAPUA
428.0, 2515,KABUPATEN BOVEN DIGOEL,2,134,46.68,41.1,25.16,31.55,40.25,26.91,35.28,2015,25,PAPUA
429.0, 2516,KABUPATEN ASMAT,4,191,71.89,54.98,56.41,55.76,65.75,56.19,60.16,2015,25,PAPUA
430.0, 2517,KABUPATEN MAPPI,5,332,40.35,42.39,38.03,34.28,44.7,32.89,38.77,2015,25,PAPUA
431.0, 2518,KABUPATEN YAHUKIMO,3,147,70.14,63.67,72.38,54.9,58.41,38.91,59.74,2015,25,PAPUA
432.0, 2519,KABUPATEN PEGUNUNGAN BINTANG,2,64,49.97,41.51,36.14,28.99,52.94,29.16,39.79,2015,25,PAPUA
433.0, 2520,KABUPATEN TOLIKARA,4,150,67.76,67.09,72.23,45.62,62.58,49.64,60.82,2015,25,PAPUA
434.0, 2521,KABUPATEN MAMBERAMO RAYA,2,104,70.22,45.94,61.92,49.66,53.96,48.29,55.0,2015,25,PAPUA
435.0, 2522,KABUPATEN MAMBERAMO TENGAH,4,45,77.15,70.96,83.44,73.78,62.18,61.51,71.5,2015,25,PAPUA
436.0, 2523,KABUPATEN NDUGA,1,14,66.66,55.87,78.37,71.43,73.86,70.86,69.51,2015,25,PAPUA
437.0, 2524,KABUPATEN LANNY JAYA,5,229,39.92,48.29,57.57,37.79,51.62,35.55,45.12,2015,25,PAPUA
438.0, 2525,KABUPATEN PUNCAK,2,32,64.86,54.66,71.03,50.32,64.25,49.37,59.08,2015,25,PAPUA
439.0, 2526,KABUPATEN DOGIYAI,2,156,39.76,24.99,33.75,30.8,32.9,41.6,33.97,2015,25,PAPUA
440.0, 2527,KABUPATEN YALIMO,2,51,64.83,52.58,60.06,40.88,52.0,33.06,50.57,2015,25,PAPUA
441.0, 2528,KABUPATEN INTAN JAYA,1,25,67.42,51.27,86.56,49.6,60.56,50.4,60.97,2015,25,PAPUA
442.0, 2529,KABUPATEN DEIYAI,3,101,49.1,61.52,62.98,55.87,49.5,43.54,53.75,2015,25,PAPUA
414.0, 2501,KOTA JAYAPURA,20,1318,51.04,29.31,23.05,32.19,36.78,38.86,35.21,2016,25,PAPUA
415.0, 2502,KABUPATEN JAYAPURA,15,670,45.29,30.81,26.57,29.23,32.76,36.61,33.55,2016,25,PAPUA
416.0, 2503,KABUPATEN BIAK NUMFOR,17,636,47.27,30.6,26.44,28.17,32.48,34.5,33.24,2016,25,PAPUA
417.0, 2504,KABUPATEN KEPULAUAN YAPEN,6,462,40.14,23.28,21.26,27.33,28.99,30.14,28.52,2016,25,PAPUA
418.0, 2505,KABUPATEN MERAUKE,16,794,52.72,29.15,26.37,30.22,36.53,39.26,35.71,2016,25,PAPUA
419.0, 2506,KABUPATEN JAYAWIJAYA,12,662,61.37,55.19,59.17,48.22,41.98,50.98,52.82,2016,25,PAPUA
420.0, 2507,KABUPATEN NABIRE,19,738,48.19,32.9,29.15,31.85,34.72,37.72,35.76,2016,25,PAPUA
421.0, 2508,KABUPATEN PANIAI,6,204,54.53,30.53,27.5,26.31,32.19,33.08,34.02,2016,25,PAPUA
422.0, 2509,KABUPATEN PUNCAK JAYA,2,106,32.89,24.02,28.98,26.82,23.62,28.0,27.39,2016,25,PAPUA
423.0, 2510,KABUPATEN MIMIKA,13,523,55.85,32.7,31.36,32.08,39.91,43.72,39.27,2016,25,PAPUA
424.0, 2511,KABUPATEN KEEROM,9,235,52.37,45.43,42.28,42.31,39.38,44.06,44.31,2016,25,PAPUA
425.0, 2512,KABUPATEN SARMI,4,211,49.82,30.82,40.75,34.69,33.55,37.84,37.91,2016,25,PAPUA
426.0, 2513,KABUPATEN SUPIORI,6,151,49.81,43.11,47.37,29.37,51.37,41.32,43.73,2016,25,PAPUA
427.0, 2514,KABUPATEN WAROPEN,3,93,42.07,24.06,20.99,27.18,28.2,30.73,28.87,2016,25,PAPUA
428.0, 2515,KABUPATEN BOVEN DIGOEL,2,131,42.87,31.65,29.12,30.34,29.11,33.42,32.75,2016,25,PAPUA
429.0, 2516,KABUPATEN ASMAT,4,209,56.29,49.61,50.56,53.73,52.24,55.39,52.97,2016,25,PAPUA
430.0, 2517,KABUPATEN MAPPI,5,312,47.86,37.54,44.86,37.6,40.6,45.36,42.3,2016,25,PAPUA
431.0, 2518,KABUPATEN YAHUKIMO,4,211,67.36,48.73,63.42,66.92,47.31,61.12,59.14,2016,25,PAPUA
432.0, 2519,KABUPATEN PEGUNUNGAN BINTANG,2,69,61.16,52.64,50.83,47.79,32.26,49.33,49.0,2016,25,PAPUA
433.0, 2520,KABUPATEN TOLIKARA,4,169,56.63,48.92,52.83,42.78,42.92,44.15,48.04,2016,25,PAPUA
434.0, 2521,KABUPATEN MAMBERAMO RAYA,3,105,56.89,46.06,53.76,40.43,50.21,55.05,50.4,2016,25,PAPUA
435.0, 2522,KABUPATEN MAMBERAMO TENGAH,3,57,69.33,52.45,65.13,46.27,47.51,60.74,56.91,2016,25,PAPUA
436.0, 2523,KABUPATEN NDUGA,1,17,65.41,59.41,75.29,62.5,49.18,63.06,62.48,2016,25,PAPUA
437.0, 2524,KABUPATEN LANNY JAYA,6,374,51.26,57.68,69.08,43.21,51.34,57.7,55.05,2016,25,PAPUA
438.0, 2525,KABUPATEN PUNCAK,2,61,74.69,62.63,78.16,46.31,52.16,62.3,62.71,2016,25,PAPUA
439.0, 2526,KABUPATEN DOGIYAI,2,152,56.67,33.95,39.8,43.35,34.89,63.42,45.35,2016,25,PAPUA
440.0, 2527,KABUPATEN YALIMO,6,100,55.74,38.04,46.22,42.47,42.34,49.56,45.73,2016,25,PAPUA
441.0, 2528,KABUPATEN INTAN JAYA,1,10,58.2,75.4,63.25,56.0,39.0,36.4,54.71,2016,25,PAPUA
442.0, 2529,KABUPATEN DEIYAI,4,105,48.84,33.74,56.71,45.41,38.42,57.24,46.73,2016,25,PAPUA
414.0, 2501,KOTA JAYAPURA,21,1245,50.08,34.5,29.26,44.55,47.64,42.69,40.08,2017,25,PAPUA
415.0, 2502,KABUPATEN JAYAPURA,15,728,39.5,30.03,26.49,38.64,37.62,38.99,33.52,2017,25,PAPUA
416.0, 2503,KABUPATEN BIAK NUMFOR,16,672,43.82,33.43,33.99,33.56,41.86,45.06,38.01,2017,25,PAPUA
417.0, 2504,KABUPATEN KEPULAUAN YAPEN,7,473,37.76,28.4,23.17,27.83,38.31,34.22,30.95,2017,25,PAPUA
418.0, 2505,KABUPATEN MERAUKE,16,987,47.59,32.57,27.62,41.09,42.88,45.86,37.79,2017,25,PAPUA
419.0, 2506,KABUPATEN JAYAWIJAYA,12,688,57.34,52.64,59.93,53.59,49.57,55.91,55.47,2017,25,PAPUA
420.0, 2507,KABUPATEN NABIRE,19,831,44.64,34.92,28.06,39.03,39.44,43.24,36.96,2017,25,PAPUA
421.0, 2508,KABUPATEN PANIAI,6,218,51.47,61.78,63.1,0.0,24.59,0.0,50.24,2017,25,PAPUA
422.0, 2509,KABUPATEN PUNCAK JAYA,2,104,37.77,31.36,41.2,27.12,30.0,48.8,35.58,2017,25,PAPUA
423.0, 2510,KABUPATEN MIMIKA,13,516,49.05,35.85,30.36,41.16,46.92,44.16,40.05,2017,25,PAPUA
424.0, 2511,KABUPATEN KEEROM,9,247,47.22,35.46,35.4,43.11,45.05,44.41,40.63,2017,25,PAPUA
425.0, 2512,KABUPATEN SARMI,4,211,48.99,40.06,42.09,37.04,41.85,41.58,42.96,2017,25,PAPUA
426.0, 2513,KABUPATEN SUPIORI,7,180,35.17,40.22,27.4,25.53,40.31,51.69,35.11,2017,25,PAPUA
427.0, 2514,KABUPATEN WAROPEN,3,88,38.25,27.05,22.47,33.41,37.54,34.8,30.76,2017,25,PAPUA
428.0, 2515,KABUPATEN BOVEN DIGOEL,3,169,39.45,37.19,34.72,0.0,37.43,0.0,37.19,2017,25,PAPUA
429.0, 2516,KABUPATEN ASMAT,4,219,57.59,58.61,49.99,55.17,55.31,65.48,56.12,2017,25,PAPUA
430.0, 2517,KABUPATEN MAPPI,6,382,30.59,30.1,25.56,0.0,0.0,31.62,29.47,2017,25,PAPUA
431.0, 2518,KABUPATEN YAHUKIMO,4,197,54.25,47.03,74.85,0.0,54.6,0.0,57.69,2017,25,PAPUA
432.0, 2519,KABUPATEN PEGUNUNGAN BINTANG,2,62,52.52,47.1,49.56,44.16,48.33,49.05,49.19,2017,25,PAPUA
433.0, 2520,KABUPATEN TOLIKARA,4,156,66.55,57.22,69.71,0.0,58.64,0.0,63.03,2017,25,PAPUA
434.0, 2521,KABUPATEN MAMBERAMO RAYA,4,136,59.67,49.49,65.99,50.32,51.16,57.96,57.08,2017,25,PAPUA
435.0, 2522,KABUPATEN MAMBERAMO TENGAH,5,61,66.29,68.72,77.25,75.36,67.73,76.08,71.52,2017,25,PAPUA
436.0, 2523,KABUPATEN NDUGA,1,24,66.25,53.17,66.25,0.0,63.67,0.0,62.34,2017,25,PAPUA
437.0, 2524,KABUPATEN LANNY JAYA,7,393,50.87,53.42,61.08,39.16,49.94,55.24,53.11,2017,25,PAPUA
438.0, 2525,KABUPATEN PUNCAK,2,37,67.73,55.4,70.47,0.0,71.73,56.64,64.09,2017,25,PAPUA
439.0, 2526,KABUPATEN DOGIYAI,2,127,61.17,54.79,73.35,0.0,56.33,0.0,61.41,2017,25,PAPUA
440.0, 2527,KABUPATEN YALIMO,4,73,59.43,58.71,52.26,40.79,58.11,58.22,56.01,2017,25,PAPUA
441.0, 2528,KABUPATEN INTAN JAYA,1,7,58.86,65.71,61.43,57.5,56.8,56.0,60.7,2017,25,PAPUA
442.0, 2529,KABUPATEN DEIYAI,4,102,43.27,36.79,44.91,0.0,49.02,0.0,43.5,2017,25,PAPUA
414.0, 2501,KOTA JAYAPURA,20,1347,50.54,34.96,26.14,37.43,43.44,38.11,38.29,2018,25,PAPUA
415.0, 2502,KABUPATEN JAYAPURA,17,757,42.54,30.88,27.66,33.77,35.23,34.63,33.98,2018,25,PAPUA
416.0, 2503,KABUPATEN BIAK NUMFOR,18,698,45.62,35.59,37.35,35.39,39.77,43.33,39.62,2018,25,PAPUA
417.0, 2504,KABUPATEN KEPULAUAN YAPEN,7,496,41.97,27.85,26.61,31.62,36.51,37.03,32.86,2018,25,PAPUA
418.0, 2505,KABUPATEN MERAUKE,19,908,48.76,31.27,26.34,34.3,41.99,39.15,36.44,2018,25,PAPUA
419.0, 2506,KABUPATEN JAYAWIJAYA,12,729,52.32,42.38,50.02,53.33,45.62,49.1,48.52,2018,25,PAPUA
420.0, 2507,KABUPATEN NABIRE,19,825,49.29,36.46,33.14,42.95,40.8,43.15,40.19,2018,25,PAPUA
421.0, 2508,KABUPATEN PANIAI,6,288,61.19,32.3,37.92,57.37,40.62,30.8,45.09,2018,25,PAPUA
422.0, 2509,KABUPATEN PUNCAK JAYA,2,147,44.52,27.97,39.15,44.1,30.84,42.94,37.58,2018,25,PAPUA
423.0, 2510,KABUPATEN MIMIKA,14,556,52.59,36.61,30.45,39.63,45.32,39.16,40.33,2018,25,PAPUA
424.0, 2511,KABUPATEN KEEROM,10,257,52.65,34.19,31.64,41.0,43.93,39.51,40.06,2018,25,PAPUA
425.0, 2512,KABUPATEN SARMI,4,191,40.33,28.84,25.68,31.02,37.21,32.57,32.67,2018,25,PAPUA
426.0, 2513,KABUPATEN SUPIORI,6,169,35.37,28.14,25.09,30.24,34.03,30.54,30.09,2018,25,PAPUA
427.0, 2514,KABUPATEN WAROPEN,3,110,43.76,34.22,27.68,42.02,46.73,32.55,35.47,2018,25,PAPUA
428.0, 2515,KABUPATEN BOVEN DIGOEL,5,189,45.01,30.86,32.69,36.67,38.1,34.03,36.2,2018,25,PAPUA
429.0, 2516,KABUPATEN ASMAT,4,239,67.84,56.01,53.7,59.01,58.47,67.23,59.42,2018,25,PAPUA
430.0, 2517,KABUPATEN MAPPI,6,322,35.86,27.22,29.08,31.15,29.71,31.19,30.7,2018,25,PAPUA
431.0, 2518,KABUPATEN YAHUKIMO,6,228,64.28,58.74,73.78,55.88,62.17,54.22,63.27,2018,25,PAPUA
432.0, 2519,KABUPATEN PEGUNUNGAN BINTANG,2,72,65.5,45.47,62.64,53.5,46.57,61.25,57.73,2018,25,PAPUA
433.0, 2520,KABUPATEN TOLIKARA,5,183,66.63,59.32,73.37,0.0,54.96,62.52,64.61,2018,25,PAPUA
434.0, 2521,KABUPATEN MAMBERAMO RAYA,4,165,61.63,52.06,58.91,46.94,53.9,54.44,55.67,2018,25,PAPUA
435.0, 2522,KABUPATEN MAMBERAMO TENGAH,5,73,62.38,60.3,70.24,71.81,52.5,48.6,63.01,2018,25,PAPUA
436.0, 2523,KABUPATEN NDUGA,2,20,65.0,67.3,77.12,0.0,64.9,0.0,68.59,2018,25,PAPUA
437.0, 2524,KABUPATEN LANNY JAYA,7,353,60.69,47.29,48.92,45.29,49.19,51.58,51.4,2018,25,PAPUA
438.0, 2525,KABUPATEN PUNCAK,2,53,61.4,45.73,66.6,0.0,41.78,0.0,53.88,2018,25,PAPUA
439.0, 2526,KABUPATEN DOGIYAI,2,174,62.5,58.65,49.34,63.92,62.38,0.0,58.57,2018,25,PAPUA
440.0, 2527,KABUPATEN YALIMO,3,70,59.91,54.49,60.43,41.46,53.75,74.77,59.17,2018,25,PAPUA
441.0, 2528,KABUPATEN INTAN JAYA,1,8,61.0,40.25,72.5,75.0,48.0,22.0,53.88,2018,25,PAPUA
442.0, 2529,KABUPATEN DEIYAI,4,114,47.25,34.98,54.91,58.13,32.73,43.56,42.91,2018,25,PAPUA
414.0, 2501,KOTA JAYAPURA,20,1229,49.55,38.6,27.92,45.0,43.83,41.93,39.89,2019,25,PAPUA
415.0, 2502,KABUPATEN JAYAPURA,19,769,40.02,33.19,26.82,38.93,35.18,39.36,34.06,2019,25,PAPUA
416.0, 2503,KABUPATEN BIAK NUMFOR,18,746,42.9,36.08,35.15,41.05,38.71,47.68,38.91,2019,25,PAPUA
417.0, 2504,KABUPATEN KEPULAUAN YAPEN,8,491,35.87,32.89,27.62,34.07,36.24,35.19,32.96,2019,25,PAPUA
418.0, 2505,KABUPATEN MERAUKE,18,886,47.17,35.91,28.43,38.71,40.5,44.15,38.19,2019,25,PAPUA
419.0, 2506,KABUPATEN JAYAWIJAYA,13,734,41.81,38.69,35.38,40.28,40.03,42.72,39.24,2019,25,PAPUA
420.0, 2507,KABUPATEN NABIRE,19,823,45.53,35.98,30.08,41.75,39.72,42.35,38.12,2019,25,PAPUA
421.0, 2508,KABUPATEN PANIAI,6,204,46.04,32.18,43.34,43.19,30.39,34.74,39.38,2019,25,PAPUA
422.0, 2509,KABUPATEN PUNCAK JAYA,2,121,32.13,20.2,36.41,29.73,26.3,36.08,30.05,2019,25,PAPUA
423.0, 2510,KABUPATEN MIMIKA,13,544,51.02,40.49,30.44,39.49,43.96,43.18,41.13,2019,25,PAPUA
424.0, 2511,KABUPATEN KEEROM,10,239,48.45,34.8,29.21,38.44,40.69,39.9,38.1,2019,25,PAPUA
425.0, 2512,KABUPATEN SARMI,4,145,38.68,33.35,29.15,36.69,40.2,37.62,35.0,2019,25,PAPUA
426.0, 2513,KABUPATEN SUPIORI,7,199,33.28,31.67,27.51,32.78,36.33,37.96,32.05,2019,25,PAPUA
427.0, 2514,KABUPATEN WAROPEN,4,145,38.84,32.8,28.05,37.15,35.26,37.73,34.12,2019,25,PAPUA
428.0, 2515,KABUPATEN BOVEN DIGOEL,5,171,40.48,33.78,30.85,33.63,37.29,31.63,35.27,2019,25,PAPUA
429.0, 2516,KABUPATEN ASMAT,4,221,47.11,44.46,40.33,38.92,45.04,44.45,43.87,2019,25,PAPUA
430.0, 2517,KABUPATEN MAPPI,6,235,38.98,31.32,30.48,30.72,31.49,32.07,33.12,2019,25,PAPUA
431.0, 2518,KABUPATEN YAHUKIMO,6,223,63.73,56.13,56.7,35.67,64.41,57.47,58.22,2019,25,PAPUA
432.0, 2519,KABUPATEN PEGUNUNGAN BINTANG,2,116,41.4,41.19,42.87,35.07,36.67,33.85,39.98,2019,25,PAPUA
433.0, 2520,KABUPATEN TOLIKARA,5,138,57.67,54.51,50.02,47.41,65.29,52.61,54.17,2019,25,PAPUA
434.0, 2521,KABUPATEN MAMBERAMO RAYA,4,193,46.04,58.93,40.93,50.44,55.16,47.42,49.02,2019,25,PAPUA
435.0, 2522,KABUPATEN MAMBERAMO TENGAH,5,63,65.91,55.27,49.44,56.18,55.33,44.9,55.35,2019,25,PAPUA
436.0, 2523,KABUPATEN NDUGA,2,40,48.2,59.05,44.69,0.0,59.85,0.0,52.95,2019,25,PAPUA
437.0, 2524,KABUPATEN LANNY JAYA,7,334,40.17,39.73,46.55,40.1,49.39,39.27,42.33,2019,25,PAPUA
438.0, 2525,KABUPATEN PUNCAK,3,57,70.45,42.42,51.4,37.14,59.31,0.0,53.18,2019,25,PAPUA
439.0, 2526,KABUPATEN DOGIYAI,2,169,62.7,45.56,71.59,0.0,0.0,69.78,62.41,2019,25,PAPUA
440.0, 2527,KABUPATEN YALIMO,4,123,60.39,49.43,57.72,50.4,46.2,58.15,55.55,2019,25,PAPUA
441.0, 2528,KABUPATEN INTAN JAYA,1,9,56.67,49.33,67.22,66.25,53.33,42.0,57.45,2019,25,PAPUA
442.0, 2529,KABUPATEN DEIYAI,4,120,38.65,34.2,37.64,41.42,32.79,0.0,36.62,2019,25,PAPUA
443.0, 2601,KOTA BENGKULU,28,1989,59.34,58.74,39.6,39.8,41.29,40.18,46.49,2015,26,BENGKULU
444.0, 2602,KABUPATEN BENGKULU UTARA,22,955,64.11,55.57,42.56,44.65,53.19,47.35,51.24,2015,26,BENGKULU
445.0, 2603,KABUPATEN REJANG LEBONG,17,993,64.59,56.02,39.16,39.71,48.4,42.06,48.32,2015,26,BENGKULU
446.0, 2604,KABUPATEN BENGKULU SELATAN,16,990,61.56,57.8,32.07,36.91,45.56,38.89,45.47,2015,26,BENGKULU
447.0, 2605,KABUPATEN SELUMA,14,752,50.93,39.51,23.3,30.78,35.89,30.9,35.22,2015,26,BENGKULU
