No,Kode,Kabupaten,JumlahSekolah,JumlahPeserta,Bindo,Bing,Math,Ekonomi,Sosiologi,Geografi,Rata,Tahun,KdProv,Provinsi
1.0, 0101,KOTA JAKARTA PUSAT,64,3274,72.55,66.35,51.03,64.89,67.24,61.86,63.99,2015,1,DKI JAKARTA
2.0, 0102,KOTA JAKARTA UTARA,89,4753,71.97,65.37,53.77,63.55,65.68,59.49,63.31,2015,1,DKI JAKARTA
3.0, 0103,KOTA JAKARTA BARAT,126,6066,72.53,66.11,51.48,64.34,66.72,61.05,63.71,2015,1,DKI JAKARTA
4.0, 0104,KOTA JAKARTA SELATAN,117,7244,74.37,72.88,59.96,69.53,70.98,67.97,69.28,2015,1,DKI JAKARTA
5.0, 0105,KOTA JAKARTA TIMUR,137,9263,72.29,70.04,54.22,69.45,70.57,66.64,67.2,2015,1,DKI JAKARTA
6.0, 0106,KOTA ADM. KEP. SERIBU,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,1,DKI JAKARTA
1.0, 0101,KOTA JAKARTA PUSAT,65,3216,67.11,52.68,46.9,55.52,55.17,63.22,56.77,2016,1,DKI JAKARTA
2.0, 0102,KOTA JAKARTA UTARA,91,4530,65.06,50.23,45.74,52.54,53.35,61.23,54.69,2016,1,DKI JAKARTA
3.0, 0103,KOTA JAKARTA BARAT,129,5669,66.01,52.43,46.82,56.94,55.01,63.63,56.81,2016,1,DKI JAKARTA
4.0, 0104,KOTA JAKARTA SELATAN,120,6702,67.2,57.18,50.59,59.0,57.43,67.97,59.9,2016,1,DKI JAKARTA
5.0, 0105,KOTA JAKARTA TIMUR,140,9359,67.02,54.81,49.16,58.26,56.66,67.15,58.84,2016,1,DKI JAKARTA
6.0, 0106,KOTA ADM. KEP. SERIBU,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016,1,DKI JAKARTA
1.0, 0101,KOTA JAKARTA PUSAT,63,3082,73.43,57.2,50.93,65.94,66.07,65.16,61.86,2017,1,DKI JAKARTA
2.0, 0102,KOTA JAKARTA UTARA,89,4100,71.04,53.12,48.63,62.99,63.4,64.35,59.09,2017,1,DKI JAKARTA
3.0, 0103,KOTA JAKARTA BARAT,124,5421,72.01,55.58,50.04,67.08,65.41,61.31,60.56,2017,1,DKI JAKARTA
4.0, 0104,KOTA JAKARTA SELATAN,122,6987,74.33,60.86,51.42,66.33,67.15,66.58,63.36,2017,1,DKI JAKARTA
5.0, 0105,KOTA JAKARTA TIMUR,139,9135,73.13,57.19,50.8,65.66,67.39,63.96,61.87,2017,1,DKI JAKARTA
6.0, 0106,KOTA ADM. KEP. SERIBU,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,1,DKI JAKARTA
1.0, 0101,KOTA JAKARTA PUSAT,62,3488,71.67,61.61,43.94,61.81,64.02,64.45,60.21,2018,1,DKI JAKARTA
2.0, 0102,KOTA JAKARTA UTARA,93,4989,70.42,59.91,42.78,57.65,62.81,63.16,58.65,2018,1,DKI JAKARTA
3.0, 0103,KOTA JAKARTA BARAT,128,6318,70.92,60.57,43.55,61.86,62.86,64.27,59.49,2018,1,DKI JAKARTA
4.0, 0104,KOTA JAKARTA SELATAN,125,7668,71.86,63.94,42.94,59.91,65.34,65.95,60.75,2018,1,DKI JAKARTA
5.0, 0105,KOTA JAKARTA TIMUR,139,9540,72.08,61.06,42.13,60.98,64.2,64.61,59.72,2018,1,DKI JAKARTA
6.0, 0106,KOTA ADM. KEP. SERIBU,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,1,DKI JAKARTA
1.0, 0101,KOTA JAKARTA PUSAT,63,3316,74.5,65.73,46.48,67.9,64.2,64.93,63.0,2019,1,DKI JAKARTA
2.0, 0102,KOTA JAKARTA UTARA,98,4702,72.01,62.73,43.7,63.13,62.64,62.93,60.32,2019,1,DKI JAKARTA
3.0, 0103,KOTA JAKARTA BARAT,129,6258,73.12,63.59,44.99,66.3,63.65,64.75,61.56,2019,1,DKI JAKARTA
4.0, 0104,KOTA JAKARTA SELATAN,123,7727,75.11,67.69,44.38,66.85,66.54,65.46,63.39,2019,1,DKI JAKARTA
5.0, 0105,KOTA JAKARTA TIMUR,137,9747,74.66,64.38,43.94,66.61,65.41,65.51,62.17,2019,1,DKI JAKARTA
6.0, 0106,KOTA ADM. KEP. SERIBU,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019,1,DKI JAKARTA
7.0, 0201,KOTA BANDUNG,149,8711,73.64,61.77,65.49,58.04,54.61,66.67,63.37,2015,2,JAWA BARAT
8.0, 0202,KOTA BANJAR,10,597,69.93,58.53,58.78,54.98,58.0,56.84,59.51,2015,2,JAWA BARAT
9.0, 0203,KOTA BEKASI,102,6518,73.68,64.85,69.52,59.65,56.66,68.1,65.41,2015,2,JAWA BARAT
10.0, 0204,KOTA BOGOR,58,2931,74.97,65.84,69.23,59.96,56.94,67.09,65.67,2015,2,JAWA BARAT
11.0, 0205,KOTA CIMAHI,22,1309,69.09,59.25,61.89,56.07,52.48,62.22,60.17,2015,2,JAWA BARAT
12.0, 0206,KOTA CIREBON,30,1922,68.2,56.33,59.09,56.26,52.81,54.94,57.94,2015,2,JAWA BARAT
13.0, 0207,KOTA DEPOK,71,3308,72.27,58.31,53.52,51.0,55.79,56.48,57.9,2015,2,JAWA BARAT
14.0, 0208,KOTA SUKABUMI,27,1468,67.38,57.85,55.83,55.65,50.83,52.47,56.67,2015,2,JAWA BARAT
15.0, 0209,KOTA TASIKMALAYA,49,2668,72.46,65.56,70.52,61.1,55.59,66.9,65.36,2015,2,JAWA BARAT
16.0, 0210,KABUPATEN BANDUNG,171,8634,66.45,53.65,57.71,52.54,49.46,55.64,55.91,2015,2,JAWA BARAT
17.0, 0211,KABUPATEN BANDUNG BARAT,99,3894,67.08,53.66,57.32,52.63,49.9,56.23,56.14,2015,2,JAWA BARAT
18.0, 0212,KABUPATEN BEKASI,107,5493,67.96,57.44,62.81,57.17,55.74,60.29,60.24,2015,2,JAWA BARAT
19.0, 0213,KABUPATEN BOGOR,221,11002,67.21,55.41,55.96,51.36,50.33,54.59,55.81,2015,2,JAWA BARAT
20.0, 0214,KABUPATEN CIAMIS,65,3193,69.47,54.15,53.39,52.27,53.29,52.34,55.82,2015,2,JAWA BARAT
21.0, 0215,KABUPATEN CIANJUR,91,4677,64.52,50.96,48.76,46.6,49.34,47.43,51.27,2015,2,JAWA BARAT
22.0, 0216,KABUPATEN CIREBON,74,4626,65.87,53.89,55.95,52.61,50.35,55.45,55.69,2015,2,JAWA BARAT
23.0, 0217,KABUPATEN GARUT,142,6671,67.4,57.09,62.28,57.31,54.8,59.5,59.73,2015,2,JAWA BARAT
24.0, 0218,KABUPATEN INDRAMAYU,71,3172,65.44,47.11,41.41,42.7,46.75,50.3,48.95,2015,2,JAWA BARAT
25.0, 0219,KABUPATEN KARAWANG,46,4490,62.48,42.16,34.28,38.35,44.47,42.28,44.0,2015,2,JAWA BARAT
26.0, 0220,KABUPATEN KUNINGAN,46,3128,70.14,53.27,48.63,48.58,52.57,54.52,54.62,2015,2,JAWA BARAT
27.0, 0221,KABUPATEN MAJALENGKA,43,2801,70.9,58.63,60.69,55.84,53.0,60.58,59.94,2015,2,JAWA BARAT
28.0, 0222,KABUPATEN PURWAKARTA,42,2380,64.37,49.36,46.44,47.66,48.31,46.2,50.39,2015,2,JAWA BARAT
29.0, 0223,KABUPATEN SUBANG,64,3392,64.81,50.1,50.74,48.52,48.89,49.7,52.13,2015,2,JAWA BARAT
30.0, 0224,KABUPATEN SUKABUMI,150,6475,71.25,58.47,59.01,54.99,54.87,53.95,58.76,2015,2,JAWA BARAT
31.0, 0225,KABUPATEN SUMEDANG,42,2323,68.23,54.75,50.61,50.35,50.63,51.58,54.36,2015,2,JAWA BARAT
32.0, 0226,KABUPATEN TASIKMALAYA,107,4262,68.93,56.93,58.68,54.56,51.95,57.61,58.11,2015,2,JAWA BARAT
33.0, 0227,KABUPATEN PANGANDARAN,16,787,63.71,46.53,46.01,44.52,48.88,44.89,49.09,2015,2,JAWA BARAT
7.0, 0201,KOTA BANDUNG,146,7891,65.33,50.52,47.58,54.14,54.54,58.15,55.04,2016,2,JAWA BARAT
8.0, 0202,KOTA BANJAR,10,633,64.55,48.01,52.79,56.86,55.98,64.94,57.19,2016,2,JAWA BARAT
9.0, 0203,KOTA BEKASI,110,5953,67.9,54.83,58.12,62.5,56.99,66.57,61.15,2016,2,JAWA BARAT
10.0, 0204,KOTA BOGOR,57,2838,66.42,52.83,53.61,55.38,56.28,62.07,57.77,2016,2,JAWA BARAT
11.0, 0205,KOTA CIMAHI,23,1302,65.71,50.06,47.26,55.94,53.3,61.34,55.6,2016,2,JAWA BARAT
12.0, 0206,KOTA CIREBON,29,1839,65.13,47.12,50.97,57.55,55.63,61.49,56.32,2016,2,JAWA BARAT
13.0, 0207,KOTA DEPOK,73,3385,66.05,50.51,52.94,58.2,56.54,63.87,58.02,2016,2,JAWA BARAT
14.0, 0208,KOTA SUKABUMI,26,1599,61.6,44.47,43.5,50.86,50.46,55.21,51.02,2016,2,JAWA BARAT
15.0, 0209,KOTA TASIKMALAYA,47,2437,65.34,49.27,58.82,60.91,55.7,64.55,59.1,2016,2,JAWA BARAT
16.0, 0210,KABUPATEN BANDUNG,180,8934,63.05,44.58,53.1,57.07,52.49,58.92,54.87,2016,2,JAWA BARAT
17.0, 0211,KABUPATEN BANDUNG BARAT,104,3908,60.87,42.48,46.61,51.14,49.41,57.43,51.32,2016,2,JAWA BARAT
18.0, 0212,KABUPATEN BEKASI,110,5735,60.59,45.54,51.35,55.77,50.97,58.32,53.76,2016,2,JAWA BARAT
19.0, 0213,KABUPATEN BOGOR,233,11158,59.67,40.64,37.42,47.62,50.51,53.79,48.28,2016,2,JAWA BARAT
20.0, 0214,KABUPATEN CIAMIS,65,3020,63.96,45.58,51.27,55.98,55.27,61.09,55.53,2016,2,JAWA BARAT
21.0, 0215,KABUPATEN CIANJUR,98,4787,59.99,44.94,50.09,51.94,52.38,57.3,52.77,2016,2,JAWA BARAT
22.0, 0216,KABUPATEN CIREBON,71,4694,64.2,45.17,59.11,59.41,56.75,63.17,57.97,2016,2,JAWA BARAT
23.0, 0217,KABUPATEN GARUT,146,6683,63.54,46.64,59.38,61.54,55.75,65.09,58.66,2016,2,JAWA BARAT
24.0, 0218,KABUPATEN INDRAMAYU,71,3083,64.72,43.82,63.36,63.19,55.59,65.19,59.31,2016,2,JAWA BARAT
25.0, 0219,KABUPATEN KARAWANG,47,4273,63.87,43.0,64.78,63.61,54.02,65.13,59.07,2016,2,JAWA BARAT
26.0, 0220,KABUPATEN KUNINGAN,45,3294,62.93,39.6,39.18,49.08,50.57,56.69,49.68,2016,2,JAWA BARAT
27.0, 0221,KABUPATEN MAJALENGKA,46,2986,67.79,51.66,67.43,66.27,58.03,71.93,63.85,2016,2,JAWA BARAT
28.0, 0222,KABUPATEN PURWAKARTA,43,2605,63.23,45.28,58.67,60.05,51.47,63.35,57.01,2016,2,JAWA BARAT
29.0, 0223,KABUPATEN SUBANG,63,3373,64.81,47.05,63.07,62.39,54.0,63.94,59.21,2016,2,JAWA BARAT
30.0, 0224,KABUPATEN SUKABUMI,160,6903,62.94,45.26,47.99,52.73,53.43,58.75,53.52,2016,2,JAWA BARAT
31.0, 0225,KABUPATEN SUMEDANG,42,2275,67.06,47.55,66.45,63.67,59.96,66.69,61.9,2016,2,JAWA BARAT
32.0, 0226,KABUPATEN TASIKMALAYA,114,4665,65.55,48.11,64.88,63.45,59.42,66.86,61.38,2016,2,JAWA BARAT
33.0, 0227,KABUPATEN PANGANDARAN,16,863,60.41,41.54,43.21,49.95,49.39,56.46,50.16,2016,2,JAWA BARAT
7.0, 0201,KOTA BANDUNG,151,7502,67.34,48.95,40.37,56.04,61.52,55.9,53.98,2017,2,JAWA BARAT
8.0, 0202,KOTA BANJAR,11,562,62.44,35.83,32.38,49.65,62.12,49.97,46.57,2017,2,JAWA BARAT
9.0, 0203,KOTA BEKASI,112,6253,69.93,54.49,46.84,58.58,64.37,59.33,58.38,2017,2,JAWA BARAT
10.0, 0204,KOTA BOGOR,59,2847,69.97,52.73,43.71,61.51,62.57,57.9,56.97,2017,2,JAWA BARAT
11.0, 0205,KOTA CIMAHI,22,1354,67.24,47.03,40.31,55.81,61.93,55.12,53.24,2017,2,JAWA BARAT
12.0, 0206,KOTA CIREBON,29,2062,65.74,43.94,39.11,53.19,60.75,55.54,51.78,2017,2,JAWA BARAT
13.0, 0207,KOTA DEPOK,79,3710,68.06,48.87,41.34,56.94,62.49,60.7,54.89,2017,2,JAWA BARAT
14.0, 0208,KOTA SUKABUMI,25,1519,59.77,38.86,33.66,44.99,56.25,49.78,46.16,2017,2,JAWA BARAT
15.0, 0209,KOTA TASIKMALAYA,50,2553,64.1,47.11,46.09,52.58,62.6,56.47,54.12,2017,2,JAWA BARAT
16.0, 0210,KABUPATEN BANDUNG,189,9640,58.19,36.2,32.87,46.88,54.42,47.41,44.66,2017,2,JAWA BARAT
17.0, 0211,KABUPATEN BANDUNG BARAT,108,4372,60.06,34.58,32.79,45.15,52.95,46.85,44.42,2017,2,JAWA BARAT
18.0, 0212,KABUPATEN BEKASI,110,6425,58.07,37.63,35.39,49.73,53.41,49.44,45.83,2017,2,JAWA BARAT
19.0, 0213,KABUPATEN BOGOR,237,12416,61.65,39.95,37.95,49.83,57.01,50.51,48.63,2017,2,JAWA BARAT
20.0, 0214,KABUPATEN CIAMIS,66,2820,62.26,36.46,33.07,47.7,58.56,51.51,46.61,2017,2,JAWA BARAT
21.0, 0215,KABUPATEN CIANJUR,106,4721,57.74,38.63,35.98,45.23,54.64,46.26,46.0,2017,2,JAWA BARAT
22.0, 0216,KABUPATEN CIREBON,76,4786,60.92,39.15,39.68,43.46,56.75,49.81,48.44,2017,2,JAWA BARAT
23.0, 0217,KABUPATEN GARUT,159,7280,57.02,35.81,32.37,44.57,51.81,43.99,43.59,2017,2,JAWA BARAT
24.0, 0218,KABUPATEN INDRAMAYU,71,3214,56.3,33.97,31.91,45.76,53.08,46.43,43.19,2017,2,JAWA BARAT
25.0, 0219,KABUPATEN KARAWANG,54,4348,55.9,33.8,32.69,43.66,53.42,44.86,43.06,2017,2,JAWA BARAT
26.0, 0220,KABUPATEN KUNINGAN,44,3159,63.03,36.59,35.39,53.34,59.05,51.46,47.83,2017,2,JAWA BARAT
27.0, 0221,KABUPATEN MAJALENGKA,47,3071,64.29,42.6,44.65,53.44,60.35,52.09,51.91,2017,2,JAWA BARAT
28.0, 0222,KABUPATEN PURWAKARTA,46,2771,58.76,36.33,32.35,44.17,54.06,50.75,44.74,2017,2,JAWA BARAT
29.0, 0223,KABUPATEN SUBANG,65,3447,58.53,35.56,33.76,43.94,55.75,50.42,45.13,2017,2,JAWA BARAT
30.0, 0224,KABUPATEN SUKABUMI,160,6773,62.27,43.22,43.68,49.47,57.06,53.09,51.02,2017,2,JAWA BARAT
31.0, 0225,KABUPATEN SUMEDANG,40,2266,61.73,37.73,34.22,48.64,57.59,54.77,47.24,2017,2,JAWA BARAT
32.0, 0226,KABUPATEN TASIKMALAYA,127,4752,64.16,47.92,49.05,55.94,59.17,56.94,54.76,2017,2,JAWA BARAT
33.0, 0227,KABUPATEN PANGANDARAN,16,809,55.05,31.7,29.83,45.48,52.36,50.27,41.85,2017,2,JAWA BARAT
7.0, 0201,KOTA BANDUNG,153,8988,66.5,53.38,33.9,52.55,58.14,56.09,52.6,2018,2,JAWA BARAT
8.0, 0202,KOTA BANJAR,10,580,62.36,41.05,29.53,48.91,55.92,55.6,47.03,2018,2,JAWA BARAT
9.0, 0203,KOTA BEKASI,117,6785,67.71,57.52,36.5,52.84,59.87,61.38,55.1,2018,2,JAWA BARAT
10.0, 0204,KOTA BOGOR,59,3018,67.44,54.34,36.03,54.18,58.07,57.2,53.67,2018,2,JAWA BARAT
11.0, 0205,KOTA CIMAHI,24,1477,65.29,51.56,33.94,51.14,56.49,54.99,51.47,2018,2,JAWA BARAT
12.0, 0206,KOTA CIREBON,28,2200,62.75,45.56,30.94,50.84,55.3,53.45,48.38,2018,2,JAWA BARAT
13.0, 0207,KOTA DEPOK,80,4803,66.55,54.37,33.99,53.78,59.65,59.92,53.42,2018,2,JAWA BARAT
14.0, 0208,KOTA SUKABUMI,25,1647,61.45,44.88,30.5,45.31,54.35,50.69,47.17,2018,2,JAWA BARAT
15.0, 0209,KOTA TASIKMALAYA,51,2917,63.71,49.03,35.41,52.21,58.47,55.89,51.27,2018,2,JAWA BARAT
16.0, 0210,KABUPATEN BANDUNG,191,11009,57.21,39.72,28.78,44.01,50.61,46.17,43.57,2018,2,JAWA BARAT
17.0, 0211,KABUPATEN BANDUNG BARAT,113,5524,57.37,40.06,29.75,43.94,50.76,46.87,44.0,2018,2,JAWA BARAT
18.0, 0212,KABUPATEN BEKASI,114,7639,57.28,41.28,29.89,44.7,50.76,46.4,44.34,2018,2,JAWA BARAT
19.0, 0213,KABUPATEN BOGOR,242,14434,58.91,41.78,29.97,46.99,52.04,51.47,45.49,2018,2,JAWA BARAT
20.0, 0214,KABUPATEN CIAMIS,64,3055,61.06,41.32,29.54,45.98,54.37,51.39,46.04,2018,2,JAWA BARAT
21.0, 0215,KABUPATEN CIANJUR,122,6663,53.41,37.26,28.4,41.91,47.3,47.64,41.48,2018,2,JAWA BARAT
22.0, 0216,KABUPATEN CIREBON,79,5343,58.12,39.2,29.32,40.61,52.69,48.69,44.27,2018,2,JAWA BARAT
23.0, 0217,KABUPATEN GARUT,168,8310,56.16,37.66,29.44,44.25,49.68,47.84,42.97,2018,2,JAWA BARAT
24.0, 0218,KABUPATEN INDRAMAYU,69,3311,55.38,37.56,28.45,42.25,49.09,48.42,42.29,2018,2,JAWA BARAT
25.0, 0219,KABUPATEN KARAWANG,59,5103,55.66,38.12,28.62,40.38,49.14,43.72,42.23,2018,2,JAWA BARAT
26.0, 0220,KABUPATEN KUNINGAN,47,3617,62.83,42.49,31.21,48.3,56.35,52.77,47.69,2018,2,JAWA BARAT
27.0, 0221,KABUPATEN MAJALENGKA,48,3569,59.73,42.23,31.58,48.71,54.71,50.0,46.44,2018,2,JAWA BARAT
28.0, 0222,KABUPATEN PURWAKARTA,46,3202,58.17,38.59,28.8,42.91,51.09,48.62,43.6,2018,2,JAWA BARAT
29.0, 0223,KABUPATEN SUBANG,65,4007,57.81,39.42,29.94,41.63,51.83,47.6,44.19,2018,2,JAWA BARAT
30.0, 0224,KABUPATEN SUKABUMI,166,7655,56.7,38.5,29.75,43.11,51.43,47.82,43.62,2018,2,JAWA BARAT
31.0, 0225,KABUPATEN SUMEDANG,41,2558,61.92,44.09,30.55,45.06,53.96,57.5,47.52,2018,2,JAWA BARAT
32.0, 0226,KABUPATEN TASIKMALAYA,130,5336,58.14,40.72,30.89,45.08,53.34,48.59,45.11,2018,2,JAWA BARAT
33.0, 0227,KABUPATEN PANGANDARAN,18,978,56.65,36.78,28.59,42.47,49.62,50.08,42.63,2018,2,JAWA BARAT
7.0, 0201,KOTA BANDUNG,155,9174,68.85,56.56,37.45,58.76,59.16,56.63,55.37,2019,2,JAWA BARAT
8.0, 0202,KOTA BANJAR,11,688,64.6,44.63,33.33,54.58,55.85,54.87,49.5,2019,2,JAWA BARAT
9.0, 0203,KOTA BEKASI,122,6938,69.42,59.28,38.55,58.39,59.8,59.5,56.68,2019,2,JAWA BARAT
10.0, 0204,KOTA BOGOR,61,2840,69.68,58.15,37.77,60.93,60.47,55.94,56.25,2019,2,JAWA BARAT
11.0, 0205,KOTA CIMAHI,24,1318,68.42,52.33,36.61,57.9,57.89,55.54,53.67,2019,2,JAWA BARAT
12.0, 0206,KOTA CIREBON,28,2229,65.67,49.59,35.71,56.67,57.48,52.82,51.88,2019,2,JAWA BARAT
13.0, 0207,KOTA DEPOK,79,4713,69.11,56.93,38.0,58.28,60.43,59.51,55.99,2019,2,JAWA BARAT
14.0, 0208,KOTA SUKABUMI,28,1793,61.66,47.2,33.93,51.48,53.66,49.8,48.72,2019,2,JAWA BARAT
15.0, 0209,KOTA TASIKMALAYA,50,3027,63.23,48.02,35.64,55.97,57.05,51.89,50.66,2019,2,JAWA BARAT
16.0, 0210,KABUPATEN BANDUNG,193,11589,57.99,42.63,32.28,49.38,51.16,45.55,45.64,2019,2,JAWA BARAT
17.0, 0211,KABUPATEN BANDUNG BARAT,113,5599,59.17,42.94,33.26,49.79,51.18,47.5,46.4,2019,2,JAWA BARAT
18.0, 0212,KABUPATEN BEKASI,115,7913,59.14,45.35,33.11,51.45,51.81,47.99,47.16,2019,2,JAWA BARAT
19.0, 0213,KABUPATEN BOGOR,244,14947,60.34,45.13,33.18,51.36,53.3,50.85,47.82,2019,2,JAWA BARAT
20.0, 0214,KABUPATEN CIAMIS,66,3325,62.19,42.92,33.4,52.22,54.41,49.91,47.96,2019,2,JAWA BARAT
21.0, 0215,KABUPATEN CIANJUR,136,8365,50.97,39.53,31.17,46.92,45.89,47.51,41.92,2019,2,JAWA BARAT
22.0, 0216,KABUPATEN CIREBON,80,5343,58.25,41.04,32.42,46.62,52.34,48.87,45.73,2019,2,JAWA BARAT
23.0, 0217,KABUPATEN GARUT,184,8902,56.34,40.89,33.09,50.27,50.13,48.59,45.05,2019,2,JAWA BARAT
24.0, 0218,KABUPATEN INDRAMAYU,70,3257,55.65,41.51,32.45,48.8,49.21,47.35,44.57,2019,2,JAWA BARAT
25.0, 0219,KABUPATEN KARAWANG,58,5248,54.34,41.34,31.82,44.14,48.82,44.3,43.69,2019,2,JAWA BARAT
26.0, 0220,KABUPATEN KUNINGAN,49,3431,63.82,44.56,34.1,53.84,56.66,51.66,49.43,2019,2,JAWA BARAT
27.0, 0221,KABUPATEN MAJALENGKA,49,3903,59.39,43.82,34.51,56.66,54.18,49.08,47.69,2019,2,JAWA BARAT
28.0, 0222,KABUPATEN PURWAKARTA,48,3300,58.68,42.28,31.96,47.61,50.94,48.21,45.67,2019,2,JAWA BARAT
29.0, 0223,KABUPATEN SUBANG,66,4159,57.87,42.3,33.04,44.7,51.78,49.66,45.93,2019,2,JAWA BARAT
30.0, 0224,KABUPATEN SUKABUMI,172,8386,57.25,40.87,32.75,47.64,51.38,46.78,45.19,2019,2,JAWA BARAT
31.0, 0225,KABUPATEN SUMEDANG,45,2722,62.13,44.92,32.92,51.06,54.31,51.99,48.32,2019,2,JAWA BARAT
32.0, 0226,KABUPATEN TASIKMALAYA,136,5678,58.29,41.94,34.08,48.91,52.25,47.24,46.2,2019,2,JAWA BARAT
33.0, 0227,KABUPATEN PANGANDARAN,19,1054,55.73,39.2,31.13,43.96,50.69,46.03,43.74,2019,2,JAWA BARAT
34.0, 0301,KOTA SEMARANG,87,4905,71.66,60.14,53.87,62.09,65.36,50.54,60.61,2015,3,JAWA TENGAH
35.0, 0302,KOTA SURAKARTA,39,2968,76.57,59.42,57.62,57.95,64.11,55.42,61.85,2015,3,JAWA TENGAH
36.0, 0303,KOTA TEGAL,12,990,72.08,59.66,58.88,66.91,68.52,53.2,63.21,2015,3,JAWA TENGAH
37.0, 0304,KOTA PEKALONGAN,15,845,71.38,64.05,56.58,66.09,68.47,52.3,63.15,2015,3,JAWA TENGAH
38.0, 0305,KOTA SALATIGA,9,716,78.09,61.64,63.07,65.52,69.85,61.64,66.64,2015,3,JAWA TENGAH
39.0, 0306,KOTA MAGELANG,14,1000,77.79,61.17,59.04,59.15,67.08,55.61,63.31,2015,3,JAWA TENGAH
40.0, 0307,KABUPATEN BANYUMAS,47,3071,74.06,52.01,53.81,55.94,61.82,50.59,58.04,2015,3,JAWA TENGAH
41.0, 0308,KABUPATEN BANJARNEGARA,27,1359,71.63,50.41,42.47,57.35,61.49,48.1,55.24,2015,3,JAWA TENGAH
42.0, 0309,KABUPATEN CILACAP,67,3834,72.07,50.31,50.57,55.9,59.93,48.38,56.19,2015,3,JAWA TENGAH
43.0, 0310,KABUPATEN PURBALINGGA,22,1829,74.36,49.96,47.99,52.45,62.1,51.8,56.44,2015,3,JAWA TENGAH
44.0, 0311,KABUPATEN KEBUMEN,48,2918,75.34,48.03,50.95,50.52,63.41,52.66,56.82,2015,3,JAWA TENGAH
45.0, 0312,KABUPATEN MAGELANG,51,2696,74.8,51.62,49.66,52.36,62.43,52.32,57.2,2015,3,JAWA TENGAH
46.0, 0313,KABUPATEN PURWOREJO,28,1766,75.04,52.18,54.15,54.36,65.76,52.79,59.05,2015,3,JAWA TENGAH
47.0, 0314,KABUPATEN TEMANGGUNG,25,1234,74.66,52.79,53.74,57.52,65.91,53.93,59.76,2015,3,JAWA TENGAH
48.0, 0315,KABUPATEN WONOSOBO,20,1338,73.49,50.38,49.66,55.46,62.7,51.36,57.18,2015,3,JAWA TENGAH
49.0, 0316,KABUPATEN BOYOLALI,39,2279,71.57,50.11,42.06,55.23,58.88,48.72,54.43,2015,3,JAWA TENGAH
50.0, 0317,KABUPATEN KARANGANYAR,18,1703,72.89,52.21,48.09,54.27,58.88,51.56,56.32,2015,3,JAWA TENGAH
51.0, 0318,KABUPATEN KLATEN,33,1873,71.64,57.3,51.49,60.46,63.44,52.92,59.54,2015,3,JAWA TENGAH
52.0, 0319,KABUPATEN SRAGEN,29,1551,69.97,47.17,37.32,48.94,52.66,46.3,50.39,2015,3,JAWA TENGAH
53.0, 0320,KABUPATEN SUKOHARJO,26,1755,76.26,59.19,53.11,63.66,67.15,55.9,62.55,2015,3,JAWA TENGAH
54.0, 0321,KABUPATEN WONOGIRI,24,1509,75.38,54.13,47.71,51.97,62.17,53.67,57.51,2015,3,JAWA TENGAH
55.0, 0322,KABUPATEN BLORA,32,1709,68.81,46.78,41.15,53.13,55.73,45.81,51.9,2015,3,JAWA TENGAH
56.0, 0323,KABUPATEN JEPARA,81,4261,67.78,55.68,43.13,65.96,66.17,47.53,57.71,2015,3,JAWA TENGAH
57.0, 0324,KABUPATEN KUDUS,49,3992,68.02,57.9,52.56,66.85,68.13,46.57,60.01,2015,3,JAWA TENGAH
58.0, 0325,KABUPATEN PATI,81,4762,68.79,51.77,47.79,59.0,63.27,46.57,56.2,2015,3,JAWA TENGAH
59.0, 0326,KABUPATEN REMBANG,32,1946,71.21,47.35,42.13,50.46,59.22,46.86,52.87,2015,3,JAWA TENGAH
60.0, 0327,KABUPATEN DEMAK,88,4402,63.85,58.91,49.86,64.64,64.3,51.67,58.87,2015,3,JAWA TENGAH
61.0, 0328,KABUPATEN GROBOGAN,64,3318,65.25,52.54,40.4,61.55,55.41,43.75,53.15,2015,3,JAWA TENGAH
62.0, 0329,KABUPATEN KENDAL,42,2843,67.82,57.26,47.9,63.09,63.34,46.11,57.59,2015,3,JAWA TENGAH
63.0, 0330,KABUPATEN SEMARANG,31,1631,73.19,52.29,51.47,60.4,64.25,50.43,58.67,2015,3,JAWA TENGAH
64.0, 0331,KABUPATEN BATANG,25,1396,69.32,55.94,47.93,68.26,67.67,48.76,59.65,2015,3,JAWA TENGAH
65.0, 0332,KABUPATEN BREBES,53,3329,66.14,48.56,41.34,56.91,57.87,45.96,52.8,2015,3,JAWA TENGAH
66.0, 0333,KABUPATEN PEKALONGAN,28,1997,70.27,57.79,50.23,61.64,65.58,50.43,59.32,2015,3,JAWA TENGAH
67.0, 0334,KABUPATEN PEMALANG,35,2426,67.56,53.43,46.36,56.91,61.68,47.55,55.58,2015,3,JAWA TENGAH
68.0, 0335,KABUPATEN TEGAL,38,2356,68.74,56.0,50.49,63.55,64.44,50.22,58.91,2015,3,JAWA TENGAH
34.0, 0301,KOTA SEMARANG,86,4489,65.95,54.28,50.65,58.36,58.34,65.76,58.89,2016,3,JAWA TENGAH
