No,Kode,Kabupaten,JumlahSekolah,JumlahPeserta,Bindo,Bing,Math,Fisika,Kimia,Biologi,Rata,Tahun,KdProv,Provinsi
105.0, 0532,KABUPATEN SITUBONDO,28,1961,66.59,44.42,38.08,45.8,49.82,42.94,48.33,2017,5,JAWA TIMUR
106.0, 0533,KABUPATEN JEMBER,80,5389,71.37,47.93,39.39,47.17,54.13,50.62,52.31,2017,5,JAWA TIMUR
107.0, 0534,KABUPATEN BANYUWANGI,71,4725,72.24,49.58,40.12,47.01,52.06,51.51,53.23,2017,5,JAWA TIMUR
108.0, 0535,KABUPATEN PAMEKASAN,65,3802,60.0,39.47,34.18,43.85,46.51,39.84,43.63,2017,5,JAWA TIMUR
109.0, 0536,KABUPATEN SAMPANG,35,1682,58.33,36.59,33.15,42.54,53.61,40.54,42.31,2017,5,JAWA TIMUR
110.0, 0537,KABUPATEN SUMENEP,50,3013,64.63,40.08,36.67,41.67,49.13,44.3,46.46,2017,5,JAWA TIMUR
111.0, 0538,KABUPATEN BANGKALAN,38,2586,63.53,43.7,37.26,43.2,50.59,47.9,47.96,2017,5,JAWA TIMUR
74.0, 0501,KOTA SURABAYA,137,14000,75.95,67.43,48.69,49.86,56.73,60.1,62.11,2018,5,JAWA TIMUR
75.0, 0502,KOTA MALANG,46,4277,79.18,71.65,52.22,50.93,57.54,65.62,65.52,2018,5,JAWA TIMUR
76.0, 0503,KOTA MADIUN,13,1503,78.71,66.64,45.38,46.65,58.63,62.56,62.17,2018,5,JAWA TIMUR
77.0, 0504,KOTA KEDIRI,20,2452,78.7,69.08,49.34,50.25,56.05,64.35,64.13,2018,5,JAWA TIMUR
78.0, 0505,KOTA MOJOKERTO,10,890,73.08,64.08,43.35,44.36,50.71,61.4,59.08,2018,5,JAWA TIMUR
79.0, 0506,KOTA BLITAR,9,1020,77.24,62.09,42.75,43.41,56.1,56.5,58.87,2018,5,JAWA TIMUR
80.0, 0507,KOTA PASURUAN,10,869,73.85,61.01,42.9,47.59,53.32,60.57,58.68,2018,5,JAWA TIMUR
81.0, 0508,KOTA PROBOLINGGO,13,896,72.32,59.88,43.86,46.88,53.89,56.91,57.64,2018,5,JAWA TIMUR
82.0, 0509,KOTA BATU,12,784,76.49,62.51,42.73,46.13,52.76,58.43,58.9,2018,5,JAWA TIMUR
83.0, 0510,KABUPATEN GRESIK,99,5697,70.85,57.78,44.51,48.38,55.73,60.68,57.81,2018,5,JAWA TIMUR
84.0, 0511,KABUPATEN SIDOARJO,76,7724,74.47,64.89,49.31,50.55,60.66,62.52,62.13,2018,5,JAWA TIMUR
85.0, 0512,KABUPATEN MOJOKERTO,43,3398,72.83,60.37,43.82,46.45,52.33,59.98,58.27,2018,5,JAWA TIMUR
86.0, 0513,KABUPATEN JOMBANG,71,5492,72.9,58.65,40.15,45.42,51.78,55.96,56.15,2018,5,JAWA TIMUR
87.0, 0514,KABUPATEN BOJONEGORO,64,4124,69.5,51.0,35.49,41.12,51.43,48.75,51.06,2018,5,JAWA TIMUR
88.0, 0515,KABUPATEN TUBAN,49,2970,72.72,54.96,40.18,44.49,51.6,56.19,55.56,2018,5,JAWA TIMUR
89.0, 0516,KABUPATEN LAMONGAN,99,5908,68.99,51.99,36.54,42.22,49.13,52.02,51.97,2018,5,JAWA TIMUR
90.0, 0517,KABUPATEN MADIUN,22,1832,73.64,58.32,40.69,42.62,51.46,56.03,56.17,2018,5,JAWA TIMUR
91.0, 0518,KABUPATEN NGAWI,21,1974,73.89,55.74,37.91,41.12,48.82,56.18,54.98,2018,5,JAWA TIMUR
92.0, 0519,KABUPATEN MAGETAN,24,2170,74.58,59.61,41.93,44.81,56.04,60.66,58.47,2018,5,JAWA TIMUR
93.0, 0520,KABUPATEN PONOROGO,39,2851,74.85,58.34,38.75,43.54,50.61,54.43,55.77,2018,5,JAWA TIMUR
94.0, 0521,KABUPATEN PACITAN,14,912,74.15,58.05,38.73,45.28,50.37,58.63,56.5,2018,5,JAWA TIMUR
95.0, 0522,KABUPATEN KEDIRI,37,3271,73.29,56.11,38.89,42.4,47.39,55.27,54.73,2018,5,JAWA TIMUR
96.0, 0523,KABUPATEN NGANJUK,42,3280,72.29,55.25,38.7,43.9,49.62,54.54,54.44,2018,5,JAWA TIMUR
97.0, 0524,KABUPATEN BLITAR,30,2393,75.81,59.19,42.15,43.04,55.66,59.31,58.04,2018,5,JAWA TIMUR
98.0, 0525,KABUPATEN TULUNGAGUNG,28,3062,77.56,65.05,49.77,45.94,56.79,65.83,63.41,2018,5,JAWA TIMUR
99.0, 0526,KABUPATEN TRENGGALEK,20,1638,75.92,61.18,41.47,45.97,56.34,63.06,59.72,2018,5,JAWA TIMUR
100.0, 0527,KABUPATEN MALANG,78,4373,73.52,56.31,38.61,42.64,49.94,52.52,54.62,2018,5,JAWA TIMUR
101.0, 0528,KABUPATEN PASURUAN,49,3234,71.75,55.9,40.5,41.89,49.57,54.57,54.9,2018,5,JAWA TIMUR
102.0, 0529,KABUPATEN PROBOLINGGO,43,2910,65.42,48.28,33.43,43.05,47.63,45.18,48.07,2018,5,JAWA TIMUR
103.0, 0530,KABUPATEN LUMAJANG,38,2460,70.04,53.35,37.78,45.01,55.7,51.02,52.94,2018,5,JAWA TIMUR
104.0, 0531,KABUPATEN BONDOWOSO,21,1498,67.94,51.52,34.2,41.75,50.98,49.43,50.58,2018,5,JAWA TIMUR
105.0, 0532,KABUPATEN SITUBONDO,29,2220,64.92,48.23,35.42,39.56,50.89,45.4,48.56,2018,5,JAWA TIMUR
106.0, 0533,KABUPATEN JEMBER,86,6226,69.07,53.22,37.7,42.64,50.34,50.07,52.22,2018,5,JAWA TIMUR
107.0, 0534,KABUPATEN BANYUWANGI,72,5433,71.62,56.07,41.3,44.78,50.48,55.87,55.49,2018,5,JAWA TIMUR
108.0, 0535,KABUPATEN PAMEKASAN,72,4105,59.74,41.65,31.92,39.43,46.66,42.65,44.0,2018,5,JAWA TIMUR
109.0, 0536,KABUPATEN SAMPANG,40,1872,56.42,41.34,29.38,42.47,44.83,39.88,41.88,2018,5,JAWA TIMUR
110.0, 0537,KABUPATEN SUMENEP,52,3105,62.09,42.96,29.65,39.74,44.45,41.77,44.12,2018,5,JAWA TIMUR
111.0, 0538,KABUPATEN BANGKALAN,35,2525,63.09,48.61,36.58,42.62,46.42,50.64,49.3,2018,5,JAWA TIMUR
74.0, 0501,KOTA SURABAYA,135,13942,78.15,68.04,48.61,54.06,57.7,58.99,63.08,2019,5,JAWA TIMUR
75.0, 0502,KOTA MALANG,48,4030,82.9,74.99,54.62,57.45,61.75,67.05,68.91,2019,5,JAWA TIMUR
76.0, 0503,KOTA MADIUN,13,1549,80.41,66.25,45.45,51.67,56.06,59.07,62.32,2019,5,JAWA TIMUR
77.0, 0504,KOTA KEDIRI,20,2610,81.01,66.54,48.5,51.93,59.87,61.83,63.91,2019,5,JAWA TIMUR
78.0, 0505,KOTA MOJOKERTO,11,1080,76.21,59.93,44.35,47.38,52.58,58.57,58.96,2019,5,JAWA TIMUR
79.0, 0506,KOTA BLITAR,10,994,80.23,63.39,45.14,47.97,58.0,58.91,61.14,2019,5,JAWA TIMUR
80.0, 0507,KOTA PASURUAN,10,865,76.48,59.42,43.6,52.35,53.85,56.73,58.74,2019,5,JAWA TIMUR
81.0, 0508,KOTA PROBOLINGGO,13,906,75.61,61.08,43.31,53.11,56.35,58.14,59.3,2019,5,JAWA TIMUR
82.0, 0509,KOTA BATU,13,816,80.39,65.36,46.93,51.4,59.54,59.96,62.66,2019,5,JAWA TIMUR
83.0, 0510,KABUPATEN GRESIK,103,5743,71.4,55.79,42.26,48.87,53.97,55.88,56.03,2019,5,JAWA TIMUR
84.0, 0511,KABUPATEN SIDOARJO,80,7677,74.83,62.66,45.75,51.01,59.29,59.55,60.37,2019,5,JAWA TIMUR
85.0, 0512,KABUPATEN MOJOKERTO,44,3597,74.38,56.73,42.42,45.73,54.72,55.49,56.82,2019,5,JAWA TIMUR
86.0, 0513,KABUPATEN JOMBANG,68,5722,75.26,57.17,41.08,46.78,51.6,55.98,56.77,2019,5,JAWA TIMUR
87.0, 0514,KABUPATEN BOJONEGORO,63,4103,71.59,50.52,38.91,43.04,53.69,51.34,52.87,2019,5,JAWA TIMUR
88.0, 0515,KABUPATEN TUBAN,48,3094,74.05,53.65,41.17,47.44,54.93,54.52,55.7,2019,5,JAWA TIMUR
89.0, 0516,KABUPATEN LAMONGAN,101,6136,69.27,49.78,38.68,41.94,49.86,51.55,51.98,2019,5,JAWA TIMUR
90.0, 0517,KABUPATEN MADIUN,20,1914,75.59,54.85,41.03,47.47,52.72,55.56,56.33,2019,5,JAWA TIMUR
91.0, 0518,KABUPATEN NGAWI,23,2092,76.35,54.73,39.83,44.74,50.71,55.63,56.1,2019,5,JAWA TIMUR
92.0, 0519,KABUPATEN MAGETAN,25,2146,76.6,57.73,40.8,45.84,53.69,57.51,57.69,2019,5,JAWA TIMUR
93.0, 0520,KABUPATEN PONOROGO,43,3226,76.91,56.27,39.92,42.41,50.37,54.93,56.31,2019,5,JAWA TIMUR
94.0, 0521,KABUPATEN PACITAN,13,904,77.79,57.29,41.14,47.12,52.12,56.94,57.85,2019,5,JAWA TIMUR
95.0, 0522,KABUPATEN KEDIRI,38,3472,75.21,52.67,39.06,44.19,49.0,52.43,54.36,2019,5,JAWA TIMUR
96.0, 0523,KABUPATEN NGANJUK,43,3460,73.57,52.87,39.17,46.26,52.67,54.71,54.66,2019,5,JAWA TIMUR
97.0, 0524,KABUPATEN BLITAR,30,2422,78.48,58.16,41.78,46.3,54.11,57.54,58.31,2019,5,JAWA TIMUR
98.0, 0525,KABUPATEN TULUNGAGUNG,28,3283,77.21,61.24,45.58,48.47,54.65,60.54,60.62,2019,5,JAWA TIMUR
99.0, 0526,KABUPATEN TRENGGALEK,21,1767,77.23,57.52,41.27,49.87,56.32,58.91,58.42,2019,5,JAWA TIMUR
100.0, 0527,KABUPATEN MALANG,82,4898,76.02,55.21,40.4,45.86,51.51,54.59,56.01,2019,5,JAWA TIMUR
101.0, 0528,KABUPATEN PASURUAN,51,3582,71.83,54.71,40.1,42.85,47.14,53.05,54.39,2019,5,JAWA TIMUR
102.0, 0529,KABUPATEN PROBOLINGGO,44,2851,66.47,47.42,35.64,43.94,45.63,47.29,49.05,2019,5,JAWA TIMUR
103.0, 0530,KABUPATEN LUMAJANG,41,2623,71.9,51.8,39.9,47.33,56.73,51.29,53.75,2019,5,JAWA TIMUR
104.0, 0531,KABUPATEN BONDOWOSO,22,1650,68.4,50.45,36.16,41.23,48.38,51.23,51.21,2019,5,JAWA TIMUR
105.0, 0532,KABUPATEN SITUBONDO,30,2269,66.77,48.54,37.46,41.61,46.75,47.93,49.96,2019,5,JAWA TIMUR
106.0, 0533,KABUPATEN JEMBER,84,6524,71.04,53.08,39.97,44.73,53.87,51.97,53.84,2019,5,JAWA TIMUR
107.0, 0534,KABUPATEN BANYUWANGI,68,5307,72.7,54.18,41.12,43.97,52.15,54.94,55.21,2019,5,JAWA TIMUR
108.0, 0535,KABUPATEN PAMEKASAN,73,4160,58.26,43.6,35.13,41.01,46.37,45.4,45.51,2019,5,JAWA TIMUR
109.0, 0536,KABUPATEN SAMPANG,42,1912,54.37,41.91,34.25,44.3,46.8,43.08,43.49,2019,5,JAWA TIMUR
110.0, 0537,KABUPATEN SUMENEP,51,3109,61.19,43.57,34.51,39.23,47.31,44.63,45.87,2019,5,JAWA TIMUR
111.0, 0538,KABUPATEN BANGKALAN,37,2710,61.69,47.21,38.59,46.15,50.17,49.67,49.22,2019,5,JAWA TIMUR
112.0, 0601,KOTA BANDA ACEH,37,2476,81.89,77.25,69.09,83.13,80.2,75.53,77.85,2015,6,ACEH
113.0, 0602,KOTA SABANG,4,186,75.71,74.49,45.5,72.97,73.8,64.0,67.75,2015,6,ACEH
114.0, 0603,KOTA LHOKSEUMAWE,16,1570,69.23,68.68,62.95,66.49,70.43,69.08,67.81,2015,6,ACEH
115.0, 0604,KOTA LANGSA,15,1499,78.46,69.63,69.33,64.35,79.68,72.41,72.31,2015,6,ACEH
116.0, 0605,KOTA SUBULUSSALAM,11,553,76.6,72.47,77.74,79.69,60.81,59.41,71.12,2015,6,ACEH
117.0, 0606,KABUPATEN ACEH BESAR,56,2222,70.47,74.24,60.71,74.4,70.89,68.79,69.92,2015,6,ACEH
118.0, 0607,KABUPATEN PIDIE,40,3020,81.37,73.6,71.92,73.96,73.29,68.84,73.83,2015,6,ACEH
119.0, 0608,KABUPATEN PIDIE JAYA,16,1446,77.13,67.01,71.92,78.83,87.22,72.14,75.71,2015,6,ACEH
120.0, 0609,KABUPATEN BIREUEN,42,2945,63.36,64.08,59.31,61.87,63.81,59.75,62.03,2015,6,ACEH
121.0, 0610,KABUPATEN ACEH TENGAH,25,1176,74.21,74.37,77.2,74.76,73.61,79.53,75.61,2015,6,ACEH
122.0, 0611,KABUPATEN BENER MERIAH,23,993,73.12,74.02,76.97,73.74,72.4,78.6,74.81,2015,6,ACEH
123.0, 0612,KABUPATEN ACEH UTARA,65,4080,66.48,64.52,57.97,60.44,67.45,66.99,63.98,2015,6,ACEH
124.0, 0613,KABUPATEN ACEH TIMUR,36,1931,71.09,70.88,64.94,63.7,68.25,53.93,65.47,2015,6,ACEH
125.0, 0614,KABUPATEN ACEH TAMIANG,27,1669,77.39,69.26,63.65,66.66,78.3,71.53,71.13,2015,6,ACEH
126.0, 0615,KABUPATEN ACEH SINGKIL,15,683,74.23,68.31,61.16,72.01,65.14,60.36,66.87,2015,6,ACEH
127.0, 0616,KABUPATEN ACEH JAYA,16,383,61.47,67.41,70.3,77.52,50.99,71.61,66.55,2015,6,ACEH
128.0, 0617,KABUPATEN ACEH BARAT,25,1177,73.27,70.13,47.25,65.61,67.84,56.39,63.42,2015,6,ACEH
129.0, 0618,KABUPATEN NAGAN RAYA,17,860,74.99,68.18,69.59,61.81,66.4,58.14,66.52,2015,6,ACEH
130.0, 0619,KABUPATEN SIMEULUE,19,657,73.56,74.05,65.83,70.03,71.61,72.85,71.32,2015,6,ACEH
131.0, 0620,KABUPATEN ACEH BARAT DAYA,17,1188,59.15,58.14,42.45,57.57,47.15,50.05,52.42,2015,6,ACEH
132.0, 0621,KABUPATEN ACEH SELATAN,32,1614,78.52,70.93,57.85,71.84,65.69,62.53,67.89,2015,6,ACEH
133.0, 0622,KABUPATEN ACEH TENGGARA,29,1726,72.29,74.48,76.83,74.27,73.54,78.69,75.02,2015,6,ACEH
134.0, 0623,KABUPATEN GAYO LUES,14,619,72.37,73.96,76.49,74.81,72.61,78.22,74.74,2015,6,ACEH
112.0, 0601,KOTA BANDA ACEH,38,2416,64.42,58.79,56.11,56.28,54.58,61.01,58.53,2016,6,ACEH
113.0, 0602,KOTA SABANG,4,242,58.87,53.32,45.37,57.85,45.58,57.08,53.01,2016,6,ACEH
114.0, 0603,KOTA LHOKSEUMAWE,16,1462,56.68,46.1,38.58,43.11,38.3,50.77,45.59,2016,6,ACEH
115.0, 0604,KOTA LANGSA,15,1218,56.79,53.62,48.16,54.25,46.04,59.78,53.11,2016,6,ACEH
116.0, 0605,KOTA SUBULUSSALAM,13,570,63.96,54.87,74.02,68.55,61.75,60.15,63.88,2016,6,ACEH
117.0, 0606,KABUPATEN ACEH BESAR,57,2249,55.48,50.84,46.48,54.45,45.06,54.13,51.07,2016,6,ACEH
118.0, 0607,KABUPATEN PIDIE,41,2861,52.27,37.46,27.5,33.12,28.87,37.71,36.16,2016,6,ACEH
119.0, 0608,KABUPATEN PIDIE JAYA,16,1268,50.98,51.97,48.25,55.41,39.43,51.03,49.51,2016,6,ACEH
120.0, 0609,KABUPATEN BIREUEN,41,2923,54.3,42.49,36.46,43.19,37.02,44.24,42.95,2016,6,ACEH
121.0, 0610,KABUPATEN ACEH TENGAH,26,1226,70.23,72.27,73.28,70.9,66.59,75.01,71.38,2016,6,ACEH
122.0, 0611,KABUPATEN BENER MERIAH,25,1014,56.95,49.23,38.88,44.08,39.64,48.57,46.23,2016,6,ACEH
123.0, 0612,KABUPATEN ACEH UTARA,67,3553,52.47,46.34,37.24,48.45,36.39,47.29,44.7,2016,6,ACEH
124.0, 0613,KABUPATEN ACEH TIMUR,37,1990,50.55,45.43,33.81,42.22,29.75,43.83,40.93,2016,6,ACEH
125.0, 0614,KABUPATEN ACEH TAMIANG,28,1696,59.38,48.66,43.62,46.29,44.46,53.18,49.27,2016,6,ACEH
126.0, 0615,KABUPATEN ACEH SINGKIL,17,695,59.53,43.62,48.26,44.81,44.79,46.21,47.87,2016,6,ACEH
127.0, 0616,KABUPATEN ACEH JAYA,16,422,65.34,57.87,66.61,60.37,59.4,59.27,61.48,2016,6,ACEH
128.0, 0617,KABUPATEN ACEH BARAT,26,1180,58.05,48.29,48.44,51.87,47.77,49.88,50.72,2016,6,ACEH
129.0, 0618,KABUPATEN NAGAN RAYA,19,888,69.44,50.61,69.75,57.54,67.75,56.94,62.01,2016,6,ACEH
130.0, 0619,KABUPATEN SIMEULUE,21,658,54.88,53.21,47.85,41.34,37.75,46.65,46.95,2016,6,ACEH
131.0, 0620,KABUPATEN ACEH BARAT DAYA,17,992,54.53,38.72,32.5,36.8,38.24,44.02,40.8,2016,6,ACEH
132.0, 0621,KABUPATEN ACEH SELATAN,32,1528,63.1,50.15,60.92,61.37,56.72,53.32,57.6,2016,6,ACEH
133.0, 0622,KABUPATEN ACEH TENGGARA,31,1625,66.51,69.38,69.19,67.51,65.76,70.5,68.14,2016,6,ACEH
134.0, 0623,KABUPATEN GAYO LUES,14,545,54.33,38.44,31.3,36.14,28.86,39.17,38.04,2016,6,ACEH
112.0, 0601,KOTA BANDA ACEH,37,2568,71.81,57.61,51.57,38.61,47.25,49.38,57.07,2017,6,ACEH
113.0, 0602,KOTA SABANG,4,220,59.4,38.67,28.71,34.36,32.69,39.23,41.15,2017,6,ACEH
114.0, 0603,KOTA LHOKSEUMAWE,16,1506,61.95,40.52,31.85,38.35,38.65,39.75,43.46,2017,6,ACEH
115.0, 0604,KOTA LANGSA,17,1292,62.44,48.9,45.25,34.55,43.99,36.85,48.59,2017,6,ACEH
116.0, 0605,KOTA SUBULUSSALAM,13,557,58.56,41.83,33.91,39.62,43.8,42.73,44.13,2017,6,ACEH
117.0, 0606,KABUPATEN ACEH BESAR,59,2100,59.06,36.87,30.65,38.93,43.65,38.04,41.27,2017,6,ACEH
118.0, 0607,KABUPATEN PIDIE,41,3000,53.78,31.05,27.24,33.82,39.39,32.88,36.31,2017,6,ACEH
119.0, 0608,KABUPATEN PIDIE JAYA,19,1385,59.03,49.93,50.42,32.13,44.41,41.96,50.18,2017,6,ACEH
120.0, 0609,KABUPATEN BIREUEN,43,3156,58.33,33.77,30.4,35.92,36.93,36.72,39.8,2017,6,ACEH
121.0, 0610,KABUPATEN ACEH TENGAH,26,1212,57.77,41.39,30.88,34.05,38.96,40.68,42.56,2017,6,ACEH
122.0, 0611,KABUPATEN BENER MERIAH,26,1048,59.78,31.65,28.6,32.35,35.49,37.39,39.25,2017,6,ACEH
123.0, 0612,KABUPATEN ACEH UTARA,70,4158,53.4,33.16,29.18,31.99,38.35,35.1,37.68,2017,6,ACEH
124.0, 0613,KABUPATEN ACEH TIMUR,40,2201,53.82,33.91,28.89,29.87,31.43,30.41,36.77,2017,6,ACEH
125.0, 0614,KABUPATEN ACEH TAMIANG,29,1813,62.63,35.8,30.93,38.08,44.36,40.88,42.61,2017,6,ACEH
126.0, 0615,KABUPATEN ACEH SINGKIL,17,751,58.02,38.09,31.94,33.45,38.55,40.3,41.9,2017,6,ACEH
127.0, 0616,KABUPATEN ACEH JAYA,17,481,57.89,51.9,38.3,25.79,33.45,39.46,46.33,2017,6,ACEH
128.0, 0617,KABUPATEN ACEH BARAT,25,1170,60.68,45.94,40.07,38.32,36.88,34.27,45.44,2017,6,ACEH
129.0, 0618,KABUPATEN NAGAN RAYA,19,1011,53.78,31.16,29.15,34.18,39.1,34.93,37.31,2017,6,ACEH
130.0, 0619,KABUPATEN SIMEULUE,23,729,55.93,46.26,32.75,30.79,49.26,42.78,44.35,2017,6,ACEH
131.0, 0620,KABUPATEN ACEH BARAT DAYA,18,1034,59.92,32.31,30.03,34.39,38.61,37.94,40.0,2017,6,ACEH
132.0, 0621,KABUPATEN ACEH SELATAN,39,1738,61.32,37.41,31.9,40.88,44.87,40.41,42.89,2017,6,ACEH
133.0, 0622,KABUPATEN ACEH TENGGARA,32,1666,48.32,38.15,30.1,32.47,38.69,34.17,37.7,2017,6,ACEH
134.0, 0623,KABUPATEN GAYO LUES,15,583,54.16,34.82,30.44,38.0,35.51,32.06,38.08,2017,6,ACEH
112.0, 0601,KOTA BANDA ACEH,36,2770,66.07,53.78,34.32,37.42,47.13,46.68,49.85,2018,6,ACEH
113.0, 0602,KOTA SABANG,4,261,59.15,46.26,27.92,31.41,35.0,40.03,43.0,2018,6,ACEH
114.0, 0603,KOTA LHOKSEUMAWE,17,1697,59.79,45.49,29.08,36.9,39.63,38.47,43.2,2018,6,ACEH
115.0, 0604,KOTA LANGSA,15,1372,61.22,43.98,29.63,34.02,44.6,40.57,43.83,2018,6,ACEH
116.0, 0605,KOTA SUBULUSSALAM,14,629,58.62,40.95,27.51,55.44,46.51,39.69,42.18,2018,6,ACEH
117.0, 0606,KABUPATEN ACEH BESAR,60,2259,58.13,42.18,27.97,40.06,44.19,38.53,41.88,2018,6,ACEH
118.0, 0607,KABUPATEN PIDIE,47,3365,53.25,35.0,25.33,34.86,43.49,35.8,37.44,2018,6,ACEH
119.0, 0608,KABUPATEN PIDIE JAYA,20,1443,55.57,39.15,30.52,38.26,44.4,39.57,41.33,2018,6,ACEH
120.0, 0609,KABUPATEN BIREUEN,47,3449,55.33,35.6,24.72,32.42,36.03,35.2,37.68,2018,6,ACEH
121.0, 0610,KABUPATEN ACEH TENGAH,26,1230,58.61,41.14,28.09,39.11,42.16,44.58,42.93,2018,6,ACEH
122.0, 0611,KABUPATEN BENER MERIAH,29,1051,56.33,36.57,24.62,31.78,38.78,37.46,38.59,2018,6,ACEH
123.0, 0612,KABUPATEN ACEH UTARA,71,3985,52.83,37.14,25.06,30.64,38.5,36.59,37.81,2018,6,ACEH
124.0, 0613,KABUPATEN ACEH TIMUR,42,2011,52.46,33.9,24.49,31.77,37.34,33.71,36.16,2018,6,ACEH
125.0, 0614,KABUPATEN ACEH TAMIANG,31,1977,58.8,38.11,26.37,32.64,42.64,38.38,40.44,2018,6,ACEH
126.0, 0615,KABUPATEN ACEH SINGKIL,16,797,55.18,37.98,25.33,33.69,37.39,38.14,39.04,2018,6,ACEH
127.0, 0616,KABUPATEN ACEH JAYA,18,482,54.24,41.02,27.07,28.33,58.75,41.96,41.24,2018,6,ACEH
128.0, 0617,KABUPATEN ACEH BARAT,26,1342,57.18,39.89,25.68,36.55,39.74,38.76,40.33,2018,6,ACEH
129.0, 0618,KABUPATEN NAGAN RAYA,19,1038,52.42,33.65,23.38,30.85,41.42,33.79,35.92,2018,6,ACEH
130.0, 0619,KABUPATEN SIMEULUE,22,706,51.54,41.54,26.63,31.89,36.32,36.58,38.93,2018,6,ACEH
131.0, 0620,KABUPATEN ACEH BARAT DAYA,18,1171,57.03,36.06,25.02,33.99,37.86,37.08,38.77,2018,6,ACEH
132.0, 0621,KABUPATEN ACEH SELATAN,39,1827,59.22,39.99,27.02,36.0,43.13,40.74,41.65,2018,6,ACEH
133.0, 0622,KABUPATEN ACEH TENGGARA,34,1870,49.55,35.57,26.94,32.55,36.69,35.55,36.81,2018,6,ACEH
134.0, 0623,KABUPATEN GAYO LUES,16,648,53.04,32.52,23.89,36.57,40.83,32.96,35.86,2018,6,ACEH
112.0, 0601,KOTA BANDA ACEH,37,2727,67.4,53.75,36.91,39.41,47.35,48.42,51.25,2019,6,ACEH
113.0, 0602,KOTA SABANG,4,250,62.2,46.62,30.55,34.19,42.71,42.8,45.28,2019,6,ACEH
114.0, 0603,KOTA LHOKSEUMAWE,19,1675,62.15,47.71,32.94,37.16,39.94,43.17,46.17,2019,6,ACEH
115.0, 0604,KOTA LANGSA,16,1352,59.96,44.42,33.61,37.47,41.04,43.93,45.19,2019,6,ACEH
116.0, 0605,KOTA SUBULUSSALAM,14,735,57.52,41.08,35.61,51.69,43.2,46.03,45.22,2019,6,ACEH
117.0, 0606,KABUPATEN ACEH BESAR,63,2562,58.89,44.37,33.07,39.74,42.87,42.63,44.67,2019,6,ACEH
118.0, 0607,KABUPATEN PIDIE,49,3259,53.48,38.6,31.16,34.41,41.1,39.93,40.67,2019,6,ACEH
119.0, 0608,KABUPATEN PIDIE JAYA,22,1514,52.01,41.94,34.15,39.15,51.15,42.55,42.84,2019,6,ACEH
120.0, 0609,KABUPATEN BIREUEN,49,3424,56.21,39.68,30.62,36.96,38.96,40.69,41.72,2019,6,ACEH
121.0, 0610,KABUPATEN ACEH TENGAH,28,1246,58.48,43.12,32.76,36.35,41.93,45.15,44.6,2019,6,ACEH
122.0, 0611,KABUPATEN BENER MERIAH,28,1057,56.7,39.44,30.17,33.09,39.19,41.48,41.49,2019,6,ACEH
123.0, 0612,KABUPATEN ACEH UTARA,74,4240,51.36,38.96,32.38,35.61,38.6,40.98,40.74,2019,6,ACEH
124.0, 0613,KABUPATEN ACEH TIMUR,48,2343,50.59,38.06,30.33,34.35,37.06,40.18,39.51,2019,6,ACEH
125.0, 0614,KABUPATEN ACEH TAMIANG,37,2073,59.42,40.73,31.28,36.11,40.43,42.77,43.38,2019,6,ACEH
126.0, 0615,KABUPATEN ACEH SINGKIL,17,804,57.99,39.57,30.88,37.38,38.62,42.43,42.57,2019,6,ACEH
127.0, 0616,KABUPATEN ACEH JAYA,19,521,54.99,41.87,31.58,39.72,58.49,43.37,43.25,2019,6,ACEH
128.0, 0617,KABUPATEN ACEH BARAT,26,1268,56.87,41.42,30.93,39.21,39.54,43.85,43.0,2019,6,ACEH
129.0, 0618,KABUPATEN NAGAN RAYA,19,987,52.04,38.32,30.42,34.69,39.42,40.32,40.12,2019,6,ACEH
130.0, 0619,KABUPATEN SIMEULUE,24,721,51.76,40.38,31.62,36.42,40.36,41.9,41.23,2019,6,ACEH
131.0, 0620,KABUPATEN ACEH BARAT DAYA,18,1127,56.39,39.22,31.18,34.08,37.2,40.95,41.73,2019,6,ACEH
132.0, 0621,KABUPATEN ACEH SELATAN,41,1761,60.17,42.11,33.82,41.29,45.9,45.56,45.33,2019,6,ACEH
133.0, 0622,KABUPATEN ACEH TENGGARA,35,1865,49.08,39.86,34.3,43.39,39.77,41.06,41.1,2019,6,ACEH
134.0, 0623,KABUPATEN GAYO LUES,15,654,52.16,38.18,29.63,36.79,36.73,39.35,39.6,2019,6,ACEH
135.0, 0701,KOTA MEDAN,196,14661,87.38,82.07,79.9,88.34,87.48,78.94,84.02,2015,7,SUMATERA UTARA
136.0, 0702,KOTA PEMATANGSIANTAR,33,3130,85.35,82.46,80.01,89.02,89.94,80.96,84.62,2015,7,SUMATERA UTARA
137.0, 0703,KOTA BINJAI,33,2371,83.46,79.04,76.24,86.01,83.17,74.51,80.41,2015,7,SUMATERA UTARA
138.0, 0704,KOTA TEBING TINGGI,15,1106,83.65,71.55,68.08,75.11,75.94,72.89,74.54,2015,7,SUMATERA UTARA
139.0, 0705,KOTA TANJUNG BALAI,14,1228,76.34,74.9,70.07,80.82,73.93,74.34,75.07,2015,7,SUMATERA UTARA
140.0, 0706,KOTA SIBOLGA,11,866,74.28,67.45,63.03,77.45,66.04,69.7,69.66,2015,7,SUMATERA UTARA
141.0, 0707,KOTA PADANGSIDIMPUAN,19,1902,80.62,67.03,64.8,87.18,83.26,80.38,77.21,2015,7,SUMATERA UTARA
