No,Kode,Kabupaten,JumlahSekolah,JumlahPeserta,Bindo,Bing,Math,Fisika,Kimia,Biologi,Rata,Tahun,KdProv,Provinsi
1.0, 0101,KOTA JAKARTA PUSAT,53,2694,80.63,73.99,65.6,77.94,70.58,68.19,72.82,2015,1,DKI JAKARTA
2.0, 0102,KOTA JAKARTA UTARA,75,3081,78.22,70.31,62.92,75.7,65.74,64.35,69.54,2015,1,DKI JAKARTA
3.0, 0103,KOTA JAKARTA BARAT,111,4593,80.09,73.31,63.09,77.19,69.78,67.28,71.79,2015,1,DKI JAKARTA
4.0, 0104,KOTA JAKARTA SELATAN,95,6501,81.22,76.2,67.1,80.12,72.56,70.32,74.59,2015,1,DKI JAKARTA
5.0, 0105,KOTA JAKARTA TIMUR,110,8553,80.04,74.43,65.71,80.58,71.35,70.13,73.71,2015,1,DKI JAKARTA
6.0, 0106,KOTA ADM. KEP. SERIBU,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,1,DKI JAKARTA
1.0, 0101,KOTA JAKARTA PUSAT,54,2848,72.79,64.17,61.63,60.25,60.49,63.91,63.87,2016,1,DKI JAKARTA
2.0, 0102,KOTA JAKARTA UTARA,78,3537,69.51,59.36,55.92,54.5,55.11,59.66,59.01,2016,1,DKI JAKARTA
3.0, 0103,KOTA JAKARTA BARAT,112,5212,71.83,62.39,58.36,57.81,59.04,62.44,61.98,2016,1,DKI JAKARTA
4.0, 0104,KOTA JAKARTA SELATAN,101,6904,72.83,67.43,61.86,62.64,61.85,68.21,65.8,2016,1,DKI JAKARTA
5.0, 0105,KOTA JAKARTA TIMUR,114,8933,72.28,63.33,60.78,63.41,61.29,65.55,64.44,2016,1,DKI JAKARTA
6.0, 0106,KOTA ADM. KEP. SERIBU,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016,1,DKI JAKARTA
1.0, 0101,KOTA JAKARTA PUSAT,54,2742,80.12,68.64,56.05,59.75,62.61,57.64,66.01,2017,1,DKI JAKARTA
2.0, 0102,KOTA JAKARTA UTARA,80,3585,76.58,63.82,51.56,55.85,59.99,53.06,61.85,2017,1,DKI JAKARTA
3.0, 0103,KOTA JAKARTA BARAT,110,5149,78.96,67.09,54.92,61.6,62.17,56.67,65.09,2017,1,DKI JAKARTA
4.0, 0104,KOTA JAKARTA SELATAN,105,7057,80.37,70.91,54.54,60.01,59.8,58.88,66.32,2017,1,DKI JAKARTA
5.0, 0105,KOTA JAKARTA TIMUR,118,8965,79.04,66.91,52.26,56.71,62.42,59.19,64.31,2017,1,DKI JAKARTA
6.0, 0106,KOTA ADM. KEP. SERIBU,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,1,DKI JAKARTA
1.0, 0101,KOTA JAKARTA PUSAT,55,3055,77.48,71.86,54.4,55.44,63.89,60.95,65.84,2018,1,DKI JAKARTA
2.0, 0102,KOTA JAKARTA UTARA,80,4017,75.1,68.79,49.66,53.23,57.29,57.03,62.33,2018,1,DKI JAKARTA
3.0, 0103,KOTA JAKARTA BARAT,112,5847,76.92,70.27,53.18,57.99,62.62,59.22,64.99,2018,1,DKI JAKARTA
4.0, 0104,KOTA JAKARTA SELATAN,112,7696,77.56,72.68,51.35,54.18,59.66,61.67,65.06,2018,1,DKI JAKARTA
5.0, 0105,KOTA JAKARTA TIMUR,122,10037,77.1,69.59,49.09,51.68,59.3,60.47,63.32,2018,1,DKI JAKARTA
6.0, 0106,KOTA ADM. KEP. SERIBU,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,1,DKI JAKARTA
1.0, 0101,KOTA JAKARTA PUSAT,54,2988,80.96,75.64,55.01,64.56,64.49,61.91,68.72,2019,1,DKI JAKARTA
2.0, 0102,KOTA JAKARTA UTARA,87,3983,78.06,71.93,51.74,59.16,60.47,59.5,65.34,2019,1,DKI JAKARTA
3.0, 0103,KOTA JAKARTA BARAT,113,5970,80.2,73.59,54.35,63.47,63.45,60.89,67.59,2019,1,DKI JAKARTA
4.0, 0104,KOTA JAKARTA SELATAN,107,7962,80.98,76.61,52.95,60.39,60.58,62.03,67.94,2019,1,DKI JAKARTA
5.0, 0105,KOTA JAKARTA TIMUR,123,10089,80.12,72.42,50.44,57.29,61.43,60.83,65.76,2019,1,DKI JAKARTA
6.0, 0106,KOTA ADM. KEP. SERIBU,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019,1,DKI JAKARTA
7.0, 0201,KOTA BANDUNG,125,11407,80.17,69.39,61.65,79.08,70.3,71.53,72.02,2015,2,JAWA BARAT
8.0, 0202,KOTA BANJAR,9,747,75.5,61.43,55.17,72.1,65.06,65.4,65.78,2015,2,JAWA BARAT
9.0, 0203,KOTA BEKASI,83,7074,79.72,70.92,62.32,76.53,70.8,74.51,72.47,2015,2,JAWA BARAT
10.0, 0204,KOTA BOGOR,48,4591,80.73,71.95,63.23,78.31,69.59,75.06,73.15,2015,2,JAWA BARAT
11.0, 0205,KOTA CIMAHI,15,1605,78.58,68.14,60.95,79.59,69.43,72.26,71.49,2015,2,JAWA BARAT
12.0, 0206,KOTA CIREBON,23,2202,78.33,64.94,57.03,75.09,62.6,70.32,68.05,2015,2,JAWA BARAT
13.0, 0207,KOTA DEPOK,49,2870,79.54,68.99,56.16,66.59,62.73,64.52,66.42,2015,2,JAWA BARAT
14.0, 0208,KOTA SUKABUMI,19,1652,75.44,66.95,56.8,76.62,63.14,73.88,68.81,2015,2,JAWA BARAT
15.0, 0209,KOTA TASIKMALAYA,38,2545,78.05,69.54,64.73,79.91,71.77,76.73,73.46,2015,2,JAWA BARAT
16.0, 0210,KABUPATEN BANDUNG,108,6332,73.37,57.12,51.29,65.85,56.06,60.25,60.66,2015,2,JAWA BARAT
17.0, 0211,KABUPATEN BANDUNG BARAT,56,2630,73.62,56.8,50.86,61.7,56.07,58.08,59.52,2015,2,JAWA BARAT
18.0, 0212,KABUPATEN BEKASI,92,7068,74.05,61.58,59.51,68.35,65.57,65.88,65.82,2015,2,JAWA BARAT
19.0, 0213,KABUPATEN BOGOR,139,8262,74.37,61.47,51.17,65.08,54.09,63.65,61.64,2015,2,JAWA BARAT
20.0, 0214,KABUPATEN CIAMIS,38,2369,75.85,60.37,53.8,70.08,57.77,65.27,63.86,2015,2,JAWA BARAT
21.0, 0215,KABUPATEN CIANJUR,56,3311,72.77,58.13,50.12,60.65,51.64,56.05,58.23,2015,2,JAWA BARAT
22.0, 0216,KABUPATEN CIREBON,67,4360,72.29,56.53,48.32,64.08,53.63,61.86,59.45,2015,2,JAWA BARAT
23.0, 0217,KABUPATEN GARUT,111,6987,72.15,60.22,58.49,70.66,63.11,65.58,65.04,2015,2,JAWA BARAT
24.0, 0218,KABUPATEN INDRAMAYU,52,3276,72.43,51.65,37.23,48.7,42.73,49.53,50.38,2015,2,JAWA BARAT
25.0, 0219,KABUPATEN KARAWANG,48,6662,69.52,47.98,32.37,42.21,36.27,42.61,45.16,2015,2,JAWA BARAT
26.0, 0220,KABUPATEN KUNINGAN,32,2601,77.75,59.48,43.85,56.22,52.11,56.15,57.59,2015,2,JAWA BARAT
27.0, 0221,KABUPATEN MAJALENGKA,27,1873,76.91,59.56,48.68,66.95,54.25,62.38,61.46,2015,2,JAWA BARAT
28.0, 0222,KABUPATEN PURWAKARTA,25,1946,73.75,58.42,52.59,66.0,54.36,61.33,61.08,2015,2,JAWA BARAT
29.0, 0223,KABUPATEN SUBANG,36,3023,72.39,56.89,51.27,63.94,54.2,55.65,59.06,2015,2,JAWA BARAT
30.0, 0224,KABUPATEN SUKABUMI,64,3945,75.99,61.36,52.68,65.49,54.88,62.89,62.22,2015,2,JAWA BARAT
31.0, 0225,KABUPATEN SUMEDANG,32,2344,75.61,61.16,49.84,68.5,52.12,61.39,61.44,2015,2,JAWA BARAT
32.0, 0226,KABUPATEN TASIKMALAYA,58,2737,74.4,63.16,58.12,70.49,59.74,67.88,65.63,2015,2,JAWA BARAT
33.0, 0227,KABUPATEN PANGANDARAN,12,738,72.24,50.49,44.65,54.1,48.22,49.29,53.17,2015,2,JAWA BARAT
7.0, 0201,KOTA BANDUNG,130,11751,71.36,59.91,57.6,55.78,54.91,60.45,60.0,2016,2,JAWA BARAT
8.0, 0202,KOTA BANJAR,9,787,64.41,49.38,59.58,57.63,62.6,60.21,58.97,2016,2,JAWA BARAT
9.0, 0203,KOTA BEKASI,98,7630,68.63,58.87,64.52,61.52,62.85,65.81,63.7,2016,2,JAWA BARAT
10.0, 0204,KOTA BOGOR,45,4778,71.97,62.68,56.77,55.95,55.7,63.28,61.06,2016,2,JAWA BARAT
11.0, 0205,KOTA CIMAHI,15,1746,69.09,57.17,63.71,61.31,57.65,63.85,62.13,2016,2,JAWA BARAT
12.0, 0206,KOTA CIREBON,22,2191,68.39,56.62,61.89,58.4,59.69,63.3,61.38,2016,2,JAWA BARAT
13.0, 0207,KOTA DEPOK,52,3314,71.05,60.48,55.35,53.35,54.47,60.84,59.26,2016,2,JAWA BARAT
14.0, 0208,KOTA SUKABUMI,18,1748,68.12,53.58,47.95,50.47,48.95,59.24,54.72,2016,2,JAWA BARAT
15.0, 0209,KOTA TASIKMALAYA,39,2763,67.55,54.98,62.12,58.88,61.54,64.55,61.6,2016,2,JAWA BARAT
16.0, 0210,KABUPATEN BANDUNG,111,7146,66.36,48.68,57.64,54.41,51.18,57.99,56.04,2016,2,JAWA BARAT
17.0, 0211,KABUPATEN BANDUNG BARAT,61,3060,66.48,47.85,49.31,47.55,52.03,54.83,53.01,2016,2,JAWA BARAT
18.0, 0212,KABUPATEN BEKASI,91,7664,64.11,51.14,55.61,53.74,53.27,56.5,55.73,2016,2,JAWA BARAT
19.0, 0213,KABUPATEN BOGOR,143,9289,67.12,48.66,38.63,42.19,45.13,48.58,48.39,2016,2,JAWA BARAT
20.0, 0214,KABUPATEN CIAMIS,42,2708,67.37,50.73,51.02,49.95,55.03,58.1,55.37,2016,2,JAWA BARAT
21.0, 0215,KABUPATEN CIANJUR,62,3452,64.18,50.48,46.76,46.28,51.29,55.8,52.47,2016,2,JAWA BARAT
22.0, 0216,KABUPATEN CIREBON,70,4720,67.36,49.17,59.46,56.69,57.04,58.83,58.09,2016,2,JAWA BARAT
23.0, 0217,KABUPATEN GARUT,116,7445,63.15,50.97,60.3,59.52,57.13,59.69,58.46,2016,2,JAWA BARAT
24.0, 0218,KABUPATEN INDRAMAYU,57,3438,64.3,50.68,61.52,60.47,59.11,63.77,59.98,2016,2,JAWA BARAT
25.0, 0219,KABUPATEN KARAWANG,47,6089,62.85,51.16,64.22,61.84,59.58,62.9,60.43,2016,2,JAWA BARAT
26.0, 0220,KABUPATEN KUNINGAN,34,3063,67.31,46.38,40.89,43.11,43.88,48.57,48.36,2016,2,JAWA BARAT
27.0, 0221,KABUPATEN MAJALENGKA,28,2249,68.49,51.9,66.57,66.53,65.39,66.57,64.24,2016,2,JAWA BARAT
28.0, 0222,KABUPATEN PURWAKARTA,27,2468,66.48,50.62,60.22,58.13,59.32,62.18,59.49,2016,2,JAWA BARAT
29.0, 0223,KABUPATEN SUBANG,35,3266,65.22,49.46,58.7,58.5,58.76,61.64,58.71,2016,2,JAWA BARAT
30.0, 0224,KABUPATEN SUKABUMI,63,4263,65.46,49.55,44.27,46.3,47.05,51.78,50.74,2016,2,JAWA BARAT
31.0, 0225,KABUPATEN SUMEDANG,35,2716,66.79,55.62,66.63,63.02,63.89,65.25,63.53,2016,2,JAWA BARAT
32.0, 0226,KABUPATEN TASIKMALAYA,63,3167,64.24,51.99,60.74,60.94,62.11,64.32,60.72,2016,2,JAWA BARAT
33.0, 0227,KABUPATEN PANGANDARAN,12,771,63.56,42.67,35.04,35.31,41.04,44.76,43.73,2016,2,JAWA BARAT
7.0, 0201,KOTA BANDUNG,130,11579,77.1,63.53,47.66,54.77,58.09,53.78,60.8,2017,2,JAWA BARAT
8.0, 0202,KOTA BANJAR,9,768,71.92,44.7,37.42,45.48,48.59,49.49,50.77,2017,2,JAWA BARAT
9.0, 0203,KOTA BEKASI,99,7865,77.29,64.33,47.67,50.06,59.3,58.33,61.39,2017,2,JAWA BARAT
10.0, 0204,KOTA BOGOR,51,4483,78.42,64.78,47.79,56.14,57.22,57.78,62.09,2017,2,JAWA BARAT
11.0, 0205,KOTA CIMAHI,16,1799,77.32,60.98,45.33,54.19,57.32,55.96,59.86,2017,2,JAWA BARAT
12.0, 0206,KOTA CIREBON,22,2496,76.21,58.32,46.83,52.39,57.22,51.91,58.61,2017,2,JAWA BARAT
13.0, 0207,KOTA DEPOK,60,3981,77.78,63.7,46.49,50.31,58.1,56.94,60.78,2017,2,JAWA BARAT
14.0, 0208,KOTA SUKABUMI,20,1822,72.3,51.85,37.57,45.31,51.13,52.02,53.17,2017,2,JAWA BARAT
15.0, 0209,KOTA TASIKMALAYA,38,3069,70.78,51.19,42.38,49.31,53.43,52.14,54.11,2017,2,JAWA BARAT
16.0, 0210,KABUPATEN BANDUNG,117,7811,68.95,45.08,34.79,44.19,47.19,45.07,48.54,2017,2,JAWA BARAT
17.0, 0211,KABUPATEN BANDUNG BARAT,67,3795,69.39,44.49,34.25,41.24,46.65,44.57,48.13,2017,2,JAWA BARAT
18.0, 0212,KABUPATEN BEKASI,100,8636,68.58,46.91,36.61,44.54,48.78,44.23,49.25,2017,2,JAWA BARAT
19.0, 0213,KABUPATEN BOGOR,157,10771,71.2,49.43,36.53,45.69,47.45,47.05,51.02,2017,2,JAWA BARAT
20.0, 0214,KABUPATEN CIAMIS,45,2950,71.12,43.95,35.03,44.44,48.15,47.08,49.26,2017,2,JAWA BARAT
21.0, 0215,KABUPATEN CIANJUR,63,3535,66.81,44.47,35.03,41.65,47.11,46.23,48.08,2017,2,JAWA BARAT
22.0, 0216,KABUPATEN CIREBON,71,5301,68.23,43.78,39.25,41.93,48.65,46.16,49.34,2017,2,JAWA BARAT
23.0, 0217,KABUPATEN GARUT,127,8224,64.29,40.66,30.65,37.96,38.69,39.34,43.68,2017,2,JAWA BARAT
24.0, 0218,KABUPATEN INDRAMAYU,57,3714,67.53,42.41,35.08,43.19,52.7,46.57,47.98,2017,2,JAWA BARAT
25.0, 0219,KABUPATEN KARAWANG,57,6690,67.2,42.65,33.7,40.27,44.45,44.25,46.84,2017,2,JAWA BARAT
26.0, 0220,KABUPATEN KUNINGAN,37,3268,72.7,46.38,37.4,47.16,49.62,47.43,51.04,2017,2,JAWA BARAT
27.0, 0221,KABUPATEN MAJALENGKA,31,2525,71.75,46.58,41.46,47.16,52.84,53.78,53.18,2017,2,JAWA BARAT
28.0, 0222,KABUPATEN PURWAKARTA,27,2699,68.75,44.45,34.8,40.19,49.04,47.19,48.65,2017,2,JAWA BARAT
29.0, 0223,KABUPATEN SUBANG,36,3509,68.31,42.95,34.28,44.26,49.05,46.46,48.0,2017,2,JAWA BARAT
30.0, 0224,KABUPATEN SUKABUMI,70,4766,68.34,44.92,38.52,45.35,55.61,47.51,49.94,2017,2,JAWA BARAT
31.0, 0225,KABUPATEN SUMEDANG,35,2824,71.05,46.82,34.83,44.09,53.23,49.75,50.6,2017,2,JAWA BARAT
32.0, 0226,KABUPATEN TASIKMALAYA,68,3340,69.18,48.25,42.87,45.02,50.79,52.4,52.94,2017,2,JAWA BARAT
33.0, 0227,KABUPATEN PANGANDARAN,12,838,67.65,39.79,31.45,43.57,43.62,41.74,45.31,2017,2,JAWA BARAT
7.0, 0201,KOTA BANDUNG,130,13494,75.28,67.33,44.84,48.48,54.21,55.76,60.23,2018,2,JAWA BARAT
8.0, 0202,KOTA BANJAR,9,819,68.27,49.66,32.55,43.79,46.94,46.8,49.22,2018,2,JAWA BARAT
9.0, 0203,KOTA BEKASI,104,8795,75.13,67.12,44.28,46.72,54.51,57.9,60.1,2018,2,JAWA BARAT
10.0, 0204,KOTA BOGOR,51,4989,75.87,68.43,44.77,47.81,55.49,57.38,60.9,2018,2,JAWA BARAT
11.0, 0205,KOTA CIMAHI,15,1878,75.12,65.76,43.72,46.66,55.49,58.78,59.98,2018,2,JAWA BARAT
12.0, 0206,KOTA CIREBON,26,2945,73.08,60.83,39.89,48.28,52.31,50.98,56.16,2018,2,JAWA BARAT
13.0, 0207,KOTA DEPOK,64,4494,74.79,66.46,41.56,44.68,54.87,55.13,58.73,2018,2,JAWA BARAT
14.0, 0208,KOTA SUKABUMI,20,1824,70.65,57.63,34.76,41.3,49.93,53.23,53.37,2018,2,JAWA BARAT
15.0, 0209,KOTA TASIKMALAYA,37,3221,70.8,57.25,40.52,43.74,54.48,52.91,55.13,2018,2,JAWA BARAT
16.0, 0210,KABUPATEN BANDUNG,123,9022,66.05,50.74,31.13,38.74,45.09,45.37,48.07,2018,2,JAWA BARAT
17.0, 0211,KABUPATEN BANDUNG BARAT,72,4519,66.83,49.05,30.77,38.43,45.33,45.14,47.69,2018,2,JAWA BARAT
18.0, 0212,KABUPATEN BEKASI,111,10597,65.9,51.19,31.62,38.69,45.29,42.98,47.83,2018,2,JAWA BARAT
19.0, 0213,KABUPATEN BOGOR,162,12264,67.46,52.99,32.37,40.3,46.13,45.64,49.43,2018,2,JAWA BARAT
20.0, 0214,KABUPATEN CIAMIS,50,3190,68.44,50.94,31.64,38.23,43.75,47.85,49.28,2018,2,JAWA BARAT
21.0, 0215,KABUPATEN CIANJUR,72,4223,64.09,47.09,30.08,38.61,45.5,42.71,45.98,2018,2,JAWA BARAT
22.0, 0216,KABUPATEN CIREBON,73,5883,65.54,45.32,29.21,36.96,41.85,43.75,45.69,2018,2,JAWA BARAT
23.0, 0217,KABUPATEN GARUT,130,9093,63.37,44.76,29.4,38.98,44.36,43.83,45.22,2018,2,JAWA BARAT
24.0, 0218,KABUPATEN INDRAMAYU,62,4255,64.14,47.1,30.32,41.69,48.24,44.65,46.59,2018,2,JAWA BARAT
25.0, 0219,KABUPATEN KARAWANG,60,7607,63.82,45.81,28.55,35.86,41.46,41.96,44.8,2018,2,JAWA BARAT
26.0, 0220,KABUPATEN KUNINGAN,35,3384,71.04,52.61,35.05,44.51,48.97,48.45,51.64,2018,2,JAWA BARAT
27.0, 0221,KABUPATEN MAJALENGKA,31,2895,68.3,50.68,32.78,40.57,52.12,52.91,50.86,2018,2,JAWA BARAT
28.0, 0222,KABUPATEN PURWAKARTA,27,2919,66.48,48.74,30.62,37.46,47.48,45.49,47.6,2018,2,JAWA BARAT
29.0, 0223,KABUPATEN SUBANG,38,4013,66.4,47.99,30.95,40.84,47.01,46.46,47.81,2018,2,JAWA BARAT
30.0, 0224,KABUPATEN SUKABUMI,73,5280,65.63,47.6,33.69,39.26,46.66,47.3,48.2,2018,2,JAWA BARAT
31.0, 0225,KABUPATEN SUMEDANG,38,3088,68.79,52.23,31.65,39.22,47.41,50.94,50.44,2018,2,JAWA BARAT
32.0, 0226,KABUPATEN TASIKMALAYA,70,3896,65.33,47.8,31.24,39.98,44.83,48.13,47.8,2018,2,JAWA BARAT
33.0, 0227,KABUPATEN PANGANDARAN,13,886,64.61,44.43,29.14,36.03,40.4,44.95,45.25,2018,2,JAWA BARAT
7.0, 0201,KOTA BANDUNG,133,13145,78.48,70.57,47.25,52.17,57.73,57.43,63.14,2019,2,JAWA BARAT
8.0, 0202,KOTA BANJAR,9,872,71.65,50.64,38.0,42.66,49.08,49.79,52.29,2019,2,JAWA BARAT
9.0, 0203,KOTA BEKASI,112,8644,77.91,70.11,46.26,49.23,54.71,58.99,62.51,2019,2,JAWA BARAT
10.0, 0204,KOTA BOGOR,52,4843,79.11,71.71,47.43,52.54,59.6,58.22,63.85,2019,2,JAWA BARAT
11.0, 0205,KOTA CIMAHI,16,2096,78.51,66.94,45.04,50.89,55.07,58.04,61.66,2019,2,JAWA BARAT
12.0, 0206,KOTA CIREBON,28,2778,76.97,62.22,44.07,48.88,57.41,53.75,59.16,2019,2,JAWA BARAT
13.0, 0207,KOTA DEPOK,68,4508,78.79,69.89,45.44,49.74,57.38,56.55,62.32,2019,2,JAWA BARAT
14.0, 0208,KOTA SUKABUMI,19,1949,71.68,55.67,38.63,43.1,48.67,53.72,54.38,2019,2,JAWA BARAT
15.0, 0209,KOTA TASIKMALAYA,42,3617,71.4,55.7,39.93,43.33,53.09,52.41,54.6,2019,2,JAWA BARAT
16.0, 0210,KABUPATEN BANDUNG,126,9669,68.9,51.42,36.27,40.06,45.58,48.59,50.9,2019,2,JAWA BARAT
17.0, 0211,KABUPATEN BANDUNG BARAT,73,5194,68.6,50.14,35.19,39.99,45.8,47.82,50.08,2019,2,JAWA BARAT
18.0, 0212,KABUPATEN BEKASI,115,11251,68.25,53.14,36.39,40.65,47.56,47.24,50.99,2019,2,JAWA BARAT
19.0, 0213,KABUPATEN BOGOR,168,13559,70.57,55.35,37.07,43.38,48.26,49.63,52.87,2019,2,JAWA BARAT
20.0, 0214,KABUPATEN CIAMIS,52,3424,70.53,49.98,36.21,40.93,46.78,49.72,51.31,2019,2,JAWA BARAT
21.0, 0215,KABUPATEN CIANJUR,73,4604,65.44,47.77,34.41,42.55,49.65,46.17,48.45,2019,2,JAWA BARAT
22.0, 0216,KABUPATEN CIREBON,80,5902,68.59,47.36,35.12,39.99,44.55,47.71,49.39,2019,2,JAWA BARAT
23.0, 0217,KABUPATEN GARUT,143,9646,65.19,46.5,34.68,41.47,46.21,46.58,48.1,2019,2,JAWA BARAT
24.0, 0218,KABUPATEN INDRAMAYU,62,4107,65.4,48.04,35.38,39.94,48.18,46.93,48.76,2019,2,JAWA BARAT
25.0, 0219,KABUPATEN KARAWANG,60,7217,65.99,47.96,34.38,38.92,42.11,46.41,48.27,2019,2,JAWA BARAT
26.0, 0220,KABUPATEN KUNINGAN,35,3491,73.37,53.0,39.22,45.88,49.19,50.26,53.71,2019,2,JAWA BARAT
27.0, 0221,KABUPATEN MAJALENGKA,32,3502,70.14,49.54,37.41,41.74,51.73,51.4,51.93,2019,2,JAWA BARAT
28.0, 0222,KABUPATEN PURWAKARTA,27,3128,68.82,48.9,35.2,38.02,46.67,48.19,49.75,2019,2,JAWA BARAT
29.0, 0223,KABUPATEN SUBANG,39,4481,67.82,49.26,35.7,41.81,51.2,48.62,50.24,2019,2,JAWA BARAT
30.0, 0224,KABUPATEN SUKABUMI,81,6036,67.38,48.75,36.49,41.39,49.33,47.64,49.9,2019,2,JAWA BARAT
31.0, 0225,KABUPATEN SUMEDANG,37,3407,71.08,52.95,37.4,39.6,46.89,51.24,52.76,2019,2,JAWA BARAT
32.0, 0226,KABUPATEN TASIKMALAYA,75,4570,66.99,47.06,34.94,39.71,45.69,47.84,48.91,2019,2,JAWA BARAT
33.0, 0227,KABUPATEN PANGANDARAN,13,1027,67.51,45.66,34.55,38.05,42.37,48.45,48.37,2019,2,JAWA BARAT
34.0, 0301,KOTA SEMARANG,74,6222,79.51,69.1,57.12,69.41,56.81,65.74,66.28,2015,3,JAWA TENGAH
35.0, 0302,KOTA SURAKARTA,32,2608,82.23,68.64,60.39,67.62,66.12,64.55,68.26,2015,3,JAWA TENGAH
36.0, 0303,KOTA TEGAL,11,1012,77.93,61.94,56.72,63.54,52.44,62.31,62.48,2015,3,JAWA TENGAH
37.0, 0304,KOTA PEKALONGAN,14,989,79.85,68.14,60.2,71.66,62.8,67.14,68.3,2015,3,JAWA TENGAH
38.0, 0305,KOTA SALATIGA,10,774,81.68,68.52,55.99,62.22,60.68,62.7,65.3,2015,3,JAWA TENGAH
39.0, 0306,KOTA MAGELANG,14,786,82.94,68.43,53.24,63.14,65.07,65.26,66.35,2015,3,JAWA TENGAH
40.0, 0307,KABUPATEN BANYUMAS,36,3146,80.18,60.59,48.32,58.93,58.33,57.32,60.61,2015,3,JAWA TENGAH
41.0, 0308,KABUPATEN BANJARNEGARA,15,1385,77.81,57.93,50.82,58.27,55.0,56.46,59.38,2015,3,JAWA TENGAH
42.0, 0309,KABUPATEN CILACAP,42,2859,78.2,56.99,43.15,55.57,51.91,55.15,56.83,2015,3,JAWA TENGAH
43.0, 0310,KABUPATEN PURBALINGGA,19,1177,81.12,58.81,46.42,56.8,61.03,55.97,60.03,2015,3,JAWA TENGAH
44.0, 0311,KABUPATEN KEBUMEN,25,2115,80.98,56.84,45.76,53.28,59.17,58.15,59.03,2015,3,JAWA TENGAH
45.0, 0312,KABUPATEN MAGELANG,31,1742,80.87,62.0,46.58,55.63,55.68,59.65,60.07,2015,3,JAWA TENGAH
46.0, 0313,KABUPATEN PURWOREJO,22,1343,81.42,61.01,49.97,57.49,61.45,60.98,62.05,2015,3,JAWA TENGAH
47.0, 0314,KABUPATEN TEMANGGUNG,20,1097,80.34,58.77,46.43,52.96,55.81,56.44,58.46,2015,3,JAWA TENGAH
48.0, 0315,KABUPATEN WONOSOBO,18,1150,79.37,58.07,45.26,56.43,51.52,55.27,57.65,2015,3,JAWA TENGAH
49.0, 0316,KABUPATEN BOYOLALI,31,1786,78.65,57.5,42.15,52.0,51.28,54.52,56.02,2015,3,JAWA TENGAH
50.0, 0317,KABUPATEN KARANGANYAR,13,1542,78.72,60.89,49.52,56.73,50.98,55.58,58.74,2015,3,JAWA TENGAH
51.0, 0318,KABUPATEN KLATEN,26,2450,79.02,65.27,52.7,59.18,57.48,61.33,62.5,2015,3,JAWA TENGAH
52.0, 0319,KABUPATEN SRAGEN,28,1834,77.08,56.68,39.97,52.98,46.13,53.94,54.46,2015,3,JAWA TENGAH
53.0, 0320,KABUPATEN SUKOHARJO,30,2011,79.56,61.53,52.22,58.32,54.55,60.05,61.04,2015,3,JAWA TENGAH
54.0, 0321,KABUPATEN WONOGIRI,17,1412,81.52,62.07,48.88,56.21,58.37,59.69,61.12,2015,3,JAWA TENGAH
55.0, 0322,KABUPATEN BLORA,25,1484,75.65,53.55,40.29,50.15,45.65,51.68,52.83,2015,3,JAWA TENGAH
56.0, 0323,KABUPATEN JEPARA,38,1968,76.41,63.13,53.36,67.2,46.57,60.25,61.15,2015,3,JAWA TENGAH
57.0, 0324,KABUPATEN KUDUS,26,2285,78.19,64.4,54.14,67.44,56.1,64.41,64.11,2015,3,JAWA TENGAH
58.0, 0325,KABUPATEN PATI,46,3421,76.91,59.51,52.98,60.58,51.4,60.0,60.23,2015,3,JAWA TENGAH
59.0, 0326,KABUPATEN REMBANG,20,1318,78.77,57.29,45.92,53.71,53.08,57.05,57.64,2015,3,JAWA TENGAH
60.0, 0327,KABUPATEN DEMAK,63,3426,71.3,64.86,56.77,70.34,49.14,64.78,62.87,2015,3,JAWA TENGAH
61.0, 0328,KABUPATEN GROBOGAN,49,3571,73.15,59.59,47.06,61.85,44.99,57.64,57.38,2015,3,JAWA TENGAH
62.0, 0329,KABUPATEN KENDAL,29,2061,76.42,62.4,48.11,64.03,46.79,59.17,59.49,2015,3,JAWA TENGAH
63.0, 0330,KABUPATEN SEMARANG,23,1292,79.39,61.91,47.48,56.63,47.96,57.05,58.4,2015,3,JAWA TENGAH
64.0, 0331,KABUPATEN BATANG,17,1039,76.96,61.8,52.16,66.19,51.66,56.33,60.85,2015,3,JAWA TENGAH
65.0, 0332,KABUPATEN BREBES,37,2613,73.86,54.55,44.65,49.7,47.17,54.93,54.14,2015,3,JAWA TENGAH
66.0, 0333,KABUPATEN PEKALONGAN,19,1331,77.4,62.15,49.34,62.03,51.76,58.92,60.27,2015,3,JAWA TENGAH
67.0, 0334,KABUPATEN PEMALANG,26,2232,75.41,60.41,50.03,57.18,48.5,54.73,57.71,2015,3,JAWA TENGAH
68.0, 0335,KABUPATEN TEGAL,24,1782,76.35,61.05,52.0,61.78,51.1,59.3,60.26,2015,3,JAWA TENGAH
34.0, 0301,KOTA SEMARANG,69,6713,72.47,61.56,59.36,57.76,57.58,64.17,62.15,2016,3,JAWA TENGAH
