No,Kode,Kabupaten,JumlahSekolah,JumlahPeserta,Bindo,Bing,Math,Fisika,Kimia,Biologi,Rata,Tahun,KdProv,Provinsi
164.0, 0730,KABUPATEN LABUHANBATU UTARA,8,344,74.24,64.01,63.64,62.88,70.87,63.44,66.51,2015,7,SUMATERA UTARA
165.0, 0731,KABUPATEN LABUHANBATU SELATAN,25,728,79.14,73.82,75.94,69.95,74.1,61.78,72.46,2015,7,SUMATERA UTARA
166.0, 0732,KABUPATEN NIAS UTARA,1,45,72.82,63.77,55.88,86.5,66.33,54.53,66.64,2015,7,SUMATERA UTARA
167.0, 0733,KABUPATEN NIAS BARAT,1,27,76.09,73.74,53.7,47.28,84.72,54.59,65.02,2015,7,SUMATERA UTARA
135.0, 0701,KOTA MEDAN,168,8936,74.92,69.87,73.91,81.62,86.87,76.42,77.27,2016,7,SUMATERA UTARA
136.0, 0702,KOTA PEMATANGSIANTAR,26,1664,73.91,67.36,61.71,77.25,82.24,72.21,72.45,2016,7,SUMATERA UTARA
137.0, 0703,KOTA BINJAI,24,826,67.89,64.74,62.49,73.99,78.31,71.85,69.88,2016,7,SUMATERA UTARA
138.0, 0704,KOTA TEBING TINGGI,10,419,73.8,67.91,61.47,78.3,82.43,71.85,72.63,2016,7,SUMATERA UTARA
139.0, 0705,KOTA TANJUNG BALAI,6,206,64.39,64.09,60.0,69.53,67.28,67.89,65.53,2016,7,SUMATERA UTARA
140.0, 0706,KOTA SIBOLGA,6,209,65.99,62.07,56.27,70.51,66.71,67.12,64.78,2016,7,SUMATERA UTARA
141.0, 0707,KOTA PADANGSIDIMPUAN,9,414,65.97,55.98,67.75,72.48,70.32,67.67,66.7,2016,7,SUMATERA UTARA
142.0, 0708,KOTA GUNUNGSITOLI,5,121,72.38,66.38,67.83,75.91,83.35,74.65,73.42,2016,7,SUMATERA UTARA
143.0, 0709,KABUPATEN DELISERDANG,108,3397,69.8,67.44,64.03,77.85,82.44,73.81,72.56,2016,7,SUMATERA UTARA
144.0, 0710,KABUPATEN LANGKAT,63,1917,65.2,64.92,58.96,75.06,76.64,69.42,68.37,2016,7,SUMATERA UTARA
145.0, 0711,KABUPATEN SIMALUNGUN,28,1032,70.97,66.81,60.07,76.71,82.89,70.32,71.3,2016,7,SUMATERA UTARA
146.0, 0712,KABUPATEN KARO,10,557,73.85,63.13,68.02,68.68,78.42,61.81,68.99,2016,7,SUMATERA UTARA
147.0, 0713,KABUPATEN DAIRI,9,292,71.47,63.76,60.72,71.36,70.36,67.81,67.58,2016,7,SUMATERA UTARA
148.0, 0714,KABUPATEN ASAHAN,47,1553,61.23,58.76,49.93,66.47,65.99,60.1,60.41,2016,7,SUMATERA UTARA
149.0, 0715,KABUPATEN LABUHANBATU,22,594,73.65,74.99,75.08,75.76,81.71,72.49,75.61,2016,7,SUMATERA UTARA
150.0, 0716,KABUPATEN TAPANULI UTARA,7,272,57.71,46.49,23.78,48.72,26.78,34.88,39.73,2016,7,SUMATERA UTARA
151.0, 0717,KABUPATEN TAPANULI TENGAH,7,189,58.86,49.77,52.49,46.26,48.09,57.18,52.11,2016,7,SUMATERA UTARA
152.0, 0718,KABUPATEN TAPANULI SELATAN,7,177,70.07,61.92,68.19,75.28,72.58,67.58,69.27,2016,7,SUMATERA UTARA
153.0, 0719,KABUPATEN NIAS,1,23,53.22,56.96,65.11,54.67,60.98,54.24,57.53,2016,7,SUMATERA UTARA
154.0, 0720,KABUPATEN TOBA SAMOSIR,4,261,67.57,51.97,43.83,54.84,47.19,54.18,53.26,2016,7,SUMATERA UTARA
155.0, 0721,KABUPATEN MANDAILING NATAL,5,465,71.25,50.19,51.21,43.37,65.93,37.59,53.26,2016,7,SUMATERA UTARA
156.0, 0722,KABUPATEN HUMBANG HASUNDUTAN,3,116,63.4,60.79,54.51,62.79,49.83,61.98,58.88,2016,7,SUMATERA UTARA
157.0, 0723,KABUPATEN PAKPAK BHARAT,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016,7,SUMATERA UTARA
158.0, 0724,KABUPATEN NIAS SELATAN,6,269,60.74,52.19,67.18,51.34,47.26,54.0,55.45,2016,7,SUMATERA UTARA
159.0, 0725,KABUPATEN SAMOSIR,7,239,72.15,66.68,61.17,77.39,82.69,71.17,71.88,2016,7,SUMATERA UTARA
160.0, 0726,KABUPATEN SERDANG BEDAGAI,31,816,69.62,64.51,61.78,77.76,83.02,73.65,71.72,2016,7,SUMATERA UTARA
161.0, 0727,KABUPATEN BATUBARA,25,1006,56.99,56.9,50.05,60.84,66.37,58.39,58.26,2016,7,SUMATERA UTARA
162.0, 0728,KABUPATEN PADANGLAWAS UTARA,4,85,67.88,50.07,61.12,57.62,70.76,74.77,63.7,2016,7,SUMATERA UTARA
163.0, 0729,KABUPATEN PADANGLAWAS,9,294,75.31,67.11,57.07,56.42,76.99,72.39,67.55,2016,7,SUMATERA UTARA
164.0, 0730,KABUPATEN LABUHANBATU UTARA,7,232,73.98,59.0,70.03,67.41,89.73,77.88,73.01,2016,7,SUMATERA UTARA
165.0, 0731,KABUPATEN LABUHANBATU SELATAN,25,661,71.57,71.26,67.81,72.5,76.52,69.16,71.47,2016,7,SUMATERA UTARA
166.0, 0732,KABUPATEN NIAS UTARA,1,37,61.51,36.38,37.7,68.85,54.32,56.76,52.59,2016,7,SUMATERA UTARA
167.0, 0733,KABUPATEN NIAS BARAT,2,60,46.2,58.73,37.46,44.71,56.96,51.3,49.23,2016,7,SUMATERA UTARA
135.0, 0701,KOTA MEDAN,173,10235,70.28,58.5,50.48,57.65,59.54,53.23,58.53,2017,7,SUMATERA UTARA
136.0, 0702,KOTA PEMATANGSIANTAR,26,1752,71.4,57.32,48.16,49.06,54.95,56.0,58.02,2017,7,SUMATERA UTARA
137.0, 0703,KOTA BINJAI,24,813,61.17,47.48,35.54,42.87,52.6,45.7,47.58,2017,7,SUMATERA UTARA
138.0, 0704,KOTA TEBING TINGGI,10,386,61.85,42.87,33.06,43.85,49.36,39.4,44.62,2017,7,SUMATERA UTARA
139.0, 0705,KOTA TANJUNG BALAI,6,219,70.23,66.95,64.22,63.6,65.54,63.45,66.26,2017,7,SUMATERA UTARA
140.0, 0706,KOTA SIBOLGA,6,258,64.23,40.43,35.95,47.3,47.36,38.89,45.48,2017,7,SUMATERA UTARA
141.0, 0707,KOTA PADANGSIDIMPUAN,9,461,63.45,43.52,35.86,38.92,45.85,44.39,46.75,2017,7,SUMATERA UTARA
142.0, 0708,KOTA GUNUNGSITOLI,5,165,73.24,63.33,59.91,61.74,52.5,65.61,64.86,2017,7,SUMATERA UTARA
143.0, 0709,KABUPATEN DELISERDANG,115,4024,67.38,62.3,60.28,61.28,54.6,63.38,63.19,2017,7,SUMATERA UTARA
144.0, 0710,KABUPATEN LANGKAT,66,2157,67.64,58.7,61.61,49.77,50.84,59.58,61.63,2017,7,SUMATERA UTARA
145.0, 0711,KABUPATEN SIMALUNGUN,31,1286,69.5,68.75,68.44,79.18,63.15,72.42,69.84,2017,7,SUMATERA UTARA
146.0, 0712,KABUPATEN KARO,9,584,65.93,40.65,37.07,46.37,44.45,44.72,47.15,2017,7,SUMATERA UTARA
147.0, 0713,KABUPATEN DAIRI,9,233,68.82,56.28,46.68,45.4,52.5,60.03,57.2,2017,7,SUMATERA UTARA
148.0, 0714,KABUPATEN ASAHAN,45,1652,63.02,51.66,50.78,48.71,48.02,55.19,54.82,2017,7,SUMATERA UTARA
149.0, 0715,KABUPATEN LABUHANBATU,22,673,61.97,64.44,68.29,58.84,59.6,64.93,64.8,2017,7,SUMATERA UTARA
150.0, 0716,KABUPATEN TAPANULI UTARA,8,401,58.29,41.58,38.71,37.27,47.87,48.99,46.48,2017,7,SUMATERA UTARA
151.0, 0717,KABUPATEN TAPANULI TENGAH,10,241,59.99,42.11,31.71,22.75,37.66,49.18,44.46,2017,7,SUMATERA UTARA
152.0, 0718,KABUPATEN TAPANULI SELATAN,6,204,73.1,72.11,78.88,71.0,64.58,66.38,72.76,2017,7,SUMATERA UTARA
153.0, 0719,KABUPATEN NIAS,1,25,45.76,45.68,20.9,28.75,32.5,46.71,38.84,2017,7,SUMATERA UTARA
154.0, 0720,KABUPATEN TOBA SAMOSIR,3,265,74.17,54.46,52.22,59.24,66.75,45.19,58.54,2017,7,SUMATERA UTARA
155.0, 0721,KABUPATEN MANDAILING NATAL,5,537,70.3,61.69,51.44,32.5,31.37,53.25,58.86,2017,7,SUMATERA UTARA
156.0, 0722,KABUPATEN HUMBANG HASUNDUTAN,3,105,65.41,59.41,58.67,82.14,40.0,52.0,59.26,2017,7,SUMATERA UTARA
157.0, 0723,KABUPATEN PAKPAK BHARAT,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,7,SUMATERA UTARA
158.0, 0724,KABUPATEN NIAS SELATAN,9,347,58.11,49.98,51.63,64.09,54.25,56.74,54.44,2017,7,SUMATERA UTARA
159.0, 0725,KABUPATEN SAMOSIR,6,238,66.14,60.33,59.57,58.82,41.18,62.17,61.52,2017,7,SUMATERA UTARA
160.0, 0726,KABUPATEN SERDANG BEDAGAI,29,819,61.1,51.36,52.24,67.78,51.64,53.31,54.77,2017,7,SUMATERA UTARA
161.0, 0727,KABUPATEN BATUBARA,24,886,50.14,32.52,31.64,32.97,36.74,36.72,37.7,2017,7,SUMATERA UTARA
162.0, 0728,KABUPATEN PADANGLAWAS UTARA,5,128,66.73,54.09,55.37,0.0,70.83,61.14,59.39,2017,7,SUMATERA UTARA
163.0, 0729,KABUPATEN PADANGLAWAS,10,321,63.69,61.55,65.86,49.29,48.33,70.72,64.47,2017,7,SUMATERA UTARA
164.0, 0730,KABUPATEN LABUHANBATU UTARA,9,355,65.38,51.2,47.89,39.84,50.23,51.33,53.66,2017,7,SUMATERA UTARA
165.0, 0731,KABUPATEN LABUHANBATU SELATAN,24,728,62.06,57.97,61.5,48.55,57.34,58.15,59.77,2017,7,SUMATERA UTARA
166.0, 0732,KABUPATEN NIAS UTARA,1,36,72.72,67.33,50.07,69.77,63.24,68.44,64.13,2017,7,SUMATERA UTARA
167.0, 0733,KABUPATEN NIAS BARAT,1,45,63.73,57.73,36.22,60.0,64.13,40.11,52.34,2017,7,SUMATERA UTARA
135.0, 0701,KOTA MEDAN,170,11149,66.55,56.63,39.81,48.65,55.39,47.09,53.0,2018,7,SUMATERA UTARA
136.0, 0702,KOTA PEMATANGSIANTAR,24,1598,66.75,54.73,38.82,45.46,52.57,48.87,52.34,2018,7,SUMATERA UTARA
137.0, 0703,KOTA BINJAI,24,924,56.74,42.99,32.75,43.32,50.11,41.84,43.71,2018,7,SUMATERA UTARA
138.0, 0704,KOTA TEBING TINGGI,9,340,60.38,49.84,32.49,43.65,45.41,39.72,46.08,2018,7,SUMATERA UTARA
139.0, 0705,KOTA TANJUNG BALAI,6,229,59.92,49.09,30.87,40.55,46.35,39.01,44.98,2018,7,SUMATERA UTARA
140.0, 0706,KOTA SIBOLGA,6,247,60.79,45.52,31.51,39.53,44.87,39.7,44.58,2018,7,SUMATERA UTARA
141.0, 0707,KOTA PADANGSIDIMPUAN,13,502,59.59,40.92,29.01,40.61,45.95,39.17,42.37,2018,7,SUMATERA UTARA
142.0, 0708,KOTA GUNUNGSITOLI,5,199,69.39,50.55,30.01,38.86,44.77,43.64,47.38,2018,7,SUMATERA UTARA
143.0, 0709,KABUPATEN DELISERDANG,114,4396,57.23,46.21,32.67,42.88,49.96,43.21,44.93,2018,7,SUMATERA UTARA
144.0, 0710,KABUPATEN LANGKAT,68,2432,52.86,35.2,26.2,32.79,41.53,36.25,37.63,2018,7,SUMATERA UTARA
145.0, 0711,KABUPATEN SIMALUNGUN,30,1344,57.96,43.64,28.96,32.89,41.31,43.25,42.79,2018,7,SUMATERA UTARA
146.0, 0712,KABUPATEN KARO,9,784,62.68,45.6,32.74,36.31,41.83,43.23,45.67,2018,7,SUMATERA UTARA
147.0, 0713,KABUPATEN DAIRI,9,232,58.97,43.58,30.8,34.62,37.5,42.76,43.54,2018,7,SUMATERA UTARA
148.0, 0714,KABUPATEN ASAHAN,46,1760,51.95,36.12,25.24,31.97,37.42,36.2,37.3,2018,7,SUMATERA UTARA
149.0, 0715,KABUPATEN LABUHANBATU,21,746,53.5,42.21,30.34,64.5,56.56,41.6,42.26,2018,7,SUMATERA UTARA
150.0, 0716,KABUPATEN TAPANULI UTARA,8,330,59.78,39.8,26.0,33.53,36.97,37.38,40.61,2018,7,SUMATERA UTARA
151.0, 0717,KABUPATEN TAPANULI TENGAH,6,176,58.24,43.76,25.57,34.56,37.73,40.74,41.88,2018,7,SUMATERA UTARA
152.0, 0718,KABUPATEN TAPANULI SELATAN,7,263,65.12,54.87,46.3,61.65,82.97,54.37,55.99,2018,7,SUMATERA UTARA
153.0, 0719,KABUPATEN NIAS,2,41,60.34,33.27,23.47,30.0,37.5,32.83,37.62,2018,7,SUMATERA UTARA
154.0, 0720,KABUPATEN TOBA SAMOSIR,3,244,72.9,61.55,52.38,55.68,63.77,47.03,60.44,2018,7,SUMATERA UTARA
155.0, 0721,KABUPATEN MANDAILING NATAL,6,616,64.4,62.55,49.74,32.71,40.0,58.34,58.57,2018,7,SUMATERA UTARA
156.0, 0722,KABUPATEN HUMBANG HASUNDUTAN,2,77,63.74,40.57,24.64,36.57,32.5,47.11,42.68,2018,7,SUMATERA UTARA
157.0, 0723,KABUPATEN PAKPAK BHARAT,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,7,SUMATERA UTARA
158.0, 0724,KABUPATEN NIAS SELATAN,11,289,56.85,53.97,37.21,49.58,50.91,45.93,48.8,2018,7,SUMATERA UTARA
159.0, 0725,KABUPATEN SAMOSIR,7,268,61.09,40.91,27.5,33.83,44.47,41.7,42.51,2018,7,SUMATERA UTARA
160.0, 0726,KABUPATEN SERDANG BEDAGAI,32,952,50.53,35.52,26.13,32.28,38.59,33.78,36.54,2018,7,SUMATERA UTARA
161.0, 0727,KABUPATEN BATUBARA,25,1019,48.72,34.92,26.92,30.52,39.76,35.76,36.55,2018,7,SUMATERA UTARA
162.0, 0728,KABUPATEN PADANGLAWAS UTARA,5,152,56.22,43.76,27.91,31.79,33.69,48.39,43.42,2018,7,SUMATERA UTARA
163.0, 0729,KABUPATEN PADANGLAWAS,11,353,54.3,36.85,29.26,22.5,31.79,44.11,41.06,2018,7,SUMATERA UTARA
164.0, 0730,KABUPATEN LABUHANBATU UTARA,11,450,56.52,44.24,29.12,35.11,49.05,40.44,42.57,2018,7,SUMATERA UTARA
165.0, 0731,KABUPATEN LABUHANBATU SELATAN,25,791,51.08,37.28,26.11,34.06,44.13,37.2,38.04,2018,7,SUMATERA UTARA
166.0, 0732,KABUPATEN NIAS UTARA,2,74,61.92,49.33,27.7,46.88,41.69,41.02,45.23,2018,7,SUMATERA UTARA
167.0, 0733,KABUPATEN NIAS BARAT,2,58,56.93,51.59,31.51,43.57,62.31,37.04,45.88,2018,7,SUMATERA UTARA
135.0, 0701,KOTA MEDAN,178,10292,67.94,57.89,42.7,48.13,53.54,50.0,54.72,2019,7,SUMATERA UTARA
136.0, 0702,KOTA PEMATANGSIANTAR,24,1632,68.7,57.53,42.51,47.53,58.55,52.24,55.31,2019,7,SUMATERA UTARA
137.0, 0703,KOTA BINJAI,26,958,56.45,45.66,34.19,45.4,45.96,43.05,44.91,2019,7,SUMATERA UTARA
138.0, 0704,KOTA TEBING TINGGI,9,359,61.57,49.0,35.63,47.07,45.23,41.65,47.29,2019,7,SUMATERA UTARA
139.0, 0705,KOTA TANJUNG BALAI,6,243,58.82,49.9,35.7,45.0,50.67,43.68,47.15,2019,7,SUMATERA UTARA
140.0, 0706,KOTA SIBOLGA,6,254,61.01,45.96,34.22,40.0,41.65,44.53,46.18,2019,7,SUMATERA UTARA
141.0, 0707,KOTA PADANGSIDIMPUAN,12,476,57.6,45.33,35.54,52.43,49.5,43.56,45.77,2019,7,SUMATERA UTARA
142.0, 0708,KOTA GUNUNGSITOLI,5,212,69.65,50.76,35.8,42.3,43.86,47.61,50.58,2019,7,SUMATERA UTARA
143.0, 0709,KABUPATEN DELISERDANG,120,4379,56.95,45.32,35.02,43.67,47.99,44.02,45.39,2019,7,SUMATERA UTARA
144.0, 0710,KABUPATEN LANGKAT,69,2468,51.05,38.54,30.24,35.74,39.19,40.08,39.91,2019,7,SUMATERA UTARA
145.0, 0711,KABUPATEN SIMALUNGUN,31,1180,58.45,44.06,35.31,39.39,40.31,45.62,45.4,2019,7,SUMATERA UTARA
146.0, 0712,KABUPATEN KARO,10,666,65.89,47.55,38.72,44.06,48.23,46.45,49.6,2019,7,SUMATERA UTARA
147.0, 0713,KABUPATEN DAIRI,8,264,63.56,45.61,37.8,40.85,43.81,46.79,48.12,2019,7,SUMATERA UTARA
148.0, 0714,KABUPATEN ASAHAN,47,1738,51.47,39.56,31.47,35.63,42.7,41.42,40.87,2019,7,SUMATERA UTARA
149.0, 0715,KABUPATEN LABUHANBATU,20,709,53.52,43.82,33.85,55.29,61.44,44.8,44.26,2019,7,SUMATERA UTARA
150.0, 0716,KABUPATEN TAPANULI UTARA,7,335,57.79,41.83,31.73,35.37,35.19,41.02,42.69,2019,7,SUMATERA UTARA
151.0, 0717,KABUPATEN TAPANULI TENGAH,9,250,53.79,40.33,32.84,34.66,33.8,41.44,41.49,2019,7,SUMATERA UTARA
152.0, 0718,KABUPATEN TAPANULI SELATAN,7,286,60.0,56.42,45.98,53.81,61.39,53.78,54.17,2019,7,SUMATERA UTARA
153.0, 0719,KABUPATEN NIAS,2,99,57.54,47.88,32.17,48.86,52.12,41.8,45.38,2019,7,SUMATERA UTARA
154.0, 0720,KABUPATEN TOBA SAMOSIR,3,299,75.21,65.47,55.45,60.15,61.36,52.52,63.38,2019,7,SUMATERA UTARA
155.0, 0721,KABUPATEN MANDAILING NATAL,6,829,52.05,40.05,29.56,37.63,37.5,40.33,40.46,2019,7,SUMATERA UTARA
156.0, 0722,KABUPATEN HUMBANG HASUNDUTAN,3,111,59.6,41.53,31.87,34.38,42.5,46.34,43.8,2019,7,SUMATERA UTARA
157.0, 0723,KABUPATEN PAKPAK BHARAT,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019,7,SUMATERA UTARA
158.0, 0724,KABUPATEN NIAS SELATAN,12,379,56.77,47.91,34.57,45.47,43.37,42.71,45.61,2019,7,SUMATERA UTARA
159.0, 0725,KABUPATEN SAMOSIR,6,206,63.23,43.29,35.26,39.76,49.29,44.24,46.38,2019,7,SUMATERA UTARA
160.0, 0726,KABUPATEN SERDANG BEDAGAI,28,777,50.12,38.65,30.98,38.75,39.06,40.46,40.05,2019,7,SUMATERA UTARA
161.0, 0727,KABUPATEN BATUBARA,23,897,47.51,38.34,32.16,36.63,38.4,42.35,39.73,2019,7,SUMATERA UTARA
162.0, 0728,KABUPATEN PADANGLAWAS UTARA,5,150,52.75,40.41,31.47,35.0,45.0,41.95,41.61,2019,7,SUMATERA UTARA
163.0, 0729,KABUPATEN PADANGLAWAS,10,346,52.47,40.04,31.11,32.5,0.0,39.88,40.86,2019,7,SUMATERA UTARA
164.0, 0730,KABUPATEN LABUHANBATU UTARA,10,477,58.55,46.73,37.13,41.44,54.41,47.16,47.42,2019,7,SUMATERA UTARA
165.0, 0731,KABUPATEN LABUHANBATU SELATAN,28,791,51.8,41.81,33.68,41.59,39.71,41.79,42.2,2019,7,SUMATERA UTARA
166.0, 0732,KABUPATEN NIAS UTARA,2,68,62.53,57.94,36.95,44.62,50.83,45.27,50.83,2019,7,SUMATERA UTARA
167.0, 0733,KABUPATEN NIAS BARAT,1,31,48.45,38.39,39.68,0.0,0.0,36.94,40.86,2019,7,SUMATERA UTARA
168.0, 0801,KOTA PADANG,29,1799,74.19,51.45,55.61,78.87,66.84,63.94,65.15,2015,8,SUMATERA BARAT
169.0, 0802,KOTA BUKITTINGGI,4,125,69.13,52.21,57.83,81.78,71.72,66.28,66.49,2015,8,SUMATERA BARAT
170.0, 0803,KOTA PADANG PANJANG,4,49,77.86,51.62,41.42,46.79,50.56,49.4,52.94,2015,8,SUMATERA BARAT
171.0, 0804,KOTA SAWAHLUNTO,2,39,76.85,50.56,53.35,82.43,62.5,67.3,65.5,2015,8,SUMATERA BARAT
172.0, 0805,KOTA SOLOK,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,8,SUMATERA BARAT
173.0, 0806,KOTA PAYAKUMBUH,3,63,75.38,55.69,51.93,66.6,62.85,58.44,61.82,2015,8,SUMATERA BARAT
174.0, 0807,KOTA PARIAMAN,1,31,62.66,42.28,54.6,80.9,57.26,65.86,60.59,2015,8,SUMATERA BARAT
175.0, 0808,KABUPATEN AGAM,5,89,79.5,57.34,53.45,63.32,59.61,61.87,62.52,2015,8,SUMATERA BARAT
176.0, 0809,KABUPATEN PASAMAN,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,8,SUMATERA BARAT
177.0, 0810,KABUPATEN LIMA PULUH KOTA,1,14,74.47,43.57,43.3,71.64,46.25,56.31,55.92,2015,8,SUMATERA BARAT
178.0, 0811,KABUPATEN SOLOK,5,75,71.34,46.64,37.81,37.88,33.07,49.66,46.07,2015,8,SUMATERA BARAT
179.0, 0812,KABUPATEN PADANG PARIAMAN,6,118,60.52,41.71,38.33,63.57,46.86,51.81,50.47,2015,8,SUMATERA BARAT
180.0, 0813,KABUPATEN PESISIR SELATAN,4,74,76.22,67.59,67.45,75.66,71.18,73.59,71.95,2015,8,SUMATERA BARAT
181.0, 0814,KABUPATEN TANAH DATAR,4,82,74.0,53.35,53.14,64.26,55.61,68.66,61.5,2015,8,SUMATERA BARAT
182.0, 0815,KABUPATEN SIJUNJUNG,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,8,SUMATERA BARAT
183.0, 0816,KABUPATEN KEPULAUAN MENTAWAI,1,14,59.91,66.14,50.36,28.84,71.07,57.48,55.63,2015,8,SUMATERA BARAT
184.0, 0817,KABUPATEN PASAMAN BARAT,5,139,64.92,42.95,40.11,69.93,47.23,53.86,53.17,2015,8,SUMATERA BARAT
185.0, 0818,KABUPATEN SOLOK SELATAN,1,14,66.3,45.21,57.86,83.56,78.21,65.64,66.13,2015,8,SUMATERA BARAT
186.0, 0819,KABUPATEN DHARMASRAYA,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,8,SUMATERA BARAT
168.0, 0801,KOTA PADANG,33,1721,62.96,53.35,58.62,69.65,63.38,53.93,60.32,2016,8,SUMATERA BARAT
169.0, 0802,KOTA BUKITTINGGI,5,126,62.65,50.76,49.11,61.96,64.68,53.81,57.16,2016,8,SUMATERA BARAT
170.0, 0803,KOTA PADANG PANJANG,4,66,67.36,45.51,39.36,41.89,45.87,49.81,48.3,2016,8,SUMATERA BARAT
171.0, 0804,KOTA SAWAHLUNTO,1,20,67.1,46.1,34.25,34.13,46.0,50.13,46.29,2016,8,SUMATERA BARAT
172.0, 0805,KOTA SOLOK,1,20,63.9,40.7,29.0,26.88,32.0,41.25,38.96,2016,8,SUMATERA BARAT
173.0, 0806,KOTA PAYAKUMBUH,4,92,68.02,52.3,52.8,59.56,59.02,54.13,57.64,2016,8,SUMATERA BARAT
174.0, 0807,KOTA PARIAMAN,1,36,41.44,51.44,50.56,60.63,71.39,55.63,55.18,2016,8,SUMATERA BARAT
175.0, 0808,KABUPATEN AGAM,5,72,71.33,47.39,46.04,45.31,53.75,52.19,52.67,2016,8,SUMATERA BARAT
176.0, 0809,KABUPATEN PASAMAN,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016,8,SUMATERA BARAT
177.0, 0810,KABUPATEN LIMA PULUH KOTA,2,21,69.24,40.95,31.78,32.15,44.17,46.19,44.08,2016,8,SUMATERA BARAT
178.0, 0811,KABUPATEN SOLOK,6,78,61.38,37.13,27.44,34.84,36.86,39.97,39.6,2016,8,SUMATERA BARAT
179.0, 0812,KABUPATEN PADANG PARIAMAN,6,143,53.68,41.69,40.6,54.67,46.08,49.23,47.66,2016,8,SUMATERA BARAT
180.0, 0813,KABUPATEN PESISIR SELATAN,5,84,54.57,33.14,22.89,26.19,31.52,37.8,34.35,2016,8,SUMATERA BARAT
181.0, 0814,KABUPATEN TANAH DATAR,4,117,67.2,50.0,50.73,55.28,51.51,47.91,53.77,2016,8,SUMATERA BARAT
182.0, 0815,KABUPATEN SIJUNJUNG,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016,8,SUMATERA BARAT
183.0, 0816,KABUPATEN KEPULAUAN MENTAWAI,2,21,57.72,34.0,57.14,35.36,46.43,48.33,46.5,2016,8,SUMATERA BARAT
184.0, 0817,KABUPATEN PASAMAN BARAT,5,133,54.8,44.36,36.28,40.4,38.16,43.01,42.84,2016,8,SUMATERA BARAT
185.0, 0818,KABUPATEN SOLOK SELATAN,1,17,65.76,52.59,79.41,78.38,82.06,50.74,68.16,2016,8,SUMATERA BARAT
186.0, 0819,KABUPATEN DHARMASRAYA,1,16,54.88,51.75,36.41,77.66,60.31,57.81,56.47,2016,8,SUMATERA BARAT
168.0, 0801,KOTA PADANG,36,1765,67.31,55.26,50.99,53.91,50.51,52.37,56.49,2017,8,SUMATERA BARAT
169.0, 0802,KOTA BUKITTINGGI,5,146,63.74,38.86,30.31,36.48,37.4,39.55,42.77,2017,8,SUMATERA BARAT
170.0, 0803,KOTA PADANG PANJANG,4,55,72.37,44.88,41.46,44.64,44.0,44.44,50.78,2017,8,SUMATERA BARAT
171.0, 0804,KOTA SAWAHLUNTO,1,18,80.89,51.67,38.19,0.0,53.04,53.75,55.99,2017,8,SUMATERA BARAT
172.0, 0805,KOTA SOLOK,1,11,67.64,44.91,30.91,36.25,0.0,41.39,45.98,2017,8,SUMATERA BARAT
173.0, 0806,KOTA PAYAKUMBUH,4,86,78.88,54.72,42.91,52.67,57.25,51.3,57.25,2017,8,SUMATERA BARAT
174.0, 0807,KOTA PARIAMAN,1,34,49.94,63.24,72.43,12.5,0.0,63.33,61.86,2017,8,SUMATERA BARAT
175.0, 0808,KABUPATEN AGAM,6,95,73.9,55.07,48.11,46.37,49.38,51.61,56.8,2017,8,SUMATERA BARAT
176.0, 0809,KABUPATEN PASAMAN,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,8,SUMATERA BARAT
177.0, 0810,KABUPATEN LIMA PULUH KOTA,2,17,64.59,32.47,26.32,55.0,0.0,32.83,39.71,2017,8,SUMATERA BARAT
178.0, 0811,KABUPATEN SOLOK,5,62,61.97,32.78,24.16,26.04,27.22,28.84,36.74,2017,8,SUMATERA BARAT
179.0, 0812,KABUPATEN PADANG PARIAMAN,6,127,53.94,37.92,31.26,41.61,50.0,48.79,42.79,2017,8,SUMATERA BARAT
180.0, 0813,KABUPATEN PESISIR SELATAN,4,73,55.23,46.33,25.27,0.0,24.5,45.75,42.42,2017,8,SUMATERA BARAT
181.0, 0814,KABUPATEN TANAH DATAR,4,112,75.02,51.81,43.71,50.56,62.42,52.31,56.26,2017,8,SUMATERA BARAT
182.0, 0815,KABUPATEN SIJUNJUNG,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,8,SUMATERA BARAT
183.0, 0816,KABUPATEN KEPULAUAN MENTAWAI,2,29,54.97,32.96,19.14,27.82,23.75,25.0,33.19,2017,8,SUMATERA BARAT
184.0, 0817,KABUPATEN PASAMAN BARAT,7,189,63.1,33.78,28.11,27.5,30.15,37.85,40.0,2017,8,SUMATERA BARAT
185.0, 0818,KABUPATEN SOLOK SELATAN,1,16,69.13,63.25,72.34,0.0,0.0,62.97,66.93,2017,8,SUMATERA BARAT
