No,Kode,Kabupaten,JumlahSekolah,JumlahPeserta,Bindo,Bing,Math,Fisika,Kimia,Biologi,Rata,Tahun,KdProv,Provinsi
1.0, 0101,KOTA JAKARTA PUSAT,39,1262,80.3,75.33,68.63,79.0,71.25,68.83,73.89,2015,1,DKI JAKARTA
2.0, 0102,KOTA JAKARTA UTARA,55,1432,77.93,72.16,63.59,76.21,67.39,65.28,70.43,2015,1,DKI JAKARTA
3.0, 0103,KOTA JAKARTA BARAT,87,2240,80.02,74.17,61.91,75.71,67.75,66.17,70.96,2015,1,DKI JAKARTA
4.0, 0104,KOTA JAKARTA SELATAN,61,2116,78.12,73.23,60.04,74.78,65.16,64.63,69.33,2015,1,DKI JAKARTA
5.0, 0105,KOTA JAKARTA TIMUR,62,2318,75.37,71.75,58.63,76.43,64.25,63.63,68.34,2015,1,DKI JAKARTA
6.0, 0106,KOTA ADM. KEP. SERIBU,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,1,DKI JAKARTA
1.0, 0101,KOTA JAKARTA PUSAT,40,1422,72.62,63.82,60.46,63.42,64.05,60.35,64.12,2016,1,DKI JAKARTA
2.0, 0102,KOTA JAKARTA UTARA,58,1542,69.55,65.04,60.22,61.41,59.74,59.35,62.55,2016,1,DKI JAKARTA
3.0, 0103,KOTA JAKARTA BARAT,88,2510,71.19,63.25,57.69,59.75,61.99,59.75,62.27,2016,1,DKI JAKARTA
4.0, 0104,KOTA JAKARTA SELATAN,67,2395,69.29,62.23,52.82,57.55,58.63,60.71,60.21,2016,1,DKI JAKARTA
5.0, 0105,KOTA JAKARTA TIMUR,66,2805,67.38,58.42,54.37,63.2,60.94,58.69,60.5,2016,1,DKI JAKARTA
6.0, 0106,KOTA ADM. KEP. SERIBU,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016,1,DKI JAKARTA
1.0, 0101,KOTA JAKARTA PUSAT,40,1302,79.41,70.95,59.83,65.46,64.19,56.66,68.03,2017,1,DKI JAKARTA
2.0, 0102,KOTA JAKARTA UTARA,60,1569,76.11,70.49,59.05,63.18,66.1,53.73,66.36,2017,1,DKI JAKARTA
3.0, 0103,KOTA JAKARTA BARAT,87,2591,77.67,69.2,56.64,64.58,62.3,53.25,65.68,2017,1,DKI JAKARTA
4.0, 0104,KOTA JAKARTA SELATAN,71,2519,76.54,65.35,47.48,57.44,54.57,52.26,60.88,2017,1,DKI JAKARTA
5.0, 0105,KOTA JAKARTA TIMUR,70,2915,73.7,58.89,40.67,49.71,51.44,49.62,55.79,2017,1,DKI JAKARTA
6.0, 0106,KOTA ADM. KEP. SERIBU,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,1,DKI JAKARTA
1.0, 0101,KOTA JAKARTA PUSAT,41,1532,76.62,71.41,55.81,60.88,66.33,59.34,66.34,2018,1,DKI JAKARTA
2.0, 0102,KOTA JAKARTA UTARA,60,2061,74.18,71.78,55.5,58.42,63.46,57.03,65.09,2018,1,DKI JAKARTA
3.0, 0103,KOTA JAKARTA BARAT,89,3132,75.91,70.83,54.58,60.59,62.35,57.2,65.25,2018,1,DKI JAKARTA
4.0, 0104,KOTA JAKARTA SELATAN,78,2948,73.93,68.48,43.66,49.11,54.75,54.76,59.74,2018,1,DKI JAKARTA
5.0, 0105,KOTA JAKARTA TIMUR,74,3518,72.74,63.04,38.89,44.49,50.13,52.52,56.13,2018,1,DKI JAKARTA
6.0, 0106,KOTA ADM. KEP. SERIBU,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,1,DKI JAKARTA
1.0, 0101,KOTA JAKARTA PUSAT,40,1455,79.17,76.16,58.34,70.69,65.68,63.5,69.98,2019,1,DKI JAKARTA
2.0, 0102,KOTA JAKARTA UTARA,67,1893,77.36,77.95,58.59,67.39,66.08,61.12,69.56,2019,1,DKI JAKARTA
3.0, 0103,KOTA JAKARTA BARAT,90,3269,78.49,73.74,55.24,64.94,64.47,58.68,67.31,2019,1,DKI JAKARTA
4.0, 0104,KOTA JAKARTA SELATAN,73,3193,76.85,71.08,46.65,53.95,54.66,56.22,62.47,2019,1,DKI JAKARTA
5.0, 0105,KOTA JAKARTA TIMUR,75,3501,74.29,63.14,40.56,46.23,51.3,53.07,57.33,2019,1,DKI JAKARTA
6.0, 0106,KOTA ADM. KEP. SERIBU,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019,1,DKI JAKARTA
7.0, 0201,KOTA BANDUNG,96,4570,78.33,67.72,58.57,73.4,64.35,66.26,68.11,2015,2,JAWA BARAT
8.0, 0202,KOTA BANJAR,5,227,70.94,55.84,45.03,61.68,59.04,48.39,56.82,2015,2,JAWA BARAT
9.0, 0203,KOTA BEKASI,64,2479,78.2,69.17,58.83,71.48,65.17,69.04,68.65,2015,2,JAWA BARAT
10.0, 0204,KOTA BOGOR,36,1707,78.63,68.65,57.91,70.8,61.1,68.3,67.57,2015,2,JAWA BARAT
11.0, 0205,KOTA CIMAHI,8,265,72.06,59.15,48.53,65.5,46.77,57.93,58.32,2015,2,JAWA BARAT
12.0, 0206,KOTA CIREBON,12,304,79.32,64.76,52.66,61.96,56.73,60.28,62.62,2015,2,JAWA BARAT
13.0, 0207,KOTA DEPOK,40,1386,77.23,64.96,50.73,61.9,57.57,60.73,62.19,2015,2,JAWA BARAT
14.0, 0208,KOTA SUKABUMI,12,306,73.19,63.0,50.56,67.27,50.66,63.92,61.43,2015,2,JAWA BARAT
15.0, 0209,KOTA TASIKMALAYA,25,694,74.81,62.87,56.15,67.22,59.8,65.1,64.33,2015,2,JAWA BARAT
16.0, 0210,KABUPATEN BANDUNG,87,3052,70.06,52.05,45.17,57.05,46.93,52.68,53.99,2015,2,JAWA BARAT
17.0, 0211,KABUPATEN BANDUNG BARAT,40,992,70.7,57.02,50.57,61.25,54.94,58.59,58.85,2015,2,JAWA BARAT
18.0, 0212,KABUPATEN BEKASI,53,1732,73.18,62.61,58.62,67.04,64.23,65.11,65.13,2015,2,JAWA BARAT
19.0, 0213,KABUPATEN BOGOR,95,3596,72.45,58.93,46.36,57.79,50.46,57.63,57.27,2015,2,JAWA BARAT
20.0, 0214,KABUPATEN CIAMIS,14,421,72.32,50.62,41.66,52.95,43.09,47.49,51.36,2015,2,JAWA BARAT
21.0, 0215,KABUPATEN CIANJUR,39,1253,68.91,51.32,42.26,49.32,43.86,46.06,50.29,2015,2,JAWA BARAT
22.0, 0216,KABUPATEN CIREBON,43,1180,69.73,56.15,48.17,62.12,51.57,61.74,58.25,2015,2,JAWA BARAT
23.0, 0217,KABUPATEN GARUT,77,2566,69.67,57.88,56.74,66.42,62.85,64.1,62.94,2015,2,JAWA BARAT
24.0, 0218,KABUPATEN INDRAMAYU,30,853,68.48,52.95,45.71,55.12,51.0,56.53,54.97,2015,2,JAWA BARAT
25.0, 0219,KABUPATEN KARAWANG,23,898,67.14,47.22,35.25,42.61,40.76,43.67,46.11,2015,2,JAWA BARAT
26.0, 0220,KABUPATEN KUNINGAN,10,446,78.6,60.67,50.64,60.32,56.3,61.14,61.28,2015,2,JAWA BARAT
27.0, 0221,KABUPATEN MAJALENGKA,8,223,77.36,59.38,54.12,68.96,63.16,63.39,64.4,2015,2,JAWA BARAT
28.0, 0222,KABUPATEN PURWAKARTA,12,443,68.73,48.13,39.74,47.71,40.98,44.43,48.29,2015,2,JAWA BARAT
29.0, 0223,KABUPATEN SUBANG,17,521,71.71,57.82,51.52,64.24,55.91,58.0,59.87,2015,2,JAWA BARAT
30.0, 0224,KABUPATEN SUKABUMI,36,1228,75.57,62.42,51.55,61.75,49.57,58.24,59.85,2015,2,JAWA BARAT
31.0, 0225,KABUPATEN SUMEDANG,15,557,74.63,57.93,50.08,63.5,55.11,59.87,60.19,2015,2,JAWA BARAT
32.0, 0226,KABUPATEN TASIKMALAYA,37,1008,73.0,59.88,54.27,62.77,52.64,62.79,60.89,2015,2,JAWA BARAT
33.0, 0227,KABUPATEN PANGANDARAN,6,222,67.75,41.61,36.33,38.5,39.74,37.52,43.58,2015,2,JAWA BARAT
7.0, 0201,KOTA BANDUNG,101,4797,68.95,56.08,51.84,50.37,50.34,54.34,55.32,2016,2,JAWA BARAT
8.0, 0202,KOTA BANJAR,5,195,61.72,48.31,58.14,56.81,67.89,53.59,57.74,2016,2,JAWA BARAT
9.0, 0203,KOTA BEKASI,78,3539,66.8,57.1,61.22,58.65,60.93,62.39,61.18,2016,2,JAWA BARAT
10.0, 0204,KOTA BOGOR,33,1824,69.56,57.23,48.71,48.32,49.45,53.1,54.4,2016,2,JAWA BARAT
11.0, 0205,KOTA CIMAHI,8,226,65.69,49.24,50.69,49.49,45.22,52.81,52.19,2016,2,JAWA BARAT
12.0, 0206,KOTA CIREBON,11,293,69.14,60.25,64.4,59.91,61.71,61.32,62.79,2016,2,JAWA BARAT
13.0, 0207,KOTA DEPOK,43,1554,68.17,56.76,53.73,52.78,56.16,57.7,57.55,2016,2,JAWA BARAT
14.0, 0208,KOTA SUKABUMI,11,261,66.94,52.7,50.9,48.79,51.67,54.63,54.27,2016,2,JAWA BARAT
15.0, 0209,KOTA TASIKMALAYA,26,767,64.19,50.74,50.63,48.84,56.23,54.51,54.19,2016,2,JAWA BARAT
16.0, 0210,KABUPATEN BANDUNG,90,3378,63.33,45.75,51.92,48.79,50.1,51.94,51.97,2016,2,JAWA BARAT
17.0, 0211,KABUPATEN BANDUNG BARAT,44,1157,64.72,46.25,47.21,46.18,54.75,51.87,51.83,2016,2,JAWA BARAT
18.0, 0212,KABUPATEN BEKASI,51,1835,65.45,52.13,48.54,46.96,49.59,49.12,51.97,2016,2,JAWA BARAT
19.0, 0213,KABUPATEN BOGOR,97,3832,65.41,47.7,37.34,41.03,44.45,45.49,46.9,2016,2,JAWA BARAT
20.0, 0214,KABUPATEN CIAMIS,19,456,63.29,46.17,45.16,43.93,55.93,50.0,50.75,2016,2,JAWA BARAT
21.0, 0215,KABUPATEN CIANJUR,45,1410,61.79,46.1,45.71,43.5,52.66,49.11,49.81,2016,2,JAWA BARAT
22.0, 0216,KABUPATEN CIREBON,46,1380,65.4,46.67,58.91,53.64,58.79,54.88,56.38,2016,2,JAWA BARAT
23.0, 0217,KABUPATEN GARUT,81,2629,62.0,48.07,62.2,60.94,59.51,56.98,58.28,2016,2,JAWA BARAT
24.0, 0218,KABUPATEN INDRAMAYU,35,967,64.06,47.22,62.88,62.81,62.06,63.28,60.39,2016,2,JAWA BARAT
25.0, 0219,KABUPATEN KARAWANG,22,970,61.04,48.39,64.77,63.47,60.01,62.4,60.01,2016,2,JAWA BARAT
26.0, 0220,KABUPATEN KUNINGAN,12,459,68.97,51.13,54.87,55.03,56.1,58.63,57.46,2016,2,JAWA BARAT
27.0, 0221,KABUPATEN MAJALENGKA,9,240,68.7,51.61,66.48,71.24,66.97,66.77,65.3,2016,2,JAWA BARAT
28.0, 0222,KABUPATEN PURWAKARTA,12,516,61.69,44.99,62.25,60.58,60.84,60.34,58.45,2016,2,JAWA BARAT
29.0, 0223,KABUPATEN SUBANG,16,580,63.66,51.3,62.61,64.73,61.16,62.39,60.98,2016,2,JAWA BARAT
30.0, 0224,KABUPATEN SUKABUMI,35,1239,62.81,52.32,48.03,48.83,48.03,55.8,52.64,2016,2,JAWA BARAT
31.0, 0225,KABUPATEN SUMEDANG,18,618,64.55,54.42,65.0,62.73,62.87,64.56,62.36,2016,2,JAWA BARAT
32.0, 0226,KABUPATEN TASIKMALAYA,40,1242,63.94,51.18,64.42,63.3,64.99,64.7,62.09,2016,2,JAWA BARAT
33.0, 0227,KABUPATEN PANGANDARAN,6,173,58.62,40.57,47.14,46.13,48.97,49.77,48.53,2016,2,JAWA BARAT
7.0, 0201,KOTA BANDUNG,101,4687,73.83,58.84,44.59,57.09,57.63,48.08,57.3,2017,2,JAWA BARAT
8.0, 0202,KOTA BANJAR,5,194,68.73,38.51,30.79,42.92,46.09,44.4,45.62,2017,2,JAWA BARAT
9.0, 0203,KOTA BEKASI,79,3618,74.36,59.55,43.0,47.52,56.3,51.42,57.07,2017,2,JAWA BARAT
10.0, 0204,KOTA BOGOR,39,2067,75.06,58.05,40.94,51.54,50.13,50.55,56.17,2017,2,JAWA BARAT
11.0, 0205,KOTA CIMAHI,9,286,69.55,44.85,34.64,49.53,52.14,44.06,48.7,2017,2,JAWA BARAT
12.0, 0206,KOTA CIREBON,11,241,77.59,67.13,54.15,59.09,68.83,52.74,64.34,2017,2,JAWA BARAT
13.0, 0207,KOTA DEPOK,47,1585,74.81,58.34,39.67,45.13,48.39,51.09,55.53,2017,2,JAWA BARAT
14.0, 0208,KOTA SUKABUMI,13,269,69.37,48.65,37.33,47.18,55.76,47.64,50.98,2017,2,JAWA BARAT
15.0, 0209,KOTA TASIKMALAYA,25,888,67.31,49.74,40.88,49.1,45.88,47.89,51.45,2017,2,JAWA BARAT
16.0, 0210,KABUPATEN BANDUNG,96,3731,64.35,39.18,30.6,40.76,41.71,40.14,43.64,2017,2,JAWA BARAT
17.0, 0211,KABUPATEN BANDUNG BARAT,50,1412,67.43,42.63,32.18,43.99,44.19,39.35,45.67,2017,2,JAWA BARAT
18.0, 0212,KABUPATEN BEKASI,60,2320,66.38,47.64,36.97,46.51,47.27,41.0,48.44,2017,2,JAWA BARAT
19.0, 0213,KABUPATEN BOGOR,109,4626,68.88,48.86,37.05,47.63,46.66,44.26,49.97,2017,2,JAWA BARAT
20.0, 0214,KABUPATEN CIAMIS,22,492,69.02,41.13,31.56,41.45,43.45,43.25,46.21,2017,2,JAWA BARAT
21.0, 0215,KABUPATEN CIANJUR,46,1373,64.01,43.83,35.05,34.58,45.94,43.91,46.63,2017,2,JAWA BARAT
22.0, 0216,KABUPATEN CIREBON,47,1488,63.71,43.0,43.89,37.29,38.63,44.61,48.54,2017,2,JAWA BARAT
23.0, 0217,KABUPATEN GARUT,92,3157,59.8,36.68,28.49,32.58,32.69,35.35,39.94,2017,2,JAWA BARAT
24.0, 0218,KABUPATEN INDRAMAYU,34,998,61.46,38.83,35.42,44.77,42.41,41.07,44.31,2017,2,JAWA BARAT
25.0, 0219,KABUPATEN KARAWANG,25,1105,62.2,41.14,33.68,40.92,43.77,41.41,44.63,2017,2,JAWA BARAT
26.0, 0220,KABUPATEN KUNINGAN,15,637,75.04,52.74,41.26,52.92,46.41,53.26,55.22,2017,2,JAWA BARAT
27.0, 0221,KABUPATEN MAJALENGKA,12,266,70.96,49.49,52.66,56.5,57.36,58.29,57.83,2017,2,JAWA BARAT
28.0, 0222,KABUPATEN PURWAKARTA,11,460,62.89,34.86,28.81,33.58,40.3,36.92,40.85,2017,2,JAWA BARAT
29.0, 0223,KABUPATEN SUBANG,17,703,64.91,43.27,34.71,49.7,43.88,42.65,46.57,2017,2,JAWA BARAT
30.0, 0224,KABUPATEN SUKABUMI,41,1435,67.07,52.1,43.0,54.95,61.89,50.0,53.47,2017,2,JAWA BARAT
31.0, 0225,KABUPATEN SUMEDANG,18,617,66.66,43.85,34.5,46.8,55.26,44.98,47.73,2017,2,JAWA BARAT
32.0, 0226,KABUPATEN TASIKMALAYA,45,1302,67.48,50.71,48.17,42.07,52.5,53.83,54.75,2017,2,JAWA BARAT
33.0, 0227,KABUPATEN PANGANDARAN,6,222,63.01,36.08,30.65,44.58,42.5,42.9,43.17,2017,2,JAWA BARAT
7.0, 0201,KOTA BANDUNG,101,5355,72.75,63.73,42.99,50.19,55.67,50.96,57.83,2018,2,JAWA BARAT
8.0, 0202,KOTA BANJAR,5,231,63.13,43.72,25.71,40.62,55.94,41.28,43.58,2018,2,JAWA BARAT
9.0, 0203,KOTA BEKASI,84,4145,72.04,62.76,39.2,44.54,49.68,51.6,55.84,2018,2,JAWA BARAT
10.0, 0204,KOTA BOGOR,39,2274,72.45,63.05,38.05,43.71,49.07,50.69,55.6,2018,2,JAWA BARAT
11.0, 0205,KOTA CIMAHI,8,265,68.23,53.06,30.9,35.96,40.57,47.63,48.97,2018,2,JAWA BARAT
12.0, 0206,KOTA CIREBON,15,390,73.46,64.04,45.81,52.31,58.76,50.97,59.18,2018,2,JAWA BARAT
13.0, 0207,KOTA DEPOK,50,1753,70.69,60.63,35.09,41.42,48.87,49.03,53.46,2018,2,JAWA BARAT
14.0, 0208,KOTA SUKABUMI,13,255,68.43,56.22,37.2,42.04,55.06,52.91,53.08,2018,2,JAWA BARAT
15.0, 0209,KOTA TASIKMALAYA,24,837,67.06,54.6,37.2,43.02,52.44,48.73,51.85,2018,2,JAWA BARAT
16.0, 0210,KABUPATEN BANDUNG,102,4483,61.43,44.85,26.94,36.64,40.78,40.65,43.33,2018,2,JAWA BARAT
17.0, 0211,KABUPATEN BANDUNG BARAT,55,1604,63.76,46.83,29.34,38.81,48.63,43.02,45.84,2018,2,JAWA BARAT
18.0, 0212,KABUPATEN BEKASI,70,2690,65.7,52.68,33.1,41.51,48.05,43.62,48.85,2018,2,JAWA BARAT
19.0, 0213,KABUPATEN BOGOR,113,5336,64.18,51.03,31.54,41.64,48.94,41.94,47.38,2018,2,JAWA BARAT
20.0, 0214,KABUPATEN CIAMIS,27,662,66.01,48.21,29.48,35.24,42.34,45.63,46.89,2018,2,JAWA BARAT
21.0, 0215,KABUPATEN CIANJUR,52,1781,60.82,43.75,27.01,34.5,41.67,38.93,42.6,2018,2,JAWA BARAT
22.0, 0216,KABUPATEN CIREBON,49,1722,59.32,39.86,25.75,33.34,36.2,39.21,40.82,2018,2,JAWA BARAT
23.0, 0217,KABUPATEN GARUT,95,3782,59.11,39.61,26.44,33.85,39.9,38.47,40.82,2018,2,JAWA BARAT
24.0, 0218,KABUPATEN INDRAMAYU,38,1230,56.48,39.67,25.62,36.45,37.83,36.72,39.64,2018,2,JAWA BARAT
25.0, 0219,KABUPATEN KARAWANG,26,1202,59.87,43.94,28.18,36.7,39.03,40.28,42.96,2018,2,JAWA BARAT
26.0, 0220,KABUPATEN KUNINGAN,13,623,72.85,58.01,40.83,48.45,53.08,53.0,55.99,2018,2,JAWA BARAT
27.0, 0221,KABUPATEN MAJALENGKA,12,324,67.39,50.45,30.1,34.82,56.7,57.23,51.04,2018,2,JAWA BARAT
28.0, 0222,KABUPATEN PURWAKARTA,10,502,58.86,39.75,27.42,36.07,44.24,37.99,41.06,2018,2,JAWA BARAT
29.0, 0223,KABUPATEN SUBANG,19,838,63.05,47.98,32.65,46.73,52.5,42.98,46.96,2018,2,JAWA BARAT
30.0, 0224,KABUPATEN SUKABUMI,45,1646,63.01,46.65,30.72,42.65,44.44,44.66,46.21,2018,2,JAWA BARAT
31.0, 0225,KABUPATEN SUMEDANG,21,644,65.42,49.84,31.49,41.47,47.25,45.54,48.09,2018,2,JAWA BARAT
32.0, 0226,KABUPATEN TASIKMALAYA,47,1533,62.68,44.98,27.49,39.0,43.85,45.71,45.05,2018,2,JAWA BARAT
33.0, 0227,KABUPATEN PANGANDARAN,7,258,61.15,40.12,32.18,33.54,36.92,45.94,44.45,2018,2,JAWA BARAT
7.0, 0201,KOTA BANDUNG,104,6054,75.64,66.34,44.81,51.81,57.37,53.57,60.19,2019,2,JAWA BARAT
8.0, 0202,KOTA BANJAR,5,206,65.78,43.62,32.98,36.07,46.56,44.36,46.59,2019,2,JAWA BARAT
9.0, 0203,KOTA BEKASI,88,3960,74.61,64.98,41.84,47.52,51.21,53.54,58.29,2019,2,JAWA BARAT
10.0, 0204,KOTA BOGOR,40,2067,75.2,65.76,41.41,46.84,53.03,53.01,58.52,2019,2,JAWA BARAT
11.0, 0205,KOTA CIMAHI,9,311,71.14,55.55,36.07,42.78,44.01,50.89,52.66,2019,2,JAWA BARAT
12.0, 0206,KOTA CIREBON,17,372,76.92,67.6,49.36,62.83,66.49,56.47,63.38,2019,2,JAWA BARAT
13.0, 0207,KOTA DEPOK,54,2045,74.71,62.91,39.06,43.82,52.47,50.53,56.51,2019,2,JAWA BARAT
14.0, 0208,KOTA SUKABUMI,12,246,70.07,57.96,39.48,43.66,45.54,51.34,54.08,2019,2,JAWA BARAT
15.0, 0209,KOTA TASIKMALAYA,29,1011,68.39,55.21,39.22,46.26,51.5,50.54,53.23,2019,2,JAWA BARAT
16.0, 0210,KABUPATEN BANDUNG,105,4907,64.97,47.05,33.89,38.23,42.54,46.11,47.62,2019,2,JAWA BARAT
17.0, 0211,KABUPATEN BANDUNG BARAT,56,1890,65.38,48.8,35.29,41.17,46.2,46.53,48.81,2019,2,JAWA BARAT
18.0, 0212,KABUPATEN BEKASI,73,2761,65.81,53.89,37.03,43.58,49.95,46.5,50.79,2019,2,JAWA BARAT
19.0, 0213,KABUPATEN BOGOR,120,5959,66.86,53.44,36.3,45.19,48.46,47.17,50.91,2019,2,JAWA BARAT
20.0, 0214,KABUPATEN CIAMIS,29,739,69.33,47.92,35.1,39.29,42.71,48.52,49.86,2019,2,JAWA BARAT
21.0, 0215,KABUPATEN CIANJUR,53,1847,60.15,43.11,32.14,39.4,42.47,43.49,44.65,2019,2,JAWA BARAT
22.0, 0216,KABUPATEN CIREBON,54,1804,62.15,43.12,32.41,37.29,37.73,44.74,45.19,2019,2,JAWA BARAT
23.0, 0217,KABUPATEN GARUT,107,4108,60.69,42.73,32.77,39.27,40.83,43.8,44.88,2019,2,JAWA BARAT
24.0, 0218,KABUPATEN INDRAMAYU,38,1293,58.45,44.56,32.95,36.61,43.37,42.46,44.42,2019,2,JAWA BARAT
25.0, 0219,KABUPATEN KARAWANG,26,1012,62.72,48.04,34.43,43.98,42.12,45.11,47.46,2019,2,JAWA BARAT
26.0, 0220,KABUPATEN KUNINGAN,13,641,75.98,59.63,43.72,50.87,52.32,54.99,58.28,2019,2,JAWA BARAT
27.0, 0221,KABUPATEN MAJALENGKA,13,377,69.93,50.23,36.6,37.32,58.13,54.18,52.54,2019,2,JAWA BARAT
28.0, 0222,KABUPATEN PURWAKARTA,10,537,63.85,41.01,32.57,35.55,47.03,43.51,44.95,2019,2,JAWA BARAT
29.0, 0223,KABUPATEN SUBANG,20,989,66.16,51.27,37.48,48.44,52.04,46.54,50.54,2019,2,JAWA BARAT
30.0, 0224,KABUPATEN SUKABUMI,51,1975,64.9,48.62,36.13,49.64,49.92,46.2,49.13,2019,2,JAWA BARAT
31.0, 0225,KABUPATEN SUMEDANG,20,804,67.12,49.2,34.55,40.81,44.65,48.03,49.55,2019,2,JAWA BARAT
32.0, 0226,KABUPATEN TASIKMALAYA,52,1820,63.24,44.75,33.33,38.84,43.12,45.64,46.56,2019,2,JAWA BARAT
33.0, 0227,KABUPATEN PANGANDARAN,7,263,63.88,43.89,35.1,37.15,38.33,51.54,48.0,2019,2,JAWA BARAT
34.0, 0301,KOTA SEMARANG,56,2441,77.31,64.56,49.78,61.41,52.61,58.03,60.62,2015,3,JAWA TENGAH
35.0, 0302,KOTA SURAKARTA,22,1081,80.04,64.88,52.22,59.42,57.79,57.81,62.03,2015,3,JAWA TENGAH
36.0, 0303,KOTA TEGAL,5,240,72.26,56.86,51.38,54.27,42.56,50.85,54.7,2015,3,JAWA TENGAH
37.0, 0304,KOTA PEKALONGAN,8,202,77.98,61.33,58.73,62.96,51.14,59.04,61.86,2015,3,JAWA TENGAH
38.0, 0305,KOTA SALATIGA,6,188,79.27,64.61,45.22,48.05,49.59,51.65,56.4,2015,3,JAWA TENGAH
39.0, 0306,KOTA MAGELANG,8,132,80.2,60.66,38.46,40.98,47.39,50.78,53.08,2015,3,JAWA TENGAH
40.0, 0307,KABUPATEN BANYUMAS,19,659,76.73,52.5,35.34,48.16,46.44,48.24,51.24,2015,3,JAWA TENGAH
41.0, 0308,KABUPATEN BANJARNEGARA,5,143,74.78,51.61,28.1,43.28,44.2,45.17,47.86,2015,3,JAWA TENGAH
42.0, 0309,KABUPATEN CILACAP,21,702,73.75,51.04,33.68,47.19,37.99,45.91,48.26,2015,3,JAWA TENGAH
43.0, 0310,KABUPATEN PURBALINGGA,8,195,78.62,51.17,34.8,44.48,48.52,50.22,51.3,2015,3,JAWA TENGAH
44.0, 0311,KABUPATEN KEBUMEN,7,197,75.54,48.32,35.55,41.97,43.99,47.59,48.83,2015,3,JAWA TENGAH
45.0, 0312,KABUPATEN MAGELANG,19,708,81.47,67.47,53.82,64.57,60.32,65.92,65.6,2015,3,JAWA TENGAH
46.0, 0313,KABUPATEN PURWOREJO,10,231,75.44,51.32,34.45,41.78,41.62,45.7,48.39,2015,3,JAWA TENGAH
47.0, 0314,KABUPATEN TEMANGGUNG,13,240,74.76,47.64,34.73,38.97,41.43,44.06,46.93,2015,3,JAWA TENGAH
48.0, 0315,KABUPATEN WONOSOBO,7,295,78.68,52.61,38.32,44.39,43.07,48.99,51.01,2015,3,JAWA TENGAH
49.0, 0316,KABUPATEN BOYOLALI,10,257,70.99,45.49,29.69,39.25,35.32,41.44,43.7,2015,3,JAWA TENGAH
50.0, 0317,KABUPATEN KARANGANYAR,2,127,74.64,57.13,49.78,54.62,42.42,44.78,53.9,2015,3,JAWA TENGAH
51.0, 0318,KABUPATEN KLATEN,7,224,74.42,61.62,45.62,47.73,47.14,52.16,54.78,2015,3,JAWA TENGAH
52.0, 0319,KABUPATEN SRAGEN,14,374,71.64,48.19,30.75,39.3,31.11,41.87,43.81,2015,3,JAWA TENGAH
53.0, 0320,KABUPATEN SUKOHARJO,19,585,76.74,59.67,44.79,52.25,46.21,54.32,55.66,2015,3,JAWA TENGAH
54.0, 0321,KABUPATEN WONOGIRI,4,75,79.08,55.68,37.57,43.03,47.7,51.35,52.4,2015,3,JAWA TENGAH
55.0, 0322,KABUPATEN BLORA,16,439,69.84,45.11,26.57,36.86,31.95,40.64,41.83,2015,3,JAWA TENGAH
56.0, 0323,KABUPATEN JEPARA,26,773,74.65,57.24,49.03,59.69,40.91,54.84,56.06,2015,3,JAWA TENGAH
57.0, 0324,KABUPATEN KUDUS,17,873,75.45,55.01,42.13,54.81,47.53,53.93,54.81,2015,3,JAWA TENGAH
58.0, 0325,KABUPATEN PATI,36,1726,74.33,52.14,43.62,49.22,42.79,53.31,52.57,2015,3,JAWA TENGAH
59.0, 0326,KABUPATEN REMBANG,9,300,76.59,51.59,39.95,47.29,46.13,49.59,51.86,2015,3,JAWA TENGAH
60.0, 0327,KABUPATEN DEMAK,50,1564,68.94,58.74,48.06,63.58,41.55,57.74,56.44,2015,3,JAWA TENGAH
61.0, 0328,KABUPATEN GROBOGAN,36,1424,68.98,52.77,35.51,51.74,36.88,49.02,49.15,2015,3,JAWA TENGAH
62.0, 0329,KABUPATEN KENDAL,14,503,72.16,56.9,38.37,55.11,42.58,53.25,53.06,2015,3,JAWA TENGAH
63.0, 0330,KABUPATEN SEMARANG,10,248,77.3,50.88,38.69,42.39,45.55,48.0,50.47,2015,3,JAWA TENGAH
64.0, 0331,KABUPATEN BATANG,9,240,73.04,53.32,38.58,52.32,41.36,48.93,51.26,2015,3,JAWA TENGAH
65.0, 0332,KABUPATEN BREBES,18,691,71.05,49.9,32.99,43.7,40.5,53.98,48.69,2015,3,JAWA TENGAH
66.0, 0333,KABUPATEN PEKALONGAN,7,367,75.59,58.35,47.33,55.06,47.13,53.26,56.12,2015,3,JAWA TENGAH
67.0, 0334,KABUPATEN PEMALANG,14,441,69.13,52.89,34.98,43.24,33.33,44.01,46.26,2015,3,JAWA TENGAH
68.0, 0335,KABUPATEN TEGAL,11,224,70.3,50.71,28.09,45.48,42.05,56.63,48.88,2015,3,JAWA TENGAH
34.0, 0301,KOTA SEMARANG,51,2365,70.29,58.93,54.1,54.14,54.43,59.78,58.61,2016,3,JAWA TENGAH
35.0, 0302,KOTA SURAKARTA,22,1319,72.33,56.54,53.34,50.88,52.54,61.89,57.92,2016,3,JAWA TENGAH
