No,Kode,Kabupaten,JumlahSekolah,JumlahPeserta,Bindo,Bing,Math,Ekonomi,Sosiologi,Geografi,Rata,Tahun,KdProv,Provinsi
1.0, 0101,KOTA JAKARTA PUSAT,50,1714,71.0,64.09,53.34,62.44,64.88,59.16,62.49,2015,1,DKI JAKARTA
2.0, 0102,KOTA JAKARTA UTARA,69,2091,71.79,65.06,55.28,60.4,64.43,56.3,62.21,2015,1,DKI JAKARTA
3.0, 0103,KOTA JAKARTA BARAT,102,3347,72.25,65.21,52.58,60.72,63.97,57.5,62.04,2015,1,DKI JAKARTA
4.0, 0104,KOTA JAKARTA SELATAN,83,3018,70.79,68.57,54.97,65.08,67.1,63.42,64.99,2015,1,DKI JAKARTA
5.0, 0105,KOTA JAKARTA TIMUR,90,2985,66.57,63.98,46.62,63.93,65.06,60.24,61.07,2015,1,DKI JAKARTA
6.0, 0106,KOTA ADM. KEP. SERIBU,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,1,DKI JAKARTA
1.0, 0101,KOTA JAKARTA PUSAT,51,1726,65.84,50.59,44.41,53.84,52.89,61.13,54.78,2016,1,DKI JAKARTA
2.0, 0102,KOTA JAKARTA UTARA,71,2133,65.07,54.45,50.92,54.63,53.51,60.4,56.5,2016,1,DKI JAKARTA
3.0, 0103,KOTA JAKARTA BARAT,105,3310,64.99,52.81,47.23,56.7,53.59,61.3,56.1,2016,1,DKI JAKARTA
4.0, 0104,KOTA JAKARTA SELATAN,86,2964,64.62,54.34,47.27,56.74,55.0,65.17,57.19,2016,1,DKI JAKARTA
5.0, 0105,KOTA JAKARTA TIMUR,93,3490,62.81,51.39,45.43,56.04,52.72,63.98,55.4,2016,1,DKI JAKARTA
6.0, 0106,KOTA ADM. KEP. SERIBU,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016,1,DKI JAKARTA
1.0, 0101,KOTA JAKARTA PUSAT,49,1605,69.59,54.8,48.82,64.5,60.82,64.7,58.93,2017,1,DKI JAKARTA
2.0, 0102,KOTA JAKARTA UTARA,69,1863,69.25,55.97,51.67,66.09,59.81,60.36,59.63,2017,1,DKI JAKARTA
3.0, 0103,KOTA JAKARTA BARAT,101,3063,69.84,55.81,49.73,67.11,62.22,57.46,59.37,2017,1,DKI JAKARTA
4.0, 0104,KOTA JAKARTA SELATAN,88,3209,69.04,53.85,43.77,59.42,62.43,59.62,57.0,2017,1,DKI JAKARTA
5.0, 0105,KOTA JAKARTA TIMUR,92,3485,66.24,47.53,38.58,56.05,59.95,55.1,52.66,2017,1,DKI JAKARTA
6.0, 0106,KOTA ADM. KEP. SERIBU,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,1,DKI JAKARTA
1.0, 0101,KOTA JAKARTA PUSAT,48,1956,68.52,58.84,42.39,60.21,61.4,60.77,57.68,2018,1,DKI JAKARTA
2.0, 0102,KOTA JAKARTA UTARA,73,2565,67.81,60.61,44.11,59.71,59.77,59.01,58.03,2018,1,DKI JAKARTA
3.0, 0103,KOTA JAKARTA BARAT,105,4051,68.44,59.77,42.46,61.02,60.46,59.94,57.8,2018,1,DKI JAKARTA
4.0, 0104,KOTA JAKARTA SELATAN,91,3834,67.1,58.45,37.75,54.72,60.98,59.43,55.62,2018,1,DKI JAKARTA
5.0, 0105,KOTA JAKARTA TIMUR,92,4040,66.13,53.71,34.4,53.46,58.04,57.51,52.85,2018,1,DKI JAKARTA
6.0, 0106,KOTA ADM. KEP. SERIBU,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,1,DKI JAKARTA
1.0, 0101,KOTA JAKARTA PUSAT,49,1814,70.08,61.02,44.22,65.38,59.84,61.3,59.2,2019,1,DKI JAKARTA
2.0, 0102,KOTA JAKARTA UTARA,78,2318,69.23,64.72,45.76,63.0,60.07,61.36,60.22,2019,1,DKI JAKARTA
3.0, 0103,KOTA JAKARTA BARAT,106,3965,70.07,61.92,43.18,63.93,60.95,60.64,59.18,2019,1,DKI JAKARTA
4.0, 0104,KOTA JAKARTA SELATAN,89,3897,69.28,60.52,38.58,58.72,61.27,58.28,57.13,2019,1,DKI JAKARTA
5.0, 0105,KOTA JAKARTA TIMUR,90,4213,67.54,55.39,35.89,56.81,58.95,56.14,54.19,2019,1,DKI JAKARTA
6.0, 0106,KOTA ADM. KEP. SERIBU,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019,1,DKI JAKARTA
7.0, 0201,KOTA BANDUNG,120,4576,71.06,59.9,62.47,55.59,54.4,59.5,60.49,2015,2,JAWA BARAT
8.0, 0202,KOTA BANJAR,6,208,69.11,56.02,48.93,50.17,55.99,54.1,55.72,2015,2,JAWA BARAT
9.0, 0203,KOTA BEKASI,83,2923,72.66,63.63,66.84,57.67,56.2,64.6,63.6,2015,2,JAWA BARAT
10.0, 0204,KOTA BOGOR,46,1661,72.33,62.21,63.95,56.99,54.7,61.47,61.94,2015,2,JAWA BARAT
11.0, 0205,KOTA CIMAHI,15,508,65.94,53.77,50.85,50.07,49.17,50.93,53.46,2015,2,JAWA BARAT
12.0, 0206,KOTA CIREBON,19,474,66.36,53.94,53.56,51.2,51.81,48.39,54.21,2015,2,JAWA BARAT
13.0, 0207,KOTA DEPOK,61,2106,70.56,55.91,51.03,49.28,53.74,53.51,55.67,2015,2,JAWA BARAT
14.0, 0208,KOTA SUKABUMI,20,537,65.25,52.0,47.11,49.48,47.81,48.34,51.67,2015,2,JAWA BARAT
15.0, 0209,KOTA TASIKMALAYA,36,1066,72.01,62.57,67.07,57.95,53.84,60.36,62.3,2015,2,JAWA BARAT
16.0, 0210,KABUPATEN BANDUNG,150,5691,65.2,52.01,54.73,49.95,47.68,51.98,53.59,2015,2,JAWA BARAT
17.0, 0211,KABUPATEN BANDUNG BARAT,83,2368,66.72,54.69,59.2,53.15,49.04,58.51,56.89,2015,2,JAWA BARAT
18.0, 0212,KABUPATEN BEKASI,70,2151,68.87,58.65,64.84,57.5,54.77,62.63,61.21,2015,2,JAWA BARAT
19.0, 0213,KABUPATEN BOGOR,178,6241,66.35,53.76,53.98,49.14,49.09,54.55,54.48,2015,2,JAWA BARAT
20.0, 0214,KABUPATEN CIAMIS,41,1183,68.59,49.44,44.36,45.33,51.12,44.23,50.51,2015,2,JAWA BARAT
21.0, 0215,KABUPATEN CIANJUR,74,2842,62.63,48.9,45.1,42.32,46.91,43.08,48.16,2015,2,JAWA BARAT
22.0, 0216,KABUPATEN CIREBON,50,1769,66.52,55.26,58.85,51.84,49.33,58.87,56.78,2015,2,JAWA BARAT
23.0, 0217,KABUPATEN GARUT,109,3595,68.31,58.03,64.79,57.43,53.95,62.95,60.91,2015,2,JAWA BARAT
24.0, 0218,KABUPATEN INDRAMAYU,49,1386,64.32,50.94,51.9,47.09,45.68,56.12,52.68,2015,2,JAWA BARAT
25.0, 0219,KABUPATEN KARAWANG,21,681,66.4,49.79,49.22,46.23,46.71,52.54,51.82,2015,2,JAWA BARAT
26.0, 0220,KABUPATEN KUNINGAN,24,796,71.7,53.89,57.82,45.98,54.53,59.2,57.19,2015,2,JAWA BARAT
27.0, 0221,KABUPATEN MAJALENGKA,24,916,75.59,66.46,75.12,62.54,54.34,70.01,67.34,2015,2,JAWA BARAT
28.0, 0222,KABUPATEN PURWAKARTA,27,992,60.5,43.42,38.3,41.82,44.29,40.32,44.78,2015,2,JAWA BARAT
29.0, 0223,KABUPATEN SUBANG,45,1454,64.1,49.43,50.64,47.73,46.47,51.77,51.69,2015,2,JAWA BARAT
30.0, 0224,KABUPATEN SUKABUMI,123,3875,71.79,59.64,60.72,54.72,56.19,51.36,59.07,2015,2,JAWA BARAT
31.0, 0225,KABUPATEN SUMEDANG,25,785,67.48,55.88,55.6,51.42,49.5,58.09,56.33,2015,2,JAWA BARAT
32.0, 0226,KABUPATEN TASIKMALAYA,85,2572,68.31,55.1,56.06,51.68,50.18,56.17,56.25,2015,2,JAWA BARAT
33.0, 0227,KABUPATEN PANGANDARAN,10,344,62.12,42.07,39.74,38.6,46.27,40.64,44.91,2015,2,JAWA BARAT
7.0, 0201,KOTA BANDUNG,117,4794,63.98,47.88,45.89,51.54,52.43,55.97,52.95,2016,2,JAWA BARAT
8.0, 0202,KOTA BANJAR,6,180,62.08,49.5,50.64,58.71,55.51,67.86,57.38,2016,2,JAWA BARAT
9.0, 0203,KOTA BEKASI,90,3549,66.69,53.56,55.74,60.01,55.35,64.84,59.37,2016,2,JAWA BARAT
10.0, 0204,KOTA BOGOR,45,1683,64.07,48.79,48.5,51.55,52.7,58.04,53.94,2016,2,JAWA BARAT
11.0, 0205,KOTA CIMAHI,16,494,62.79,44.58,45.23,49.96,48.91,56.34,51.3,2016,2,JAWA BARAT
12.0, 0206,KOTA CIREBON,18,457,65.05,43.95,48.47,55.04,54.32,60.87,54.62,2016,2,JAWA BARAT
13.0, 0207,KOTA DEPOK,63,2095,65.74,50.22,57.55,60.36,56.49,64.43,59.13,2016,2,JAWA BARAT
14.0, 0208,KOTA SUKABUMI,19,520,62.11,42.98,47.6,52.81,49.96,55.19,51.78,2016,2,JAWA BARAT
15.0, 0209,KOTA TASIKMALAYA,34,1002,64.21,47.77,54.29,58.59,54.55,62.64,57.01,2016,2,JAWA BARAT
16.0, 0210,KABUPATEN BANDUNG,159,6055,61.91,42.95,48.73,54.72,50.77,56.91,52.67,2016,2,JAWA BARAT
17.0, 0211,KABUPATEN BANDUNG BARAT,87,2314,60.32,42.09,46.29,50.79,48.34,57.38,50.87,2016,2,JAWA BARAT
18.0, 0212,KABUPATEN BEKASI,71,1949,59.11,45.99,51.51,53.57,49.71,56.55,52.74,2016,2,JAWA BARAT
19.0, 0213,KABUPATEN BOGOR,187,6547,58.96,40.55,38.04,46.79,49.84,52.08,47.71,2016,2,JAWA BARAT
20.0, 0214,KABUPATEN CIAMIS,42,1146,63.56,46.28,51.15,54.69,55.25,59.8,55.12,2016,2,JAWA BARAT
21.0, 0215,KABUPATEN CIANJUR,80,2942,59.83,45.77,50.92,52.43,52.42,57.0,53.06,2016,2,JAWA BARAT
22.0, 0216,KABUPATEN CIREBON,47,1634,62.56,44.66,59.85,62.56,58.07,63.63,58.56,2016,2,JAWA BARAT
23.0, 0217,KABUPATEN GARUT,112,3488,63.76,47.33,61.52,64.14,56.85,65.96,59.93,2016,2,JAWA BARAT
24.0, 0218,KABUPATEN INDRAMAYU,49,1263,64.78,43.92,67.11,65.05,56.7,65.55,60.52,2016,2,JAWA BARAT
25.0, 0219,KABUPATEN KARAWANG,22,719,65.21,45.85,68.97,66.31,57.05,66.34,61.62,2016,2,JAWA BARAT
26.0, 0220,KABUPATEN KUNINGAN,23,719,64.65,43.53,57.75,59.95,53.63,63.92,57.24,2016,2,JAWA BARAT
27.0, 0221,KABUPATEN MAJALENGKA,27,885,70.03,55.22,72.06,69.07,61.88,78.19,67.74,2016,2,JAWA BARAT
28.0, 0222,KABUPATEN PURWAKARTA,28,967,62.97,45.34,62.84,61.99,51.44,63.98,58.09,2016,2,JAWA BARAT
29.0, 0223,KABUPATEN SUBANG,44,1315,66.19,48.76,70.0,66.34,55.96,66.56,62.3,2016,2,JAWA BARAT
30.0, 0224,KABUPATEN SUKABUMI,133,4345,63.69,46.91,50.62,53.1,53.73,58.06,54.35,2016,2,JAWA BARAT
31.0, 0225,KABUPATEN SUMEDANG,25,818,68.72,49.81,68.44,65.37,61.3,67.36,63.5,2016,2,JAWA BARAT
32.0, 0226,KABUPATEN TASIKMALAYA,90,2700,66.74,48.38,69.11,66.06,60.17,67.73,63.03,2016,2,JAWA BARAT
33.0, 0227,KABUPATEN PANGANDARAN,10,368,61.98,47.79,60.09,61.09,53.16,64.46,58.1,2016,2,JAWA BARAT
7.0, 0201,KOTA BANDUNG,122,4397,64.82,45.37,39.07,55.15,58.17,54.14,51.48,2017,2,JAWA BARAT
8.0, 0202,KOTA BANJAR,7,144,57.39,33.35,32.45,45.83,57.29,47.44,43.41,2017,2,JAWA BARAT
9.0, 0203,KOTA BEKASI,92,3860,68.49,52.88,45.24,56.93,61.73,57.4,56.69,2017,2,JAWA BARAT
10.0, 0204,KOTA BOGOR,47,1773,66.04,46.17,37.14,54.68,58.87,52.75,51.56,2017,2,JAWA BARAT
11.0, 0205,KOTA CIMAHI,15,464,62.04,39.22,35.04,57.12,54.85,49.68,47.6,2017,2,JAWA BARAT
12.0, 0206,KOTA CIREBON,18,412,63.86,45.01,43.6,56.44,57.48,55.13,52.37,2017,2,JAWA BARAT
13.0, 0207,KOTA DEPOK,65,2129,65.64,45.98,38.55,55.29,59.85,58.05,52.29,2017,2,JAWA BARAT
14.0, 0208,KOTA SUKABUMI,18,456,58.48,37.7,35.01,49.48,52.96,50.02,45.64,2017,2,JAWA BARAT
15.0, 0209,KOTA TASIKMALAYA,37,1002,60.86,50.14,52.39,55.61,61.65,54.19,55.6,2017,2,JAWA BARAT
16.0, 0210,KABUPATEN BANDUNG,168,6564,56.62,34.91,32.17,45.06,52.2,46.26,43.27,2017,2,JAWA BARAT
17.0, 0211,KABUPATEN BANDUNG BARAT,91,2524,59.87,33.77,33.05,42.81,51.08,43.85,43.68,2017,2,JAWA BARAT
18.0, 0212,KABUPATEN BEKASI,71,2245,58.49,40.22,39.15,51.32,50.88,48.0,47.07,2017,2,JAWA BARAT
19.0, 0213,KABUPATEN BOGOR,189,7222,61.18,40.9,40.86,49.28,55.84,49.08,49.23,2017,2,JAWA BARAT
20.0, 0214,KABUPATEN CIAMIS,43,1036,62.54,36.0,33.92,46.71,57.74,51.26,46.71,2017,2,JAWA BARAT
21.0, 0215,KABUPATEN CIANJUR,88,2965,56.49,39.69,37.44,43.67,53.45,43.53,45.95,2017,2,JAWA BARAT
22.0, 0216,KABUPATEN CIREBON,52,1735,60.3,42.96,46.4,40.1,53.59,49.33,50.27,2017,2,JAWA BARAT
23.0, 0217,KABUPATEN GARUT,125,3977,56.66,38.0,36.46,43.49,52.72,44.44,45.28,2017,2,JAWA BARAT
24.0, 0218,KABUPATEN INDRAMAYU,48,1321,53.06,32.27,31.13,43.19,48.82,38.47,40.52,2017,2,JAWA BARAT
25.0, 0219,KABUPATEN KARAWANG,22,741,58.08,36.81,34.99,45.75,54.69,45.8,45.16,2017,2,JAWA BARAT
26.0, 0220,KABUPATEN KUNINGAN,22,625,63.57,38.18,37.27,57.79,56.43,54.55,48.86,2017,2,JAWA BARAT
27.0, 0221,KABUPATEN MAJALENGKA,28,933,69.04,51.6,60.98,55.48,62.89,55.43,60.08,2017,2,JAWA BARAT
28.0, 0222,KABUPATEN PURWAKARTA,28,887,56.14,35.07,31.58,38.3,50.95,42.55,42.48,2017,2,JAWA BARAT
29.0, 0223,KABUPATEN SUBANG,46,1448,56.16,35.29,36.05,41.96,53.56,50.85,44.54,2017,2,JAWA BARAT
30.0, 0224,KABUPATEN SUKABUMI,133,4035,63.76,49.13,50.13,49.34,57.0,51.57,54.36,2017,2,JAWA BARAT
31.0, 0225,KABUPATEN SUMEDANG,23,672,58.06,36.27,34.61,47.05,55.82,52.13,45.72,2017,2,JAWA BARAT
32.0, 0226,KABUPATEN TASIKMALAYA,103,2838,65.29,51.93,54.59,58.45,60.29,58.1,57.78,2017,2,JAWA BARAT
33.0, 0227,KABUPATEN PANGANDARAN,10,300,54.63,31.04,30.43,44.54,51.56,47.81,41.41,2017,2,JAWA BARAT
7.0, 0201,KOTA BANDUNG,124,4947,64.6,51.03,34.32,53.27,56.16,54.71,51.31,2018,2,JAWA BARAT
8.0, 0202,KOTA BANJAR,6,150,62.18,38.12,27.72,44.75,52.68,51.41,44.97,2018,2,JAWA BARAT
9.0, 0203,KOTA BEKASI,97,4203,64.82,53.42,34.37,51.88,57.28,56.95,52.18,2018,2,JAWA BARAT
10.0, 0204,KOTA BOGOR,47,1910,64.01,49.71,32.65,50.94,54.92,51.83,49.92,2018,2,JAWA BARAT
11.0, 0205,KOTA CIMAHI,17,529,59.43,44.6,29.76,51.55,51.45,51.22,46.3,2018,2,JAWA BARAT
12.0, 0206,KOTA CIREBON,17,467,62.27,48.1,32.99,57.08,55.25,55.36,49.72,2018,2,JAWA BARAT
13.0, 0207,KOTA DEPOK,65,2398,63.95,51.51,32.62,53.27,57.45,57.35,51.26,2018,2,JAWA BARAT
14.0, 0208,KOTA SUKABUMI,18,431,59.57,44.37,31.59,48.84,53.12,47.41,46.39,2018,2,JAWA BARAT
15.0, 0209,KOTA TASIKMALAYA,38,1105,61.63,48.78,37.1,55.82,55.04,58.37,50.87,2018,2,JAWA BARAT
16.0, 0210,KABUPATEN BANDUNG,170,7739,55.23,37.53,28.18,42.55,49.19,44.28,41.99,2018,2,JAWA BARAT
17.0, 0211,KABUPATEN BANDUNG BARAT,96,3296,56.53,39.38,30.58,43.82,50.16,47.63,43.8,2018,2,JAWA BARAT
18.0, 0212,KABUPATEN BEKASI,74,2382,55.6,41.88,31.28,46.69,49.44,48.29,44.34,2018,2,JAWA BARAT
19.0, 0213,KABUPATEN BOGOR,194,8563,57.29,40.21,29.92,47.37,50.68,48.77,44.36,2018,2,JAWA BARAT
20.0, 0214,KABUPATEN CIAMIS,41,1126,60.17,40.95,29.77,45.35,54.13,50.5,45.65,2018,2,JAWA BARAT
21.0, 0215,KABUPATEN CIANJUR,103,4472,51.16,35.54,28.08,38.04,45.86,45.15,39.98,2018,2,JAWA BARAT
22.0, 0216,KABUPATEN CIREBON,55,1950,56.54,38.0,30.34,37.47,51.19,45.97,43.46,2018,2,JAWA BARAT
23.0, 0217,KABUPATEN GARUT,135,4725,54.83,36.76,29.3,40.67,49.32,45.5,42.16,2018,2,JAWA BARAT
24.0, 0218,KABUPATEN INDRAMAYU,45,1197,51.24,35.73,27.62,41.75,44.51,42.93,39.57,2018,2,JAWA BARAT
25.0, 0219,KABUPATEN KARAWANG,25,963,55.8,39.5,29.21,41.51,50.79,46.32,43.32,2018,2,JAWA BARAT
26.0, 0220,KABUPATEN KUNINGAN,25,744,62.77,45.02,33.01,48.87,55.86,59.93,49.01,2018,2,JAWA BARAT
27.0, 0221,KABUPATEN MAJALENGKA,29,1122,60.08,44.95,33.86,47.48,56.39,51.04,48.0,2018,2,JAWA BARAT
28.0, 0222,KABUPATEN PURWAKARTA,29,1015,54.65,36.42,28.84,38.97,48.73,48.85,41.4,2018,2,JAWA BARAT
29.0, 0223,KABUPATEN SUBANG,46,1635,55.96,39.0,31.17,40.01,50.28,48.75,43.67,2018,2,JAWA BARAT
30.0, 0224,KABUPATEN SUKABUMI,137,4698,55.66,38.4,29.35,41.87,49.99,45.46,42.82,2018,2,JAWA BARAT
31.0, 0225,KABUPATEN SUMEDANG,24,741,58.3,41.12,31.48,43.9,52.24,52.23,45.51,2018,2,JAWA BARAT
32.0, 0226,KABUPATEN TASIKMALAYA,107,3229,57.62,41.63,31.53,45.24,53.77,49.12,45.48,2018,2,JAWA BARAT
33.0, 0227,KABUPATEN PANGANDARAN,12,382,55.41,36.15,30.6,44.7,48.46,51.12,42.76,2018,2,JAWA BARAT
7.0, 0201,KOTA BANDUNG,126,5722,67.48,55.28,37.68,58.68,57.76,55.87,54.51,2019,2,JAWA BARAT
8.0, 0202,KOTA BANJAR,7,193,61.3,41.22,30.32,50.96,51.77,51.82,46.15,2019,2,JAWA BARAT
9.0, 0203,KOTA BEKASI,98,4111,66.87,56.47,37.16,56.52,57.19,57.21,54.39,2019,2,JAWA BARAT
10.0, 0204,KOTA BOGOR,49,1780,67.01,54.39,36.05,58.1,56.79,53.98,53.43,2019,2,JAWA BARAT
11.0, 0205,KOTA CIMAHI,17,446,61.07,44.73,32.9,54.35,51.81,52.65,47.76,2019,2,JAWA BARAT
12.0, 0206,KOTA CIREBON,17,498,65.72,52.63,38.58,66.08,57.01,52.69,53.77,2019,2,JAWA BARAT
13.0, 0207,KOTA DEPOK,64,2547,66.33,53.57,36.51,54.48,58.01,57.87,53.46,2019,2,JAWA BARAT
14.0, 0208,KOTA SUKABUMI,21,484,59.35,46.25,34.58,51.7,54.25,45.1,47.63,2019,2,JAWA BARAT
15.0, 0209,KOTA TASIKMALAYA,37,1100,59.86,46.88,35.58,53.26,53.97,51.71,48.93,2019,2,JAWA BARAT
16.0, 0210,KABUPATEN BANDUNG,172,8212,55.85,41.08,31.76,47.24,49.59,43.59,44.13,2019,2,JAWA BARAT
17.0, 0211,KABUPATEN BANDUNG BARAT,96,3371,57.9,42.68,33.93,49.8,50.77,45.78,46.08,2019,2,JAWA BARAT
18.0, 0212,KABUPATEN BEKASI,73,2175,57.79,45.86,34.27,52.49,50.39,49.49,47.12,2019,2,JAWA BARAT
19.0, 0213,KABUPATEN BOGOR,196,8694,58.51,43.88,33.22,49.48,51.68,48.19,46.59,2019,2,JAWA BARAT
20.0, 0214,KABUPATEN CIAMIS,43,1276,61.71,42.59,33.83,50.73,54.21,49.21,47.78,2019,2,JAWA BARAT
21.0, 0215,KABUPATEN CIANJUR,115,6040,47.97,38.18,30.83,43.21,44.28,43.65,40.23,2019,2,JAWA BARAT
22.0, 0216,KABUPATEN CIREBON,54,1968,55.38,40.1,32.81,42.97,50.67,46.43,44.4,2019,2,JAWA BARAT
23.0, 0217,KABUPATEN GARUT,148,5278,55.42,40.16,33.53,46.66,49.85,48.18,44.62,2019,2,JAWA BARAT
24.0, 0218,KABUPATEN INDRAMAYU,44,1186,53.3,41.3,32.7,49.03,47.66,41.07,43.54,2019,2,JAWA BARAT
25.0, 0219,KABUPATEN KARAWANG,24,944,56.19,42.52,31.82,46.91,49.4,44.99,44.72,2019,2,JAWA BARAT
26.0, 0220,KABUPATEN KUNINGAN,27,712,65.79,46.35,36.34,53.64,58.24,59.74,51.58,2019,2,JAWA BARAT
27.0, 0221,KABUPATEN MAJALENGKA,30,1212,61.01,46.63,38.3,59.38,57.11,51.3,50.46,2019,2,JAWA BARAT
28.0, 0222,KABUPATEN PURWAKARTA,30,1061,55.49,39.88,31.64,48.39,49.69,44.08,43.96,2019,2,JAWA BARAT
29.0, 0223,KABUPATEN SUBANG,47,1576,54.52,40.92,33.86,42.88,49.26,50.61,44.41,2019,2,JAWA BARAT
30.0, 0224,KABUPATEN SUKABUMI,143,5033,56.25,40.63,32.63,46.31,50.82,44.15,44.61,2019,2,JAWA BARAT
31.0, 0225,KABUPATEN SUMEDANG,28,856,59.08,42.53,33.06,50.07,51.69,47.28,46.34,2019,2,JAWA BARAT
32.0, 0226,KABUPATEN TASIKMALAYA,113,3421,57.85,42.89,35.36,48.02,52.58,47.24,46.69,2019,2,JAWA BARAT
33.0, 0227,KABUPATEN PANGANDARAN,13,359,54.89,37.61,32.53,45.29,50.21,43.49,43.3,2019,2,JAWA BARAT
34.0, 0301,KOTA SEMARANG,69,2777,69.17,55.14,45.12,56.17,58.63,46.43,55.11,2015,3,JAWA TENGAH
35.0, 0302,KOTA SURAKARTA,29,1605,73.97,55.89,51.23,54.47,61.36,52.16,58.18,2015,3,JAWA TENGAH
36.0, 0303,KOTA TEGAL,6,272,68.31,59.13,54.8,63.57,65.76,48.22,59.97,2015,3,JAWA TENGAH
37.0, 0304,KOTA PEKALONGAN,9,340,70.75,62.13,53.39,63.27,66.21,48.73,60.75,2015,3,JAWA TENGAH
38.0, 0305,KOTA SALATIGA,5,182,73.59,55.11,53.39,59.48,65.24,53.87,60.11,2015,3,JAWA TENGAH
39.0, 0306,KOTA MAGELANG,8,261,71.68,52.97,39.99,51.07,59.07,45.54,53.39,2015,3,JAWA TENGAH
40.0, 0307,KABUPATEN BANYUMAS,30,1207,70.18,46.21,44.64,49.74,55.67,44.8,51.87,2015,3,JAWA TENGAH
41.0, 0308,KABUPATEN BANJARNEGARA,17,442,69.35,45.0,38.34,46.59,55.37,45.57,50.04,2015,3,JAWA TENGAH
42.0, 0309,KABUPATEN CILACAP,46,1592,68.32,45.42,42.45,48.81,53.34,43.78,50.35,2015,3,JAWA TENGAH
43.0, 0310,KABUPATEN PURBALINGGA,11,507,71.15,44.44,38.08,45.26,56.92,46.48,50.39,2015,3,JAWA TENGAH
44.0, 0311,KABUPATEN KEBUMEN,30,809,70.83,41.62,38.74,42.02,55.99,45.86,49.18,2015,3,JAWA TENGAH
45.0, 0312,KABUPATEN MAGELANG,39,1292,73.23,50.1,47.09,48.72,59.98,50.68,54.97,2015,3,JAWA TENGAH
46.0, 0313,KABUPATEN PURWOREJO,16,626,67.78,44.67,41.16,48.34,57.75,42.71,50.4,2015,3,JAWA TENGAH
47.0, 0314,KABUPATEN TEMANGGUNG,18,513,70.39,46.57,43.26,49.28,60.82,47.47,52.97,2015,3,JAWA TENGAH
48.0, 0315,KABUPATEN WONOSOBO,9,484,72.71,46.81,42.76,50.56,57.11,48.43,53.06,2015,3,JAWA TENGAH
49.0, 0316,KABUPATEN BOYOLALI,18,569,65.31,43.91,33.24,50.99,53.25,41.38,48.01,2015,3,JAWA TENGAH
50.0, 0317,KABUPATEN KARANGANYAR,7,298,67.44,51.47,45.26,49.62,53.34,49.05,52.7,2015,3,JAWA TENGAH
51.0, 0318,KABUPATEN KLATEN,14,310,65.77,49.56,41.3,51.34,55.1,45.0,51.35,2015,3,JAWA TENGAH
52.0, 0319,KABUPATEN SRAGEN,16,435,63.33,41.87,30.1,42.25,46.06,38.86,43.75,2015,3,JAWA TENGAH
53.0, 0320,KABUPATEN SUKOHARJO,15,450,74.67,54.75,48.51,54.42,59.02,50.29,56.94,2015,3,JAWA TENGAH
54.0, 0321,KABUPATEN WONOGIRI,11,304,69.95,45.73,39.2,43.69,54.86,46.49,49.99,2015,3,JAWA TENGAH
55.0, 0322,KABUPATEN BLORA,23,678,62.79,37.82,29.34,41.69,45.15,38.69,42.58,2015,3,JAWA TENGAH
56.0, 0323,KABUPATEN JEPARA,69,2844,67.01,51.02,38.38,62.7,62.94,45.31,54.56,2015,3,JAWA TENGAH
57.0, 0324,KABUPATEN KUDUS,40,2681,67.02,54.8,47.89,65.04,64.62,45.22,57.43,2015,3,JAWA TENGAH
58.0, 0325,KABUPATEN PATI,71,3615,67.61,48.86,43.56,56.64,60.37,44.5,53.59,2015,3,JAWA TENGAH
59.0, 0326,KABUPATEN REMBANG,21,807,69.88,44.6,39.81,42.53,54.76,43.65,49.21,2015,3,JAWA TENGAH
60.0, 0327,KABUPATEN DEMAK,75,3001,63.69,56.39,46.25,62.63,62.03,48.87,56.64,2015,3,JAWA TENGAH
61.0, 0328,KABUPATEN GROBOGAN,50,1858,62.71,49.48,34.2,56.83,47.39,38.68,48.22,2015,3,JAWA TENGAH
62.0, 0329,KABUPATEN KENDAL,27,1278,65.75,54.35,42.64,57.11,56.32,44.42,53.43,2015,3,JAWA TENGAH
63.0, 0330,KABUPATEN SEMARANG,18,609,70.8,48.94,44.68,55.52,58.17,47.4,54.25,2015,3,JAWA TENGAH
64.0, 0331,KABUPATEN BATANG,17,581,66.66,49.68,40.01,64.13,62.57,44.0,54.51,2015,3,JAWA TENGAH
65.0, 0332,KABUPATEN BREBES,34,1240,64.92,47.55,37.22,54.56,50.77,44.51,49.92,2015,3,JAWA TENGAH
66.0, 0333,KABUPATEN PEKALONGAN,16,836,69.09,52.91,43.51,56.86,57.96,48.42,54.79,2015,3,JAWA TENGAH
67.0, 0334,KABUPATEN PEMALANG,23,866,63.11,50.22,39.63,47.14,52.9,44.04,49.51,2015,3,JAWA TENGAH
68.0, 0335,KABUPATEN TEGAL,25,888,66.5,51.74,44.17,59.35,53.1,47.7,53.76,2015,3,JAWA TENGAH
34.0, 0301,KOTA SEMARANG,68,2562,63.63,50.3,44.87,54.62,55.35,60.35,54.85,2016,3,JAWA TENGAH
35.0, 0302,KOTA SURAKARTA,28,1529,65.92,46.22,44.05,52.19,55.6,62.03,54.34,2016,3,JAWA TENGAH
