No,Kode,Kabupaten,JumlahSekolah,JumlahPeserta,Bindo,Bing,Math,Ekonomi,Sosiologi,Geografi,Rata,Tahun,KdProv,Provinsi
80.0, 0507,KOTA PASURUAN,8,201,60.69,41.34,29.91,49.36,52.7,47.29,45.88,2018,5,JAWA TIMUR
81.0, 0508,KOTA PROBOLINGGO,16,562,54.14,37.01,28.58,47.79,45.77,48.16,41.51,2018,5,JAWA TIMUR
82.0, 0509,KOTA BATU,10,339,64.35,44.68,35.16,55.17,56.85,54.46,49.99,2018,5,JAWA TIMUR
83.0, 0510,KABUPATEN GRESIK,94,2778,58.09,43.52,35.8,47.87,51.46,53.82,47.22,2018,5,JAWA TIMUR
84.0, 0511,KABUPATEN SIDOARJO,78,4362,62.18,48.8,36.32,49.09,56.08,58.9,50.68,2018,5,JAWA TIMUR
85.0, 0512,KABUPATEN MOJOKERTO,59,1810,58.96,39.96,31.2,47.38,51.34,49.13,45.1,2018,5,JAWA TIMUR
86.0, 0513,KABUPATEN JOMBANG,95,3675,61.3,40.87,30.69,48.02,53.77,53.88,46.47,2018,5,JAWA TIMUR
87.0, 0514,KABUPATEN BOJONEGORO,69,2573,55.31,34.2,28.33,42.9,48.65,43.69,41.3,2018,5,JAWA TIMUR
88.0, 0515,KABUPATEN TUBAN,48,1713,58.94,37.42,30.08,41.7,53.5,49.5,44.52,2018,5,JAWA TIMUR
89.0, 0516,KABUPATEN LAMONGAN,119,3624,57.01,39.37,32.16,43.46,50.41,47.84,44.34,2018,5,JAWA TIMUR
90.0, 0517,KABUPATEN MADIUN,14,457,61.45,41.25,34.83,44.31,55.51,51.72,47.76,2018,5,JAWA TIMUR
91.0, 0518,KABUPATEN NGAWI,24,604,60.58,38.26,29.78,50.94,51.52,50.51,44.98,2018,5,JAWA TIMUR
92.0, 0519,KABUPATEN MAGETAN,15,758,59.65,37.93,30.25,42.02,50.27,54.2,44.48,2018,5,JAWA TIMUR
93.0, 0520,KABUPATEN PONOROGO,69,1982,63.54,42.92,30.69,47.0,56.1,54.18,47.96,2018,5,JAWA TIMUR
94.0, 0521,KABUPATEN PACITAN,20,399,61.98,39.72,30.7,48.42,54.9,52.43,46.61,2018,5,JAWA TIMUR
95.0, 0522,KABUPATEN KEDIRI,43,1427,60.42,38.32,29.7,45.14,52.95,51.73,45.02,2018,5,JAWA TIMUR
96.0, 0523,KABUPATEN NGANJUK,40,1335,59.2,37.14,29.01,44.67,52.28,50.67,44.1,2018,5,JAWA TIMUR
97.0, 0524,KABUPATEN BLITAR,31,1021,63.43,41.3,32.36,50.68,56.69,55.7,48.14,2018,5,JAWA TIMUR
98.0, 0525,KABUPATEN TULUNGAGUNG,24,844,62.59,43.41,36.87,49.28,56.18,54.7,49.46,2018,5,JAWA TIMUR
99.0, 0526,KABUPATEN TRENGGALEK,15,523,64.58,44.93,34.94,48.83,56.51,57.1,50.01,2018,5,JAWA TIMUR
100.0, 0527,KABUPATEN MALANG,104,3287,60.64,38.21,29.84,47.47,53.67,49.61,45.07,2018,5,JAWA TIMUR
101.0, 0528,KABUPATEN PASURUAN,100,3390,57.08,40.32,32.48,42.96,50.57,48.84,44.76,2018,5,JAWA TIMUR
102.0, 0529,KABUPATEN PROBOLINGGO,127,3795,51.49,34.56,29.92,40.36,44.71,40.69,39.83,2018,5,JAWA TIMUR
103.0, 0530,KABUPATEN LUMAJANG,68,2345,54.64,36.72,28.42,39.5,46.71,45.8,41.14,2018,5,JAWA TIMUR
104.0, 0531,KABUPATEN BONDOWOSO,62,1624,52.7,32.7,28.25,41.84,46.63,39.73,39.52,2018,5,JAWA TIMUR
105.0, 0532,KABUPATEN SITUBONDO,63,2302,52.11,33.93,28.43,36.06,45.95,39.14,39.54,2018,5,JAWA TIMUR
106.0, 0533,KABUPATEN JEMBER,127,5349,54.96,35.36,29.46,44.11,47.54,45.57,41.66,2018,5,JAWA TIMUR
107.0, 0534,KABUPATEN BANYUWANGI,66,2041,56.87,36.67,28.97,44.19,49.27,47.27,42.74,2018,5,JAWA TIMUR
108.0, 0535,KABUPATEN PAMEKASAN,144,5064,47.94,32.13,29.13,34.65,41.44,37.32,37.23,2018,5,JAWA TIMUR
109.0, 0536,KABUPATEN SAMPANG,133,4370,44.94,34.66,30.15,31.97,41.04,37.26,36.94,2018,5,JAWA TIMUR
110.0, 0537,KABUPATEN SUMENEP,199,5242,50.9,34.77,30.89,37.13,45.66,41.0,40.16,2018,5,JAWA TIMUR
111.0, 0538,KABUPATEN BANGKALAN,101,3396,51.21,36.76,30.58,36.85,45.95,41.5,40.59,2018,5,JAWA TIMUR
74.0, 0501,KOTA SURABAYA,123,5943,67.3,56.53,39.78,58.13,57.66,55.3,55.23,2019,5,JAWA TIMUR
75.0, 0502,KOTA MALANG,44,1840,73.2,57.98,44.32,63.7,61.17,65.63,59.65,2019,5,JAWA TIMUR
76.0, 0503,KOTA MADIUN,7,129,64.05,48.37,33.33,49.58,58.48,46.69,50.36,2019,5,JAWA TIMUR
77.0, 0504,KOTA KEDIRI,14,626,60.74,42.71,32.84,49.81,51.51,51.99,46.91,2019,5,JAWA TIMUR
78.0, 0505,KOTA MOJOKERTO,7,288,63.42,46.33,34.69,54.0,56.18,51.62,49.68,2019,5,JAWA TIMUR
79.0, 0506,KOTA BLITAR,5,207,68.95,45.91,34.88,57.25,56.36,61.29,51.87,2019,5,JAWA TIMUR
80.0, 0507,KOTA PASURUAN,9,211,61.23,42.57,35.86,55.68,53.37,47.85,48.18,2019,5,JAWA TIMUR
81.0, 0508,KOTA PROBOLINGGO,16,528,57.38,42.08,32.75,61.91,47.83,46.94,45.33,2019,5,JAWA TIMUR
82.0, 0509,KOTA BATU,10,309,66.49,49.24,39.92,58.37,56.57,59.03,53.31,2019,5,JAWA TIMUR
83.0, 0510,KABUPATEN GRESIK,96,2726,57.02,43.73,36.63,50.96,51.32,49.87,47.08,2019,5,JAWA TIMUR
84.0, 0511,KABUPATEN SIDOARJO,80,4246,63.91,49.4,37.35,56.02,55.79,56.96,51.7,2019,5,JAWA TIMUR
85.0, 0512,KABUPATEN MOJOKERTO,61,1898,58.41,41.28,34.39,51.39,50.55,48.25,46.04,2019,5,JAWA TIMUR
86.0, 0513,KABUPATEN JOMBANG,95,3699,62.49,42.62,33.47,52.09,53.99,54.52,48.11,2019,5,JAWA TIMUR
87.0, 0514,KABUPATEN BOJONEGORO,71,2558,56.24,38.7,32.22,47.48,48.39,46.21,43.76,2019,5,JAWA TIMUR
88.0, 0515,KABUPATEN TUBAN,48,1555,58.91,39.65,33.3,47.28,51.73,52.06,45.79,2019,5,JAWA TIMUR
89.0, 0516,KABUPATEN LAMONGAN,112,3271,55.58,41.12,34.66,48.07,49.87,49.16,45.22,2019,5,JAWA TIMUR
90.0, 0517,KABUPATEN MADIUN,14,452,61.39,42.42,37.36,50.55,53.18,52.23,48.46,2019,5,JAWA TIMUR
91.0, 0518,KABUPATEN NGAWI,24,563,61.19,40.22,33.42,54.43,52.41,50.92,46.8,2019,5,JAWA TIMUR
92.0, 0519,KABUPATEN MAGETAN,15,819,59.68,39.66,32.74,49.23,49.47,48.57,45.38,2019,5,JAWA TIMUR
93.0, 0520,KABUPATEN PONOROGO,69,1999,64.43,43.64,33.52,50.08,55.28,51.31,48.79,2019,5,JAWA TIMUR
94.0, 0521,KABUPATEN PACITAN,20,427,61.37,41.87,34.55,53.68,55.31,54.25,48.19,2019,5,JAWA TIMUR
95.0, 0522,KABUPATEN KEDIRI,45,1237,61.76,40.75,33.35,51.31,53.38,51.92,47.14,2019,5,JAWA TIMUR
96.0, 0523,KABUPATEN NGANJUK,42,1243,60.49,39.69,33.14,51.84,51.88,49.79,46.15,2019,5,JAWA TIMUR
97.0, 0524,KABUPATEN BLITAR,31,1033,66.13,45.12,37.45,55.67,57.05,59.02,51.55,2019,5,JAWA TIMUR
98.0, 0525,KABUPATEN TULUNGAGUNG,24,883,63.32,43.82,37.09,53.78,53.92,54.89,49.62,2019,5,JAWA TIMUR
99.0, 0526,KABUPATEN TRENGGALEK,15,540,65.4,43.64,33.96,54.64,56.91,52.96,49.62,2019,5,JAWA TIMUR
100.0, 0527,KABUPATEN MALANG,105,3536,62.63,41.14,33.7,52.84,53.87,51.5,47.65,2019,5,JAWA TIMUR
101.0, 0528,KABUPATEN PASURUAN,98,3761,56.9,41.23,33.87,46.02,50.33,49.47,45.42,2019,5,JAWA TIMUR
102.0, 0529,KABUPATEN PROBOLINGGO,131,3828,49.99,37.73,31.65,43.36,44.45,41.5,40.8,2019,5,JAWA TIMUR
103.0, 0530,KABUPATEN LUMAJANG,67,2276,54.13,39.95,31.98,44.36,47.16,46.41,43.11,2019,5,JAWA TIMUR
104.0, 0531,KABUPATEN BONDOWOSO,63,1748,50.92,36.92,31.0,46.09,44.48,41.07,40.62,2019,5,JAWA TIMUR
105.0, 0532,KABUPATEN SITUBONDO,64,2215,51.5,37.86,31.49,40.43,46.45,40.74,41.44,2019,5,JAWA TIMUR
106.0, 0533,KABUPATEN JEMBER,129,5773,54.14,39.43,32.62,45.05,47.77,45.67,43.35,2019,5,JAWA TIMUR
107.0, 0534,KABUPATEN BANYUWANGI,69,1874,56.91,39.05,32.26,48.52,49.5,47.93,44.31,2019,5,JAWA TIMUR
108.0, 0535,KABUPATEN PAMEKASAN,146,5161,44.38,36.94,31.78,37.68,40.69,39.41,38.27,2019,5,JAWA TIMUR
109.0, 0536,KABUPATEN SAMPANG,138,4214,41.68,38.56,33.36,36.7,40.87,40.5,38.3,2019,5,JAWA TIMUR
110.0, 0537,KABUPATEN SUMENEP,203,5277,47.78,38.13,33.32,44.67,44.83,41.42,40.89,2019,5,JAWA TIMUR
111.0, 0538,KABUPATEN BANGKALAN,99,3274,48.31,38.41,33.06,38.37,45.15,42.57,40.77,2019,5,JAWA TIMUR
112.0, 0601,KOTA BANDA ACEH,12,253,68.49,68.06,65.92,60.27,58.15,59.19,63.35,2015,6,ACEH
113.0, 0602,KOTA SABANG,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,6,ACEH
114.0, 0603,KOTA LHOKSEUMAWE,3,63,56.0,43.89,34.46,36.31,40.41,37.65,41.45,2015,6,ACEH
115.0, 0604,KOTA LANGSA,5,172,62.2,66.36,66.47,47.4,58.08,62.73,60.54,2015,6,ACEH
116.0, 0605,KOTA SUBULUSSALAM,5,103,76.71,64.62,71.53,62.04,61.95,57.68,65.76,2015,6,ACEH
117.0, 0606,KABUPATEN ACEH BESAR,4,97,60.8,67.58,75.39,64.43,59.12,55.63,63.83,2015,6,ACEH
118.0, 0607,KABUPATEN PIDIE,3,50,78.78,58.7,58.08,54.75,52.69,51.63,59.11,2015,6,ACEH
119.0, 0608,KABUPATEN PIDIE JAYA,1,12,66.74,42.93,68.89,64.79,35.83,59.15,56.39,2015,6,ACEH
120.0, 0609,KABUPATEN BIREUEN,8,267,52.8,58.0,52.06,55.36,51.17,37.57,51.16,2015,6,ACEH
121.0, 0610,KABUPATEN ACEH TENGAH,9,205,72.97,72.38,81.41,61.94,70.69,74.68,72.35,2015,6,ACEH
122.0, 0611,KABUPATEN BENER MERIAH,4,72,66.37,71.64,80.35,59.51,68.18,71.8,69.64,2015,6,ACEH
123.0, 0612,KABUPATEN ACEH UTARA,7,176,46.76,48.54,46.92,39.94,47.37,36.47,44.33,2015,6,ACEH
124.0, 0613,KABUPATEN ACEH TIMUR,3,58,41.87,69.12,53.53,40.95,61.17,39.79,51.07,2015,6,ACEH
125.0, 0614,KABUPATEN ACEH TAMIANG,7,130,69.67,63.58,64.4,45.44,55.34,61.3,59.96,2015,6,ACEH
126.0, 0615,KABUPATEN ACEH SINGKIL,6,178,63.32,46.85,55.3,52.48,52.87,50.31,53.52,2015,6,ACEH
127.0, 0616,KABUPATEN ACEH JAYA,3,66,57.52,66.0,50.74,41.97,53.57,44.7,52.42,2015,6,ACEH
128.0, 0617,KABUPATEN ACEH BARAT,6,138,45.69,45.02,25.98,40.16,38.74,32.52,38.02,2015,6,ACEH
129.0, 0618,KABUPATEN NAGAN RAYA,3,61,66.63,60.17,67.11,46.39,59.64,55.09,59.17,2015,6,ACEH
130.0, 0619,KABUPATEN SIMEULUE,3,25,73.05,71.35,82.74,54.9,71.87,74.35,71.38,2015,6,ACEH
131.0, 0620,KABUPATEN ACEH BARAT DAYA,2,36,41.65,28.61,21.07,26.87,29.87,28.54,29.44,2015,6,ACEH
132.0, 0621,KABUPATEN ACEH SELATAN,8,175,54.22,51.79,31.92,46.07,49.81,38.59,45.4,2015,6,ACEH
133.0, 0622,KABUPATEN ACEH TENGGARA,8,336,73.28,71.84,82.44,60.79,67.12,75.54,71.84,2015,6,ACEH
134.0, 0623,KABUPATEN GAYO LUES,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,6,ACEH
112.0, 0601,KOTA BANDA ACEH,11,233,58.35,58.13,67.27,62.71,54.09,71.11,61.94,2016,6,ACEH
113.0, 0602,KOTA SABANG,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016,6,ACEH
114.0, 0603,KOTA LHOKSEUMAWE,4,73,44.47,28.49,21.65,31.37,32.11,33.26,31.89,2016,6,ACEH
115.0, 0604,KOTA LANGSA,5,150,43.4,50.91,37.77,55.52,43.8,29.47,43.48,2016,6,ACEH
116.0, 0605,KOTA SUBULUSSALAM,6,137,65.42,53.2,75.29,70.36,65.86,72.32,67.08,2016,6,ACEH
117.0, 0606,KABUPATEN ACEH BESAR,3,74,43.97,47.49,44.02,54.8,46.11,45.81,47.03,2016,6,ACEH
118.0, 0607,KABUPATEN PIDIE,3,44,54.36,29.18,24.66,34.43,36.22,45.5,37.39,2016,6,ACEH
119.0, 0608,KABUPATEN PIDIE JAYA,1,17,35.18,48.71,21.62,50.88,28.82,43.88,38.18,2016,6,ACEH
120.0, 0609,KABUPATEN BIREUEN,9,257,49.76,43.28,34.95,57.41,50.9,41.79,46.35,2016,6,ACEH
121.0, 0610,KABUPATEN ACEH TENGAH,9,219,66.65,70.05,72.29,77.18,57.55,77.72,70.24,2016,6,ACEH
122.0, 0611,KABUPATEN BENER MERIAH,6,80,45.9,39.02,33.47,39.19,36.75,37.8,38.69,2016,6,ACEH
123.0, 0612,KABUPATEN ACEH UTARA,6,116,44.81,40.67,20.8,48.9,34.05,33.96,37.2,2016,6,ACEH
124.0, 0613,KABUPATEN ACEH TIMUR,1,18,31.33,38.44,27.64,30.83,34.56,28.67,31.91,2016,6,ACEH
125.0, 0614,KABUPATEN ACEH TAMIANG,7,149,53.33,49.49,45.94,56.59,48.42,58.86,52.11,2016,6,ACEH
126.0, 0615,KABUPATEN ACEH SINGKIL,6,173,48.58,38.34,43.98,52.36,48.51,47.65,46.57,2016,6,ACEH
127.0, 0616,KABUPATEN ACEH JAYA,3,67,55.94,52.56,71.05,59.22,65.44,68.69,62.15,2016,6,ACEH
128.0, 0617,KABUPATEN ACEH BARAT,6,142,46.34,43.53,43.54,48.94,41.04,44.25,44.61,2016,6,ACEH
129.0, 0618,KABUPATEN NAGAN RAYA,3,31,62.13,51.03,58.63,61.21,50.58,64.19,57.96,2016,6,ACEH
130.0, 0619,KABUPATEN SIMEULUE,4,39,42.46,44.36,43.27,45.96,42.41,36.51,42.5,2016,6,ACEH
131.0, 0620,KABUPATEN ACEH BARAT DAYA,2,30,38.73,33.0,19.42,30.5,28.87,29.34,29.98,2016,6,ACEH
132.0, 0621,KABUPATEN ACEH SELATAN,7,132,44.23,37.06,28.33,39.7,37.17,37.18,37.28,2016,6,ACEH
133.0, 0622,KABUPATEN ACEH TENGGARA,9,346,64.57,69.27,69.67,73.16,53.24,75.76,67.61,2016,6,ACEH
134.0, 0623,KABUPATEN GAYO LUES,2,34,47.47,38.35,31.25,42.5,36.23,38.82,39.1,2016,6,ACEH
112.0, 0601,KOTA BANDA ACEH,10,201,67.79,57.23,58.59,37.73,50.91,42.67,57.32,2017,6,ACEH
113.0, 0602,KOTA SABANG,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,6,ACEH
114.0, 0603,KOTA LHOKSEUMAWE,3,65,50.25,36.71,30.96,34.88,51.23,57.5,40.87,2017,6,ACEH
115.0, 0604,KOTA LANGSA,5,103,51.32,42.5,35.61,31.25,33.85,33.69,40.55,2017,6,ACEH
116.0, 0605,KOTA SUBULUSSALAM,6,111,49.52,36.78,38.69,47.5,46.15,32.0,42.72,2017,6,ACEH
117.0, 0606,KABUPATEN ACEH BESAR,2,31,48.97,27.55,26.54,0.0,46.54,38.13,36.32,2017,6,ACEH
118.0, 0607,KABUPATEN PIDIE,3,78,50.74,26.07,23.59,38.5,42.0,39.0,34.94,2017,6,ACEH
119.0, 0608,KABUPATEN PIDIE JAYA,1,13,51.38,35.38,46.15,31.88,38.67,29.0,41.48,2017,6,ACEH
120.0, 0609,KABUPATEN BIREUEN,11,360,53.13,36.26,36.78,39.63,45.38,37.49,41.78,2017,6,ACEH
121.0, 0610,KABUPATEN ACEH TENGAH,11,253,52.29,34.31,25.78,33.03,39.49,40.54,37.29,2017,6,ACEH
122.0, 0611,KABUPATEN BENER MERIAH,6,85,44.94,26.05,28.24,27.5,41.3,38.76,34.76,2017,6,ACEH
123.0, 0612,KABUPATEN ACEH UTARA,6,96,52.4,36.13,40.08,33.79,45.19,43.67,42.33,2017,6,ACEH
124.0, 0613,KABUPATEN ACEH TIMUR,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,6,ACEH
125.0, 0614,KABUPATEN ACEH TAMIANG,8,161,52.78,28.01,29.47,38.7,46.73,45.6,38.93,2017,6,ACEH
126.0, 0615,KABUPATEN ACEH SINGKIL,5,143,45.19,31.18,22.24,0.0,41.54,37.84,34.7,2017,6,ACEH
127.0, 0616,KABUPATEN ACEH JAYA,3,65,50.15,35.66,25.81,34.72,41.2,35.03,36.76,2017,6,ACEH
128.0, 0617,KABUPATEN ACEH BARAT,6,145,48.59,40.15,31.09,28.75,36.76,32.43,38.56,2017,6,ACEH
129.0, 0618,KABUPATEN NAGAN RAYA,1,19,40.32,27.47,27.5,36.88,41.0,37.11,33.4,2017,6,ACEH
130.0, 0619,KABUPATEN SIMEULUE,2,16,44.25,40.63,51.72,37.5,40.0,41.11,44.19,2017,6,ACEH
131.0, 0620,KABUPATEN ACEH BARAT DAYA,3,46,41.35,24.22,27.82,40.0,39.78,34.89,33.06,2017,6,ACEH
132.0, 0621,KABUPATEN ACEH SELATAN,5,106,43.04,27.86,21.25,30.96,37.83,33.64,32.0,2017,6,ACEH
133.0, 0622,KABUPATEN ACEH TENGGARA,8,278,39.7,40.02,33.47,28.07,41.69,32.31,37.16,2017,6,ACEH
134.0, 0623,KABUPATEN GAYO LUES,2,34,43.94,25.35,20.74,37.5,39.88,33.0,31.65,2017,6,ACEH
112.0, 0601,KOTA BANDA ACEH,10,184,55.22,42.66,30.65,38.78,53.17,34.62,43.74,2018,6,ACEH
113.0, 0602,KOTA SABANG,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,6,ACEH
114.0, 0603,KOTA LHOKSEUMAWE,2,34,52.12,46.53,27.8,48.75,47.28,74.5,44.26,2018,6,ACEH
115.0, 0604,KOTA LANGSA,5,127,44.03,30.95,25.37,23.33,36.16,33.5,33.87,2018,6,ACEH
116.0, 0605,KOTA SUBULUSSALAM,6,114,44.0,34.97,25.81,28.62,43.81,56.0,35.54,2018,6,ACEH
117.0, 0606,KABUPATEN ACEH BESAR,5,122,56.38,40.65,29.2,46.85,51.2,42.77,42.99,2018,6,ACEH
118.0, 0607,KABUPATEN PIDIE,3,101,51.03,33.68,28.89,35.89,41.75,47.27,38.49,2018,6,ACEH
119.0, 0608,KABUPATEN PIDIE JAYA,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,6,ACEH
120.0, 0609,KABUPATEN BIREUEN,9,300,52.38,32.58,28.06,39.13,43.32,36.58,38.33,2018,6,ACEH
121.0, 0610,KABUPATEN ACEH TENGAH,12,249,45.25,29.13,26.83,31.39,43.66,33.4,34.53,2018,6,ACEH
122.0, 0611,KABUPATEN BENER MERIAH,5,80,47.52,28.68,25.56,36.67,40.57,34.63,34.84,2018,6,ACEH
123.0, 0612,KABUPATEN ACEH UTARA,8,184,47.85,36.18,26.58,33.08,44.37,36.79,37.25,2018,6,ACEH
124.0, 0613,KABUPATEN ACEH TIMUR,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018,6,ACEH
125.0, 0614,KABUPATEN ACEH TAMIANG,6,146,47.88,30.82,26.3,43.22,43.62,39.03,36.39,2018,6,ACEH
126.0, 0615,KABUPATEN ACEH SINGKIL,5,184,49.98,31.77,26.9,36.35,44.44,36.6,37.46,2018,6,ACEH
127.0, 0616,KABUPATEN ACEH JAYA,3,88,50.38,33.09,28.66,0.0,44.19,38.53,38.01,2018,6,ACEH
128.0, 0617,KABUPATEN ACEH BARAT,5,115,44.47,27.98,25.52,31.81,35.75,32.0,32.86,2018,6,ACEH
129.0, 0618,KABUPATEN NAGAN RAYA,1,23,41.48,28.52,24.24,28.13,41.6,34.44,32.68,2018,6,ACEH
130.0, 0619,KABUPATEN SIMEULUE,2,16,48.25,27.63,27.19,32.86,44.44,0.0,35.61,2018,6,ACEH
131.0, 0620,KABUPATEN ACEH BARAT DAYA,3,54,45.7,28.11,25.79,48.33,36.86,43.0,34.34,2018,6,ACEH
132.0, 0621,KABUPATEN ACEH SELATAN,5,101,41.37,26.26,26.86,32.08,36.7,32.76,32.46,2018,6,ACEH
133.0, 0622,KABUPATEN ACEH TENGGARA,8,292,45.28,33.01,32.8,35.92,41.73,40.27,37.8,2018,6,ACEH
134.0, 0623,KABUPATEN GAYO LUES,2,35,43.48,24.92,23.93,0.0,42.25,30.36,32.71,2018,6,ACEH
112.0, 0601,KOTA BANDA ACEH,10,207,55.05,45.31,31.26,45.65,51.83,44.68,44.95,2019,6,ACEH
113.0, 0602,KOTA SABANG,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019,6,ACEH
114.0, 0603,KOTA LHOKSEUMAWE,2,43,52.7,43.68,31.86,50.63,43.74,0.0,43.16,2019,6,ACEH
115.0, 0604,KOTA LANGSA,6,104,46.56,35.62,29.93,48.34,38.61,37.23,37.69,2019,6,ACEH
116.0, 0605,KOTA SUBULUSSALAM,5,97,48.5,35.34,30.47,0.0,41.89,0.0,36.35,2019,6,ACEH
117.0, 0606,KABUPATEN ACEH BESAR,5,97,60.41,47.51,33.25,40.49,49.0,50.94,47.05,2019,6,ACEH
118.0, 0607,KABUPATEN PIDIE,3,70,52.06,39.0,30.82,41.79,46.55,49.65,42.25,2019,6,ACEH
119.0, 0608,KABUPATEN PIDIE JAYA,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019,6,ACEH
120.0, 0609,KABUPATEN BIREUEN,12,289,51.9,37.9,30.68,40.47,44.44,37.56,40.58,2019,6,ACEH
121.0, 0610,KABUPATEN ACEH TENGAH,10,244,40.35,34.84,31.2,30.78,39.2,33.84,35.98,2019,6,ACEH
122.0, 0611,KABUPATEN BENER MERIAH,6,66,43.61,35.06,28.64,36.79,34.25,39.4,35.92,2019,6,ACEH
123.0, 0612,KABUPATEN ACEH UTARA,7,139,46.84,37.65,33.63,36.27,50.05,41.8,40.1,2019,6,ACEH
124.0, 0613,KABUPATEN ACEH TIMUR,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019,6,ACEH
125.0, 0614,KABUPATEN ACEH TAMIANG,6,176,48.15,36.48,31.05,37.5,40.79,38.64,38.87,2019,6,ACEH
126.0, 0615,KABUPATEN ACEH SINGKIL,5,205,49.35,35.69,29.69,46.43,42.21,36.09,38.72,2019,6,ACEH
127.0, 0616,KABUPATEN ACEH JAYA,3,72,49.5,35.66,29.27,0.0,44.57,39.49,38.85,2019,6,ACEH
128.0, 0617,KABUPATEN ACEH BARAT,6,128,40.36,33.96,29.47,36.84,33.62,36.5,34.72,2019,6,ACEH
129.0, 0618,KABUPATEN NAGAN RAYA,1,18,40.11,36.11,32.08,0.0,32.0,34.59,35.69,2019,6,ACEH
130.0, 0619,KABUPATEN SIMEULUE,1,7,35.43,30.57,33.93,0.0,42.29,0.0,35.56,2019,6,ACEH
131.0, 0620,KABUPATEN ACEH BARAT DAYA,3,49,41.27,34.33,27.91,33.48,34.66,37.56,34.51,2019,6,ACEH
132.0, 0621,KABUPATEN ACEH SELATAN,7,165,39.38,35.68,31.04,36.79,37.93,34.57,35.84,2019,6,ACEH
133.0, 0622,KABUPATEN ACEH TENGGARA,10,333,40.42,36.18,35.14,35.25,40.13,43.54,37.62,2019,6,ACEH
134.0, 0623,KABUPATEN GAYO LUES,2,49,45.3,33.67,28.11,0.0,0.0,36.08,35.79,2019,6,ACEH
135.0, 0701,KOTA MEDAN,174,7317,83.69,79.96,82.71,75.42,73.08,64.01,76.48,2015,7,SUMATERA UTARA
136.0, 0702,KOTA PEMATANGSIANTAR,25,1535,81.96,80.83,83.8,78.58,75.58,63.0,77.29,2015,7,SUMATERA UTARA
137.0, 0703,KOTA BINJAI,11,373,82.24,78.74,81.9,73.41,70.4,64.08,75.13,2015,7,SUMATERA UTARA
138.0, 0704,KOTA TEBING TINGGI,16,670,81.65,69.62,74.62,70.03,69.37,58.06,70.56,2015,7,SUMATERA UTARA
139.0, 0705,KOTA TANJUNG BALAI,7,296,68.54,74.0,69.97,69.61,65.28,49.67,66.18,2015,7,SUMATERA UTARA
140.0, 0706,KOTA SIBOLGA,6,212,65.84,54.56,49.32,41.27,53.86,44.33,51.53,2015,7,SUMATERA UTARA
141.0, 0707,KOTA PADANGSIDIMPUAN,12,363,71.4,62.18,70.7,57.59,66.45,65.14,65.58,2015,7,SUMATERA UTARA
142.0, 0708,KOTA GUNUNGSITOLI,6,142,73.41,74.95,75.54,73.91,68.38,64.21,71.73,2015,7,SUMATERA UTARA
143.0, 0709,KABUPATEN DELISERDANG,71,2181,77.22,75.29,74.36,67.92,65.52,63.99,70.72,2015,7,SUMATERA UTARA
144.0, 0710,KABUPATEN LANGKAT,41,1234,80.28,73.85,76.05,71.28,69.94,57.9,71.55,2015,7,SUMATERA UTARA
145.0, 0711,KABUPATEN SIMALUNGUN,47,1614,88.41,80.36,85.68,79.1,76.06,64.39,79.0,2015,7,SUMATERA UTARA
146.0, 0712,KABUPATEN KARO,9,562,68.28,70.37,77.54,53.99,65.14,47.8,63.85,2015,7,SUMATERA UTARA
147.0, 0713,KABUPATEN DAIRI,11,373,71.94,66.65,66.69,63.53,66.38,48.19,63.9,2015,7,SUMATERA UTARA
148.0, 0714,KABUPATEN ASAHAN,30,1142,77.89,73.6,70.28,66.24,67.17,54.71,68.32,2015,7,SUMATERA UTARA
149.0, 0715,KABUPATEN LABUHANBATU,26,823,78.73,72.35,78.45,70.62,72.73,61.98,72.48,2015,7,SUMATERA UTARA
150.0, 0716,KABUPATEN TAPANULI UTARA,7,334,65.0,64.46,75.51,72.81,68.84,71.18,69.63,2015,7,SUMATERA UTARA
151.0, 0717,KABUPATEN TAPANULI TENGAH,10,253,70.87,62.01,60.4,48.34,65.11,52.3,59.84,2015,7,SUMATERA UTARA
152.0, 0718,KABUPATEN TAPANULI SELATAN,11,335,79.33,67.71,77.06,61.51,68.94,65.5,70.01,2015,7,SUMATERA UTARA
153.0, 0719,KABUPATEN NIAS,1,30,46.54,64.19,73.27,76.58,74.36,46.43,63.56,2015,7,SUMATERA UTARA
154.0, 0720,KABUPATEN TOBA SAMOSIR,5,153,78.57,64.37,73.2,69.54,64.45,61.93,68.68,2015,7,SUMATERA UTARA
155.0, 0721,KABUPATEN MANDAILING NATAL,24,1095,68.06,47.42,58.51,52.3,54.09,50.51,55.15,2015,7,SUMATERA UTARA
