No,Kode,SatuanPendidikan,NPSN,Status,JumlahPeserta,Bindo,Bing,Math,Kompetensi,Rata,KdProv,KdKota,KdSekolah,Tahun,Provinsi,Kabupaten
1,1401101,SMK NEGERI 1 PALANGKA RAYA,30203494,N,372,64.49,41.56,28.59,37.86,"43,13",14,1,101,2018,KALIMANTAN TENGAH,KOTA PALANGKA RAYA
2,1401102,SMK NEGERI 2 PALANGKA RAYA,30203492,N,284,67.28,42.15,33.24,46.38,"47,26",14,1,102,2018,KALIMANTAN TENGAH,KOTA PALANGKA RAYA
3,1401103,SMK NEGERI 3 PALANGKA RAYA,30203497,N,262,64.17,43.49,30.28,37.51,"43,86",14,1,103,2018,KALIMANTAN TENGAH,KOTA PALANGKA RAYA
4,1401104,SMK NEGERI 4 PALANGKA RAYA,30203491,N,112,58.52,36.82,27.19,36.94,"39,87",14,1,104,2018,KALIMANTAN TENGAH,KOTA PALANGKA RAYA
5,1401105,SMK ISEN MULANG PALANGKARAYA,30203498,S,12,58.67,35.67,26.25,36.67,"39,32",14,1,105,2018,KALIMANTAN TENGAH,KOTA PALANGKA RAYA
6,1401106,SMK YPSEI PALANGKARAYA,30203499,S,32,55.19,34.69,29.06,43.67,"40,65",14,1,106,2018,KALIMANTAN TENGAH,KOTA PALANGKA RAYA
7,1401107,SMK BETHEL PALANGKA RAYA,30203495,S,7,55.14,33.71,31.07,30.0,"37,48",14,1,107,2018,KALIMANTAN TENGAH,KOTA PALANGKA RAYA
8,1401109,SMK AL ISHLAH PALANGKA RAYA,30203496,S,46,60.91,32.48,26.3,34.51,"38,55",14,1,109,2018,KALIMANTAN TENGAH,KOTA PALANGKA RAYA
9,1401110,SMK KARSA MULYA PALANGKA RAYA,30203493,S,158,59.84,34.86,27.09,37.28,"39,77",14,1,110,2018,KALIMANTAN TENGAH,KOTA PALANGKA RAYA
10,1401111,SMK KRISTEN PALANGKA RAYA,30203709,S,6,53.0,27.67,27.08,31.25,"34,75",14,1,111,2018,KALIMANTAN TENGAH,KOTA PALANGKA RAYA
11,1401112,SMK NEGERI 5 PALANGKA RAYA,30204404,N,11,57.09,31.27,29.32,42.05,"39,93",14,1,112,2018,KALIMANTAN TENGAH,KOTA PALANGKA RAYA
12,1401113,SMK NEGERI 7 PALANGKA RAYA,30203708,N,35,63.66,35.26,29.93,45.5,"43,59",14,1,113,2018,KALIMANTAN TENGAH,KOTA PALANGKA RAYA
13,1401114,SMK NEGERI 8 PALANGKA RAYA,30203707,N,50,60.6,36.32,29.5,40.25,"41,67",14,1,114,2018,KALIMANTAN TENGAH,KOTA PALANGKA RAYA
14,1401115,SMK NEGERI 6 PALANGKA RAYA,30204405,N,13,58.0,31.54,25.96,39.62,"38,78",14,1,115,2018,KALIMANTAN TENGAH,KOTA PALANGKA RAYA
15,1401116,SMK BUDI MULIA PALANGKA RAYA,30208771,S,20,63.2,34.6,28.75,46.0,"43,14",14,1,116,2018,KALIMANTAN TENGAH,KOTA PALANGKA RAYA
16,1401117,SMK KESEHATAN BORNEO BHAKTI HUSADA,69762596,S,17,67.88,41.41,28.38,50.15,"46,96",14,1,117,2018,KALIMANTAN TENGAH,KOTA PALANGKA RAYA
17,1402101,SMK NEGERI 1 PANGKALAN BUN,30201843,N,273,67.83,47.27,35.83,49.48,"50,10",14,2,101,2018,KALIMANTAN TENGAH,KABUPATEN KOTAWARINGIN BARAT
18,1402102,SMK HARAPAN PANGKALAN BUN,30201844,S,67,59.19,33.43,26.79,35.49,"38,73",14,2,102,2018,KALIMANTAN TENGAH,KABUPATEN KOTAWARINGIN BARAT
19,1402103,SMK PUTRA PANGKALAN BUN,30201842,S,70,56.8,34.69,25.64,40.96,"39,52",14,2,103,2018,KALIMANTAN TENGAH,KABUPATEN KOTAWARINGIN BARAT
20,1402104,SMK NEGERI 2 PANGKALAN BUN,30203649,N,242,62.07,36.2,30.82,40.92,"42,50",14,2,104,2018,KALIMANTAN TENGAH,KABUPATEN KOTAWARINGIN BARAT
21,1402105,SMK NEGERI 1 KUMAI,30203688,N,35,59.66,33.26,29.57,43.5,"41,50",14,2,105,2018,KALIMANTAN TENGAH,KABUPATEN KOTAWARINGIN BARAT
22,1402107,SMK MUHAMMADIYAH PANGKALAN BUN,30203689,S,95,69.58,40.51,28.79,42.21,"45,27",14,2,107,2018,KALIMANTAN TENGAH,KABUPATEN KOTAWARINGIN BARAT
23,1402108,SMK NEGERI 3 PANGKALAN BUN,30204258,N,59,61.69,39.25,34.32,45.72,"45,25",14,2,108,2018,KALIMANTAN TENGAH,KABUPATEN KOTAWARINGIN BARAT
24,1402109,SMK NEGERI 1 PANGKALAN LADA,30204257,N,89,57.89,33.8,29.21,41.12,"40,51",14,2,109,2018,KALIMANTAN TENGAH,KABUPATEN KOTAWARINGIN BARAT
25,1402110,SMK NEGERI 1 PANGKALAN BANTENG,30204256,N,176,57.58,35.27,30.31,40.31,"40,87",14,2,110,2018,KALIMANTAN TENGAH,KABUPATEN KOTAWARINGIN BARAT
26,1402111,SMK NEGERI 1 KOTAWARINGIN LAMA,30205022,N,67,62.09,33.16,27.8,35.63,"39,67",14,2,111,2018,KALIMANTAN TENGAH,KABUPATEN KOTAWARINGIN BARAT
27,1402112,SMK BHAKTI INDONESIA MEDIKA,30205288,S,84,67.83,42.07,30.3,40.54,"45,19",14,2,112,2018,KALIMANTAN TENGAH,KABUPATEN KOTAWARINGIN BARAT
28,1402113,SMK NEGERI 2 KUMAI,69753947,N,56,54.79,33.18,33.26,33.84,"38,77",14,2,113,2018,KALIMANTAN TENGAH,KABUPATEN KOTAWARINGIN BARAT
