No,Kode,SatuanPendidikan,NPSN,Status,JumlahPeserta,Bindo,Bing,Math,Kompetensi,Rata,KdProv,KdKota,KdSekolah,Tahun,Provinsi,Kabupaten
2,1101101,SMK NEGERI 1 PALEMBANG,10603713,N,554,61.09,43.42,31.3,75.58,"52,85",11,1,101,2015,SUMATERA SELATAN,KOTA PALEMBANG
4,1101102,SMK NEGERI 2 PALEMBANG,10603711,N,597,62.5,68.59,36.77,76.57,"61,11",11,1,102,2015,SUMATERA SELATAN,KOTA PALEMBANG
6,1101103,SMK NEGERI 3 PALEMBANG,10603712,N,443,63.27,46.91,35.0,79.43,"56,15",11,1,103,2015,SUMATERA SELATAN,KOTA PALEMBANG
8,1101104,SMK NEGERI 4 PALEMBANG,10603710,N,492,55.11,44.2,33.17,73.46,"51,49",11,1,104,2015,SUMATERA SELATAN,KOTA PALEMBANG
10,1101105,SMK NEGERI 5 PALEMBANG,10603709,N,329,61.57,37.54,34.16,75.0,"52,07",11,1,105,2015,SUMATERA SELATAN,KOTA PALEMBANG
12,1101106,SMK NEGERI 6 PALEMBANG,10603708,N,352,66.03,65.09,55.12,82.04,"67,07",11,1,106,2015,SUMATERA SELATAN,KOTA PALEMBANG
14,1101107,SMK NEGERI 7 PALEMBANG,10603707,N,180,53.14,35.9,23.43,78.19,"47,67",11,1,107,2015,SUMATERA SELATAN,KOTA PALEMBANG
16,1101108,SMK PGRI 1 PALEMBANG,10603702,S,289,47.98,52.38,26.03,80.41,"51,70",11,1,108,2015,SUMATERA SELATAN,KOTA PALEMBANG
18,1101109,SMK SWAKARYA PALEMBANG,10603685,S,236,54.19,49.31,35.72,75.67,"53,72",11,1,109,2015,SUMATERA SELATAN,KOTA PALEMBANG
20,1101110,SMK KARYA ABADI PALEMBANG,10603727,S,14,46.74,47.63,22.86,80.9,"49,53",11,1,110,2015,SUMATERA SELATAN,KOTA PALEMBANG
22,1101111,SMK TRISULA PALEMBANG,10603680,S,27,60.03,52.6,28.24,77.7,"54,64",11,1,111,2015,SUMATERA SELATAN,KOTA PALEMBANG
24,1101112,SMK BINA JAYA PALEMBANG,10603703,S,493,50.6,46.81,24.98,86.89,"52,32",11,1,112,2015,SUMATERA SELATAN,KOTA PALEMBANG
26,1101113,SMK MUHAMMADIYAH 1 PALEMBANG,10609726,S,139,55.43,41.0,29.89,74.71,"50,26",11,1,113,2015,SUMATERA SELATAN,KOTA PALEMBANG
28,1101114,SMK SETIA DARMA (YPGR) PALEMBANG,10603674,S,180,57.81,37.45,29.39,80.3,"51,24",11,1,114,2015,SUMATERA SELATAN,KOTA PALEMBANG
30,1101115,SMK MUHAMMADIYAH 2 PALEMBANG,10603724,S,394,50.61,35.84,26.42,83.44,"49,08",11,1,115,2015,SUMATERA SELATAN,KOTA PALEMBANG
32,1101116,SMK PEMBINA 1 PALEMBANG,10603717,S,205,55.25,37.36,26.05,80.08,"49,69",11,1,116,2015,SUMATERA SELATAN,KOTA PALEMBANG
34,1101117,SMK KARYA ANDALAS PALEMBANG,10603726,S,44,53.92,43.03,39.49,84.29,"55,18",11,1,117,2015,SUMATERA SELATAN,KOTA PALEMBANG
36,1101119,SMK ARINDA PALEMBANG,10603705,S,75,51.88,38.77,25.77,65.98,"45,60",11,1,119,2015,SUMATERA SELATAN,KOTA PALEMBANG
38,1101120,SMK TAMANSISWA 1 PALEMBANG,10603684,S,203,50.47,49.52,27.33,84.13,"52,86",11,1,120,2015,SUMATERA SELATAN,KOTA PALEMBANG
40,1101121,SMK NURUL IMAN PALEMBANG,10603721,S,156,52.51,36.16,25.71,77.31,"47,92",11,1,121,2015,SUMATERA SELATAN,KOTA PALEMBANG
42,1101122,SMK XAVERIUS PALEMBANG,10603677,S,167,66.41,51.67,39.36,83.4,"60,21",11,1,122,2015,SUMATERA SELATAN,KOTA PALEMBANG
44,1101123,SMK ETHIKA PALEMBANG,10603715,S,93,44.96,32.05,22.72,76.55,"44,07",11,1,123,2015,SUMATERA SELATAN,KOTA PALEMBANG
46,1101124,SMK HARAPAN KITA PALEMBANG,10603761,S,19,41.2,32.47,25.92,65.66,"41,31",11,1,124,2015,SUMATERA SELATAN,KOTA PALEMBANG
48,1101125,SMK BINA CIPTA PALEMBANG,10603704,S,161,57.67,39.43,26.82,81.21,"51,28",11,1,125,2015,SUMATERA SELATAN,KOTA PALEMBANG
50,1101126,SMK PGRI 2 PALEMBANG,10603701,S,387,49.92,37.15,25.47,81.53,"48,52",11,1,126,2015,SUMATERA SELATAN,KOTA PALEMBANG
52,1101127,SMK PEMBANGUNAN YPT PALEMBANG,10603718,S,139,46.23,50.47,23.67,76.58,"49,24",11,1,127,2015,SUMATERA SELATAN,KOTA PALEMBANG
54,1101128,SMK UTAMA BAKTI PALEMBANG,10603679,S,244,48.57,38.85,37.96,76.1,"50,37",11,1,128,2015,SUMATERA SELATAN,KOTA PALEMBANG
56,1101129,SMK GAJAH MADA PALEMBANG,10603675,S,348,51.01,38.32,25.42,77.32,"48,02",11,1,129,2015,SUMATERA SELATAN,KOTA PALEMBANG
58,1101130,SMK KIMIA YTK  PALEMBANG,10603725,S,12,55.56,63.71,42.5,74.98,"59,19",11,1,130,2015,SUMATERA SELATAN,KOTA PALEMBANG
60,1101131,SMK TAMAN SISWA 2 PALEMBANG,10603683,S,79,43.07,34.87,23.67,70.13,"42,94",11,1,131,2015,SUMATERA SELATAN,KOTA PALEMBANG
62,1101133,SMK TRI SAKTI PALEMBANG,10603681,S,17,40.96,60.67,22.35,71.54,"48,88",11,1,133,2015,SUMATERA SELATAN,KOTA PALEMBANG
64,1101134,SMK TELENIKA PALEMBANG,10609734,S,92,43.51,32.94,22.85,74.82,"43,53",11,1,134,2015,SUMATERA SELATAN,KOTA PALEMBANG
66,1101135,SMK MUHAMMADIYAH 3 PALEMBANG,10603723,S,93,60.4,39.47,23.47,77.49,"50,21",11,1,135,2015,SUMATERA SELATAN,KOTA PALEMBANG
68,1101136,SMK SINAR BAHARI PALEMBANG,10603700,S,95,49.55,47.26,24.63,79.94,"50,35",11,1,136,2015,SUMATERA SELATAN,KOTA PALEMBANG
70,1101137,SMK MAKARYA PALEMBANG,10603719,S,35,53.72,48.64,24.21,77.83,"51,10",11,1,137,2015,SUMATERA SELATAN,KOTA PALEMBANG
72,1101138,SMK PANGGALI NUSANTARA,10609738,S,68,44.77,69.51,39.74,80.89,"58,73",11,1,138,2015,SUMATERA SELATAN,KOTA PALEMBANG
74,1101140,SMK PEMBINA 2 PALEMBANG,10609732,S,271,48.03,50.31,24.99,77.44,"50,19",11,1,140,2015,SUMATERA SELATAN,KOTA PALEMBANG
76,1101141,SMK BISTEK PALEMBANG,10609724,S,134,45.59,33.19,23.77,74.69,"44,31",11,1,141,2015,SUMATERA SELATAN,KOTA PALEMBANG
78,1101142,SMF PEMBINA PALEMBANG,10646388,S,41,50.24,44.94,28.35,69.57,"48,28",11,1,142,2015,SUMATERA SELATAN,KOTA PALEMBANG
80,1101143,SMK TRI DHARMA PALEMBANG,10609735,S,150,43.08,32.51,22.1,73.24,"42,73",11,1,143,2015,SUMATERA SELATAN,KOTA PALEMBANG
82,1101144,SMK TARUNA SRIWIJAYA,10609731,S,13,52.7,33.35,19.42,69.51,"43,75",11,1,144,2015,SUMATERA SELATAN,KOTA PALEMBANG
84,1101146,SMK RA. KARTINI,10609730,S,25,36.21,29.54,19.8,64.04,"37,40",11,1,146,2015,SUMATERA SELATAN,KOTA PALEMBANG
86,1101147,SMK HARAPAN BANGSA,10609754,S,20,42.38,31.97,22.13,79.75,"44,06",11,1,147,2015,SUMATERA SELATAN,KOTA PALEMBANG
88,1101148,SMK TEKNOLOGI NASIONAL,10609733,S,120,51.77,36.16,25.1,73.7,"46,68",11,1,148,2015,SUMATERA SELATAN,KOTA PALEMBANG
90,1101149,SMK TAQWA PALEMBANG,10603682,S,16,42.78,33.58,19.22,75.21,"42,70",11,1,149,2015,SUMATERA SELATAN,KOTA PALEMBANG
92,1101151,SMK PERHOTELAN INDONESIA PALEMBANG,10609729,S,67,57.16,36.92,24.96,73.38,"48,11",11,1,151,2015,SUMATERA SELATAN,KOTA PALEMBANG
94,1101152,SMK MADYATAMA PALEMBANG,10647495,S,141,49.66,35.79,23.81,75.06,"46,08",11,1,152,2015,SUMATERA SELATAN,KOTA PALEMBANG
96,1101153,SMK PARIGI PALEMBANG,10647230,S,7,58.16,41.23,26.07,80.71,"51,54",11,1,153,2015,SUMATERA SELATAN,KOTA PALEMBANG
98,1101154,SMK KRISNA PERSADA PALEMBANG,10646186,S,16,46.14,40.01,21.88,75.24,"45,82",11,1,154,2015,SUMATERA SELATAN,KOTA PALEMBANG
100,1101155,SMK ANTARA PALEMBANG,10646389,S,44,45.45,33.05,23.75,68.65,"42,73",11,1,155,2015,SUMATERA SELATAN,KOTA PALEMBANG
102,1101156,SMK TAMAN SISWA SEI BUAH PALEMBANG,10609692,S,13,47.38,34.82,25.96,75.04,"45,80",11,1,156,2015,SUMATERA SELATAN,KOTA PALEMBANG
104,1101157,SMK MARDI WACANA PALEMBANG,10647217,S,24,57.61,37.92,27.81,73.61,"49,24",11,1,157,2015,SUMATERA SELATAN,KOTA PALEMBANG
