No,Kode,SatuanPendidikan,NPSN,Status,JumlahPeserta,Bindo,Bing,Math,Kompetensi,Rata,KdProv,KdKota,KdSekolah,Tahun,Provinsi,Kabupaten
2,901101,SMK NEGERI 1 PEKANBARU,10403902,N,389,76.93,69.65,61.76,86.59,"73,73",9,1,101,2016,RIAU,KOTA PEKANBARU
3,901102,SMK NEGERI 3 PEKANBARU,10403903,N,270,67.09,55.78,35.96,82.58,"60,35",9,1,102,2016,RIAU,KOTA PEKANBARU
4,901103,SMK NEGERI 4 PEKANBARU,10403938,N,266,69.42,55.97,41.38,79.59,"61,59",9,1,103,2016,RIAU,KOTA PEKANBARU
5,901104,SMK MUHAMMADIYAH 2 PEKANBARU,10403924,S,317,67.19,51.31,39.19,81.3,"59,75",9,1,104,2016,RIAU,KOTA PEKANBARU
6,901105,SMK PGRI PEKANBARU,10404048,S,277,67.42,48.84,36.59,78.12,"57,74",9,1,105,2016,RIAU,KOTA PEKANBARU
7,901106,SMK NURUL FALAH PEKANBARU,10404045,S,169,67.99,47.92,35.49,82.96,"58,59",9,1,106,2016,RIAU,KOTA PEKANBARU
8,901107,SMK IBNUTAIMIYAH PEKANBARU,10403927,S,114,61.53,42.25,30.37,78.46,"53,15",9,1,107,2016,RIAU,KOTA PEKANBARU
9,901109,SMK EKATAMA PEKANBARU,10403937,S,71,61.46,43.21,32.32,73.65,"52,66",9,1,109,2016,RIAU,KOTA PEKANBARU
10,901110,SMK LABOR BINAAN FKIP UNRI PEKANBARU,10403919,S,161,66.71,48.83,32.9,79.83,"57,07",9,1,110,2016,RIAU,KOTA PEKANBARU
11,901111,SMK DHARMA LOKA PEKANBARU,10403932,S,115,71.44,60.97,38.0,80.63,"62,76",9,1,111,2016,RIAU,KOTA PEKANBARU
12,901112,SMK SAINTIKA PEKANBARU,10404050,S,52,64.04,47.88,26.11,77.7,"53,93",9,1,112,2016,RIAU,KOTA PEKANBARU
13,901113,SMK PERBANKAN RIAU,10404459,S,223,71.59,48.91,42.63,71.98,"58,78",9,1,113,2016,RIAU,KOTA PEKANBARU
14,901114,SMK FARMASI IKASARI YAYASAN UNRI PEKANBARU,10404458,S,253,76.12,59.04,52.96,79.92,"67,01",9,1,114,2016,RIAU,KOTA PEKANBARU
15,901115,SMK ABDURRAB PEKANBARU,10404457,S,132,72.5,58.2,51.89,79.45,"65,51",9,1,115,2016,RIAU,KOTA PEKANBARU
16,901116,SMK TIGAMA PEKANBARU,10404043,S,37,60.43,54.0,52.09,75.85,"60,59",9,1,116,2016,RIAU,KOTA PEKANBARU
17,901117,SMK YKWI PEKANBARU,10404462,S,14,63.57,51.29,36.79,77.88,"57,38",9,1,117,2016,RIAU,KOTA PEKANBARU
18,901118,SMK NEGERI PERTANIAN TERPADU PROPINSI RIAU,10494620,N,308,69.51,51.17,51.41,82.87,"63,74",9,1,118,2016,RIAU,KOTA PEKANBARU
19,901119,SMK BINA PROFESI,69786220,S,38,64.84,45.21,38.36,76.31,"56,18",9,1,119,2016,RIAU,KOTA PEKANBARU
20,901120,SMK GLOBAL,60728997,S,17,62.12,43.29,28.38,75.48,"52,32",9,1,120,2016,RIAU,KOTA PEKANBARU
21,901121,SMK KESEHATAN PRO SKILL INDONESIA,69728526,S,66,72.27,48.73,43.33,75.49,"59,96",9,1,121,2016,RIAU,KOTA PEKANBARU
22,901122,SMK UMMU AL-QURA,69758136,S,11,57.45,36.55,22.05,71.95,"47,00",9,1,122,2016,RIAU,KOTA PEKANBARU
