No,Kode,SatuanPendidikan,NPSN,Status,JumlahPeserta,Bindo,Bing,Math,Kompetensi,Rata,KdProv,KdKota,KdSekolah,Tahun,Provinsi,Kabupaten
1,5010101,SMK NEGERI 1 SURABAYA,20532205,N,1123,82.09,63.31,50.63,59.36,"63,85",5,1,10,2019,JAWA TIMUR,KOTA SURABAYA
2,5010102,SMK GEMA 45 SURABAYA,20532190,S,123,64.0,43.41,31.42,50.51,"47,34",5,1,10,2019,JAWA TIMUR,KOTA SURABAYA
3,5010103,SMK WIJAYA SURABAYA,20532702,S,42,60.57,35.38,31.9,39.64,"41,87",5,1,10,2019,JAWA TIMUR,KOTA SURABAYA
4,5010104,SMK GANESYA 2 SURABAYA,20532188,S,13,49.69,35.85,33.27,31.54,"37,59",5,1,10,2019,JAWA TIMUR,KOTA SURABAYA
5,5010105,SMK KARTIKA 1 SURABAYA,20532174,S,138,68.03,45.16,35.63,40.49,"47,33",5,1,10,2019,JAWA TIMUR,KOTA SURABAYA
6,5010106,SMK PERDANA 1 SURABAYA,20532214,S,75,68.13,40.05,34.5,43.8,"46,62",5,1,10,2019,JAWA TIMUR,KOTA SURABAYA
7,5010108,SMK PGRI 7 SURABAYA,20532689,S,58,62.28,43.34,31.55,45.65,"45,71",5,1,10,2019,JAWA TIMUR,KOTA SURABAYA
8,5010109,SMK WONOKROMO SURABAYA,20532695,S,21,60.29,35.52,32.98,35.0,"40,95",5,1,10,2019,JAWA TIMUR,KOTA SURABAYA
9,5010110,SMK WIJAYA PUTRA SURABAYA,20532704,S,161,71.94,46.72,35.53,42.5,"49,17",5,1,11,2019,JAWA TIMUR,KOTA SURABAYA
10,5010111,SMK KARTINI SURABAYA,20532176,S,24,67.17,42.92,34.79,38.23,"45,78",5,1,11,2019,JAWA TIMUR,KOTA SURABAYA
11,5010112,SMK NEGERI 2 SURABAYA,20532203,N,994,75.82,52.8,37.54,47.2,"53,34",5,1,11,2019,JAWA TIMUR,KOTA SURABAYA
12,5010113,SMK DHARMA BAHARI SURABAYA,20541319,S,494,62.74,38.0,31.07,35.33,"41,79",5,1,11,2019,JAWA TIMUR,KOTA SURABAYA
13,5010115,SMK KARTIKA 2 SURABAYA,20532175,S,195,59.21,36.64,31.69,36.01,"40,89",5,1,11,2019,JAWA TIMUR,KOTA SURABAYA
14,5010116,SMK BHAKTI SAMUDERA SURABAYA,20552202,S,112,65.61,43.3,35.33,47.83,"48,02",5,1,11,2019,JAWA TIMUR,KOTA SURABAYA
15,5010117,SMK WIRA MARITIM SURABAYA,20532694,S,33,69.88,40.06,36.59,42.5,"47,26",5,1,11,2019,JAWA TIMUR,KOTA SURABAYA
16,5010118,SMK INDO BARUNA SURABAYA,20532192,S,61,61.34,38.56,33.57,35.82,"42,32",5,1,11,2019,JAWA TIMUR,KOTA SURABAYA
17,5010121,SMK ANTARTIKA,20532257,S,219,59.55,37.11,30.97,34.53,"40,54",5,1,12,2019,JAWA TIMUR,KOTA SURABAYA
18,5010122,SMK NEGERI 3 SURABAYA,20532195,N,497,73.19,49.92,35.86,43.51,"50,62",5,1,12,2019,JAWA TIMUR,KOTA SURABAYA
19,5010123,SMK PGRI 5 SURABAYA,20532688,S,32,63.31,49.44,39.22,31.56,"45,88",5,1,12,2019,JAWA TIMUR,KOTA SURABAYA
20,5010124,SMK BERDIKARI 1 SURABAYA,20532252,S,87,51.36,35.17,29.94,28.91,"36,35",5,1,12,2019,JAWA TIMUR,KOTA SURABAYA
21,5010125,SMK PGRI 1 SURABAYA,20532452,S,258,60.52,36.81,30.43,34.91,"40,67",5,1,12,2019,JAWA TIMUR,KOTA SURABAYA
22,5010126,SMK DHARMA BHAKTI SURABAYA,20532173,S,45,56.27,32.76,29.89,31.67,"37,65",5,1,12,2019,JAWA TIMUR,KOTA SURABAYA
