No,Kode,SatuanPendidikan,NPSN,Status,JumlahPeserta,Bindo,Bing,Math,Kompetensi,Rata,KdProv,KdKota,KdSekolah,Tahun,Provinsi,Kabupaten
2,1201101,SMK NEGERI 1 BANDAR LAMPUNG,10807229,N,331,69.16,46.63,41.29,78.96,"59,01",12,1,101,2015,LAMPUNG,KOTA BANDAR LAMPUNG
4,1201103,SMK YP 57 BANDAR LAMPUNG,10807245,S,12,57.78,33.6,28.33,78.91,"49,66",12,1,103,2015,LAMPUNG,KOTA BANDAR LAMPUNG
6,1201104,SMK NEGERI 5 BANDAR LAMPUNG,10807216,N,352,60.15,43.07,29.31,73.19,"51,43",12,1,104,2015,LAMPUNG,KOTA BANDAR LAMPUNG
8,1201106,SMK PGRI 1 BANDAR LAMPUNG,10807053,S,29,57.2,49.59,25.17,79.23,"52,80",12,1,106,2015,LAMPUNG,KOTA BANDAR LAMPUNG
10,1201107,SMK YAGSMI BANDAR LAMPUNG,10807242,S,37,48.25,42.71,21.55,82.81,"48,83",12,1,107,2015,LAMPUNG,KOTA BANDAR LAMPUNG
12,1201108,SMK TARUNA BANDAR LAMPUNG,10807238,S,61,62.21,40.17,27.34,83.34,"53,27",12,1,108,2015,LAMPUNG,KOTA BANDAR LAMPUNG
14,1201109,SMK GAJAH MADA BANDAR LAMPUNG,10807046,S,188,61.9,40.8,31.28,74.86,"52,21",12,1,109,2015,LAMPUNG,KOTA BANDAR LAMPUNG
16,1201110,SMK YAPENA BANDAR LAMPUNG,10807243,S,62,60.81,46.13,25.6,80.12,"53,17",12,1,110,2015,LAMPUNG,KOTA BANDAR LAMPUNG
18,1201111,SMK PERSADA BANDAR LAMPUNG,10807052,S,124,56.74,40.32,25.69,80.58,"50,83",12,1,111,2015,LAMPUNG,KOTA BANDAR LAMPUNG
20,1201113,SMK NEGERI 2 BANDAR LAMPUNG,10807213,N,396,72.4,61.36,50.28,83.55,"66,90",12,1,113,2015,LAMPUNG,KOTA BANDAR LAMPUNG
22,1201117,SMK DHARMA UTAMA SUKARAME,10807045,S,22,52.3,48.73,51.14,79.41,"57,90",12,1,117,2015,LAMPUNG,KOTA BANDAR LAMPUNG
24,1201119,SMK PELAYARAN SATRIA BAHARI BANDAR LAMPUNG,10807073,S,49,53.03,52.5,28.42,78.37,"53,08",12,1,119,2015,LAMPUNG,KOTA BANDAR LAMPUNG
26,1201121,SMK SATU NUSA 3 BANDAR LAMPUNG,10807232,S,58,43.66,41.82,24.09,76.64,"46,55",12,1,121,2015,LAMPUNG,KOTA BANDAR LAMPUNG
28,1201122,SMK 2 MEI BANDAR LAMPUNG,10807072,S,546,57.44,44.31,28.7,80.37,"52,71",12,1,122,2015,LAMPUNG,KOTA BANDAR LAMPUNG
30,1201123,SMK BHINEKA BANDAR LAMPUNG,10807042,S,44,52.82,48.69,26.19,78.66,"51,59",12,1,123,2015,LAMPUNG,KOTA BANDAR LAMPUNG
32,1201124,SMK BHAKTI UTAMA BANDAR LAMPUNG,10807041,S,240,52.69,44.23,25.1,80.37,"50,60",12,1,124,2015,LAMPUNG,KOTA BANDAR LAMPUNG
