No,Kode,SatuanPendidikan,NPSN,Status,JumlahPeserta,Bindo,Bing,Math,Kompetensi,Rata,KdProv,KdKota,KdSekolah,Tahun,Provinsi,Kabupaten
1,1601001,SMK NEGERI 1 SAMARINDA,30401089,N,374,72.56,63.42,40.8,77.63,"63,60",16,1,1,2016,KALIMANTAN TIMUR,KOTA SAMARINDA
2,1601002,SMK NEGERI 2 SAMARINDA,30401081,N,407,65.62,55.45,35.44,72.58,"57,27",16,1,2,2016,KALIMANTAN TIMUR,KOTA SAMARINDA
3,1601003,SMK NEGERI 3 SAMARINDA,30401080,N,234,57.97,48.26,28.27,76.54,"52,76",16,1,3,2016,KALIMANTAN TIMUR,KOTA SAMARINDA
4,1601004,SMK NEGERI 4 SAMARINDA,30401079,N,432,69.77,57.94,42.84,77.98,"62,13",16,1,4,2016,KALIMANTAN TIMUR,KOTA SAMARINDA
5,1601005,SMK NEGERI 5 SAMARINDA,30401071,N,366,65.25,49.38,36.51,75.6,"56,69",16,1,5,2016,KALIMANTAN TIMUR,KOTA SAMARINDA
6,1601006,SMK NEGERI 6 SAMARINDA,30401072,N,220,59.45,44.44,25.49,70.22,"49,90",16,1,6,2016,KALIMANTAN TIMUR,KOTA SAMARINDA
7,1601007,SMK NEGERI 7 SAMARINDA,30403017,N,304,70.18,67.26,39.06,74.04,"62,64",16,1,7,2016,KALIMANTAN TIMUR,KOTA SAMARINDA
8,1601008,SMK NEGERI 8 SAMARINDA,30404138,N,278,57.14,45.24,26.44,78.27,"51,77",16,1,8,2016,KALIMANTAN TIMUR,KOTA SAMARINDA
9,1601009,SMK NEGERI 9 SAMARINDA,30404605,N,176,55.94,41.45,25.24,79.95,"50,65",16,1,9,2016,KALIMANTAN TIMUR,KOTA SAMARINDA
10,1601010,SMK NEGERI 10 SAMARINDA,30404272,N,162,57.31,42.23,25.76,75.21,"50,13",16,1,10,2016,KALIMANTAN TIMUR,KOTA SAMARINDA
