No,Kode,SatuanPendidikan,NPSN,Status,JumlahPeserta,Bindo,Bing,Math,Kompetensi,Rata,KdProv,KdKota,KdSekolah,Tahun,Provinsi,Kabupaten
2,801001,SMK NEGERI 1 PADANG,10304847,N,386,63.33,62.43,70.64,76.95,"68,34",8,1,1,2015,SUMATERA BARAT,KOTA PADANG
4,801002,SMK NEGERI 2 PADANG,10304848,N,356,71.49,59.09,47.91,76.77,"63,82",8,1,2,2015,SUMATERA BARAT,KOTA PADANG
6,801003,SMK NEGERI 3 PADANG,10304849,N,199,72.82,51.59,39.32,80.51,"61,06",8,1,3,2015,SUMATERA BARAT,KOTA PADANG
8,801004,SMK NEGERI 4 PADANG,10304859,N,266,62.43,46.6,33.85,78.28,"55,29",8,1,4,2015,SUMATERA BARAT,KOTA PADANG
10,801005,SMK NEGERI 5 PADANG,10304851,N,361,64.34,59.2,43.59,76.73,"60,97",8,1,5,2015,SUMATERA BARAT,KOTA PADANG
12,801006,SMK NEGERI 6 PADANG,10303507,N,313,66.54,51.07,39.36,77.65,"58,66",8,1,6,2015,SUMATERA BARAT,KOTA PADANG
14,801007,SMK NEGERI 7 PADANG,10304188,N,107,57.02,45.18,31.38,81.67,"53,81",8,1,7,2015,SUMATERA BARAT,KOTA PADANG
16,801008,SMK NEGERI 8 PADANG,10304852,N,212,59.03,53.16,41.58,79.58,"58,34",8,1,8,2015,SUMATERA BARAT,KOTA PADANG
18,801009,SMK NEGERI 9 PADANG,10304853,N,277,66.81,51.26,38.2,74.02,"57,57",8,1,9,2015,SUMATERA BARAT,KOTA PADANG
20,801010,SMK NEGERI 10 PADANG,10307617,N,78,57.72,49.79,29.87,77.45,"53,71",8,1,10,2015,SUMATERA BARAT,KOTA PADANG
22,801011,SMK NEGERI 1 SUMATERA BARAT,10310780,N,79,60.82,66.19,64.18,76.08,"66,82",8,1,11,2015,SUMATERA BARAT,KOTA PADANG
24,801101,SMK NUSATAMA PADANG,10304854,S,232,67.91,44.4,36.78,79.27,"57,09",8,1,101,2015,SUMATERA BARAT,KOTA PADANG
26,801102,SMK MUHAMMADIYAH 1 PADANG,10304845,S,195,51.78,53.21,33.96,73.2,"53,04",8,1,102,2015,SUMATERA BARAT,KOTA PADANG
28,801104,SMK KOSGORO 1 PADANG,10304182,S,223,64.67,59.92,57.04,78.13,"64,94",8,1,104,2015,SUMATERA BARAT,KOTA PADANG
30,801105,SMK KOSGORO 2 PADANG,10304834,S,41,57.54,49.67,27.01,76.81,"52,76",8,1,105,2015,SUMATERA BARAT,KOTA PADANG
32,801106,SMK TARUNA 1 PADANG,10304862,S,19,60.48,40.08,30.39,69.66,"50,15",8,1,106,2015,SUMATERA BARAT,KOTA PADANG
34,801107,SMK TARUNA 2 PADANG,10304186,S,29,56.98,37.57,29.48,73.63,"49,42",8,1,107,2015,SUMATERA BARAT,KOTA PADANG
36,801108,SMK KARTIKA I.1 PADANG,10304842,S,102,66.62,82.3,69.68,78.16,"74,19",8,1,108,2015,SUMATERA BARAT,KOTA PADANG
38,801109,SMK KARTIKA I.2 PADANG,10304843,S,233,60.91,65.04,36.73,74.88,"59,39",8,1,109,2015,SUMATERA BARAT,KOTA PADANG
40,801110,SMK PGRI PADANG,10304859,S,18,63.81,49.89,35.56,75.82,"56,27",8,1,110,2015,SUMATERA BARAT,KOTA PADANG
42,801112,SMK ADZKIA PADANG,10304181,S,48,51.75,46.79,30.16,69.58,"49,57",8,1,112,2015,SUMATERA BARAT,KOTA PADANG
44,801113,SMK TEKNOLOGI PLUS PADANG,10304187,S,86,58.77,39.43,27.3,73.03,"49,63",8,1,113,2015,SUMATERA BARAT,KOTA PADANG
46,801115,SMK TAMAN SISWA PADANG,10304185,S,61,50.63,44.81,29.59,64.85,"47,47",8,1,115,2015,SUMATERA BARAT,KOTA PADANG
48,801116,SMK MEDIA UTAMA PADANG,10304184,S,14,41.56,33.38,25.0,67.5,"41,86",8,1,116,2015,SUMATERA BARAT,KOTA PADANG
50,801117,SMK ELEKTRO PRATAMA PADANG,10304840,S,7,62.83,37.76,23.57,72.31,"49,12",8,1,117,2015,SUMATERA BARAT,KOTA PADANG
52,801120,SMK SEMEN PADANG,10304860,S,110,65.5,58.88,43.05,78.38,"61,45",8,1,120,2015,SUMATERA BARAT,KOTA PADANG
54,801121,SMK NASIONAL PADANG,10304846,S,57,60.97,39.82,27.24,76.12,"51,04",8,1,121,2015,SUMATERA BARAT,KOTA PADANG
56,801129,SMK PERBANKAN PADANG,10304857,S,34,65.11,38.62,39.41,74.76,"54,48",8,1,129,2015,SUMATERA BARAT,KOTA PADANG
58,801130,SMK CITRA UTAMA PADANG,10304836,S,20,64.45,75.01,63.88,69.22,"68,14",8,1,130,2015,SUMATERA BARAT,KOTA PADANG
60,801133,SMK DHUAFA PADANG,10304838,S,65,58.1,39.71,28.96,72.87,"49,91",8,1,133,2015,SUMATERA BARAT,KOTA PADANG
62,801135,SMK LABOR PADANG,10304183,S,36,49.08,52.45,38.13,69.79,"52,36",8,1,135,2015,SUMATERA BARAT,KOTA PADANG
64,801138,SMK PELAYARAN PADANG,10304855,S,120,54.5,41.77,31.63,75.86,"50,94",8,1,138,2015,SUMATERA BARAT,KOTA PADANG
66,801139,SMK PENERBANGAN ANGKASA NASIONAL (S.P.A.N) PADANG,10304856,S,50,66.34,59.37,47.2,77.08,"62,50",8,1,139,2015,SUMATERA BARAT,KOTA PADANG
68,801147,SMK TRI ABDI PEMBANGUNAN,10304864,S,13,47.32,30.05,23.08,69.52,"42,49",8,1,147,2015,SUMATERA BARAT,KOTA PADANG
70,801148,SMK - SMAK PADANG,10307616,N,137,84.03,71.43,71.51,83.99,"77,74",8,1,148,2015,SUMATERA BARAT,KOTA PADANG
72,801149,SMK SMTI PADANG,10308148,N,145,74.87,50.41,37.34,75.84,"59,62",8,1,149,2015,SUMATERA BARAT,KOTA PADANG
74,801150,SMK DEK BUSINESS SCHOOL,10304837,S,44,80.82,62.97,64.83,82.32,"72,74",8,1,150,2015,SUMATERA BARAT,KOTA PADANG
76,801151,SMK - PP NEGERI PADANG,69734159,N,71,61.32,53.69,45.46,75.7,"59,04",8,1,151,2015,SUMATERA BARAT,KOTA PADANG
