No,Kode,SatuanPendidikan,NPSN,Status,JumlahPeserta,Bindo,Bing,Math,Kompetensi,Rata,KdProv,KdKota,KdSekolah,Tahun,Provinsi,Kabupaten
2,3201001,SMK NEGERI  1 RANGAS,40600221,N,286,75.35,61.65,70.66,78.2,"71,47",32,1,1,2015,SULAWESI BARAT,KABUPATEN MAMUJU
4,3201002,SMK NEGERI 1 PAPALANG,40604357,N,195,54.32,32.5,26.46,70.97,"46,06",32,1,2,2015,SULAWESI BARAT,KABUPATEN MAMUJU
6,3201003,SMK NEGERI 1 KALUMPANG,40604356,N,23,72.06,63.57,65.54,71.21,"68,10",32,1,3,2015,SULAWESI BARAT,KABUPATEN MAMUJU
8,3201005,SMK NEGERI 1 MAMUJU,69859684,S,146,72.59,65.82,69.61,73.71,"70,43",32,1,5,2015,SULAWESI BARAT,KABUPATEN MAMUJU
10,3201006,SMK NEGERI 1 TAPALANG BARAT,40604358,N,79,72.41,64.23,69.27,73.16,"69,77",32,1,6,2015,SULAWESI BARAT,KABUPATEN MAMUJU
12,3201007,SMK KOMPUTER TIWIKRAMA MAMUJU,40600233,S,103,69.17,61.71,68.28,80.81,"69,99",32,1,7,2015,SULAWESI BARAT,KABUPATEN MAMUJU
14,3201008,SMK PARIWISATA MAMUJU,40604364,S,13,73.58,68.62,67.88,69.55,"69,91",32,1,8,2015,SULAWESI BARAT,KABUPATEN MAMUJU
16,3201009,SMKS KEPERAWATAN MAMUJU,40604484,S,51,72.9,64.47,66.52,79.91,"70,95",32,1,9,2015,SULAWESI BARAT,KABUPATEN MAMUJU
18,3201010,SMK PELAYARAN SAMUDERA MAMUJU,40600212,S,37,68.32,63.14,67.84,78.24,"69,39",32,1,10,2015,SULAWESI BARAT,KABUPATEN MAMUJU
20,3201011,SMK TANRATU PATTANABALI,40600223,S,6,63.55,58.0,66.67,67.58,"63,95",32,1,11,2015,SULAWESI BARAT,KABUPATEN MAMUJU
22,3201013,SMK BUDI MULIA KALUKKU,40604360,S,114,73.57,62.39,69.8,70.12,"68,97",32,1,13,2015,SULAWESI BARAT,KABUPATEN MAMUJU
24,3201019,SMK PUNGGAWA MALOLO,69774915,S,47,74.2,61.87,69.41,71.17,"69,16",32,1,19,2015,SULAWESI BARAT,KABUPATEN MAMUJU
26,3201020,SMKS TRANS PRIMA TOMMO,69774918,S,34,41.96,28.59,21.69,63.65,"38,97",32,1,20,2015,SULAWESI BARAT,KABUPATEN MAMUJU
28,3202001,SMK NEGERI 2 MAJENE,40601315,N,347,59.77,37.44,29.69,75.79,"50,67",32,2,1,2015,SULAWESI BARAT,KABUPATEN MAJENE
30,3202002,SMKN 1 MAJENE,40601489,N,101,51.74,31.39,27.95,72.83,"45,98",32,2,2,2015,SULAWESI BARAT,KABUPATEN MAJENE
32,3202003,SMK NEGERI 3 MAJENE,40601313,N,81,61.8,76.91,66.85,77.31,"70,72",32,2,3,2015,SULAWESI BARAT,KABUPATEN MAJENE
34,3202004,SMK NEGERI 4 MAJENE,40601490,N,77,51.39,36.44,22.31,70.74,"45,22",32,2,4,2015,SULAWESI BARAT,KABUPATEN MAJENE
36,3202005,SMK NEGERI 5 MAJENE,40601491,N,191,48.06,30.44,25.29,74.41,"44,55",32,2,5,2015,SULAWESI BARAT,KABUPATEN MAJENE
38,3202007,SMK BUNGA BANGSA SEJAHTERA MALUNDA,40602587,S,84,50.06,59.95,41.4,70.88,"55,57",32,2,7,2015,SULAWESI BARAT,KABUPATEN MAJENE
40,3202008,SMK KEPERAWATAN SULBAR CERDAS,40605518,S,4,63.83,75.5,60.63,79.41,"69,84",32,2,8,2015,SULAWESI BARAT,KABUPATEN MAJENE
42,3202009,SMK NEGERI 6 MAJENE,40604957,N,138,58.55,47.46,55.22,78.69,"59,98",32,2,9,2015,SULAWESI BARAT,KABUPATEN MAJENE
44,3202010,SMK ISLAM DDI PONIANG,40605310,S,49,59.35,56.73,58.67,72.82,"61,89",32,2,10,2015,SULAWESI BARAT,KABUPATEN MAJENE
46,3202011,SMK NEGERI 7 MAJENE,40605754,N,120,50.78,36.35,32.02,74.81,"48,49",32,2,11,2015,SULAWESI BARAT,KABUPATEN MAJENE
48,3202012,SMK KOTA TINGGI,40605637,S,20,65.17,60.4,57.0,73.48,"64,01",32,2,12,2015,SULAWESI BARAT,KABUPATEN MAJENE
50,3202013,SMKN 8 MAJENE,69766213,N,46,64.93,66.48,83.97,78.02,"73,35",32,2,13,2015,SULAWESI BARAT,KABUPATEN MAJENE
52,3203001,SMK NEGERI 1 POLEWALI,40600656,N,337,60.73,39.35,28.09,78.01,"51,55",32,3,1,2015,SULAWESI BARAT,KABUPATEN POLEWALI MANDAR
54,3203002,SMK NEGERI 1 TINAMBUNG,40600655,N,286,48.27,42.07,29.83,69.76,"47,48",32,3,2,2015,SULAWESI BARAT,KABUPATEN POLEWALI MANDAR
56,3203003,SMK TUNAS BANGSA,40602559,S,44,60.53,37.64,22.61,71.61,"48,10",32,3,3,2015,SULAWESI BARAT,KABUPATEN POLEWALI MANDAR
58,3203004,SMK WONOMULYO,40600659,S,178,40.99,33.48,21.03,73.54,"42,26",32,3,4,2015,SULAWESI BARAT,KABUPATEN POLEWALI MANDAR
60,3203005,SMK YPPP WONOMULYO,40600635,S,284,52.44,42.26,24.36,73.82,"48,22",32,3,5,2015,SULAWESI BARAT,KABUPATEN POLEWALI MANDAR
62,3203006,SMK NEGERI PAKU,40600646,N,62,53.19,56.13,37.94,79.42,"56,67",32,3,6,2015,SULAWESI BARAT,KABUPATEN POLEWALI MANDAR
64,3203007,SMK NEGERI TAPANGO,40600634,N,121,48.58,39.16,28.2,78.85,"48,70",32,3,7,2015,SULAWESI BARAT,KABUPATEN POLEWALI MANDAR
66,3203008,SMK NEGERI LIMBORO,40600647,N,78,53.48,48.85,22.76,76.02,"50,28",32,3,8,2015,SULAWESI BARAT,KABUPATEN POLEWALI MANDAR
68,3203009,SMK MUHAMMADIYAH,40600657,S,108,44.29,32.87,28.19,74.88,"45,06",32,3,9,2015,SULAWESI BARAT,KABUPATEN POLEWALI MANDAR
70,3203010,SMK NEGERI CAMPALAGIAN,40600658,N,207,45.25,29.47,22.81,72.46,"42,50",32,3,10,2015,SULAWESI BARAT,KABUPATEN POLEWALI MANDAR
