No,Kode,SatuanPendidikan,NPSN,Status,JumlahPeserta,Bindo,Bing,Math,Kompetensi,Rata,KdProv,KdKota,KdSekolah,Tahun,Provinsi,Kabupaten
1,1201101,SMK NEGERI 1 BANDAR LAMPUNG,10807229,N,444,64.64,48.3,31.65,75.86,"55,11",12,1,101,2016,LAMPUNG,KOTA BANDAR LAMPUNG
2,1201103,SMK YP 57 BANDAR LAMPUNG,10807245,S,25,64.48,39.04,32.0,77.69,"53,30",12,1,103,2016,LAMPUNG,KOTA BANDAR LAMPUNG
3,1201104,SMK NEGERI 5 BANDAR LAMPUNG,10807216,N,375,60.51,42.6,26.97,72.23,"50,58",12,1,104,2016,LAMPUNG,KOTA BANDAR LAMPUNG
4,1201106,SMK PGRI 1 BANDAR LAMPUNG,10807053,S,20,65.9,49.2,30.25,77.74,"55,77",12,1,106,2016,LAMPUNG,KOTA BANDAR LAMPUNG
5,1201107,SMK YAGSMI BANDAR LAMPUNG,10807242,S,16,59.88,39.75,21.88,79.14,"50,16",12,1,107,2016,LAMPUNG,KOTA BANDAR LAMPUNG
6,1201108,SMK TARUNA BANDAR LAMPUNG,10807238,S,49,67.63,43.43,29.64,79.69,"55,10",12,1,108,2016,LAMPUNG,KOTA BANDAR LAMPUNG
7,1201109,SMK GAJAH MADA BANDAR LAMPUNG,10807046,S,190,60.65,38.85,26.61,75.51,"50,41",12,1,109,2016,LAMPUNG,KOTA BANDAR LAMPUNG
8,1201110,SMK YAPENA BANDAR LAMPUNG,10807243,S,21,68.48,42.86,31.67,78.79,"55,45",12,1,110,2016,LAMPUNG,KOTA BANDAR LAMPUNG
9,1201111,SMK PERSADA BANDAR LAMPUNG,10807052,S,121,61.98,41.5,25.41,77.6,"51,62",12,1,111,2016,LAMPUNG,KOTA BANDAR LAMPUNG
10,1201113,SMK NEGERI 2 BANDAR LAMPUNG,10807213,N,489,67.26,52.4,35.63,72.91,"57,05",12,1,113,2016,LAMPUNG,KOTA BANDAR LAMPUNG
11,1201117,SMK DHARMA UTAMA SUKARAME,10807045,S,14,64.29,53.29,26.61,78.71,"55,73",12,1,117,2016,LAMPUNG,KOTA BANDAR LAMPUNG
12,1201119,SMK PELAYARAN SATRIA BAHARI BANDAR LAMPUNG,10807073,S,50,61.28,58.56,29.1,78.17,"56,78",12,1,119,2016,LAMPUNG,KOTA BANDAR LAMPUNG
