No,Kode,SatuanPendidikan,NPSN,Status,JumlahPeserta,Bindo,Bing,Math,Kompetensi,Rata,KdProv,KdKota,KdSekolah,Tahun,Provinsi,Kabupaten
1,2001101,SMK NEGERI 1 KENDARI,40402629,N,408,60.7,57.83,33.59,73.9,"56,51",20,1,101,2016,SULAWESI TENGGARA,KOTA KENDARI
2,2001102,SMK NEGERI 2 KENDARI,40402625,N,367,54.67,42.41,27.13,68.54,"48,19",20,1,102,2016,SULAWESI TENGGARA,KOTA KENDARI
3,2001103,SMK NEGERI 3 KENDARI,40402628,N,155,57.96,48.49,29.53,71.01,"51,75",20,1,103,2016,SULAWESI TENGGARA,KOTA KENDARI
4,2001104,SMK NEGERI 4 KENDARI,40402627,N,279,56.29,49.83,27.26,78.66,"53,01",20,1,104,2016,SULAWESI TENGGARA,KOTA KENDARI
5,2001105,SMK SWASTA PELAYARAN KENDARI,40402613,S,7,41.14,25.71,21.43,58.24,"36,63",20,1,105,2016,SULAWESI TENGGARA,KOTA KENDARI
6,2001108,SMK SWASTA SATRIA KENDARI,40402612,S,28,52.93,40.21,30.8,68.23,"48,04",20,1,108,2016,SULAWESI TENGGARA,KOTA KENDARI
7,2001109,SMK SWASTA MAPINDO KENDARI,40402630,S,10,54.2,45.8,21.25,51.05,"43,08",20,1,109,2016,SULAWESI TENGGARA,KOTA KENDARI
8,2001110,SMK SWASTA EKA BHAKTI KENDARI,40402633,S,28,48.38,47.29,25.0,74.2,"48,72",20,1,110,2016,SULAWESI TENGGARA,KOTA KENDARI
9,2001111,SMKS KELAUTAN DAN PERIKANAN KENDARI,40402631,S,23,45.39,34.87,23.15,63.21,"41,66",20,1,111,2016,SULAWESI TENGGARA,KOTA KENDARI
10,2001112,SMK SWASTA BINA BERSAMA,40403187,S,29,44.14,41.66,21.64,66.87,"43,58",20,1,112,2016,SULAWESI TENGGARA,KOTA KENDARI
11,2001113,SMK SWASTA KESEHATAN KENDARI,40403979,S,39,62.21,76.05,53.27,77.52,"67,26",20,1,113,2016,SULAWESI TENGGARA,KOTA KENDARI
12,2001114,SMK AL-IKHLAS KENDARI,40404715,S,4,59.0,59.5,25.63,70.33,"53,62",20,1,114,2016,SULAWESI TENGGARA,KOTA KENDARI
13,2001115,SMK TUNAS HUSADA KENDARI,40404553,S,106,58.75,53.83,33.47,75.44,"55,37",20,1,115,2016,SULAWESI TENGGARA,KOTA KENDARI
14,2001116,SMK NEGERI 5 KENDARI,40404713,N,53,54.72,59.66,33.73,76.42,"56,13",20,1,116,2016,SULAWESI TENGGARA,KOTA KENDARI
15,2001118,SMK KESEHATAN MANDONGA,40405847,S,52,60.42,45.04,36.54,77.3,"54,83",20,1,118,2016,SULAWESI TENGGARA,KOTA KENDARI
16,2001119,SMK LIFE SKILL KENDARI,40404998,S,23,45.91,32.87,23.48,72.49,"43,69",20,1,119,2016,SULAWESI TENGGARA,KOTA KENDARI
17,2001120,SMK TAMBANG NUSANTARA KENDARI,69815366,S,16,57.25,51.0,26.25,69.69,"51,05",20,1,120,2016,SULAWESI TENGGARA,KOTA KENDARI
18,2001121,SMK AZADIRACHTA,69759300,S,17,54.24,46.47,32.94,73.01,"51,67",20,1,121,2016,SULAWESI TENGGARA,KOTA KENDARI
19,2001122,SMK DEWI SARTIKA,69849594,S,11,54.18,50.91,30.45,80.22,"53,94",20,1,122,2016,SULAWESI TENGGARA,KOTA KENDARI
20,2001123,SMKN 6 KENDARI,69768147,N,83,54.19,42.84,26.02,68.9,"47,99",20,1,123,2016,SULAWESI TENGGARA,KOTA KENDARI
21,2001124,SMK PONPES DARUL MUKHLISIN,69830516,S,10,56.8,41.2,32.75,73.93,"51,17",20,1,124,2016,SULAWESI TENGGARA,KOTA KENDARI
22,2002101,SMK NEGERI 1 BAUBAU,40402774,N,313,59.37,47.17,35.41,74.12,"54,02",20,2,101,2016,SULAWESI TENGGARA,KOTA BAUBAU
23,2002102,SMK NEGERI 2 BAUBAU,40402775,N,220,54.73,49.84,33.1,72.75,"52,61",20,2,102,2016,SULAWESI TENGGARA,KOTA BAUBAU
24,2002103,SMK NEGERI 3 BAUBAU,40402776,N,101,56.32,44.95,28.32,76.09,"51,42",20,2,103,2016,SULAWESI TENGGARA,KOTA BAUBAU
25,2002104,SMK NEGERI 4 BAUBAU,40402772,N,107,48.43,35.83,22.9,72.62,"44,95",20,2,104,2016,SULAWESI TENGGARA,KOTA BAUBAU
26,2002107,SMK SWASTA CAHAYA NUSANTARA BAUBAU,40402983,S,12,41.67,32.83,35.21,68.47,"44,55",20,2,107,2016,SULAWESI TENGGARA,KOTA BAUBAU
27,2002108,SMK SWASTA KESEHATAN,40403152,S,51,57.57,63.8,62.75,71.55,"63,92",20,2,108,2016,SULAWESI TENGGARA,KOTA BAUBAU
28,2002109,SMK NEGERI 5 BAUBAU,69734021,N,23,55.74,62.78,39.13,74.78,"58,11",20,2,109,2016,SULAWESI TENGGARA,KOTA BAUBAU
29,2003101,SMK NEGERI 1 UNAAHA,40402870,N,138,60.06,44.88,27.03,72.1,"51,02",20,3,101,2016,SULAWESI TENGGARA,KABUPATEN KONAWE
30,2003102,SMK NEGERI 2 UNAAHA,40402871,N,87,52.94,51.26,38.16,67.48,"52,46",20,3,102,2016,SULAWESI TENGGARA,KABUPATEN KONAWE
31,2003104,SMKS KESEHATAN UNAAHA,40403670,S,62,63.42,67.9,46.17,74.39,"62,97",20,3,104,2016,SULAWESI TENGGARA,KABUPATEN KONAWE
32,2003105,SMK PP NEGERI WAWOTOBI,40404603,N,25,54.88,48.8,46.0,74.95,"56,16",20,3,105,2016,SULAWESI TENGGARA,KABUPATEN KONAWE
33,2003106,SMKS AL MUJAHIDIN,40404099,S,30,55.87,52.93,42.75,71.63,"55,80",20,3,106,2016,SULAWESI TENGGARA,KABUPATEN KONAWE
34,2003107,SMKS AL MUNAWWARAH,40404099,S,15,54.8,57.6,45.0,66.99,"56,10",20,3,107,2016,SULAWESI TENGGARA,KABUPATEN KONAWE
35,2003108,SMK NEGERI 1 LAMBUYA,40404101,N,23,78.61,89.04,78.37,72.48,"79,63",20,3,108,2016,SULAWESI TENGGARA,KABUPATEN KONAWE
36,2003109,SMK TERPADU AL-ANSHAR,60725086,S,21,60.1,64.86,59.88,70.17,"63,75",20,3,109,2016,SULAWESI TENGGARA,KABUPATEN KONAWE
37,2003111,SMKN 1WONGGEDUKU,69888794,N,8,40.5,51.0,49.69,79.58,"55,19",20,3,111,2016,SULAWESI TENGGARA,KABUPATEN KONAWE
38,2004101,SMK NEGERI 1 RAHA,40400756,N,165,66.07,76.72,63.48,83.4,"72,42",20,4,101,2016,SULAWESI TENGGARA,KABUPATEN MUNA
39,2004102,SMK NEGERI 2 RAHA,40400757,N,216,69.5,66.99,75.19,71.42,"70,78",20,4,102,2016,SULAWESI TENGGARA,KABUPATEN MUNA
40,2004103,SMK NEGERI 3 RAHA,40400772,N,71,84.54,87.44,81.62,79.38,"83,25",20,4,103,2016,SULAWESI TENGGARA,KABUPATEN MUNA
41,2004105,SMK SWASTA KELAUTAN DAN PERIKANAN RAHA,40404068,S,48,68.38,65.42,58.75,72.68,"66,31",20,4,105,2016,SULAWESI TENGGARA,KABUPATEN MUNA
42,2004106,SMK NEGERI 1 KABANGKA,40403159,N,35,61.89,63.43,67.86,68.36,"65,39",20,4,106,2016,SULAWESI TENGGARA,KABUPATEN MUNA
43,2004108,SMK NEGERI 1 TONGKUNO,40404658,N,67,60.36,61.43,58.81,68.94,"62,39",20,4,108,2016,SULAWESI TENGGARA,KABUPATEN MUNA
44,2004109,SMK SWASTA KESEHATAN KARYA PERSADA,40404276,S,31,73.29,80.65,82.5,74.27,"77,68",20,4,109,2016,SULAWESI TENGGARA,KABUPATEN MUNA
45,2004110,SMK NEGERI 1 NAPABALANO,40404659,N,20,71.1,68.1,72.0,64.69,"68,97",20,4,110,2016,SULAWESI TENGGARA,KABUPATEN MUNA
46,2004111,SMK PELAYARAN KARYA PERSADA NAPABALANO,40404988,S,18,68.56,87.67,77.92,67.08,"75,31",20,4,111,2016,SULAWESI TENGGARA,KABUPATEN MUNA
47,2004113,SMKS PERMATA BANGSA,69831541,S,61,66.03,86.98,85.78,69.34,"77,03",20,4,113,2016,SULAWESI TENGGARA,KABUPATEN MUNA
48,2004114,SMKS PERTANIAN AL FATH - TAN URAZA,69786270,S,36,60.28,71.89,58.13,70.09,"65,10",20,4,114,2016,SULAWESI TENGGARA,KABUPATEN MUNA
49,2005101,SMK NEGERI 1 PASARWAJO,40403045,N,79,52.23,39.04,24.24,66.18,"45,42",20,5,101,2016,SULAWESI TENGGARA,KABUPATEN BUTON
50,2005105,SMK NEGERI 2 PASARWAJO,40404180,N,114,51.58,38.19,29.41,71.32,"47,63",20,5,105,2016,SULAWESI TENGGARA,KABUPATEN BUTON
51,2005109,SMK NEGERI 1 LASALIMU SELATAN,60726557,N,26,54.15,62.54,48.85,71.73,"59,32",20,5,109,2016,SULAWESI TENGGARA,KABUPATEN BUTON
52,2005110,SMK SWASTA KESEHATAN BAKTI HUSADA,40405230,S,57,57.68,41.3,27.54,75.06,"50,40",20,5,110,2016,SULAWESI TENGGARA,KABUPATEN BUTON
53,2005112,SMK NEGERI 2 LASALIMU SELATAN,60728811,N,9,46.89,33.78,18.06,62.7,"40,36",20,5,112,2016,SULAWESI TENGGARA,KABUPATEN BUTON
