No,Kode,SatuanPendidikan,NPSN,Status,JumlahPeserta,Bindo,Bing,Math,Kompetensi,Rata,KdProv,KdKota,KdSekolah,Tahun,Provinsi,Kabupaten
2,401101,SMK NEGERI 2 YOGYAKARTA,20403280,N,686,83.09,70.64,79.0,79.08,"77,95",4,1,101,2015,DI YOGYAKARTA,KOTA YOGYAKARTA
4,401102,SMK PANCA SAKTI YOGYAKARTA,20403308,S,14,51.92,38.71,23.21,17.82,"32,92",4,1,102,2015,DI YOGYAKARTA,KOTA YOGYAKARTA
6,401104,SMK TAMANSISWA YOGYAKARTA,20404184,S,134,65.27,46.16,35.49,67.11,"53,51",4,1,104,2015,DI YOGYAKARTA,KOTA YOGYAKARTA
8,401105,SMK NEGERI 1 YOGYAKARTA,20404180,N,209,82.24,57.77,72.31,86.82,"74,79",4,1,105,2015,DI YOGYAKARTA,KOTA YOGYAKARTA
10,401106,SMK PIRI 3 YOGYAKARTA,20403312,S,29,76.11,47.49,37.16,77.22,"59,50",4,1,106,2015,DI YOGYAKARTA,KOTA YOGYAKARTA
12,401107,SMK MUHAMMADIYAH 1 YOGYAKARTA,20403285,S,149,71.49,46.62,43.39,79.32,"60,21",4,1,107,2015,DI YOGYAKARTA,KOTA YOGYAKARTA
14,401108,SMK MUHAMMADIYAH 2 YOGYAKARTA,20403284,S,70,67.89,46.17,43.57,73.22,"57,71",4,1,108,2015,DI YOGYAKARTA,KOTA YOGYAKARTA
16,401109,SMK KOPERASI YOGYAKARTA,20403290,S,97,72.14,46.93,51.06,82.22,"63,09",4,1,109,2015,DI YOGYAKARTA,KOTA YOGYAKARTA
18,401110,SMK NEGERI 7 YOGYAKARTA,20403295,N,274,85.73,68.72,81.42,85.23,"80,28",4,1,110,2015,DI YOGYAKARTA,KOTA YOGYAKARTA
20,401111,SMK BOPKRI 1 YOGYAKARTA,20403167,S,61,66.56,46.92,36.76,78.1,"57,09",4,1,111,2015,DI YOGYAKARTA,KOTA YOGYAKARTA
22,401112,SMK MARSUDI LUHUR I YOGYAKARTA,20403291,S,110,63.15,45.62,40.05,65.41,"53,56",4,1,112,2015,DI YOGYAKARTA,KOTA YOGYAKARTA
24,401114,SMK NEGERI 6 YOGYAKARTA,20404182,N,413,79.88,58.56,60.33,80.4,"69,79",4,1,114,2015,DI YOGYAKARTA,KOTA YOGYAKARTA
26,401115,SMK NEGERI 4 YOGYAKARTA,20403282,N,491,78.75,56.53,61.71,81.81,"69,70",4,1,115,2015,DI YOGYAKARTA,KOTA YOGYAKARTA
28,401116,SMK PIRI 2 YOGYAKARTA,20403311,S,7,61.19,49.16,30.36,76.97,"54,42",4,1,116,2015,DI YOGYAKARTA,KOTA YOGYAKARTA
30,401117,SMK MUHAMMADIYAH 4 YOGYAKARTA,20403276,S,17,67.86,49.14,40.29,76.64,"58,48",4,1,117,2015,DI YOGYAKARTA,KOTA YOGYAKARTA
32,401118,SMK BOPKRI 2 YOGYAKARTA,20403168,S,41,66.27,46.89,34.15,75.28,"55,65",4,1,118,2015,DI YOGYAKARTA,KOTA YOGYAKARTA
34,401121,SMK NEGERI 5 YOGYAKARTA,20403283,N,415,71.79,53.54,54.27,81.12,"65,18",4,1,121,2015,DI YOGYAKARTA,KOTA YOGYAKARTA
36,401124,SMK PERINDUSTRIAN YOGYAKARTA,20403309,S,70,67.37,43.17,33.25,72.77,"54,14",4,1,124,2015,DI YOGYAKARTA,KOTA YOGYAKARTA
38,401125,SMK MUHAMMADIYAH 3 YOGYAKARTA,20403275,S,458,70.75,51.21,46.68,73.24,"60,47",4,1,125,2015,DI YOGYAKARTA,KOTA YOGYAKARTA
40,401126,SMK PERKEBUNAN MM 52 YOGYAKARTA,20403310,S,32,64.98,46.75,28.98,82.51,"55,81",4,1,126,2015,DI YOGYAKARTA,KOTA YOGYAKARTA
42,401127,SMK NEGERI 3 YOGYAKARTA,20404181,N,575,77.45,58.03,63.42,76.26,"68,79",4,1,127,2015,DI YOGYAKARTA,KOTA YOGYAKARTA
44,401128,SMK ISLAM YOGYAKARTA,20403289,S,29,56.33,37.15,29.14,70.65,"48,32",4,1,128,2015,DI YOGYAKARTA,KOTA YOGYAKARTA
46,401129,SMK PIRI 1 YOGYAKARTA,20404183,S,205,65.45,48.41,39.02,69.25,"55,53",4,1,129,2015,DI YOGYAKARTA,KOTA YOGYAKARTA
48,401130,SMK BOPKRI 4 YOGYAKARTA,20403169,S,2,47.95,31.0,21.25,51.95,"38,04",4,1,130,2015,DI YOGYAKARTA,KOTA YOGYAKARTA
