No,Kode,SatuanPendidikan,NPSN,Status,JumlahPeserta,Bindo,Bing,Math,Kompetensi,Rata,KdProv,KdKota,KdSekolah,Tahun,Provinsi,Kabupaten
1,2401001,SMK NEGERI 1 KUPANG,50304998,N,612,65.25,43.44,32.3,77.24,"54,56",24,1,1,2017,NUSA TENGGARA TIMUR,KOTA KUPANG
2,2401002,SMK NEGERI 2 KUPANG,50304997,N,591,56.91,39.52,32.54,69.59,"49,64",24,1,2,2017,NUSA TENGGARA TIMUR,KOTA KUPANG
3,2401003,SMK NEGERI 3 KUPANG,50304991,N,195,59.53,40.73,29.14,73.23,"50,66",24,1,3,2017,NUSA TENGGARA TIMUR,KOTA KUPANG
4,2401004,SMK NEGERI 4 KUPANG,50304992,N,60,53.7,35.0,26.46,66.64,"45,45",24,1,4,2017,NUSA TENGGARA TIMUR,KOTA KUPANG
5,2401005,SMK NEGERI 5 KUPANG,50305267,N,196,56.58,37.71,40.87,69.16,"51,08",24,1,5,2017,NUSA TENGGARA TIMUR,KOTA KUPANG
6,2401006,SMK NEGERI 6 KUPANG,50304940,N,147,61.93,35.71,30.7,70.51,"49,71",24,1,6,2017,NUSA TENGGARA TIMUR,KOTA KUPANG
7,2401007,SMK SWASTISARI KUPANG,50304969,S,16,49.0,30.75,25.16,74.44,"44,84",24,1,7,2017,NUSA TENGGARA TIMUR,KOTA KUPANG
8,2401008,SMK KRISTEN 1 KUPANG,50305266,S,51,56.31,44.51,42.84,69.67,"53,33",24,1,8,2017,NUSA TENGGARA TIMUR,KOTA KUPANG
9,2401009,SMK KRISTEN 2 KUPANG,50304995,S,26,27.77,54.92,35.96,68.97,"46,91",24,1,9,2017,NUSA TENGGARA TIMUR,KOTA KUPANG
10,2401010,SMK KARYA KUPANG,50304994,S,34,41.47,50.35,36.1,69.89,"49,45",24,1,10,2017,NUSA TENGGARA TIMUR,KOTA KUPANG
11,2401011,SMK WIRAKARYA KUPANG,50304970,S,68,45.56,52.97,55.74,70.36,"56,16",24,1,11,2017,NUSA TENGGARA TIMUR,KOTA KUPANG
12,2401012,SMK KENCANA SAKTI,50305265,S,96,69.9,74.5,74.97,80.41,"74,95",24,1,12,2017,NUSA TENGGARA TIMUR,KOTA KUPANG
13,2401013,SMK PELAYARAN KUPANG,50304993,S,25,48.88,41.2,27.8,74.52,"48,10",24,1,13,2017,NUSA TENGGARA TIMUR,KOTA KUPANG
14,2401014,SMK MENTARI KUPANG,50304996,S,58,52.79,56.0,41.51,67.03,"54,33",24,1,14,2017,NUSA TENGGARA TIMUR,KOTA KUPANG
15,2401015,SMK MUHAMMADIYAH KUPANG,50304941,S,40,52.2,46.45,36.19,66.72,"50,39",24,1,15,2017,NUSA TENGGARA TIMUR,KOTA KUPANG
16,2401016,SMK UYELINDO KUPANG,50304942,S,18,53.56,30.0,27.08,64.47,"43,78",24,1,16,2017,NUSA TENGGARA TIMUR,KOTA KUPANG
