No,Kode,SatuanPendidikan,NPSN,Status,JumlahPeserta,Bindo,Bing,Math,Kompetensi,Rata,KdProv,KdKota,KdSekolah,Tahun,Provinsi,Kabupaten
1,1701001,SMK NEGERI 1 MANADO,40102757,N,613,61.32,45.46,30.86,74.11,"52,94",17,1,1,2017,SULAWESI UTARA,KOTA MANADO
2,1701002,SMK NEGERI 2 MANADO,40102758,N,297,53.82,36.42,27.07,68.28,"46,40",17,1,2,2017,SULAWESI UTARA,KOTA MANADO
3,1701003,SMK NEGERI 3 MANADO,40102772,N,375,55.38,38.97,27.98,73.19,"48,88",17,1,3,2017,SULAWESI UTARA,KOTA MANADO
4,1701004,SMK NEGERI 4 MANADO,40102773,N,73,48.52,32.49,19.66,0.0,"25,17",17,1,4,2017,SULAWESI UTARA,KOTA MANADO
5,1701005,SMK NEGERI 5 MANADO,40102774,N,214,59.37,42.04,28.33,74.23,"50,99",17,1,5,2017,SULAWESI UTARA,KOTA MANADO
6,1701006,SMK KATOLIK XAVERIUS MANADO,40102771,S,109,57.27,39.87,30.21,74.96,"50,58",17,1,6,2017,SULAWESI UTARA,KOTA MANADO
7,1701007,SMK KRISTEN ELFATAH MANADO,40102760,S,110,51.73,39.75,27.43,66.14,"46,26",17,1,7,2017,SULAWESI UTARA,KOTA MANADO
8,1701008,SMK KRISTEN GETSEMANI MANADO,40102759,S,72,57.58,50.64,25.94,69.47,"50,91",17,1,8,2017,SULAWESI UTARA,KOTA MANADO
9,1701009,SMK MALESUNG MANADO,40102749,S,8,36.0,29.25,19.06,65.99,"37,58",17,1,9,2017,SULAWESI UTARA,KOTA MANADO
10,1701010,SMK PERGUNAS MANADO,40102753,S,27,45.63,61.77,21.11,0.0,"32,13",17,1,10,2017,SULAWESI UTARA,KOTA MANADO
11,1701011,SMK PGRI MANADO,40102755,S,80,38.92,47.18,29.84,71.11,"46,76",17,1,11,2017,SULAWESI UTARA,KOTA MANADO
12,1701012,SMK AL KHAIRAT MANADO,40102765,S,51,49.76,34.31,27.16,67.27,"44,63",17,1,12,2017,SULAWESI UTARA,KOTA MANADO
13,1701013,SMK PURNA BAHARI MANADO,40102756,S,59,49.42,39.69,28.26,79.68,"49,26",17,1,13,2017,SULAWESI UTARA,KOTA MANADO
14,1701014,SMK YAPIM MANADO,40102769,S,109,49.08,32.77,27.57,68.67,"44,52",17,1,14,2017,SULAWESI UTARA,KOTA MANADO
15,1701016,SMK ASSALAM MANADO,40102766,S,35,62.46,37.09,38.5,78.29,"54,09",17,1,16,2017,SULAWESI UTARA,KOTA MANADO
16,1701017,SMK KASIH IBU MANADO,40102770,S,14,34.62,26.71,36.92,76.31,"43,64",17,1,17,2017,SULAWESI UTARA,KOTA MANADO
17,1701018,SMK YPKM MANADO,40102748,S,53,51.02,35.02,27.97,69.62,"45,91",17,1,18,2017,SULAWESI UTARA,KOTA MANADO
18,1701019,SMK HARAPAN GENERASI MANADO,40102767,S,15,48.93,30.4,20.83,69.7,"42,47",17,1,19,2017,SULAWESI UTARA,KOTA MANADO
19,1701020,SMK PERINTIS MANADO,40102754,S,33,51.09,36.06,25.23,72.43,"46,20",17,1,20,2017,SULAWESI UTARA,KOTA MANADO
20,1701021,SMK PARNA RAYA MANADO,40102751,S,37,57.24,41.89,32.23,78.68,"52,51",17,1,21,2017,SULAWESI UTARA,KOTA MANADO
21,1701022,SMK MARANATHA MANADO,40104572,S,42,31.27,27.25,21.65,57.6,"34,44",17,1,22,2017,SULAWESI UTARA,KOTA MANADO
22,1701023,SMK COKROAMINOTO MANADO,40102764,S,54,49.04,32.52,25.51,23.43,"32,63",17,1,23,2017,SULAWESI UTARA,KOTA MANADO
23,1701024,SMK DISCOVERY MANADO,40103482,S,33,50.3,49.82,41.82,75.45,"54,35",17,1,24,2017,SULAWESI UTARA,KOTA MANADO
24,1701025,SMK KRISTEN SOLAGRATIA TONGKEINA MANADO,40103477,S,35,56.97,41.94,27.29,74.35,"50,14",17,1,25,2017,SULAWESI UTARA,KOTA MANADO
25,1701026,SMK PIONEER MANADO,40104575,S,30,39.52,39.87,21.17,68.53,"42,27",17,1,26,2017,SULAWESI UTARA,KOTA MANADO
26,1701029,SMK MUHAMMADIYAH MANADO,40104573,S,15,38.8,25.2,25.33,0.0,"22,33",17,1,29,2017,SULAWESI UTARA,KOTA MANADO
27,1701030,SMK KEBANGSAAN,40103629,S,28,36.0,27.71,20.27,0.0,"21,00",17,1,30,2017,SULAWESI UTARA,KOTA MANADO
28,1701031,SMK NEGERI 6 MANADO,40104830,N,311,59.16,41.49,31.76,78.31,"52,68",17,1,31,2017,SULAWESI UTARA,KOTA MANADO
29,1701032,SMK NEGERI 7 MANADO,40105174,N,47,53.36,37.7,44.1,72.35,"51,88",17,1,32,2017,SULAWESI UTARA,KOTA MANADO
30,1701033,SMK SMART PIONEER,40104882,S,33,65.76,67.88,41.36,77.89,"63,22",17,1,33,2017,SULAWESI UTARA,KOTA MANADO
31,1701034,SMK KESEHATAN GLORIA,69755702,S,70,51.31,34.23,20.36,61.48,"41,85",17,1,34,2017,SULAWESI UTARA,KOTA MANADO
32,1701035,SMKS ADVENT MANADO,69887366,S,48,56.54,38.25,26.61,69.7,"47,78",17,1,35,2017,SULAWESI UTARA,KOTA MANADO
33,1701036,SMK NEGERI 8 MANADO,69769388,N,28,56.71,34.07,26.61,70.41,"46,95",17,1,36,2017,SULAWESI UTARA,KOTA MANADO
