No,Kode,SatuanPendidikan,NPSN,Status,JumlahPeserta,Bindo,Bing,Math,Kompetensi,Rata,KdProv,KdKota,KdSekolah,Tahun,Provinsi,Kabupaten
1,301001,SMK NEGERI  1 SEMARANG,20328948,N,520,73.5,49.02,36.52,45.52,"51,14",3,1,1,2018,JAWA TENGAH,KOTA SEMARANG
2,301002,SMK NEGERI  2 SEMARANG,20328970,N,421,82.21,64.31,62.3,65.61,"68,61",3,1,2,2018,JAWA TENGAH,KOTA SEMARANG
3,301003,SMK NEGERI  3 SEMARANG,20328946,N,385,72.23,48.78,36.16,47.86,"51,26",3,1,3,2018,JAWA TENGAH,KOTA SEMARANG
4,301004,SMK NEGERI  4 SEMARANG,20328945,N,550,77.93,59.19,47.36,50.7,"58,80",3,1,4,2018,JAWA TENGAH,KOTA SEMARANG
5,301005,SMK NEGERI  5 SEMARANG,20328944,N,442,71.39,49.28,37.37,41.58,"49,91",3,1,5,2018,JAWA TENGAH,KOTA SEMARANG
6,301006,SMK NEGERI  6 SEMARANG,20328981,N,339,77.4,60.21,49.61,51.64,"59,72",3,1,6,2018,JAWA TENGAH,KOTA SEMARANG
7,301007,SMK NEGERI  7 SEMARANG,20337604,N,603,80.9,69.3,74.46,55.21,"69,97",3,1,7,2018,JAWA TENGAH,KOTA SEMARANG
8,301008,SMK NEGERI  8 SEMARANG,20328962,N,390,78.78,61.03,45.81,52.29,"59,48",3,1,8,2018,JAWA TENGAH,KOTA SEMARANG
9,301009,SMK NEGERI  9 SEMARANG,20328969,N,344,78.43,56.48,56.51,60.67,"63,02",3,1,9,2018,JAWA TENGAH,KOTA SEMARANG
10,301010,SMK NEGERI 10 SEMARANG,20328947,N,306,69.56,43.06,34.76,39.36,"46,69",3,1,10,2018,JAWA TENGAH,KOTA SEMARANG
11,301011,SMK NEGERI 11 SEMARANG,20328963,N,519,75.26,55.65,39.43,50.88,"55,31",3,1,11,2018,JAWA TENGAH,KOTA SEMARANG
12,301012,SMK NEGERI JAWA TENGAH,69859366,N,118,83.49,68.68,75.64,65.74,"73,39",3,1,12,2018,JAWA TENGAH,KOTA SEMARANG
13,301200,SMK THERESIANA,20328868,S,223,78.88,59.82,45.99,56.01,"60,18",3,1,200,2018,JAWA TENGAH,KOTA SEMARANG
14,301201,SMK NUSAPUTERA 2,20328991,S,141,79.29,59.7,55.76,63.32,"64,52",3,1,201,2018,JAWA TENGAH,KOTA SEMARANG
15,301204,SMK ANTONIUS,20331919,S,91,68.46,41.63,32.09,48.21,"47,60",3,1,204,2018,JAWA TENGAH,KOTA SEMARANG
16,301205,SMK CINDE SEMARANG,20331920,S,35,58.51,36.69,27.5,32.79,"38,87",3,1,205,2018,JAWA TENGAH,KOTA SEMARANG
