No,Kode,SatuanPendidikan,NPSN,Status,JumlahPeserta,Bindo,Bing,Math,Kompetensi,Rata,KdProv,KdKota,KdSekolah,Tahun,Provinsi,Kabupaten
1,1801101,SMK NEGERI 3 PALU,40203629,N,441,60.08,47.02,27.22,72.24,"51,64",18,1,101,2016,SULAWESI TENGAH,KOTA PALU
2,1801102,SMK NEGERI 7 PALU,40203626,N,42,49.95,44.62,25.77,68.42,"47,19",18,1,102,2016,SULAWESI TENGAH,KOTA PALU
3,1801103,SMK BINA POTENSI,40203613,S,58,54.31,41.72,40.22,69.9,"51,54",18,1,103,2016,SULAWESI TENGAH,KOTA PALU
4,1801104,SMK KRISTEN BALA KESELAMATAN PALU,40203615,S,177,52.94,41.34,27.94,74.01,"49,06",18,1,104,2016,SULAWESI TENGAH,KOTA PALU
5,1801105,SMK MUHAMMADIYAH 1 PALU,40203630,S,185,54.59,43.34,26.88,71.68,"49,12",18,1,105,2016,SULAWESI TENGAH,KOTA PALU
6,1801106,SMK SWADAYA 2 PALU,40203627,S,15,48.53,33.07,22.5,63.62,"41,93",18,1,106,2016,SULAWESI TENGAH,KOTA PALU
7,1801107,SMK NEGERI 1 PALU,40203599,N,157,64.29,48.66,35.73,73.37,"55,51",18,1,107,2016,SULAWESI TENGAH,KOTA PALU
8,1801108,SMK PONPES ALKHAIRAAT PALU,40203617,S,11,46.91,31.45,20.68,68.03,"41,77",18,1,108,2016,SULAWESI TENGAH,KOTA PALU
9,1801109,SMK PONPES AMALIA PALU,40203601,S,7,42.29,29.14,22.14,56.19,"37,44",18,1,109,2016,SULAWESI TENGAH,KOTA PALU
10,1801110,SMK MANDALASILA,40203622,S,47,58.04,43.91,30.74,73.9,"51,65",18,1,110,2016,SULAWESI TENGAH,KOTA PALU
11,1801111,SMK NEGERI 2 PALU,40203606,N,469,63.16,57.64,39.41,72.46,"58,17",18,1,111,2016,SULAWESI TENGAH,KOTA PALU
12,1801112,SMK PGRI PALU,40203603,S,40,53.15,58.7,24.56,75.79,"53,05",18,1,112,2016,SULAWESI TENGAH,KOTA PALU
13,1801113,SMK PANCASILA PALU,40203604,S,45,53.64,62.67,27.39,82.25,"56,49",18,1,113,2016,SULAWESI TENGAH,KOTA PALU
14,1801114,SMK NURUL ISLAM TAWAELI PALU,40203605,S,49,51.55,35.8,24.08,70.29,"45,43",18,1,114,2016,SULAWESI TENGAH,KOTA PALU
15,1801115,SMK ALKHAIRAAT PALU,40203625,S,133,54.03,41.76,25.68,70.76,"48,06",18,1,115,2016,SULAWESI TENGAH,KOTA PALU
16,1801116,SMK SWADAYA 1 PALU,40203602,S,19,55.26,44.53,27.5,73.19,"50,12",18,1,116,2016,SULAWESI TENGAH,KOTA PALU
17,1801117,SMK NEGERI 4 PALU,40203623,N,69,51.48,41.62,24.75,71.0,"47,21",18,1,117,2016,SULAWESI TENGAH,KOTA PALU
18,1801119,SMK NEGERI 5 PALU,40203621,N,88,49.7,37.89,24.6,69.38,"45,39",18,1,119,2016,SULAWESI TENGAH,KOTA PALU
19,1801120,SMK NEGERI 6 PALU,40203620,N,174,51.75,41.13,24.93,73.05,"47,72",18,1,120,2016,SULAWESI TENGAH,KOTA PALU
20,1801121,SMK NUSANTARA PALU,40203628,S,206,62.3,51.18,31.77,75.15,"55,10",18,1,121,2016,SULAWESI TENGAH,KOTA PALU
21,1801122,SMK PELAYARAN TRI DHARMA PALU,40203628,S,16,49.63,42.13,26.88,62.09,"45,18",18,1,122,2016,SULAWESI TENGAH,KOTA PALU
22,1801123,SMK NEGERI 8 PALU,40206709,N,43,57.91,40.09,25.87,65.59,"47,37",18,1,123,2016,SULAWESI TENGAH,KOTA PALU
23,1801124,SMK ISLAMIC CENTER,40206565,S,28,51.36,40.64,23.21,66.31,"45,38",18,1,124,2016,SULAWESI TENGAH,KOTA PALU
24,1801125,SMK JUSTITIA,40210102,S,18,55.0,39.56,24.86,81.17,"50,15",18,1,125,2016,SULAWESI TENGAH,KOTA PALU
25,1801126,SMK TOVEAKU,69895443,S,20,39.5,32.5,21.5,68.15,"40,41",18,1,126,2016,SULAWESI TENGAH,KOTA PALU
26,1802001,SMK NEGERI 1 BANAWA,40200731,N,270,54.35,40.44,26.27,70.35,"47,85",18,2,1,2016,SULAWESI TENGAH,KABUPATEN DONGGALA
27,1802002,SMK NEGERI 2 BANAWA,40200717,N,11,51.09,35.64,23.18,71.81,"45,43",18,2,2,2016,SULAWESI TENGAH,KABUPATEN DONGGALA
28,1802003,SMK NEGERI 1 LABUAN,40200732,N,105,55.58,45.66,32.64,70.43,"51,08",18,2,3,2016,SULAWESI TENGAH,KABUPATEN DONGGALA
29,1802004,SMK NEGERI 1 BALAESANG,40204418,N,53,62.11,68.19,65.85,72.49,"67,16",18,2,4,2016,SULAWESI TENGAH,KABUPATEN DONGGALA
30,1802005,SMK AL-AMIIN WANI,40200733,S,46,51.52,47.13,25.87,76.75,"50,32",18,2,5,2016,SULAWESI TENGAH,KABUPATEN DONGGALA
31,1802006,SMK NEGERI 1 BANAWA SELATAN,40204585,N,44,44.23,44.14,26.76,75.68,"47,70",18,2,6,2016,SULAWESI TENGAH,KABUPATEN DONGGALA
32,1802007,SMKN 1 SINDUE TOBATA,40206616,N,74,43.27,33.27,25.0,68.35,"42,47",18,2,7,2016,SULAWESI TENGAH,KABUPATEN DONGGALA
33,1802008,SMKN 1 SOJOL UTARA,40206619,N,67,78.36,85.31,69.96,74.93,"77,14",18,2,8,2016,SULAWESI TENGAH,KABUPATEN DONGGALA
34,1802009,SMK NEGERI 1 TERPADU SINDUE,69758313,N,49,63.88,75.84,63.11,78.47,"70,33",18,2,9,2016,SULAWESI TENGAH,KABUPATEN DONGGALA
35,1802011,SMK NEGERI 1 SOJOL,69758311,N,43,52.28,39.44,29.65,71.65,"48,26",18,2,11,2016,SULAWESI TENGAH,KABUPATEN DONGGALA
36,1802012,SMK NEGERI 1 PINEMBANI,69762608,N,15,39.73,47.6,27.0,72.13,"46,62",18,2,12,2016,SULAWESI TENGAH,KABUPATEN DONGGALA
37,1802013,SMK MANBAUL HIKMAH,69764528,S,14,67.29,67.43,53.04,74.72,"65,62",18,2,13,2016,SULAWESI TENGAH,KABUPATEN DONGGALA
38,1802014,SMK NEGERI 1 RIO PAKAVA,69758987,N,35,56.46,59.26,38.43,77.85,"58,00",18,2,14,2016,SULAWESI TENGAH,KABUPATEN DONGGALA
39,1803001,SMK NEGERI 1 POSO,40201354,N,152,62.8,45.12,29.79,73.44,"52,79",18,3,1,2016,SULAWESI TENGAH,KABUPATEN POSO
40,1803002,SMK NEGERI 2 POSO,40201353,N,37,63.03,45.57,28.18,75.79,"53,14",18,3,2,2016,SULAWESI TENGAH,KABUPATEN POSO
41,1803003,SMK NEGERI 1 POSO PESISIR,40201352,N,89,55.57,39.8,27.44,72.83,"48,91",18,3,3,2016,SULAWESI TENGAH,KABUPATEN POSO
42,1803004,SMK TEKNIK EKLESIA TENTENA,40201351,S,87,51.77,59.93,37.36,70.39,"54,86",18,3,4,2016,SULAWESI TENGAH,KABUPATEN POSO
43,1803005,SMK GKST TENTENA,40201350,S,118,54.85,46.78,30.15,76.22,"52,00",18,3,5,2016,SULAWESI TENGAH,KABUPATEN POSO
44,1803006,SMK NEGERI 1 PAMONA UTARA,40204273,N,45,48.84,34.58,23.5,70.79,"44,43",18,3,6,2016,SULAWESI TENGAH,KABUPATEN POSO
45,1803007,SMK  ALKHAIRAT POSO,40206566,S,14,41.86,33.71,25.0,70.86,"42,86",18,3,7,2016,SULAWESI TENGAH,KABUPATEN POSO
46,1803008,SMK GKST POSO,40201330,S,67,55.1,40.99,24.59,73.11,"48,45",18,3,8,2016,SULAWESI TENGAH,KABUPATEN POSO
47,1803009,SMK NEGERI 1 LORE TIMUR,40205708,N,42,68.0,62.67,66.55,75.91,"68,28",18,3,9,2016,SULAWESI TENGAH,KABUPATEN POSO
48,1803010,SMK GKST LAGE,40206481,S,11,48.73,30.55,23.41,64.18,"41,72",18,3,10,2016,SULAWESI TENGAH,KABUPATEN POSO
49,1803011,SMK NEGERI 1 PAMONA SELATAN,40206611,N,37,48.86,46.65,24.46,66.76,"46,68",18,3,11,2016,SULAWESI TENGAH,KABUPATEN POSO
50,1803012,SMK NEGERI 2 POSO PESISIR,40206712,N,26,51.0,34.31,25.96,67.25,"44,63",18,3,12,2016,SULAWESI TENGAH,KABUPATEN POSO
51,1803013,SMK GKST 2 TENTENA,40205723,S,96,57.58,40.46,24.9,74.79,"49,43",18,3,13,2016,SULAWESI TENGAH,KABUPATEN POSO
52,1803014,SMK KESEHATAN PALINDONDAYA,69770331,S,57,59.26,42.35,26.1,71.11,"49,71",18,3,14,2016,SULAWESI TENGAH,KABUPATEN POSO
53,1803015,SMK NEGERI 1 POSO PESISIR UTARA,69768240,N,23,50.0,53.39,46.85,77.1,"56,84",18,3,15,2016,SULAWESI TENGAH,KABUPATEN POSO
54,1804032,SMK NEGERI 1 BUNGKU BARAT,40202583,N,130,65.65,44.38,30.94,70.86,"52,96",18,4,32,2016,SULAWESI TENGAH,KABUPATEN MOROWALI
55,1804033,SMK NEGERI 2 BUNGKU BARAT,40204538,N,54,53.96,37.85,32.64,70.08,"48,63",18,4,33,2016,SULAWESI TENGAH,KABUPATEN MOROWALI
56,1804034,SMK NEGERI 1 BUNGKU TENGAH,40204663,N,66,52.91,59.73,27.31,68.54,"52,12",18,4,34,2016,SULAWESI TENGAH,KABUPATEN MOROWALI
57,1804035,SMK AL-KHAIRAAT BAHODOPI,40206266,S,38,56.42,47.05,31.51,67.06,"50,51",18,4,35,2016,SULAWESI TENGAH,KABUPATEN MOROWALI
58,1804036,SMK NEGERI 1 MENUI,60724715,N,42,56.38,65.95,45.95,72.42,"60,18",18,4,36,2016,SULAWESI TENGAH,KABUPATEN MOROWALI
59,1804037,SMK NURUL UMMAH,69786219,S,6,61.33,65.0,39.17,74.83,"60,08",18,4,37,2016,SULAWESI TENGAH,KABUPATEN MOROWALI
60,1804038,SMKN 1 WITA PONDA,69775316,N,29,60.55,67.45,42.16,66.4,"59,14",18,4,38,2016,SULAWESI TENGAH,KABUPATEN MOROWALI
61,1805034,SMK NEGERI 1 LUWUK,40201633,N,383,57.65,60.26,42.49,77.28,"59,42",18,5,34,2016,SULAWESI TENGAH,KABUPATEN BANGGAI
62,1805035,SMK NEGERI 2 LUWUK,40201635,N,90,53.16,38.93,21.92,64.77,"44,70",18,5,35,2016,SULAWESI TENGAH,KABUPATEN BANGGAI
63,1805036,SMK COKROAMINOTO LUWUK,40201632,S,41,66.54,60.24,64.39,78.37,"67,39",18,5,36,2016,SULAWESI TENGAH,KABUPATEN BANGGAI
64,1805037,SMK NEGERI 3 LUWUK,40201636,N,45,59.47,39.6,22.11,70.08,"47,82",18,5,37,2016,SULAWESI TENGAH,KABUPATEN BANGGAI
65,1805038,SMK NEGERI 5 LUWUK TIMUR,40201637,N,58,60.41,68.0,67.2,78.41,"68,51",18,5,38,2016,SULAWESI TENGAH,KABUPATEN BANGGAI
66,1805039,SMK NEGERI 1 TOILI,40203989,N,182,54.09,52.64,25.29,69.74,"50,44",18,5,39,2016,SULAWESI TENGAH,KABUPATEN BANGGAI
