No,Kode,SatuanPendidikan,NPSN,Status,JumlahPeserta,Bindo,Bing,Math,Kompetensi,Rata,KdProv,KdKota,KdSekolah,Tahun,Provinsi,Kabupaten
2,1501001,SMK NEGERI 1 BANJARMASIN,30304267,N,475,75.81,66.11,51.22,77.02,"67,54",15,1,1,2015,KALIMANTAN SELATAN,KOTA BANJARMASIN
4,1501002,SMK NEGERI 2 BANJARMASIN,30304268,N,263,65.39,44.6,34.2,75.89,"55,02",15,1,2,2015,KALIMANTAN SELATAN,KOTA BANJARMASIN
6,1501003,SMK NEGERI 3 BANJARMASIN,30304269,N,389,71.75,51.92,43.61,74.87,"60,54",15,1,3,2015,KALIMANTAN SELATAN,KOTA BANJARMASIN
8,1501004,SMK NEGERI 4 BANJARMASIN,30304270,N,313,62.18,43.57,35.49,76.53,"54,44",15,1,4,2015,KALIMANTAN SELATAN,KOTA BANJARMASIN
10,1501005,SMK NEGERI 5 BANJARMASIN,30304286,N,764,62.26,52.79,30.58,73.97,"54,90",15,1,5,2015,KALIMANTAN SELATAN,KOTA BANJARMASIN
12,1501006,SMK SWADAYA BANJARMASIN,30304168,S,172,61.16,55.88,35.74,70.38,"55,79",15,1,6,2015,KALIMANTAN SELATAN,KOTA BANJARMASIN
14,1501007,SMK BINA BANUA BANJARMASIN,30304264,S,246,59.12,38.64,27.62,68.81,"48,55",15,1,7,2015,KALIMANTAN SELATAN,KOTA BANJARMASIN
16,1501008,SMK MUHAMMADIYAH 1 BANJARMASIN,30304265,S,152,55.2,37.21,28.98,70.13,"47,88",15,1,8,2015,KALIMANTAN SELATAN,KOTA BANJARMASIN
18,1501009,SMK SYUHADA BANJARMASIN,30304185,S,166,50.83,36.13,24.59,72.82,"46,09",15,1,9,2015,KALIMANTAN SELATAN,KOTA BANJARMASIN
20,1501010,SMK MUHAMMADIYAH 2 BANJARMASIN,30304266,S,140,57.74,39.7,24.23,70.46,"48,03",15,1,10,2015,KALIMANTAN SELATAN,KOTA BANJARMASIN
22,1501011,SMK YPT BANJARMASIN,30304186,S,167,54.93,37.07,26.15,66.43,"46,15",15,1,11,2015,KALIMANTAN SELATAN,KOTA BANJARMASIN
24,1501012,SMF ISFI BANJARMASIN,30304329,S,156,79.34,62.95,52.15,74.77,"67,30",15,1,12,2015,KALIMANTAN SELATAN,KOTA BANJARMASIN
26,1501013,SMK NU BANJARMASIN,30304347,S,137,60.89,36.12,31.3,66.51,"48,71",15,1,13,2015,KALIMANTAN SELATAN,KOTA BANJARMASIN
28,1501014,SMK ARUNG SAMUDERA,30304184,S,25,54.58,39.68,23.1,65.08,"45,61",15,1,14,2015,KALIMANTAN SELATAN,KOTA BANJARMASIN
