No,Kode,SatuanPendidikan,NPSN,Status,JumlahPeserta,Bindo,Bing,Math,Kompetensi,Rata,KdProv,KdKota,KdSekolah,Tahun,Provinsi,Kabupaten
2,3101501,SMK NEGERI 1 TANJUNGPINANG,11000438,N,379,77.25,72.92,63.91,80.26,"73,59",31,1,501,2015,KEPULAUAN RIAU,KOTA TANJUNGPINANG
4,3101502,SMK NEGERI 2 TANJUNGPINANG,11000439,N,116,62.89,51.36,31.44,74.87,"55,14",31,1,502,2015,KEPULAUAN RIAU,KOTA TANJUNGPINANG
6,3101503,SMK NEGERI 3 TANJUNGPINANG,11000426,N,233,62.88,49.23,29.16,73.3,"53,64",31,1,503,2015,KEPULAUAN RIAU,KOTA TANJUNGPINANG
8,3101504,SMK PEMBANGUNAN TANJUNGPINANG,11000416,S,116,68.83,66.24,38.53,79.52,"63,28",31,1,504,2015,KEPULAUAN RIAU,KOTA TANJUNGPINANG
10,3101505,SMK INDRASAKTI TANJUNGPINANG,11000425,S,21,55.3,42.08,26.67,74.11,"49,54",31,1,505,2015,KEPULAUAN RIAU,KOTA TANJUNGPINANG
12,3101506,SMK RAJA HAJI TANJUNGPINANG,11000415,S,26,52.24,39.42,27.21,70.54,"47,35",31,1,506,2015,KEPULAUAN RIAU,KOTA TANJUNGPINANG
14,3101508,SMK PARIWISATA  ENGKU KELANA TANJUNGPINANG,11001979,S,12,50.63,42.52,23.13,77.14,"48,36",31,1,508,2015,KEPULAUAN RIAU,KOTA TANJUNGPINANG
16,3101509,SMK PELITA NUSANTARA TANJUNGPINANG,41000539,S,13,70.57,82.39,48.65,82.28,"70,97",31,1,509,2015,KEPULAUAN RIAU,KOTA TANJUNGPINANG
18,3101510,SMK NEGERI 4 TANJUNGPINANG,11002495,N,145,66.35,48.32,35.69,80.83,"57,80",31,1,510,2015,KEPULAUAN RIAU,KOTA TANJUNGPINANG
20,3101511,SMK MAITREYAWIRA TANJUNGPINANG,11003164,S,79,69.07,73.12,51.46,78.85,"68,13",31,1,511,2015,KEPULAUAN RIAU,KOTA TANJUNGPINANG
22,3101512,SMK KESEHATAN WIDYA TANJUNGPINANG,69756150,S,59,64.1,43.79,26.69,71.39,"51,49",31,1,512,2015,KEPULAUAN RIAU,KOTA TANJUNGPINANG
24,3101513,SMK BINTAN INSANI TANJUNGPINANG,69774641,S,14,64.65,52.33,38.39,68.32,"55,92",31,1,513,2015,KEPULAUAN RIAU,KOTA TANJUNGPINANG
26,3102039,SMK YEHONALA BATAM,69786477,S,10,77.35,73.66,59.25,78.89,"72,29",31,2,39,2015,KEPULAUAN RIAU,KOTA BATAM
28,3102040,SMK NURUL JADID BATAM,69786474,S,25,71.13,57.24,72.5,85.6,"71,62",31,2,40,2015,KEPULAUAN RIAU,KOTA BATAM
30,3102041,SMK PERTIWI BATAM,69786476,S,38,72.52,54.54,37.37,75.93,"60,09",31,2,41,2015,KEPULAUAN RIAU,KOTA BATAM
32,3102201,SMK NEGERI 1 BATAM,11000382,N,478,79.83,75.78,68.49,83.22,"76,83",31,2,201,2015,KEPULAUAN RIAU,KOTA BATAM
34,3102202,SMK NEGERI 2 BATAM,11002210,N,290,80.79,67.12,66.43,81.16,"73,88",31,2,202,2015,KEPULAUAN RIAU,KOTA BATAM
36,3102203,SMK NEGERI 3 BATAM,11002570,N,203,68.77,59.6,40.99,79.2,"62,14",31,2,203,2015,KEPULAUAN RIAU,KOTA BATAM
38,3102204,SMK KARTINI BATAM,11000371,S,294,73.58,68.85,58.08,78.32,"69,71",31,2,204,2015,KEPULAUAN RIAU,KOTA BATAM
40,3102205,SMK PELAYARAN MARITIM NASIONAL BATAM,11002208,S,104,58.52,55.55,33.92,75.5,"55,87",31,2,205,2015,KEPULAUAN RIAU,KOTA BATAM
42,3102206,SMK AL-AZHAR BATAM,11002205,S,102,70.97,50.57,36.27,77.15,"58,74",31,2,206,2015,KEPULAUAN RIAU,KOTA BATAM
44,3102207,SMK PERMATA HARAPAN BATAM,11002211,S,151,73.61,74.96,60.73,79.9,"72,30",31,2,207,2015,KEPULAUAN RIAU,KOTA BATAM
46,3102208,SMK HARMONI BATAM,11000369,S,81,69.01,67.01,45.31,75.9,"64,31",31,2,208,2015,KEPULAUAN RIAU,KOTA BATAM
48,3102209,SMK WIDYA BATAM,11002213,S,146,56.73,52.67,26.51,70.95,"51,72",31,2,209,2015,KEPULAUAN RIAU,KOTA BATAM
50,3102210,SMK IBNU SINA BATAM,11000370,S,112,65.65,66.12,39.26,78.75,"62,45",31,2,210,2015,KEPULAUAN RIAU,KOTA BATAM
52,3102211,SMK AL-JABAR BATAM,11000357,S,44,55.69,53.39,24.66,73.09,"51,71",31,2,211,2015,KEPULAUAN RIAU,KOTA BATAM
54,3102212,SMK HANG NADIM BATAM,11002573,S,88,64.15,47.64,30.4,74.53,"54,18",31,2,212,2015,KEPULAUAN RIAU,KOTA BATAM
56,3102213,SMK BATAM BUSINESS SCHOOL,11002206,S,39,73.85,76.14,53.72,80.03,"70,94",31,2,213,2015,KEPULAUAN RIAU,KOTA BATAM
58,3102214,SMK NASIONAL BATAM,11002209,S,25,65.32,68.93,64.0,79.19,"69,36",31,2,214,2015,KEPULAUAN RIAU,KOTA BATAM
60,3102215,SMK EPPATA BATAM,11000358,S,18,68.16,52.41,24.86,71.25,"54,17",31,2,215,2015,KEPULAUAN RIAU,KOTA BATAM
62,3102216,SMK TELADAN BATAM,11002212,S,212,62.47,51.02,31.33,72.19,"54,25",31,2,216,2015,KEPULAUAN RIAU,KOTA BATAM
64,3102217,SMK MULTISTUDI HIGH SCHOOL,11002576,S,197,73.85,64.36,46.38,76.97,"65,39",31,2,217,2015,KEPULAUAN RIAU,KOTA BATAM
66,3102218,SMK NEGERI 4 BATAM,11002571,N,231,68.8,55.26,35.11,75.26,"58,61",31,2,218,2015,KEPULAUAN RIAU,KOTA BATAM
68,3102219,SMK ISLAM HANG TUAH,11002575,S,69,62.23,41.26,31.38,72.45,"51,83",31,2,219,2015,KEPULAUAN RIAU,KOTA BATAM
