No,Kode,SatuanPendidikan,NPSN,Status,JumlahPeserta,Bindo,Bing,Math,Kompetensi,Rata,KdProv,KdKota,KdSekolah,Tahun,Provinsi,Kabupaten
2,2701001,SMK NEGERI 1 KOTA TERNATE,60200780,N,256,54.54,39.7,28.78,75.49,"49,63",27,1,1,2015,MALUKU UTARA,KOTA TERNATE
4,2701002,SMK NEGERI 2 KOTA TERNATE,60200779,N,238,50.16,32.28,22.31,65.59,"42,59",27,1,2,2015,MALUKU UTARA,KOTA TERNATE
6,2701003,SMK NEGERI 3 KOTA TERNATE,60200778,N,21,51.62,48.19,49.76,78.61,"57,05",27,1,3,2015,MALUKU UTARA,KOTA TERNATE
8,2701005,SMK PUTRA BAHARI KOTA TERNATE,60200775,S,115,47.44,31.23,22.35,73.91,"43,73",27,1,5,2015,MALUKU UTARA,KOTA TERNATE
10,2701006,SMK NEGERI 4 KOTA TERNATE,60200776,N,24,34.42,36.83,21.98,74.51,"41,94",27,1,6,2015,MALUKU UTARA,KOTA TERNATE
12,2701007,SMK PEMBANGUNAN KOTA TERNATE,60202338,S,9,51.56,42.44,24.44,82.44,"50,22",27,1,7,2015,MALUKU UTARA,KOTA TERNATE
14,2701008,SMK NEGERI 5 KOTA TERNATE,60200784,N,185,43.98,56.26,37.85,79.56,"54,41",27,1,8,2015,MALUKU UTARA,KOTA TERNATE
16,2701009,SMK BINA INFORMATIKA,60203653,S,106,53.75,59.36,52.31,71.65,"59,27",27,1,9,2015,MALUKU UTARA,KOTA TERNATE
18,2702001,SMK NEGERI 1 TIDORE KEPULAUAN,60200947,N,147,59.63,56.79,74.44,82.02,"68,22",27,2,1,2015,MALUKU UTARA,KOTA TIDORE KEPULAUAN
20,2702002,SMK NEGERI 3 TIDORE KEPULAUAN,60200948,N,63,57.56,69.17,53.41,78.48,"64,66",27,2,2,2015,MALUKU UTARA,KOTA TIDORE KEPULAUAN
22,2702003,SMK MUHAMMADIYAH KOTA TIDORE KEPULAUAN,60202077,S,12,56.17,59.17,72.5,79.02,"66,72",27,2,3,2015,MALUKU UTARA,KOTA TIDORE KEPULAUAN
24,2702004,SMK NEGERI 2 TIDORE KEPULAUAN,60202078,N,31,39.94,54.26,42.98,84.75,"55,48",27,2,4,2015,MALUKU UTARA,KOTA TIDORE KEPULAUAN
26,2702005,SMK NEGERI 4 TIDORE KEPULAUAN,60202364,N,19,59.37,53.26,50.39,77.08,"60,03",27,2,5,2015,MALUKU UTARA,KOTA TIDORE KEPULAUAN
28,2702006,SMK NEGERI 5 TIDORE KEPULAUAN,60203601,N,18,51.67,66.56,66.67,78.94,"65,96",27,2,6,2015,MALUKU UTARA,KOTA TIDORE KEPULAUAN
30,2702007,SMK NEGERI 6 TIDORE KEPULAUAN,69786335,N,10,65.8,69.8,29.25,82.11,"61,74",27,2,7,2015,MALUKU UTARA,KOTA TIDORE KEPULAUAN
32,2703001,SMK NEGERI 4 HALMAHERA BARAT,60201996,N,27,42.52,28.89,20.74,0.0,"23,04",27,3,1,2015,MALUKU UTARA,KABUPATEN HALMAHERA BARAT
34,2703002,SMK NEGERI 1 HALMAHERA BARAT,60202318,N,38,37.26,42.95,21.64,72.95,"43,70",27,3,2,2015,MALUKU UTARA,KABUPATEN HALMAHERA BARAT
36,2703003,SMK NEGERI 2 HALMAHERA BARAT,60201997,N,23,43.57,30.78,22.17,69.0,"41,38",27,3,3,2015,MALUKU UTARA,KABUPATEN HALMAHERA BARAT
38,2703004,SMK BHAKTI PERSADA JAILOLO,60202325,S,37,34.97,32.86,21.69,76.24,"41,44",27,3,4,2015,MALUKU UTARA,KABUPATEN HALMAHERA BARAT
40,2703005,SMK NEGERI 5 HALMAHERA BARAT,60203631,N,17,66.35,56.12,26.62,83.31,"58,10",27,3,5,2015,MALUKU UTARA,KABUPATEN HALMAHERA BARAT
42,2703006,SMK EKLESIA JAILOLO,60202797,S,66,47.06,80.24,48.56,81.65,"64,38",27,3,6,2015,MALUKU UTARA,KABUPATEN HALMAHERA BARAT
44,2703007,SMK NEGERI 3 HALMAHERA BARAT,60203686,N,8,36.0,32.0,22.81,70.97,"40,45",27,3,7,2015,MALUKU UTARA,KABUPATEN HALMAHERA BARAT
46,2703008,SMK NEGERI 7 HALMAHERA BARAT,60203641,N,16,41.88,26.63,35.78,68.95,"43,31",27,3,8,2015,MALUKU UTARA,KABUPATEN HALMAHERA BARAT
48,2703009,SMK NEGERI 6 HALMAHERA BARAT,60203639,N,17,59.06,30.59,21.76,74.66,"46,52",27,3,9,2015,MALUKU UTARA,KABUPATEN HALMAHERA BARAT
50,2703010,SMK FOMARIMOI SAHU,60205565,S,31,41.03,25.03,23.23,88.1,"44,35",27,3,10,2015,MALUKU UTARA,KABUPATEN HALMAHERA BARAT
52,2703011,SMKS ANAK NEGERI,69768260,S,20,46.6,28.2,39.38,78.15,"48,08",27,3,11,2015,MALUKU UTARA,KABUPATEN HALMAHERA BARAT
54,2704001,SMK GOTONG ROYONG TOBELO,60201931,S,167,53.51,63.88,48.11,74.4,"59,98",27,4,1,2015,MALUKU UTARA,KABUPATEN HALMAHERA UTARA
56,2704002,SMK NUSANTARA TOBELO,60201934,S,203,54.76,64.16,38.61,77.19,"58,68",27,4,2,2015,MALUKU UTARA,KABUPATEN HALMAHERA UTARA
58,2704003,SMK NEGERI 2 HALMAHERA UTARA,60200299,N,23,51.39,49.22,74.24,80.34,"63,80",27,4,3,2015,MALUKU UTARA,KABUPATEN HALMAHERA UTARA
60,2704004,SMK NEGERI 1 HALMAHERA UTARA,60201933,N,28,52.21,54.29,20.36,71.78,"49,66",27,4,4,2015,MALUKU UTARA,KABUPATEN HALMAHERA UTARA
62,2704005,SMK ALKHAIRAAT TOBELO,60201932,S,41,54.63,63.22,41.83,86.43,"61,53",27,4,5,2015,MALUKU UTARA,KABUPATEN HALMAHERA UTARA
64,2704006,SMK TEKNOLOGI GALELA SELATAN,60202879,S,65,45.35,58.77,45.15,77.04,"56,58",27,4,6,2015,MALUKU UTARA,KABUPATEN HALMAHERA UTARA
66,2704007,SMK BINA KARYA TOBELO,60202876,S,93,69.27,65.78,78.04,86.71,"74,95",27,4,7,2015,MALUKU UTARA,KABUPATEN HALMAHERA UTARA
68,2704008,SMK TARAKANI GALELA,60202878,S,37,52.86,59.24,50.81,75.03,"59,49",27,4,8,2015,MALUKU UTARA,KABUPATEN HALMAHERA UTARA
70,2704009,SMK GLOBAL PASIFIC TOBELO,60202877,S,50,54.04,58.32,40.4,78.64,"57,85",27,4,9,2015,MALUKU UTARA,KABUPATEN HALMAHERA UTARA
72,2704010,SMK NEGERI 3 HALMAHERA UTARA,60203691,N,23,45.22,63.48,60.0,75.63,"61,08",27,4,10,2015,MALUKU UTARA,KABUPATEN HALMAHERA UTARA
74,2704011,SMK PERCIS HALMAHERA,60203708,S,32,41.94,32.5,23.83,0.0,"24,57",27,4,11,2015,MALUKU UTARA,KABUPATEN HALMAHERA UTARA
76,2704012,SMK BINA INSANI KAO BARAT,60724612,S,33,26.61,45.09,64.7,63.96,"50,09",27,4,12,2015,MALUKU UTARA,KABUPATEN HALMAHERA UTARA
78,2704013,SMK WOMATEKEKOMOTEKE,60724610,S,23,41.22,41.39,19.89,81.44,"45,99",27,4,13,2015,MALUKU UTARA,KABUPATEN HALMAHERA UTARA
80,2704014,SMK GALELANO,60724605,S,19,32.53,55.47,24.87,65.67,"44,64",27,4,14,2015,MALUKU UTARA,KABUPATEN HALMAHERA UTARA
82,2704015,SMK DIAN KUSURI,69762738,S,14,56.0,54.29,63.75,78.94,"63,25",27,4,15,2015,MALUKU UTARA,KABUPATEN HALMAHERA UTARA
84,2704016,SMK  ISLAM TOBELO,69759141,S,24,53.58,63.33,38.54,74.2,"57,41",27,4,16,2015,MALUKU UTARA,KABUPATEN HALMAHERA UTARA
86,2704017,SMKS PELOPOR,60724606,S,70,51.43,46.31,52.54,74.25,"56,13",27,4,17,2015,MALUKU UTARA,KABUPATEN HALMAHERA UTARA
88,2704018,SMKS MARINE CENTER SARO,60724608,S,31,64.39,60.13,76.94,73.3,"68,69",27,4,18,2015,MALUKU UTARA,KABUPATEN HALMAHERA UTARA
90,2705001,SMK MISBAHUL AULAD LABUHA,60203363,S,111,36.13,45.64,35.41,69.33,"46,63",27,5,1,2015,MALUKU UTARA,KABUPATEN HALMAHERA SELATAN
92,2705002,SMK NEGERI 1 BACAN,60203364,N,52,33.62,24.62,20.24,72.08,"37,64",27,5,2,2015,MALUKU UTARA,KABUPATEN HALMAHERA SELATAN
94,2705003,SMK NEGERI 1 PULAU MAKIAN,60203367,N,31,42.71,55.48,59.6,83.44,"60,31",27,5,3,2015,MALUKU UTARA,KABUPATEN HALMAHERA SELATAN
96,2705004,SMK NEGERI 1 GANE BARAT,60201684,N,13,41.85,36.46,49.23,31.41,"39,74",27,5,4,2015,MALUKU UTARA,KABUPATEN HALMAHERA SELATAN
98,2705005,SMK NEGERI 1 KAYOA,60203366,N,30,30.13,27.27,25.42,89.19,"43,00",27,5,5,2015,MALUKU UTARA,KABUPATEN HALMAHERA SELATAN
100,2705006,SMK NEGERI 1 MANDIOLI,60203781,N,19,29.79,43.68,48.95,77.88,"50,08",27,5,6,2015,MALUKU UTARA,KABUPATEN HALMAHERA SELATAN
