No,Kode,SatuanPendidikan,NPSN,Status,JumlahPeserta,Bindo,Bing,Math,Kompetensi,Rata,KdProv,KdKota,KdSekolah,Tahun,Provinsi,Kabupaten
2,1601001,SMK NEGERI 1 SAMARINDA,30401089,N,370,73.7,64.42,53.25,78.14,"67,38",16,1,1,2015,KALIMANTAN TIMUR,KOTA SAMARINDA
4,1601002,SMK NEGERI 2 SAMARINDA,30401081,N,348,64.03,46.7,28.2,78.27,"54,30",16,1,2,2015,KALIMANTAN TIMUR,KOTA SAMARINDA
6,1601003,SMK NEGERI 3 SAMARINDA,30401080,N,289,60.04,42.42,28.65,78.73,"52,46",16,1,3,2015,KALIMANTAN TIMUR,KOTA SAMARINDA
8,1601004,SMK NEGERI 4 SAMARINDA,30401079,N,373,69.48,48.61,40.78,79.05,"59,48",16,1,4,2015,KALIMANTAN TIMUR,KOTA SAMARINDA
10,1601005,SMK NEGERI 5 SAMARINDA,30401071,N,293,64.99,42.34,33.83,75.24,"54,10",16,1,5,2015,KALIMANTAN TIMUR,KOTA SAMARINDA
12,1601006,SMK NEGERI 6 SAMARINDA,30401072,N,276,62.23,42.04,34.57,71.7,"52,64",16,1,6,2015,KALIMANTAN TIMUR,KOTA SAMARINDA
14,1601007,SMK NEGERI 7 SAMARINDA,30403017,N,310,70.55,67.79,45.93,77.9,"65,54",16,1,7,2015,KALIMANTAN TIMUR,KOTA SAMARINDA
16,1601008,SMK NEGERI 8 SAMARINDA,30404138,N,210,61.86,44.53,29.15,78.15,"53,42",16,1,8,2015,KALIMANTAN TIMUR,KOTA SAMARINDA
18,1601009,SMK NEGERI 9 SAMARINDA,30404605,N,164,61.05,40.22,27.36,80.03,"52,17",16,1,9,2015,KALIMANTAN TIMUR,KOTA SAMARINDA
20,1601010,SMK NEGERI 10 SAMARINDA,30404272,N,130,60.44,36.11,26.15,75.09,"49,45",16,1,10,2015,KALIMANTAN TIMUR,KOTA SAMARINDA
22,1601011,SMK NEGERI 11 SAMARINDA,30405661,N,160,58.27,36.53,29.94,71.93,"49,17",16,1,11,2015,KALIMANTAN TIMUR,KOTA SAMARINDA
24,1601012,SMK MUHAMMADIYAH 1 SAMARINDA,30401086,S,83,54.99,42.27,29.49,76.67,"50,86",16,1,12,2015,KALIMANTAN TIMUR,KOTA SAMARINDA
26,1601013,SMK MUHAMMADIYAH 2 SAMARINDA,30401087,S,30,65.07,48.13,26.67,78.93,"54,70",16,1,13,2015,KALIMANTAN TIMUR,KOTA SAMARINDA
28,1601016,SMK COKROAMINOTO SAMARINDA,30401069,S,11,45.14,40.36,27.05,78.85,"47,85",16,1,16,2015,KALIMANTAN TIMUR,KOTA SAMARINDA
30,1601017,SMK KESATUAN 1 SAMARINDA,30401082,S,24,44.93,33.33,23.75,72.61,"43,66",16,1,17,2015,KALIMANTAN TIMUR,KOTA SAMARINDA
32,1601018,SMK KESATUAN 2 SAMARINDA,30401083,S,50,57.96,63.16,36.9,73.47,"57,87",16,1,18,2015,KALIMANTAN TIMUR,KOTA SAMARINDA
34,1601019,SMK PEMUDA SAMARINDA,30401075,S,86,52.7,42.05,26.54,74.71,"49,00",16,1,19,2015,KALIMANTAN TIMUR,KOTA SAMARINDA
36,1601020,SMK NURI SAMARINDA,30401073,S,27,47.2,33.48,26.76,67.76,"43,80",16,1,20,2015,KALIMANTAN TIMUR,KOTA SAMARINDA
38,1601021,SMK KATOLIK 2 WR.SOEPRATMAN NO.012 SAMARINDA,30404129,S,81,61.07,51.58,28.52,81.1,"55,57",16,1,21,2015,KALIMANTAN TIMUR,KOTA SAMARINDA
40,1601022,SMK CENDANA DDI SAMARINDA,30403014,S,14,54.66,37.43,27.32,76.6,"49,00",16,1,22,2015,KALIMANTAN TIMUR,KOTA SAMARINDA
42,1601023,SMK PGRI 5 SAMARINDA,30401078,S,21,52.82,42.38,26.55,76.5,"49,56",16,1,23,2015,KALIMANTAN TIMUR,KOTA SAMARINDA
44,1601024,SMK MUHAMMADIYAH 3 SAMARINDA,30401088,S,86,56.55,36.86,23.58,74.37,"47,84",16,1,24,2015,KALIMANTAN TIMUR,KOTA SAMARINDA
46,1601025,SMK AL KHAIRIYAH SAMARINDA,30401056,S,98,59.69,44.0,31.76,78.75,"53,55",16,1,25,2015,KALIMANTAN TIMUR,KOTA SAMARINDA
48,1601027,SMK MIFTAHUL ULUM SAMARINDA,30401085,S,33,54.12,37.58,26.59,66.7,"46,25",16,1,27,2015,KALIMANTAN TIMUR,KOTA SAMARINDA
50,1601028,SMK ISTIQOMAH MUHAMMADIYAH 4 SAMARINDA,30401070,S,208,59.26,38.88,25.78,74.12,"49,51",16,1,28,2015,KALIMANTAN TIMUR,KOTA SAMARINDA
52,1601030,SMK TI AIRLANGGA SAMARINDA,30404271,S,129,67.56,51.41,28.72,79.39,"56,77",16,1,30,2015,KALIMANTAN TIMUR,KOTA SAMARINDA
54,1601031,SMK DARUSSALAM SAMARINDA,30404604,S,21,50.77,32.0,22.98,74.2,"44,99",16,1,31,2015,KALIMANTAN TIMUR,KOTA SAMARINDA
56,1601033,SMK PELAYARAN KALIMANTAN SAMARINDA,30405731,S,44,60.66,44.0,27.39,79.36,"52,85",16,1,33,2015,KALIMANTAN TIMUR,KOTA SAMARINDA
58,1601034,SMK NEGERI 12 SAMARINDA,30403015,N,173,62.83,40.89,29.94,73.32,"51,75",16,1,34,2015,KALIMANTAN TIMUR,KOTA SAMARINDA
60,1601036,SMK NEGERI 14 SAMARINDA,30404273,N,110,63.72,40.85,30.43,79.37,"53,59",16,1,36,2015,KALIMANTAN TIMUR,KOTA SAMARINDA
62,1601037,SMK NEGERI 15 SAMARINDA,30404135,N,245,60.66,38.24,26.61,73.73,"49,81",16,1,37,2015,KALIMANTAN TIMUR,KOTA SAMARINDA
64,1601038,SMK NABIL HUSEIN SAMARINDA,30404274,S,43,60.4,34.84,29.48,71.13,"48,96",16,1,38,2015,KALIMANTAN TIMUR,KOTA SAMARINDA
66,1601039,SMK FARMASI SAMARINDA,30404359,S,318,72.42,47.38,39.79,76.08,"58,92",16,1,39,2015,KALIMANTAN TIMUR,KOTA SAMARINDA
68,1601040,SMK YPS SAMARINDA,30401090,S,27,49.96,61.33,64.26,83.91,"64,87",16,1,40,2015,KALIMANTAN TIMUR,KOTA SAMARINDA
70,1601041,SMK NEGERI 16 SAMARINDA,30406108,N,110,60.21,37.71,26.14,80.24,"51,08",16,1,41,2015,KALIMANTAN TIMUR,KOTA SAMARINDA
72,1601042,SMK NEGERI 17 SAMARINDA,30405706,N,123,74.3,52.5,42.87,78.47,"62,04",16,1,42,2015,KALIMANTAN TIMUR,KOTA SAMARINDA
74,1601043,SMK NEGERI 18 SAMARINDA,30405704,N,46,54.58,52.22,22.72,76.75,"51,57",16,1,43,2015,KALIMANTAN TIMUR,KOTA SAMARINDA
76,1601044,SMK NEGERI 19 SAMARINDA,30405655,N,116,61.67,36.26,25.34,73.02,"49,07",16,1,44,2015,KALIMANTAN TIMUR,KOTA SAMARINDA
78,1601045,SMK NEGERI 20 SAMARINDA,30404180,N,140,60.68,37.63,26.55,77.67,"50,63",16,1,45,2015,KALIMANTAN TIMUR,KOTA SAMARINDA
80,1601046,SMK PLUS MELATI SAMARINDA,30405709,S,22,71.98,51.45,34.32,82.03,"59,95",16,1,46,2015,KALIMANTAN TIMUR,KOTA SAMARINDA
82,1601047,SMK AL AZHAR SAMARINDA,30406107,S,12,43.58,37.67,30.42,74.73,"46,60",16,1,47,2015,KALIMANTAN TIMUR,KOTA SAMARINDA
84,1601048,SMK ISLAM TERPADU SUBULUSSALAM SAMARINDA,30405842,S,10,53.03,35.2,22.75,79.36,"47,59",16,1,48,2015,KALIMANTAN TIMUR,KOTA SAMARINDA
86,1601049,SMK KESEHATAN SAMARINDA,30405836,S,383,66.31,45.21,30.29,79.69,"55,38",16,1,49,2015,KALIMANTAN TIMUR,KOTA SAMARINDA
88,1601050,SMK 17 AGUSTUS 1945 SAMARINDA,30405759,S,31,59.65,38.39,24.84,74.56,"49,36",16,1,50,2015,KALIMANTAN TIMUR,KOTA SAMARINDA
90,1601051,SMK TI LABBAIKA SAMARINDA,30405722,S,34,56.84,34.76,22.94,83.83,"49,59",16,1,51,2015,KALIMANTAN TIMUR,KOTA SAMARINDA
92,1601053,SMK TERPADU MADINA SAMARINDA,30406110,S,16,63.58,38.63,26.88,79.38,"52,12",16,1,53,2015,KALIMANTAN TIMUR,KOTA SAMARINDA
94,1601055,SMK TI PRATAMA PGRI SAMARINDA,30406109,S,42,62.85,51.19,37.74,80.68,"58,12",16,1,55,2015,KALIMANTAN TIMUR,KOTA SAMARINDA
96,1601056,SMK SPP NEGERI SAMARINDA,30407652,N,107,67.39,43.38,27.31,80.57,"54,66",16,1,56,2015,KALIMANTAN TIMUR,KOTA SAMARINDA
98,1601057,SMK KEHUTANAN NEGERI SAMARINDA,30407651,N,61,74.03,63.25,61.11,86.61,"71,25",16,1,57,2015,KALIMANTAN TIMUR,KOTA SAMARINDA
100,1601058,SMK MEDIKA SAMARINDA,30407767,S,106,64.44,47.43,31.49,80.86,"56,06",16,1,58,2015,KALIMANTAN TIMUR,KOTA SAMARINDA
102,1601060,SMK KESEHATAN JAMIATUL MUTTAQIN SAMARINDA,30407724,S,12,60.47,35.83,21.88,79.51,"49,42",16,1,60,2015,KALIMANTAN TIMUR,KOTA SAMARINDA
104,1601061,SMK TERATE SAMARINDA,30409909,S,54,54.38,32.22,26.71,72.17,"46,37",16,1,61,2015,KALIMANTAN TIMUR,KOTA SAMARINDA
106,1601901,SMK KEHUTANAN NEGERI SAMARINDA,30407651,N,48,78.48,68.67,66.72,0.0,"53,47",16,1,901,2015,KALIMANTAN TIMUR,KOTA SAMARINDA
108,1602001,SMK NEGERI 1 BALIKPAPAN,30401516,N,560,76.85,66.95,49.79,79.3,"68,22",16,2,1,2015,KALIMANTAN TIMUR,KOTA BALIKPAPAN
110,1602002,SMK NEGERI 2 BALIKPAPAN,30401520,N,433,78.32,68.35,60.71,75.61,"70,75",16,2,2,2015,KALIMANTAN TIMUR,KOTA BALIKPAPAN
112,1602003,SMK NEGERI 3 BALIKPAPAN,30401519,N,593,69.9,54.11,45.16,72.5,"60,42",16,2,3,2015,KALIMANTAN TIMUR,KOTA BALIKPAPAN
114,1602004,SMK NEGERI 4 BALIKPAPAN,30401508,N,252,70.54,53.01,40.49,76.97,"60,25",16,2,4,2015,KALIMANTAN TIMUR,KOTA BALIKPAPAN
116,1602005,SMK NEGERI 5 BALIKPAPAN,30404599,N,252,60.91,42.85,31.75,76.65,"53,04",16,2,5,2015,KALIMANTAN TIMUR,KOTA BALIKPAPAN
118,1602006,SMK PERTIWI BALIKPAPAN,30401464,S,54,58.71,40.78,26.53,75.43,"50,36",16,2,6,2015,KALIMANTAN TIMUR,KOTA BALIKPAPAN
120,1602007,SMK MUHAMMADIYAH 1 BALIKPAPAN,30401511,S,14,55.33,37.14,26.96,82.79,"50,56",16,2,7,2015,KALIMANTAN TIMUR,KOTA BALIKPAPAN
